Unnamed: 0,contest,precinct,contest_id,office,choice,candidate,vote,county
665,390,"=""MANY""",20,President - Rep,20,"Cook, Tim",0,APACHE
666,390,"=""MANY""",20,President - Rep,30,"Paul, Rand",0,APACHE
667,390,"=""MANY""",20,President - Rep,40,"Rubio, Marco",2,APACHE
668,390,"=""MANY""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
669,390,"=""MANY""",20,President - Rep,60,"Kasich, John R.",0,APACHE
670,390,"=""MANY""",20,President - Rep,70,"Bush, Jeb",2,APACHE
671,390,"=""MANY""",20,President - Rep,80,"Trump, Donald J.",1,APACHE
672,390,"=""MANY""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
673,390,"=""MANY""",20,President - Rep,100,"Pataki, George E.",0,APACHE
674,390,"=""MANY""",20,President - Rep,110,"Cruz, Ted",6,APACHE
675,390,"=""MANY""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
676,390,"=""MANY""",20,President - Rep,130,"Christie, Chris",0,APACHE
677,390,"=""MANY""",20,President - Rep,140,"Carson, Ben",0,APACHE
678,390,"=""MANY""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
679,390,"=""MANY""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
680,390,"=""MANY""",30,President - Gre,999997,Registered Voters,2,APACHE
681,390,"=""MANY""",30,President - Gre,999996,Times Counted,0,APACHE
682,390,"=""MANY""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
683,390,"=""MANY""",30,President - Gre,20,"Stein, Jill",0,APACHE
684,410,"=""MEXICAN""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
685,410,"=""MEXICAN""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
686,410,"=""MEXICAN""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
687,410,"=""MEXICAN""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
688,410,"=""MEXICAN""",10,President - Dem,999997,Registered Voters,143,APACHE
689,410,"=""MEXICAN""",10,President - Dem,999996,Times Counted,24,APACHE
690,410,"=""MEXICAN""",10,President - Dem,10,"De La Fuente, Roque",0,APACHE
691,410,"=""MEXICAN""",10,President - Dem,20,"Steinberg, Michael",0,APACHE
692,410,"=""MEXICAN""",10,President - Dem,30,"Sanders, Bernie",1,APACHE
693,410,"=""MEXICAN""",10,President - Dem,40,"O'Malley, Martin J.",0,APACHE
694,410,"=""MEXICAN""",10,President - Dem,50,"Clinton, Hillary",23,APACHE
695,410,"=""MEXICAN""",10,President - Dem,60,"Hewes, Henry",0,APACHE
696,410,"=""MEXICAN""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
697,410,"=""MEXICAN""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
698,410,"=""MEXICAN""",20,President - Rep,999997,Registered Voters,33,APACHE
699,410,"=""MEXICAN""",20,President - Rep,999996,Times Counted,5,APACHE
700,410,"=""MEXICAN""",20,President - Rep,10,"Santorum, Rick",0,APACHE
701,410,"=""MEXICAN""",20,President - Rep,20,"Cook, Tim",0,APACHE
702,410,"=""MEXICAN""",20,President - Rep,30,"Paul, Rand",0,APACHE
703,410,"=""MEXICAN""",20,President - Rep,40,"Rubio, Marco",0,APACHE
704,410,"=""MEXICAN""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
705,410,"=""MEXICAN""",20,President - Rep,60,"Kasich, John R.",0,APACHE
706,410,"=""MEXICAN""",20,President - Rep,70,"Bush, Jeb",1,APACHE
707,410,"=""MEXICAN""",20,President - Rep,80,"Trump, Donald J.",0,APACHE
708,410,"=""MEXICAN""",20,President - Rep,90,"Fiorina, Carly",1,APACHE
709,410,"=""MEXICAN""",20,President - Rep,100,"Pataki, George E.",0,APACHE
710,410,"=""MEXICAN""",20,President - Rep,110,"Cruz, Ted",3,APACHE
711,410,"=""MEXICAN""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
712,410,"=""MEXICAN""",20,President - Rep,130,"Christie, Chris",0,APACHE
713,410,"=""MEXICAN""",20,President - Rep,140,"Carson, Ben",0,APACHE
714,410,"=""MEXICAN""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
715,410,"=""MEXICAN""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
716,410,"=""MEXICAN""",30,President - Gre,999997,Registered Voters,0,APACHE
717,410,"=""MEXICAN""",30,President - Gre,999996,Times Counted,0,APACHE
718,410,"=""MEXICAN""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
719,410,"=""MEXICAN""",30,President - Gre,20,"Stein, Jill",0,APACHE
720,430,"=""NAZLINI""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
721,430,"=""NAZLINI""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
722,430,"=""NAZLINI""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
723,430,"=""NAZLINI""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
724,430,"=""NAZLINI""",10,President - Dem,999997,Registered Voters,668,APACHE
725,430,"=""NAZLINI""",10,President - Dem,999996,Times Counted,219,APACHE
726,430,"=""NAZLINI""",10,President - Dem,10,"De La Fuente, Roque",1,APACHE
727,430,"=""NAZLINI""",10,President - Dem,20,"Steinberg, Michael",2,APACHE
728,430,"=""NAZLINI""",10,President - Dem,30,"Sanders, Bernie",66,APACHE
729,430,"=""NAZLINI""",10,President - Dem,40,"O'Malley, Martin J.",10,APACHE
730,430,"=""NAZLINI""",10,President - Dem,50,"Clinton, Hillary",139,APACHE
731,430,"=""NAZLINI""",10,President - Dem,60,"Hewes, Henry",0,APACHE
732,430,"=""NAZLINI""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
733,430,"=""NAZLINI""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
734,430,"=""NAZLINI""",20,President - Rep,999997,Registered Voters,78,APACHE
735,430,"=""NAZLINI""",20,President - Rep,999996,Times Counted,14,APACHE
736,430,"=""NAZLINI""",20,President - Rep,10,"Santorum, Rick",0,APACHE
737,430,"=""NAZLINI""",20,President - Rep,20,"Cook, Tim",0,APACHE
738,430,"=""NAZLINI""",20,President - Rep,30,"Paul, Rand",1,APACHE
739,430,"=""NAZLINI""",20,President - Rep,40,"Rubio, Marco",0,APACHE
740,430,"=""NAZLINI""",20,President - Rep,50,"Graham, Lindsey",1,APACHE
741,430,"=""NAZLINI""",20,President - Rep,60,"Kasich, John R.",1,APACHE
742,430,"=""NAZLINI""",20,President - Rep,70,"Bush, Jeb",5,APACHE
743,430,"=""NAZLINI""",20,President - Rep,80,"Trump, Donald J.",2,APACHE
744,430,"=""NAZLINI""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
745,430,"=""NAZLINI""",20,President - Rep,100,"Pataki, George E.",0,APACHE
746,430,"=""NAZLINI""",20,President - Rep,110,"Cruz, Ted",2,APACHE
747,430,"=""NAZLINI""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
748,430,"=""NAZLINI""",20,President - Rep,130,"Christie, Chris",0,APACHE
749,430,"=""NAZLINI""",20,President - Rep,140,"Carson, Ben",2,APACHE
750,430,"=""NAZLINI""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
751,430,"=""NAZLINI""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
752,430,"=""NAZLINI""",30,President - Gre,999997,Registered Voters,1,APACHE
753,430,"=""NAZLINI""",30,President - Gre,999996,Times Counted,0,APACHE
754,430,"=""NAZLINI""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
755,430,"=""NAZLINI""",30,President - Gre,20,"Stein, Jill",0,APACHE
756,450,"=""NUTRIOSO""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
757,450,"=""NUTRIOSO""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
758,450,"=""NUTRIOSO""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
759,450,"=""NUTRIOSO""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
760,450,"=""NUTRIOSO""",10,President - Dem,999997,Registered Voters,65,APACHE
761,450,"=""NUTRIOSO""",10,President - Dem,999996,Times Counted,40,APACHE
762,450,"=""NUTRIOSO""",10,President - Dem,10,"De La Fuente, Roque",0,APACHE
763,450,"=""NUTRIOSO""",10,President - Dem,20,"Steinberg, Michael",0,APACHE
764,450,"=""NUTRIOSO""",10,President - Dem,30,"Sanders, Bernie",25,APACHE
765,450,"=""NUTRIOSO""",10,President - Dem,40,"O'Malley, Martin J.",2,APACHE
766,450,"=""NUTRIOSO""",10,President - Dem,50,"Clinton, Hillary",13,APACHE
767,450,"=""NUTRIOSO""",10,President - Dem,60,"Hewes, Henry",0,APACHE
768,450,"=""NUTRIOSO""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
769,450,"=""NUTRIOSO""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
770,450,"=""NUTRIOSO""",20,President - Rep,999997,Registered Voters,131,APACHE
771,450,"=""NUTRIOSO""",20,President - Rep,999996,Times Counted,87,APACHE
772,450,"=""NUTRIOSO""",20,President - Rep,10,"Santorum, Rick",1,APACHE
773,450,"=""NUTRIOSO""",20,President - Rep,20,"Cook, Tim",0,APACHE
774,450,"=""NUTRIOSO""",20,President - Rep,30,"Paul, Rand",0,APACHE
775,450,"=""NUTRIOSO""",20,President - Rep,40,"Rubio, Marco",3,APACHE
776,450,"=""NUTRIOSO""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
777,450,"=""NUTRIOSO""",20,President - Rep,60,"Kasich, John R.",8,APACHE
778,450,"=""NUTRIOSO""",20,President - Rep,70,"Bush, Jeb",0,APACHE
779,450,"=""NUTRIOSO""",20,President - Rep,80,"Trump, Donald J.",51,APACHE
780,450,"=""NUTRIOSO""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
781,450,"=""NUTRIOSO""",20,President - Rep,100,"Pataki, George E.",0,APACHE
782,450,"=""NUTRIOSO""",20,President - Rep,110,"Cruz, Ted",24,APACHE
783,450,"=""NUTRIOSO""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
784,450,"=""NUTRIOSO""",20,President - Rep,130,"Christie, Chris",0,APACHE
785,450,"=""NUTRIOSO""",20,President - Rep,140,"Carson, Ben",0,APACHE
786,450,"=""NUTRIOSO""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
787,450,"=""NUTRIOSO""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
788,450,"=""NUTRIOSO""",30,President - Gre,999997,Registered Voters,1,APACHE
789,450,"=""NUTRIOSO""",30,President - Gre,999996,Times Counted,1,APACHE
790,450,"=""NUTRIOSO""",30,President - Gre,10,"Mesplay, Kent",1,APACHE
791,450,"=""NUTRIOSO""",30,President - Gre,20,"Stein, Jill",0,APACHE
792,460,"=""OAK""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
793,460,"=""OAK""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
794,460,"=""OAK""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
795,460,"=""OAK""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
796,460,"=""OAK""",10,President - Dem,999997,Registered Voters,345,APACHE
797,460,"=""OAK""",10,President - Dem,999996,Times Counted,131,APACHE
798,460,"=""OAK""",10,President - Dem,10,"De La Fuente, Roque",0,APACHE
799,460,"=""OAK""",10,President - Dem,20,"Steinberg, Michael",1,APACHE
800,460,"=""OAK""",10,President - Dem,30,"Sanders, Bernie",30,APACHE
801,460,"=""OAK""",10,President - Dem,40,"O'Malley, Martin J.",1,APACHE
802,460,"=""OAK""",10,President - Dem,50,"Clinton, Hillary",97,APACHE
803,460,"=""OAK""",10,President - Dem,60,"Hewes, Henry",2,APACHE
804,460,"=""OAK""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
805,460,"=""OAK""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
806,460,"=""OAK""",20,President - Rep,999997,Registered Voters,36,APACHE
807,460,"=""OAK""",20,President - Rep,999996,Times Counted,9,APACHE
808,460,"=""OAK""",20,President - Rep,10,"Santorum, Rick",0,APACHE
809,460,"=""OAK""",20,President - Rep,20,"Cook, Tim",0,APACHE
810,460,"=""OAK""",20,President - Rep,30,"Paul, Rand",0,APACHE
811,460,"=""OAK""",20,President - Rep,40,"Rubio, Marco",0,APACHE
812,460,"=""OAK""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
813,460,"=""OAK""",20,President - Rep,60,"Kasich, John R.",0,APACHE
814,460,"=""OAK""",20,President - Rep,70,"Bush, Jeb",0,APACHE
815,460,"=""OAK""",20,President - Rep,80,"Trump, Donald J.",2,APACHE
816,460,"=""OAK""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
817,460,"=""OAK""",20,President - Rep,100,"Pataki, George E.",0,APACHE
818,460,"=""OAK""",20,President - Rep,110,"Cruz, Ted",5,APACHE
819,460,"=""OAK""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
820,460,"=""OAK""",20,President - Rep,130,"Christie, Chris",0,APACHE
821,460,"=""OAK""",20,President - Rep,140,"Carson, Ben",0,APACHE
822,460,"=""OAK""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
823,460,"=""OAK""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
824,460,"=""OAK""",30,President - Gre,999997,Registered Voters,0,APACHE
825,460,"=""OAK""",30,President - Gre,999996,Times Counted,0,APACHE
826,460,"=""OAK""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
827,460,"=""OAK""",30,President - Gre,20,"Stein, Jill",0,APACHE
828,480,"=""PUERCO""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
829,480,"=""PUERCO""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
830,480,"=""PUERCO""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
831,480,"=""PUERCO""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
832,480,"=""PUERCO""",10,President - Dem,999997,Registered Voters,813,APACHE
833,480,"=""PUERCO""",10,President - Dem,999996,Times Counted,262,APACHE
834,480,"=""PUERCO""",10,President - Dem,10,"De La Fuente, Roque",1,APACHE
835,480,"=""PUERCO""",10,President - Dem,20,"Steinberg, Michael",6,APACHE
836,480,"=""PUERCO""",10,President - Dem,30,"Sanders, Bernie",99,APACHE
837,480,"=""PUERCO""",10,President - Dem,40,"O'Malley, Martin J.",6,APACHE
838,480,"=""PUERCO""",10,President - Dem,50,"Clinton, Hillary",146,APACHE
839,480,"=""PUERCO""",10,President - Dem,60,"Hewes, Henry",2,APACHE
840,480,"=""PUERCO""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
841,480,"=""PUERCO""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
842,480,"=""PUERCO""",20,President - Rep,999997,Registered Voters,200,APACHE
843,480,"=""PUERCO""",20,President - Rep,999996,Times Counted,75,APACHE
844,480,"=""PUERCO""",20,President - Rep,10,"Santorum, Rick",0,APACHE
845,480,"=""PUERCO""",20,President - Rep,20,"Cook, Tim",2,APACHE
846,480,"=""PUERCO""",20,President - Rep,30,"Paul, Rand",1,APACHE
847,480,"=""PUERCO""",20,President - Rep,40,"Rubio, Marco",6,APACHE
848,480,"=""PUERCO""",20,President - Rep,50,"Graham, Lindsey",1,APACHE
849,480,"=""PUERCO""",20,President - Rep,60,"Kasich, John R.",6,APACHE
850,480,"=""PUERCO""",20,President - Rep,70,"Bush, Jeb",1,APACHE
851,480,"=""PUERCO""",20,President - Rep,80,"Trump, Donald J.",28,APACHE
852,480,"=""PUERCO""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
853,480,"=""PUERCO""",20,President - Rep,100,"Pataki, George E.",1,APACHE
854,480,"=""PUERCO""",20,President - Rep,110,"Cruz, Ted",22,APACHE
855,480,"=""PUERCO""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
856,480,"=""PUERCO""",20,President - Rep,130,"Christie, Chris",0,APACHE
857,480,"=""PUERCO""",20,President - Rep,140,"Carson, Ben",6,APACHE
858,480,"=""PUERCO""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
859,480,"=""PUERCO""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
860,480,"=""PUERCO""",30,President - Gre,999997,Registered Voters,2,APACHE
861,480,"=""PUERCO""",30,President - Gre,999996,Times Counted,0,APACHE
862,480,"=""PUERCO""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
863,480,"=""PUERCO""",30,President - Gre,20,"Stein, Jill",0,APACHE
864,510,"=""RED""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
865,510,"=""RED""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
866,510,"=""RED""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
867,510,"=""RED""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
868,510,"=""RED""",10,President - Dem,999997,Registered Voters,227,APACHE
869,510,"=""RED""",10,President - Dem,999996,Times Counted,30,APACHE
870,510,"=""RED""",10,President - Dem,10,"De La Fuente, Roque",1,APACHE
871,510,"=""RED""",10,President - Dem,20,"Steinberg, Michael",1,APACHE
872,510,"=""RED""",10,President - Dem,30,"Sanders, Bernie",17,APACHE
873,510,"=""RED""",10,President - Dem,40,"O'Malley, Martin J.",0,APACHE
874,510,"=""RED""",10,President - Dem,50,"Clinton, Hillary",11,APACHE
875,510,"=""RED""",10,President - Dem,60,"Hewes, Henry",0,APACHE
876,510,"=""RED""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
877,510,"=""RED""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
878,510,"=""RED""",20,President - Rep,999997,Registered Voters,72,APACHE
879,510,"=""RED""",20,President - Rep,999996,Times Counted,8,APACHE
880,510,"=""RED""",20,President - Rep,10,"Santorum, Rick",0,APACHE
881,510,"=""RED""",20,President - Rep,20,"Cook, Tim",0,APACHE
882,510,"=""RED""",20,President - Rep,30,"Paul, Rand",0,APACHE
883,510,"=""RED""",20,President - Rep,40,"Rubio, Marco",0,APACHE
884,510,"=""RED""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
885,510,"=""RED""",20,President - Rep,60,"Kasich, John R.",1,APACHE
886,510,"=""RED""",20,President - Rep,70,"Bush, Jeb",0,APACHE
887,510,"=""RED""",20,President - Rep,80,"Trump, Donald J.",2,APACHE
888,510,"=""RED""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
889,510,"=""RED""",20,President - Rep,100,"Pataki, George E.",0,APACHE
890,510,"=""RED""",20,President - Rep,110,"Cruz, Ted",4,APACHE
891,510,"=""RED""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
892,510,"=""RED""",20,President - Rep,130,"Christie, Chris",0,APACHE
893,510,"=""RED""",20,President - Rep,140,"Carson, Ben",1,APACHE
894,510,"=""RED""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
895,510,"=""RED""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
896,510,"=""RED""",30,President - Gre,999997,Registered Voters,0,APACHE
897,510,"=""RED""",30,President - Gre,999996,Times Counted,0,APACHE
898,510,"=""RED""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
899,510,"=""RED""",30,President - Gre,20,"Stein, Jill",0,APACHE
900,520,"=""RED""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
901,520,"=""RED""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
902,520,"=""RED""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
903,520,"=""RED""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
904,520,"=""RED""",10,President - Dem,999997,Registered Voters,560,APACHE
905,520,"=""RED""",10,President - Dem,999996,Times Counted,91,APACHE
906,520,"=""RED""",10,President - Dem,10,"De La Fuente, Roque",5,APACHE
907,520,"=""RED""",10,President - Dem,20,"Steinberg, Michael",1,APACHE
908,520,"=""RED""",10,President - Dem,30,"Sanders, Bernie",25,APACHE
909,520,"=""RED""",10,President - Dem,40,"O'Malley, Martin J.",0,APACHE
910,520,"=""RED""",10,President - Dem,50,"Clinton, Hillary",58,APACHE
911,520,"=""RED""",10,President - Dem,60,"Hewes, Henry",1,APACHE
912,520,"=""RED""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
913,520,"=""RED""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
914,520,"=""RED""",20,President - Rep,999997,Registered Voters,171,APACHE
915,520,"=""RED""",20,President - Rep,999996,Times Counted,25,APACHE
916,520,"=""RED""",20,President - Rep,10,"Santorum, Rick",0,APACHE
917,520,"=""RED""",20,President - Rep,20,"Cook, Tim",1,APACHE
918,520,"=""RED""",20,President - Rep,30,"Paul, Rand",1,APACHE
919,520,"=""RED""",20,President - Rep,40,"Rubio, Marco",6,APACHE
920,520,"=""RED""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
921,520,"=""RED""",20,President - Rep,60,"Kasich, John R.",2,APACHE
922,520,"=""RED""",20,President - Rep,70,"Bush, Jeb",1,APACHE
923,520,"=""RED""",20,President - Rep,80,"Trump, Donald J.",3,APACHE
924,520,"=""RED""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
925,520,"=""RED""",20,President - Rep,100,"Pataki, George E.",0,APACHE
926,520,"=""RED""",20,President - Rep,110,"Cruz, Ted",8,APACHE
927,520,"=""RED""",20,President - Rep,120,"Huckabee, Mike",1,APACHE
928,520,"=""RED""",20,President - Rep,130,"Christie, Chris",1,APACHE
929,520,"=""RED""",20,President - Rep,140,"Carson, Ben",1,APACHE
930,520,"=""RED""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
931,520,"=""RED""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
932,520,"=""RED""",30,President - Gre,999997,Registered Voters,1,APACHE
933,520,"=""RED""",30,President - Gre,999996,Times Counted,0,APACHE
934,520,"=""RED""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
935,520,"=""RED""",30,President - Gre,20,"Stein, Jill",0,APACHE
936,540,"=""ROCK""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
937,540,"=""ROCK""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
938,540,"=""ROCK""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
939,540,"=""ROCK""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
940,540,"=""ROCK""",10,President - Dem,999997,Registered Voters,842,APACHE
941,540,"=""ROCK""",10,President - Dem,999996,Times Counted,230,APACHE
942,540,"=""ROCK""",10,President - Dem,10,"De La Fuente, Roque",0,APACHE
943,540,"=""ROCK""",10,President - Dem,20,"Steinberg, Michael",0,APACHE
944,540,"=""ROCK""",10,President - Dem,30,"Sanders, Bernie",60,APACHE
945,540,"=""ROCK""",10,President - Dem,40,"O'Malley, Martin J.",2,APACHE
946,540,"=""ROCK""",10,President - Dem,50,"Clinton, Hillary",167,APACHE
947,540,"=""ROCK""",10,President - Dem,60,"Hewes, Henry",1,APACHE
948,540,"=""ROCK""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
949,540,"=""ROCK""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
950,540,"=""ROCK""",20,President - Rep,999997,Registered Voters,88,APACHE
951,540,"=""ROCK""",20,President - Rep,999996,Times Counted,13,APACHE
952,540,"=""ROCK""",20,President - Rep,10,"Santorum, Rick",1,APACHE
953,540,"=""ROCK""",20,President - Rep,20,"Cook, Tim",1,APACHE
954,540,"=""ROCK""",20,President - Rep,30,"Paul, Rand",1,APACHE
955,540,"=""ROCK""",20,President - Rep,40,"Rubio, Marco",0,APACHE
956,540,"=""ROCK""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
957,540,"=""ROCK""",20,President - Rep,60,"Kasich, John R.",0,APACHE
958,540,"=""ROCK""",20,President - Rep,70,"Bush, Jeb",1,APACHE
959,540,"=""ROCK""",20,President - Rep,80,"Trump, Donald J.",1,APACHE
960,540,"=""ROCK""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
961,540,"=""ROCK""",20,President - Rep,100,"Pataki, George E.",0,APACHE
962,540,"=""ROCK""",20,President - Rep,110,"Cruz, Ted",5,APACHE
963,540,"=""ROCK""",20,President - Rep,120,"Huckabee, Mike",1,APACHE
964,540,"=""ROCK""",20,President - Rep,130,"Christie, Chris",0,APACHE
965,540,"=""ROCK""",20,President - Rep,140,"Carson, Ben",2,APACHE
966,540,"=""ROCK""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
967,540,"=""ROCK""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
968,540,"=""ROCK""",30,President - Gre,999997,Registered Voters,1,APACHE
969,540,"=""ROCK""",30,President - Gre,999996,Times Counted,14,APACHE
970,540,"=""ROCK""",30,President - Gre,10,"Mesplay, Kent",4,APACHE
971,540,"=""ROCK""",30,President - Gre,20,"Stein, Jill",10,APACHE
972,560,"=""ROUGH""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
973,560,"=""ROUGH""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
974,560,"=""ROUGH""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
975,560,"=""ROUGH""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
976,560,"=""ROUGH""",10,President - Dem,999997,Registered Voters,532,APACHE
977,560,"=""ROUGH""",10,President - Dem,999996,Times Counted,138,APACHE
978,560,"=""ROUGH""",10,President - Dem,10,"De La Fuente, Roque",1,APACHE
979,560,"=""ROUGH""",10,President - Dem,20,"Steinberg, Michael",3,APACHE
980,560,"=""ROUGH""",10,President - Dem,30,"Sanders, Bernie",39,APACHE
981,560,"=""ROUGH""",10,President - Dem,40,"O'Malley, Martin J.",0,APACHE
982,560,"=""ROUGH""",10,President - Dem,50,"Clinton, Hillary",93,APACHE
983,560,"=""ROUGH""",10,President - Dem,60,"Hewes, Henry",2,APACHE
984,560,"=""ROUGH""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
985,560,"=""ROUGH""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
986,560,"=""ROUGH""",20,President - Rep,999997,Registered Voters,52,APACHE
987,560,"=""ROUGH""",20,President - Rep,999996,Times Counted,9,APACHE
988,560,"=""ROUGH""",20,President - Rep,10,"Santorum, Rick",0,APACHE
989,560,"=""ROUGH""",20,President - Rep,20,"Cook, Tim",0,APACHE
990,560,"=""ROUGH""",20,President - Rep,30,"Paul, Rand",0,APACHE
991,560,"=""ROUGH""",20,President - Rep,40,"Rubio, Marco",0,APACHE
992,560,"=""ROUGH""",20,President - Rep,50,"Graham, Lindsey",1,APACHE
993,560,"=""ROUGH""",20,President - Rep,60,"Kasich, John R.",0,APACHE
994,560,"=""ROUGH""",20,President - Rep,70,"Bush, Jeb",1,APACHE
995,560,"=""ROUGH""",20,President - Rep,80,"Trump, Donald J.",1,APACHE
996,560,"=""ROUGH""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
997,560,"=""ROUGH""",20,President - Rep,100,"Pataki, George E.",0,APACHE
998,560,"=""ROUGH""",20,President - Rep,110,"Cruz, Ted",4,APACHE
999,560,"=""ROUGH""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
1000,560,"=""ROUGH""",20,President - Rep,130,"Christie, Chris",1,APACHE
1001,560,"=""ROUGH""",20,President - Rep,140,"Carson, Ben",1,APACHE
1002,560,"=""ROUGH""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
1003,560,"=""ROUGH""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
1004,560,"=""ROUGH""",30,President - Gre,999997,Registered Voters,0,APACHE
1005,560,"=""ROUGH""",30,President - Gre,999996,Times Counted,0,APACHE
