county,precinct,office,district,party,candidate,votes,early_voting
Bexar,2136,"District Judge, 386th Judicial District",,REP,UNDER VOTES,3,
Bexar,2137,"District Judge, 386th Judicial District",,REP,UNDER VOTES,44,
Bexar,2138,"District Judge, 386th Judicial District",,REP,UNDER VOTES,32,
Bexar,2139,"District Judge, 386th Judicial District",,REP,UNDER VOTES,89,
Bexar,2140,"District Judge, 386th Judicial District",,REP,UNDER VOTES,45,
Bexar,2141,"District Judge, 386th Judicial District",,REP,UNDER VOTES,78,
Bexar,2142,"District Judge, 386th Judicial District",,REP,UNDER VOTES,13,
Bexar,2143,"District Judge, 386th Judicial District",,REP,UNDER VOTES,113,
Bexar,2144,"District Judge, 386th Judicial District",,REP,UNDER VOTES,76,
Bexar,2145,"District Judge, 386th Judicial District",,REP,UNDER VOTES,19,
Bexar,2146,"District Judge, 386th Judicial District",,REP,UNDER VOTES,3,
Bexar,2147,"District Judge, 386th Judicial District",,REP,UNDER VOTES,15,
Bexar,2148,"District Judge, 386th Judicial District",,REP,UNDER VOTES,120,
Bexar,2149,"District Judge, 386th Judicial District",,REP,UNDER VOTES,42,
Bexar,2150,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,2151,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,2152,"District Judge, 386th Judicial District",,REP,UNDER VOTES,9,
Bexar,2153,"District Judge, 386th Judicial District",,REP,UNDER VOTES,11,
Bexar,2154,"District Judge, 386th Judicial District",,REP,UNDER VOTES,49,
Bexar,2155,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,2156,"District Judge, 386th Judicial District",,REP,UNDER VOTES,38,
Bexar,2157,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,2158,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,2159,"District Judge, 386th Judicial District",,REP,UNDER VOTES,6,
Bexar,2160,"District Judge, 386th Judicial District",,REP,UNDER VOTES,1,
Bexar,2161,"District Judge, 386th Judicial District",,REP,UNDER VOTES,65,
Bexar,2162,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,3001,"District Judge, 386th Judicial District",,REP,UNDER VOTES,263,
Bexar,3002,"District Judge, 386th Judicial District",,REP,UNDER VOTES,140,
Bexar,3003,"District Judge, 386th Judicial District",,REP,UNDER VOTES,7,
Bexar,3004,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,3005,"District Judge, 386th Judicial District",,REP,UNDER VOTES,141,
Bexar,3006,"District Judge, 386th Judicial District",,REP,UNDER VOTES,106,
Bexar,3007,"District Judge, 386th Judicial District",,REP,UNDER VOTES,158,
Bexar,3008,"District Judge, 386th Judicial District",,REP,UNDER VOTES,12,
Bexar,3009,"District Judge, 386th Judicial District",,REP,UNDER VOTES,2,
Bexar,3010,"District Judge, 386th Judicial District",,REP,UNDER VOTES,19,
Bexar,3011,"District Judge, 386th Judicial District",,REP,UNDER VOTES,94,
Bexar,3012,"District Judge, 386th Judicial District",,REP,UNDER VOTES,77,
Bexar,3013,"District Judge, 386th Judicial District",,REP,UNDER VOTES,112,
Bexar,3014,"District Judge, 386th Judicial District",,REP,UNDER VOTES,36,
Bexar,3015,"District Judge, 386th Judicial District",,REP,UNDER VOTES,77,
Bexar,3016,"District Judge, 386th Judicial District",,REP,UNDER VOTES,20,
Bexar,3017,"District Judge, 386th Judicial District",,REP,UNDER VOTES,176,
Bexar,3018,"District Judge, 386th Judicial District",,REP,UNDER VOTES,313,
Bexar,3019,"District Judge, 386th Judicial District",,REP,UNDER VOTES,13,
Bexar,3020,"District Judge, 386th Judicial District",,REP,UNDER VOTES,314,
Bexar,3021,"District Judge, 386th Judicial District",,REP,UNDER VOTES,495,
Bexar,3022,"District Judge, 386th Judicial District",,REP,UNDER VOTES,204,
Bexar,3023,"District Judge, 386th Judicial District",,REP,UNDER VOTES,120,
Bexar,3024,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,3025,"District Judge, 386th Judicial District",,REP,UNDER VOTES,222,
Bexar,3026,"District Judge, 386th Judicial District",,REP,UNDER VOTES,212,
Bexar,3027,"District Judge, 386th Judicial District",,REP,UNDER VOTES,183,
Bexar,3028,"District Judge, 386th Judicial District",,REP,UNDER VOTES,107,
Bexar,3029,"District Judge, 386th Judicial District",,REP,UNDER VOTES,67,
Bexar,3030,"District Judge, 386th Judicial District",,REP,UNDER VOTES,214,
Bexar,3031,"District Judge, 386th Judicial District",,REP,UNDER VOTES,2,
Bexar,3032,"District Judge, 386th Judicial District",,REP,UNDER VOTES,76,
Bexar,3033,"District Judge, 386th Judicial District",,REP,UNDER VOTES,246,
Bexar,3034,"District Judge, 386th Judicial District",,REP,UNDER VOTES,417,
Bexar,3035,"District Judge, 386th Judicial District",,REP,UNDER VOTES,49,
Bexar,3036,"District Judge, 386th Judicial District",,REP,UNDER VOTES,140,
Bexar,3037,"District Judge, 386th Judicial District",,REP,UNDER VOTES,143,
Bexar,3038,"District Judge, 386th Judicial District",,REP,UNDER VOTES,89,
Bexar,3039,"District Judge, 386th Judicial District",,REP,UNDER VOTES,271,
Bexar,3040,"District Judge, 386th Judicial District",,REP,UNDER VOTES,115,
Bexar,3041,"District Judge, 386th Judicial District",,REP,UNDER VOTES,60,
Bexar,3042,"District Judge, 386th Judicial District",,REP,UNDER VOTES,366,
Bexar,3043,"District Judge, 386th Judicial District",,REP,UNDER VOTES,166,
Bexar,3044,"District Judge, 386th Judicial District",,REP,UNDER VOTES,124,
Bexar,3045,"District Judge, 386th Judicial District",,REP,UNDER VOTES,168,
Bexar,3046,"District Judge, 386th Judicial District",,REP,UNDER VOTES,173,
Bexar,3047,"District Judge, 386th Judicial District",,REP,UNDER VOTES,202,
Bexar,3048,"District Judge, 386th Judicial District",,REP,UNDER VOTES,152,
Bexar,3049,"District Judge, 386th Judicial District",,REP,UNDER VOTES,297,
Bexar,3050,"District Judge, 386th Judicial District",,REP,UNDER VOTES,111,
Bexar,3051,"District Judge, 386th Judicial District",,REP,UNDER VOTES,47,
Bexar,3052,"District Judge, 386th Judicial District",,REP,UNDER VOTES,322,
Bexar,3053,"District Judge, 386th Judicial District",,REP,UNDER VOTES,205,
Bexar,3054,"District Judge, 386th Judicial District",,REP,UNDER VOTES,59,
Bexar,3055,"District Judge, 386th Judicial District",,REP,UNDER VOTES,540,
Bexar,3056,"District Judge, 386th Judicial District",,REP,UNDER VOTES,83,
Bexar,3057,"District Judge, 386th Judicial District",,REP,UNDER VOTES,48,
Bexar,3058,"District Judge, 386th Judicial District",,REP,UNDER VOTES,155,
Bexar,3059,"District Judge, 386th Judicial District",,REP,UNDER VOTES,114,
Bexar,3060,"District Judge, 386th Judicial District",,REP,UNDER VOTES,138,
Bexar,3061,"District Judge, 386th Judicial District",,REP,UNDER VOTES,112,
Bexar,3062,"District Judge, 386th Judicial District",,REP,UNDER VOTES,1,
Bexar,3063,"District Judge, 386th Judicial District",,REP,UNDER VOTES,148,
Bexar,3064,"District Judge, 386th Judicial District",,REP,UNDER VOTES,26,
Bexar,3065,"District Judge, 386th Judicial District",,REP,UNDER VOTES,1,
Bexar,3066,"District Judge, 386th Judicial District",,REP,UNDER VOTES,180,
Bexar,3067,"District Judge, 386th Judicial District",,REP,UNDER VOTES,149,
Bexar,3068,"District Judge, 386th Judicial District",,REP,UNDER VOTES,56,
Bexar,3069,"District Judge, 386th Judicial District",,REP,UNDER VOTES,299,
Bexar,3070,"District Judge, 386th Judicial District",,REP,UNDER VOTES,231,
Bexar,3071,"District Judge, 386th Judicial District",,REP,UNDER VOTES,147,
Bexar,3072,"District Judge, 386th Judicial District",,REP,UNDER VOTES,227,
Bexar,3073,"District Judge, 386th Judicial District",,REP,UNDER VOTES,108,
Bexar,3074,"District Judge, 386th Judicial District",,REP,UNDER VOTES,275,
Bexar,3075,"District Judge, 386th Judicial District",,REP,UNDER VOTES,455,
Bexar,3076,"District Judge, 386th Judicial District",,REP,UNDER VOTES,151,
Bexar,3077,"District Judge, 386th Judicial District",,REP,UNDER VOTES,203,
Bexar,3078,"District Judge, 386th Judicial District",,REP,UNDER VOTES,194,
Bexar,3079,"District Judge, 386th Judicial District",,REP,UNDER VOTES,298,
Bexar,3080,"District Judge, 386th Judicial District",,REP,UNDER VOTES,100,
Bexar,3081,"District Judge, 386th Judicial District",,REP,UNDER VOTES,182,
Bexar,3082,"District Judge, 386th Judicial District",,REP,UNDER VOTES,147,
Bexar,3083,"District Judge, 386th Judicial District",,REP,UNDER VOTES,124,
Bexar,3084,"District Judge, 386th Judicial District",,REP,UNDER VOTES,185,
Bexar,3085,"District Judge, 386th Judicial District",,REP,UNDER VOTES,96,
Bexar,3086,"District Judge, 386th Judicial District",,REP,UNDER VOTES,142,
Bexar,3087,"District Judge, 386th Judicial District",,REP,UNDER VOTES,118,
Bexar,3088,"District Judge, 386th Judicial District",,REP,UNDER VOTES,219,
Bexar,3089,"District Judge, 386th Judicial District",,REP,UNDER VOTES,350,
Bexar,3090,"District Judge, 386th Judicial District",,REP,UNDER VOTES,248,
Bexar,3091,"District Judge, 386th Judicial District",,REP,UNDER VOTES,109,
Bexar,3092,"District Judge, 386th Judicial District",,REP,UNDER VOTES,380,
Bexar,3093,"District Judge, 386th Judicial District",,REP,UNDER VOTES,394,
Bexar,3094,"District Judge, 386th Judicial District",,REP,UNDER VOTES,307,
Bexar,3095,"District Judge, 386th Judicial District",,REP,UNDER VOTES,101,
Bexar,3096,"District Judge, 386th Judicial District",,REP,UNDER VOTES,200,
Bexar,3097,"District Judge, 386th Judicial District",,REP,UNDER VOTES,2,
Bexar,3098,"District Judge, 386th Judicial District",,REP,UNDER VOTES,108,
Bexar,3099,"District Judge, 386th Judicial District",,REP,UNDER VOTES,283,
Bexar,3100,"District Judge, 386th Judicial District",,REP,UNDER VOTES,176,
Bexar,3101,"District Judge, 386th Judicial District",,REP,UNDER VOTES,160,
Bexar,3102,"District Judge, 386th Judicial District",,REP,UNDER VOTES,286,
Bexar,3103,"District Judge, 386th Judicial District",,REP,UNDER VOTES,16,
Bexar,3104,"District Judge, 386th Judicial District",,REP,UNDER VOTES,253,
Bexar,3105,"District Judge, 386th Judicial District",,REP,UNDER VOTES,178,
Bexar,3106,"District Judge, 386th Judicial District",,REP,UNDER VOTES,175,
Bexar,3107,"District Judge, 386th Judicial District",,REP,UNDER VOTES,56,
Bexar,3108,"District Judge, 386th Judicial District",,REP,UNDER VOTES,165,
Bexar,3109,"District Judge, 386th Judicial District",,REP,UNDER VOTES,94,
Bexar,3110,"District Judge, 386th Judicial District",,REP,UNDER VOTES,141,
Bexar,3111,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,3112,"District Judge, 386th Judicial District",,REP,UNDER VOTES,48,
Bexar,3113,"District Judge, 386th Judicial District",,REP,UNDER VOTES,34,
Bexar,3114,"District Judge, 386th Judicial District",,REP,UNDER VOTES,252,
Bexar,3115,"District Judge, 386th Judicial District",,REP,UNDER VOTES,205,
Bexar,3116,"District Judge, 386th Judicial District",,REP,UNDER VOTES,98,
Bexar,3117,"District Judge, 386th Judicial District",,REP,UNDER VOTES,346,
Bexar,3118,"District Judge, 386th Judicial District",,REP,UNDER VOTES,85,
Bexar,3119,"District Judge, 386th Judicial District",,REP,UNDER VOTES,234,
Bexar,3120,"District Judge, 386th Judicial District",,REP,UNDER VOTES,138,
Bexar,3121,"District Judge, 386th Judicial District",,REP,UNDER VOTES,305,
Bexar,3122,"District Judge, 386th Judicial District",,REP,UNDER VOTES,141,
Bexar,3123,"District Judge, 386th Judicial District",,REP,UNDER VOTES,15,
Bexar,3124,"District Judge, 386th Judicial District",,REP,UNDER VOTES,155,
Bexar,3125,"District Judge, 386th Judicial District",,REP,UNDER VOTES,475,
Bexar,3126,"District Judge, 386th Judicial District",,REP,UNDER VOTES,127,
Bexar,3127,"District Judge, 386th Judicial District",,REP,UNDER VOTES,165,
Bexar,3128,"District Judge, 386th Judicial District",,REP,UNDER VOTES,7,
Bexar,3129,"District Judge, 386th Judicial District",,REP,UNDER VOTES,161,
Bexar,3130,"District Judge, 386th Judicial District",,REP,UNDER VOTES,178,
Bexar,3131,"District Judge, 386th Judicial District",,REP,UNDER VOTES,2,
Bexar,3132,"District Judge, 386th Judicial District",,REP,UNDER VOTES,46,
Bexar,3133,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,3134,"District Judge, 386th Judicial District",,REP,UNDER VOTES,99,
Bexar,3135,"District Judge, 386th Judicial District",,REP,UNDER VOTES,73,
Bexar,3136,"District Judge, 386th Judicial District",,REP,UNDER VOTES,44,
Bexar,3137,"District Judge, 386th Judicial District",,REP,UNDER VOTES,214,
Bexar,3138,"District Judge, 386th Judicial District",,REP,UNDER VOTES,8,
Bexar,3139,"District Judge, 386th Judicial District",,REP,UNDER VOTES,57,
Bexar,3140,"District Judge, 386th Judicial District",,REP,UNDER VOTES,20,
Bexar,3141,"District Judge, 386th Judicial District",,REP,UNDER VOTES,74,
Bexar,3142,"District Judge, 386th Judicial District",,REP,UNDER VOTES,9,
Bexar,3143,"District Judge, 386th Judicial District",,REP,UNDER VOTES,105,
Bexar,3144,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,3145,"District Judge, 386th Judicial District",,REP,UNDER VOTES,180,
Bexar,3146,"District Judge, 386th Judicial District",,REP,UNDER VOTES,154,
Bexar,3147,"District Judge, 386th Judicial District",,REP,UNDER VOTES,154,
Bexar,3148,"District Judge, 386th Judicial District",,REP,UNDER VOTES,60,
Bexar,3149,"District Judge, 386th Judicial District",,REP,UNDER VOTES,31,
Bexar,3150,"District Judge, 386th Judicial District",,REP,UNDER VOTES,1,
Bexar,3151,"District Judge, 386th Judicial District",,REP,UNDER VOTES,224,
Bexar,3152,"District Judge, 386th Judicial District",,REP,UNDER VOTES,47,
Bexar,3153,"District Judge, 386th Judicial District",,REP,UNDER VOTES,133,
Bexar,3154,"District Judge, 386th Judicial District",,REP,UNDER VOTES,197,
Bexar,3155,"District Judge, 386th Judicial District",,REP,UNDER VOTES,2,
Bexar,3156,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,3157,"District Judge, 386th Judicial District",,REP,UNDER VOTES,215,
Bexar,3158,"District Judge, 386th Judicial District",,REP,UNDER VOTES,6,
Bexar,3159,"District Judge, 386th Judicial District",,REP,UNDER VOTES,88,
Bexar,3160,"District Judge, 386th Judicial District",,REP,UNDER VOTES,113,
Bexar,3161,"District Judge, 386th Judicial District",,REP,UNDER VOTES,122,
Bexar,3162,"District Judge, 386th Judicial District",,REP,UNDER VOTES,61,
Bexar,3163,"District Judge, 386th Judicial District",,REP,UNDER VOTES,229,
Bexar,3164,"District Judge, 386th Judicial District",,REP,UNDER VOTES,368,
Bexar,3165,"District Judge, 386th Judicial District",,REP,UNDER VOTES,277,
Bexar,3166,"District Judge, 386th Judicial District",,REP,UNDER VOTES,34,
Bexar,3167,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,3168,"District Judge, 386th Judicial District",,REP,UNDER VOTES,43,
Bexar,3169,"District Judge, 386th Judicial District",,REP,UNDER VOTES,18,
Bexar,3170,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,3171,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,3172,"District Judge, 386th Judicial District",,REP,UNDER VOTES,18,
Bexar,3173,"District Judge, 386th Judicial District",,REP,UNDER VOTES,216,
Bexar,3174,"District Judge, 386th Judicial District",,REP,UNDER VOTES,369,
Bexar,3175,"District Judge, 386th Judicial District",,REP,UNDER VOTES,54,
Bexar,3176,"District Judge, 386th Judicial District",,REP,UNDER VOTES,1,
Bexar,3177,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,3178,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,3179,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,3180,"District Judge, 386th Judicial District",,REP,UNDER VOTES,49,
Bexar,3181,"District Judge, 386th Judicial District",,REP,UNDER VOTES,210,
Bexar,3182,"District Judge, 386th Judicial District",,REP,UNDER VOTES,61,
Bexar,3183,"District Judge, 386th Judicial District",,REP,UNDER VOTES,4,
Bexar,3184,"District Judge, 386th Judicial District",,REP,UNDER VOTES,11,
Bexar,3185,"District Judge, 386th Judicial District",,REP,UNDER VOTES,20,
Bexar,3186,"District Judge, 386th Judicial District",,REP,UNDER VOTES,1,
Bexar,3187,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,3188,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,3189,"District Judge, 386th Judicial District",,REP,UNDER VOTES,52,
Bexar,3190,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,3191,"District Judge, 386th Judicial District",,REP,UNDER VOTES,15,
Bexar,4001,"District Judge, 386th Judicial District",,REP,UNDER VOTES,75,
Bexar,4002,"District Judge, 386th Judicial District",,REP,UNDER VOTES,14,
Bexar,4003,"District Judge, 386th Judicial District",,REP,UNDER VOTES,5,
Bexar,4004,"District Judge, 386th Judicial District",,REP,UNDER VOTES,21,
Bexar,4005,"District Judge, 386th Judicial District",,REP,UNDER VOTES,24,
Bexar,4006,"District Judge, 386th Judicial District",,REP,UNDER VOTES,19,
Bexar,4007,"District Judge, 386th Judicial District",,REP,UNDER VOTES,43,
Bexar,4008,"District Judge, 386th Judicial District",,REP,UNDER VOTES,62,
Bexar,4009,"District Judge, 386th Judicial District",,REP,UNDER VOTES,9,
Bexar,4010,"District Judge, 386th Judicial District",,REP,UNDER VOTES,3,
Bexar,4011,"District Judge, 386th Judicial District",,REP,UNDER VOTES,6,
Bexar,4012,"District Judge, 386th Judicial District",,REP,UNDER VOTES,7,
Bexar,4013,"District Judge, 386th Judicial District",,REP,UNDER VOTES,12,
Bexar,4014,"District Judge, 386th Judicial District",,REP,UNDER VOTES,5,
Bexar,4015,"District Judge, 386th Judicial District",,REP,UNDER VOTES,28,
Bexar,4016,"District Judge, 386th Judicial District",,REP,UNDER VOTES,31,
Bexar,4017,"District Judge, 386th Judicial District",,REP,UNDER VOTES,58,
Bexar,4018,"District Judge, 386th Judicial District",,REP,UNDER VOTES,50,
Bexar,4019,"District Judge, 386th Judicial District",,REP,UNDER VOTES,50,
Bexar,4020,"District Judge, 386th Judicial District",,REP,UNDER VOTES,14,
Bexar,4021,"District Judge, 386th Judicial District",,REP,UNDER VOTES,53,
Bexar,4022,"District Judge, 386th Judicial District",,REP,UNDER VOTES,4,
Bexar,4023,"District Judge, 386th Judicial District",,REP,UNDER VOTES,78,
Bexar,4024,"District Judge, 386th Judicial District",,REP,UNDER VOTES,83,
Bexar,4025,"District Judge, 386th Judicial District",,REP,UNDER VOTES,26,
Bexar,4026,"District Judge, 386th Judicial District",,REP,UNDER VOTES,53,
Bexar,4027,"District Judge, 386th Judicial District",,REP,UNDER VOTES,34,
Bexar,4028,"District Judge, 386th Judicial District",,REP,UNDER VOTES,54,
Bexar,4029,"District Judge, 386th Judicial District",,REP,UNDER VOTES,19,
Bexar,4030,"District Judge, 386th Judicial District",,REP,UNDER VOTES,1,
Bexar,4031,"District Judge, 386th Judicial District",,REP,UNDER VOTES,19,
Bexar,4032,"District Judge, 386th Judicial District",,REP,UNDER VOTES,34,
Bexar,4033,"District Judge, 386th Judicial District",,REP,UNDER VOTES,99,
Bexar,4034,"District Judge, 386th Judicial District",,REP,UNDER VOTES,58,
Bexar,4035,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,4036,"District Judge, 386th Judicial District",,REP,UNDER VOTES,41,
Bexar,4037,"District Judge, 386th Judicial District",,REP,UNDER VOTES,12,
Bexar,4038,"District Judge, 386th Judicial District",,REP,UNDER VOTES,188,
Bexar,4039,"District Judge, 386th Judicial District",,REP,UNDER VOTES,6,
Bexar,4040,"District Judge, 386th Judicial District",,REP,UNDER VOTES,8,
Bexar,4041,"District Judge, 386th Judicial District",,REP,UNDER VOTES,11,
Bexar,4042,"District Judge, 386th Judicial District",,REP,UNDER VOTES,2,
Bexar,4043,"District Judge, 386th Judicial District",,REP,UNDER VOTES,10,
Bexar,4044,"District Judge, 386th Judicial District",,REP,UNDER VOTES,39,
Bexar,4045,"District Judge, 386th Judicial District",,REP,UNDER VOTES,91,
Bexar,4046,"District Judge, 386th Judicial District",,REP,UNDER VOTES,255,
Bexar,4047,"District Judge, 386th Judicial District",,REP,UNDER VOTES,79,
Bexar,4048,"District Judge, 386th Judicial District",,REP,UNDER VOTES,28,
Bexar,4049,"District Judge, 386th Judicial District",,REP,UNDER VOTES,42,
Bexar,4050,"District Judge, 386th Judicial District",,REP,UNDER VOTES,125,
Bexar,4051,"District Judge, 386th Judicial District",,REP,UNDER VOTES,155,
Bexar,4052,"District Judge, 386th Judicial District",,REP,UNDER VOTES,152,
Bexar,4053,"District Judge, 386th Judicial District",,REP,UNDER VOTES,59,
Bexar,4054,"District Judge, 386th Judicial District",,REP,UNDER VOTES,165,
Bexar,4055,"District Judge, 386th Judicial District",,REP,UNDER VOTES,83,
Bexar,4056,"District Judge, 386th Judicial District",,REP,UNDER VOTES,174,
Bexar,4057,"District Judge, 386th Judicial District",,REP,UNDER VOTES,182,
Bexar,4058,"District Judge, 386th Judicial District",,REP,UNDER VOTES,144,
Bexar,4059,"District Judge, 386th Judicial District",,REP,UNDER VOTES,95,
Bexar,4060,"District Judge, 386th Judicial District",,REP,UNDER VOTES,75,
Bexar,4061,"District Judge, 386th Judicial District",,REP,UNDER VOTES,38,
Bexar,4062,"District Judge, 386th Judicial District",,REP,UNDER VOTES,18,
Bexar,4063,"District Judge, 386th Judicial District",,REP,UNDER VOTES,18,
Bexar,4064,"District Judge, 386th Judicial District",,REP,UNDER VOTES,111,
Bexar,4065,"District Judge, 386th Judicial District",,REP,UNDER VOTES,61,
Bexar,4066,"District Judge, 386th Judicial District",,REP,UNDER VOTES,83,
Bexar,4067,"District Judge, 386th Judicial District",,REP,UNDER VOTES,61,
Bexar,4068,"District Judge, 386th Judicial District",,REP,UNDER VOTES,11,
Bexar,4069,"District Judge, 386th Judicial District",,REP,UNDER VOTES,96,
Bexar,4070,"District Judge, 386th Judicial District",,REP,UNDER VOTES,49,
Bexar,4071,"District Judge, 386th Judicial District",,REP,UNDER VOTES,132,
Bexar,4072,"District Judge, 386th Judicial District",,REP,UNDER VOTES,190,
Bexar,4073,"District Judge, 386th Judicial District",,REP,UNDER VOTES,58,
Bexar,4074,"District Judge, 386th Judicial District",,REP,UNDER VOTES,67,
Bexar,4075,"District Judge, 386th Judicial District",,REP,UNDER VOTES,8,
Bexar,4076,"District Judge, 386th Judicial District",,REP,UNDER VOTES,41,
Bexar,4077,"District Judge, 386th Judicial District",,REP,UNDER VOTES,55,
Bexar,4078,"District Judge, 386th Judicial District",,REP,UNDER VOTES,105,
Bexar,4079,"District Judge, 386th Judicial District",,REP,UNDER VOTES,101,
Bexar,4080,"District Judge, 386th Judicial District",,REP,UNDER VOTES,75,
Bexar,4081,"District Judge, 386th Judicial District",,REP,UNDER VOTES,25,
Bexar,4082,"District Judge, 386th Judicial District",,REP,UNDER VOTES,10,
Bexar,4083,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,4084,"District Judge, 386th Judicial District",,REP,UNDER VOTES,5,
Bexar,4085,"District Judge, 386th Judicial District",,REP,UNDER VOTES,10,
Bexar,4086,"District Judge, 386th Judicial District",,REP,UNDER VOTES,19,
Bexar,4087,"District Judge, 386th Judicial District",,REP,UNDER VOTES,45,
Bexar,4088,"District Judge, 386th Judicial District",,REP,UNDER VOTES,100,
Bexar,4089,"District Judge, 386th Judicial District",,REP,UNDER VOTES,116,
Bexar,4090,"District Judge, 386th Judicial District",,REP,UNDER VOTES,93,
Bexar,4091,"District Judge, 386th Judicial District",,REP,UNDER VOTES,42,
Bexar,4092,"District Judge, 386th Judicial District",,REP,UNDER VOTES,124,
Bexar,4093,"District Judge, 386th Judicial District",,REP,UNDER VOTES,85,
Bexar,4094,"District Judge, 386th Judicial District",,REP,UNDER VOTES,102,
Bexar,4095,"District Judge, 386th Judicial District",,REP,UNDER VOTES,111,
Bexar,4096,"District Judge, 386th Judicial District",,REP,UNDER VOTES,97,
Bexar,4097,"District Judge, 386th Judicial District",,REP,UNDER VOTES,54,
Bexar,4098,"District Judge, 386th Judicial District",,REP,UNDER VOTES,56,
Bexar,4099,"District Judge, 386th Judicial District",,REP,UNDER VOTES,39,
Bexar,4100,"District Judge, 386th Judicial District",,REP,UNDER VOTES,38,
Bexar,4101,"District Judge, 386th Judicial District",,REP,UNDER VOTES,63,
Bexar,4102,"District Judge, 386th Judicial District",,REP,UNDER VOTES,25,
Bexar,4103,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,4104,"District Judge, 386th Judicial District",,REP,UNDER VOTES,65,
Bexar,4105,"District Judge, 386th Judicial District",,REP,UNDER VOTES,119,
Bexar,4106,"District Judge, 386th Judicial District",,REP,UNDER VOTES,3,
Bexar,4107,"District Judge, 386th Judicial District",,REP,UNDER VOTES,92,
Bexar,4108,"District Judge, 386th Judicial District",,REP,UNDER VOTES,161,
Bexar,4109,"District Judge, 386th Judicial District",,REP,UNDER VOTES,6,
Bexar,4110,"District Judge, 386th Judicial District",,REP,UNDER VOTES,27,
Bexar,4111,"District Judge, 386th Judicial District",,REP,UNDER VOTES,1,
Bexar,4112,"District Judge, 386th Judicial District",,REP,UNDER VOTES,89,
Bexar,4113,"District Judge, 386th Judicial District",,REP,UNDER VOTES,8,
Bexar,4114,"District Judge, 386th Judicial District",,REP,UNDER VOTES,1,
Bexar,4115,"District Judge, 386th Judicial District",,REP,UNDER VOTES,18,
Bexar,4116,"District Judge, 386th Judicial District",,REP,UNDER VOTES,3,
Bexar,4117,"District Judge, 386th Judicial District",,REP,UNDER VOTES,42,
Bexar,4118,"District Judge, 386th Judicial District",,REP,UNDER VOTES,4,
Bexar,4119,"District Judge, 386th Judicial District",,REP,UNDER VOTES,14,
Bexar,4120,"District Judge, 386th Judicial District",,REP,UNDER VOTES,7,
Bexar,4121,"District Judge, 386th Judicial District",,REP,UNDER VOTES,9,
Bexar,4122,"District Judge, 386th Judicial District",,REP,UNDER VOTES,3,
Bexar,4123,"District Judge, 386th Judicial District",,REP,UNDER VOTES,2,
Bexar,4124,"District Judge, 386th Judicial District",,REP,UNDER VOTES,22,
Bexar,4125,"District Judge, 386th Judicial District",,REP,UNDER VOTES,1,
Bexar,4126,"District Judge, 386th Judicial District",,REP,UNDER VOTES,63,
Bexar,4127,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,4128,"District Judge, 386th Judicial District",,REP,UNDER VOTES,7,
Bexar,4129,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,4130,"District Judge, 386th Judicial District",,REP,UNDER VOTES,22,
Bexar,4131,"District Judge, 386th Judicial District",,REP,UNDER VOTES,7,
Bexar,4132,"District Judge, 386th Judicial District",,REP,UNDER VOTES,176,
Bexar,4133,"District Judge, 386th Judicial District",,REP,UNDER VOTES,1,
Bexar,4134,"District Judge, 386th Judicial District",,REP,UNDER VOTES,1,
Bexar,4135,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,4136,"District Judge, 386th Judicial District",,REP,UNDER VOTES,19,
Bexar,4137,"District Judge, 386th Judicial District",,REP,UNDER VOTES,11,
Bexar,4138,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
Bexar,4139,"District Judge, 386th Judicial District",,REP,UNDER VOTES,1,
Bexar,4140,"District Judge, 386th Judicial District",,REP,UNDER VOTES,0,
