precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_dem_GALLEGO,gen_grn_BARAKA,gen_grn_STEIN,gen_ind_CASTLE,gen_ind_CUBBLER,gen_ind_FOX,gen_ind_HOEFLING,gen_ind_KOTLIKOFF,gen_ind_LEE,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_MORROW,gen_ind_SOLTYSIK,gen_ind_STEFFES,gen_ind_STEIN,gen_ind_VALDIVIA,gen_lib_CORVALAN,gen_lib_JOHNSON,gen_rep_ARRINGTON,gen_rep_HURD,gen_rep_TRUMP,gen_unk_BARRIERE,gen_unk_CASE,gen_unk_CHRISTIE,gen_unk_CRUZ,gen_unk_ERSKINE,gen_unk_KUSHNER,gen_unk_LEAMER,gen_unk_LILLY,gen_unk_RODRIGUEZ,gen_unk_RUBIO,gen_unk_SANDERS,gen_unk_SCHULIN,gen_unk_WALKER
NEWTON2,0,39,0,0,0,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,153,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NEWTON20,0,96,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,25,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NEWTON21,0,7,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,3,0,0,177,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NEWTON22,0,109,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,107,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NEWTON3,1,27,0,0,3,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,388,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NEWTON4,0,29,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,83,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NEWTON5,0,30,0,0,2,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,7,0,0,279,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NEWTON6,0,201,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,6,0,0,257,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NEWTON7,0,35,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,96,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NEWTON8,0,58,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,6,0,0,168,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NEWTON9,0,48,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,114,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NEWTONTOTALS,1,1156,0,0,13,0,0.0,0.0,0,0,0.0,0.0,8,0.0,0.0,0.0,1.0,0,1.0,0,66,0,0,4288,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NOLANTOTAL,0,1029,0,0,22,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,142,0,0,3552,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 001 - 02,0,806,0,0,13,0,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,0,50,0,0,486,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 002 - 02,0,724,0,0,14,0,0.0,0.0,0,0,0.0,2.0,0,0.0,0.0,0.0,0.0,0,0.0,0,46,0,0,718,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 003 - 01,0,1049,0,0,15,0,0.0,0.0,0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,0.0,0,77,0,0,1205,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 004 - 02,0,744,0,0,9,0,0.0,0.0,0,0,0.0,2.0,0,0.0,0.0,0.0,0.0,0,0.0,0,22,0,0,438,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 005 - 02,2,218,0,0,8,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,22,0,0,274,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 005 - 03,0,185,0,0,4,0,0.0,0.0,0,0,0.0,3.0,4,0.0,0.0,0.0,0.0,0,0.0,0,17,0,0,260,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 006 - 02,1,481,0,0,5,0,0.0,0.0,0,0,0.0,0.0,7,0.0,0.0,0.0,0.0,0,0.0,0,92,0,0,1167,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 007 - 01,0,229,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,55,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 008 - 02,1,860,0,0,12,0,0.0,0.0,0,0,0.0,1.0,10,0.0,0.0,0.0,0.0,0,0.0,0,70,0,0,1085,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 009 - 02,0,8,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,25,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 009 - 03,1,335,0,0,8,0,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,0,46,0,0,631,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 010 - 01,0,5,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,11,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 010 - 02,0,153,0,0,1,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,7,0,0,473,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 011 - 03,0,135,0,0,3,0,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,107,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 011 - 04,0,42,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,73,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 012 - 01,0,347,0,0,5,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,14,0,0,207,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 012 - 02,0,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 012 - 03,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 012 - 04,0,12,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,8,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 012 - 06,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 013 - 01,0,429,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,12,0,0,78,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 014 - 01,0,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 014 - 02,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 014 - 03,0,45,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,146,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 015 - 01,0,49,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,27,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 015 - 02,0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 015 - 03,0,16,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,84,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 015 - 04,0,83,0,0,4,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,7,0,0,67,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 015 - 05,0,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,11,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 015 - 06,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,12,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 015 - 07,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 015 - 08,0,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 015 - 09,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 016 - 01,0,46,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,54,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 016 - 02,0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,4,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 016 - 04,0,56,0,0,1,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,122,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 016 - 05,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 017 - 02,2,752,0,0,16,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,54,0,0,623,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 018 - 01,0,444,0,0,25,0,0.0,0.0,0,0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,0.0,0,77,0,0,804,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 019 - 01,0,603,0,0,24,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,52,0,0,1415,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 019 - 02,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 019 - 07,0,14,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,42,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 020 - 02,0,911,0,0,14,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,38,0,0,441,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 021 - 02,0,73,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,160,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 022 - 01,0,54,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,33,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 022 - 02,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 022 - 03,0,4,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,12,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 022 - 04,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 022 - 05,0,8,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,24,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 022 - 06,0,46,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,30,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 023 - 01,2,223,0,0,2,0,0.0,0.0,0,0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,0.0,0,25,0,0,914,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 023 - 02,0,9,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,34,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 023 - 03,0,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 023 - 04,0,19,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,69,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 023 - 05,0,9,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,14,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 024 - 01,0,26,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,10,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 024 - 03,0,226,0,0,4,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,7,0,0,57,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 025 - 03,0,65,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,148,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 025 - 04,0,7,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,25,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 026 - 02,0,927,0,0,16,0,0.0,0.0,0,0,0.0,1.0,5,0.0,0.0,0.0,0.0,0,0.0,0,76,0,0,1575,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 027 - 01,0,29,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,26,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 027 - 02,0,97,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,3,0,0,51,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 027 - 03,0,32,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,45,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 028 - 01,0,5,0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,35,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 028 - 02,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 028 - 03,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 028 - 04,0,12,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,74,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 028 - 05,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 029 - 02,0,755,0,0,15,0,0.0,0.0,0,0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,0.0,0,77,0,0,1083,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 030 - 01,0,24,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,10,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 030 - 02,0,56,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,12,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 031 - 01,0,68,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,19,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 031 - 02,0,97,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,28,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 032 - 02,0,482,0,0,9,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,31,0,0,523,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 033 - 01,0,156,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,70,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 034 - 01,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,24,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 034 - 02,0,118,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,37,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 034 - 04,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 035 - 01,0,175,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,35,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 035 - 02,0,144,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,3,0,0,20,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 036 - 01,0,11,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 036 - 02,0,260,0,0,4,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,135,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 036 - 03,0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,4,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 037 - 01,0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 037 - 02,0,41,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,33,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 037 - 03,0,68,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,29,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 037 - 04,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 037 - 05,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 037 - 06,0,380,0,0,3,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,13,0,0,101,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 038 - 02,0,175,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,3,0,0,26,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 039 - 02,0,148,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,106,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 040 - 01,3,549,0,0,25,0,0.0,0.0,0,0,0.0,1.0,9,0.0,0.0,0.0,0.0,0,0.0,0,99,0,0,1749,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 041 - 01,0,113,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,34,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 042 - 02,0,106,0,0,3,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,9,0,0,151,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 043 - 02,0,184,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,56,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 044 - 01,0,261,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,6,0,0,54,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 045 - 01,1,150,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,28,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 046 - 01,0,79,0,0,1,0,0.0,0.0,0,0,0.0,1.0,1,0.0,0.0,0.0,0.0,0,0.0,0,3,0,0,15,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 047 - 01,0,89,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,19,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 048 - 02,0,408,0,0,7,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,21,0,0,310,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 049 - 01,0,43,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,8,0,0,104,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 049 - 02,1,120,0,0,4,0,0.0,0.0,0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,0.0,0,13,0,0,273,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 050 - 02,0,145,0,0,3,0,0.0,0.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0,7,0,0,113,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 051 - 01,0,409,0,0,6,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,19,0,0,228,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
NUECESPRECINCT 051 - 02,0,73,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,80,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
