precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_dem_GALLEGO,gen_grn_BARAKA,gen_grn_STEIN,gen_ind_CASTLE,gen_ind_CUBBLER,gen_ind_FOX,gen_ind_HOEFLING,gen_ind_KOTLIKOFF,gen_ind_LEE,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_MORROW,gen_ind_SOLTYSIK,gen_ind_STEFFES,gen_ind_STEIN,gen_ind_VALDIVIA,gen_lib_CORVALAN,gen_lib_JOHNSON,gen_rep_ARRINGTON,gen_rep_HURD,gen_rep_TRUMP,gen_unk_BARRIERE,gen_unk_CASE,gen_unk_CHRISTIE,gen_unk_CRUZ,gen_unk_ERSKINE,gen_unk_KUSHNER,gen_unk_LEAMER,gen_unk_LILLY,gen_unk_RODRIGUEZ,gen_unk_RUBIO,gen_unk_SANDERS,gen_unk_SCHULIN,gen_unk_WALKER
FORT BEND1152 D,0,341,0,0,4,0,0.0,0.0,0,0,0.0,1.0,4,0.0,0.0,0.0,0.0,0,0.0,0,17,0,0,547,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2016 J,2,1243,0,0,25,0,0.0,0.0,0,0,0.0,0.0,5,0.0,0.0,0.0,0.0,0,0.0,0,52,0,0,850,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2017 K,0,1430,0,0,13,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,11,0,0,64,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2022 J,4,900,0,0,23,0,0.0,0.0,0,0,0.0,0.0,34,0.0,0.0,0.0,0.0,0,0.0,0,73,0,0,1147,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2023 K,0,1215,0,0,5,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,19,0,0,122,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2031 K,0,1520,0,0,12,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,9,0,0,61,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2033 K,1,546,0,0,3,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,9,0,0,186,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2034 K,0,1869,0,0,18,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,32,0,0,119,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2036 K,0,632,0,0,8,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,29,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2043 L,0,339,0,0,3,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,94,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2050 K,0,1829,0,0,20,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,78,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2051 K,0,1372,0,0,9,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,9,0,0,49,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2052 K,0,1424,0,0,7,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,11,0,0,57,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2055 K,0,603,0,0,2,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,3,0,0,21,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2056 K,0,289,0,0,3,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,8,0,0,89,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2059 K,0,1340,0,0,5,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,91,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2060 M,0,1425,0,0,19,0,0.0,0.0,0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,0.0,0,36,0,0,423,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2061 J,6,2170,0,0,28,0,0.0,0.0,0,0,0.0,0.0,24,0.0,0.0,0.0,0.0,0,0.0,0,114,0,0,1893,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2066 N,0,1977,0,0,22,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,36,0,0,477,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2070 K,1,523,0,0,11,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,15,0,0,340,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2070 W2,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2075 K,0,1093,0,0,6,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,11,0,0,107,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2077 K,0,1025,0,0,12,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,123,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2078 M,0,239,0,0,5,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,76,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2081 K,0,564,0,0,5,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,204,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2088 K,0,1129,0,0,18,0,0.0,0.0,0,0,0.0,0.0,2,1.0,0.0,0.0,0.0,0,0.0,0,41,0,0,436,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2089 K,0,814,0,0,10,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,3,0,0,33,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2090 K,1,226,0,0,4,0,0.0,0.0,0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,265,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2091 K,0,279,0,0,2,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,18,0,0,123,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2092 O,0,335,0,0,6,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,13,0,0,201,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2093 K,0,172,0,0,1,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,3,0,0,72,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2096 M,0,953,0,0,25,0,0.0,0.0,0,0,0.0,0.0,9,1.0,0.0,0.0,0.0,0,0.0,0,43,0,0,416,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2099 P,1,1377,0,0,27,0,0.0,0.0,2,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,40,0,0,569,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2100 R,1,983,0,0,13,0,0.0,0.0,1,0,0.0,0.0,5,0.0,0.0,0.0,0.0,0,0.0,0,30,0,0,419,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2101 N,0,1410,0,0,12,0,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,0,44,0,0,416,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2106 N,2,1638,0,0,21,0,0.0,0.0,0,0,0.0,1.0,5,0.0,0.0,0.0,0.0,0,0.0,0,33,0,0,515,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2108 K,3,2317,0,0,18,0,0.0,0.0,4,0,0.0,2.0,10,0.0,0.0,0.0,0.0,0,0.0,0,62,0,0,749,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2112 M,0,142,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,8,0,0,36,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2115 K,0,783,0,0,9,0,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,0,22,0,0,240,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2116 K,0,1300,0,0,9,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,12,0,0,67,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2123 K,0,1057,0,0,6,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,7,0,0,28,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2136 K,0,153,0,0,3,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,7,0,0,60,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2137 M,0,193,0,0,5,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,6,0,0,98,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2138 K,0,153,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,41,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2139 K,0,32,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,6,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND2151 J,0,920,0,0,14,0,0.0,0.0,0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,0.0,0,21,0,0,487,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3004 S,2,1468,0,0,37,0,0.0,0.0,1,1,0.0,0.0,31,0.0,0.0,0.0,0.0,0,0.0,0,141,0,0,2187,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3005 S,4,1357,0,0,18,0,0.0,0.0,0,0,0.0,0.0,20,0.0,0.0,0.0,0.0,0,0.0,0,119,0,0,2903,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3006 S,1,1195,0,0,8,0,0.0,0.0,1,0,0.0,0.0,31,0.0,0.0,0.0,0.0,0,0.0,0,141,0,0,2700,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3009 T,0,613,0,0,17,0,0.0,0.0,0,2,0.0,1.0,10,0.0,0.0,0.0,0.0,0,0.0,0,48,0,0,1522,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3014 S,5,1211,0,0,20,0,0.0,0.0,0,0,0.0,0.0,38,0.0,0.0,0.0,0.0,0,0.0,0,160,0,0,3277,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3019 S,0,157,0,0,0,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,17,0,0,532,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3032 V,0,1035,0,0,20,0,0.0,0.0,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0,0.0,0,34,0,0,448,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3038 S,0,1317,0,0,23,0,0.0,0.0,2,0,0.0,0.0,25,0.0,0.0,0.0,0.0,0,0.0,0,125,0,0,1908,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3041 X,0,354,0,0,9,0,0.0,0.0,0,0,0.0,0.0,5,0.0,0.0,0.0,0.0,0,0.0,0,40,0,0,1009,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3053 Y,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3057 S,0,62,0,0,2,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,14,0,0,349,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3063 X,0,485,0,0,6,0,0.0,0.0,0,0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,0.0,0,69,0,0,1656,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3069 Y,0,134,0,0,2,0,0.0,0.0,0,1,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,160,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3083 S,0,1635,0,0,27,0,0.0,0.0,0,0,0.0,1.0,17,0.0,0.0,0.0,0.0,0,0.0,0,72,0,0,847,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3095 S,1,676,0,0,11,0,0.0,0.0,0,0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,0.0,0,51,0,0,803,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3098 T,0,914,0,0,15,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,50,0,0,494,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3104 X,5,760,0,0,18,0,0.0,0.0,0,1,0.0,1.0,17,0.0,0.0,0.0,0.0,0,0.0,0,82,0,0,2053,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3113 Z,0,2290,0,0,18,0,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,0,45,0,0,403,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3122 S,1,777,0,0,13,0,0.0,0.0,0,1,0.0,1.0,35,0.0,0.0,0.0,0.0,0,0.0,0,106,0,0,1749,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3130 S,1,1141,0,0,22,0,0.0,0.0,0,0,0.0,0.0,37,0.0,0.0,0.0,0.0,0,0.0,0,107,0,0,1792,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3132 S,1,1252,0,0,17,0,0.0,0.0,0,0,0.0,1.0,17,0.0,0.0,0.0,0.0,0,0.0,0,128,0,0,1733,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3133 S,1,828,0,0,12,0,0.0,0.0,1,0,0.0,3.0,28,0.0,0.0,0.0,0.0,0,0.0,0,116,0,0,1560,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3142 S,1,1038,0,0,13,0,0.0,0.0,0,0,0.0,2.0,15,0.0,0.0,0.0,0.0,0,2.0,0,107,0,0,1487,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3143 S,0,2136,0,0,28,0,0.0,0.0,0,1,0.0,0.0,42,0.0,0.0,0.0,0.0,0,0.0,0,191,0,0,2874,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3144 S,1,924,0,0,15,0,0.0,0.0,0,1,0.0,3.0,10,0.0,0.0,0.0,0.0,0,0.0,0,97,0,0,1623,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3145 S,0,625,0,0,10,0,0.0,0.0,0,0,0.0,0.0,13,0.0,0.0,0.0,0.0,0,0.0,0,61,0,0,843,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3146 S,0,1601,0,0,31,0,0.0,0.0,1,0,0.0,1.0,36,0.0,0.0,0.0,0.0,0,0.0,0,147,0,0,1946,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3148 S,1,1027,0,0,20,0,0.0,0.0,0,0,0.0,0.0,30,0.0,0.0,0.0,0.0,0,0.0,0,155,0,0,2575,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3149 S,0,562,0,0,14,0,0.0,0.0,0,0,0.0,0.0,10,0.0,0.0,0.0,0.0,0,0.0,0,58,0,0,2459,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND3150 S,0,2368,0,0,27,0,0.0,0.0,0,0,0.0,0.0,15,0.0,0.0,0.0,0.0,0,0.0,0,71,0,0,1045,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4011 AA,3,449,0,0,5,0,0.0,0.0,0,1,0.0,0.0,6,0.0,0.0,0.0,0.0,0,0.0,0,41,0,0,611,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4020 AA,8,587,0,0,15,0,0.0,0.0,0,0,0.0,1.0,24,0.0,0.0,0.0,0.0,0,0.0,0,59,0,0,1331,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4026 BB,1,971,0,0,15,0,0.0,0.0,0,0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,0.0,0,58,0,0,1094,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4027 CC,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4028 DD,0,775,0,0,10,0,0.0,0.0,0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,0.0,0,43,0,0,781,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4029 AA,1,383,0,0,11,0,0.0,0.0,0,1,0.0,3.0,18,0.0,0.0,0.0,0.0,0,0.0,0,60,0,0,891,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4030 DD,3,811,0,0,16,0,0.0,0.0,0,2,0.0,0.0,8,0.0,0.0,0.0,0.0,0,0.0,0,62,0,0,1103,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4035 AA,1,594,0,0,10,0,0.0,0.0,0,0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,0.0,0,22,0,0,497,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4039 EE,0,358,0,0,6,0,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,0,15,0,0,198,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4042 AA,0,170,0,0,3,0,0.0,0.0,0,0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,0.0,0,20,0,0,456,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4044 GG,0,1141,0,0,9,0,0.0,0.0,0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,0.0,0,58,0,0,848,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4045 BB,0,588,0,0,10,0,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,0,43,0,0,520,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4046 AA,0,982,0,0,24,0,0.0,0.0,0,0,0.0,1.0,18,0.0,0.0,0.0,0.0,0,0.0,0,69,0,0,953,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4047 AA,0,304,0,0,3,0,0.0,0.0,0,0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,0.0,0,8,0,0,262,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4049 CC,2,1457,0,0,9,0,0.0,0.0,0,1,0.0,1.0,7,0.0,0.0,0.0,0.0,0,0.0,0,59,0,0,699,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4062 DD,1,1321,0,0,21,0,0.0,0.0,0,1,0.0,2.0,6,0.0,0.0,0.0,0.0,0,0.0,0,61,0,0,1005,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4064 AA,0,310,0,0,10,0,0.0,0.0,0,1,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,21,0,0,383,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4065 GG,0,1553,0,0,18,0,0.0,0.0,0,0,0.0,0.0,14,0.0,0.0,0.0,0.0,0,0.0,0,84,0,0,1246,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4071 HH,0,187,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,13,0,0,129,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4079 AA,0,155,0,0,2,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,7,0,0,133,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4080 AA,1,412,0,0,7,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,18,0,0,346,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4082 JJ,0,1291,0,0,26,0,0.0,0.0,0,0,0.0,0.0,24,0.0,0.0,0.0,0.0,0,0.0,0,112,0,0,2142,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4084 AA,0,518,0,0,5,0,0.0,0.0,0,0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,0.0,0,34,0,0,517,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4086 AA,1,945,0,0,11,0,0.0,0.0,0,0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,0.0,0,44,0,0,389,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4102 GG,0,928,0,0,7,0,0.0,0.0,0,0,0.0,0.0,7,0.0,0.0,0.0,0.0,0,0.0,0,25,0,0,542,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4105 AA,0,441,0,0,4,0,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,0,20,0,0,468,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4107 AA,0,521,0,0,6,0,0.0,0.0,0,0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,0.0,0,27,0,0,842,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4110 AA,1,822,0,0,10,0,0.0,0.0,0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,0.0,0,53,0,0,818,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4111 AA,1,390,0,0,11,0,0.0,0.0,0,0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,0.0,0,30,0,0,466,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4117 JJ,0,1463,0,0,16,0,0.0,0.0,0,0,0.0,0.0,28,0.0,0.0,0.0,0.0,0,0.0,0,80,0,0,1059,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4119 AA,0,872,0,0,13,0,0.0,0.0,0,0,0.0,0.0,7,0.0,0.0,0.0,0.0,0,0.0,0,79,0,0,1330,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4121 AA,3,255,0,0,3,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,16,0,0,196,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4124 BB,1,1496,0,0,24,0,0.0,0.0,0,1,0.0,0.0,9,0.0,0.0,0.0,0.0,0,0.0,0,69,0,0,828,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4125 BB,0,1553,0,0,17,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,49,0,0,838,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4126 JJ,1,2349,0,0,31,0,0.0,0.0,0,0,0.0,0.0,14,0.0,0.0,0.0,0.0,0,0.0,0,77,0,0,1129,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4127 CC,1,1090,0,0,19,0,0.0,0.0,0,0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,0.0,0,51,0,0,765,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4129 AA,1,1631,0,0,22,0,0.0,0.0,0,0,0.0,0.0,15,0.0,0.0,0.0,0.0,0,0.0,0,87,0,0,1496,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4131 AA,4,532,0,0,17,0,0.0,0.0,0,0,0.0,2.0,8,0.0,0.0,0.0,0.0,0,0.0,0,32,0,0,705,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4135 BB,3,3224,0,0,38,0,0.0,0.0,0,0,0.0,1.0,20,0.0,0.0,0.0,0.0,0,0.0,0,113,0,0,1960,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4140 AA,2,919,0,0,16,0,0.0,0.0,0,2,0.0,1.0,10,1.0,0.0,0.0,0.0,0,0.0,0,70,0,0,1085,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BEND4147 JJ,0,1211,0,0,8,0,0.0,0.0,0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,0.0,0,28,0,0,562,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FORT BENDTOTALS,111,134686,0,0,1783,0,0.0,0.0,16,22,0.0,37.0,1206,3.0,0.0,0.0,2.0,0,2.0,0,6907,0,0,117291,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FRANKLIN101,1,109,0,0,4,0,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,0,15,0,0,628,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FRANKLIN102,0,42,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,277,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FRANKLIN201,1,36,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,311,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FRANKLIN202,2,144,0,0,1,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,15,0,0,420,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
FRANKLIN301,2,69,0,0,1,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,17,0,0,439,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
