county,precinct,office,district,candidate,party,votes,vtd
Allen,Humboldt Ward 2,President,,"Sood, Ajay",Write-ins,0,000080
Allen,Humboldt Ward 2,President,,"Sterling, Shawna",Write-ins,0,000080
Allen,Humboldt Ward 2,President,,"Valdivia, Anthony J",Write-ins,0,000080
Allen,Humboldt Ward 2,President,,"Vogel-Walcutt, J.J.",Write-ins,0,000080
Allen,Humboldt Ward 2,President,,"Wysinger, Demetra Jefferson",Write-ins,0,000080
Allen,Humboldt Ward 2,President,,"Clinton, Hillary Rodham",Democratic,122,000080
Allen,Humboldt Ward 2,President,,"Johnson, Gary",Libertarian,17,000080
Allen,Humboldt Ward 2,President,,"Trump, Donald J.",Republican,253,000080
Allen,Iola Ward 1,President,,"Stein, Jill",independent,10,000090
Allen,Iola Ward 1,President,,"Basiago, Andrew D.",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Castle, Darrell L",Write-ins,1,000090
Allen,Iola Ward 1,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Giordani, Rocky",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Hedges, James A",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Hoefling, Tom",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Kahn, Lynn",Write-ins,0,000090
Allen,Iola Ward 1,President,,"La Riva, Gloria",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Levinson, Michael S.",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Maturen, Michael A",Write-ins,0,000090
Allen,Iola Ward 1,President,,"McMullin, Evan",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Moorehead, Monica G.",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Perry, Darryl",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Schoenke, Marshall R.",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Schriner, Joe C",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Smith, Mike",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Sood, Ajay",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Sterling, Shawna",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Valdivia, Anthony J",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Vogel-Walcutt, J.J.",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Wysinger, Demetra Jefferson",Write-ins,0,000090
Allen,Iola Ward 1,President,,"Clinton, Hillary Rodham",Democratic,145,000090
Allen,Iola Ward 1,President,,"Johnson, Gary",Libertarian,34,000090
Allen,Iola Ward 1,President,,"Trump, Donald J.",Republican,282,000090
Allen,Iola Ward 2,President,,"Stein, Jill",independent,13,00010A
Allen,Iola Ward 2,President,,"Basiago, Andrew D.",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Castle, Darrell L",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Giordani, Rocky",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Hedges, James A",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Hoefling, Tom",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Kahn, Lynn",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"La Riva, Gloria",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Levinson, Michael S.",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Maturen, Michael A",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"McMullin, Evan",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Moorehead, Monica G.",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Perry, Darryl",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Schoenke, Marshall R.",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Schriner, Joe C",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Smith, Mike",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Sood, Ajay",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Sterling, Shawna",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Valdivia, Anthony J",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Vogel-Walcutt, J.J.",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Wysinger, Demetra Jefferson",Write-ins,0,00010A
Allen,Iola Ward 2,President,,"Clinton, Hillary Rodham",Democratic,153,00010A
Allen,Iola Ward 2,President,,"Johnson, Gary",Libertarian,20,00010A
Allen,Iola Ward 2,President,,"Trump, Donald J.",Republican,379,00010A
Allen,Iola Ward 2 Exclave,President,,"Stein, Jill",independent,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Basiago, Andrew D.",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Castle, Darrell L",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Giordani, Rocky",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Hedges, James A",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Hoefling, Tom",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Kahn, Lynn",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"La Riva, Gloria",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Levinson, Michael S.",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Maturen, Michael A",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"McMullin, Evan",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Moorehead, Monica G.",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Perry, Darryl",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Schoenke, Marshall R.",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Schriner, Joe C",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Smith, Mike",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Sood, Ajay",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Sterling, Shawna",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Valdivia, Anthony J",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Vogel-Walcutt, J.J.",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Wysinger, Demetra Jefferson",Write-ins,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Clinton, Hillary Rodham",Democratic,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Johnson, Gary",Libertarian,0,00010B
Allen,Iola Ward 2 Exclave,President,,"Trump, Donald J.",Republican,0,00010B
Allen,Iola Ward 3,President,,"Stein, Jill",independent,15,000110
Allen,Iola Ward 3,President,,"Basiago, Andrew D.",Write-ins,0,000110
Allen,Iola Ward 3,President,,"Castle, Darrell L",Write-ins,0,000110
Allen,Iola Ward 3,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,000110
Allen,Iola Ward 3,President,,"Giordani, Rocky",Write-ins,0,000110
Allen,Iola Ward 3,President,,"Hedges, James A",Write-ins,0,000110
Allen,Iola Ward 3,President,,"Hoefling, Tom",Write-ins,0,000110
Allen,Iola Ward 3,President,,"Kahn, Lynn",Write-ins,0,000110
Allen,Iola Ward 3,President,,"La Riva, Gloria",Write-ins,0,000110
Allen,Iola Ward 3,President,,"Levinson, Michael S.",Write-ins,0,000110
Allen,Iola Ward 3,President,,"Maturen, Michael A",Write-ins,0,000110
Allen,Iola Ward 3,President,,"McMullin, Evan",Write-ins,3,000110
Allen,Iola Ward 3,President,,"Moorehead, Monica G.",Write-ins,0,000110
Allen,Iola Ward 3,President,,"Perry, Darryl",Write-ins,0,000110
Allen,Iola Ward 3,President,,"Schoenke, Marshall R.",Write-ins,0,000110
Allen,Iola Ward 3,President,,"Schriner, Joe C",Write-ins,0,000110
Allen,Iola Ward 3,President,,"Smith, Mike",Write-ins,0,000110
Allen,Iola Ward 3,President,,"Sood, Ajay",Write-ins,0,000110
Allen,Iola Ward 3,President,,"Sterling, Shawna",Write-ins,0,000110
Allen,Iola Ward 3,President,,"Valdivia, Anthony J",Write-ins,0,000110
Allen,Iola Ward 3,President,,"Vogel-Walcutt, J.J.",Write-ins,0,000110
Allen,Iola Ward 3,President,,"Wysinger, Demetra Jefferson",Write-ins,0,000110
Allen,Iola Ward 3,President,,"Clinton, Hillary Rodham",Democratic,169,000110
Allen,Iola Ward 3,President,,"Johnson, Gary",Libertarian,23,000110
Allen,Iola Ward 3,President,,"Trump, Donald J.",Republican,293,000110
Allen,Iola Ward 4,President,,"Stein, Jill",independent,14,000120
Allen,Iola Ward 4,President,,"Basiago, Andrew D.",Write-ins,0,000120
Allen,Iola Ward 4,President,,"Castle, Darrell L",Write-ins,0,000120
Allen,Iola Ward 4,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,000120
Allen,Iola Ward 4,President,,"Giordani, Rocky",Write-ins,0,000120
Allen,Iola Ward 4,President,,"Hedges, James A",Write-ins,0,000120
Allen,Iola Ward 4,President,,"Hoefling, Tom",Write-ins,0,000120
Allen,Iola Ward 4,President,,"Kahn, Lynn",Write-ins,0,000120
Allen,Iola Ward 4,President,,"La Riva, Gloria",Write-ins,0,000120
Allen,Iola Ward 4,President,,"Levinson, Michael S.",Write-ins,0,000120
Allen,Iola Ward 4,President,,"Maturen, Michael A",Write-ins,0,000120
Allen,Iola Ward 4,President,,"McMullin, Evan",Write-ins,2,000120
Allen,Iola Ward 4,President,,"Moorehead, Monica G.",Write-ins,0,000120
Allen,Iola Ward 4,President,,"Perry, Darryl",Write-ins,0,000120
Allen,Iola Ward 4,President,,"Schoenke, Marshall R.",Write-ins,0,000120
Allen,Iola Ward 4,President,,"Schriner, Joe C",Write-ins,0,000120
Allen,Iola Ward 4,President,,"Smith, Mike",Write-ins,0,000120
Allen,Iola Ward 4,President,,"Sood, Ajay",Write-ins,0,000120
Allen,Iola Ward 4,President,,"Sterling, Shawna",Write-ins,0,000120
Allen,Iola Ward 4,President,,"Valdivia, Anthony J",Write-ins,0,000120
Allen,Iola Ward 4,President,,"Vogel-Walcutt, J.J.",Write-ins,0,000120
Allen,Iola Ward 4,President,,"Wysinger, Demetra Jefferson",Write-ins,0,000120
Allen,Iola Ward 4,President,,"Clinton, Hillary Rodham",Democratic,149,000120
Allen,Iola Ward 4,President,,"Johnson, Gary",Libertarian,22,000120
Allen,Iola Ward 4,President,,"Trump, Donald J.",Republican,334,000120
Allen,Marmaton Township,President,,"Stein, Jill",independent,5,000140
Allen,Marmaton Township,President,,"Basiago, Andrew D.",Write-ins,0,000140
Allen,Marmaton Township,President,,"Castle, Darrell L",Write-ins,0,000140
Allen,Marmaton Township,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,000140
Allen,Marmaton Township,President,,"Giordani, Rocky",Write-ins,0,000140
Allen,Marmaton Township,President,,"Hedges, James A",Write-ins,0,000140
Allen,Marmaton Township,President,,"Hoefling, Tom",Write-ins,0,000140
Allen,Marmaton Township,President,,"Kahn, Lynn",Write-ins,0,000140
Allen,Marmaton Township,President,,"La Riva, Gloria",Write-ins,0,000140
Allen,Marmaton Township,President,,"Levinson, Michael S.",Write-ins,0,000140
Allen,Marmaton Township,President,,"Maturen, Michael A",Write-ins,0,000140
Allen,Marmaton Township,President,,"McMullin, Evan",Write-ins,0,000140
Allen,Marmaton Township,President,,"Moorehead, Monica G.",Write-ins,0,000140
Allen,Marmaton Township,President,,"Perry, Darryl",Write-ins,0,000140
Allen,Marmaton Township,President,,"Schoenke, Marshall R.",Write-ins,0,000140
Allen,Marmaton Township,President,,"Schriner, Joe C",Write-ins,0,000140
Allen,Marmaton Township,President,,"Smith, Mike",Write-ins,0,000140
Allen,Marmaton Township,President,,"Sood, Ajay",Write-ins,0,000140
Allen,Marmaton Township,President,,"Sterling, Shawna",Write-ins,0,000140
Allen,Marmaton Township,President,,"Valdivia, Anthony J",Write-ins,0,000140
Allen,Marmaton Township,President,,"Vogel-Walcutt, J.J.",Write-ins,0,000140
Allen,Marmaton Township,President,,"Wysinger, Demetra Jefferson",Write-ins,0,000140
Allen,Marmaton Township,President,,"Clinton, Hillary Rodham",Democratic,82,000140
Allen,Marmaton Township,President,,"Johnson, Gary",Libertarian,11,000140
Allen,Marmaton Township,President,,"Trump, Donald J.",Republican,265,000140
Allen,North Elsmore,President,,"Stein, Jill",independent,0,000150
Allen,North Elsmore,President,,"Basiago, Andrew D.",Write-ins,0,000150
Allen,North Elsmore,President,,"Castle, Darrell L",Write-ins,0,000150
Allen,North Elsmore,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,000150
Allen,North Elsmore,President,,"Giordani, Rocky",Write-ins,0,000150
Allen,North Elsmore,President,,"Hedges, James A",Write-ins,0,000150
Allen,North Elsmore,President,,"Hoefling, Tom",Write-ins,0,000150
Allen,North Elsmore,President,,"Kahn, Lynn",Write-ins,0,000150
Allen,North Elsmore,President,,"La Riva, Gloria",Write-ins,0,000150
Allen,North Elsmore,President,,"Levinson, Michael S.",Write-ins,0,000150
Allen,North Elsmore,President,,"Maturen, Michael A",Write-ins,0,000150
Allen,North Elsmore,President,,"McMullin, Evan",Write-ins,0,000150
Allen,North Elsmore,President,,"Moorehead, Monica G.",Write-ins,0,000150
Allen,North Elsmore,President,,"Perry, Darryl",Write-ins,0,000150
Allen,North Elsmore,President,,"Schoenke, Marshall R.",Write-ins,0,000150
Allen,North Elsmore,President,,"Schriner, Joe C",Write-ins,0,000150
Allen,North Elsmore,President,,"Smith, Mike",Write-ins,0,000150
Allen,North Elsmore,President,,"Sood, Ajay",Write-ins,0,000150
Allen,North Elsmore,President,,"Sterling, Shawna",Write-ins,0,000150
Allen,North Elsmore,President,,"Valdivia, Anthony J",Write-ins,0,000150
Allen,North Elsmore,President,,"Vogel-Walcutt, J.J.",Write-ins,0,000150
Allen,North Elsmore,President,,"Wysinger, Demetra Jefferson",Write-ins,0,000150
Allen,North Elsmore,President,,"Clinton, Hillary Rodham",Democratic,23,000150
Allen,North Elsmore,President,,"Johnson, Gary",Libertarian,6,000150
Allen,North Elsmore,President,,"Trump, Donald J.",Republican,63,000150
Allen,North Iola Part A,President,,"Stein, Jill",independent,3,00016A
Allen,North Iola Part A,President,,"Basiago, Andrew D.",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Castle, Darrell L",Write-ins,0,00016A
Allen,North Iola Part A,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Giordani, Rocky",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Hedges, James A",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Hoefling, Tom",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Kahn, Lynn",Write-ins,0,00016A
Allen,North Iola Part A,President,,"La Riva, Gloria",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Levinson, Michael S.",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Maturen, Michael A",Write-ins,0,00016A
Allen,North Iola Part A,President,,"McMullin, Evan",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Moorehead, Monica G.",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Perry, Darryl",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Schoenke, Marshall R.",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Schriner, Joe C",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Smith, Mike",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Sood, Ajay",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Sterling, Shawna",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Valdivia, Anthony J",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Vogel-Walcutt, J.J.",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Wysinger, Demetra Jefferson",Write-ins,0,00016A
Allen,North Iola Part A,President,,"Clinton, Hillary Rodham",Democratic,24,00016A
Allen,North Iola Part A,President,,"Johnson, Gary",Libertarian,7,00016A
Allen,North Iola Part A,President,,"Trump, Donald J.",Republican,101,00016A
Allen,North Iola Part A Rural Enclave,President,,"Stein, Jill",independent,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Basiago, Andrew D.",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Castle, Darrell L",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Giordani, Rocky",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Hedges, James A",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Hoefling, Tom",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Kahn, Lynn",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"La Riva, Gloria",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Levinson, Michael S.",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Maturen, Michael A",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"McMullin, Evan",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Moorehead, Monica G.",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Perry, Darryl",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Schoenke, Marshall R.",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Schriner, Joe C",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Smith, Mike",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Sood, Ajay",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Sterling, Shawna",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Valdivia, Anthony J",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Vogel-Walcutt, J.J.",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Wysinger, Demetra Jefferson",Write-ins,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Clinton, Hillary Rodham",Democratic,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Johnson, Gary",Libertarian,0,00016B
Allen,North Iola Part A Rural Enclave,President,,"Trump, Donald J.",Republican,0,00016B
Allen,North Iola Part B,President,,"Stein, Jill",independent,0,00016C
Allen,North Iola Part B,President,,"Basiago, Andrew D.",Write-ins,0,00016C
Allen,North Iola Part B,President,,"Castle, Darrell L",Write-ins,0,00016C
Allen,North Iola Part B,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,00016C
Allen,North Iola Part B,President,,"Giordani, Rocky",Write-ins,0,00016C
Allen,North Iola Part B,President,,"Hedges, James A",Write-ins,0,00016C
Allen,North Iola Part B,President,,"Hoefling, Tom",Write-ins,0,00016C
Allen,North Iola Part B,President,,"Kahn, Lynn",Write-ins,0,00016C
Allen,North Iola Part B,President,,"La Riva, Gloria",Write-ins,0,00016C
Allen,North Iola Part B,President,,"Levinson, Michael S.",Write-ins,0,00016C
Allen,North Iola Part B,President,,"Maturen, Michael A",Write-ins,0,00016C
Allen,North Iola Part B,President,,"McMullin, Evan",Write-ins,0,00016C
Allen,North Iola Part B,President,,"Moorehead, Monica G.",Write-ins,0,00016C
Allen,North Iola Part B,President,,"Perry, Darryl",Write-ins,0,00016C
Allen,North Iola Part B,President,,"Schoenke, Marshall R.",Write-ins,0,00016C
Allen,North Iola Part B,President,,"Schriner, Joe C",Write-ins,0,00016C
