county,precinct,office,district,candidate,party,votes,vtd
Labette,Parsons Ward 4 Precinct 4,President,,"La Riva, Gloria",Write-ins,0,000350
Labette,Parsons Ward 4 Precinct 4,President,,"Levinson, Michael S.",Write-ins,0,000350
Labette,Parsons Ward 4 Precinct 4,President,,"Maturen, Michael A",Write-ins,0,000350
Labette,Parsons Ward 4 Precinct 4,President,,"McMullin, Evan",Write-ins,0,000350
Labette,Parsons Ward 4 Precinct 4,President,,"Moorehead, Monica G.",Write-ins,0,000350
Labette,Parsons Ward 4 Precinct 4,President,,"Perry, Darryl",Write-ins,0,000350
Labette,Parsons Ward 4 Precinct 4,President,,"Schoenke, Marshall R.",Write-ins,0,000350
Labette,Parsons Ward 4 Precinct 4,President,,"Schriner, Joe C",Write-ins,0,000350
Labette,Parsons Ward 4 Precinct 4,President,,"Smith, Mike",Write-ins,0,000350
Labette,Parsons Ward 4 Precinct 4,President,,"Sood, Ajay",Write-ins,0,000350
Labette,Parsons Ward 4 Precinct 4,President,,"Sterling, Shawna",Write-ins,0,000350
Labette,Parsons Ward 4 Precinct 4,President,,"Valdivia, Anthony J",Write-ins,0,000350
Labette,Parsons Ward 4 Precinct 4,President,,"Vogel-Walcutt, J.J.",Write-ins,0,000350
Labette,Parsons Ward 4 Precinct 4,President,,"Wysinger, Demetra Jefferson",Write-ins,0,000350
Labette,Parsons Ward 4 Precinct 4,President,,"Clinton, Hillary Rodham",Democratic,96,000350
Labette,Parsons Ward 4 Precinct 4,President,,"Johnson, Gary",Libertarian,10,000350
Labette,Parsons Ward 4 Precinct 4,President,,"Trump, Donald J.",Republican,173,000350
Labette,Walton Township,President,,"Stein, Jill",independent,3,000370
Labette,Walton Township,President,,"Basiago, Andrew D.",Write-ins,0,000370
Labette,Walton Township,President,,"Castle, Darrell L",Write-ins,0,000370
Labette,Walton Township,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,000370
Labette,Walton Township,President,,"Giordani, Rocky",Write-ins,0,000370
Labette,Walton Township,President,,"Hedges, James A",Write-ins,0,000370
Labette,Walton Township,President,,"Hoefling, Tom",Write-ins,0,000370
Labette,Walton Township,President,,"Kahn, Lynn",Write-ins,0,000370
Labette,Walton Township,President,,"La Riva, Gloria",Write-ins,0,000370
Labette,Walton Township,President,,"Levinson, Michael S.",Write-ins,0,000370
Labette,Walton Township,President,,"Maturen, Michael A",Write-ins,0,000370
Labette,Walton Township,President,,"McMullin, Evan",Write-ins,0,000370
Labette,Walton Township,President,,"Moorehead, Monica G.",Write-ins,0,000370
Labette,Walton Township,President,,"Perry, Darryl",Write-ins,0,000370
Labette,Walton Township,President,,"Schoenke, Marshall R.",Write-ins,0,000370
Labette,Walton Township,President,,"Schriner, Joe C",Write-ins,0,000370
Labette,Walton Township,President,,"Smith, Mike",Write-ins,0,000370
Labette,Walton Township,President,,"Sood, Ajay",Write-ins,0,000370
Labette,Walton Township,President,,"Sterling, Shawna",Write-ins,0,000370
Labette,Walton Township,President,,"Valdivia, Anthony J",Write-ins,0,000370
Labette,Walton Township,President,,"Vogel-Walcutt, J.J.",Write-ins,0,000370
Labette,Walton Township,President,,"Wysinger, Demetra Jefferson",Write-ins,0,000370
Labette,Walton Township,President,,"Clinton, Hillary Rodham",Democratic,112,000370
Labette,Walton Township,President,,"Johnson, Gary",Libertarian,7,000370
Labette,Walton Township,President,,"Trump, Donald J.",Republican,268,000370
Labette,Osage Township S14,President,,"Stein, Jill",independent,0,120020
Labette,Osage Township S14,President,,"Basiago, Andrew D.",Write-ins,0,120020
Labette,Osage Township S14,President,,"Castle, Darrell L",Write-ins,0,120020
Labette,Osage Township S14,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,120020
Labette,Osage Township S14,President,,"Giordani, Rocky",Write-ins,0,120020
Labette,Osage Township S14,President,,"Hedges, James A",Write-ins,0,120020
Labette,Osage Township S14,President,,"Hoefling, Tom",Write-ins,0,120020
Labette,Osage Township S14,President,,"Kahn, Lynn",Write-ins,0,120020
Labette,Osage Township S14,President,,"La Riva, Gloria",Write-ins,0,120020
Labette,Osage Township S14,President,,"Levinson, Michael S.",Write-ins,0,120020
Labette,Osage Township S14,President,,"Maturen, Michael A",Write-ins,0,120020
Labette,Osage Township S14,President,,"McMullin, Evan",Write-ins,0,120020
Labette,Osage Township S14,President,,"Moorehead, Monica G.",Write-ins,0,120020
Labette,Osage Township S14,President,,"Perry, Darryl",Write-ins,0,120020
Labette,Osage Township S14,President,,"Schoenke, Marshall R.",Write-ins,0,120020
Labette,Osage Township S14,President,,"Schriner, Joe C",Write-ins,0,120020
Labette,Osage Township S14,President,,"Smith, Mike",Write-ins,0,120020
Labette,Osage Township S14,President,,"Sood, Ajay",Write-ins,0,120020
Labette,Osage Township S14,President,,"Sterling, Shawna",Write-ins,0,120020
Labette,Osage Township S14,President,,"Valdivia, Anthony J",Write-ins,0,120020
Labette,Osage Township S14,President,,"Vogel-Walcutt, J.J.",Write-ins,0,120020
Labette,Osage Township S14,President,,"Wysinger, Demetra Jefferson",Write-ins,0,120020
Labette,Osage Township S14,President,,"Clinton, Hillary Rodham",Democratic,0,120020
Labette,Osage Township S14,President,,"Johnson, Gary",Libertarian,0,120020
Labette,Osage Township S14,President,,"Trump, Donald J.",Republican,0,120020
Labette,Osage Township S15,President,,"Stein, Jill",independent,8,120030
Labette,Osage Township S15,President,,"Basiago, Andrew D.",Write-ins,0,120030
Labette,Osage Township S15,President,,"Castle, Darrell L",Write-ins,0,120030
Labette,Osage Township S15,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,120030
Labette,Osage Township S15,President,,"Giordani, Rocky",Write-ins,0,120030
Labette,Osage Township S15,President,,"Hedges, James A",Write-ins,0,120030
Labette,Osage Township S15,President,,"Hoefling, Tom",Write-ins,0,120030
Labette,Osage Township S15,President,,"Kahn, Lynn",Write-ins,0,120030
Labette,Osage Township S15,President,,"La Riva, Gloria",Write-ins,0,120030
Labette,Osage Township S15,President,,"Levinson, Michael S.",Write-ins,0,120030
Labette,Osage Township S15,President,,"Maturen, Michael A",Write-ins,0,120030
Labette,Osage Township S15,President,,"McMullin, Evan",Write-ins,0,120030
Labette,Osage Township S15,President,,"Moorehead, Monica G.",Write-ins,0,120030
Labette,Osage Township S15,President,,"Perry, Darryl",Write-ins,0,120030
Labette,Osage Township S15,President,,"Schoenke, Marshall R.",Write-ins,0,120030
Labette,Osage Township S15,President,,"Schriner, Joe C",Write-ins,0,120030
Labette,Osage Township S15,President,,"Smith, Mike",Write-ins,0,120030
Labette,Osage Township S15,President,,"Sood, Ajay",Write-ins,0,120030
Labette,Osage Township S15,President,,"Sterling, Shawna",Write-ins,0,120030
Labette,Osage Township S15,President,,"Valdivia, Anthony J",Write-ins,0,120030
Labette,Osage Township S15,President,,"Vogel-Walcutt, J.J.",Write-ins,0,120030
Labette,Osage Township S15,President,,"Wysinger, Demetra Jefferson",Write-ins,0,120030
Labette,Osage Township S15,President,,"Clinton, Hillary Rodham",Democratic,70,120030
Labette,Osage Township S15,President,,"Johnson, Gary",Libertarian,7,120030
Labette,Osage Township S15,President,,"Trump, Donald J.",Republican,237,120030
Labette,Richland Township H1 A,President,,"Stein, Jill",independent,1,12004A
Labette,Richland Township H1 A,President,,"Basiago, Andrew D.",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Castle, Darrell L",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Giordani, Rocky",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Hedges, James A",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Hoefling, Tom",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Kahn, Lynn",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"La Riva, Gloria",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Levinson, Michael S.",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Maturen, Michael A",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"McMullin, Evan",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Moorehead, Monica G.",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Perry, Darryl",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Schoenke, Marshall R.",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Schriner, Joe C",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Smith, Mike",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Sood, Ajay",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Sterling, Shawna",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Valdivia, Anthony J",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Vogel-Walcutt, J.J.",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Wysinger, Demetra Jefferson",Write-ins,0,12004A
Labette,Richland Township H1 A,President,,"Clinton, Hillary Rodham",Democratic,5,12004A
Labette,Richland Township H1 A,President,,"Johnson, Gary",Libertarian,1,12004A
Labette,Richland Township H1 A,President,,"Trump, Donald J.",Republican,21,12004A
Labette,Richland Township H1 B,President,,"Stein, Jill",independent,1,12004B
Labette,Richland Township H1 B,President,,"Basiago, Andrew D.",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Castle, Darrell L",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Giordani, Rocky",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Hedges, James A",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Hoefling, Tom",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Kahn, Lynn",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"La Riva, Gloria",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Levinson, Michael S.",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Maturen, Michael A",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"McMullin, Evan",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Moorehead, Monica G.",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Perry, Darryl",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Schoenke, Marshall R.",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Schriner, Joe C",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Smith, Mike",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Sood, Ajay",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Sterling, Shawna",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Valdivia, Anthony J",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Vogel-Walcutt, J.J.",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Wysinger, Demetra Jefferson",Write-ins,0,12004B
Labette,Richland Township H1 B,President,,"Clinton, Hillary Rodham",Democratic,4,12004B
Labette,Richland Township H1 B,President,,"Johnson, Gary",Libertarian,0,12004B
Labette,Richland Township H1 B,President,,"Trump, Donald J.",Republican,16,12004B
Labette,Richland Township H1,President,,"Stein, Jill",independent,0,120040
Labette,Richland Township H1,President,,"Basiago, Andrew D.",Write-ins,0,120040
Labette,Richland Township H1,President,,"Castle, Darrell L",Write-ins,0,120040
Labette,Richland Township H1,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,120040
Labette,Richland Township H1,President,,"Giordani, Rocky",Write-ins,0,120040
Labette,Richland Township H1,President,,"Hedges, James A",Write-ins,0,120040
Labette,Richland Township H1,President,,"Hoefling, Tom",Write-ins,0,120040
Labette,Richland Township H1,President,,"Kahn, Lynn",Write-ins,0,120040
Labette,Richland Township H1,President,,"La Riva, Gloria",Write-ins,0,120040
Labette,Richland Township H1,President,,"Levinson, Michael S.",Write-ins,0,120040
Labette,Richland Township H1,President,,"Maturen, Michael A",Write-ins,0,120040
Labette,Richland Township H1,President,,"McMullin, Evan",Write-ins,0,120040
Labette,Richland Township H1,President,,"Moorehead, Monica G.",Write-ins,0,120040
Labette,Richland Township H1,President,,"Perry, Darryl",Write-ins,0,120040
Labette,Richland Township H1,President,,"Schoenke, Marshall R.",Write-ins,0,120040
Labette,Richland Township H1,President,,"Schriner, Joe C",Write-ins,0,120040
Labette,Richland Township H1,President,,"Smith, Mike",Write-ins,0,120040
Labette,Richland Township H1,President,,"Sood, Ajay",Write-ins,0,120040
Labette,Richland Township H1,President,,"Sterling, Shawna",Write-ins,0,120040
Labette,Richland Township H1,President,,"Valdivia, Anthony J",Write-ins,0,120040
Labette,Richland Township H1,President,,"Vogel-Walcutt, J.J.",Write-ins,0,120040
Labette,Richland Township H1,President,,"Wysinger, Demetra Jefferson",Write-ins,0,120040
Labette,Richland Township H1,President,,"Clinton, Hillary Rodham",Democratic,0,120040
Labette,Richland Township H1,President,,"Johnson, Gary",Libertarian,0,120040
Labette,Richland Township H1,President,,"Trump, Donald J.",Republican,0,120040
Labette,Richland Township H7,President,,"Stein, Jill",independent,2,120050
Labette,Richland Township H7,President,,"Basiago, Andrew D.",Write-ins,0,120050
Labette,Richland Township H7,President,,"Castle, Darrell L",Write-ins,0,120050
Labette,Richland Township H7,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,120050
Labette,Richland Township H7,President,,"Giordani, Rocky",Write-ins,0,120050
Labette,Richland Township H7,President,,"Hedges, James A",Write-ins,0,120050
Labette,Richland Township H7,President,,"Hoefling, Tom",Write-ins,0,120050
Labette,Richland Township H7,President,,"Kahn, Lynn",Write-ins,0,120050
Labette,Richland Township H7,President,,"La Riva, Gloria",Write-ins,0,120050
Labette,Richland Township H7,President,,"Levinson, Michael S.",Write-ins,0,120050
Labette,Richland Township H7,President,,"Maturen, Michael A",Write-ins,0,120050
Labette,Richland Township H7,President,,"McMullin, Evan",Write-ins,0,120050
Labette,Richland Township H7,President,,"Moorehead, Monica G.",Write-ins,0,120050
Labette,Richland Township H7,President,,"Perry, Darryl",Write-ins,0,120050
Labette,Richland Township H7,President,,"Schoenke, Marshall R.",Write-ins,0,120050
Labette,Richland Township H7,President,,"Schriner, Joe C",Write-ins,0,120050
Labette,Richland Township H7,President,,"Smith, Mike",Write-ins,0,120050
Labette,Richland Township H7,President,,"Sood, Ajay",Write-ins,0,120050
Labette,Richland Township H7,President,,"Sterling, Shawna",Write-ins,0,120050
Labette,Richland Township H7,President,,"Valdivia, Anthony J",Write-ins,0,120050
Labette,Richland Township H7,President,,"Vogel-Walcutt, J.J.",Write-ins,0,120050
Labette,Richland Township H7,President,,"Wysinger, Demetra Jefferson",Write-ins,0,120050
Labette,Richland Township H7,President,,"Clinton, Hillary Rodham",Democratic,23,120050
Labette,Richland Township H7,President,,"Johnson, Gary",Libertarian,2,120050
Labette,Richland Township H7,President,,"Trump, Donald J.",Republican,54,120050
Labette,Oswego City Ward 1 Exclave,President,,"Stein, Jill",independent,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Basiago, Andrew D.",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Castle, Darrell L",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Giordani, Rocky",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Hedges, James A",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Hoefling, Tom",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Kahn, Lynn",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"La Riva, Gloria",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Levinson, Michael S.",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Maturen, Michael A",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"McMullin, Evan",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Moorehead, Monica G.",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Perry, Darryl",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Schoenke, Marshall R.",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Schriner, Joe C",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Smith, Mike",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Sood, Ajay",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Sterling, Shawna",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Valdivia, Anthony J",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Vogel-Walcutt, J.J.",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Wysinger, Demetra Jefferson",Write-ins,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Clinton, Hillary Rodham",Democratic,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Johnson, Gary",Libertarian,0,900010
Labette,Oswego City Ward 1 Exclave,President,,"Trump, Donald J.",Republican,0,900010
Labette,Altamont City Part A,U.S. House,2,"Potter, Britani",Democratic,0,00001A
Labette,Altamont City Part A,U.S. House,2,"Bales, James Houston",Libertarian,0,00001A
Labette,Altamont City Part A,U.S. House,2,"Jenkins, Lynn",Republican,0,00001A
Labette,Canada Township,U.S. House,2,"Potter, Britani",Democratic,22,000020
Labette,Canada Township,U.S. House,2,"Bales, James Houston",Libertarian,3,000020
Labette,Canada Township,U.S. House,2,"Jenkins, Lynn",Republican,90,000020
Labette,Chetopa Ward 1,U.S. House,2,"Potter, Britani",Democratic,32,000030
Labette,Chetopa Ward 1,U.S. House,2,"Bales, James Houston",Libertarian,3,000030
Labette,Chetopa Ward 1,U.S. House,2,"Jenkins, Lynn",Republican,73,000030
Labette,Chetopa Ward 2,U.S. House,2,"Potter, Britani",Democratic,24,000040
Labette,Chetopa Ward 2,U.S. House,2,"Bales, James Houston",Libertarian,9,000040
Labette,Chetopa Ward 2,U.S. House,2,"Jenkins, Lynn",Republican,82,000040
Labette,Chetopa Ward 3,U.S. House,2,"Potter, Britani",Democratic,31,000050
Labette,Chetopa Ward 3,U.S. House,2,"Bales, James Houston",Libertarian,9,000050
Labette,Chetopa Ward 3,U.S. House,2,"Jenkins, Lynn",Republican,102,000050
Labette,Elm Grove Township,U.S. House,2,"Potter, Britani",Democratic,49,000060
Labette,Elm Grove Township,U.S. House,2,"Bales, James Houston",Libertarian,15,000060
Labette,Elm Grove Township,U.S. House,2,"Jenkins, Lynn",Republican,327,000060
Labette,Fairview Township,U.S. House,2,"Potter, Britani",Democratic,18,000070
Labette,Fairview Township,U.S. House,2,"Bales, James Houston",Libertarian,2,000070
Labette,Fairview Township,U.S. House,2,"Jenkins, Lynn",Republican,80,000070
Labette,Hackberry Township,U.S. House,2,"Potter, Britani",Democratic,23,000080
Labette,Hackberry Township,U.S. House,2,"Bales, James Houston",Libertarian,8,000080
Labette,Hackberry Township,U.S. House,2,"Jenkins, Lynn",Republican,128,000080
Labette,Howard Township,U.S. House,2,"Potter, Britani",Democratic,29,000090
Labette,Howard Township,U.S. House,2,"Bales, James Houston",Libertarian,6,000090
Labette,Howard Township,U.S. House,2,"Jenkins, Lynn",Republican,137,000090
Labette,Labette Township,U.S. House,2,"Potter, Britani",Democratic,25,000100
Labette,Labette Township,U.S. House,2,"Bales, James Houston",Libertarian,6,000100
Labette,Labette Township,U.S. House,2,"Jenkins, Lynn",Republican,166,000100
Labette,Liberty Township,U.S. House,2,"Potter, Britani",Democratic,39,000110
Labette,Liberty Township,U.S. House,2,"Bales, James Houston",Libertarian,12,000110
Labette,Liberty Township,U.S. House,2,"Jenkins, Lynn",Republican,142,000110
Labette,Montana Township,U.S. House,2,"Potter, Britani",Democratic,11,000120
Labette,Montana Township,U.S. House,2,"Bales, James Houston",Libertarian,1,000120
Labette,Montana Township,U.S. House,2,"Jenkins, Lynn",Republican,66,000120
Labette,Mound Valley Township,U.S. House,2,"Potter, Britani",Democratic,67,000130
Labette,Mound Valley Township,U.S. House,2,"Bales, James Houston",Libertarian,19,000130
Labette,Mound Valley Township,U.S. House,2,"Jenkins, Lynn",Republican,256,000130
Labette,Mount Pleasant Township,U.S. House,2,"Potter, Britani",Democratic,108,000140
Labette,Mount Pleasant Township,U.S. House,2,"Bales, James Houston",Libertarian,22,000140
Labette,Mount Pleasant Township,U.S. House,2,"Jenkins, Lynn",Republican,450,000140
Labette,Neosho Township,U.S. House,2,"Potter, Britani",Democratic,24,000150
Labette,Neosho Township,U.S. House,2,"Bales, James Houston",Libertarian,6,000150
Labette,Neosho Township,U.S. House,2,"Jenkins, Lynn",Republican,53,000150
Labette,North Township,U.S. House,2,"Potter, Britani",Democratic,75,00016A
Labette,North Township,U.S. House,2,"Bales, James Houston",Libertarian,12,00016A
Labette,North Township,U.S. House,2,"Jenkins, Lynn",Republican,230,00016A
Labette,North Township Enclave,U.S. House,2,"Potter, Britani",Democratic,0,00016B
Labette,North Township Enclave,U.S. House,2,"Bales, James Houston",Libertarian,0,00016B
Labette,North Township Enclave,U.S. House,2,"Jenkins, Lynn",Republican,0,00016B
Labette,Oswego City Ward 1,U.S. House,2,"Potter, Britani",Democratic,54,000180
Labette,Oswego City Ward 1,U.S. House,2,"Bales, James Houston",Libertarian,12,000180
Labette,Oswego City Ward 1,U.S. House,2,"Jenkins, Lynn",Republican,193,000180
Labette,Oswego City Ward 2,U.S. House,2,"Potter, Britani",Democratic,48,00019A
Labette,Oswego City Ward 2,U.S. House,2,"Bales, James Houston",Libertarian,15,00019A
Labette,Oswego City Ward 2,U.S. House,2,"Jenkins, Lynn",Republican,179,00019A
Labette,Oswego City Ward 3,U.S. House,2,"Potter, Britani",Democratic,44,000200
Labette,Oswego City Ward 3,U.S. House,2,"Bales, James Houston",Libertarian,9,000200
Labette,Oswego City Ward 3,U.S. House,2,"Jenkins, Lynn",Republican,132,000200
Labette,Oswego Township,U.S. House,2,"Potter, Britani",Democratic,21,000210
Labette,Oswego Township,U.S. House,2,"Bales, James Houston",Libertarian,6,000210
Labette,Oswego Township,U.S. House,2,"Jenkins, Lynn",Republican,102,000210
Labette,Parsons Ward 1 Precinct 1,U.S. House,2,"Potter, Britani",Democratic,92,000220
Labette,Parsons Ward 1 Precinct 1,U.S. House,2,"Bales, James Houston",Libertarian,13,000220
Labette,Parsons Ward 1 Precinct 1,U.S. House,2,"Jenkins, Lynn",Republican,221,000220
Labette,Parsons Ward 1 Precinct 2,U.S. House,2,"Potter, Britani",Democratic,50,000230
Labette,Parsons Ward 1 Precinct 2,U.S. House,2,"Bales, James Houston",Libertarian,10,000230
Labette,Parsons Ward 1 Precinct 2,U.S. House,2,"Jenkins, Lynn",Republican,99,000230
Labette,Parsons Ward 1 Precinct 3,U.S. House,2,"Potter, Britani",Democratic,48,00024A
Labette,Parsons Ward 1 Precinct 3,U.S. House,2,"Bales, James Houston",Libertarian,7,00024A
Labette,Parsons Ward 1 Precinct 3,U.S. House,2,"Jenkins, Lynn",Republican,68,00024A
Labette,Parsons Ward 1 Precinct 3 Exclave,U.S. House,2,"Potter, Britani",Democratic,0,00024B
Labette,Parsons Ward 1 Precinct 3 Exclave,U.S. House,2,"Bales, James Houston",Libertarian,0,00024B
Labette,Parsons Ward 1 Precinct 3 Exclave,U.S. House,2,"Jenkins, Lynn",Republican,0,00024B
Labette,Parsons Ward 2 Precinct 1,U.S. House,2,"Potter, Britani",Democratic,30,000250
Labette,Parsons Ward 2 Precinct 1,U.S. House,2,"Bales, James Houston",Libertarian,7,000250
Labette,Parsons Ward 2 Precinct 1,U.S. House,2,"Jenkins, Lynn",Republican,66,000250
Labette,Parsons Ward 2 Precinct 2,U.S. House,2,"Potter, Britani",Democratic,125,000260
Labette,Parsons Ward 2 Precinct 2,U.S. House,2,"Bales, James Houston",Libertarian,14,000260
Labette,Parsons Ward 2 Precinct 2,U.S. House,2,"Jenkins, Lynn",Republican,130,000260
Labette,Parsons Ward 2 Precinct 3,U.S. House,2,"Potter, Britani",Democratic,110,00027A
Labette,Parsons Ward 2 Precinct 3,U.S. House,2,"Bales, James Houston",Libertarian,9,00027A
Labette,Parsons Ward 2 Precinct 3,U.S. House,2,"Jenkins, Lynn",Republican,184,00027A
Labette,Parsons Ward 2 Precinct 3 Exclave,U.S. House,2,"Potter, Britani",Democratic,0,00027B
Labette,Parsons Ward 2 Precinct 3 Exclave,U.S. House,2,"Bales, James Houston",Libertarian,0,00027B
Labette,Parsons Ward 2 Precinct 3 Exclave,U.S. House,2,"Jenkins, Lynn",Republican,0,00027B
Labette,Parsons Ward 3 Precinct 1,U.S. House,2,"Potter, Britani",Democratic,42,000280
Labette,Parsons Ward 3 Precinct 1,U.S. House,2,"Bales, James Houston",Libertarian,6,000280
Labette,Parsons Ward 3 Precinct 1,U.S. House,2,"Jenkins, Lynn",Republican,79,000280
Labette,Parsons Ward 3 Precinct 2,U.S. House,2,"Potter, Britani",Democratic,136,00029A
Labette,Parsons Ward 3 Precinct 2,U.S. House,2,"Bales, James Houston",Libertarian,15,00029A
Labette,Parsons Ward 3 Precinct 2,U.S. House,2,"Jenkins, Lynn",Republican,204,00029A
Labette,Parsons Ward 3 Precinct 2 Exclave,U.S. House,2,"Potter, Britani",Democratic,0,00029B
Labette,Parsons Ward 3 Precinct 2 Exclave,U.S. House,2,"Bales, James Houston",Libertarian,0,00029B
Labette,Parsons Ward 3 Precinct 2 Exclave,U.S. House,2,"Jenkins, Lynn",Republican,0,00029B
Labette,Parsons Ward 3 Precinct 3,U.S. House,2,"Potter, Britani",Democratic,108,000300
Labette,Parsons Ward 3 Precinct 3,U.S. House,2,"Bales, James Houston",Libertarian,19,000300
Labette,Parsons Ward 3 Precinct 3,U.S. House,2,"Jenkins, Lynn",Republican,163,000300
Labette,Parsons Ward 3 Precinct 4,U.S. House,2,"Potter, Britani",Democratic,146,000310
Labette,Parsons Ward 3 Precinct 4,U.S. House,2,"Bales, James Houston",Libertarian,18,000310
Labette,Parsons Ward 3 Precinct 4,U.S. House,2,"Jenkins, Lynn",Republican,249,000310
Labette,Parsons Ward 4 Precinct 1,U.S. House,2,"Potter, Britani",Democratic,61,000320
Labette,Parsons Ward 4 Precinct 1,U.S. House,2,"Bales, James Houston",Libertarian,10,000320
Labette,Parsons Ward 4 Precinct 1,U.S. House,2,"Jenkins, Lynn",Republican,104,000320
Labette,Parsons Ward 4 Precinct 2,U.S. House,2,"Potter, Britani",Democratic,81,000330
Labette,Parsons Ward 4 Precinct 2,U.S. House,2,"Bales, James Houston",Libertarian,18,000330
Labette,Parsons Ward 4 Precinct 2,U.S. House,2,"Jenkins, Lynn",Republican,127,000330
Labette,Parsons Ward 4 Precinct 3,U.S. House,2,"Potter, Britani",Democratic,74,000340
Labette,Parsons Ward 4 Precinct 3,U.S. House,2,"Bales, James Houston",Libertarian,12,000340
Labette,Parsons Ward 4 Precinct 3,U.S. House,2,"Jenkins, Lynn",Republican,116,000340
Labette,Parsons Ward 4 Precinct 4,U.S. House,2,"Potter, Britani",Democratic,80,000350
Labette,Parsons Ward 4 Precinct 4,U.S. House,2,"Bales, James Houston",Libertarian,7,000350
Labette,Parsons Ward 4 Precinct 4,U.S. House,2,"Jenkins, Lynn",Republican,200,000350
Labette,Walton Township,U.S. House,2,"Potter, Britani",Democratic,93,000370
Labette,Walton Township,U.S. House,2,"Bales, James Houston",Libertarian,14,000370
Labette,Walton Township,U.S. House,2,"Jenkins, Lynn",Republican,278,000370
Labette,Osage Township S14,U.S. House,2,"Potter, Britani",Democratic,0,120020
