county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional,hand_count
Cleveland,Hurricane,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,AGAINST,58,50,8,0,0,0
Cleveland,Hurricane,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,FOR,115,99,16,0,0,0
Cleveland,Hurricane,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,AGAINST,82,71,11,0,0,0
Cleveland,Hurricane,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,FOR,89,76,13,0,0,0
Cleveland,Hurricane,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,AGAINST,96,80,16,0,0,0
Cleveland,Hurricane,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,FOR,78,70,8,0,0,0
Cleveland,Hurricane,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,AGAINST,104,89,15,0,0,0
Cleveland,Hurricane,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,FOR,67,58,9,0,0,0
Cleveland,Hurricane,State Representative,10,Dem,Dorothy Hall,53,48,5,0,0,0
Cleveland,Hurricane,State Representative,10,Rep,Representative Mike Holcomb,117,98,19,0,0,0
Cleveland,Hurricane,State Senate,26,Dem,Senator Eddie L. Cheatham,93,78,15,0,0,0
Cleveland,Hurricane,State Senate,26,Lib,Elvis Presley,61,55,6,0,0,0
Cleveland,Hurricane,U.S. House,4,Lib,Kerry Hicks,22,21,1,0,0,0
Cleveland,Hurricane,U.S. House,4,Rep,Congressman Bruce Westerman,137,116,21,0,0,0
Cleveland,Hurricane,U.S. President & Vice President,,Bet,Evan McMullin/Nathan Johnson,1,1,0,0,0,0
Cleveland,Hurricane,U.S. President & Vice President,,Con,Darrell L. Castle/Scott N. Bradley,1,1,0,0,0,0
Cleveland,Hurricane,U.S. President & Vice President,,Dem,Hillary Clinton/Tim Kaine,16,13,3,0,0,0
Cleveland,Hurricane,U.S. President & Vice President,,Gre,Jill Stein/Ajamu Baraka,1,1,0,0,0,0
Cleveland,Hurricane,U.S. President & Vice President,,Ind,Jim Hedges/Bill Bayes,2,2,0,0,0,0
Cleveland,Hurricane,U.S. President & Vice President,,Lib,Gary Johnson/Bill Weld,5,5,0,0,0,0
Cleveland,Hurricane,U.S. President & Vice President,,Rep,Donald J. Trump/Michael R. Pence,148,127,21,0,0,0
Cleveland,Hurricane,U.S. Senate,,Dem,Conner Eldridge,41,36,5,0,0,0
Cleveland,Hurricane,U.S. Senate,,Lib,Frank Gilbert,9,9,0,0,0,0
Cleveland,Hurricane,U.S. Senate,,Rep,Senator John Boozman,120,102,18,0,0,0
Cleveland,Hurricane,Unopposed Candidates,,Non,For,116,98,18,0,0,0
Cleveland,Kingsland Inside,1.5% SALES AND USE TAX,,Non,AGAINST,91,68,20,3,0,0
Cleveland,Kingsland Inside,1.5% SALES AND USE TAX,,Non,FOR,60,36,23,1,0,0
Cleveland,Kingsland Inside,Cleveland County Circuit & County Clerk,,Rep,Jimmy D Cummings,123,86,33,4,0,0
Cleveland,Kingsland Inside,Court of Appeals Associate Judge District 05,,Non,James McMenis,52,31,21,0,0,0
Cleveland,Kingsland Inside,Court of Appeals Associate Judge District 05,,Non,Mark Klappenbach,98,71,23,4,0,0
Cleveland,Kingsland Inside,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,AGAINST,52,37,15,0,0,0
Cleveland,Kingsland Inside,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,FOR,97,65,28,4,0,0
Cleveland,Kingsland Inside,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,AGAINST,57,43,14,0,0,0
Cleveland,Kingsland Inside,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,FOR,93,60,29,4,0,0
Cleveland,Kingsland Inside,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,AGAINST,59,45,12,2,0,0
Cleveland,Kingsland Inside,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,FOR,89,57,30,2,0,0
Cleveland,Kingsland Inside,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,AGAINST,81,54,23,4,0,0
Cleveland,Kingsland Inside,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,FOR,71,51,20,0,0,0
Cleveland,Kingsland Inside,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,AGAINST,82,63,18,1,0,0
Cleveland,Kingsland Inside,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,FOR,69,41,25,3,0,0
Cleveland,Kingsland Inside,State Senate,27,Dem,Senator Bobby J. Pierce,66,41,25,0,0,0
Cleveland,Kingsland Inside,State Senate,27,Rep,Trent Garner,83,59,20,4,0,0
Cleveland,Kingsland Inside,U.S. House,4,Lib,Kerry Hicks,41,24,17,0,0,0
Cleveland,Kingsland Inside,U.S. House,4,Rep,Congressman Bruce Westerman,99,71,24,4,0,0
Cleveland,Kingsland Inside,U.S. President & Vice President,,Bet,Evan McMullin/Nathan Johnson,3,1,2,0,0,0
Cleveland,Kingsland Inside,U.S. President & Vice President,,Con,Darrell L. Castle/Scott N. Bradley,1,1,0,0,0,0
Cleveland,Kingsland Inside,U.S. President & Vice President,,Dem,Hillary Clinton/Tim Kaine,50,29,21,0,0,0
Cleveland,Kingsland Inside,U.S. President & Vice President,,Gre,Jill Stein/Ajamu Baraka,1,1,0,0,0,0
Cleveland,Kingsland Inside,U.S. President & Vice President,,Ind,Jim Hedges/Bill Bayes,3,3,0,0,0,0
Cleveland,Kingsland Inside,U.S. President & Vice President,,Lib,Gary Johnson/Bill Weld,2,2,0,0,0,0
Cleveland,Kingsland Inside,U.S. President & Vice President,,Rep,Donald J. Trump/Michael R. Pence,97,70,23,4,0,0
Cleveland,Kingsland Inside,U.S. Senate,,Dem,Conner Eldridge,64,39,25,0,0,0
Cleveland,Kingsland Inside,U.S. Senate,,Lib,Frank Gilbert,8,8,0,0,0,0
Cleveland,Kingsland Inside,U.S. Senate,,Rep,Senator John Boozman,79,55,20,4,0,0
Cleveland,Kingsland Inside,Unopposed Candidates,,Non,For,95,59,32,4,0,0
Cleveland,Kingsland Outside,1.5% SALES AND USE TAX,,Non,AGAINST,143,80,59,3,1,0
Cleveland,Kingsland Outside,1.5% SALES AND USE TAX,,Non,FOR,78,50,26,0,2,0
Cleveland,Kingsland Outside,Cleveland County Circuit & County Clerk,,Rep,Jimmy D Cummings,200,118,76,3,3,0
Cleveland,Kingsland Outside,Court of Appeals Associate Judge District 05,,Non,James McMenis,41,24,16,1,0,0
Cleveland,Kingsland Outside,Court of Appeals Associate Judge District 05,,Non,Mark Klappenbach,176,104,67,2,3,0
Cleveland,Kingsland Outside,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,AGAINST,91,55,34,1,1,0
Cleveland,Kingsland Outside,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,FOR,126,73,50,2,1,0
Cleveland,Kingsland Outside,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,AGAINST,76,50,26,0,0,0
Cleveland,Kingsland Outside,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,FOR,143,78,59,3,3,0
Cleveland,Kingsland Outside,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,AGAINST,105,58,45,2,0,0
Cleveland,Kingsland Outside,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,FOR,112,70,38,1,3,0
Cleveland,Kingsland Outside,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,AGAINST,134,76,56,0,2,0
Cleveland,Kingsland Outside,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,FOR,86,54,28,3,1,0
Cleveland,Kingsland Outside,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,AGAINST,134,75,56,3,0,0
Cleveland,Kingsland Outside,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,FOR,86,54,29,0,3,0
Cleveland,Kingsland Outside,State Senate,27,Dem,Senator Bobby J. Pierce,53,30,21,2,0,0
Cleveland,Kingsland Outside,State Senate,27,Rep,Trent Garner,164,98,62,1,3,0
Cleveland,Kingsland Outside,U.S. House,4,Lib,Kerry Hicks,20,9,9,2,0,0
Cleveland,Kingsland Outside,U.S. House,4,Rep,Congressman Bruce Westerman,185,109,72,1,3,0
Cleveland,Kingsland Outside,U.S. President & Vice President,,Bet,Evan McMullin/Nathan Johnson,3,3,0,0,0,0
Cleveland,Kingsland Outside,U.S. President & Vice President,,Dem,Hillary Clinton/Tim Kaine,26,12,12,2,0,0
Cleveland,Kingsland Outside,U.S. President & Vice President,,Ind,Jim Hedges/Bill Bayes,2,1,1,0,0,0
Cleveland,Kingsland Outside,U.S. President & Vice President,,Lib,Gary Johnson/Bill Weld,3,2,1,0,0,0
Cleveland,Kingsland Outside,U.S. President & Vice President,,Rep,Donald J. Trump/Michael R. Pence,187,111,72,1,3,0
Cleveland,Kingsland Outside,U.S. Senate,,Dem,Conner Eldridge,58,35,21,2,0,0
Cleveland,Kingsland Outside,U.S. Senate,,Lib,Frank Gilbert,7,3,4,0,0,0
Cleveland,Kingsland Outside,U.S. Senate,,Rep,Senator John Boozman,154,89,61,1,3,0
Cleveland,Kingsland Outside,Unopposed Candidates,,Non,For,153,90,59,3,1,0
Cleveland,Lee,1.5% SALES AND USE TAX,,Non,AGAINST,94,81,11,2,0,0
Cleveland,Lee,1.5% SALES AND USE TAX,,Non,FOR,45,33,12,0,0,0
Cleveland,Lee,Cleveland County Circuit & County Clerk,,Rep,Jimmy D Cummings,126,105,19,2,0,0
Cleveland,Lee,Court of Appeals Associate Judge District 05,,Non,James McMenis,33,26,7,0,0,0
Cleveland,Lee,Court of Appeals Associate Judge District 05,,Non,Mark Klappenbach,100,84,14,2,0,0
Cleveland,Lee,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,AGAINST,58,50,8,0,0,0
Cleveland,Lee,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,FOR,81,65,14,2,0,0
Cleveland,Lee,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,AGAINST,52,44,8,0,0,0
Cleveland,Lee,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,FOR,87,71,14,2,0,0
Cleveland,Lee,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,AGAINST,56,46,10,0,0,0
Cleveland,Lee,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,FOR,83,69,12,2,0,0
Cleveland,Lee,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,AGAINST,82,70,12,0,0,0
Cleveland,Lee,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,FOR,57,45,10,2,0,0
Cleveland,Lee,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,AGAINST,90,75,13,2,0,0
Cleveland,Lee,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,FOR,48,38,10,0,0,0
Cleveland,Lee,State Representative,10,Dem,Dorothy Hall,56,49,6,1,0,0
Cleveland,Lee,State Representative,10,Rep,Representative Mike Holcomb,81,64,16,1,0,0
Cleveland,Lee,State Senate,26,Dem,Senator Eddie L. Cheatham,83,70,12,1,0,0
Cleveland,Lee,State Senate,26,Lib,Elvis Presley,43,37,5,1,0,0
Cleveland,Lee,U.S. House,4,Lib,Kerry Hicks,19,16,3,0,0,0
Cleveland,Lee,U.S. House,4,Rep,Congressman Bruce Westerman,107,87,18,2,0,0
Cleveland,Lee,U.S. President & Vice President,,Bet,Evan McMullin/Nathan Johnson,7,7,0,0,0,0
Cleveland,Lee,U.S. President & Vice President,,Dem,Hillary Clinton/Tim Kaine,33,28,4,1,0,0
Cleveland,Lee,U.S. President & Vice President,,Ind,Jim Hedges/Bill Bayes,1,1,0,0,0,0
Cleveland,Lee,U.S. President & Vice President,,Lib,Gary Johnson/Bill Weld,2,2,0,0,0,0
Cleveland,Lee,U.S. President & Vice President,,Rep,Donald J. Trump/Michael R. Pence,99,78,20,1,0,0
Cleveland,Lee,U.S. Senate,,Dem,Conner Eldridge,37,32,4,1,0,0
Cleveland,Lee,U.S. Senate,,Lib,Frank Gilbert,3,3,0,0,0,0
Cleveland,Lee,U.S. Senate,,Rep,Senator John Boozman,92,73,18,1,0,0
Cleveland,Lee,Unopposed Candidates,,Non,For,85,72,11,2,0,0
Cleveland,Miller,1.5% SALES AND USE TAX,,Non,AGAINST,169,141,26,1,1,0
Cleveland,Miller,1.5% SALES AND USE TAX,,Non,FOR,125,87,36,0,2,0
Cleveland,Miller,Cleveland County Circuit & County Clerk,,Rep,Jimmy D Cummings,285,222,59,1,3,0
Cleveland,Miller,Court of Appeals Associate Judge District 05,,Non,James McMenis,127,101,25,0,1,0
Cleveland,Miller,Court of Appeals Associate Judge District 05,,Non,Mark Klappenbach,152,116,34,0,2,0
Cleveland,Miller,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,AGAINST,111,89,20,1,1,0
Cleveland,Miller,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,FOR,180,137,41,0,2,0
Cleveland,Miller,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,AGAINST,93,77,14,1,1,0
Cleveland,Miller,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,FOR,203,151,50,0,2,0
Cleveland,Miller,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,AGAINST,119,93,25,1,0,0
Cleveland,Miller,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,FOR,177,136,38,0,3,0
Cleveland,Miller,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,AGAINST,171,136,32,1,2,0
Cleveland,Miller,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,FOR,124,92,31,0,1,0
Cleveland,Miller,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,AGAINST,144,119,24,0,1,0
Cleveland,Miller,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,FOR,152,110,39,1,2,0
Cleveland,Miller,State Representative,10,Dem,Dorothy Hall,119,96,21,1,1,0
Cleveland,Miller,State Representative,10,Rep,Representative Mike Holcomb,182,137,43,0,2,0
Cleveland,Miller,State Senate,26,Dem,Senator Eddie L. Cheatham,173,129,43,0,1,0
Cleveland,Miller,State Senate,26,Lib,Elvis Presley,101,83,16,0,2,0
Cleveland,Miller,U.S. House,4,Lib,Kerry Hicks,44,34,9,0,1,0
Cleveland,Miller,U.S. House,4,Rep,Congressman Bruce Westerman,247,191,53,1,2,0
Cleveland,Miller,U.S. President & Vice President,,Bet,Evan McMullin/Nathan Johnson,3,2,1,0,0,0
Cleveland,Miller,U.S. President & Vice President,,Con,Darrell L. Castle/Scott N. Bradley,1,1,0,0,0,0
Cleveland,Miller,U.S. President & Vice President,,Dem,Hillary Clinton/Tim Kaine,39,26,13,0,0,0
Cleveland,Miller,U.S. President & Vice President,,Ind,Jim Hedges/Bill Bayes,3,3,0,0,0,0
Cleveland,Miller,U.S. President & Vice President,,Lib,Gary Johnson/Bill Weld,8,5,2,0,1,0
Cleveland,Miller,U.S. President & Vice President,,Rep,Donald J. Trump/Michael R. Pence,249,198,48,1,2,0
Cleveland,Miller,U.S. Senate,,Dem,Conner Eldridge,83,62,20,0,1,0
Cleveland,Miller,U.S. Senate,,Lib,Frank Gilbert,11,10,1,0,0,0
Cleveland,Miller,U.S. Senate,,Rep,Senator John Boozman,205,159,43,1,2,0
Cleveland,Miller,Unopposed Candidates,,Non,For,183,140,42,1,0,0
Cleveland,Niven,1.5% SALES AND USE TAX,,Non,AGAINST,87,54,31,0,2,0
Cleveland,Niven,1.5% SALES AND USE TAX,,Non,FOR,60,32,25,2,1,0
Cleveland,Niven,Cleveland County Circuit & County Clerk,,Rep,Jimmy D Cummings,132,82,45,2,3,0
Cleveland,Niven,Court of Appeals Associate Judge District 05,,Non,James McMenis,53,37,14,1,1,0
Cleveland,Niven,Court of Appeals Associate Judge District 05,,Non,Mark Klappenbach,84,43,38,1,2,0
Cleveland,Niven,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,AGAINST,46,27,18,0,1,0
Cleveland,Niven,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,FOR,101,60,37,2,2,0
Cleveland,Niven,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,AGAINST,54,36,17,0,1,0
Cleveland,Niven,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,FOR,93,50,39,2,2,0
Cleveland,Niven,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,AGAINST,45,25,19,0,1,0
Cleveland,Niven,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,FOR,100,61,35,2,2,0
Cleveland,Niven,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,AGAINST,72,43,26,1,2,0
Cleveland,Niven,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,FOR,74,43,29,1,1,0
Cleveland,Niven,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,AGAINST,74,42,30,0,2,0
Cleveland,Niven,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,FOR,71,43,25,2,1,0
Cleveland,Niven,State Representative,10,Dem,Dorothy Hall,67,38,26,2,1,0
Cleveland,Niven,State Representative,10,Rep,Representative Mike Holcomb,80,48,30,0,2,0
Cleveland,Niven,State Senate,27,Dem,Senator Bobby J. Pierce,54,28,23,2,1,0
Cleveland,Niven,State Senate,27,Rep,Trent Garner,91,57,32,0,2,0
Cleveland,Niven,U.S. House,4,Lib,Kerry Hicks,27,12,13,1,1,0
Cleveland,Niven,U.S. House,4,Rep,Congressman Bruce Westerman,111,67,41,1,2,0
Cleveland,Niven,U.S. President & Vice President,,Bet,Evan McMullin/Nathan Johnson,2,2,0,0,0,0
Cleveland,Niven,U.S. President & Vice President,,Dem,Hillary Clinton/Tim Kaine,39,20,16,2,1,0
Cleveland,Niven,U.S. President & Vice President,,Ind,Jim Hedges/Bill Bayes,2,1,1,0,0,0
Cleveland,Niven,U.S. President & Vice President,,Lib,Gary Johnson/Bill Weld,2,1,1,0,0,0
Cleveland,Niven,U.S. President & Vice President,,Rep,Donald J. Trump/Michael R. Pence,102,62,38,0,2,0
Cleveland,Niven,U.S. Senate,,Dem,Conner Eldridge,49,25,21,2,1,0
Cleveland,Niven,U.S. Senate,,Lib,Frank Gilbert,1,1,0,0,0,0
Cleveland,Niven,U.S. Senate,,Rep,Senator John Boozman,95,59,34,0,2,0
Cleveland,Niven,Unopposed Candidates,,Non,For,93,49,40,2,2,0
Cleveland,Redland,1.5% SALES AND USE TAX,,Non,AGAINST,199,149,49,0,1,0
Cleveland,Redland,1.5% SALES AND USE TAX,,Non,FOR,59,38,21,0,0,0
Cleveland,Redland,Cleveland County Circuit & County Clerk,,Rep,Jimmy D Cummings,223,157,65,0,1,0
Cleveland,Redland,Court of Appeals Associate Judge District 05,,Non,James McMenis,40,31,9,0,0,0
Cleveland,Redland,Court of Appeals Associate Judge District 05,,Non,Mark Klappenbach,213,153,59,0,1,0
Cleveland,Redland,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,AGAINST,100,76,24,0,0,0
Cleveland,Redland,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,Non,FOR,152,106,45,0,1,0
Cleveland,Redland,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,AGAINST,91,66,24,0,1,0
Cleveland,Redland,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,Non,FOR,163,118,45,0,0,0
Cleveland,Redland,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,AGAINST,107,67,39,0,1,0
Cleveland,Redland,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,Non,FOR,145,117,28,0,0,0
Cleveland,Redland,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,AGAINST,161,111,50,0,0,0
Cleveland,Redland,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,Non,FOR,95,74,20,0,1,0
Cleveland,Redland,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,AGAINST,189,142,46,0,1,0
Cleveland,Redland,JAIL & LAW ENFORCEMENT FACILITIES BONDS & 1% SALE,,Non,FOR,68,45,23,0,0,0
Cleveland,Redland,State Senate,27,Dem,Senator Bobby J. Pierce,93,75,18,0,0,0
Cleveland,Redland,State Senate,27,Rep,Trent Garner,160,108,51,0,1,0
Cleveland,Redland,U.S. House,4,Lib,Kerry Hicks,50,44,5,0,1,0
Cleveland,Redland,U.S. House,4,Rep,Congressman Bruce Westerman,192,131,61,0,0,0
Cleveland,Redland,U.S. President & Vice President,,Bet,Evan McMullin/Nathan Johnson,9,9,0,0,0,0
Cleveland,Redland,U.S. President & Vice President,,Con,Darrell L. Castle/Scott N. Bradley,1,1,0,0,0,0
Cleveland,Redland,U.S. President & Vice President,,Dem,Hillary Clinton/Tim Kaine,70,59,11,0,0,0
Cleveland,Redland,U.S. President & Vice President,,Gre,Jill Stein/Ajamu Baraka,2,2,0,0,0,0
Cleveland,Redland,U.S. President & Vice President,,Ind,Jim Hedges/Bill Bayes,3,3,0,0,0,0
Cleveland,Redland,U.S. President & Vice President,,Lib,Gary Johnson/Bill Weld,5,3,1,0,1,0
Cleveland,Redland,U.S. President & Vice President,,Rep,Donald J. Trump/Michael R. Pence,177,119,58,0,0,0
Cleveland,Redland,U.S. Senate,,Dem,Conner Eldridge,74,60,14,0,0,0
Cleveland,Redland,U.S. Senate,,Lib,Frank Gilbert,6,5,0,0,1,0
Cleveland,Redland,U.S. Senate,,Rep,Senator John Boozman,184,128,56,0,0,0
Cleveland,Redland,Unopposed Candidates,,Non,For,150,103,46,0,1,0
Cleveland,Rison Inside,1.5% SALES AND USE TAX,,Non,AGAINST,241,68,163,7,3,0
Cleveland,Rison Inside,1.5% SALES AND USE TAX,,Non,FOR,189,44,138,4,3,0
Cleveland,Rison Inside,"Alderman, City of Rison Ward C, Postion 1",,Dem,Curtis J. Marks,63,17,44,0,2,0
Cleveland,Rison Inside,"Alderman, City of Rison Ward C, Postion 1",,Rep,Jimmy Bowlin,67,16,49,1,1,0
Cleveland,Rison Inside,Cleveland County Circuit & County Clerk,,Rep,Jimmy D Cummings,376,93,268,10,5,0
