precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_dem_CLINTON,gen_dem_SANDERS,gen_rep_CARSON,gen_rep_CRUZ,gen_rep_KASICH,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
King2088,94,104,1,1,9,13,0,42,0,0,0,492,24,198,534
King2089,8,29,0,1,1,4,0,0,160,0,0,0,6,37,160
King2090,68,59,0,2,2,2,0,0,0,361,0,0,6,127,361
King2092,87,35,1,2,3,4,10,0,0,0,273,0,10,122,283
King2093,102,62,0,0,5,7,0,16,0,0,0,409,12,164,425
King2094,53,29,2,0,0,3,0,0,225,0,0,0,5,82,225
King2095,65,22,0,2,3,3,0,0,0,16,0,0,8,87,16
King2097,71,41,0,5,4,3,320,0,0,0,19,0,12,112,339
King2098,100,52,0,5,7,6,0,350,0,0,0,22,18,152,372
King2099,101,46,1,2,6,12,0,0,34,0,0,0,21,147,34
King210,42,30,2,0,8,43,0,0,187,0,0,0,53,72,187
King2100,74,40,0,2,3,8,0,0,0,315,0,0,13,114,315
King2104,79,42,0,0,3,1,0,0,0,21,0,0,4,121,21
King2109,23,70,1,1,6,4,349,0,0,0,28,0,12,93,377
King211,57,29,1,3,12,31,0,0,0,71,0,0,47,86,71
King2110,47,67,0,1,2,4,0,349,0,0,0,8,7,114,357
King2113,30,51,0,0,0,2,0,0,23,0,0,0,2,81,23
King2115,17,73,0,1,5,1,0,0,0,575,0,0,7,90,575
King2116,51,34,0,2,0,3,0,0,0,13,0,0,5,85,13
King2118,71,54,0,1,7,12,329,0,0,0,18,0,20,125,347
King2119,58,47,0,1,1,5,0,259,0,0,0,18,7,105,277
King2120,86,62,0,2,0,4,0,0,17,0,0,0,6,148,17
King2121,48,82,0,0,3,10,0,0,0,377,0,0,13,130,377
King2126,98,132,0,5,5,21,51,0,0,0,553,0,31,230,604
King2128,59,87,3,8,6,15,44,0,0,0,405,0,32,146,449
King2129,91,107,0,5,4,8,0,47,0,0,0,539,17,198,586
King213,46,43,0,5,3,27,220,0,0,0,77,0,35,89,297
King2130,74,67,0,0,3,10,0,0,317,0,0,0,13,141,317
King2131,108,112,0,2,5,19,0,0,0,79,0,0,26,220,79
King2134,55,86,2,3,1,9,393,0,0,0,32,0,15,141,425
King214,62,22,2,6,1,27,0,153,0,0,0,54,36,84,207
King2142,126,98,1,7,9,16,0,68,0,0,0,471,33,224,539
King2143,55,41,1,0,4,12,0,0,191,0,0,0,17,96,191
King2145,63,47,2,5,14,19,0,0,0,58,0,0,40,110,58
King2146,52,45,1,0,3,7,0,285,0,0,0,13,11,97,298
King2147,92,66,0,0,4,14,0,0,27,0,0,0,18,158,27
King2148,55,54,0,0,2,7,0,0,0,302,0,0,9,109,302
King2153,50,73,0,3,3,14,321,0,0,0,50,0,20,123,371
King216,34,28,2,10,5,23,0,0,83,0,0,0,40,62,83
King2161,83,56,1,2,3,7,21,0,0,0,391,0,13,139,412
King2162,60,44,0,1,2,6,0,22,0,0,0,306,9,104,328
King2163,53,23,1,1,4,3,0,0,227,0,0,0,9,76,227
King2164,63,54,2,2,6,1,0,0,0,17,0,0,11,117,17
King2166,57,58,0,0,3,4,290,0,0,0,15,0,7,115,305
King2167,65,43,0,4,1,3,0,240,0,0,0,38,8,108,278
King2168,86,78,0,1,3,5,0,0,25,0,0,0,9,164,25
King217,50,38,1,5,9,29,0,0,0,243,0,0,44,88,243
King2170,87,51,2,1,5,7,0,0,0,361,0,0,15,138,361
King2172,75,49,0,2,2,8,20,0,0,0,253,0,12,124,273
King220,57,19,0,11,15,38,221,0,0,0,92,0,64,76,313
King2200,66,48,1,2,7,24,0,0,41,0,0,0,34,114,41
King2201,111,44,0,3,8,14,0,0,0,351,0,0,25,155,351
King2203,106,132,0,10,4,23,72,0,0,0,0,0,37,238,72
King2204,57,49,1,3,5,9,0,29,0,0,0,240,18,106,269
King2206,71,46,0,6,1,8,0,0,313,0,0,0,15,117,313
King2208,73,30,0,3,3,9,0,0,0,26,0,0,15,103,26
King221,81,39,4,7,13,52,155,0,0,0,315,0,76,120,470
King2210,163,44,6,10,7,28,0,0,0,0,81,0,51,207,81
King2211,84,88,5,3,1,21,0,414,0,0,0,69,30,172,483
King2215,162,84,2,4,14,51,0,0,102,0,0,0,71,246,102
King2216,60,56,2,2,6,19,0,0,0,260,0,0,29,116,260
King2218,89,112,3,4,4,29,67,0,0,0,0,0,40,201,67
King2221,80,74,0,1,1,15,0,377,0,0,0,53,17,154,430
King2224,85,72,1,1,5,17,0,54,0,0,0,395,24,157,449
King2228,70,60,0,1,2,8,0,0,38,0,0,0,11,130,38
King223,66,20,0,1,14,29,0,80,0,0,0,254,44,86,334
King2231,87,55,1,2,9,11,0,0,0,475,0,0,23,142,475
King2236,57,48,2,0,5,7,26,0,0,0,311,0,14,105,337
King2238,162,109,0,1,8,16,35,0,0,0,675,0,25,271,710
King2239,107,74,2,5,3,9,0,38,0,0,0,455,19,181,493
King224,89,43,2,5,16,50,0,0,379,0,0,0,73,132,379
King2240,101,45,0,0,3,10,0,18,0,0,0,372,13,146,390
King2243,96,38,0,5,2,21,0,0,363,0,0,0,28,134,363
King2244,72,31,0,1,6,3,0,0,0,10,0,0,10,103,10
King2247,141,66,1,3,12,13,496,0,0,0,45,0,29,207,541
King2249,44,7,0,3,5,10,0,184,0,0,0,28,18,51,212
King225,61,28,0,5,13,51,0,0,0,114,0,0,69,89,114
King2251,91,58,1,5,3,18,0,0,47,0,0,0,27,149,47
King2252,43,26,0,2,4,5,0,0,0,212,0,0,11,69,212
King2257,125,115,1,4,11,12,56,0,0,0,650,0,28,240,706
King2260,127,104,1,5,9,18,0,43,0,0,0,598,33,231,641
King2261,48,30,0,3,2,7,0,0,215,0,0,0,12,78,215
King2263,119,73,0,4,13,12,0,0,0,37,0,0,29,192,37
King2266,60,25,1,0,18,29,308,0,0,0,82,0,48,85,390
King2267,68,96,0,4,5,12,0,398,0,0,0,31,21,164,429
King2268,64,25,0,1,2,12,0,0,33,0,0,0,15,89,33
King2269,55,34,0,0,7,3,0,0,0,249,0,0,10,89,249
King227,81,70,1,9,16,41,367,0,0,0,98,0,67,151,465
King2271,89,41,5,0,10,10,37,0,0,0,402,0,25,130,439
King2272,87,33,1,3,6,16,0,35,0,0,0,273,26,120,308
King2274,51,32,0,0,1,10,0,0,230,0,0,0,11,83,230
King2275,14,32,0,1,1,3,0,0,0,18,0,0,5,46,18
King2277,110,69,0,0,4,12,436,0,0,0,27,0,16,179,463
King2280,139,97,0,1,7,15,0,513,0,0,0,43,23,236,556
King2282,107,84,1,3,10,13,0,0,52,0,0,0,27,191,52
King2283,48,35,0,2,2,4,0,0,0,284,0,0,8,83,284
King2286,81,57,0,5,5,5,42,0,0,0,339,0,15,138,381
King2289,54,38,0,2,3,7,0,21,0,0,0,254,12,92,275
King229,86,46,0,11,10,70,0,0,0,183,0,0,91,132,183
King2290,51,32,1,0,3,6,0,0,229,0,0,0,10,83,229
King2291,62,61,0,4,2,9,0,0,0,22,0,0,15,123,22
King2293,71,58,1,0,7,13,352,0,0,0,26,0,21,129,378
King2295,82,59,1,3,2,11,0,425,0,0,0,30,17,141,455
King2296,60,43,0,5,4,15,0,0,35,0,0,0,24,103,35
King2297,56,36,0,4,2,11,0,0,0,225,0,0,17,92,225
King2299,70,65,0,4,1,4,14,0,0,0,321,0,9,135,335
King2300,94,68,1,5,7,13,0,39,0,0,0,407,26,162,446
King2302,79,38,0,2,5,13,0,0,308,0,0,0,20,117,308
King2303,74,50,0,0,2,12,0,0,0,37,0,0,14,124,37
King2305,73,46,0,2,6,14,277,0,0,0,34,0,22,119,311
King2306,51,34,2,1,2,8,0,228,0,0,0,31,13,85,259
King2307,69,32,0,0,2,4,0,0,18,0,0,0,6,101,18
King2308,53,62,0,3,3,9,0,0,0,284,0,0,15,115,284
King231,74,65,1,4,2,30,79,0,0,0,343,0,37,139,422
King2310,99,50,0,4,5,16,25,0,0,0,318,0,25,149,343
King2311,63,70,1,1,4,11,0,36,0,0,0,339,17,133,375
King2313,97,91,1,3,5,20,0,0,395,0,0,0,29,188,395
King2314,60,55,1,1,0,9,0,0,0,23,0,0,11,115,23
King2317,72,62,1,2,2,11,328,0,0,0,35,0,16,134,363
King2318,67,31,0,0,2,5,0,232,0,0,0,17,7,98,249
King2319,91,58,2,6,1,27,0,0,65,0,0,0,36,149,65
King2320,70,34,1,3,6,19,0,0,0,250,0,0,29,104,250
King2322,80,85,2,0,4,10,31,0,0,0,362,0,16,165,393
King2323,107,95,0,1,4,16,0,42,0,0,0,419,21,202,461
King2324,68,67,1,4,1,8,0,0,303,0,0,0,14,135,303
King2325,95,54,1,6,6,37,0,0,0,72,0,0,50,149,72
King2327,61,45,1,0,5,11,236,0,0,0,35,0,17,106,271
King2328,37,40,1,4,5,14,0,234,0,0,0,43,24,77,277
King233,106,65,0,2,2,20,0,0,474,0,0,0,24,171,474
King2330,69,46,2,5,4,7,0,0,24,0,0,0,18,115,24
King2332,48,39,0,4,1,8,0,0,0,198,0,0,13,87,198
King2334,72,106,2,5,6,20,65,0,0,0,403,0,33,178,468
King2335,71,107,0,1,3,16,0,62,0,0,0,406,20,178,468
King2336,96,87,0,4,2,20,0,0,516,0,0,0,26,183,516
King2337,50,58,0,3,1,12,0,0,0,40,0,0,16,108,40
King2339,46,52,2,2,4,13,206,0,0,0,40,0,21,98,246
King2340,104,99,1,5,6,29,0,456,0,0,0,69,41,203,525
King2341,93,86,4,5,5,21,0,0,60,0,0,0,35,179,60
King2342,54,48,1,3,4,12,0,0,0,272,0,0,20,102,272
King2344,113,91,1,6,3,20,66,0,0,0,563,0,30,204,629
King2345,60,18,2,3,6,10,0,33,0,0,0,237,21,78,270
King2346,65,46,0,3,4,8,0,0,281,0,0,0,15,111,281
King2347,65,72,2,2,1,23,0,0,0,54,0,0,28,137,54
King2349,60,42,0,0,2,17,282,0,0,0,37,0,19,102,319
King2350,64,65,1,1,4,22,0,287,0,0,0,62,28,129,349
King2351,76,44,0,1,2,12,0,0,17,0,0,0,15,120,17
King2352,39,48,0,2,1,10,0,0,0,243,0,0,13,87,243
King2355,58,47,0,2,5,27,70,0,0,0,226,0,34,105,296
King2357,103,66,1,2,0,21,0,57,0,0,0,352,24,169,409
King2358,179,118,1,8,15,31,0,0,700,0,0,0,55,297,700
King2359,61,34,0,2,3,9,0,0,0,38,0,0,14,95,38
King236,78,93,1,2,2,18,323,0,0,0,54,0,23,171,377
King2361,43,36,1,2,2,22,232,0,0,0,48,0,27,79,280
King2363,57,57,0,1,1,14,0,260,0,0,0,35,16,114,295
King2364,57,26,0,0,3,11,0,0,31,0,0,0,14,83,31
King2366,64,53,0,2,3,13,0,0,0,306,0,0,18,117,306
King2369,89,68,1,3,5,30,56,0,0,0,283,0,39,157,339
King2370,37,60,1,2,3,18,0,38,0,0,0,282,24,97,320
King2371,129,77,3,0,3,23,0,0,471,0,0,0,29,206,471
King2373,108,106,1,2,5,23,0,0,0,73,0,0,31,214,73
King2377,153,54,1,2,8,11,437,0,0,0,52,0,22,207,489
King2378,69,23,1,0,11,9,0,227,0,0,0,31,21,92,258
King2379,79,84,2,8,9,16,0,0,49,0,0,0,35,163,49
King2381,76,62,6,3,11,94,0,334,0,0,0,215,114,138,549
King2383,56,43,3,5,5,76,0,0,269,0,0,0,89,99,269
King2384,39,42,5,17,3,64,173,0,0,0,168,0,89,81,341
King2386,45,17,0,2,5,23,58,0,0,0,149,0,30,62,207
King2390,32,50,5,4,5,39,0,202,0,0,0,145,53,82,347
King2391,33,28,1,5,11,64,0,0,174,0,0,0,81,61,174
King2394,104,35,3,14,12,29,0,0,0,258,0,0,58,139,258
King24,71,52,2,8,2,35,0,77,0,0,0,276,47,123,353
King240,26,25,6,5,4,58,117,0,0,0,187,0,73,51,304
King2401,71,28,3,6,22,61,0,0,163,0,0,0,92,99,163
King2403,48,53,1,4,3,39,0,0,0,92,0,0,47,101,92
King2404,50,30,1,7,6,49,223,0,0,0,167,0,63,80,390
King2405,46,45,4,19,12,85,187,0,0,0,258,0,120,91,445
King2407,72,37,4,10,12,123,0,287,0,0,0,330,149,109,617
King2409,278,86,10,26,75,183,0,0,0,624,0,0,294,364,624
King241,90,74,1,10,11,31,389,0,0,0,93,0,53,164,482
King2413,62,23,5,6,4,67,0,0,189,0,0,0,82,85,189
King2416,64,48,2,5,8,49,112,0,0,0,252,0,64,112,364
King2417,5,1,3,1,0,7,24,0,0,0,0,24,11,6,48
King2421,56,51,2,13,7,36,242,0,0,0,134,0,58,107,376
King2423,82,45,1,11,17,59,0,386,0,0,0,196,88,127,582
King2426,75,40,3,9,6,73,0,137,0,0,0,246,91,115,383
King2428,94,54,0,5,12,41,0,145,0,0,0,379,58,148,524
King2429,90,59,2,9,21,54,0,0,433,0,0,0,86,149,433
King2430,83,35,0,6,26,48,126,0,0,0,293,0,80,118,419
King2432,37,39,0,2,8,21,0,78,0,0,0,221,31,76,299
King2434,56,34,0,0,17,32,0,0,250,0,0,0,49,90,250
King2439,41,38,1,2,4,21,207,0,0,0,37,0,28,79,244
King2441,62,48,3,9,12,47,0,0,0,271,0,0,71,110,271
King2443,28,42,1,2,1,16,0,0,147,0,0,0,20,70,147
King2444,55,49,0,7,6,19,249,0,0,0,82,0,32,104,331
King2445,78,15,0,1,19,38,0,0,0,282,0,0,58,93,282
King2447,56,40,2,9,17,46,0,0,0,132,0,0,74,96,132
King2448,54,48,2,4,16,43,0,297,0,0,0,123,65,102,420
King2449,76,35,0,5,5,44,0,0,109,0,0,0,54,111,109
King2450,55,37,1,1,14,61,0,0,0,252,0,0,77,92,252
King2453,61,61,0,3,3,19,0,0,0,60,0,0,25,122,60
King2455,64,57,1,3,2,35,0,70,0,0,0,284,41,121,354
King2456,96,63,0,12,20,78,0,191,0,0,0,434,110,159,625
King2457,88,91,0,13,12,51,378,0,0,0,133,0,76,179,511
King2459,104,53,5,12,21,86,432,0,0,0,212,0,124,157,644
King246,47,45,4,12,1,34,194,0,0,0,115,0,51,92,309
King2460,52,66,5,6,19,85,294,0,0,0,273,0,115,118,567
King2461,69,64,1,8,9,34,0,354,0,0,0,131,52,133,485
King2462,41,34,0,4,8,12,0,162,0,0,0,42,24,75,204
King2466,110,80,4,15,13,47,0,0,0,458,0,0,79,190,458
King2471,92,61,3,11,19,55,0,0,185,0,0,0,88,153,185
King2472,83,52,1,7,15,45,0,328,0,0,0,107,68,135,435
King2473,82,60,1,14,5,44,0,0,0,126,0,0,64,142,126
King2478,94,42,2,10,12,70,0,0,0,210,0,0,94,136,210
King248,47,35,1,2,5,24,0,0,0,80,0,0,32,82,80
King2480,56,42,2,6,7,29,0,232,0,0,0,96,44,98,328
King2485,51,55,3,5,4,47,266,0,0,0,137,0,59,106,403
King2488,98,90,2,10,9,72,0,432,0,0,0,160,93,188,592
King2489,65,62,1,10,6,35,0,0,0,310,0,0,52,127,310
King2490,70,49,3,6,15,65,0,312,0,0,0,179,89,119,491
King2491,69,49,2,10,12,50,175,0,0,0,355,0,74,118,530
King2492,29,41,2,7,7,43,83,0,0,0,199,0,59,70,282
King2493,69,33,1,11,15,45,0,0,0,281,0,0,72,102,281
King25,89,123,1,12,6,51,0,153,0,0,0,405,70,212,558
King2500,49,52,0,1,3,7,0,0,0,283,0,0,11,101,283
King2501,69,16,0,0,9,38,0,0,255,61,0,0,47,85,316
King2502,98,40,0,4,1,3,0,23,0,0,0,309,8,138,332
King2503,52,36,0,3,4,14,0,0,245,0,0,0,21,88,245
King2504,57,40,1,0,4,9,0,0,0,14,0,0,14,97,14
King2506,67,45,1,2,2,8,239,0,0,0,18,0,13,112,257
King2507,60,45,1,4,4,11,0,196,0,0,0,31,20,105,227
King2508,87,41,1,2,4,22,0,0,47,0,0,0,29,128,47
King2509,75,53,0,3,4,17,0,0,0,324,0,0,24,128,324
King251,54,27,2,3,1,38,0,0,0,213,0,0,44,81,213
King2511,92,42,2,4,10,15,51,0,0,0,352,0,31,134,403
King2512,102,68,2,2,4,24,0,50,0,0,0,385,32,170,435
King2513,87,49,0,0,5,18,0,0,364,0,0,0,23,136,364
King2514,65,20,0,0,6,25,0,0,0,51,0,0,31,85,51
King2517,98,82,3,2,7,32,447,0,0,0,67,0,44,180,514
King2518,44,59,1,2,2,11,0,281,0,0,0,35,16,103,316
King2520,84,66,0,0,1,16,0,0,43,0,0,0,17,150,43
King2522,70,49,0,3,4,26,0,0,0,264,0,0,33,119,264
King2524,59,24,0,0,1,5,15,0,0,0,166,0,6,83,181
King2526,95,40,0,2,5,19,0,41,0,0,0,333,26,135,374
King2527,68,27,1,5,2,12,0,0,214,0,0,0,20,95,214
King2528,131,42,2,4,12,27,0,0,0,74,0,0,45,173,74
King253,35,66,5,2,5,31,90,0,0,0,241,0,43,101,331
King2532,70,47,1,2,4,20,300,0,0,0,49,0,27,117,349
King2533,68,55,0,1,3,11,0,322,0,0,0,45,15,123,367
King2534,68,79,0,3,7,21,0,0,50,0,0,0,31,147,50
King2535,85,107,1,0,1,14,0,0,0,426,0,0,16,192,426
King2537,51,68,1,3,2,8,0,0,287,0,0,0,14,119,287
King2539,133,100,2,10,11,14,0,0,0,60,0,0,37,233,60
King254,79,80,3,11,18,31,0,114,0,0,0,327,63,159,441
King2541,23,56,0,0,0,2,0,0,255,0,0,0,2,79,255
King2542,49,38,0,1,2,2,0,0,0,12,0,0,5,87,12
King2544,32,25,0,0,5,8,223,0,0,0,30,0,13,57,253
King2545,94,98,0,1,0,11,0,580,0,0,0,17,12,192,597
King2546,46,68,0,0,0,2,0,0,5,0,0,0,2,114,5
King2547,37,62,0,1,0,1,0,0,0,343,0,0,2,99,343
King255,80,73,9,19,11,80,0,0,450,0,0,0,119,153,450
King2550,49,69,0,0,0,1,9,0,0,0,329,0,1,118,338
King2552,80,51,0,4,7,36,0,0,282,0,0,0,47,131,282
King2554,80,42,2,6,18,32,352,0,0,0,128,0,58,122,480
King2556,79,29,1,6,28,71,0,308,0,0,0,198,106,108,506
King2559,64,24,1,3,5,50,0,0,0,104,0,0,59,88,104
King256,86,53,4,10,8,57,0,0,0,183,0,0,79,139,183
King2561,66,56,3,12,8,42,0,0,153,0,0,0,65,122,153
King2563,51,65,2,10,12,49,0,284,0,0,0,137,73,116,421
King2566,47,28,0,7,5,22,0,0,0,179,0,0,34,75,179
King2567,43,41,1,7,4,35,0,0,0,106,0,0,47,84,106
King2568,91,75,5,18,3,88,0,0,237,0,0,0,114,166,237
King2570,59,52,0,10,8,49,247,0,0,0,129,0,67,111,376
King2573,89,62,2,15,9,81,212,0,0,0,313,0,107,151,525
King2575,80,47,3,11,30,56,182,0,0,0,387,0,100,127,569
King258,119,89,2,18,18,50,493,0,0,0,179,0,88,208,672
King2580,56,41,0,10,10,28,0,88,0,0,0,209,48,97,297
King2581,77,58,3,13,7,39,370,0,0,0,104,0,62,135,474
King2582,116,75,1,4,2,22,0,581,0,0,0,100,29,191,681
King2583,78,54,1,7,7,63,0,0,206,0,0,0,78,132,206
King2584,69,86,4,5,9,77,0,0,313,0,0,0,95,155,313
King2585,94,55,8,20,18,82,0,0,0,407,0,0,128,149,407
King2586,41,44,2,14,2,49,0,0,172,0,0,0,67,85,172
King2589,37,62,1,11,7,61,0,272,0,0,0,191,80,99,463
King259,36,66,4,3,4,32,0,263,0,0,0,96,43,102,359
King2590,41,74,0,2,3,8,30,0,0,0,291,0,13,115,321
King2592,56,50,0,4,3,2,0,16,0,0,0,298,9,106,314
King2593,57,39,0,1,6,3,0,0,232,0,0,0,10,96,232
King2594,62,43,4,5,9,41,0,0,0,139,0,0,59,105,139
King2595,66,59,1,4,5,33,0,0,0,286,0,0,43,125,286
King2597,73,70,2,8,7,45,0,0,0,371,0,0,62,143,371
King2598,101,26,6,7,15,39,0,109,0,0,0,336,67,127,445
King26,27,33,4,10,4,36,0,99,0,0,0,131,54,60,230
King260,139,59,5,21,33,83,0,0,204,0,0,0,142,198,204
King2603,76,62,2,9,15,83,0,0,323,0,0,0,109,138,323
King2605,53,35,2,6,14,23,100,0,0,0,228,0,45,88,328
King2607,58,41,2,4,9,15,0,0,0,347,0,0,30,99,347
King261,71,86,5,14,10,58,0,0,0,435,0,0,87,157,435
King2614,55,85,4,14,6,82,0,263,0,0,0,320,106,140,583
King2616,29,21,1,1,6,17,60,0,0,0,102,0,25,50,162
King2618,62,74,2,9,8,63,0,359,0,0,0,182,82,136,541
King2620,64,38,1,3,9,40,0,105,0,0,0,294,53,102,399
King2621,67,53,2,4,1,37,0,0,84,0,0,0,44,120,84
King2623,73,31,0,7,9,37,0,0,207,0,0,0,53,104,207
King2625,53,47,1,7,5,42,0,0,0,116,0,0,55,100,116
King2627,58,31,2,10,11,48,162,0,0,0,116,0,71,89,278
King2628,32,66,1,5,9,13,57,0,0,0,333,0,28,98,390
King2629,68,68,1,1,6,32,0,110,0,0,0,342,40,136,452
King2630,67,26,1,2,20,45,0,0,244,0,0,0,68,93,244
King2632,21,15,0,4,6,11,0,0,0,40,0,0,21,36,40
King2634,62,26,1,2,11,35,190,0,0,0,83,0,49,88,273
King2635,53,23,0,2,6,21,0,216,0,0,0,65,29,76,281
King2636,64,28,1,6,5,21,0,0,73,0,0,0,33,92,73
King2637,54,48,2,8,5,49,0,253,0,0,0,106,64,102,359
King2638,49,59,0,4,5,26,0,0,238,0,0,0,35,108,238
King2640,55,56,6,0,3,25,0,0,0,260,0,0,34,111,260
King2643,42,45,2,6,3,27,0,0,0,71,0,0,38,87,71
King2644,36,41,2,2,8,37,172,0,0,0,73,0,49,77,245
King2645,69,24,1,6,5,30,0,198,0,0,0,68,42,93,266
King2646,91,63,2,16,10,50,0,0,135,0,0,0,78,154,135
King2650,70,52,0,10,12,45,0,0,145,0,0,0,67,122,145
King2651,57,31,1,7,9,39,0,0,0,112,0,0,56,88,112
King2652,77,91,4,14,10,56,0,0,0,215,0,0,84,168,215
King2653,35,24,1,5,4,42,0,0,0,120,0,0,52,59,120
King2654,77,46,1,7,13,66,0,0,292,0,0,0,87,123,292
King2655,54,43,1,11,4,48,0,0,0,124,0,0,64,97,124
King2656,59,39,3,7,10,48,0,0,95,0,0,0,68,98,95
King2657,39,34,2,2,2,22,0,0,0,81,0,0,28,73,81
King2658,79,93,4,22,6,105,0,0,0,351,0,0,137,172,351
King2667,54,46,0,4,4,27,94,0,0,0,272,0,35,100,366
King267,80,70,1,5,4,30,0,388,0,0,0,98,40,150,486
King2671,132,51,5,15,18,83,0,0,212,0,0,0,121,183,212
King2672,56,39,3,4,12,31,0,0,0,253,0,0,50,95,253
King2674,62,51,2,5,2,42,125,0,0,0,262,0,51,113,387
King2676,89,85,7,10,7,60,439,0,0,0,194,0,84,174,633
King2677,44,27,0,6,6,24,0,197,0,0,0,86,36,71,283
King2679,76,45,1,11,4,63,149,0,0,0,320,0,79,121,469
King2683,70,51,7,4,11,60,0,0,190,0,0,0,82,121,190
King2684,35,16,0,2,8,43,0,0,169,0,0,0,53,51,169
King2686,103,92,0,1,4,23,0,0,432,0,0,0,28,195,432
King2689,63,43,0,10,8,61,247,0,0,0,135,0,79,106,382
King2690,78,40,0,5,10,40,0,132,0,0,0,310,55,118,442
King2691,39,76,2,3,3,33,75,0,0,0,333,0,41,115,408
King2692,48,22,0,2,12,32,0,110,0,0,0,190,46,70,300
King2693,82,74,4,6,6,36,0,0,0,169,0,0,52,156,169
King2699,37,17,0,4,1,42,0,0,105,0,0,0,47,54,105
King270,31,22,0,1,1,7,0,0,40,0,0,0,9,53,40
King2700,27,22,1,1,0,17,0,38,0,0,0,90,19,49,128
King2701,30,33,2,3,3,42,0,0,159,0,0,0,50,63,159
King2702,26,35,2,1,1,41,0,0,165,0,0,0,45,61,165
King2703,15,18,3,4,0,17,0,0,0,56,0,0,24,33,56
King2704,100,58,2,8,14,63,0,222,0,0,0,362,87,158,584
King2705,59,28,3,12,3,35,0,0,0,108,0,0,53,87,108
King2707,47,21,2,12,6,41,0,194,0,0,0,135,61,68,329
King2708,53,36,5,9,3,34,0,0,202,0,0,0,51,89,202
King2709,88,68,0,9,13,69,0,0,0,212,0,0,91,156,212
King271,93,62,1,3,0,29,85,0,0,0,394,0,33,155,479
King2710,58,53,1,7,10,39,0,297,0,0,0,155,57,111,452
King2711,46,54,6,3,7,48,0,0,0,215,0,0,64,100,215
King2714,97,32,0,2,15,62,0,0,0,365,0,0,79,129,365
King2716,59,74,0,5,2,32,323,0,0,0,77,0,39,133,400
King2718,67,50,2,4,19,32,0,116,0,0,0,375,57,117,491
King2722,55,50,4,10,11,37,0,126,0,0,0,320,62,105,446
King2723,97,35,4,4,5,92,0,0,0,163,0,0,105,132,163
King2725,77,68,3,20,9,60,0,428,0,0,0,204,92,145,632
King2728,46,26,2,3,6,37,96,0,0,0,193,0,48,72,289
King273,62,22,1,3,7,37,198,0,0,0,85,0,48,84,283
King2730,79,80,4,7,6,45,0,0,368,0,0,0,62,159,368
King2733,100,69,3,10,22,66,0,0,466,0,0,0,101,169,466
King2734,58,58,0,9,11,43,150,0,0,0,301,0,63,116,451
King2736,38,53,5,10,9,56,0,230,0,0,0,169,80,91,399
King2737,46,37,7,9,11,46,0,145,0,0,0,295,73,83,440
King274,50,32,1,0,5,18,0,0,43,0,0,0,24,82,43
King2740,34,26,1,6,6,37,0,0,129,0,0,0,50,60,129
King2741,61,44,3,15,8,72,0,218,0,0,0,251,98,105,469
King2742,51,58,3,4,4,67,298,0,0,0,210,0,78,109,508
King2743,96,101,2,3,10,36,0,0,0,105,0,0,51,197,105
King2746,34,50,3,7,12,41,0,0,192,0,0,0,63,84,192
King2748,54,69,3,12,7,66,0,0,307,0,0,0,88,123,307
King2750,77,49,0,2,3,17,316,0,0,0,63,0,22,126,379
King2752,67,47,2,4,8,34,264,0,0,0,93,0,48,114,357
King2753,62,71,3,6,3,13,0,0,0,55,0,0,25,133,55
King2754,47,24,0,2,9,39,0,0,82,0,0,0,50,71,82
King2759,81,66,3,2,4,61,161,0,0,0,373,0,70,147,534
King2760,85,72,5,15,5,48,0,0,0,143,0,0,73,157,143
King2762,85,55,4,9,11,39,0,123,0,0,0,314,63,140,437
King2763,56,29,1,3,4,18,0,177,0,0,0,42,26,85,219
King2764,30,23,0,2,6,16,0,0,0,170,0,0,24,53,170
King2767,81,55,1,9,24,56,0,0,359,0,0,0,90,136,359
King2768,86,81,2,13,5,37,0,0,0,132,0,0,57,167,132
King2769,79,61,4,18,22,61,0,186,0,0,0,396,105,140,582
King277,32,28,2,2,4,14,0,0,0,164,0,0,22,60,164
King2771,67,67,3,18,11,50,176,0,0,0,384,0,82,134,560
King2772,46,22,0,2,9,29,0,194,0,0,0,69,40,68,263
King2773,50,29,0,0,7,20,0,0,57,0,0,0,27,79,57
King2774,63,38,2,4,12,19,0,0,0,192,0,0,37,101,192
King2776,66,60,3,16,10,41,108,0,0,0,245,0,70,126,353
King2777,26,22,2,2,2,13,0,50,0,0,0,119,19,48,169
King2778,34,15,2,4,11,12,0,0,153,0,0,0,29,49,153
King278,66,43,0,1,4,8,0,0,0,35,0,0,13,109,35
King2782,22,28,0,5,2,19,39,0,0,0,111,0,26,50,150
King2783,72,64,3,11,2,57,0,0,0,134,0,0,73,136,134
King2785,47,46,2,7,9,48,0,252,0,0,0,114,66,93,366
King2786,80,32,0,3,3,15,233,0,0,0,52,0,21,112,285
King2788,44,12,1,5,10,48,0,0,201,0,0,0,64,56,201
King2789,21,58,0,9,3,16,52,0,0,0,255,0,28,79,307
King2790,66,31,0,8,11,44,0,110,0,0,0,319,63,97,429
King2791,82,44,2,12,14,39,379,0,0,0,127,0,67,126,506
King2795,69,92,1,4,4,8,0,594,0,0,0,52,17,161,646
