precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_dem_CLINTON,gen_dem_SANDERS,gen_rep_CARSON,gen_rep_CRUZ,gen_rep_KASICH,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
King1456,71,54,3,3,2,17,0,0,307,42,0,0,25,125,349
King1458,83,41,0,1,10,7,321,0,0,0,31,0,18,124,352
King1459,51,33,1,1,4,13,0,196,0,0,0,34,19,84,230
King146,35,34,1,2,11,17,0,56,0,0,0,186,31,69,242
King1460,57,33,0,1,2,21,0,0,57,0,0,0,24,90,57
King1461,92,38,2,4,11,31,0,0,0,283,0,0,48,130,283
King1463,53,41,0,1,3,9,34,0,0,0,211,0,13,94,245
King1464,59,52,0,2,4,13,0,34,0,0,0,282,19,111,316
King1465,66,37,0,5,7,21,0,0,291,0,0,0,33,103,291
King1466,52,43,0,0,4,5,0,0,0,19,0,0,9,95,19
King1468,100,91,0,1,9,29,617,0,0,0,63,0,39,191,680
King1469,43,51,1,2,3,15,0,339,0,0,0,43,21,94,382
King147,60,37,2,4,5,33,0,0,242,0,0,0,44,97,242
King1470,133,86,0,6,4,19,0,0,73,0,0,0,29,219,73
King1471,73,73,0,1,6,14,0,0,0,380,0,0,21,146,380
King1473,47,52,0,6,1,15,25,0,0,0,240,0,22,99,265
King1474,70,62,0,0,4,13,0,33,0,0,0,336,17,132,369
King1475,51,43,0,1,3,20,0,0,242,0,0,0,24,94,242
King1476,46,41,0,0,6,5,0,0,0,19,0,0,11,87,19
King1478,60,22,1,0,3,11,181,0,0,0,34,0,15,82,215
King1479,68,49,1,4,1,12,0,245,0,0,0,36,18,117,281
King1480,89,107,1,0,5,19,0,0,57,0,0,0,25,196,57
King1481,68,75,0,4,5,7,0,0,0,334,0,0,16,143,334
King1484,58,54,0,3,6,7,21,0,0,0,250,0,16,112,271
King1485,115,71,0,4,4,21,0,45,0,0,0,521,29,186,566
King1486,49,46,1,2,1,7,0,0,251,0,0,0,11,95,251
King1487,62,56,1,3,0,10,0,0,0,29,0,0,14,118,29
King1489,79,92,0,2,1,16,525,0,0,0,57,0,19,171,582
King149,48,51,1,4,7,20,0,0,0,81,0,0,32,99,81
King1490,61,65,1,5,3,11,0,322,0,0,0,38,20,126,360
King1493,67,131,0,3,3,10,0,0,43,0,0,0,16,198,43
King1494,68,69,0,1,2,26,0,0,0,399,0,0,29,137,399
King1497,69,105,2,1,4,37,95,0,0,0,469,0,44,174,564
King1498,102,93,0,3,5,22,0,65,0,0,0,477,30,195,542
King1499,86,73,1,4,5,21,0,0,375,0,0,0,31,159,375
King1500,115,85,2,1,3,15,0,0,0,51,0,0,21,200,51
King1502,66,38,0,4,3,14,267,0,0,0,36,0,21,104,303
King1504,85,66,1,0,7,10,0,328,0,0,0,30,18,151,358
King1506,52,20,1,6,7,15,0,0,42,0,0,0,29,72,42
King1507,74,47,0,1,5,14,0,0,0,274,0,0,20,121,274
King1509,45,23,0,2,5,9,18,0,0,0,210,0,16,68,228
King1510,69,55,0,7,4,16,0,46,0,0,0,300,27,124,346
King1511,48,55,1,1,0,14,0,0,235,0,0,0,16,103,235
King1512,28,43,0,1,1,5,0,0,0,18,0,0,7,71,18
King1514,77,111,3,1,8,13,379,0,0,0,39,0,25,188,418
King1515,72,70,0,1,2,6,0,300,0,0,0,32,9,142,332
King1516,68,39,0,3,3,21,0,0,42,0,0,0,27,107,42
King1517,43,33,0,1,1,5,0,0,0,214,0,0,7,76,214
King1519,58,30,3,4,2,14,38,0,0,0,232,0,23,88,270
King1520,47,41,1,1,9,8,0,37,0,0,0,233,19,88,270
King1521,42,30,0,1,3,18,0,0,202,0,0,0,22,72,202
King1522,64,32,0,0,2,12,0,0,0,41,0,0,14,96,41
King1524,53,48,0,0,4,12,225,0,0,0,34,0,16,101,259
King1526,53,36,0,0,4,16,0,186,0,0,0,29,20,89,215
King1527,99,84,0,4,7,16,0,0,58,0,0,0,27,183,58
King1529,34,37,0,3,1,15,0,0,0,189,0,0,19,71,189
King153,51,25,0,1,12,20,185,0,0,0,67,0,33,76,252
King1532,41,28,0,1,5,13,37,0,0,0,168,0,19,69,205
King1533,69,23,1,1,3,7,0,27,0,0,0,182,12,92,209
King1534,70,37,3,3,6,10,0,0,252,0,0,0,22,107,252
King1535,38,39,0,5,2,11,0,0,171,37,0,0,18,77,208
King1537,44,44,0,1,0,8,217,0,0,0,19,0,9,88,236
King1538,51,62,0,3,4,15,0,262,0,0,0,41,22,113,303
King1539,55,42,1,1,1,13,0,0,31,0,0,0,16,97,31
King154,39,8,0,0,8,24,0,153,0,0,0,59,32,47,212
King1540,46,48,1,1,0,8,0,0,0,227,0,0,10,94,227
King1543,73,20,2,4,10,24,56,0,0,0,212,0,40,93,268
King1545,39,72,2,0,1,16,0,51,0,0,0,273,19,111,324
King1546,84,51,0,3,5,26,0,0,284,0,0,0,34,135,284
King1550,63,79,0,2,5,11,0,0,0,37,0,0,18,142,37
King1553,52,44,0,3,1,18,0,0,0,282,0,0,22,96,282
King1557,47,26,1,0,0,17,39,0,0,0,230,0,18,73,269
King1558,91,55,4,3,3,24,0,47,0,0,0,450,34,146,497
King1559,53,33,0,4,0,7,0,0,240,0,0,0,11,86,240
King156,86,42,3,7,13,40,0,0,155,0,0,0,63,128,155
King1563,46,35,0,2,1,8,0,0,0,27,0,0,11,81,27
King1565,50,56,1,0,3,7,236,0,0,0,29,0,11,106,265
King1566,52,18,0,2,5,19,0,188,0,0,0,77,26,70,265
King1567,63,36,3,0,1,6,0,0,15,0,0,0,10,99,15
King1568,55,47,1,3,3,12,0,0,0,265,0,0,19,102,265
King1571,99,46,2,2,1,11,30,0,0,0,302,0,16,145,332
King1572,67,36,0,0,0,5,0,22,0,0,0,239,5,103,261
King1574,72,43,0,3,2,12,0,0,277,0,0,0,17,115,277
King1575,39,20,0,3,5,6,0,0,0,31,0,0,14,59,31
King1578,55,39,0,1,0,18,280,0,0,0,35,0,19,94,315
King1579,36,46,1,0,0,1,0,179,0,0,0,12,2,82,191
King1580,55,34,0,1,0,7,0,0,22,0,0,0,8,89,22
King1582,95,65,0,1,0,21,0,0,0,497,0,0,22,160,497
King1584,62,41,0,0,2,12,22,0,0,0,272,0,14,103,294
King1585,81,38,0,3,1,3,0,16,0,0,0,305,7,119,321
King1586,68,53,0,2,4,2,0,0,324,0,0,0,8,121,324
King1587,72,41,0,1,1,6,0,0,0,21,0,0,8,113,21
King1589,63,42,0,0,2,4,251,0,0,0,14,0,6,105,265
King159,70,47,1,7,16,30,0,0,0,283,0,0,54,117,283
King1590,70,42,1,0,4,6,0,258,0,0,0,10,11,112,268
King1591,66,53,0,0,2,8,0,0,16,0,0,0,10,119,16
King1592,127,116,2,1,4,4,0,0,0,856,0,0,11,243,856
King1594,130,71,0,4,0,16,29,0,0,0,610,0,20,201,639
King1596,91,67,0,1,2,16,0,37,0,0,0,374,19,158,411
King1597,126,96,1,2,4,23,552,0,0,0,57,0,30,222,609
King16,32,19,3,4,4,38,0,0,0,136,0,0,49,51,136
King1600,83,66,1,0,1,16,0,378,0,0,0,39,18,149,417
King1602,56,105,0,0,4,15,0,0,42,0,0,0,19,161,42
King1607,75,72,0,0,0,11,0,0,358,0,0,0,11,147,358
King1608,82,82,0,2,3,11,0,0,0,18,0,0,16,164,18
King1610,60,39,0,0,0,6,254,0,0,0,14,0,6,99,268
King1611,60,33,0,1,0,5,0,238,0,0,0,15,6,93,253
King1612,67,35,0,1,2,9,0,0,20,0,0,0,12,102,20
King1613,89,28,0,1,2,7,0,0,0,273,0,0,10,117,273
King1615,58,57,0,1,2,4,17,0,0,0,280,0,7,115,297
King1616,57,44,1,2,3,6,0,20,0,0,0,269,12,101,289
King1617,40,56,3,0,1,2,0,0,233,0,0,0,6,96,233
King1618,51,45,0,0,0,3,0,0,0,21,0,0,3,96,21
King162,36,23,1,4,7,16,44,0,0,0,138,0,28,59,182
King1620,47,34,0,1,2,8,245,0,0,0,31,0,11,81,276
King1621,53,28,0,1,2,8,0,225,0,0,0,24,11,81,249
King1622,99,46,0,1,2,16,0,0,34,0,0,0,19,145,34
King1624,78,63,2,1,3,15,0,0,0,366,0,0,21,141,366
King1628,52,38,0,0,1,9,0,0,0,304,0,0,10,90,304
King163,63,37,0,1,9,27,0,75,0,0,0,217,37,100,292
King1630,30,37,0,9,6,14,48,0,0,0,178,0,29,67,226
King1631,73,15,0,3,3,15,0,38,0,0,0,201,21,88,239
King1632,53,21,0,0,1,9,0,0,212,0,0,0,10,74,212
King1633,52,38,0,2,3,6,0,0,0,30,0,0,11,90,30
King1635,93,63,1,0,0,9,345,0,0,0,28,0,10,156,373
King1636,97,58,0,1,1,15,0,354,0,0,0,37,17,155,391
King1637,115,57,0,6,5,14,0,0,48,0,0,0,25,172,48
King1638,53,35,0,1,0,6,0,0,0,310,0,0,7,88,310
King164,36,34,3,6,6,26,0,0,163,0,0,0,41,70,163
King1641,66,44,1,1,0,14,43,0,0,0,285,0,16,110,328
King1643,85,50,2,2,2,15,55,0,0,0,431,0,21,135,486
King1646,58,34,1,1,1,12,0,24,0,0,0,338,15,92,362
King1647,118,51,0,5,4,20,0,0,476,0,0,0,29,169,476
King1648,115,84,0,1,1,12,0,0,0,54,0,0,14,199,54
King165,63,14,1,2,11,41,0,0,0,93,0,0,55,77,93
King1651,104,43,0,3,1,15,443,0,0,0,44,0,19,147,487
King1652,51,20,0,6,2,12,0,184,0,0,0,40,20,71,224
King1661,73,16,2,4,11,9,213,0,0,0,36,0,26,89,249
King1662,73,31,1,5,14,37,0,270,0,0,0,87,57,104,357
King1663,59,14,0,1,7,19,0,0,63,0,0,0,27,73,63
King1664,60,22,2,0,11,22,0,0,0,216,0,0,35,82,216
King1666,130,52,0,2,21,39,117,0,0,0,402,0,62,182,519
King1668,68,58,0,2,5,23,0,57,0,0,0,310,30,126,367
King167,49,19,1,8,1,20,164,0,0,0,59,0,30,68,223
King1670,109,48,0,0,14,29,0,0,364,0,0,0,43,157,364
King1672,52,17,1,1,8,16,0,0,0,37,0,0,26,69,37
King1675,58,19,1,5,4,16,204,0,0,0,58,0,26,77,262
King1676,54,16,0,0,8,19,0,179,0,0,0,45,27,70,224
King1677,56,25,0,2,16,23,0,0,71,0,0,0,41,81,71
King1679,91,27,0,4,13,20,0,0,0,301,0,0,37,118,301
King168,36,28,0,3,6,18,0,155,0,0,0,41,27,64,196
King1683,56,22,0,2,6,19,51,0,0,0,214,0,27,78,265
King1684,53,48,1,4,1,7,0,39,0,0,0,234,13,101,273
King1685,65,61,1,2,2,3,0,0,338,0,0,0,8,126,338
King1686,23,36,0,2,1,5,0,0,0,11,0,0,8,59,11
King1688,40,32,0,6,5,14,180,0,0,0,42,0,25,72,222
King1689,95,61,0,2,12,24,0,358,0,0,0,56,38,156,414
King169,59,34,0,4,5,32,0,0,85,0,0,0,41,93,85
King1690,49,25,0,3,2,14,0,0,43,0,0,0,19,74,43
King1691,48,35,0,2,2,14,0,0,0,229,0,0,18,83,229
King1693,86,19,2,3,8,15,43,0,0,0,261,0,28,105,304
King1695,105,38,0,1,10,29,0,63,0,0,0,340,40,143,403
King1696,81,23,1,4,9,40,0,0,286,0,0,0,54,104,286
King1697,51,46,1,4,2,18,0,0,0,36,0,0,25,97,36
King1699,46,43,1,0,2,10,199,0,0,0,39,0,13,89,238
King17,81,57,0,5,5,35,0,0,321,0,0,0,45,138,321
King170,34,21,1,4,2,20,0,0,0,124,0,0,27,55,124
King1700,65,31,0,0,1,12,0,274,0,0,0,42,13,96,316
King1701,72,47,0,0,3,17,0,0,30,0,0,0,20,119,30
King1702,110,58,1,3,11,24,0,0,0,433,0,0,39,168,433
King1704,84,64,0,3,3,9,45,0,0,0,467,0,15,148,512
King1709,29,58,0,1,3,11,0,26,0,0,0,267,15,87,293
King1710,33,46,0,2,4,8,0,0,268,0,0,0,14,79,268
King1711,107,93,0,0,11,28,0,0,0,61,0,0,39,200,61
King1713,49,43,1,2,2,6,265,0,0,0,19,0,11,92,284
King1714,96,72,2,2,1,14,0,397,0,0,0,33,19,168,430
King1715,39,64,0,0,4,6,0,0,16,0,0,0,10,103,16
King1716,46,65,0,1,2,3,0,0,0,282,0,0,6,111,282
King1718,40,28,0,2,4,6,18,0,0,0,246,0,12,68,264
King1719,101,57,1,2,10,12,0,48,0,0,0,384,25,158,432
King1720,71,85,0,1,6,12,0,0,436,0,0,0,19,156,436
King1721,79,69,0,1,5,11,0,0,0,30,0,0,17,148,30
King1723,85,43,0,4,9,11,316,0,0,0,31,0,24,128,347
King1724,79,29,0,3,7,19,0,249,0,0,0,45,29,108,294
King1725,65,45,0,2,1,4,0,0,18,0,0,0,7,110,18
King1726,68,50,1,3,2,8,0,0,0,304,0,0,14,118,304
King1729,36,26,0,0,1,7,11,0,0,0,183,0,8,62,194
King1730,89,31,1,3,2,14,0,26,0,0,0,294,20,120,320
King1731,83,50,1,4,1,5,0,0,318,0,0,0,11,133,318
King1732,97,51,0,1,5,14,0,0,0,42,0,0,20,148,42
King1735,55,17,0,1,3,4,202,0,0,0,15,0,8,72,217
King1736,71,36,1,1,4,10,0,250,0,0,0,34,16,107,284
King1737,62,48,0,2,5,12,0,0,29,0,0,0,19,110,29
King1738,80,24,1,0,1,12,0,0,0,231,0,0,14,104,231
King1740,70,29,1,1,4,6,21,0,0,0,266,0,12,99,287
King1741,48,47,0,1,2,13,0,21,0,0,0,277,16,95,298
King1742,60,26,0,0,7,7,0,0,272,0,0,0,14,86,272
King1743,77,31,0,1,5,10,0,0,0,33,0,0,16,108,33
King1746,51,32,0,0,2,3,240,0,0,0,23,0,5,83,263
King1747,80,26,0,0,4,5,0,251,0,0,0,15,9,106,266
King1748,50,33,0,0,3,8,0,0,17,0,0,0,11,83,17
King1749,94,117,0,5,8,19,0,0,0,541,0,0,32,211,541
King175,125,83,6,11,14,60,481,0,0,0,173,0,91,208,654
King1751,73,47,0,0,5,7,24,0,0,0,297,0,12,120,321
King1752,73,49,0,1,4,12,0,26,0,0,0,352,17,122,378
King1754,81,47,0,1,1,12,0,0,307,0,0,0,14,128,307
King1755,67,19,0,0,2,5,0,0,0,13,0,0,7,86,13
King1757,57,34,0,4,0,6,209,0,0,0,23,0,10,91,232
King1758,69,34,1,4,7,17,0,289,0,0,0,25,29,103,314
King1759,39,33,2,0,2,8,0,0,19,0,0,0,12,72,19
King176,92,48,1,4,5,51,0,328,0,0,0,119,61,140,447
King1760,72,31,0,1,0,6,0,0,0,259,0,0,7,103,259
King1762,72,24,0,2,1,7,28,0,0,0,250,0,10,96,278
King1763,59,36,2,2,2,7,0,17,0,0,0,250,13,95,267
King1764,70,18,0,0,4,7,0,0,216,0,0,0,11,88,216
King1765,55,24,0,1,0,2,0,0,0,14,0,0,3,79,14
King1767,54,101,1,3,4,20,434,0,0,0,42,0,28,155,476
King1768,58,31,0,1,4,12,0,248,0,0,0,40,17,89,288
King1769,45,25,0,1,1,10,0,0,21,0,0,0,12,70,21
King177,68,37,0,3,10,32,79,0,0,0,224,0,45,105,303
King1770,62,16,0,0,8,8,0,0,0,195,0,0,16,78,195
King1772,102,62,1,2,11,23,66,0,0,0,413,0,37,164,479
King1773,103,57,0,6,6,20,0,59,0,0,0,424,32,160,483
King1774,105,44,0,2,14,26,0,0,332,0,0,0,42,149,332
King1775,116,82,0,5,6,34,0,0,0,75,0,0,45,198,75
King1776,151,59,0,3,12,32,442,0,0,0,73,0,47,210,515
King1779,35,73,1,1,2,6,0,343,0,0,0,23,10,108,366
King178,27,40,0,4,2,14,0,50,0,0,0,216,20,67,266
King1780,71,60,1,1,4,22,0,0,42,0,0,0,28,131,42
King1781,53,46,0,3,1,7,0,0,0,210,0,0,11,99,210
King1784,116,62,1,1,5,14,32,0,0,0,449,0,21,178,481
King1787,49,53,0,1,1,5,0,26,0,0,0,362,7,102,388
King1788,283,97,1,5,18,19,0,0,587,0,0,0,43,380,587
King179,45,26,0,7,7,19,0,0,64,0,0,0,33,71,64
King180,37,21,0,6,7,18,0,0,0,174,0,0,31,58,174
King1803,46,31,0,1,6,13,224,0,0,0,32,0,20,77,256
King1805,50,58,0,2,9,9,0,358,0,0,0,40,20,108,398
King1806,57,90,0,0,5,10,0,0,40,0,0,0,15,147,40
King1808,39,40,0,1,1,4,0,0,0,231,0,0,6,79,231
King1813,32,41,0,2,0,11,26,0,0,0,215,0,13,73,241
King1815,92,54,0,2,2,20,0,42,0,0,0,359,24,146,401
King1816,67,39,0,1,4,8,0,0,233,0,0,0,13,106,233
King1817,48,18,0,1,9,5,0,0,0,20,0,0,15,66,20
King1819,111,23,2,1,18,30,323,0,0,0,69,0,51,134,392
King1821,55,8,0,0,9,8,0,169,0,0,0,24,17,63,193
King1823,16,5,0,1,0,5,0,0,17,0,0,0,6,21,17
King1824,79,61,0,2,2,5,0,0,0,330,0,0,9,140,330
King1826,115,73,0,1,2,10,0,0,18,0,0,0,13,188,18
King1827,107,77,3,2,4,17,26,0,0,0,438,0,26,184,464
King1831,59,51,0,0,4,3,0,20,0,0,0,302,7,110,322
King1833,106,81,0,0,2,8,0,0,536,0,0,0,10,187,536
King1834,49,62,0,0,1,3,0,0,0,14,0,0,4,111,14
King1835,169,92,1,6,22,30,0,0,0,534,0,0,59,261,534
King1839,109,137,2,0,2,9,636,0,0,0,18,0,13,246,654
King1840,97,77,0,4,1,11,0,464,0,0,0,44,16,174,508
King1841,89,145,0,2,2,8,0,0,34,0,0,0,12,234,34
King1843,71,125,0,0,4,4,38,0,0,0,710,0,8,196,748
King1845,76,73,0,1,3,4,0,23,0,0,0,461,8,149,484
King1846,24,66,0,0,2,2,0,0,281,0,0,0,4,90,281
King1847,50,77,0,1,0,8,0,0,0,15,0,0,9,127,15
King1850,85,117,2,3,2,14,0,0,0,493,0,0,21,202,493
King1851,96,84,0,0,1,12,562,0,0,0,22,0,13,180,584
King1854,63,42,0,1,0,8,24,0,0,0,283,0,9,105,307
King1855,85,99,0,2,6,2,0,554,0,0,0,14,10,184,568
King1856,101,101,2,1,3,8,0,0,20,0,0,0,14,202,20
King1857,62,84,0,1,1,3,0,0,0,482,0,0,5,146,482
King1859,70,87,0,2,2,4,10,0,0,0,485,0,8,157,495
King186,29,18,0,4,8,19,0,0,152,0,0,0,31,47,152
King1860,93,92,0,0,4,10,0,24,0,0,0,770,14,185,794
King1861,125,134,1,1,4,2,0,0,664,0,0,0,8,259,664
King1862,58,70,0,3,1,7,0,0,0,18,0,0,11,128,18
King1864,96,58,0,3,3,28,0,44,0,0,0,351,34,154,395
King1867,96,132,0,3,2,7,736,0,0,0,22,0,12,228,758
King1868,68,45,0,0,2,1,0,336,0,0,0,10,3,113,346
King1869,63,85,1,0,0,7,0,0,16,0,0,0,8,148,16
King1870,101,77,0,1,4,3,0,0,0,482,0,0,8,178,482
King1871,142,80,1,0,2,1,0,0,515,0,0,0,4,222,515
King1872,127,58,1,1,5,22,0,0,0,44,0,0,29,185,44
King1876,101,126,1,0,3,2,642,0,0,0,22,0,6,227,664
King1879,65,69,0,1,0,4,0,404,0,0,0,10,5,134,414
King188,62,30,1,5,9,23,0,0,0,94,0,0,38,92,94
King1880,66,81,0,3,1,2,0,0,13,0,0,0,6,147,13
King1881,55,60,0,0,2,2,0,0,0,387,0,0,4,115,387
King1883,51,54,1,0,0,6,12,0,0,0,358,0,7,105,370
King1884,93,89,0,2,3,4,0,14,0,0,0,559,9,182,573
King1885,64,58,0,1,4,1,0,0,368,0,0,0,6,122,368
King1886,90,81,0,1,2,1,0,0,0,16,0,0,4,171,16
King1887,101,89,0,2,2,11,25,0,0,0,540,0,15,190,565
King1888,88,77,0,2,4,3,0,15,0,0,0,525,9,165,540
King1889,82,71,0,0,1,7,0,0,400,0,0,0,8,153,400
King1891,60,21,0,0,2,4,254,0,0,0,11,0,6,81,265
King1892,103,73,0,2,2,5,0,566,0,0,0,18,9,176,584
King1893,88,57,0,3,1,2,0,0,13,0,0,0,6,145,13
King1894,86,49,0,0,1,1,0,0,0,383,0,0,2,135,383
King1896,97,43,0,0,1,2,7,0,0,0,358,0,3,140,365
King1897,49,97,1,1,0,10,0,34,0,0,0,464,12,146,498
King1898,40,40,0,0,1,1,0,0,240,0,0,0,2,80,240
King1899,56,42,0,0,0,1,0,0,0,7,0,0,1,98,7
King190,35,45,5,7,5,15,245,0,0,0,65,0,32,80,310
King1901,57,42,0,0,0,3,229,0,0,0,5,0,3,99,234
King1902,63,44,0,0,0,4,0,264,0,0,0,8,4,107,272
King1903,72,29,0,0,3,8,0,0,16,0,0,0,11,101,16
King1906,96,48,0,0,1,1,0,0,0,361,0,0,2,144,361
King191,39,14,1,0,8,22,0,159,0,0,0,56,31,53,215
King1910,118,58,1,2,2,4,11,0,0,0,446,0,9,176,457
King1911,65,15,0,0,1,10,0,24,0,0,0,203,11,80,227
King1913,87,33,0,1,2,3,0,0,294,0,0,0,6,120,294
King1914,120,42,0,0,4,9,0,0,0,15,0,0,13,162,15
King1916,113,21,1,0,5,3,292,0,0,0,16,0,9,134,308
King1917,116,48,1,1,6,8,0,359,0,0,0,26,16,164,385
King1918,73,22,0,2,2,7,0,0,15,0,0,0,11,95,15
King1919,65,35,0,1,3,20,0,0,0,272,0,0,24,100,272
King192,60,19,1,3,15,30,0,0,79,0,0,0,49,79,79
King1925,45,42,0,4,1,13,27,0,0,0,183,0,18,87,210
King1927,55,74,0,0,1,12,0,20,0,0,0,328,13,129,348
King1928,24,60,0,0,2,6,0,21,0,0,0,218,8,84,239
King193,55,47,0,9,6,28,0,0,0,238,0,0,43,102,238
King1930,126,120,2,1,1,15,0,0,626,0,0,0,19,246,626
King1932,95,59,0,0,0,5,0,0,0,19,0,0,5,154,19
King1935,66,39,1,0,0,0,255,0,0,0,6,0,1,105,261
King1936,81,18,0,1,3,5,0,238,0,0,0,18,9,99,256
King1937,66,29,1,1,6,11,0,0,25,0,0,0,19,95,25
King1938,75,50,0,0,1,1,0,0,0,290,0,0,2,125,290
King1941,67,76,0,0,0,11,0,0,322,0,0,0,11,143,322
King1942,78,65,1,1,0,12,0,0,0,35,0,0,14,143,35
King1944,120,71,0,0,3,12,27,0,0,0,561,0,15,191,588
King1947,80,76,0,2,2,11,405,0,0,0,43,0,15,156,448
King1950,17,11,1,0,0,10,0,23,0,0,0,88,11,28,111
King1952,55,15,0,1,4,4,220,0,0,0,15,0,9,70,235
King1953,51,16,0,0,5,6,0,175,0,0,0,14,11,67,189
King1954,64,12,0,2,9,11,0,0,23,0,0,0,22,76,23
King1955,70,96,1,4,6,9,0,0,0,439,0,0,20,166,439
King1959,137,61,0,5,12,35,95,0,0,0,522,0,52,198,617
King196,39,18,1,0,10,38,95,0,0,0,154,0,49,57,249
King1961,73,27,1,1,5,10,0,19,0,0,0,215,17,100,234
King1962,63,24,0,0,7,9,0,0,232,0,0,0,16,87,232
King1963,51,34,0,1,4,6,0,0,0,18,0,0,11,85,18
King1965,69,35,1,1,0,1,245,0,0,0,9,0,3,104,254
King1966,49,40,0,0,2,3,0,220,0,0,0,16,5,89,236
King1967,101,64,2,2,5,9,0,0,39,0,0,0,18,165,39
King1968,46,37,0,4,4,7,0,0,0,215,0,0,15,83,215
King1970,44,12,0,0,7,11,28,0,0,0,178,0,18,56,206
King1971,77,19,0,2,14,16,0,45,0,0,0,232,32,96,277
King1974,87,32,1,2,12,17,0,0,305,0,0,0,32,119,305
King1975,7,13,0,0,1,3,0,0,0,16,0,0,4,20,16
King1977,61,21,0,2,11,21,0,0,0,48,0,0,34,82,48
King198,122,49,0,3,29,79,0,197,0,0,0,462,111,171,659
King1980,78,15,0,3,13,16,244,0,0,0,47,0,32,93,291
King1982,79,61,0,3,3,7,458,0,0,0,21,0,13,140,479
King1983,117,43,2,3,13,15,0,388,0,0,0,37,33,160,425
King1986,59,20,0,0,1,5,0,0,13,0,0,0,6,79,13
King1990,103,43,1,0,9,21,0,0,0,370,0,0,31,146,370
King1992,85,23,2,3,35,67,152,0,0,0,350,0,107,108,502
King1993,61,15,0,0,1,5,0,16,0,0,0,200,6,76,216
King1994,65,26,0,1,1,5,0,0,241,0,0,0,7,91,241
King1995,59,22,0,0,2,5,0,0,0,10,0,0,7,81,10
King1997,52,33,0,3,2,17,217,0,0,0,38,0,22,85,255
King1999,91,60,0,0,6,9,0,378,0,0,0,17,15,151,395
King2000,68,85,0,0,5,9,0,0,24,0,0,0,14,153,24
King2001,142,71,0,5,6,16,0,0,0,513,0,0,27,213,513
King2004,49,49,0,0,0,5,16,0,0,0,286,0,5,98,302
King2006,53,24,0,1,4,11,0,37,0,0,0,199,16,77,236
King2007,54,19,0,0,4,8,0,0,201,0,0,0,12,73,201
King2008,67,24,0,0,4,6,0,0,0,17,0,0,10,91,17
King201,64,26,2,2,29,50,0,0,253,0,0,0,83,90,253
King2011,68,17,1,0,4,6,213,0,0,0,18,0,11,85,231
King2013,70,35,0,1,1,4,0,274,0,0,0,13,6,105,287
King2014,73,34,0,1,4,8,0,0,16,0,0,0,13,107,16
King2015,72,20,0,0,8,10,0,0,0,249,0,0,18,92,249
King2017,71,57,0,0,0,2,11,0,0,0,361,0,2,128,372
King2018,98,86,0,0,2,8,0,22,0,0,0,518,10,184,540
King2020,81,36,0,0,2,4,0,0,326,0,0,0,6,117,326
King2021,155,102,0,4,4,11,0,0,0,30,0,0,19,257,30
King2024,50,43,0,0,3,2,258,0,0,0,6,0,5,93,264
King2025,107,55,0,0,6,8,0,458,0,0,0,14,14,162,472
King2026,89,24,0,1,2,5,0,0,25,0,0,0,8,113,25
King2027,60,31,0,0,3,7,0,0,0,242,0,0,10,91,242
King2029,193,64,0,1,8,9,35,0,0,0,613,0,18,257,648
King2033,119,47,1,1,11,8,0,30,0,0,0,375,21,166,405
King2034,85,59,0,2,3,5,0,0,360,0,0,0,10,144,360
King2035,93,76,0,3,2,9,0,0,0,43,0,0,14,169,43
King2038,115,74,0,0,4,10,487,0,0,0,17,0,14,189,504
King2039,45,56,0,0,3,6,0,285,0,0,0,26,9,101,311
King2040,61,79,0,0,3,1,0,0,12,0,0,0,4,140,12
King2043,49,42,0,0,1,4,0,0,0,261,0,0,5,91,261
King2045,35,45,1,0,4,9,15,0,0,0,255,0,14,80,270
King2047,106,125,0,1,5,16,0,31,0,0,0,598,22,231,629
King2048,39,56,3,0,1,6,0,0,298,0,0,0,10,95,298
King2049,38,70,0,0,8,1,0,0,0,17,0,0,9,108,17
King205,34,23,1,2,17,44,90,0,0,0,157,0,64,57,247
King2052,19,67,0,0,1,6,294,0,0,0,20,0,7,86,314
King2055,20,45,0,2,1,3,0,276,0,0,0,19,6,65,295
King2056,72,50,1,1,8,8,0,252,0,0,0,20,18,122,272
King2057,106,28,0,1,10,20,0,0,35,0,0,0,31,134,35
King2058,57,10,0,2,5,8,0,0,44,0,0,0,15,67,44
King2059,75,67,0,3,2,10,0,0,0,373,0,0,15,142,373
King206,123,48,4,3,15,56,0,178,0,0,0,525,78,171,703
King2064,38,62,1,2,4,4,11,0,0,0,257,0,11,100,268
King2065,60,92,0,4,0,16,0,44,0,0,0,433,20,152,477
King2068,34,70,0,1,1,11,0,0,314,0,0,0,13,104,314
King2069,119,83,0,1,4,10,0,0,0,30,0,0,15,202,30
King207,39,27,3,4,10,24,0,0,0,66,0,0,41,66,66
King2074,72,69,0,2,3,3,435,0,0,0,23,0,8,141,458
King2075,29,37,1,2,6,7,0,234,0,0,0,34,16,66,268
King2076,28,37,0,1,1,6,0,0,29,0,0,0,8,65,29
King2081,6,14,1,0,1,6,0,0,0,157,0,0,8,20,157
King2084,124,84,3,3,8,13,42,0,0,0,547,0,27,208,589
