precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_KASICH,pri_rep_TRUMP,gen_dem_CLINTON,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
Lea27,9,6,1,4,10,1,2,103,69,433,121,15,502
Lea28,11,10,0,2,10,0,0,55,56,244,67,21,300
Lea29,10,20,4,3,13,1,6,68,88,354,95,30,442
Lea3,15,25,7,4,27,1,4,140,58,411,183,40,469
Lea30,14,17,1,3,6,0,2,53,70,245,65,31,315
Lea31,30,18,0,6,9,0,0,33,154,239,48,48,393
Lea32,21,11,1,6,5,0,6,79,87,321,97,32,408
Lea33,22,20,2,4,7,1,7,51,102,281,72,42,383
Lea34,10,4,0,1,2,0,0,26,57,84,29,14,141
Lea35,9,2,0,0,0,0,0,9,74,90,9,11,164
Lea36,19,17,1,3,3,0,0,37,99,174,44,36,273
Lea41,25,17,4,8,23,2,4,126,171,499,167,42,670
Lea42,12,21,1,5,10,0,2,50,84,290,68,33,374
Lea43,7,21,2,2,4,0,2,57,89,270,67,28,359
Lea44,11,9,1,6,8,0,1,52,74,229,68,20,303
Lea51,15,6,1,4,0,0,2,16,87,84,23,21,171
Lea52,61,14,6,2,5,0,0,32,266,191,45,75,457
Lea53,34,11,0,0,1,1,0,31,228,149,33,45,377
Lea54,10,6,0,1,1,0,0,9,91,79,11,16,170
Lea55,3,7,1,0,1,0,0,2,81,53,4,10,134
Lea61,21,9,1,0,9,0,0,17,124,132,27,30,256
Lea62,4,11,1,1,4,0,0,53,36,176,59,15,212
Lea71,15,23,5,8,17,0,2,105,73,334,137,38,407
Lea72,23,42,1,8,14,0,3,134,77,437,160,65,514
Lea73,13,13,4,3,18,1,1,94,72,296,121,26,368
Lea74,3,8,2,2,3,1,1,43,33,160,52,11,193
Lincoln1,17,15,4,3,20,1,4,62,45,161,94,32,206
Lincoln10,8,11,0,1,3,0,0,27,63,117,31,19,180
Lincoln11,32,44,6,6,14,3,6,122,187,345,157,76,532
Lincoln12,14,17,2,3,19,0,1,66,70,202,91,31,272
Lincoln13,20,19,8,5,17,2,6,114,99,175,152,39,274
Lincoln14,26,29,3,7,22,3,6,108,112,325,149,55,437
Lincoln15,10,15,0,1,9,0,4,58,49,146,72,25,195
Lincoln16,18,9,2,0,6,1,7,30,38,75,46,27,113
Lincoln17,14,14,4,1,9,1,2,91,74,212,108,28,286
Lincoln18,5,9,1,4,5,0,2,22,48,67,34,14,115
Lincoln19,3,11,1,2,9,1,2,54,28,124,69,14,152
Lincoln2,15,11,4,3,24,0,3,52,81,114,86,26,195
Lincoln20,9,13,0,0,1,3,3,41,53,146,48,22,199
Lincoln21,35,30,3,2,8,0,3,126,126,312,142,65,438
Lincoln22,6,11,4,3,4,0,1,20,50,69,32,17,119
Lincoln3,39,36,4,11,25,4,9,200,143,537,253,75,680
Lincoln4,22,18,1,3,9,2,9,80,77,225,104,40,302
Lincoln5,49,26,3,7,13,4,15,237,193,631,279,75,824
Lincoln6,36,37,7,7,9,2,12,192,146,479,229,73,625
Lincoln7,42,51,4,6,17,3,19,172,238,530,221,93,768
Lincoln8,39,50,4,7,12,1,11,177,156,457,212,89,613
Lincoln9,58,51,1,1,18,0,7,130,255,447,157,109,702
Los Alamos1,97,72,3,6,18,5,20,50,304,212,102,169,516
Los Alamos10,49,70,4,0,4,1,8,11,206,70,28,119,276
Los Alamos11,106,112,5,3,16,4,21,44,434,213,93,218,647
Los Alamos12,65,94,2,5,12,2,13,45,320,136,79,159,456
Los Alamos13,62,90,4,3,7,1,6,26,350,158,47,152,508
Los Alamos14,76,74,7,6,19,3,25,49,295,195,109,150,490
Los Alamos15,192,155,8,13,22,9,26,109,668,457,187,347,1125
Los Alamos16,164,120,5,8,17,4,46,62,613,272,142,284,885
Los Alamos17,60,51,7,1,3,1,9,20,249,110,41,111,359
Los Alamos2,57,59,7,5,8,3,21,33,212,136,77,116,348
Los Alamos3,57,53,4,12,20,2,26,55,205,215,119,110,420
Los Alamos4,66,90,4,11,23,1,18,44,311,239,101,156,550
Los Alamos5,54,48,4,7,7,2,11,44,171,172,75,102,343
Los Alamos6,117,136,8,7,23,7,42,112,430,381,199,253,811
Los Alamos7,61,55,2,5,4,1,7,34,232,167,53,116,399
Los Alamos8,88,74,9,7,11,1,17,30,335,139,75,162,474
Los Alamos9,55,59,6,2,7,1,11,21,227,87,48,114,314
Luna1,32,28,2,1,6,0,0,27,116,85,36,60,201
Luna10,120,99,12,2,15,1,13,122,326,415,165,219,741
Luna11,101,57,2,4,7,1,3,46,287,175,63,158,462
Luna12,90,49,3,1,11,0,6,41,255,152,62,139,407
Luna13,75,101,5,6,24,4,10,226,269,646,275,176,915
Luna14,70,60,3,6,21,1,11,158,281,458,200,130,739
Luna2,29,37,1,4,8,1,4,90,175,304,108,66,479
Luna3,58,68,5,4,17,0,10,181,229,439,217,126,668
Luna4,62,38,1,2,6,3,3,32,342,101,47,100,443
Luna5,94,78,3,10,17,1,6,114,336,347,151,172,683
Luna6,76,60,5,0,7,3,11,63,251,216,89,136,467
Luna8,111,39,5,3,4,2,2,24,328,140,40,150,468
McKinley1,74,37,1,0,5,2,2,10,274,50,20,111,324
McKinley10,119,59,5,2,5,1,6,4,293,49,23,178,342
McKinley11,28,32,2,1,3,0,0,0,110,31,6,60,141
McKinley12,28,12,0,0,0,0,0,2,43,15,2,40,58
McKinley13,41,32,1,0,4,0,1,1,163,34,7,73,197
McKinley14,93,91,5,3,6,0,0,16,337,151,30,184,488
McKinley15,74,91,5,3,3,1,0,7,247,91,19,165,338
McKinley16,53,59,0,2,3,0,1,11,182,61,17,112,243
McKinley17,82,92,7,5,12,1,5,35,263,215,65,174,478
McKinley18,29,20,2,0,0,0,0,4,82,22,6,49,104
McKinley19,160,107,1,2,7,4,1,6,362,105,21,267,467
McKinley2,39,31,0,0,3,0,1,6,113,65,10,70,178
McKinley20,122,63,1,3,7,1,0,24,314,108,36,185,422
McKinley21,93,66,4,1,3,0,1,17,255,99,26,159,354
McKinley22,107,50,5,1,3,1,2,8,229,89,20,157,318
McKinley23,123,67,2,3,0,0,2,13,315,93,20,190,408
McKinley24,118,83,4,2,6,1,0,14,316,125,27,201,441
McKinley25,218,143,4,3,11,0,0,29,532,206,47,361,738
McKinley26,24,25,2,2,17,0,1,42,65,181,64,49,246
McKinley27,136,43,6,3,8,0,2,3,567,22,22,179,589
McKinley28,48,24,2,3,1,0,0,3,227,19,9,72,246
McKinley29,74,22,1,0,8,0,2,0,325,15,11,96,340
McKinley3,35,22,2,3,10,0,3,9,87,62,27,57,149
McKinley30,123,38,3,1,3,0,0,0,486,31,7,161,517
McKinley31,48,33,1,3,9,0,1,20,159,118,34,81,277
McKinley32,36,25,2,1,3,0,0,11,120,66,17,61,186
McKinley33,112,65,2,0,1,0,0,6,286,109,9,177,395
McKinley34,54,42,0,0,1,0,2,2,135,58,5,96,193
McKinley35,49,37,0,0,3,1,0,11,140,49,15,86,189
McKinley36,15,11,0,1,1,0,0,3,43,17,5,26,60
McKinley37,32,20,0,0,0,0,0,7,75,29,7,52,104
McKinley38,45,34,1,0,2,0,0,2,114,47,5,79,161
McKinley39,49,73,1,0,3,0,0,17,181,91,21,122,272
McKinley4,123,66,1,1,4,1,0,2,262,47,9,189,309
McKinley40,31,38,0,0,1,0,2,4,104,59,7,69,163
McKinley41,92,55,1,0,8,0,0,8,228,83,17,147,311
McKinley42,17,31,0,1,3,0,3,21,67,67,28,48,134
McKinley43,99,126,2,3,8,0,4,35,235,237,52,225,472
McKinley44,48,57,2,3,2,0,2,20,97,124,29,105,221
McKinley45,45,70,0,2,7,1,1,31,152,156,42,115,308
McKinley46,104,87,2,1,7,0,4,36,204,206,50,191,410
McKinley47,36,22,2,0,2,1,0,7,111,47,12,58,158
McKinley48,116,81,2,2,11,1,4,17,349,147,37,197,496
McKinley49,108,99,4,4,12,1,11,58,296,238,90,207,534
McKinley5,185,128,8,1,10,1,3,20,501,104,43,313,605
McKinley50,20,15,1,1,1,0,1,8,63,53,12,35,116
McKinley51,74,58,2,0,2,0,2,1,224,33,7,132,257
McKinley52,27,25,3,0,1,0,3,31,71,113,38,52,184
McKinley53,147,68,2,1,6,0,3,1,330,29,13,215,359
McKinley54,102,41,6,2,8,0,1,10,248,80,27,143,328
McKinley55,57,42,2,1,4,0,3,9,163,55,19,99,218
McKinley56,64,62,4,0,6,2,3,29,195,178,44,126,373
McKinley57,86,28,3,1,5,0,0,3,194,33,12,114,227
McKinley58,68,64,3,1,5,1,2,21,216,138,33,132,354
McKinley59,32,29,0,1,1,0,2,21,89,69,25,61,158
McKinley6,214,104,3,3,8,1,0,8,517,79,23,318,596
McKinley60,47,46,2,1,6,0,0,2,147,31,11,93,178
McKinley61,59,27,1,0,0,0,0,1,117,12,2,86,129
McKinley62,49,24,2,1,2,0,0,3,122,30,8,73,152
McKinley7,136,116,4,2,5,0,1,13,360,58,25,252,418
McKinley8,94,42,2,1,10,0,1,4,196,27,18,136,223
McKinley9,104,61,2,3,4,1,1,4,278,48,15,165,326
Mora1,180,120,0,1,5,0,1,25,295,110,32,300,405
Mora10,53,40,1,0,7,0,0,1,78,47,9,93,125
Mora11,72,41,1,1,1,0,0,17,127,61,20,113,188
Mora2,192,105,1,0,6,0,0,19,269,93,26,297,362
Mora3,67,61,0,1,7,1,1,19,123,64,29,128,187
Mora4,117,63,4,3,10,1,1,4,158,56,23,180,214
Mora5,84,39,1,1,1,0,1,11,131,72,15,123,203
Mora6,47,33,2,0,3,0,0,5,64,43,10,80,107
Mora7,59,26,0,0,6,0,0,3,98,22,9,85,120
Mora8,85,63,0,0,4,2,1,15,144,66,22,148,210
Mora9,28,12,1,0,1,0,0,4,49,31,6,40,80
Otero1,27,24,0,0,1,0,0,6,409,102,7,51,511
Otero10,82,64,5,6,50,4,15,249,299,899,329,146,1198
Otero11,49,52,2,1,6,0,0,5,348,59,14,101,407
Otero12,60,37,3,2,19,2,10,91,171,413,127,97,584
Otero13,56,51,2,4,16,3,4,61,203,252,90,107,455
Otero14,72,61,7,5,27,2,11,138,201,556,190,133,757
Otero15,30,28,4,4,18,1,11,136,140,496,174,58,636
Otero16,0,9,0,0,3,0,1,9,60,110,13,9,170
Otero17,29,25,3,4,15,2,5,124,214,407,153,54,621
Otero18,119,66,9,16,47,9,20,354,416,1197,455,185,1613
Otero19,32,23,2,3,5,0,2,9,136,56,21,55,192
Otero2,0,3,0,1,1,0,0,8,3,23,10,3,26
Otero20,31,14,0,3,1,1,1,22,97,75,28,45,172
Otero21,34,43,7,11,21,2,10,141,236,513,192,77,749
Otero22,19,19,2,3,6,0,3,34,90,157,48,38,247
Otero23,30,29,2,1,11,1,4,43,103,170,62,59,273
Otero24,53,56,5,6,24,4,15,158,197,449,212,109,646
Otero25,29,30,2,6,22,4,11,88,136,340,133,59,476
Otero26,19,25,4,3,8,3,8,64,118,180,90,44,298
Otero27,26,41,6,1,23,0,3,83,111,286,116,67,397
Otero28,44,52,5,7,28,3,12,145,190,474,200,96,664
Otero29,52,39,11,9,28,1,15,162,231,549,226,91,780
Otero3,0,0,0,0,9,0,0,7,0,23,16,0,23
Otero30,33,21,2,5,8,1,2,34,105,152,52,54,257
Otero31,25,18,3,1,4,0,4,32,93,117,44,43,210
Otero32,24,34,2,2,9,1,1,33,137,136,48,58,273
Otero33,38,33,2,4,11,0,4,45,128,176,66,71,304
Otero34,23,12,5,3,12,1,7,57,88,170,85,35,258
Otero35,34,32,6,4,20,1,7,170,125,517,208,66,642
Otero36,42,22,4,10,12,0,8,84,164,309,118,64,473
Otero37,17,25,3,2,5,1,2,49,80,181,62,42,261
Otero38,9,8,1,0,6,2,0,13,28,69,22,17,97
Otero39,34,13,5,7,15,1,8,96,137,317,132,47,454
Otero4,2,2,1,0,10,0,1,16,5,62,28,4,67
Otero40,22,21,5,3,18,0,12,92,104,268,130,43,372
Otero41,28,29,1,1,0,0,1,13,340,105,16,57,445
Otero5,6,10,0,1,8,0,0,42,32,137,51,16,169
Otero6,2,4,0,2,13,1,4,37,3,111,57,6,114
Otero7,13,9,0,1,6,0,4,40,41,158,51,22,199
Otero8,66,81,5,10,44,3,16,216,277,761,294,147,1038
Otero9,30,45,4,7,23,2,8,101,128,355,145,75,483
Quay1,0,4,3,1,6,1,0,32,2,86,43,4,88
Quay10,59,26,1,2,5,0,1,12,127,57,21,85,184
Quay11,69,65,6,4,19,2,11,87,165,293,129,134,458
Quay12,48,49,5,3,23,0,4,74,86,230,109,97,316
Quay2,2,4,0,2,3,1,1,24,4,60,31,6,64
Quay3,22,29,2,2,8,0,1,57,38,162,70,51,200
Quay4,3,9,0,0,6,0,0,17,7,56,23,12,63
Quay5,42,59,5,5,15,1,2,146,72,509,174,101,581
Quay6,28,48,4,2,10,1,4,95,54,271,116,76,325
Quay7,90,57,1,2,6,0,3,35,222,120,47,147,342
Quay8,25,26,3,0,3,0,2,43,63,118,51,51,181
Quay9,86,69,4,1,16,1,3,76,177,250,101,155,427
Rio Arriba1,108,136,0,0,2,2,3,10,289,59,17,244,348
Rio Arriba10,172,95,2,0,5,0,0,6,326,106,13,267,432
Rio Arriba11,258,209,1,2,15,2,4,42,575,295,66,467,870
Rio Arriba12,95,62,1,1,3,1,0,7,194,93,13,157,287
Rio Arriba13,253,170,4,1,3,0,0,13,414,176,21,423,590
Rio Arriba14,146,62,2,0,2,0,1,8,247,77,13,208,324
Rio Arriba15,78,58,0,0,1,0,0,1,117,31,2,136,148
Rio Arriba16,88,72,0,0,0,0,0,7,172,60,7,160,232
Rio Arriba17,31,36,0,0,0,0,0,1,76,16,1,67,92
Rio Arriba18,89,98,0,0,2,2,0,14,148,97,18,187,245
Rio Arriba19,80,35,0,0,7,0,1,27,126,97,35,115,223
Rio Arriba2,383,210,2,0,4,0,3,18,651,185,27,593,836
Rio Arriba20,189,129,2,2,3,0,3,43,331,255,53,318,586
Rio Arriba21,18,13,2,0,0,0,0,0,33,13,2,31,46
Rio Arriba22,43,24,2,0,0,0,0,4,65,24,6,67,89
Rio Arriba23,87,56,0,0,0,1,1,2,103,42,4,143,145
Rio Arriba24,185,117,1,5,20,0,1,21,484,104,48,302,588
Rio Arriba25,5,12,0,0,3,0,1,27,25,105,31,17,130
Rio Arriba26,63,50,0,0,0,1,0,7,110,64,8,113,174
Rio Arriba27,22,13,1,0,0,0,1,1,36,19,3,35,55
Rio Arriba28,4,3,0,0,0,0,0,0,21,5,0,7,26
Rio Arriba29,0,3,0,0,0,0,1,0,3,6,1,3,9
Rio Arriba3,164,90,0,2,7,1,0,12,276,113,22,254,389
Rio Arriba30,20,15,1,0,5,0,1,12,40,74,19,35,114
Rio Arriba31,177,121,1,0,2,0,2,5,347,66,10,298,413
Rio Arriba32,68,66,3,1,1,1,0,8,168,74,14,134,242
Rio Arriba33,22,27,1,0,0,0,0,0,53,9,1,49,62
Rio Arriba34,2,1,0,0,0,0,0,0,4,0,0,3,4
Rio Arriba35,144,144,3,0,4,0,3,27,332,115,37,288,447
Rio Arriba36,309,212,3,0,8,1,3,37,571,251,52,521,822
Rio Arriba37,44,28,0,0,1,0,0,1,89,22,2,72,111
Rio Arriba38,205,146,1,1,4,0,0,15,394,133,21,351,527
Rio Arriba39,193,109,0,1,6,1,3,19,391,132,30,302,523
Rio Arriba4,203,129,0,0,3,0,3,14,407,157,20,332,564
Rio Arriba40,173,94,0,1,6,0,0,12,330,129,19,267,459
Rio Arriba41,399,144,3,1,6,0,0,5,539,61,15,543,600
Rio Arriba42,36,37,0,0,0,0,1,5,91,31,6,73,122
Rio Arriba5,147,71,2,0,4,0,2,10,214,82,18,218,296
Rio Arriba6,46,68,0,0,2,0,1,6,146,27,9,114,173
Rio Arriba7,123,87,0,2,1,0,5,13,333,71,21,210,404
Rio Arriba8,84,46,0,0,1,1,0,4,144,44,6,130,188
Rio Arriba9,87,62,0,1,3,0,5,9,177,79,18,149,256
Roosevelt1,20,26,3,5,5,3,1,18,116,131,35,46,247
Roosevelt10,26,45,5,5,7,2,11,91,149,386,121,71,535
Roosevelt11,3,10,4,3,2,0,1,48,40,183,58,13,223
Roosevelt12,22,36,4,6,2,1,6,53,126,240,72,58,366
Roosevelt13,3,17,0,2,3,0,4,10,59,70,19,20,129
Roosevelt14,17,49,2,4,7,0,2,41,116,216,56,66,332
Roosevelt15,12,7,1,1,7,0,0,24,44,133,33,19,177
Roosevelt16,9,13,1,0,11,0,0,23,36,94,35,22,130
Roosevelt17,4,19,4,5,11,0,3,55,54,267,78,23,321
Roosevelt18,12,7,5,6,17,0,5,90,44,335,123,19,379
Roosevelt2,59,37,5,7,28,1,4,194,180,560,239,96,740
Roosevelt3,3,6,0,4,0,0,0,4,11,37,8,9,48
Roosevelt4,8,11,1,1,3,1,0,65,31,209,71,19,240
Roosevelt5,4,6,5,5,2,0,1,71,19,174,84,10,193
Roosevelt6,4,20,1,3,11,0,4,74,25,242,93,24,267
Roosevelt7,10,16,1,2,8,0,1,6,53,74,18,26,127
Roosevelt8,37,24,0,2,2,0,3,12,170,94,19,61,264
Roosevelt9,29,43,5,4,20,0,9,87,181,439,125,72,620
San Juan1,114,73,3,2,14,2,5,23,398,142,49,187,540
San Juan10,47,31,7,1,8,0,1,9,221,49,26,78,270
San Juan11,60,39,6,2,9,1,6,7,214,62,31,99,276
San Juan12,70,27,0,0,3,0,0,5,177,53,8,97,230
San Juan13,113,82,5,1,19,1,4,7,329,57,37,195,386
San Juan14,50,35,2,2,4,0,0,3,135,37,11,85,172
San Juan15,78,37,2,4,4,1,1,4,236,68,16,115,304
San Juan16,77,52,9,1,11,1,3,14,318,189,39,129,507
San Juan17,21,23,1,0,2,0,1,5,78,37,9,44,115
San Juan18,74,64,4,5,19,1,2,35,290,227,66,138,517
San Juan19,16,16,1,1,1,1,1,3,86,49,8,32,135
San Juan2,79,49,4,3,6,0,3,9,328,95,25,128,423
San Juan20,75,68,6,4,16,1,7,23,396,255,57,143,651
San Juan21,27,32,3,3,23,1,0,113,166,421,143,59,587
San Juan22,68,66,5,7,20,1,3,76,300,458,112,134,758
San Juan23,39,29,5,12,18,2,6,89,134,397,132,68,531
San Juan24,11,19,3,5,25,0,7,68,55,290,108,30,345
San Juan25,23,23,2,11,18,1,6,87,85,291,125,46,376
San Juan26,25,17,0,3,10,0,0,28,118,200,41,42,318
San Juan27,32,41,1,1,12,0,2,51,234,358,67,73,592
San Juan28,13,32,1,3,6,1,3,56,96,290,70,45,386
San Juan29,23,23,3,0,16,1,4,46,111,220,70,46,331
San Juan3,77,34,3,0,8,0,1,18,280,105,30,111,385
San Juan30,30,46,7,8,16,5,11,130,165,587,177,76,752
San Juan31,75,60,13,4,35,2,30,197,249,889,281,135,1138
San Juan32,14,10,4,1,5,0,7,37,56,150,54,24,206
San Juan33,26,37,2,5,14,1,7,56,155,307,85,63,462
San Juan34,35,43,2,0,10,2,4,56,155,270,74,78,425
San Juan35,16,26,3,6,10,2,6,50,99,223,77,42,322
San Juan36,14,16,0,3,9,2,4,60,76,265,78,30,341
San Juan37,11,39,2,6,19,0,3,64,104,293,94,50,397
San Juan38,32,35,1,8,16,4,12,113,131,460,154,67,591
San Juan39,44,52,6,3,34,3,8,188,188,767,242,96,955
San Juan4,119,104,10,2,18,0,2,33,548,187,65,223,735
San Juan40,36,30,1,3,9,2,2,56,136,328,73,66,464
San Juan41,32,36,5,7,28,1,18,157,153,710,216,68,863
San Juan42,33,42,5,7,35,1,12,151,133,622,211,75,755
San Juan43,34,34,4,3,14,2,7,60,109,316,90,68,425
San Juan44,32,50,8,11,24,0,7,148,171,656,198,82,827
San Juan45,28,30,3,2,15,1,6,77,144,383,104,58,527
San Juan46,23,35,1,6,16,1,13,102,107,453,139,58,560
San Juan47,7,11,1,0,3,1,2,22,39,146,29,18,185
San Juan48,22,19,2,4,7,3,6,125,96,550,147,41,646
San Juan49,43,45,7,8,30,2,12,163,217,769,222,88,986
San Juan5,140,84,13,1,10,2,0,25,605,215,51,224,820
San Juan50,18,32,5,4,5,3,3,48,137,340,68,50,477
San Juan51,23,19,1,1,9,1,2,54,149,307,68,42,456
San Juan52,13,7,1,3,6,0,3,46,48,238,59,20,286
San Juan53,37,46,5,6,30,4,4,115,211,578,164,83,789
San Juan54,40,18,4,5,18,0,9,108,128,505,144,58,633
San Juan55,25,38,6,6,34,4,6,130,121,605,186,63,726
San Juan56,25,38,3,5,21,0,1,88,213,594,118,63,807
San Juan57,23,39,1,4,20,1,2,173,89,677,201,62,766
San Juan58,15,19,1,3,19,7,4,114,63,453,148,34,516
San Juan59,30,40,9,13,52,5,7,178,131,789,264,70,920
San Juan6,40,15,6,2,1,1,3,11,125,52,24,55,177
San Juan60,16,21,2,4,12,1,8,93,48,324,120,37,372
San Juan61,27,29,0,5,20,1,11,144,131,741,181,56,872
San Juan62,24,40,7,5,22,0,6,83,104,374,123,64,478
San Juan63,25,36,1,6,19,1,5,78,105,383,110,61,488
San Juan64,19,24,2,7,9,2,7,86,95,364,113,43,459
San Juan65,30,31,2,4,15,0,3,81,88,437,105,61,525
San Juan66,24,39,3,2,18,0,7,88,88,312,118,63,400
San Juan67,36,40,6,5,25,1,7,150,145,745,194,76,890
San Juan68,9,22,0,1,2,0,0,48,66,243,51,31,309
San Juan69,32,32,3,2,36,2,11,152,118,644,206,64,762
San Juan7,56,20,2,2,2,0,0,1,177,56,7,76,233
San Juan70,22,18,2,1,19,0,2,90,104,405,114,40,509
San Juan71,15,22,2,5,14,0,3,111,116,618,135,37,734
San Juan72,47,39,1,1,29,3,2,78,125,411,114,86,536
San Juan73,17,16,1,2,6,0,0,55,74,311,64,33,385
San Juan74,62,50,3,4,26,1,6,134,219,717,174,112,936
San Juan75,33,20,3,1,7,0,0,57,88,263,68,53,351
San Juan76,43,50,6,5,54,1,14,168,182,727,248,93,909
San Juan77,36,33,1,5,14,0,9,136,117,697,165,69,814
San Juan8,136,103,16,6,12,3,8,20,485,103,65,239,588
San Juan9,71,32,1,1,3,0,1,9,154,37,15,103,191
San Miguel1,67,70,0,0,2,0,1,2,198,34,5,137,232
San Miguel10,75,80,3,0,2,1,1,17,192,79,24,155,271
San Miguel11,36,32,0,0,0,0,0,4,90,24,4,68,114
San Miguel12,123,86,0,3,4,0,1,9,268,93,17,209,361
San Miguel13,111,77,0,1,3,0,0,9,197,50,13,188,247
San Miguel14,15,12,0,0,1,1,0,9,30,37,11,27,67
San Miguel15,10,11,0,1,4,0,0,28,23,81,33,21,104
San Miguel16,148,134,0,0,6,1,2,24,329,154,33,282,483
San Miguel17,18,21,0,0,2,0,0,0,41,7,2,39,48
San Miguel18,100,54,1,0,6,0,1,12,153,53,20,154,206
San Miguel19,203,96,0,0,2,0,0,9,316,62,11,299,378
San Miguel2,123,123,2,0,8,0,5,4,324,79,19,246,403
San Miguel20,41,13,0,0,3,0,0,3,53,22,6,54,75
San Miguel21,111,80,1,3,1,0,0,14,245,68,19,191,313
San Miguel22,43,44,2,1,6,0,1,10,138,66,20,87,204
San Miguel23,280,223,4,3,22,0,2,49,644,285,80,503,929
San Miguel24,107,71,2,1,9,1,3,15,203,79,31,178,282
San Miguel25,125,75,0,0,2,1,0,5,231,51,8,200,282
San Miguel26,276,141,0,0,4,1,1,8,533,91,14,417,624
San Miguel27,154,146,2,0,5,0,2,8,381,117,17,300,498
San Miguel28,93,66,0,0,0,0,0,10,228,85,10,159,313
San Miguel3,155,90,0,0,2,0,1,2,316,45,5,245,361
San Miguel4,253,162,1,4,4,1,6,20,552,168,36,415,720
San Miguel5,238,127,1,2,10,4,2,17,497,135,36,365,632
San Miguel6,76,51,1,1,1,0,0,6,151,64,9,127,215
San Miguel7,96,51,0,0,8,1,0,8,211,71,17,147,282
San Miguel8,314,181,3,1,6,1,3,20,611,112,34,495,723
San Miguel9,52,48,1,3,4,0,1,27,130,101,36,100,231
Sandoval1,228,115,5,3,13,3,4,62,544,294,90,343,838
Sandoval10,57,61,2,1,0,0,7,6,198,44,16,118,242
Sandoval11,216,162,4,2,14,5,15,91,600,385,131,378,985
Sandoval12,189,167,5,5,12,2,16,114,592,431,154,356,1023
Sandoval13,147,168,4,4,11,5,19,72,531,297,115,315,828
Sandoval14,100,102,0,0,1,0,1,3,211,19,5,202,230
Sandoval15,162,57,1,0,0,0,0,0,324,20,1,219,344
Sandoval16,18,30,0,2,7,0,1,26,71,54,36,48,125
Sandoval17,37,34,1,1,6,2,3,35,100,92,48,71,192
Sandoval18,43,68,5,0,12,0,4,36,138,113,57,111,251
Sandoval19,67,32,0,2,0,0,0,5,156,17,7,99,173
Sandoval2,185,138,3,3,9,0,2,22,528,188,39,323,716
Sandoval20,101,70,0,2,1,1,1,9,458,45,14,171,503
Sandoval21,43,66,2,0,8,0,5,31,97,119,46,109,216
Sandoval22,55,64,1,5,8,2,0,26,124,120,42,119,244
Sandoval23,26,40,3,0,7,0,1,31,81,106,42,66,187
Sandoval24,46,42,2,1,4,1,1,5,189,39,14,88,228
Sandoval25,178,177,0,0,5,0,2,5,491,49,12,355,540
Sandoval26,75,50,2,0,2,0,0,5,184,54,9,125,238
Sandoval27,21,16,0,0,5,0,0,20,52,47,25,37,99
Sandoval28,53,53,3,1,26,2,19,97,217,299,148,106,516
Sandoval29,75,57,0,3,4,0,1,0,155,19,8,132,174
Sandoval3,133,100,4,2,9,0,1,26,286,138,42,233,424
Sandoval30,82,86,3,6,14,1,6,90,436,467,120,168,903
Sandoval31,65,96,4,6,20,1,12,122,350,460,165,161,810
Sandoval32,38,41,3,0,7,1,4,43,148,208,58,79,356
Sandoval33,147,126,8,2,25,4,13,134,616,626,186,273,1242
Sandoval34,70,45,5,3,8,3,6,67,203,257,92,115,460
Sandoval35,49,87,1,7,12,1,6,57,261,294,84,136,555
Sandoval36,84,76,2,3,22,1,6,85,312,367,119,160,679
Sandoval37,106,149,5,10,36,1,16,144,667,900,212,255,1567
Sandoval38,76,96,1,1,14,2,2,101,325,392,121,172,717
Sandoval39,114,156,7,3,36,6,7,154,592,738,213,270,1330
Sandoval4,78,63,2,1,8,2,3,21,193,115,37,141,308
Sandoval40,76,64,2,2,16,2,6,66,346,337,94,140,683
Sandoval41,76,86,1,6,19,2,10,123,356,450,161,162,806
Sandoval42,40,54,0,1,9,0,3,52,214,285,65,94,499
Sandoval43,50,52,0,3,18,0,2,58,225,298,81,102,523
Sandoval44,56,118,2,6,18,0,5,113,344,472,144,174,816
Sandoval45,63,82,2,6,14,3,12,57,344,372,94,145,716
Sandoval46,48,67,1,1,9,1,3,52,254,226,67,115,480
Sandoval47,96,123,4,3,17,2,16,145,475,672,187,219,1147
Sandoval48,57,44,1,8,11,0,7,70,219,296,97,101,515
Sandoval49,48,69,2,4,13,0,5,61,245,309,85,117,554
Sandoval5,218,216,6,6,13,7,19,136,720,407,187,434,1127
Sandoval50,115,74,6,5,14,4,18,126,402,554,173,189,956
Sandoval51,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandoval52,36,35,0,4,5,1,1,36,136,147,47,71,283
Sandoval53,165,142,3,3,21,4,11,104,568,421,146,307,989
Sandoval54,138,101,2,2,15,2,11,87,405,329,119,239,734
Sandoval55,158,102,5,3,14,2,9,117,445,351,150,260,796
Sandoval56,86,117,1,2,11,2,4,48,265,177,68,203,442
Sandoval57,56,71,1,2,8,0,7,56,223,240,74,127,463
Sandoval58,145,131,6,5,27,3,15,187,540,781,243,276,1321
Sandoval59,25,24,1,1,8,0,8,38,133,164,56,49,297
Sandoval6,76,50,1,2,4,0,3,31,181,97,41,126,278
Sandoval60,49,50,0,2,7,0,1,60,205,246,70,99,451
Sandoval61,59,55,3,6,7,2,4,53,242,255,75,114,497
