Precinct,gen_dem_CLINTON,gen_gre_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
4104105 Yachats,582,40,24,205,200,229,22,22,74,851,118,429
4104106 Bayview,528,18,41,326,192,173,25,34,123,913,182,365
4104107 Seal Rock,536,29,27,379,172,238,26,25,133,971,184,410
4104108 South Beach,489,25,34,311,166,180,25,20,103,859,148,346
4104109 Nye Creek,513,33,29,247,150,215,17,16,82,822,115,365
4104110 Newport Bay,365,22,23,167,95,153,15,13,43,577,71,248
4104111 Oceanview,370,28,26,240,130,153,13,33,91,664,137,283
4104112 Yaquina,520,28,43,425,186,202,33,47,149,1016,229,388
4104113 Pacific,574,21,45,358,202,225,37,48,128,998,213,427
4104114 Agate Beach,491,23,44,343,167,172,43,30,115,901,188,339
4104115 Otter Rock,150,7,10,89,48,57,1,11,35,256,47,105
4104116 Depoe Bay,467,20,45,389,170,158,22,30,160,921,212,328
4104117 Fogarty,499,13,34,386,178,148,18,37,141,932,196,326
4104118 Kern,441,23,35,296,160,144,11,35,117,795,163,304
4104119 Schooner Ck,542,44,56,467,158,170,34,27,163,1109,224,328
4104120 Delake,681,43,71,529,189,257,28,37,149,1324,214,446
4104121 Oceanlake,550,29,64,411,146,213,21,36,133,1054,190,359
4104122 Sunset West,689,23,54,566,230,217,31,64,200,1332,295,447
4104123 Sunset East,341,17,42,409,100,126,18,20,130,809,168,226
4104124 Rose Lodge,219,20,31,299,64,86,16,10,71,569,97,150
4104125 Big Elk,30,3,1,42,6,13,5,6,14,76,25,19
4104126 Elk City,20,2,3,43,6,7,5,0,6,68,11,13
4104127 Fruitvale,233,15,37,336,84,92,26,13,112,621,151,176
4104128 Eddyville,120,16,16,147,29,61,7,10,48,299,65,90
4104129 SiIetz,460,29,54,453,162,186,24,19,153,996,196,348
4104130 Rock Creek,105,10,8,74,32,43,5,6,23,197,34,75
4104131 East Toledo,372,34,61,476,109,161,21,32,118,943,171,270
4104132 South Toledo,323,26,68,417,106,148,27,21,106,834,154,254
41043001,298,19,28,0,0,0,0,0,0,345,0,0
41043003,281,13,29,156,0,0,0,0,0,479,0,0
41043005,303,25,43,267,0,0,0,0,0,638,0,0
41043008,330,39,70,388,0,0,0,0,0,827,0,0
41043011,247,11,46,190,0,0,0,0,0,494,0,0
41043014,261,20,58,271,0,0,0,0,0,610,0,0
41043015,102,12,16,117,0,0,0,0,0,247,0,0
41043016,285,17,53,293,0,0,0,0,0,648,0,0
41043018,797,53,129,919,0,0,0,0,0,1898,0,0
41043019,247,13,61,387,0,0,0,0,0,708,0,0
41043020,134,12,19,329,0,0,0,0,0,494,0,0
41043021,62,3,16,197,0,0,0,0,0,278,0,0
41043022,18,3,16,56,0,0,0,0,0,93,0,0
41043023,158,8,23,464,0,0,0,0,0,653,0,0
41043025,194,15,34,466,0,0,0,0,0,709,0,0
41043026,35,3,15,149,0,0,0,0,0,202,0,0
41043027,129,8,19,350,0,0,0,0,0,506,0,0
41043028,25,3,4,138,0,0,0,0,0,170,0,0
41043029,423,24,85,997,0,0,0,0,0,1529,0,0
41043030,30,2,4,133,0,0,0,0,0,169,0,0
41043031,106,12,17,360,0,0,0,0,0,495,0,0
41043032,113,8,33,370,0,0,0,0,0,524,0,0
41043033,7,1,2,24,0,0,0,0,0,34,0,0
41043034,82,7,9,195,0,0,0,0,0,293,0,0
41043035,304,26,61,805,0,0,0,0,0,1196,0,0
41043036,289,29,50,563,0,0,0,0,0,931,0,0
41043037,275,21,60,435,0,0,0,0,0,791,0,0
41043038,277,28,56,479,0,0,0,0,0,840,0,0
41043039,212,22,36,294,0,0,0,0,0,564,0,0
41043041,176,11,43,280,0,0,0,0,0,510,0,0
41043042,103,10,32,427,0,0,0,0,0,572,0,0
41043043,179,15,41,424,0,0,0,0,0,659,0,0
41043044,383,25,32,366,0,0,0,0,0,806,0,0
41043045,159,10,31,491,0,0,0,0,0,691,0,0
41043046,223,20,37,635,0,0,0,0,0,915,0,0
41043047,90,5,10,148,0,0,0,0,0,253,0,0
41043048,389,30,27,409,0,0,0,0,0,855,0,0
41043049,0,0,0,0,0,0,0,0,0,0,0,0
41043050,103,2,26,295,0,0,0,0,0,426,0,0
41043051,25,3,11,149,0,0,0,0,0,188,0,0
41043052,89,8,35,241,0,0,0,0,0,373,0,0
41043053,145,10,22,494,0,0,0,0,0,671,0,0
41043054,79,7,19,228,0,0,0,0,0,333,0,0
41043055,123,11,26,368,0,0,0,0,0,528,0,0
41043056,201,5,47,453,0,0,0,0,0,706,0,0
41043057,12,2,2,31,0,0,0,0,0,47,0,0
41043058,8,0,2,31,0,0,0,0,0,41,0,0
41043059,109,13,40,270,0,0,0,0,0,432,0,0
41043060,173,18,55,330,0,0,0,0,0,576,0,0
41043061,85,6,16,192,0,0,0,0,0,299,0,0
41043062,198,29,37,502,0,0,0,0,0,766,0,0
41043063,283,9,52,750,0,0,0,0,0,1094,0,0
41043065,8,0,5,21,0,0,0,0,0,34,0,0
41043066,51,5,10,147,0,0,0,0,0,213,0,0
41043067,101,15,33,293,0,0,0,0,0,442,0,0
41043068,26,9,14,115,0,0,0,0,0,164,0,0
41043070,147,10,21,365,0,0,0,0,0,543,0,0
41043071,17,4,8,87,0,0,0,0,0,116,0,0
41043073,290,20,45,506,0,0,0,0,0,861,0,0
41043074,176,18,35,521,0,0,0,0,0,750,0,0
41043075,203,14,38,578,0,0,0,0,0,833,0,0
41043076,313,16,57,658,0,0,0,0,0,1044,0,0
41043077,103,3,20,297,0,0,0,0,0,423,0,0
41043078,176,14,26,387,0,0,0,0,0,603,0,0
41043079,398,32,73,626,0,0,0,0,0,1129,0,0
41043080,253,21,34,605,0,0,0,0,0,913,0,0
41043082,99,5,21,241,0,0,0,0,0,366,0,0
41043083,5,0,2,15,0,0,0,0,0,22,0,0
41043084,311,32,41,344,0,0,0,0,0,728,0,0
41043086,255,16,54,792,0,0,0,0,0,1117,0,0
41043087,97,8,23,275,0,0,0,0,0,403,0,0
41043088,214,18,58,431,0,0,0,0,0,721,0,0
41043089,227,8,38,338,0,0,0,0,0,611,0,0
41043091,352,36,86,481,0,0,0,0,0,955,0,0
41043092,584,45,113,719,0,0,0,0,0,1461,0,0
41043093,600,37,120,893,0,0,0,0,0,1650,0,0
41043094,279,21,59,356,0,0,0,0,0,715,0,0
41043095,313,26,54,572,0,0,0,0,0,965,0,0
41043096,364,16,41,341,0,0,0,0,0,762,0,0
41043097,227,16,55,509,0,0,0,0,0,807,0,0
41043099,67,2,20,251,0,0,0,0,0,340,0,0
410431,0,0,0,0,0,113,11,22,63,0,96,113
41043100,421,29,109,627,130,179,63,45,208,1186,316,309
41043101,105,4,18,297,35,35,15,15,103,424,133,70
41043102,412,25,67,570,106,159,34,33,153,1074,220,265
41043103,93,9,13,314,20,49,30,8,90,429,128,69
41043104,146,11,24,370,39,58,33,15,99,551,147,97
41043105,208,21,39,284,46,94,19,4,64,552,87,140
41043106,209,13,33,348,50,87,17,15,112,603,144,137
41043107,333,20,57,535,99,150,49,42,157,945,248,249
41043108,453,34,132,884,130,185,77,46,196,1503,319,315
4104311,0,0,0,0,58,84,18,14,45,0,77,142
4104314,0,0,0,0,52,123,24,14,60,0,98,175
4104315,0,0,0,0,23,44,10,3,30,0,43,67
4104316,0,0,0,0,71,97,28,22,84,0,134,168
4104318,0,0,0,0,212,268,77,81,241,0,399,480
4104319,0,0,0,0,74,112,41,26,125,0,192,186
4104320,0,0,0,0,42,52,27,19,96,0,142,94
4104321,0,0,0,0,16,28,26,6,51,0,83,44
4104322,0,0,0,0,4,4,5,2,20,0,27,8
4104323,0,0,0,0,54,56,49,29,131,0,209,110
4104325,0,0,0,0,60,78,38,18,111,0,167,138
4104326,0,0,0,0,13,19,21,5,33,0,59,32
4104327,0,0,0,0,51,49,27,27,100,0,154,100
4104328,0,0,0,0,11,10,19,10,50,0,79,21
4104329,0,0,0,0,93,159,73,37,269,0,379,252
410433,0,0,0,0,73,115,13,21,49,0,83,188
4104330,0,0,0,0,12,8,7,4,46,0,57,20
4104331,0,0,0,0,28,41,28,12,102,0,142,69
4104332,0,0,0,0,33,55,53,23,111,0,187,88
4104333,0,0,0,0,1,4,1,1,6,0,8,5
4104334,0,0,0,0,22,19,13,13,63,0,89,41
4104335,0,0,0,0,98,152,49,33,188,0,270,250
4104336,0,0,0,0,95,105,48,23,122,0,193,200
4104337,0,0,0,0,75,106,31,20,116,0,167,181
4104338,0,0,0,0,70,115,29,18,89,0,136,185
4104339,0,0,0,0,70,90,30,14,71,0,115,160
4104341,0,0,0,0,42,64,21,15,61,0,97,106
4104342,0,0,0,0,34,51,39,18,101,0,158,85
4104343,0,0,0,0,51,65,12,20,110,0,142,116
4104344,0,0,0,0,103,150,38,29,115,0,182,253
4104345,0,0,0,0,45,69,53,22,128,0,203,114
4104346,0,0,0,0,77,94,53,22,170,0,245,171
4104347,0,0,0,0,36,27,7,14,37,0,58,63
4104348,0,0,0,0,152,121,58,31,158,0,247,273
4104349,0,0,0,0,0,0,0,0,0,0,0,0
410435,0,0,0,0,62,127,21,20,57,0,98,189
4104350,0,0,0,0,23,54,16,20,88,0,124,77
4104351,0,0,0,0,8,9,22,7,48,0,77,17
4104352,0,0,0,0,21,35,16,6,49,0,71,56
4104353,0,0,0,0,47,74,31,17,178,0,226,121
4104354,0,0,0,0,14,45,20,18,92,0,130,59
4104355,0,0,0,0,32,52,34,12,118,0,164,84
4104356,0,0,0,0,63,68,49,16,146,0,211,131
4104357,0,0,0,0,2,5,10,2,12,0,24,7
4104358,0,0,0,0,2,2,2,1,16,0,19,4
4104359,0,0,0,0,35,38,19,14,65,0,98,73
4104360,0,0,0,0,50,66,19,19,85,0,123,116
4104361,0,0,0,0,23,39,18,11,43,0,72,62
4104362,0,0,0,0,57,92,22,11,130,0,163,149
4104363,0,0,0,0,79,124,71,49,208,0,328,203
4104365,0,0,0,0,2,2,4,4,10,0,18,4
4104366,0,0,0,0,20,23,10,6,38,0,54,43
4104367,0,0,0,0,30,53,25,19,80,0,124,83
4104368,0,0,0,0,5,14,10,4,19,0,33,19
4104370,0,0,0,0,44,63,26,32,116,0,174,107
4104371,0,0,0,0,5,8,5,4,24,0,33,13
4104373,0,0,0,0,79,125,55,28,176,0,259,204
4104374,0,0,0,0,59,72,35,15,122,0,172,131
4104375,0,0,0,0,90,95,90,40,207,0,337,185
4104376,0,0,0,0,95,86,36,35,201,0,272,181
4104377,0,0,0,0,36,52,12,11,77,0,100,88
4104378,0,0,0,0,68,65,32,14,125,0,171,133
4104379,0,0,0,0,93,142,53,41,147,0,241,235
410438,0,0,0,0,77,125,46,15,92,0,153,202
4104380,0,0,0,0,65,86,47,15,174,0,236,151
4104382,0,0,0,0,34,30,20,13,57,0,90,64
4104383,0,0,0,0,3,1,0,1,9,0,10,4
4104384,0,0,0,0,79,141,25,8,64,0,97,220
4104386,0,0,0,0,69,115,70,16,264,0,350,184
4104387,0,0,0,0,37,51,35,16,83,0,134,88
4104388,0,0,0,0,55,93,49,21,94,0,164,148
4104389,0,0,0,0,77,71,29,27,113,0,169,148
4104391,0,0,0,0,53,149,32,18,141,0,191,202
4104392,0,0,0,0,152,236,59,48,212,0,319,388
4104393,0,0,0,0,148,220,72,39,246,0,357,368
4104394,0,0,0,0,60,135,16,20,98,0,134,195
4104395,0,0,0,0,78,135,48,34,171,0,253,213
4104396,0,0,0,0,120,111,28,55,129,0,212,231
4104397,0,0,0,0,57,70,37,25,153,0,215,127
4104399,0,0,0,0,24,33,27,8,57,0,92,57
41043Total,17995,1339,3431,33488,0,0,0,0,0,56253,0,0
410451 - Ontario 1,263,24,41,0,0,68,45,48,207,328,300,68
4104510 - City of Adrian,22,1,7,46,8,6,0,1,15,76,16,14
4104511 - Rural Adrian,50,7,19,438,6,25,50,19,145,514,214,31
4104512 - City of Vale,160,15,35,468,39,51,42,11,159,678,212,90
4104513 - South Rural Vale,56,1,21,445,17,22,49,24,151,523,224,39
4104514 - North Rural Vale,86,9,28,566,22,38,42,16,230,689,288,60
4104515 - Willoworeek,18,1,5,202,7,5,15,5,98,226,118,12
4104516 - Brogan,15,0,5,54,4,5,3,3,12,74,18,9
4104517 - lronside,0,0,0,33,0,0,0,2,17,33,19,0
4104518 - Harper,11,0,0,138,5,3,9,2,62,149,73,8
4104519 - Juntura,0,0,2,72,0,1,4,1,37,74,42,1
410452 - Ontario 2,337,41,65,430,68,78,38,17,105,873,160,146
4104520 - City of Jordan Valley,5,0,0,81,1,5,10,2,45,86,57,6
4104521 - Rural Jordan Valley,4,0,2,129,1,2,11,6,47,135,64,3
4104522 - Arock,2,0,0,87,0,2,7,0,42,89,49,2
4104523 - McDermitt,1,0,0,29,0,0,1,0,12,30,13,0
4104524 - Annex/Huntington,31,3,8,123,7,9,8,1,34,165,43,16
410453 - Ontario 3,250,13,28,431,61,60,24,19,146,722,189,121
410454 - Ontario 4,241,21,39,511,56,56,37,35,179,812,251,112
410455 - Applegate,48,3,13,282,13,22,23,10,72,346,105,35
410456 - Fair/Ontario Heights,158,5,29,572,35,39,41,10,179,764,230,74
410457 - Butte/Cairo,120,13,24,449,29,49,30,26,176,606,232,78
410458 - City of Nyssa,280,11,33,431,70,48,46,14,151,755,211,118
410459 - Rural Nyssa,88,9,23,625,38,25,43,19,242,745,304,63
41047310,0,0,0,0,0,439,56,36,141,0,233,439
41047310 - 1,1146,68,84,0,0,0,0,0,0,1298,0,0
41047311,0,0,0,0,339,576,81,59,236,0,376,915
41047311 - 1,1453,109,148,821,0,0,0,0,0,2531,0,0
41047312,0,0,0,0,269,557,64,62,109,0,235,826
41047312 - 1,1108,66,125,470,0,0,0,0,0,1769,0,0
41047320,0,0,0,0,127,172,37,32,74,0,143,299
41047320 - 1,561,16,57,291,0,0,0,0,0,925,0,0
41047321,0,0,0,0,128,233,35,17,63,0,115,361
41047321 - 1,608,34,68,318,0,0,0,0,0,1028,0,0
41047322,0,0,0,0,24,16,1,3,14,0,18,40
41047322 - 1,55,1,4,24,0,0,0,0,0,84,0,0
41047323,0,0,0,0,416,540,74,66,159,0,299,956
41047323 - 1,1373,64,106,561,0,0,0,0,0,2104,0,0
41047324,0,0,0,0,8,13,4,1,6,0,11,21
41047324 - 1,45,3,3,27,0,0,0,0,0,78,0,0
41047325,0,0,0,0,199,325,59,40,194,0,293,524
41047325 - 1,847,57,103,678,0,0,0,0,0,1685,0,0
41047326,0,0,0,0,6,12,2,0,2,0,4,18
41047326 - 1,30,1,2,20,0,0,0,0,0,53,0,0
41047330,0,0,0,0,273,365,95,85,275,0,455,638
41047330 - 1,997,48,93,818,0,0,0,0,0,1956,0,0
41047331,0,0,0,0,110,125,41,30,99,0,170,235
41047331 - 1,364,19,33,346,0,0,0,0,0,762,0,0
41047332,0,0,0,0,55,91,10,8,66,0,84,146
41047332 - 1,372,10,49,254,0,0,0,0,0,685,0,0
41047333,0,0,0,0,126,108,47,19,146,0,212,234
41047333 - 1,405,21,59,463,0,0,0,0,0,948,0,0
41047334,0,0,0,0,18,17,12,5,27,0,44,35
41047334 - 1,72,1,13,67,0,0,0,0,0,153,0,0
41047335,0,0,0,0,0,0,0,0,0,0,0,0
41047335 - 1,0,0,0,0,0,0,0,0,0,0,0,0
41047336,0,0,0,0,1,0,0,0,0,0,0,1
41047336 - 1,0,0,0,6,0,0,0,0,0,6,0,0
41047337,0,0,0,0,509,576,178,169,406,0,753,1085
41047337 - 1,1702,69,165,1398,0,0,0,0,0,3334,0,0
41047340,0,0,0,0,226,253,90,94,303,0,487,479
41047340 - 1,953,41,120,994,0,0,0,0,0,2108,0,0
41047341,0,0,0,0,273,295,111,107,348,0,566,568
41047341 - 1,951,43,102,1001,0,0,0,0,0,2097,0,0
41047342,0,0,0,0,0,0,2,0,0,0,2,0
41047342 - 1,0,0,0,5,0,0,0,0,0,5,0,0
41047343,0,0,0,0,368,389,146,110,453,0,709,757
41047343 - 1,1355,46,160,1386,0,0,0,0,0,2947,0,0
41047344,0,0,0,0,512,536,171,163,476,0,810,1048
41047344 - 1,1675,62,204,1528,0,0,0,0,0,3469,0,0
41047350,0,0,0,0,192,327,49,32,150,0,231,519
41047350 - 1,1023,79,101,701,0,0,0,0,0,1904,0,0
41047351,0,0,0,0,31,55,20,12,34,0,66,86
41047351 - 1,213,9,23,198,0,0,0,0,0,443,0,0
41047352,0,0,0,0,34,59,14,9,40,0,63,93
41047352 - 1,164,4,20,181,0,0,0,0,0,369,0,0
41047353,0,0,0,0,156,146,56,39,159,0,254,302
41047353 - 1,539,35,62,572,0,0,0,0,0,1208,0,0
41047354,0,0,0,0,14,16,6,2,19,0,27,30
41047354 - 1,55,1,3,56,0,0,0,0,0,115,0,0
41047355,0,0,0,0,5,10,2,0,9,0,11,15
41047355 - 1,20,1,2,22,0,0,0,0,0,45,0,0
41047356,0,0,0,0,4,4,2,0,5,0,7,8
41047356 - 1,20,1,0,30,0,0,0,0,0,51,0,0
41047357,0,0,0,0,138,242,47,33,153,0,233,380
41047357 - 1,734,47,65,594,0,0,0,0,0,1440,0,0
41047361,0,0,0,0,37,98,9,10,26,0,45,135
41047361 - 1,307,12,27,142,0,0,0,0,0,488,0,0
41047362,0,0,0,0,105,185,24,19,76,0,119,290
41047362 - 1,428,33,40,251,0,0,0,0,0,752,0,0
41047363,0,0,0,0,277,372,123,58,314,0,495,649
41047363 - 1,1268,81,151,1178,0,0,0,0,0,2678,0,0
41047364,0,0,0,0,163,226,91,37,214,0,342,389
41047364 - 1,710,35,62,683,0,0,0,0,0,1490,0,0
41047365,0,0,0,0,0,0,0,0,0,0,0,0
41047365 - 1,0,0,0,0,0,0,0,0,0,0,0,0
41047370,0,0,0,0,424,357,60,74,136,0,270,781
41047370 - 1,1153,43,96,443,0,0,0,0,0,1735,0,0
41047371,0,0,0,0,529,495,100,179,400,0,679,1024
41047371 - 1,1684,59,164,1121,0,0,0,0,0,3028,0,0
41047372,0,0,0,0,144,209,41,35,89,0,165,353
41047372 - 1,504,15,52,314,0,0,0,0,0,885,0,0
41047373,0,0,0,0,366,372,131,128,322,0,581,738
41047373 - 1,1108,37,118,963,0,0,0,0,0,2226,0,0
41047374,0,0,0,0,148,218,72,42,136,0,250,366
41047374 - 1,570,22,87,550,0,0,0,0,0,1229,0,0
41047375,0,0,0,0,228,365,99,64,212,0,375,593
41047375 - 1,938,70,120,877,0,0,0,0,0,2005,0,0
41047376,0,0,0,0,0,0,0,0,0,0,0,0
41047376 - 1,0,0,0,0,0,0,0,0,0,0,0,0
41047400,0,0,0,0,0,0,0,0,0,0,0,0
41047400 - 1,0,0,0,0,0,0,0,0,0,0,0,0
41047401,0,0,0,0,298,291,183,129,453,0,765,589
41047401 - 1,1135,37,145,1456,0,0,0,0,0,2773,0,0
41047402,0,0,0,0,291,233,112,118,426,0,656,524
41047402 - 1,829,30,100,1022,0,0,0,0,0,1981,0,0
41047403,0,0,0,0,277,347,164,142,443,0,749,624
41047403 - 1,1103,46,157,1384,0,0,0,0,0,2690,0,0
41047404,0,0,0,0,245,289,123,58,293,0,474,534
41047404 - 1,866,58,124,1082,0,0,0,0,0,2130,0,0
41047405,0,0,0,0,157,179,74,59,264,0,397,336
41047405 - 1,614,28,97,840,0,0,0,0,0,1579,0,0
41047406,0,0,0,0,325,378,159,95,395,0,649,703
41047406 - 1,1143,45,183,1456,0,0,0,0,0,2827,0,0
41047407,0,0,0,0,222,417,120,57,337,0,514,639
41047407 - 1,1144,72,159,1248,0,0,0,0,0,2623,0,0
41047408,0,0,0,0,13,18,1,0,4,0,5,31
41047408 - 1,56,9,7,41,0,0,0,0,0,113,0,0
41047505,0,0,0,0,28,16,3,13,42,0,58,44
41047505 - 1,73,2,14,124,0,0,0,0,0,213,0,0
41047515,0,0,0,0,39,49,15,13,75,0,103,88
41047515 - 1,154,9,25,250,0,0,0,0,0,438,0,0
41047525,0,0,0,0,54,114,43,16,104,0,163,168
41047525 - 1,217,11,24,270,0,0,0,0,0,522,0,0
41047525 - 2,40,3,9,60,0,0,0,0,0,112,0,0
41047535,0,0,0,0,101,131,47,24,135,0,206,232
41047535 - 1,115,11,16,121,0,0,0,0,0,263,0,0
41047535 - 2,323,11,46,425,0,0,0,0,0,805,0,0
41047545,0,0,0,0,53,65,24,5,45,0,74,118
41047545 - 1,305,15,34,226,0,0,0,0,0,580,0,0
41047555,0,0,0,0,151,162,85,44,187,0,316,313
41047555 - 1,524,24,74,694,0,0,0,0,0,1316,0,0
41047577,0,0,0,0,29,35,36,21,82,0,139,64
41047577 - 1,129,1,32,272,0,0,0,0,0,434,0,0
41047578,0,0,0,0,0,4,4,2,7,0,13,4
41047578 - 1,0,0,0,1,0,0,0,0,0,1,0,0
41047578 - 2,5,0,3,22,0,0,0,0,0,30,0,0
41047579,0,0,0,0,21,13,15,4,32,0,51,34
41047579 - 1,46,5,6,98,0,0,0,0,0,155,0,0
41047580,0,0,0,0,82,96,65,60,194,0,319,178
41047580 - 1,299,17,64,598,0,0,0,0,0,978,0,0
41047581,0,0,0,0,229,254,106,96,498,0,700,483
41047581 - 1,160,10,22,297,0,0,0,0,0,489,0,0
41047581 - 2,649,37,95,1262,0,0,0,0,0,2043,0,0
41047582,0,0,0,0,46,36,42,18,117,0,177,82
41047582 - 1,35,1,5,55,0,0,0,0,0,96,0,0
41047582 - 2,119,6,19,307,0,0,0,0,0,451,0,0
41047583,0,0,0,0,67,81,64,39,169,0,272,148
41047583 - 1,44,2,4,78,0,0,0,0,0,128,0,0
41047583 - 2,189,5,33,472,0,0,0,0,0,699,0,0
41047584,0,0,0,0,0,0,4,2,3,0,9,0
41047584 - 1,4,0,0,15,0,0,0,0,0,19,0,0
41047586,0,0,0,0,39,49,41,19,109,0,169,88
41047586 - 1,134,14,23,284,0,0,0,0,0,455,0,0
41047587,0,0,0,0,7,14,14,6,20,0,40,21
41047587 - 1,20,5,4,74,0,0,0,0,0,103,0,0
41047588,0,0,0,0,6,11,1,2,11,0,14,17
41047588 - 1,56,0,6,47,0,0,0,0,0,109,0,0
41047589,0,0,0,0,3,1,6,2,7,0,15,4
41047589 - 1,6,0,1,27,0,0,0,0,0,34,0,0
41047590,0,0,0,0,30,54,68,34,123,0,225,84
41047590 - 1,0,0,0,0,0,0,0,0,0,0,0,0
41047590 - 2,152,6,34,419,0,0,0,0,0,611,0,0
41047615,0,0,0,0,9,22,12,7,25,0,44,31
41047615 - 1,37,5,15,114,0,0,0,0,0,171,0,0
41047625,0,0,0,0,225,316,111,68,205,0,384,541
41047625 - 1,879,40,125,775,0,0,0,0,0,1819,0,0
41047635,0,0,0,0,343,488,139,124,390,0,653,831
41047635 - 1,1320,82,164,1260,0,0,0,0,0,2826,0,0
41047645,0,0,0,0,146,143,85,71,249,0,405,289
41047645 - 1,444,11,81,874,0,0,0,0,0,1410,0,0
41047655,0,0,0,0,300,387,219,127,618,0,964,687
41047655 - 1,1008,68,201,1955,0,0,0,0,0,3232,0,0
41047674,0,0,0,0,64,90,43,21,240,0,304,154
41047674 - 1,220,10,40,642,0,0,0,0,0,912,0,0
41047676,0,0,0,0,72,92,83,36,205,0,324,164
41047676 - 1,253,7,52,564,0,0,0,0,0,876,0,0
41047677,0,0,0,0,27,26,33,9,51,0,93,53
41047677 - 1,107,2,16,160,0,0,0,0,0,285,0,0
41047678,0,0,0,0,189,247,64,46,224,0,334,436
41047678 - 1,757,39,86,798,0,0,0,0,0,1680,0,0
41047679,0,0,0,0,63,95,77,71,207,0,355,158
41047679 - 1,239,8,46,640,0,0,0,0,0,933,0,0
41047680,0,0,0,0,23,23,50,20,71,0,141,46
41047680 - 1,63,5,20,236,0,0,0,0,0,324,0,0
41047681,0,0,0,0,100,148,64,46,195,0,305,248
41047681 - 1,335,11,43,598,0,0,0,0,0,987,0,0
41047682,0,0,0,0,245,261,174,124,449,0,747,506
41047682 - 1,762,34,116,1411,0,0,0,0,0,2323,0,0
41047683,0,0,0,0,16,24,27,18,60,0,105,40
41047683 - 1,63,3,9,187,0,0,0,0,0,262,0,0
41047684,0,0,0,0,42,79,52,30,108,0,190,121
41047684 - 1,181,11,12,373,0,0,0,0,0,577,0,0
41047686,0,0,0,0,5,12,12,10,37,0,59,17
41047686 - 1,31,1,6,101,0,0,0,0,0,139,0,0
41047687,0,0,0,0,15,10,9,6,11,0,26,25
41047687 - 1,38,1,4,44,0,0,0,0,0,87,0,0
41047688,0,0,0,0,25,23,18,11,49,0,78,48
41047688 - 1,77,4,9,154,0,0,0,0,0,244,0,0
41047689,0,0,0,0,3,2,1,1,2,0,4,5
41047689 - 1,7,1,0,13,0,0,0,0,0,21,0,0
41047690,0,0,0,0,206,315,115,67,275,0,457,521
41047690 - 1,1053,57,113,960,0,0,0,0,0,2183,0,0
41047691,0,0,0,0,383,431,193,118,413,0,724,814
41047691 - 1,1347,68,153,1556,0,0,0,0,0,3124,0,0
41047692,0,0,0,0,4,1,5,0,10,0,15,5
41047692 - 1,13,0,1,26,0,0,0,0,0,40,0,0
41047694,0,0,0,0,94,128,48,26,140,0,214,222
41047694 - 1,421,26,66,446,0,0,0,0,0,959,0,0
41047696,0,0,0,0,218,245,86,59,252,0,397,463
41047696 - 1,811,54,84,864,0,0,0,0,0,1813,0,0
41047697,0,0,0,0,162,251,72,47,234,0,353,413
41047697 - 1,740,40,105,806,0,0,0,0,0,1691,0,0
41047698,0,0,0,0,85,113,60,44,153,0,257,198
41047698 - 1,283,21,45,518,0,0,0,0,0,867,0,0
41047705,0,0,0,0,60,74,70,39,183,0,292,134
41047705 - 1,238,16,54,633,0,0,0,0,0,941,0,0
41047715,0,0,0,0,97,153,88,43,258,0,389,250
41047715 - 1,382,22,107,991,0,0,0,0,0,1502,0,0
41047725,0,0,0,0,76,141,86,33,249,0,368,217
41047725 - 1,372,31,78,796,0,0,0,0,0,1277,0,0
41047779,0,0,0,0,83,101,46,50,148,0,244,184
41047779 - 1,266,5,21,388,0,0,0,0,0,680,0,0
41047779 - 2,28,0,6,47,0,0,0,0,0,81,0,0
41047780,0,0,0,0,137,127,44,71,180,0,295,264
41047780 - 1,438,13,33,494,0,0,0,0,0,978,0,0
41047781,0,0,0,0,76,70,34,22,94,0,150,146
41047781 - 1,254,13,28,257,0,0,0,0,0,552,0,0
41047782,0,0,0,0,22,49,16,16,67,0,99,71
41047782 - 1,118,4,20,162,0,0,0,0,0,304,0,0
41047783,0,0,0,0,47,45,52,29,115,0,196,92
41047783 - 1,148,9,18,309,0,0,0,0,0,484,0,0
41047784,0,0,0,0,25,22,12,6,16,0,34,47
41047784 - 1,46,7,6,38,0,0,0,0,0,97,0,0
41047784 - 2,28,1,2,29,0,0,0,0,0,60,0,0
41047786,0,0,0,0,21,25,15,10,60,0,85,46
41047786 - 1,56,3,18,160,0,0,0,0,0,237,0,0
41047787,0,0,0,0,209,187,147,73,428,0,648,396
41047787 - 1,621,17,100,1358,0,0,0,0,0,2096,0,0
41047788,0,0,0,0,194,210,143,66,383,0,592,404
41047788 - 1,82,5,9,101,0,0,0,0,0,197,0,0
41047788 - 2,460,27,70,955,0,0,0,0,0,1512,0,0
41047789,0,0,0,0,134,203,125,62,336,0,523,337
41047789 - 1,470,31,75,1179,0,0,0,0,0,1755,0,0
41047790,0,0,0,0,14,26,21,3,46,0,70,40
41047790 - 1,41,7,9,154,0,0,0,0,0,211,0,0
41047815,0,0,0,0,170,150,62,39,146,0,247,320
41047815 - 1,699,25,54,540,0,0,0,0,0,1318,0,0
41047825,0,0,0,0,81,112,28,13,64,0,105,193
41047825 - 1,485,23,54,276,0,0,0,0,0,838,0,0
