precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_FUQUE,pri_dem_O'MAILEY,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_WILSON,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CHRISTLE,pri_rep_CRUZ,pri_rep_FLORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KAISCH,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PATAKL,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_RUBLO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_amd_FUENTE,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_pro_HEDGES,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
Precinct 59,372,0,0,0,0,35,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,728,4,3,0,15,5,408,752
Precinct 60,119,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,233,0,0,0,8,4,131,241
Precinct 61,161,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,314,4,0,0,4,1,181,324
Precinct 62,342,0,0,0,0,49,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,4,0,0,799,3,1,0,33,10,392,836
Precinct 63,164,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,309,1,1,0,10,0,193,322
Precinct 64,178,0,0,0,0,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,297,3,0,0,7,3,199,307
Precinct 68,531,0,0,0,0,95,2,0,1,0,0,11,0,0,0,3,0,0,0,0,2,0,0,15,0,2,1084,5,3,0,66,32,628,1160
Precinct 69,294,0,0,1,0,57,1,0,0,0,0,18,0,0,0,1,0,0,0,0,4,0,0,17,0,3,705,0,1,2,57,40,353,768
Precinct 70,115,0,0,0,0,30,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,3,0,0,296,2,2,0,7,10,145,307
Precinct 71,211,0,0,1,0,54,1,0,0,0,0,7,0,0,0,6,0,0,0,0,3,0,0,19,0,2,472,1,5,1,50,35,267,531
Precinct 72,158,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,3,0,0,392,0,0,1,18,11,169,411
Precinct 73,183,0,0,2,0,23,1,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,13,0,0,426,5,2,0,36,20,209,469
Precinct 74,160,1,0,0,0,28,2,0,2,0,0,6,0,0,0,3,0,0,0,0,0,0,0,10,0,0,384,3,1,0,56,21,191,444
Precinct 76,140,0,0,0,0,31,1,0,0,0,0,29,0,0,1,2,0,1,0,0,1,0,0,15,0,2,334,3,1,0,67,49,172,407
Precinct 77,265,1,0,0,0,53,4,0,0,0,0,23,0,0,0,4,0,0,0,0,4,0,0,55,0,1,627,4,2,0,145,86,323,779
Precinct 78,214,0,0,0,0,70,1,1,1,0,0,58,0,1,0,99,0,0,0,0,27,0,0,121,0,1,546,6,14,0,361,308,285,928
Precinct 79,394,0,0,0,0,106,5,0,1,0,0,28,0,0,0,25,0,1,0,0,12,0,0,57,0,1,908,8,11,0,157,124,505,1085
Precinct 80,508,0,0,0,0,88,3,0,1,0,0,10,0,0,0,2,0,0,0,0,1,0,0,3,0,0,1089,6,5,0,47,17,599,1147
Precinct 81,762,0,0,1,0,116,0,0,2,0,0,7,0,0,0,7,0,0,0,0,2,0,0,14,1,2,1309,4,5,1,37,32,879,1359
Precinct 82,474,0,0,0,0,59,2,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,3,0,0,836,5,3,0,15,8,535,859
Precinct 83,1025,0,0,2,0,134,3,0,1,1,0,4,0,0,0,1,0,0,0,0,1,0,0,5,1,7,1796,8,3,0,31,13,1164,1846
Precinct 84,97,0,0,0,0,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,182,3,0,0,4,2,112,189
Precinct 85,890,0,0,0,0,88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1486,8,4,0,33,1,982,1536
Precinct 86,427,0,0,1,0,68,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,768,0,1,1,17,8,496,787
Precinct 88,490,1,0,1,0,52,1,0,0,0,0,12,0,0,0,1,0,0,0,0,1,0,0,15,0,1,935,3,1,0,50,29,545,990
Precinct 89,270,1,0,0,0,60,0,1,0,0,0,10,0,0,0,1,0,0,0,0,1,0,0,10,3,3,803,6,3,1,45,23,331,864
Precinct 90,268,0,0,1,0,54,1,0,0,0,0,13,0,0,0,4,0,0,0,0,3,0,0,19,1,3,664,1,1,0,64,39,324,734
Precinct 91,624,2,0,2,0,93,3,0,1,0,0,21,0,0,0,5,0,0,0,0,3,0,1,30,0,2,1252,7,6,2,83,61,724,1352
Precinct 92,545,1,0,1,0,98,7,1,1,0,0,23,0,0,0,10,0,0,0,0,6,0,0,31,1,2,1216,9,8,0,131,72,652,1367
Precinct 93,279,1,0,0,0,51,1,0,1,0,0,19,0,0,0,9,0,0,0,1,3,0,0,29,1,0,658,2,0,1,87,62,332,749
Precinct 94,771,0,0,0,0,132,7,4,4,0,0,42,0,1,0,11,0,1,0,0,8,0,0,55,0,6,1626,10,10,0,193,126,910,1845
Precinct 96,462,1,0,0,0,88,2,1,2,0,0,74,0,0,0,15,0,0,0,0,12,0,0,78,0,2,924,4,7,0,229,182,553,1166
Presbyterian,37,0,0,1,0,19,0,4,3,0,0,91,0,0,0,0,49,1,0,2,27,0,0,157,0,2,115,3,13,2,486,334,57,621
Prichard,124,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,1,272,2,0,0,17,8,134,293
Progress Beat 3,4,0,0,1,0,2,0,0,1,0,0,47,0,0,0,0,3,0,0,1,2,0,0,69,0,1,11,3,3,0,271,123,7,289
Prospect,2,0,0,0,0,1,0,0,1,0,0,87,0,0,0,0,8,0,0,0,2,0,0,91,0,0,15,0,2,0,331,189,3,348
Prospect 2050,4,0,0,0,0,0,0,1,1,0,0,44,0,0,0,0,4,0,0,0,1,0,1,52,0,0,16,1,0,0,191,104,4,208
Providence,13,0,0,0,0,7,0,4,0,0,0,94,0,0,2,0,13,2,0,0,5,0,0,106,0,1,40,0,4,0,407,226,20,452
Puckett,48,0,0,0,0,2,0,0,6,0,1,87,0,0,0,0,10,0,0,0,5,0,0,174,0,1,92,0,6,0,420,283,50,519
Purvis,95,1,0,2,0,20,0,2,14,1,0,313,1,0,1,0,41,0,0,1,31,0,0,440,0,2,283,2,18,0,1400,845,118,1705
RAINEY,5,0,0,0,0,10,0,2,5,0,0,220,0,0,0,0,17,0,0,2,7,0,0,238,0,0,31,2,9,0,796,491,15,838
RED LICK,131,0,0,1,0,26,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,1,265,0,0,1,48,17,158,315
RUSTIN,2,0,0,0,0,1,0,3,5,0,0,96,0,0,0,0,5,0,0,0,1,0,0,183,0,3,13,0,6,0,457,293,3,479
Randolph,10,0,0,0,0,13,0,3,9,0,0,126,0,0,1,0,17,0,0,0,7,0,0,117,0,3,40,4,5,1,620,280,23,673
Ratliff,4,0,0,0,0,3,0,0,2,0,0,37,0,0,0,0,5,0,0,0,2,0,0,50,0,1,4,0,1,0,185,96,7,191
Rawls Springs,136,0,0,2,0,37,0,1,1,0,0,99,0,0,1,0,27,0,0,0,10,0,0,140,0,3,404,3,9,0,425,279,175,844
Raymond 1,285,1,0,0,0,52,2,1,5,2,0,215,0,0,1,64,0,0,0,1,40,0,0,245,0,6,622,6,16,0,905,574,340,1555
Raymond 2,341,1,0,0,0,64,1,5,10,2,0,197,2,0,0,65,0,0,0,1,37,0,0,339,1,8,643,4,12,0,988,658,407,1656
Rays Shop,17,0,0,0,0,3,0,0,5,2,0,102,0,0,5,0,21,0,0,1,11,0,0,254,1,0,62,0,2,0,721,401,20,786
Rec Center,444,0,0,2,0,44,2,0,0,1,0,26,0,0,0,0,14,0,0,0,8,0,0,44,1,1,1012,2,8,0,171,93,492,1195
Red Hill,2,0,0,0,0,5,0,0,1,0,0,73,0,0,1,0,3,0,0,1,7,0,0,73,0,1,12,0,14,0,232,159,7,259
Red House 55,104,0,0,0,0,14,1,0,0,0,0,11,0,0,0,0,4,0,0,0,1,0,0,29,0,0,232,0,1,0,90,45,119,323
Redwood,2,0,0,0,0,5,0,1,2,0,0,20,1,0,0,0,7,0,0,0,5,0,0,57,0,1,14,0,2,0,140,93,7,157
Reform,45,0,0,0,0,9,0,4,1,0,0,34,0,0,0,0,2,0,0,0,2,0,0,66,0,1,100,1,1,0,197,109,54,300
Rena Lara,16,0,0,1,0,11,0,2,0,0,2,28,0,0,0,0,6,0,0,0,7,0,0,47,0,1,30,0,1,0,181,92,28,213
Renfroe,14,0,0,1,0,11,1,0,0,0,0,65,0,0,0,0,13,0,0,0,5,0,0,62,0,0,51,1,2,1,258,145,27,313
Renova,112,1,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,231,1,1,0,14,6,123,247
Reservoir East,46,0,0,0,0,39,0,1,9,0,0,252,0,0,1,0,125,1,0,2,59,0,0,372,3,3,234,6,37,0,1070,822,85,1353
Reservoir West,64,0,0,1,0,35,0,2,15,0,0,185,0,1,0,0,90,1,0,0,37,0,0,384,2,7,237,3,24,1,1135,715,100,1409
Riceville,63,0,0,0,0,8,1,1,2,0,0,70,0,0,0,3,12,0,0,0,9,0,0,114,0,2,158,1,8,0,338,211,72,507
Richburg,152,0,0,1,0,61,1,3,17,2,0,355,0,0,1,0,121,0,0,2,60,0,0,379,1,13,510,9,57,0,1406,940,215,1996
Richmond,40,0,0,0,0,17,0,1,7,0,0,205,0,0,0,0,22,0,0,1,19,0,0,285,2,2,99,1,12,0,926,540,57,1042
Richton City Hall 3070,28,0,0,0,0,13,2,2,5,0,1,132,0,0,1,0,17,0,0,0,1,0,0,197,0,3,68,0,7,0,686,356,43,764
Richton Holly Street 3060,37,0,0,1,0,8,2,7,2,0,0,54,0,0,0,0,5,0,0,0,3,0,0,112,0,1,75,0,3,0,320,183,48,399
Richton Multi Purpose 4080,40,0,0,0,0,4,0,1,2,0,0,42,0,0,1,0,7,0,0,0,1,0,0,71,2,0,92,0,0,0,263,125,44,357
Ridgeland Precinct 4,126,0,0,0,0,48,0,4,0,1,0,59,0,0,0,0,32,0,0,1,11,0,1,56,0,4,418,4,14,0,240,165,174,680
Ridgeland Recreation Center,406,0,0,0,0,162,0,5,7,1,0,277,1,0,1,0,220,0,0,1,99,0,1,510,2,9,1422,16,64,2,1703,1123,568,3218
Rienzi,63,0,0,1,0,10,4,0,4,0,0,147,1,0,0,0,17,0,0,1,27,0,0,162,1,7,145,2,6,1,724,359,78,886
Ripley,66,0,0,0,0,25,0,0,5,0,0,109,0,0,0,0,31,0,0,0,14,0,0,138,0,3,244,2,6,0,528,297,91,783
Rising Sun,146,0,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,442,1,0,1,15,2,166,461
Robbs Ro,3,0,0,0,0,3,0,0,0,0,0,6,0,0,1,0,2,0,0,0,1,0,0,11,0,0,14,1,1,0,44,21,6,60
Robinette,14,0,0,0,0,5,1,0,3,0,0,56,0,0,0,0,6,0,0,0,9,0,0,114,0,0,32,0,3,0,297,188,20,332
Robinsonville Community Center,85,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,1,0,13,1,2,335,1,1,0,46,27,95,386
Rock Hill,5,0,0,0,0,1,0,0,1,0,1,31,0,0,0,0,1,0,0,0,1,0,0,41,0,0,15,0,4,1,109,76,6,129
Rocky Branch,44,0,0,0,0,6,1,1,4,1,0,87,0,1,0,0,14,0,0,0,8,0,0,144,0,3,114,3,4,0,427,260,51,551
Rogers Circle,91,0,0,1,0,23,0,1,0,0,0,35,0,0,1,0,5,0,0,0,8,0,0,54,0,2,262,4,6,0,179,104,115,453
Rolling Creek,6,0,0,0,0,0,0,1,2,0,0,52,0,0,0,0,7,0,0,0,6,0,0,70,0,0,18,0,0,0,189,138,6,207
Rolling Fork First District,93,0,0,0,0,17,0,2,1,0,0,53,0,0,1,0,19,0,0,0,10,0,0,78,0,3,212,0,3,1,254,164,110,473
Rolling Fork Fourth District,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,93,0,0,0,1,1,23,94
Rolling Fork Second District,22,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63,0,0,0,2,3,24,65
Rolling Fork Third District,124,0,0,0,0,14,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,5,0,1,328,1,1,0,20,10,139,351
Rosebloom,4,0,0,0,0,3,0,0,0,0,0,20,0,0,1,0,3,0,0,0,5,0,0,48,0,0,6,0,2,0,120,77,7,128
Roundaway,15,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,45,1,0,0,25,14,17,71
Rowan,234,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,532,1,2,0,7,0,255,544
Roxie,128,0,0,1,0,21,1,0,0,0,0,38,0,0,0,0,4,0,0,0,3,0,0,36,0,1,276,3,3,0,157,81,151,440
Runnelstown 2040,2,0,0,0,0,3,0,1,8,0,0,189,0,0,0,0,9,0,0,0,14,0,0,238,1,2,42,0,11,1,820,459,5,877
Rural Hill,137,0,0,0,0,30,1,2,16,3,0,316,0,1,6,0,52,0,0,0,28,0,0,325,0,3,444,1,23,0,1349,749,168,1820
Ruth,5,0,0,0,0,8,0,1,5,0,0,86,0,0,1,0,9,0,0,0,8,0,0,136,1,1,21,1,5,0,450,246,13,479
Ryan,11,0,0,0,0,3,0,0,2,0,0,47,0,0,0,0,6,0,0,0,5,0,1,55,0,1,21,0,2,2,245,116,14,271
SAND HILL,7,0,0,0,0,11,0,0,9,1,0,149,0,0,0,0,12,0,0,1,18,0,0,187,0,1,46,1,13,0,609,377,18,670
SHADY GROVE,158,1,0,0,0,41,0,1,24,0,0,320,0,0,0,0,29,0,0,0,22,0,0,478,1,5,543,8,22,3,1463,874,200,2045
SHARON,43,0,0,0,0,17,0,0,4,0,0,208,0,0,0,0,11,0,0,0,6,0,0,316,1,1,157,1,7,1,921,545,60,1089
SHELTON,73,0,0,0,0,17,1,0,2,0,0,75,0,1,0,0,2,0,0,0,5,0,0,112,0,1,149,0,1,0,369,197,91,520
SOSO,121,0,0,0,0,22,0,0,3,1,0,119,0,1,0,0,10,0,0,0,5,0,0,155,0,3,344,2,4,0,474,294,143,827
STAMPLEY,109,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,230,2,0,0,5,1,119,238
Sacred Heart,100,1,0,1,0,32,2,4,7,1,0,233,0,0,1,0,68,0,0,0,47,0,0,302,0,3,372,3,25,0,1073,663,136,1476
Salem,89,1,0,0,0,10,0,0,0,0,0,107,0,1,0,0,8,0,0,0,10,0,0,122,0,1,177,0,1,0,437,248,100,616
Salem Beat 4,19,1,0,1,0,19,0,5,7,0,0,281,1,0,3,0,35,0,0,0,18,0,1,413,3,9,110,7,15,1,1480,764,40,1625
Sallis,312,0,0,1,0,20,2,0,1,0,0,60,0,0,0,0,7,0,0,0,5,0,0,75,0,3,533,0,1,2,240,148,335,779
Saltillo,77,0,0,0,0,1,0,5,12,0,0,450,0,0,2,0,54,0,0,1,52,0,1,408,1,5,319,5,25,0,1706,985,78,2061
Salvation Army,274,1,0,0,0,52,0,0,0,0,1,9,0,0,0,0,1,0,0,0,2,0,0,15,1,4,854,4,4,0,60,28,327,927
Sandy Hook,45,0,0,0,0,5,0,0,0,0,0,52,0,0,0,0,3,0,0,0,12,0,0,75,0,1,117,1,0,0,222,142,50,341
Sanford,19,1,0,0,0,7,0,0,6,0,0,120,0,0,1,0,15,0,0,0,13,0,0,201,0,2,63,1,6,0,692,356,27,764
Sarah,2,0,0,0,0,0,0,0,2,0,0,25,0,0,0,0,0,0,0,0,1,0,0,39,0,0,9,0,2,0,141,67,2,152
Saratoga,79,0,0,0,0,10,1,0,1,0,0,12,0,0,1,0,3,0,0,0,4,0,0,51,0,1,137,1,3,0,122,72,90,264
Sasse Street Fire Station,203,0,0,0,0,25,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,3,2,459,0,0,0,16,4,229,480
Satartia,6,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,21,0,0,15,1,1,1,36,25,7,54
Savannah Beat 3,5,0,0,0,0,3,0,2,0,0,1,93,0,0,0,0,20,0,0,1,8,0,0,142,0,2,36,0,3,1,479,267,8,521
Schlater,49,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,6,0,0,0,2,0,0,20,0,0,117,0,0,0,85,43,51,202
Scott,26,0,0,0,0,4,0,0,0,0,0,15,0,0,0,0,3,0,0,0,1,0,0,21,0,0,77,0,0,0,72,40,30,149
Self Creek/Double Springs,22,0,0,0,0,6,0,0,4,0,1,64,0,0,0,0,17,1,0,1,11,0,1,96,0,4,68,0,4,0,370,196,28,446
Seminary,47,0,0,1,0,13,1,4,11,0,1,271,0,0,1,0,24,0,0,1,18,0,0,386,0,4,160,1,8,0,1285,717,62,1458
Senatobia 1,137,0,0,0,0,32,0,1,7,0,0,360,0,0,3,0,66,0,0,2,52,0,0,292,1,6,459,5,19,3,1278,783,169,1771
Senatobia 2,88,0,0,0,0,24,1,2,4,0,0,222,0,0,0,0,26,0,0,3,25,0,0,161,1,4,269,2,19,0,745,443,113,1040
Senatobia 3,142,4,0,0,0,13,0,0,0,0,1,21,0,0,0,0,5,0,0,0,5,0,0,24,0,2,406,0,3,0,85,56,159,496
Senatobia 4,59,0,0,0,0,17,0,0,6,0,0,188,0,0,0,0,21,0,0,0,27,0,0,144,0,1,187,1,12,1,638,386,76,840
Sessums,224,0,0,1,0,22,0,3,3,0,0,61,0,0,1,0,37,0,0,0,5,0,0,33,0,4,592,2,14,0,226,143,247,838
Shady Grove,79,2,0,2,0,45,1,6,7,0,0,375,0,1,3,0,62,0,0,0,42,0,1,603,2,7,247,1,20,1,2084,1100,129,2362
Shannon,102,0,0,1,0,18,1,1,3,0,0,50,0,0,0,0,6,0,0,0,7,0,0,61,1,4,303,1,5,1,235,128,122,550
Sharon,272,0,0,0,0,27,1,0,0,0,0,12,0,0,0,0,2,0,0,0,1,0,0,29,0,0,482,0,2,1,60,44,300,545
Shaw,262,0,0,0,0,43,1,0,4,0,0,25,0,0,1,0,4,0,0,0,4,0,0,39,0,2,880,1,3,1,146,77,306,1033
Sheeplo,80,1,0,0,0,16,0,0,5,0,1,85,0,0,1,0,9,0,0,0,5,0,1,138,0,1,205,2,4,0,467,245,97,679
Shelby,301,0,0,0,0,32,2,0,0,0,0,11,0,0,0,0,5,0,0,0,4,0,0,22,2,1,898,7,3,2,67,42,335,980
Sherard,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,1,0,0,10,3,10,30
Sherman Sh,11,0,0,0,0,5,0,0,3,0,1,78,1,0,1,0,9,0,0,0,4,0,0,48,0,0,45,0,2,0,284,145,16,331
Sherrod,4,0,0,0,0,1,0,1,4,0,0,48,0,0,0,0,1,0,0,1,10,0,0,66,0,4,16,0,2,0,235,131,5,257
Sherwood,3,0,0,0,0,1,0,3,0,0,1,61,0,0,1,0,9,0,0,0,5,0,0,60,0,0,15,1,2,0,311,140,4,329
Shiloh,79,1,0,0,1,14,0,1,6,0,1,95,0,0,0,0,18,0,0,0,8,4,0,144,0,3,183,0,4,0,455,277,95,645
Shipman,5,0,0,0,0,1,0,0,0,0,0,72,0,0,0,0,4,0,0,0,5,0,0,72,0,3,21,2,3,0,279,153,6,308
Shivers,79,0,0,0,0,16,0,0,0,0,0,45,0,0,1,0,2,0,0,0,2,0,0,52,0,1,161,1,5,0,187,102,95,355
Shubuta,186,2,0,0,0,13,0,0,1,0,0,23,0,0,0,0,6,0,0,0,0,0,0,24,0,0,400,0,4,0,97,54,201,501
Shuqualak,203,1,0,0,0,10,0,0,0,0,0,24,0,0,0,0,4,0,0,0,4,0,0,19,0,1,509,0,3,0,133,51,214,646
Sidon,82,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,18,0,1,186,0,1,0,72,24,85,260
Sigler Center,172,0,0,0,0,77,0,2,4,0,0,43,1,0,1,0,23,0,0,0,6,0,0,41,0,9,581,12,29,1,184,121,249,816
Siloam,144,1,0,1,0,29,1,1,6,0,0,112,0,0,1,0,15,0,0,0,11,0,0,123,2,0,294,1,1,0,501,269,176,799
Singleton,83,0,0,0,0,15,0,0,2,0,0,88,0,0,2,0,16,0,0,0,3,0,0,115,0,4,174,0,7,0,405,226,98,590
Skene,3,0,0,0,0,1,0,0,1,0,0,31,1,0,0,0,6,0,0,0,8,0,0,64,0,0,8,0,2,0,189,111,4,199
Sledge,174,1,0,1,0,16,3,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,3,1,1,359,1,2,1,46,8,195,411
Smith-School,4,0,0,0,0,3,0,1,1,0,0,69,0,0,0,0,13,0,0,0,3,0,0,88,0,0,23,0,6,0,244,175,7,273
Smithdale,60,0,0,0,0,15,1,1,1,0,0,53,0,0,0,0,7,0,0,0,1,0,0,73,0,0,135,0,1,0,236,136,76,372
Sontag,59,0,0,0,0,7,1,0,2,0,0,36,0,0,0,0,7,0,0,0,8,0,0,55,0,0,111,1,2,0,212,108,67,326
Souinlovie,6,0,0,0,0,7,0,1,2,0,0,21,0,0,0,0,0,0,0,1,5,0,0,47,0,1,24,1,2,0,145,77,13,173
South Adaton,42,0,0,0,0,9,0,0,2,0,0,50,0,0,0,0,15,0,0,0,3,0,0,47,0,3,128,1,4,0,216,117,51,352
South Bay,108,1,0,1,0,58,0,3,5,0,0,98,0,0,0,0,31,0,0,1,27,0,0,219,0,3,265,9,33,2,705,384,168,1017
South Brandon,24,0,0,0,0,15,0,1,1,0,0,110,0,0,0,0,21,0,0,0,7,0,1,227,0,4,81,5,14,0,606,368,39,710
South Carthage,56,0,0,1,0,12,0,1,2,1,0,29,0,0,0,0,3,0,0,0,5,0,0,73,0,1,101,0,2,0,202,114,69,306
South Central,136,0,0,2,0,21,1,2,5,0,0,78,0,1,0,0,11,0,0,0,12,0,0,119,0,6,289,2,4,0,394,228,160,695
South Cleveland,260,1,0,0,0,37,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,824,3,1,1,47,18,298,876
South Collins,8,0,0,0,0,4,0,1,0,0,1,58,1,0,0,0,8,0,0,1,5,0,0,91,0,0,44,0,5,0,278,166,12,327
South Columbia,46,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,129,1,1,0,5,3,50,136
South Corinth,213,1,0,0,0,29,1,0,6,0,0,82,0,1,0,0,12,0,0,0,16,0,0,125,1,6,629,4,15,3,479,242,244,1137
South Gwd,96,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,1,1,0,5,0,106,375
South Houlka 011,46,0,0,0,0,14,0,1,6,0,0,29,0,0,3,0,5,0,0,0,6,0,0,80,0,2,121,0,4,1,339,130,60,467
South Itta Bena,70,0,0,1,0,6,0,0,0,0,0,5,0,0,0,0,2,0,0,0,1,0,0,13,0,1,236,0,0,0,56,21,77,293
South Kirklin,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,2,0,0,44,0,0,38,0,0,1,124,53,15,163
South Liberty,94,0,0,0,0,9,0,0,0,0,0,15,0,0,0,0,1,0,0,0,1,0,0,32,0,0,193,1,3,1,111,49,103,309
South Longview,19,0,0,0,0,11,0,0,4,0,0,31,0,0,1,0,4,0,0,0,2,0,0,27,0,0,44,1,4,0,117,69,30,166
South Pearson,273,0,0,1,0,41,0,0,1,0,0,34,0,0,1,0,6,0,0,0,5,0,0,62,2,2,619,2,4,0,160,109,315,789
South Philadelphia,1,0,0,0,0,0,0,1,0,0,0,29,0,0,0,0,11,0,0,0,1,0,0,34,0,1,19,0,1,0,100,76,1,121
South Prentiss 12,91,4,0,0,0,23,0,1,8,0,0,54,0,0,0,0,13,0,0,0,14,0,1,122,0,2,218,1,6,0,353,213,118,580
South Prentiss 13,135,0,0,0,0,23,3,0,1,2,0,20,0,0,0,0,6,0,0,0,13,0,0,37,0,3,292,0,0,0,173,79,161,468
South Purvis,22,0,0,0,0,24,0,8,12,1,0,317,0,0,2,0,42,0,0,0,22,0,0,438,1,3,118,1,18,1,1313,842,46,1455
South Quitman,173,0,0,1,0,18,0,0,9,0,0,47,0,0,0,0,5,0,0,1,9,0,0,65,0,4,402,4,1,1,254,136,192,666
South Richland,107,0,0,1,0,50,0,1,8,0,2,304,0,0,0,0,44,0,0,2,28,0,1,452,0,5,365,6,29,1,1425,842,158,1831
South Sardis,323,0,0,1,0,30,1,0,2,0,0,43,0,0,0,0,4,0,0,0,7,0,0,82,2,4,762,0,4,1,241,138,355,1014
South Silver Creek,91,0,0,0,0,9,1,0,1,0,0,17,0,0,0,0,0,0,0,1,0,0,0,33,0,0,155,0,2,0,85,52,101,242
South Springport,128,0,0,0,0,23,1,1,4,0,0,110,0,0,1,0,13,0,0,0,14,0,0,188,0,4,301,1,11,0,574,331,152,891
South Starkville,273,0,0,1,0,154,0,4,27,0,0,524,0,0,0,0,331,1,0,2,147,0,1,356,0,32,1176,22,100,3,2124,1393,428,3457
South Vancleave,29,2,0,1,0,35,0,4,10,2,0,450,1,1,5,0,66,0,0,3,55,0,1,520,2,6,167,6,35,1,1952,1118,67,2169
South West,80,0,0,3,0,10,0,1,1,0,0,17,0,0,0,0,3,0,0,0,1,0,0,31,0,3,205,0,0,1,94,54,93,303
South West Marks,122,2,0,0,0,14,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,18,0,4,252,2,6,3,84,29,138,351
South-West Point,299,2,0,1,0,42,2,0,2,0,0,60,0,0,0,0,17,0,0,0,15,0,1,77,2,2,745,7,6,0,301,172,346,1063
Southaven North,125,0,0,2,0,84,0,1,7,0,0,322,0,0,0,0,32,0,0,2,37,0,0,339,1,16,503,12,43,0,1151,740,211,1726
Southaven South,102,0,0,0,0,26,0,1,1,1,0,57,0,0,1,0,11,0,0,0,9,0,0,61,0,6,467,7,8,0,210,142,128,698
Southaven West,189,0,0,0,0,67,0,0,5,0,0,183,0,0,2,0,23,0,0,2,17,0,0,241,1,4,714,10,31,0,801,473,256,1561
Southeast Gwd,295,0,0,0,0,29,0,2,0,0,0,27,0,0,0,0,11,0,0,0,4,0,0,58,0,0,1063,2,1,1,213,102,324,1280
Southeast Houston 010,74,0,0,1,0,25,0,2,14,0,0,171,0,1,7,0,32,1,0,0,25,0,0,246,0,3,229,1,4,1,970,499,100,1208
Southeast Philadelphia,47,0,0,1,0,17,0,2,8,2,0,156,1,0,2,0,67,0,0,0,32,0,0,265,0,2,185,2,6,0,806,535,65,1001
Southwest Ackerman,136,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,10,2,0,262,0,0,0,51,26,148,315
Southwest Gwd,104,0,0,0,0,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,324,1,1,1,10,2,111,339
