precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_R.KASICH,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
GilmerMOUNTAINTOWN,17,0,25,0,5,17,0,91,0,0,1,7,0,1,0,72,1,175,106,576,370,42,682
GilmerTAILS CREEK,25,0,24,0,1,19,0,71,0,0,1,9,0,2,0,53,1,291,115,787,448,49,902
GilmerTOWN CREEK,22,0,24,0,2,15,0,57,0,0,2,15,0,1,0,52,0,165,82,555,309,46,637
GilmerYUKON,27,0,23,1,3,14,0,77,0,1,2,9,0,0,0,68,0,224,78,647,398,51,725
GlascockEdgehill,1,0,1,0,0,6,0,8,0,0,0,0,0,0,0,14,0,22,6,90,50,2,96
GlascockGibson,15,2,5,1,5,11,0,38,2,1,1,5,0,0,0,34,0,140,46,410,237,23,456
GlascockMill,9,0,6,1,4,11,0,51,0,0,0,1,0,0,0,34,0,146,33,473,247,16,506
GlascockMitchell,13,0,7,0,1,14,1,32,1,0,0,4,0,1,0,6,0,97,53,262,157,20,315
GlynnAbundant Life,194,1,54,0,5,18,1,70,0,0,2,9,0,0,0,36,1,137,761,569,279,249,1330
GlynnBallard Complex,110,1,50,2,6,43,1,126,1,0,1,23,1,0,0,93,0,274,499,1129,569,163,1628
GlynnBurroughs,322,4,49,2,1,9,0,9,0,0,0,4,0,0,0,4,0,21,1371,132,48,377,1503
GlynnC B Greer School,117,1,55,0,6,58,1,179,1,1,1,34,0,0,0,154,0,328,475,1328,763,173,1803
GlynnCareer Academy,86,0,63,2,4,57,1,185,1,0,0,32,0,2,0,107,0,337,396,1256,726,151,1652
GlynnChristian Renewal,146,1,103,0,16,78,2,199,1,0,1,127,0,3,0,341,1,389,612,1755,1158,250,2367
GlynnCollege Place,198,0,58,0,1,20,2,43,0,0,1,20,0,0,0,53,0,142,724,488,282,256,1212
GlynnFirst Baptist,237,1,148,0,18,73,0,215,1,0,0,155,1,0,0,346,0,550,860,1926,1359,386,2786
GlynnGlyndale School,34,0,37,0,2,47,1,144,0,0,1,27,0,1,0,92,1,361,195,1302,677,71,1497
GlynnHoward Coffin Park,193,1,125,1,2,26,0,78,1,1,1,29,0,2,0,54,0,124,911,513,318,320,1424
GlynnJekyll Island,81,1,25,0,3,12,2,27,0,0,0,43,0,0,0,63,0,86,200,270,236,107,470
GlynnMarshes of Glynn,145,1,58,0,1,55,1,180,0,0,3,16,0,2,0,96,0,294,467,1312,648,204,1779
GlynnNorthside Church,254,2,66,1,2,29,0,81,0,1,1,19,1,0,0,66,0,176,966,689,376,323,1655
GlynnOglethorpe Point,114,0,53,1,7,53,3,150,0,0,0,119,0,6,0,251,0,349,450,1366,938,168,1816
GlynnSE Baptist Bldg,56,1,30,0,2,26,0,103,0,0,2,5,0,3,0,57,1,238,262,774,437,87,1036
GlynnSatilla Marsh School,80,0,43,1,1,61,1,172,0,0,2,41,0,2,0,100,0,310,381,1190,690,124,1571
GlynnSelden Park,77,0,13,1,0,6,0,18,0,0,0,4,0,0,0,11,1,41,378,190,81,91,568
GlynnSt Williams Church,216,2,139,1,12,74,1,232,1,1,3,161,1,5,0,400,2,521,856,2094,1414,358,2950
GlynnSterling Church of God,119,3,69,0,3,45,1,126,0,0,3,23,0,1,0,77,1,327,546,1313,607,191,1859
GlynnSterling Elem School,102,1,44,0,8,63,1,232,1,0,1,53,0,4,0,142,0,531,465,1916,1036,147,2381
GordonCALHOUN CITY,252,1,157,3,16,157,5,278,3,0,4,133,0,5,0,432,1,870,1137,3247,1904,413,4384
GordonFAIRMOUNT,26,0,35,0,2,34,0,113,0,0,0,12,0,1,0,69,0,318,105,967,549,61,1072
GordonGORDON COUNTY,136,3,91,1,11,113,0,225,1,0,10,51,0,3,0,192,2,753,589,2588,1361,231,3177
GordonLILY POND,35,1,24,0,5,49,0,100,0,0,2,19,0,0,0,100,0,241,141,847,516,60,988
GordonOAKMAN,27,0,35,1,1,28,0,56,0,0,0,14,0,1,0,41,0,149,95,552,290,63,647
GordonOOSTANAULA,36,0,8,0,1,21,0,31,0,0,0,8,0,0,0,35,0,102,80,315,198,44,395
GordonPINE CHAPEL,16,0,8,1,1,14,0,86,0,0,4,11,0,0,0,36,0,123,63,488,275,25,551
GordonPLAINVILLE,37,1,34,1,3,53,2,99,0,0,0,12,0,1,0,61,0,254,131,872,485,73,1003
GordonRED BUD,56,1,40,2,2,67,0,128,0,0,4,20,1,2,0,143,1,337,256,1283,705,99,1539
GordonRESACA,25,0,23,0,1,25,0,92,1,0,4,15,0,0,0,53,1,197,112,669,389,48,781
GordonSONORAVILLE,109,3,68,1,9,143,1,311,0,0,4,45,0,3,0,219,0,761,388,2625,1496,181,3013
GordonSUGAR VALLEY,23,0,31,0,2,32,1,88,1,0,1,16,0,1,0,46,0,242,84,738,430,54,822
GradyBlowing Cave,18,1,14,2,3,13,0,48,0,0,0,8,0,0,0,29,0,100,79,416,201,35,495
GradyCairo 4th District,374,3,47,1,2,11,0,24,0,0,0,3,0,0,0,23,0,52,1096,269,115,425,1365
GradyCairo 5th District,167,1,43,0,7,46,1,114,0,0,1,14,0,1,0,85,0,187,615,846,456,211,1461
GradyDuncanville,42,0,13,0,0,12,0,31,0,0,0,9,0,0,0,24,0,49,118,202,125,55,320
GradyHigdon,67,0,12,1,2,16,0,51,0,0,1,3,0,0,0,30,0,73,171,352,176,80,523
GradyLimesink,9,0,3,0,0,5,0,26,0,0,1,1,0,0,0,15,0,45,27,165,93,12,192
GradyMidway,44,1,32,0,2,29,0,85,0,0,0,9,0,0,0,65,0,159,177,666,349,77,843
GradyPine Park,36,0,14,0,2,13,1,49,0,0,0,5,0,0,0,24,0,90,159,364,184,50,523
GradyRagan,32,0,12,1,1,8,0,37,0,0,1,4,0,0,0,17,0,63,93,241,131,45,334
GradySpence,13,3,15,0,0,16,0,60,0,0,1,6,0,3,0,33,0,110,40,411,229,31,451
GradySpring Hill,11,1,8,0,1,15,0,45,0,0,0,8,0,0,0,43,0,81,43,335,193,20,378
GradyWhigham,33,1,20,1,2,17,0,66,0,0,0,9,0,0,0,45,0,124,180,543,263,55,723
GradyWoodland,41,1,29,2,10,58,1,169,1,0,4,30,0,1,0,122,1,289,215,1243,686,73,1458
GreeneGreensboro,441,1,50,0,3,25,1,100,2,1,3,13,1,0,0,76,0,201,1257,708,426,492,1965
GreeneGreshamville,35,1,8,0,0,24,0,65,0,0,0,14,0,0,0,58,0,106,110,420,267,44,530
GreeneOld Salem,128,0,39,0,14,75,4,245,1,2,1,260,0,1,0,583,1,675,547,2386,1862,167,2933
GreeneSiloam,137,0,17,3,5,11,0,37,1,0,0,6,0,0,0,21,0,72,360,296,153,157,656
GreeneUnion Point,139,2,26,1,0,9,1,37,0,0,1,7,0,1,0,30,0,105,386,359,191,168,745
GreeneWalker,67,0,16,0,4,31,1,111,0,0,0,61,0,0,0,196,1,301,233,1007,706,83,1240
GreeneWhite Plains,55,0,7,0,3,3,0,11,0,0,0,0,0,0,0,4,0,44,122,125,65,62,247
GreeneWoodville,75,1,6,0,0,3,0,31,0,0,2,3,0,0,0,14,0,51,184,189,104,82,373
Gwinnett035 Cates D - 04,147,4,119,1,2,22,0,187,0,0,0,30,0,3,0,157,2,282,191,181,685,271,372
HabershamAmys Creek,48,1,50,0,3,34,0,133,0,0,1,15,0,0,0,107,0,213,174,815,506,99,989
HabershamCity of Baldwin,16,0,17,0,0,20,0,43,0,0,2,3,0,0,0,37,0,72,114,310,177,33,424
HabershamDemorest,96,1,95,1,10,99,2,352,0,0,6,45,0,3,0,203,0,534,375,2384,1254,193,2759
HabershamHabersham North,235,3,202,2,17,215,6,853,2,0,8,131,0,3,0,576,0,1117,819,4642,2928,442,5461
HabershamHabersham South,135,0,105,1,12,114,1,364,0,0,6,68,1,1,0,353,0,691,610,2632,1611,241,3242
HabershamMud Creek,65,0,71,0,2,92,1,307,2,0,8,42,0,0,0,190,2,564,322,2073,1210,136,2395
HabershamTown of Mount Airy,17,0,13,0,3,14,0,41,0,0,2,7,0,0,0,28,0,104,69,334,199,30,403
Hall01-Wilson,170,0,111,1,7,93,1,337,0,0,3,91,0,1,0,399,1,609,840,2279,1542,282,3119
Hall02-Chicopee,73,1,65,0,3,31,0,95,1,1,0,5,0,0,0,63,0,147,496,710,346,139,1206
Hall03-Oakwood I,68,1,79,0,5,42,0,117,1,0,4,15,0,1,0,64,0,229,389,800,478,148,1189
Hall04-Oakwood II,122,4,95,0,2,114,3,361,2,0,2,68,0,1,0,261,1,525,534,1949,1340,221,2483
Hall05-Flowery Branch I,88,0,89,2,11,63,1,365,1,0,1,48,0,6,0,236,1,450,445,1869,1183,179,2314
Hall06-Flowery Branch II,94,0,93,1,2,66,2,236,0,1,2,30,0,2,0,180,0,355,476,1429,876,188,1905
Hall07-Roberts,124,2,85,2,10,81,1,399,0,0,2,63,0,0,0,361,0,638,647,2645,1555,213,3292
Hall08-Morgan I,59,1,41,1,5,113,0,348,1,0,1,35,0,0,0,211,0,457,327,1949,1171,102,2276
Hall09-Morgan II,158,0,74,0,4,102,0,398,0,0,2,57,0,9,0,274,1,539,653,2065,1386,232,2718
Hall10-Candler,148,3,116,0,7,115,0,480,1,1,5,42,2,6,0,250,0,481,797,2228,1390,267,3025
Hall11-Tadmore,214,1,96,1,5,44,0,203,0,1,4,22,0,1,0,92,1,291,1138,1208,664,312,2346
Hall12-Glade,83,0,52,2,5,62,0,240,0,0,0,20,0,0,0,121,0,397,376,1503,845,137,1879
Hall13-Lula,54,0,25,1,3,53,0,292,0,0,1,19,0,1,0,99,0,444,220,1603,912,80,1823
Hall14-Clermont,36,2,43,3,5,91,1,349,2,0,1,38,0,2,0,190,0,463,166,1819,1142,84,1985
Hall15-Quillians,29,0,42,1,2,76,0,307,0,0,0,32,0,0,0,139,0,389,161,1530,945,72,1691
Hall16-Bark Camp,103,1,92,0,6,117,0,539,2,0,2,46,1,4,0,271,0,674,514,2724,1662,196,3238
Hall17-Chestatee,68,0,70,1,4,89,0,327,1,1,2,44,0,3,0,213,0,466,361,1849,1150,139,2210
Hall18-Fork,70,1,66,0,5,55,3,280,0,0,3,56,0,1,0,261,0,481,371,1734,1145,137,2105
Hall19-Whelchel,104,0,69,1,8,101,1,409,3,0,4,75,0,2,0,265,0,531,468,2214,1399,174,2682
Hall20-West Whelchel,133,0,68,1,21,110,2,373,4,0,5,165,0,2,0,533,0,480,541,2147,1695,202,2688
Hall21-Gainesville I,167,0,92,0,5,89,3,228,1,0,3,76,0,2,0,233,0,297,625,1310,937,259,1935
Hall22-Gainesville II,451,2,54,2,0,6,2,9,0,0,0,3,0,0,0,6,1,21,1189,109,48,509,1298
Hall23-Gainesville III,141,1,124,0,4,50,0,126,0,0,0,26,0,3,0,105,0,213,950,1063,527,266,2013
Hall24-Gainesville IV,109,0,88,1,2,37,0,128,0,0,0,47,0,4,0,135,1,198,546,839,552,198,1385
Hall25-Gainesville V,54,1,43,1,0,23,2,75,0,0,0,38,0,2,0,77,0,119,269,535,336,99,804
Hall26-Gillsville,21,0,8,0,3,37,0,124,0,0,1,10,0,1,0,34,0,162,78,614,372,29,692
Hall28-Friendship I,275,1,133,3,11,158,2,702,1,0,2,169,0,2,0,751,3,920,1108,4065,2721,412,5173
Hall29-Friendship II,73,0,57,0,5,68,0,244,1,0,2,33,0,1,0,208,0,377,331,1548,939,130,1879
Hall30-Friendship III,97,2,95,1,6,81,0,355,2,0,1,40,0,5,0,240,0,441,543,2085,1171,195,2628
Hall31-Friendship IV,57,0,43,0,4,38,2,187,1,0,0,56,0,1,0,222,1,240,364,1153,752,100,1517
HancockSparta 4C,24,0,9,0,0,0,0,5,0,1,0,0,0,0,0,1,0,3,80,25,10,33,105
HaralsonBEREA-STEADMAN,3,0,3,0,3,10,0,66,0,0,1,2,0,1,0,18,0,84,23,323,185,6,346
HaralsonBREMEN,148,2,96,8,7,197,1,430,1,2,5,46,1,6,0,337,0,774,558,2969,1807,254,3527
HaralsonBUCHANAN,68,0,28,2,1,42,0,177,1,0,1,12,0,0,0,90,1,376,169,1154,701,98,1323
HaralsonBUNCOMBE,15,1,16,0,1,26,0,52,0,0,1,5,0,0,0,27,0,141,52,459,253,32,511
HaralsonCORINTH,22,0,24,1,2,22,0,166,0,0,0,8,0,0,0,44,0,240,78,821,482,47,899
HaralsonFELTON,4,0,5,1,0,5,0,12,0,0,0,1,0,0,0,3,0,75,13,153,96,10,166
HaralsonLITTLE CREEK,13,0,9,0,1,11,0,55,0,1,0,6,0,1,0,23,0,128,46,386,226,22,432
HaralsonMT VIEW,2,0,3,0,3,4,0,38,0,0,0,2,0,0,0,7,0,55,12,170,109,5,182
HaralsonSEVENTH,50,1,31,3,1,27,1,125,0,0,4,9,0,1,0,53,0,240,151,837,461,85,988
HaralsonTALLAPOOSA,57,4,68,1,5,51,2,194,1,1,4,27,0,2,0,115,2,433,258,1395,837,130,1653
HaralsonTWENTIETH,17,0,12,0,2,17,0,67,0,0,1,3,0,0,0,31,0,113,40,389,234,29,429
HaralsonWACO,15,0,17,1,3,25,0,79,0,1,1,4,0,0,0,39,0,164,75,529,316,33,604
HarrisCATAULA,125,0,34,1,5,75,1,247,2,0,1,48,0,2,0,158,0,297,379,1454,836,160,1833
HarrisELLERSLIE,224,1,84,0,4,139,0,327,1,0,2,54,0,2,0,242,0,357,701,2022,1128,309,2723
HarrisGOODMAN,127,1,49,0,6,59,1,113,1,0,0,40,0,0,0,94,0,136,369,638,450,177,1007
HarrisHAMILTON,207,1,43,0,5,51,1,128,1,0,1,21,0,0,0,95,0,225,509,987,528,251,1496
HarrisLOWER 19TH,104,2,44,0,5,65,0,206,0,0,4,39,0,0,0,110,0,315,346,1327,744,150,1673
HarrisMULBERRY GROVE,80,0,52,0,3,92,0,267,1,1,3,39,0,3,0,145,2,354,317,1617,910,132,1934
HarrisPINE MOUNTAIN VALLEY,45,1,18,1,4,39,1,108,0,0,3,12,0,1,0,50,0,139,119,599,357,65,718
HarrisSKINNER,67,0,30,0,2,31,0,60,0,0,0,17,0,0,0,71,1,80,207,361,262,97,568
HarrisUPPER 19TH,37,0,12,0,0,29,2,144,0,0,1,28,0,0,0,100,0,200,150,823,504,49,973
HarrisVALLEY PLAINS,64,1,17,0,1,18,1,43,0,0,0,3,0,0,0,27,0,77,152,316,170,82,468
HarrisWAVERLY HALL,210,0,48,0,4,50,2,193,1,0,3,18,0,1,0,89,0,212,609,1112,573,258,1721
HarrisWHITESVILLE,82,0,17,0,0,38,0,110,0,0,0,26,0,2,0,110,0,150,228,680,436,99,908
HartBio,71,0,14,0,2,38,1,108,0,0,2,7,0,0,0,44,0,169,237,599,371,85,836
HartBowersville,44,0,20,0,2,32,0,103,0,0,0,8,0,0,0,54,0,146,144,637,345,64,781
HartCokesbury,116,0,23,0,1,23,0,43,0,0,0,4,0,0,0,34,0,95,306,385,200,139,691
HartGoldmine,57,1,28,0,3,35,0,133,0,0,2,11,0,1,0,79,1,199,207,843,464,86,1050
HartHartwell,335,2,124,4,10,125,1,307,0,1,2,62,0,1,0,307,1,644,1235,2596,1461,465,3831
HartReed Creek,83,0,52,1,8,69,1,176,1,0,0,60,0,1,0,200,1,416,324,1462,933,136,1786
HartShoal Creek,34,0,15,0,1,33,0,95,0,1,1,21,0,0,0,92,1,189,132,764,434,49,896
HeardCENTRALHATCHEE,46,3,29,0,4,24,0,122,0,0,0,28,0,0,0,59,0,291,140,891,528,78,1031
HeardCOOKSVILLE - CORINTH,15,0,5,0,0,6,0,41,0,0,0,3,0,0,0,16,0,68,33,256,134,20,289
HeardENON GROVE,30,1,19,0,4,23,0,45,0,0,1,9,0,0,0,20,0,157,84,471,259,50,555
HeardEPHESUS,20,1,19,0,1,19,0,80,0,0,1,22,0,1,0,36,0,200,85,631,360,40,716
HeardFRANKLIN,125,2,31,0,5,33,0,98,1,0,1,36,0,0,0,75,0,253,305,848,502,158,1153
HeardSOUTHWEST,41,0,8,0,0,7,0,31,0,0,3,4,0,1,0,11,0,100,96,273,157,49,369
HenryAUSTIN ROAD,511,2,107,1,3,30,1,174,3,0,0,10,0,0,0,96,0,207,1301,784,524,621,2085
HenryCOTTON INDIAN,304,0,104,0,2,48,0,218,2,0,1,36,0,4,0,147,0,378,1251,1320,836,408,2571
HenryDUTCHTOWN,201,0,73,1,3,43,0,227,0,0,0,25,0,1,0,149,0,257,671,1009,705,275,1680
HenryEAST LAKE,110,2,66,0,7,68,1,334,5,0,1,44,0,1,0,211,1,421,466,1648,1094,178,2114
HenryELLENWOOD,1000,2,185,2,4,27,0,65,0,0,3,19,0,0,0,77,0,131,2222,483,326,1189,2705
HenryFLIPPEN,603,2,144,1,6,32,3,131,1,0,2,40,0,3,0,153,0,247,1736,1002,618,750,2738
HenryGROVE PARK,189,0,58,1,2,38,1,242,1,0,2,9,0,1,0,115,0,287,609,1299,698,248,1908
HenryHICKORY FLAT,598,1,179,2,4,50,1,248,0,0,1,26,1,2,0,198,0,270,1904,1199,801,780,3103
HenryKELLEYTOWN,255,1,96,1,6,55,0,321,2,0,0,36,0,2,0,235,1,395,725,1579,1053,353,2304
HenryLAKE DOW,306,0,105,1,5,69,2,382,0,0,2,47,0,4,0,338,1,600,965,2149,1450,412,3114
HenryLAKE HAVEN,274,2,132,0,2,58,2,274,0,0,1,42,1,1,0,228,2,402,980,1548,1013,408,2528
HenryLIGHTHOUSE,531,0,145,0,6,34,2,207,1,0,0,15,0,6,0,109,0,255,1342,951,635,676,2293
HenryLOCUST GROVE,604,1,129,5,4,54,2,234,0,0,0,24,0,3,0,158,0,270,1852,1371,749,739,3223
HenryLOWES,742,2,224,1,7,60,4,334,1,2,1,41,0,3,0,245,1,406,2768,2055,1105,969,4823
HenryMCDONOUGH,179,0,53,1,3,18,0,85,1,0,2,6,0,1,0,70,0,132,660,449,318,233,1109
HenryMCDONOUGH CENTRAL,360,0,109,0,19,32,0,162,1,0,0,49,0,1,0,222,0,337,1229,1148,823,469,2377
HenryMCMULLEN,130,1,65,1,6,52,0,306,1,0,2,17,0,0,0,211,0,403,495,1660,998,197,2155
HenryMT. BETHEL,176,0,61,0,3,42,0,287,0,0,2,18,0,2,0,128,0,427,485,1595,909,237,2080
HenryMT. CARMEL,585,0,127,1,3,39,1,134,0,0,3,11,0,2,0,96,0,173,1929,717,462,713,2646
HenryNORTH HAMPTON,557,2,181,1,4,61,1,257,2,0,2,29,0,0,0,187,0,451,2058,1771,994,741,3829
HenryOAKLAND,375,1,116,3,6,57,1,279,1,0,2,31,0,0,0,180,0,329,1204,1424,886,495,2628
HenryPATES CREEK,506,3,181,2,5,69,1,277,2,0,0,39,0,1,0,219,0,408,1700,1530,1021,692,3230
HenryPLEASANT GROVE,374,1,112,0,7,58,0,332,2,0,3,30,0,2,0,218,0,409,1045,1582,1061,487,2627
HenryRED OAK,967,1,247,2,0,20,1,66,0,0,0,8,0,0,0,99,0,115,2822,496,309,1217,3318
HenrySANDY RIDGE,124,1,54,0,2,76,3,400,0,0,2,25,1,1,0,195,0,472,493,2247,1177,179,2740
HenrySHAKERAG,840,2,170,0,2,13,0,46,0,0,0,6,0,0,0,37,0,78,2093,307,182,1012,2400
HenrySHILOH,420,1,114,1,2,33,0,133,0,1,1,16,0,1,0,111,0,196,1416,743,494,536,2159
HenrySOUTH HAMPTON,384,2,108,1,4,86,0,289,1,0,3,25,0,4,0,185,2,419,1395,1601,1018,495,2996
HenrySTAGECOACH,314,2,99,2,1,29,0,150,0,2,0,8,0,0,0,82,0,292,991,934,564,417,1925
HenrySTOCKBRIDGE CENTRAL,445,0,162,0,7,26,0,95,1,0,2,10,0,1,0,92,0,217,1640,716,451,607,2356
HenrySTOCKBRIDGE EAST,289,0,63,0,3,9,0,47,1,0,0,9,0,0,0,59,0,62,894,254,190,352,1148
HenrySTOCKBRIDGE WEST,635,3,157,0,1,24,0,45,0,0,1,7,0,0,0,42,0,65,1995,351,185,795,2346
HenrySWAN LAKE,287,1,109,0,2,49,0,245,0,0,3,22,0,1,0,182,1,352,857,1274,857,397,2131
HenryTIMBERRIDGE,120,1,27,0,3,40,0,200,2,0,0,18,0,0,0,159,0,224,311,981,646,148,1292
HenryTUSSAHAW,61,1,37,1,6,69,2,359,1,0,3,21,0,2,0,152,1,420,265,1842,1036,100,2107
HenryUNITY GROVE - 03,129,0,38,0,3,36,0,164,0,1,2,9,0,3,0,103,0,219,425,935,540,167,1360
HenryUNITY GROVE - 10,65,0,28,0,0,39,1,225,0,1,3,16,0,2,0,121,0,323,213,1292,731,93,1505
HenryWESLEY LAKES,564,0,165,0,6,43,2,161,1,1,2,15,0,1,0,109,0,223,2047,940,564,729,2987
HenryWESTSIDE,681,0,138,3,2,19,1,85,1,1,0,3,0,2,0,48,1,103,2603,538,266,822,3141
HoustonANNX,252,1,106,1,6,118,2,312,1,0,4,62,0,3,0,285,1,425,828,2077,1219,360,2905
HoustonBMS,376,2,161,1,7,162,1,613,0,0,6,112,0,7,0,576,1,748,1500,3875,2233,540,5375
HoustonCENT,416,3,135,1,14,124,0,363,2,0,2,71,0,3,0,292,0,594,1519,2791,1465,555,4310
HoustonCGTC,244,0,90,1,2,55,1,292,1,0,9,59,0,1,0,218,3,402,855,1820,1043,335,2675
HoustonFMMS,544,1,203,2,4,150,0,434,1,1,0,72,0,2,0,364,0,535,2100,3105,1563,750,5205
HoustonHAFS,88,0,25,0,1,49,0,131,0,0,0,8,0,0,0,80,1,201,253,810,471,113,1063
HoustonHCTC,346,3,165,2,12,98,1,223,1,0,1,53,0,5,0,183,0,418,1495,1929,995,516,3424
HoustonHEFS,97,0,12,0,0,20,0,88,0,0,0,5,0,1,0,50,0,105,282,502,269,109,784
HoustonHHPC,558,1,136,3,1,75,1,313,2,0,1,43,1,6,0,219,1,394,1881,1920,1057,698,3801
HoustonMCMS,426,1,164,1,16,169,2,486,0,1,3,58,0,5,0,393,0,581,1733,3345,1714,592,5078
HoustonMILL,133,0,80,3,2,46,1,109,0,1,2,22,0,1,0,95,0,201,470,819,480,216,1289
HoustonNSES,185,1,41,2,0,39,2,147,1,0,3,21,0,3,0,93,0,227,521,1002,536,229,1523
HoustonRECR,903,2,136,1,4,50,1,130,1,2,1,16,1,2,0,77,0,211,3187,983,496,1042,4170
HoustonROZR,783,3,158,1,30,244,2,755,2,1,12,132,2,7,0,600,0,1012,2475,4961,2799,945,7436
HoustonTMS,402,0,130,1,3,53,0,158,2,0,1,34,0,0,0,155,0,220,1495,1292,626,533,2787
HoustonTWPK,326,0,118,0,2,102,0,252,1,0,2,52,0,3,0,202,2,395,1060,1797,1013,444,2857
HoustonVHS,232,2,96,0,6,123,4,339,3,2,3,47,0,6,0,253,0,445,899,2402,1231,330,3301
IrwinFletcher,0,0,3,0,0,12,0,45,0,0,0,6,0,0,0,13,0,82,8,246,158,3,254
IrwinHolt,11,0,3,0,0,10,0,9,0,0,0,0,0,0,0,4,0,39,36,118,62,14,154
IrwinIrwinville,11,0,12,1,0,35,0,65,0,0,1,8,0,0,0,25,0,143,37,500,277,24,537
IrwinMinnie,1,0,1,0,0,8,0,17,0,0,0,1,0,0,0,12,0,84,17,184,122,2,201
IrwinMystic,20,0,12,0,0,30,0,40,0,0,0,4,0,0,0,10,0,90,56,344,174,32,400
IrwinOcilla,271,3,33,4,3,34,0,72,0,0,3,10,0,0,0,70,1,335,672,963,528,311,1635
IrwinOsierfield,6,0,5,0,0,13,0,13,0,0,0,1,0,0,0,13,0,42,38,129,82,11,167
IrwinRoberts,6,0,7,0,1,7,0,34,0,0,0,8,0,0,0,10,0,67,27,232,127,13,259
JacksonAttica,72,1,42,0,1,25,0,166,0,0,1,19,0,0,0,74,0,200,256,689,486,115,945
JacksonCenter,43,0,17,0,1,18,1,72,2,0,1,11,0,0,0,39,1,124,125,465,270,60,590
JacksonCunningham,17,0,10,1,4,12,1,72,0,1,0,5,0,1,0,49,0,118,80,501,263,28,581
JacksonHarrisburg,59,2,39,1,5,48,0,194,0,0,0,26,0,0,0,109,1,269,192,1006,652,101,1198
JacksonHoschton,42,1,23,0,0,21,0,157,2,0,2,13,0,0,0,101,1,192,128,763,489,66,891
JacksonMiller,35,0,15,0,4,34,0,177,1,0,3,12,0,1,0,95,0,337,114,1056,664,50,1170
JacksonNewtown,46,1,34,0,3,45,0,205,0,0,2,17,0,2,0,134,0,348,187,1287,756,81,1474
JacksonNorth Jefferson,128,3,125,4,8,130,2,548,1,0,4,80,0,3,0,459,0,770,640,3642,2005,260,4282
JacksonNorth Minish,110,0,47,1,2,46,1,163,0,2,5,20,0,0,0,104,0,289,346,1065,632,158,1411
JacksonPorter,88,1,67,0,3,92,1,403,0,1,3,52,0,2,0,247,0,536,465,2272,1340,156,2737
JacksonRandolph,114,0,99,0,3,121,1,594,1,1,2,58,0,2,0,423,0,808,486,3465,2014,213,3951
JacksonRedstone,80,1,62,1,0,39,0,131,0,0,1,16,0,2,0,86,0,220,273,868,495,144,1141
JacksonSouth Jefferson,177,0,59,1,1,75,2,249,0,0,0,28,0,3,0,202,0,497,577,1941,1057,237,2518
JacksonSouth Minish,147,3,73,0,7,78,1,228,1,0,3,38,0,3,0,192,0,442,458,1674,993,223,2132
JacksonTalmo,16,0,9,0,0,29,1,126,1,0,0,9,0,0,0,39,0,184,97,624,389,25,721
JacksonWilson,19,0,12,0,0,17,1,68,0,0,0,0,0,0,0,45,1,154,67,466,286,31,533
JasperMARTIN & BURNEY,76,0,51,2,5,46,1,279,1,0,2,22,0,1,0,159,0,495,248,1836,1011,129,2084
JasperMONTICELLO,479,3,66,3,9,51,2,287,1,0,0,35,0,2,0,146,0,493,1067,1712,1026,551,2779
JasperWYATT,79,2,16,1,5,18,0,136,0,1,0,11,0,1,0,66,0,224,229,812,462,98,1041
Jeff DavisAltamaha 1,18,1,11,0,3,18,0,63,1,0,3,10,0,1,0,56,0,136,50,412,291,30,462
Jeff DavisAltamaha 2,15,1,7,1,1,37,1,109,0,0,1,11,0,0,0,67,0,181,43,820,408,24,863
Jeff DavisBlackburn 1,34,1,17,0,1,9,0,36,0,1,1,8,0,0,0,20,0,75,91,291,151,52,382
Jeff DavisBlackburn 2,5,1,8,1,1,19,1,56,0,0,1,4,0,0,0,22,0,120,30,423,224,15,453
Jeff DavisHazelhurst,203,2,21,2,3,15,0,41,0,0,4,7,1,1,0,31,0,90,366,374,193,228,740
Jeff DavisOcmulgee 1,48,1,24,1,7,40,0,96,0,1,2,16,0,0,0,87,0,191,113,724,440,74,837
Jeff DavisOcmulgee 2,25,1,0,0,1,12,0,21,0,0,0,1,0,0,0,9,0,64,64,219,108,26,283
Jeff DavisWhitehead 1,38,1,13,2,4,28,0,77,0,0,1,5,0,0,0,39,0,115,106,454,269,54,560
Jeff DavisWhitehead 2,14,0,6,0,0,17,0,42,0,0,0,7,0,0,0,35,0,102,38,387,203,20,425
JeffersonAvera,20,0,5,0,2,2,0,49,0,0,0,0,0,0,0,12,0,62,33,208,127,25,241
JeffersonBartow,72,0,8,2,1,4,0,28,0,0,0,6,0,0,0,6,0,46,173,162,91,82,335
JeffersonLouisville,620,3,89,0,9,29,0,120,0,0,0,14,0,0,0,93,0,290,1441,961,555,712,2402
JeffersonMatthews,51,0,10,0,0,9,0,39,0,0,0,4,0,0,0,24,0,70,128,272,146,61,400
