precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_R.KASICH,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
DeKalbNORTH HAIRSTON,334,0,115,2,1,4,1,18,0,0,0,11,0,1,0,26,0,30,1075,121,92,451,1196
DeKalbNORTH PEACHTREE,171,2,119,1,2,13,0,43,0,0,0,46,0,2,0,103,0,69,701,334,278,293,1035
DeKalbNORTHLAKE,220,1,142,0,0,16,1,44,0,0,0,39,0,4,0,164,0,92,690,319,360,363,1009
DeKalbOAK GROVE ELEM,308,1,185,1,4,13,1,81,1,0,1,63,0,0,0,231,0,121,1008,537,516,495,1545
DeKalbOAK VIEW ELEM,1001,0,207,0,0,5,0,8,0,0,0,1,0,1,0,8,0,10,2575,43,33,1208,2618
DeKalbOAKCLIFF ELEM,118,1,98,0,2,5,0,32,0,0,0,11,0,0,0,49,1,45,702,239,145,217,941
DeKalbOAKHURST,632,1,382,0,1,14,0,21,0,1,0,56,0,3,0,132,0,49,1872,192,277,1015,2064
DeKalbPANOLA,358,0,82,0,0,6,0,1,0,0,0,4,0,0,0,15,0,18,830,51,44,440,881
DeKalbPANOLA ROAD,452,0,84,2,0,6,0,3,0,0,0,2,0,0,0,8,0,4,1162,24,23,538,1186
DeKalbPANOLA WAY ELEM,313,0,87,0,0,6,0,6,0,0,0,2,0,0,0,2,0,5,972,28,21,400,1000
DeKalbPEACHCREST ELEM,306,1,105,0,2,8,0,10,0,0,0,2,0,0,0,10,0,26,987,80,58,412,1067
DeKalbPEACHTREE MIDDLE,299,2,200,0,2,17,0,75,0,0,1,41,1,0,0,183,0,121,1422,591,441,501,2013
DeKalbPINE LAKE,117,0,132,0,0,4,0,6,1,0,0,2,0,0,0,14,0,21,352,47,48,249,399
DeKalbPINEY GROVE,239,1,148,0,1,3,0,4,0,0,1,3,0,1,0,17,0,8,917,40,38,388,957
DeKalbPLEASANTDALE ELEM,281,0,196,0,2,8,0,47,0,0,0,17,0,1,0,93,0,63,1670,329,231,477,1999
DeKalbPONCE DE LEON,477,2,333,1,2,5,0,28,2,0,0,48,0,0,0,110,0,36,1510,178,231,813,1688
DeKalbPRINCETON ELEM,463,0,115,0,0,5,1,18,0,0,1,0,0,0,0,9,0,6,1297,54,40,578,1351
DeKalbRAINBOW ELEM,947,1,145,2,0,12,2,13,0,0,0,1,0,0,0,9,1,21,2169,76,59,1095,2245
DeKalbREDAN ELEM,634,0,137,0,0,2,0,4,0,0,0,1,0,0,0,8,0,9,1709,57,24,771,1766
DeKalbREDAN MIDDLE,544,0,112,1,1,3,0,19,0,0,0,5,0,0,0,9,0,15,1377,70,52,657,1447
DeKalbREDAN ROAD,545,0,126,0,0,4,0,10,0,0,0,2,0,2,0,5,0,13,1428,63,36,671,1491
DeKalbREDAN-TROTTI LIBRARY,762,3,197,1,0,5,1,9,0,0,1,2,0,1,0,10,0,12,2056,57,41,963,2113
DeKalbREHOBOTH,270,1,240,0,4,17,1,69,0,0,0,36,0,2,0,152,0,131,981,434,412,511,1415
DeKalbRENFROE MIDDLE,348,3,291,0,1,5,1,22,0,0,0,38,0,0,0,59,0,24,1071,99,150,642,1170
DeKalbROCK CHAPEL ELEM,506,0,136,0,0,4,0,9,0,0,0,3,0,0,0,9,0,17,1510,73,42,642,1583
DeKalbROCK CHAPEL ROAD,702,2,153,0,0,5,2,26,0,1,1,1,0,0,0,13,0,38,1996,168,87,857,2164
DeKalbROCKBRIDGE ELEM,392,1,127,1,0,3,0,26,0,0,0,9,0,0,0,21,0,30,1518,136,89,521,1654
DeKalbROCKBRIDGE ROAD,867,0,194,2,0,3,0,16,0,0,0,7,0,0,0,24,0,23,2151,98,73,1063,2249
DeKalbROWLAND ELEM,499,2,132,0,2,4,0,12,0,0,0,3,0,0,0,9,0,23,1561,108,53,633,1669
DeKalbROWLAND ROAD,423,1,100,1,1,10,0,22,0,0,0,8,0,0,0,15,0,28,1047,107,84,525,1154
DeKalbSAGAMORE HILLS ELEM,444,0,261,2,8,25,2,74,1,0,1,127,0,6,0,353,0,185,1391,741,782,707,2132
DeKalbSALEM MIDDLE,942,2,202,1,0,6,0,8,0,0,1,5,0,0,0,15,0,18,2153,69,53,1147,2222
DeKalbSCOTT,342,0,334,0,5,8,0,39,0,0,1,46,1,1,0,119,1,75,1315,303,296,676,1618
DeKalbSHADOW ROCK ELEM,1039,1,193,0,1,16,0,29,0,0,0,5,0,0,0,22,1,28,2473,117,102,1233,2590
DeKalbSHAMROCK,260,1,158,0,3,17,1,55,1,0,0,32,0,0,0,136,0,71,790,298,316,419,1088
DeKalbSHAW-ROBERT SHAW ELEM,451,1,292,2,0,6,2,35,1,0,0,9,0,0,0,75,0,64,1711,248,192,746,1959
DeKalbSILVER LAKE,316,0,148,0,5,27,1,98,3,0,0,126,0,2,0,516,1,208,1565,1332,987,464,2897
DeKalbSKYLAND,149,0,103,0,2,8,1,64,0,0,1,49,0,1,0,181,0,116,666,516,423,252,1182
DeKalbSMOKE RISE ELEM,306,1,130,0,4,21,0,113,1,0,1,63,0,0,0,204,1,192,813,679,600,437,1492
DeKalbSNAPFINGER ELEM,543,0,97,1,1,5,0,2,0,0,0,0,0,0,0,5,0,6,1092,45,19,641,1137
DeKalbSNAPFINGER ROAD NORTH,463,0,94,0,0,2,0,11,0,0,0,1,0,1,0,2,0,18,1190,52,35,557,1242
DeKalbSNAPFINGER ROAD SOUTH,543,0,105,1,2,8,0,6,0,0,0,3,0,0,0,7,0,10,1192,47,36,649,1239
DeKalbSOUTH DESHON,720,0,164,0,0,6,0,9,0,0,0,3,0,0,0,7,0,12,1921,51,37,884,1972
DeKalbSOUTH HAIRSTON,684,1,163,0,2,9,0,12,0,0,0,4,0,0,0,17,0,20,1896,89,64,848,1985
DeKalbSTEPHENSON HIGH,694,1,162,0,1,5,0,12,0,0,0,3,0,0,0,17,0,26,1877,118,64,857,1995
DeKalbSTEPHENSON MIDDLE,783,1,192,0,0,5,0,18,0,1,0,4,0,3,0,26,0,34,2034,126,91,976,2160
DeKalbSTONE MILL ELEM,273,1,93,0,1,4,1,7,1,0,0,2,0,2,0,8,0,20,1249,87,46,367,1336
DeKalbSTONE MOUNTAIN CHAMPION,384,1,129,2,2,5,0,33,0,0,0,3,0,0,0,25,0,39,1238,158,107,516,1396
DeKalbSTONE MOUNTAIN ELEM,365,1,97,1,5,23,1,52,0,0,1,34,0,0,0,100,0,76,1033,408,292,464,1441
DeKalbSTONE MOUNTAIN LIBRARY,164,1,66,0,0,4,0,31,0,0,0,6,1,0,0,24,0,36,639,161,102,231,800
DeKalbSTONE MOUNTAIN MIDDLE,178,2,91,0,0,3,0,16,0,0,1,3,0,0,0,16,1,26,1048,88,66,271,1136
DeKalbSTONEVIEW ELEM,246,1,69,0,2,3,0,6,0,0,0,2,0,0,0,4,0,4,767,47,21,316,814
DeKalbTERRY MILL ELEM,513,0,176,1,0,0,0,7,1,1,1,4,0,0,0,19,0,9,1406,56,42,690,1462
DeKalbTILLY MILL ROAD,124,0,75,0,2,20,1,104,0,0,1,65,0,1,0,220,0,135,482,588,549,199,1070
DeKalbTONEY ELEM,393,2,79,0,0,5,0,1,0,0,0,1,0,1,0,6,0,3,923,30,17,474,953
DeKalbTUCKER,327,0,315,0,9,35,1,175,0,1,1,81,0,6,0,243,1,232,1137,871,785,642,2008
DeKalbTUCKER LIBRARY,327,1,184,0,5,20,1,78,1,0,1,62,0,2,0,176,2,129,1121,546,477,512,1667
DeKalbVALLEY BROOK,127,0,120,0,2,4,1,25,0,0,0,14,0,0,0,50,0,35,471,149,131,247,620
DeKalbWADSWORTH ELEM - 04,396,0,65,1,1,6,0,5,0,0,1,1,0,0,0,3,0,9,1057,37,26,462,1094
DeKalbWADSWORTH ELEM - 05,212,1,53,0,1,2,0,1,1,0,0,0,0,0,0,2,0,1,486,2,8,266,488
DeKalbWARREN TECH,132,0,120,0,1,8,0,37,0,0,1,21,0,0,0,79,0,62,524,260,209,252,784
DeKalbWESLEY CHAPEL LIBRARY,904,2,188,0,1,7,0,10,0,0,0,6,0,1,0,15,0,11,1885,51,51,1094,1936
DeKalbWHITE OAK,441,0,103,0,0,2,0,6,0,0,0,1,0,1,0,7,0,6,1331,43,23,544,1374
DeKalbWHITEFOORD ELEM,549,2,503,0,1,6,0,15,1,1,0,8,0,0,0,73,0,21,2021,171,126,1054,2192
DeKalbWINNONA PARK ELEM,451,2,316,0,0,2,2,12,0,0,1,44,0,2,0,119,0,28,1305,135,210,769,1440
DeKalbWINTERS CHAPEL,147,1,74,0,4,15,1,73,1,0,1,46,1,2,0,170,1,135,512,486,450,222,998
DeKalbWOODRIDGE ELEM,663,0,169,1,1,5,0,18,0,0,0,3,0,0,0,13,0,22,1802,123,62,833,1925
DeKalbWOODROW ROAD,954,2,246,0,0,12,1,22,0,0,1,2,0,1,0,27,0,38,3155,145,104,1202,3300
DeKalbWOODWARD ELEM,218,0,139,1,1,6,0,42,0,0,0,32,0,2,0,104,0,81,976,397,268,358,1373
DeKalbWYNBROOKE ELEM,838,2,201,0,2,16,1,13,0,0,0,10,0,0,0,19,0,30,2079,128,91,1041,2207
DeKalbYOUNG ROAD,534,0,118,0,0,4,0,3,0,0,0,4,0,0,0,10,0,12,1145,35,33,652,1180
DecaturAttapulgus,276,0,45,2,0,13,0,43,0,0,0,2,0,0,0,20,0,97,749,386,175,323,1135
DecaturBainbridge-Coliseum,393,3,113,3,16,85,1,237,1,0,5,74,0,0,0,262,1,521,1363,2165,1203,512,3528
DecaturBridge-Fairgrounds,288,3,86,2,6,30,1,87,0,0,2,11,0,0,0,82,0,212,920,859,431,379,1779
DecaturBrinson,46,1,12,0,3,12,0,40,0,0,1,1,0,1,0,27,0,133,132,424,218,59,556
DecaturClimax,57,1,12,0,3,21,0,112,0,0,2,12,0,0,0,34,0,108,154,497,292,70,651
DecaturKendrick,29,0,14,0,0,10,1,35,0,0,0,1,0,0,0,17,0,73,77,262,137,43,339
DecaturMt Pleasant,17,0,6,0,1,13,0,45,0,0,0,6,0,0,0,37,0,100,56,379,202,23,435
DecaturRecovery,22,0,15,0,1,9,0,45,0,1,0,4,0,1,0,31,0,99,87,362,191,37,449
DecaturWest Bainbridge,197,0,34,2,4,18,0,59,0,0,2,1,0,1,0,36,0,191,586,686,312,233,1272
DodgeChauncey,20,0,5,0,0,4,2,20,0,0,0,3,0,0,0,14,0,52,57,200,95,25,257
DodgeClark,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,21,5,54,26,1,59
DodgeEddin,81,0,13,1,0,19,0,38,0,0,1,2,0,0,0,44,0,140,195,439,244,95,634
DodgeEmpire,9,0,11,0,1,11,0,29,0,0,0,5,1,0,0,17,0,60,23,229,124,20,252
DodgeJaybird,13,1,2,0,1,4,0,3,0,0,0,0,0,0,0,7,0,40,52,89,55,16,141
DodgeJones,7,0,4,0,1,13,0,26,1,0,1,4,0,0,0,21,0,69,33,256,136,11,289
DodgeLee,279,0,52,2,2,83,0,139,0,0,5,39,1,3,0,189,2,390,979,1692,853,333,2671
DodgeMcCranie,8,0,1,0,0,8,0,22,0,0,0,2,0,0,0,24,0,58,31,176,114,9,207
DodgeMilan,12,0,6,0,0,10,0,22,0,0,0,6,0,0,0,14,0,59,43,170,111,18,213
DodgeMitchell,23,0,13,0,0,8,0,22,0,0,3,1,0,1,0,15,0,57,56,181,107,36,237
DodgeMullis,20,0,7,0,1,9,0,17,0,0,0,11,0,0,0,20,0,67,70,231,125,27,301
DodgePlainfield,19,0,1,0,1,11,0,37,0,0,0,2,0,0,0,35,0,58,33,257,144,20,290
DodgePondtown,46,0,11,0,1,14,0,40,0,0,2,2,0,1,0,30,0,106,116,361,196,57,477
DodgeRawlins,35,1,12,2,2,20,0,45,0,0,1,5,0,0,0,40,0,113,125,438,226,50,563
DodgeVilula,0,0,2,1,1,5,0,15,0,0,0,0,0,0,0,10,0,44,4,121,75,3,125
DodgeYonker,6,0,1,0,0,6,0,26,0,0,0,2,0,0,0,5,0,26,17,127,65,7,144
DoolyBYROMVILLE,97,0,6,0,0,6,0,29,0,0,0,5,0,0,0,15,0,70,233,212,125,103,445
DoolyLILLY,63,0,11,0,0,3,0,13,0,0,0,3,0,0,0,9,0,48,175,161,76,74,336
DoolyPINEHURST,38,1,8,2,2,7,0,22,0,0,3,4,0,0,0,31,0,82,103,248,151,49,351
DoolyUNADILLA,210,1,25,0,3,18,0,43,0,0,1,5,0,0,0,51,0,149,521,501,270,236,1022
DoolyVIENNA,332,2,41,0,2,34,0,93,0,0,0,12,1,0,0,51,2,236,840,829,431,375,1669
DoughertyAlbany Middle School,317,0,22,1,0,3,0,6,1,0,0,0,0,1,0,1,0,10,853,69,22,340,922
DoughertyAlice Coachman Elem,228,0,22,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,500,10,4,251,510
DoughertyBill Miller Center,392,0,61,1,0,2,0,9,0,1,0,0,0,1,2,3,0,30,1105,102,48,454,1207
DoughertyCarver Teen Center,325,1,22,0,0,0,1,0,1,1,0,0,0,0,0,2,0,2,807,12,7,348,819
DoughertyChrist Church,207,2,52,1,3,38,0,129,0,1,1,0,0,1,32,116,0,263,473,855,584,262,1328
DoughertyCovenant Pres Church,191,1,53,1,4,28,0,92,0,0,0,0,0,2,19,59,0,233,597,688,437,246,1285
DoughertyDarton College,642,2,116,4,0,24,1,80,0,0,0,0,0,0,26,70,0,150,1731,556,351,764,2287
DoughertyFirst Christian Church,136,2,53,1,6,32,0,105,0,0,2,0,0,0,39,83,0,169,389,623,436,192,1012
DoughertyGreenbriar Church,506,0,100,0,8,42,1,224,0,0,2,0,0,0,90,208,0,471,1217,1467,1046,606,2684
DoughertyInternational Studie,200,1,27,0,0,11,1,17,0,0,0,0,0,1,3,9,0,39,426,151,81,228,577
DoughertyJackson Heights Elem,473,1,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1255,12,6,525,1267
DoughertyLamar Reese Elem School,336,1,32,0,0,2,0,2,0,0,0,0,0,0,0,1,0,6,654,33,11,369,687
DoughertyLitman Cathedral,243,1,16,0,1,5,0,2,0,0,0,0,0,0,0,1,0,4,629,26,13,260,655
DoughertyLovett Hall,86,1,82,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,656,11,6,169,667
DoughertyMerry Acres Middle,185,1,75,0,6,38,1,133,0,2,0,0,0,0,38,116,1,280,615,851,615,261,1466
DoughertyMt. Zion Center,770,2,56,1,1,6,0,1,0,3,0,0,0,0,1,0,0,4,1791,29,16,829,1820
DoughertyPalmyra Rd Meth Church,166,0,54,1,2,38,0,78,1,2,0,0,0,3,25,88,0,232,637,765,469,221,1402
DoughertyPhoebe East,429,1,55,1,3,9,0,13,0,0,2,0,0,1,0,12,0,48,1204,158,88,486,1362
DoughertyPhoebe Edu. Bldg,155,1,37,1,1,4,0,16,1,1,1,0,0,0,1,21,0,33,550,120,79,194,670
DoughertyPine Bluff Bapt Church,317,1,51,1,2,14,0,57,1,0,0,0,0,0,6,14,0,120,777,396,214,370,1173
DoughertyPutney 1st Bapt Church,372,0,45,1,3,40,0,119,0,1,2,0,0,0,17,55,0,217,813,774,454,418,1587
DoughertyRadium Middle School,121,0,30,0,5,9,0,14,0,0,0,0,0,0,6,11,0,44,309,149,89,151,458
DoughertySecond Mt. Zion,187,2,25,0,0,9,0,46,0,0,1,0,0,1,10,53,0,190,391,521,310,214,912
DoughertySherwood Elem School,304,1,92,2,4,23,1,104,0,0,4,0,0,1,15,69,1,200,977,724,422,399,1701
DoughertyShiloh Baptist Church,214,1,18,0,1,3,0,1,0,0,1,0,0,0,0,0,0,3,644,8,9,233,652
DoughertyTurner Elem School,93,0,15,1,0,3,0,3,0,0,0,0,0,0,0,0,0,6,371,19,12,109,390
DoughertyWestover High School,449,2,106,1,4,50,1,138,1,0,2,0,0,1,57,154,1,298,1186,1019,707,558,2205
DoughertyWesttown Elem School,876,0,72,1,3,5,2,8,0,1,0,0,0,1,0,2,0,21,1754,84,43,949,1838
DouglasARBOR STATION,264,0,124,1,2,30,0,112,1,0,3,17,0,1,0,120,0,187,975,616,473,389,1591
DouglasBEULAH,287,0,104,0,5,40,0,189,1,0,4,25,0,0,0,117,0,372,861,1119,753,391,1980
DouglasBOUNDARY WATERS,653,0,196,1,1,20,0,48,0,1,1,5,0,0,0,57,1,114,1963,392,248,850,2355
DouglasBRIGHT STAR,185,1,64,1,1,31,0,167,1,0,3,15,0,1,0,104,0,250,553,928,573,251,1481
DouglasCHAPEL HILL,509,1,141,0,4,34,1,158,0,0,1,18,0,0,0,121,0,216,1589,807,553,651,2396
DouglasCHESTNUT LOG,435,1,154,0,3,24,0,117,0,0,2,16,0,1,0,125,2,207,1469,690,497,590,2159
DouglasCHURCH-CH,775,1,229,2,8,56,1,247,1,1,1,42,0,1,0,223,0,367,2337,1396,948,1007,3733
DouglasCOLONIAL HILLS,345,0,111,1,0,22,0,18,0,1,0,8,0,0,0,17,0,38,1612,180,104,457,1792
DouglasCOUNTY LINE BAPTIST CHURCH,742,0,225,3,5,21,1,90,1,2,0,14,0,2,0,82,0,188,2638,644,406,970,3282
DouglasDAY STAR,203,4,95,3,5,87,1,414,0,0,2,54,1,2,0,310,0,628,637,2411,1504,305,3048
DouglasDEER LICK,249,1,88,1,3,39,0,129,3,0,1,11,0,2,0,97,0,189,819,733,474,339,1552
DouglasDORSETT SHOALS,191,0,112,1,2,37,2,242,1,2,4,26,0,1,0,153,0,376,746,1368,846,304,2114
DouglasEPHESUS BAPTIST CHUR,175,0,62,1,5,69,1,393,0,1,2,57,1,2,0,255,0,609,514,2120,1395,238,2634
DouglasFACTORY SHOALS,556,2,165,0,3,33,0,124,1,0,3,23,0,3,0,112,1,220,1609,818,523,723,2427
DouglasFIRST BAPTIST - LITHIA SPRINGS,121,0,48,0,2,20,2,112,0,1,1,14,0,0,0,92,0,197,436,633,441,169,1069
DouglasFIRST BAPTIST CHURCH,287,0,91,0,7,34,1,108,1,0,3,37,0,0,0,167,0,257,823,804,615,378,1627
DouglasGOLDEN METHODIST CH,654,1,149,1,3,14,0,30,0,0,2,9,0,1,0,45,0,92,2044,342,196,805,2386
DouglasLUTHERAN CHURCH - GS,461,1,160,1,5,51,1,213,1,1,1,65,0,3,0,224,0,342,1404,1200,907,623,2604
DouglasMIRROR LAKE ELEMENTA,491,0,166,3,3,68,4,266,0,0,1,37,0,2,0,227,0,485,1693,1770,1093,660,3463
DouglasOLD COURTHOUSE,401,0,148,1,16,40,0,158,2,0,3,30,0,2,0,148,1,338,1618,1076,738,550,2694
DouglasPRAYS MILL GYM,316,2,141,1,7,109,4,359,2,0,2,42,0,2,0,308,1,521,1155,2217,1357,460,3372
DouglasST JULIANS EPISCOPAL,143,4,70,0,5,34,0,146,0,1,0,14,0,1,0,106,0,239,466,789,546,217,1255
DouglasSTEWART,429,1,110,2,0,5,0,31,2,1,1,2,0,1,0,25,0,55,1403,200,123,542,1603
DouglasTURNER,318,1,135,2,4,44,1,150,1,0,4,25,0,4,0,108,0,358,1086,1061,699,456,2147
DouglasWINSTON,203,0,63,0,2,31,0,71,0,0,0,3,0,0,0,61,0,142,555,503,310,266,1058
EarlyArlington,49,0,1,0,2,7,0,15,0,0,0,7,0,0,0,4,0,44,138,133,79,50,271
EarlyBlakely,325,1,34,1,8,28,0,72,0,1,2,15,0,0,0,71,1,229,1272,777,427,361,2049
EarlyCedar Springs,17,0,7,0,0,3,0,17,0,0,0,1,0,0,0,12,0,40,37,150,73,24,187
EarlyColomokee,17,0,1,1,0,3,0,10,0,0,0,1,0,0,0,16,0,38,40,119,68,19,159
EarlyCuba,45,0,5,1,1,9,0,20,0,0,1,4,0,0,0,29,1,109,107,310,174,51,417
EarlyDamascus,80,0,2,1,0,3,0,17,0,0,0,2,0,0,0,18,0,51,214,160,91,83,374
EarlyFreeman,9,0,2,0,2,6,0,6,0,0,0,2,0,0,0,17,0,47,28,147,80,11,175
EarlyHilton,7,0,1,0,0,2,0,14,0,0,0,1,0,0,0,11,0,50,45,147,78,8,192
EarlyJakin,55,0,6,0,1,4,0,23,0,0,0,2,0,1,0,20,0,49,102,248,100,61,350
EarlyLucille,55,0,13,0,2,6,1,16,0,0,2,3,0,0,0,10,0,60,157,230,100,68,387
EarlyUrquhart,14,0,4,0,1,4,0,15,0,0,1,5,0,0,0,15,0,43,28,131,84,18,159
EcholsStatenville,32,1,36,1,2,31,1,110,1,0,3,5,0,2,0,37,0,268,156,1007,460,70,1163
Effingham1A,38,1,25,1,2,23,0,131,1,0,0,10,0,1,0,83,0,151,149,811,402,65,960
Effingham1B-1,42,0,21,0,4,15,0,109,0,1,2,10,1,0,0,25,0,221,144,816,388,63,960
Effingham1B-12,16,1,12,0,0,18,0,90,0,0,0,4,0,1,0,49,0,113,81,504,275,29,585
Effingham1C,40,1,27,0,1,23,0,114,0,0,0,13,0,1,0,35,0,158,139,638,345,68,777
Effingham1D,29,0,32,2,3,29,0,193,0,0,1,20,0,1,0,66,0,255,122,1006,568,63,1128
Effingham2A,49,1,28,0,4,55,0,248,0,0,0,15,0,1,0,125,1,234,249,1288,683,78,1537
Effingham2B,88,1,59,0,7,46,0,242,0,0,1,21,0,2,0,102,0,295,356,1335,716,148,1691
Effingham2C,75,2,52,2,7,56,1,257,0,0,4,32,0,4,0,147,0,327,463,1643,835,131,2106
Effingham3A,38,1,14,1,3,19,0,91,0,0,1,10,0,0,0,58,0,122,162,569,304,54,731
Effingham3B,113,1,27,3,1,29,0,90,1,1,0,9,0,0,0,49,0,114,336,541,294,144,877
Effingham3C,70,0,20,1,4,35,0,134,0,1,2,9,0,6,0,86,1,170,226,824,448,91,1050
Effingham3D,102,1,61,2,4,30,0,180,1,0,2,19,0,0,0,96,1,218,427,1124,551,166,1551
Effingham4A,82,1,37,1,4,43,0,267,2,0,0,19,0,1,0,130,1,253,353,1432,720,121,1785
Effingham4B-1,76,0,16,1,0,11,0,49,0,0,2,2,0,1,0,12,0,42,195,207,119,93,402
Effingham4B-12,22,0,20,0,2,12,0,69,0,1,0,8,0,3,0,29,0,86,111,429,210,42,540
Effingham4C,40,0,33,0,1,36,0,199,1,0,0,10,0,4,0,79,0,223,190,1213,553,73,1403
Effingham5A,61,0,42,2,4,43,0,239,0,0,3,22,0,4,0,103,1,265,283,1296,684,105,1579
Effingham5B,149,1,68,1,7,48,0,240,2,1,0,45,0,3,0,123,1,241,648,1457,711,219,2105
Effingham5C,49,0,27,0,1,38,1,152,0,0,1,27,0,1,0,93,0,162,219,741,476,76,960
ElbertCenterville,49,0,24,0,1,25,1,77,0,0,3,13,0,0,0,49,0,144,126,503,313,73,629
ElbertElberton,355,2,87,1,9,30,0,108,1,0,1,55,1,0,0,154,3,301,1145,1149,663,445,2294
ElbertEliam,31,1,13,0,2,17,0,59,1,0,1,12,0,0,0,42,0,120,105,421,254,45,526
ElbertGaines,14,0,9,0,1,7,0,41,0,0,0,7,0,0,0,36,0,94,36,313,186,23,349
ElbertGoshen,53,0,32,1,1,26,0,133,0,0,0,11,0,1,0,52,0,178,211,768,402,86,979
ElbertLongstreet,21,0,8,0,1,20,0,54,0,0,0,15,0,0,0,34,0,88,98,335,212,29,433
ElbertMoss-Ruckersville,31,0,15,1,0,6,0,23,0,0,0,3,0,0,0,14,0,65,93,204,111,47,297
ElbertPetersburg,13,0,11,0,1,8,0,25,0,0,0,9,0,0,0,21,0,59,52,205,123,24,257
ElbertPike,146,3,35,2,6,19,0,110,0,1,1,7,0,2,0,67,0,135,381,628,348,186,1009
ElbertWebbsboro,25,0,6,0,1,6,0,22,0,0,0,5,0,0,0,17,0,64,66,213,115,31,279
ElbertWyche,80,0,18,0,4,9,0,69,1,0,1,13,0,1,0,76,1,154,226,553,329,98,779
EmanuelAdrian,20,0,7,0,1,14,0,39,1,0,1,9,0,0,0,19,0,121,68,401,205,27,469
EmanuelBlundale,3,1,5,0,2,24,0,67,0,0,1,1,1,0,0,54,0,118,22,466,268,9,488
EmanuelCanoochee,47,0,3,0,0,10,0,41,1,0,1,6,0,1,0,25,0,104,83,336,189,50,419
EmanuelCross-Green,46,0,6,0,0,2,0,9,0,0,1,0,0,0,0,1,0,12,93,41,25,52,134
EmanuelGarfield,20,1,5,0,2,10,0,33,0,0,0,8,0,0,0,20,0,79,53,261,152,26,314
EmanuelNunez,13,0,7,0,0,7,0,15,0,0,0,3,0,0,0,5,0,56,54,162,86,20,216
EmanuelOak Park,10,1,5,0,0,11,0,54,0,0,0,3,0,0,0,23,0,101,21,352,192,16,373
EmanuelStillmore,51,0,4,0,1,3,1,25,0,0,0,2,0,1,0,15,0,39,145,170,87,55,315
EmanuelSummertown,41,0,9,1,1,10,0,32,0,0,0,0,0,0,0,15,0,75,90,230,133,51,320
EmanuelSwainsboro,399,2,82,1,5,88,1,307,0,2,6,44,0,3,0,252,0,635,1484,2345,1343,484,3829
EmanuelTwin City,108,0,12,2,1,19,0,73,1,0,2,11,0,0,0,34,0,156,322,571,297,122,893
EvansVeteran's Comm Ctr,347,5,85,5,18,80,2,329,2,0,4,42,0,1,0,309,0,481,1130,2404,1268,442,3534
FanninCOLWELL,32,0,29,0,1,26,1,78,0,0,0,19,0,0,0,54,0,207,122,562,386,61,684
FanninFAIRPLAY,30,0,13,0,0,19,0,58,0,0,0,6,1,0,0,46,0,179,107,532,309,43,639
FanninFLINTHILL,87,1,64,3,6,51,1,179,0,0,3,21,0,1,0,104,0,423,287,1483,789,155,1770
FanninHEMPTOWN,36,0,20,0,1,35,1,80,0,0,3,14,0,0,0,58,0,180,122,630,372,56,752
FanninHOTHOUSE,30,0,28,0,2,25,1,70,0,0,1,9,0,0,0,53,0,209,108,611,370,58,719
FanninMINERAL BLUFF,43,1,20,0,4,26,1,98,1,0,4,12,0,0,0,67,0,320,143,922,533,64,1065
FanninMOBILE,30,0,23,0,3,18,0,64,0,0,2,11,0,0,0,38,0,196,93,573,332,53,666
FanninMORGANTON,61,0,25,0,2,44,0,117,1,0,1,26,0,0,0,89,0,329,225,985,609,86,1210
FanninNOONTOOTLA,26,1,16,0,0,19,0,62,0,0,0,16,0,0,0,39,0,148,94,443,284,43,537
FanninSKENIAH,10,0,12,0,3,8,0,23,0,0,0,6,0,0,0,29,0,53,50,165,122,22,215
FanninSUGAR CREEK,69,1,47,1,2,32,2,130,0,0,3,28,0,0,0,104,0,357,222,1161,658,118,1383
FanninTOCCOA,93,0,59,1,7,48,1,184,3,0,5,47,1,3,0,182,0,405,350,1565,886,153,1915
FayetteABERDEEN,74,0,54,0,4,30,0,98,0,0,0,66,1,1,0,186,0,253,338,845,639,128,1183
FayetteANTIOCH,116,0,73,0,1,55,1,179,1,2,4,28,0,0,0,155,0,224,423,854,650,189,1277
FayetteBANKS,165,0,61,1,3,23,0,102,0,0,2,27,0,1,0,98,0,159,491,599,415,227,1090
FayetteBLACKROCK,476,1,107,0,3,34,0,129,4,1,4,35,1,1,0,142,1,123,1215,628,478,584,1843
FayetteBRAELINN,77,1,46,3,6,60,1,148,2,0,1,65,0,0,0,283,2,248,278,1097,816,127,1375
FayetteBROOKS,42,0,26,0,1,61,1,263,0,0,1,38,0,0,0,198,2,409,194,1468,974,68,1662
FayetteCAMP CREEK,79,0,73,0,3,45,0,122,1,0,0,56,0,1,0,219,0,230,382,953,677,152,1335
