precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,pri_rep_WILLIAMS
MILWAUKEEVILLAGE OF HALES CORNERS WARD 1-3,205,0,0,217,4,1,0,471,0,0,0,126,1,4,0,182,0
MILWAUKEEVILLAGE OF HALES CORNERS WARD 4-6,186,0,1,244,0,4,0,396,0,0,1,108,1,7,0,189,0
MILWAUKEEVILLAGE OF HALES CORNERS WARD 7-9,200,0,1,212,2,1,1,319,0,0,0,93,0,15,0,162,0
MILWAUKEEVILLAGE OF RIVER HILLS WARD 1,48,0,0,29,0,0,0,24,0,0,0,8,0,0,0,28,0
MILWAUKEEVILLAGE OF RIVER HILLS WARD 2,65,0,0,73,0,1,0,113,0,0,0,96,0,2,0,72,0
MILWAUKEEVILLAGE OF RIVER HILLS WARD 3,98,0,0,72,1,0,0,89,1,0,0,51,3,0,0,39,0
"MONROECITY OF SPARTA WARDS 13-16,20",160,0,0,224,0,1,0,141,1,0,1,52,2,2,1,149,0
"MONROECITY OF SPARTA WARDS 7-12,17-19",176,0,3,252,4,4,2,164,1,0,2,60,3,3,0,224,0
"MONROECITY OF TOMAH WARDS 7-8,14-17,19",183,0,1,281,2,13,1,172,0,0,0,80,3,5,1,208,0
"MONROECITY OF TOMAH WARDS 9-13,18",171,0,1,305,5,5,1,191,0,0,1,71,3,8,1,234,0
MONROETOWN OF LA GRANGE WARD 1A,44,0,0,66,1,3,0,70,0,1,0,31,0,0,0,101,0
MONROETOWN OF LA GRANGE WARD 1B,6,0,0,9,0,0,0,7,0,0,0,1,0,0,0,14,0
MONROETOWN OF LA GRANGE WARDS 2A-3A,53,0,1,94,0,2,0,84,0,0,0,39,2,2,0,107,0
MONROETOWN OF LA GRANGE WARDS 2B-3B,2,0,0,3,0,0,0,1,0,0,0,1,0,0,0,6,0
OCONTOCITY OF GILLETT WARD 1-3,85,0,0,97,1,2,0,131,1,0,1,19,0,0,0,152,0
OCONTOCITY OF OCONTO FALLS WARD 1-6,157,0,2,179,0,3,0,217,0,0,1,36,2,5,1,252,0
ONEIDACITY OF RHINELANDER WARD 11,46,0,0,98,2,2,1,41,0,0,0,16,0,1,0,60,0
ONEIDACITY OF RHINELANDER WARD 12,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0
ONEIDACITY OF RHINELANDER WARD 13,37,0,0,77,1,0,0,46,0,0,0,16,1,3,0,57,0
ONEIDACITY OF RHINELANDER WARD 14,6,0,0,11,1,1,0,12,0,0,0,4,0,0,0,9,0
ONEIDACITY OF RHINELANDER WARD 2,36,0,0,40,0,1,0,20,0,0,0,8,0,1,0,16,0
ONEIDACITY OF RHINELANDER WARD 3,34,0,0,65,1,0,0,36,0,0,0,6,0,1,0,43,0
ONEIDACITY OF RHINELANDER WARD 4,19,0,0,19,0,0,0,12,0,0,0,1,0,0,0,11,0
ONEIDACITY OF RHINELANDER WARD 5,24,0,2,72,2,0,0,36,0,0,0,8,0,0,0,37,0
ONEIDACITY OF RHINELANDER WARD 6,48,0,0,80,1,1,1,37,0,0,0,14,0,1,0,63,0
ONEIDACITY OF RHINELANDER WARD 7,4,0,0,2,0,0,1,6,0,0,0,1,0,0,0,10,0
ONEIDACITY OF RHINELANDER WARD 8,33,0,0,48,0,1,0,29,0,0,0,9,1,0,0,21,0
ONEIDACITY OF RHINELANDER WARD 9,53,0,0,96,2,1,1,55,1,0,0,21,1,3,0,40,0
ONEIDATOWN OF CASSIAN WARD 1,31,0,0,44,0,0,0,46,0,0,0,20,1,0,0,73,0
ONEIDATOWN OF CASSIAN WARD 2,46,0,1,88,1,0,0,59,0,0,1,29,2,0,0,60,0
ONEIDATOWN OF CRESCENT WARD 2,7,0,0,18,0,0,0,14,0,0,0,10,0,0,0,33,0
"ONEIDATOWN OF CRESCENT WARDS 1,3",164,0,2,223,0,0,0,196,1,0,0,64,0,3,0,200,0
ONEIDATOWN OF LAKE TOMAHAWK WARD 1,46,0,0,85,2,0,0,65,0,0,0,24,0,1,0,111,0
ONEIDATOWN OF LAKE TOMAHAWK WARD 2,17,0,0,20,0,0,0,0,0,0,0,0,0,2,0,60,0
"ONEIDATOWN OF MINOCQUA WARDS 1,4",87,0,0,125,1,3,2,129,0,0,0,46,1,6,0,148,0
"ONEIDATOWN OF MINOCQUA WARDS 2-3,7",96,0,0,141,1,4,0,187,0,0,1,110,1,6,0,286,0
ONEIDATOWN OF MINOCQUA WARDS 5-6,109,0,0,140,2,2,0,186,0,0,1,63,0,6,0,269,0
ONEIDATOWN OF NEWBOLD WARD 2,42,0,0,67,0,1,0,77,0,0,2,14,0,1,1,69,0
ONEIDATOWN OF NEWBOLD WARDS 3-4,140,0,1,201,1,4,0,181,2,0,2,70,1,3,0,232,0
ONEIDATOWN OF PELICAN WARD 2,66,0,0,125,2,1,0,101,0,0,0,38,0,4,0,95,0
"ONEIDATOWN OF PELICAN WARDS 1,3-4",122,0,0,189,1,1,0,125,0,0,0,40,0,4,0,162,0
"ONEIDATOWN OF PINE LAKE WARD 1,4",143,0,2,212,0,1,0,120,0,0,0,58,4,1,0,185,0
ONEIDATOWN OF PINE LAKE WARD 2-3,65,0,1,121,2,2,0,108,0,0,0,32,1,3,0,116,0
ONEIDATOWN OF STELLA WARD 1,46,0,0,71,0,2,0,46,1,0,0,8,0,1,0,54,0
ONEIDATOWN OF STELLA WARD 2,5,0,0,17,0,0,0,17,0,0,0,5,0,0,0,3,0
ONEIDATOWN OF THREE LAKES WARD 2,25,0,0,44,0,0,0,39,0,0,0,18,0,0,0,91,0
"ONEIDATOWN OF THREE LAKES WARDS 1,3-4",104,0,1,173,1,5,0,224,2,0,1,89,2,8,0,248,0
ONEIDATOWN OF WOODRUFF WARD 1-2,123,0,0,177,1,2,2,152,1,0,0,54,3,4,0,249,0
ONEIDATOWN OF WOODRUFF WARD 3,33,0,0,43,0,0,0,49,0,0,0,14,1,1,0,69,0
OUTAGAMIECITY OF KAUKAUNA WARD 3,52,0,0,68,0,0,0,56,0,0,0,12,0,1,0,65,0
OUTAGAMIECITY OF KAUKAUNA WARD 8,74,0,0,105,0,1,0,69,0,0,0,11,1,1,0,65,0
OUTAGAMIECITY OF KAUKAUNA WARDS 1-2,203,0,0,253,0,1,0,204,0,0,0,40,0,6,0,157,0
OUTAGAMIECITY OF KAUKAUNA WARDS 9-10,238,0,0,221,3,2,0,269,1,0,2,56,2,8,0,231,0
OUTAGAMIECITY OF SEYMOUR WARDS 1-2,65,0,0,105,0,0,0,108,0,0,1,24,3,3,0,114,0
OUTAGAMIECITY OF SEYMOUR WARDS 3-4,68,0,0,65,1,1,0,106,0,0,1,14,0,3,0,84,0
OUTAGAMIECITY OF SEYMOUR WARDS 5-6,48,0,0,75,0,1,0,110,0,0,0,22,0,4,0,99,0
OUTAGAMIETOWN OF BOVINA WARD 1,36,0,1,55,0,3,0,69,0,0,0,4,0,3,0,57,0
OUTAGAMIETOWN OF BOVINA WARD 2,33,0,0,32,0,0,0,53,0,0,0,8,0,0,0,65,0
OUTAGAMIETOWN OF BUCHANAN WARD 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIETOWN OF BUCHANAN WARD 5,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
"OUTAGAMIETOWN OF BUCHANAN WARDS 1,4,6-9",335,0,2,417,1,5,1,591,1,0,0,121,2,9,0,424,0
OUTAGAMIETOWN OF BUCHANAN WARDS 2-3,87,0,1,142,0,3,0,233,0,0,1,40,0,6,0,175,0
OUTAGAMIETOWN OF DALE WARD 3,34,0,0,55,1,2,1,94,0,0,0,10,0,0,0,99,0
OUTAGAMIETOWN OF DALE WARDS 1-2,82,0,0,144,1,1,2,317,1,0,0,44,1,7,1,197,0
OUTAGAMIETOWN OF ELLINGTON WARD 3,27,0,0,56,0,0,0,76,0,0,0,10,0,1,0,52,0
OUTAGAMIETOWN OF ELLINGTON WARD 5,9,0,1,18,0,1,0,24,0,0,0,3,0,0,0,26,0
"OUTAGAMIETOWN OF ELLINGTON WARDS 1-2,4",78,0,1,117,0,2,0,312,0,0,1,28,1,4,0,252,0
OUTAGAMIETOWN OF FREEDOM WARDS 1-6,268,0,1,327,2,6,3,543,1,0,2,82,1,14,0,408,0
OUTAGAMIETOWN OF FREEDOM WARDS 7-8,70,0,0,92,0,3,1,218,0,0,0,36,1,2,0,157,0
OUTAGAMIETOWN OF GRAND CHUTE WARD 11,15,0,0,13,1,0,0,20,0,0,0,4,0,1,0,14,0
OUTAGAMIETOWN OF GRAND CHUTE WARD 14,127,0,1,170,1,0,0,165,0,0,0,50,0,3,0,132,0
OUTAGAMIETOWN OF GRAND CHUTE WARD 15,173,0,2,147,2,3,2,235,2,0,2,52,1,5,0,184,0
OUTAGAMIETOWN OF GRAND CHUTE WARD 16,92,0,0,141,1,2,0,179,0,0,0,47,2,5,1,140,0
OUTAGAMIETOWN OF GRAND CHUTE WARD 17,74,0,0,69,0,1,0,111,0,0,0,44,0,0,0,73,0
OUTAGAMIETOWN OF GRAND CHUTE WARD 4,51,0,0,48,0,0,0,72,0,0,0,21,0,2,0,48,0
OUTAGAMIETOWN OF GRAND CHUTE WARDS 12-13,146,0,2,258,2,2,0,273,0,0,0,76,4,9,0,244,0
OUTAGAMIETOWN OF GRAND CHUTE WARDS 5-7,210,0,0,394,2,2,2,392,0,1,0,98,4,11,1,321,0
OUTAGAMIETOWN OF GRAND CHUTE WARDS 8-10,152,0,0,234,3,2,0,230,1,1,1,50,1,6,0,179,0
OUTAGAMIETOWN OF GREENVILLE WARDS 1-5,288,0,1,335,1,6,0,727,2,0,0,190,3,8,0,520,0
"OUTAGAMIETOWN OF GREENVILLE WARDS 6,9",107,0,0,149,1,1,0,297,0,0,1,47,1,6,0,222,0
OUTAGAMIETOWN OF GREENVILLE WARDS 7-8,125,0,1,193,3,2,0,430,1,0,1,86,3,9,0,395,0
OUTAGAMIETOWN OF HORTONIA WARD 1,35,0,0,61,0,1,0,124,2,0,0,17,0,0,0,110,0
OUTAGAMIETOWN OF HORTONIA WARD 2,9,0,0,17,0,0,0,41,0,0,0,4,0,0,0,29,0
OUTAGAMIETOWN OF KAUKAUNA WARD 1,21,0,0,29,0,0,0,72,0,0,0,9,0,0,0,38,0
OUTAGAMIETOWN OF KAUKAUNA WARD 2,24,0,0,29,1,1,0,59,0,0,0,5,0,1,0,52,0
OUTAGAMIETOWN OF KAUKAUNA WARD 3,28,0,0,20,1,0,0,65,0,0,1,7,0,1,0,36,0
OUTAGAMIETOWN OF ONEIDA WARD 6,22,0,0,21,0,0,1,27,0,0,0,3,0,1,0,31,0
OUTAGAMIETOWN OF ONEIDA WARDS 1-5,210,0,1,353,1,2,0,316,0,0,1,33,3,5,0,248,0
OUTAGAMIETOWN OF VANDENBROEK WARD 2,28,0,1,22,0,1,0,60,0,0,1,14,1,0,1,23,0
"OUTAGAMIETOWN OF VANDENBROEK WARDS 1,3",57,0,0,86,0,2,0,183,0,0,0,28,1,3,0,111,0
OUTAGAMIEVILLAGE OF COMBINED LOCKS WARD 5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OUTAGAMIEVILLAGE OF COMBINED LOCKS WARDS 1-4,289,0,0,270,2,0,1,403,0,0,0,91,3,6,0,335,0
OUTAGAMIEVILLAGE OF HARRISON WARD 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIEVILLAGE OF HARRISON WARD 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OUTAGAMIEVILLAGE OF KIMBERLY WARD 1-6,339,0,3,511,2,5,1,471,1,0,3,77,4,11,2,341,0
OUTAGAMIEVILLAGE OF KIMBERLY WARD 7-8,143,0,0,147,3,0,1,208,0,0,0,47,0,8,1,140,0
OUTAGAMIEVILLAGE OF KIMBERLY WARD 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OUTAGAMIEVILLAGE OF LITTLE CHUTE WARDS 1,3,9-11,14",251,0,0,366,2,3,0,381,2,0,2,68,2,5,1,307,0
"OUTAGAMIEVILLAGE OF LITTLE CHUTE WARDS 2,13",18,0,0,27,0,0,0,15,0,0,0,11,0,0,0,21,0
OUTAGAMIEVILLAGE OF LITTLE CHUTE WARDS 4-5,171,0,0,179,2,4,0,244,0,1,0,64,2,6,0,175,0
"OUTAGAMIEVILLAGE OF LITTLE CHUTE WARDS 6,12",55,0,0,64,0,1,0,67,0,0,0,16,0,1,0,74,0
OUTAGAMIEVILLAGE OF LITTLE CHUTE WARDS 7-8,179,0,1,265,0,5,0,265,0,0,0,42,1,1,0,186,0
OUTAGAMIEVILLAGE OF WRIGHTSTOWN WARDS 4-5,12,0,0,13,0,0,0,33,0,0,0,12,0,1,0,19,0
OZAUKEECITY OF MEQUON WARDS 1-2,283,0,0,209,0,3,0,570,0,0,2,229,0,7,1,211,0
OZAUKEECITY OF MEQUON WARDS 5-7,264,0,0,204,1,4,0,742,1,0,0,207,2,8,0,243,0
OZAUKEEVILLAGE OF GRAFTON WARD 1-2,106,0,1,152,1,1,0,391,2,0,0,74,4,2,0,109,0
OZAUKEEVILLAGE OF GRAFTON WARD 11-12,102,0,0,120,2,1,0,379,0,0,0,83,0,5,1,112,0
OZAUKEEVILLAGE OF GRAFTON WARD 13-14,168,0,0,123,0,0,0,273,1,0,0,79,0,4,2,98,0
OZAUKEEVILLAGE OF GRAFTON WARD 3-4,119,0,0,171,3,0,0,375,0,0,0,89,0,10,0,110,0
OZAUKEEVILLAGE OF GRAFTON WARD 5-6,112,0,2,194,0,1,1,271,0,0,0,67,0,3,0,130,0
OZAUKEEVILLAGE OF GRAFTON WARD 7-8,100,0,0,116,1,2,0,375,0,1,1,93,2,11,0,115,0
OZAUKEEVILLAGE OF GRAFTON WARD 9-10,127,0,0,143,0,1,0,327,0,0,0,73,0,3,0,98,0
PIERCETOWN OF ELLSWORTH WARDS 1-2,79,0,2,85,1,3,0,117,0,0,0,31,2,8,0,121,0
POLKTOWN OF FARMINGTON WARD 1-2,68,0,0,87,0,2,2,130,0,0,0,37,0,7,0,165,0
"POLKVILLAGE OF TURTLE LAKE WARDS 2A,2B",2,0,0,6,0,0,0,6,0,0,0,0,0,1,0,6,0
PORTAGECITY OF STEVENS POINT WARD 10,20,0,0,120,0,0,0,15,0,0,0,3,0,0,0,17,0
PORTAGECITY OF STEVENS POINT WARD 11,98,0,2,247,0,0,0,90,0,0,0,8,3,2,0,76,0
PORTAGECITY OF STEVENS POINT WARD 12,25,0,0,51,1,0,0,19,0,0,0,5,1,0,0,16,0
PORTAGECITY OF STEVENS POINT WARD 13,31,0,0,127,0,0,0,28,0,0,1,9,1,0,0,23,0
PORTAGECITY OF STEVENS POINT WARD 21,12,0,0,108,0,0,0,24,0,0,0,4,0,0,0,17,0
PORTAGECITY OF STEVENS POINT WARD 27,28,0,0,109,1,2,0,40,0,0,0,9,0,0,0,32,0
PORTAGECITY OF STEVENS POINT WARD 30,43,0,0,62,0,1,0,43,0,0,0,15,0,2,0,45,0
PORTAGECITY OF STEVENS POINT WARD 6,24,0,0,34,0,0,0,6,0,0,0,2,0,0,0,21,0
PORTAGECITY OF STEVENS POINT WARD 9,16,0,0,61,0,0,0,17,0,0,0,5,0,0,0,7,0
PORTAGECITY OF STEVENS POINT WARDS 14-15,132,0,1,341,1,2,1,89,0,0,0,29,1,2,0,71,0
"PORTAGECITY OF STEVENS POINT WARDS 16-18,37,39",245,0,1,314,1,5,1,260,0,0,1,81,4,5,0,168,0
"PORTAGECITY OF STEVENS POINT WARDS 19-20,36,38,41",174,0,0,237,3,2,2,92,0,1,2,26,0,6,2,118,0
"PORTAGECITY OF STEVENS POINT WARDS 22-24,35,40,43",257,0,2,351,1,5,0,219,0,0,1,81,1,9,0,175,0
PORTAGECITY OF STEVENS POINT WARDS 25-26,133,0,1,245,0,1,0,101,0,0,0,14,2,2,1,91,0
PORTAGECITY OF STEVENS POINT WARDS 28-29,154,0,1,261,1,2,0,118,0,0,0,26,1,1,0,120,0
"PORTAGECITY OF STEVENS POINT WARDS 31,33,42",79,0,1,424,3,2,0,103,1,0,0,31,1,7,0,77,0
"PORTAGECITY OF STEVENS POINT WARDS 32,34",11,0,0,77,0,1,0,5,0,0,0,2,0,0,0,7,0
PORTAGECITY OF STEVENS POINT WARDS 4-5,93,0,1,518,0,2,0,130,0,0,0,33,1,4,0,56,0
PORTAGECITY OF STEVENS POINT WARDS 7-8,59,0,0,459,0,1,0,113,1,0,0,23,4,4,0,44,0
PORTAGETOWN OF AMHERST WARD 1,54,0,0,89,1,2,0,92,0,0,0,14,1,2,0,66,0
PORTAGETOWN OF AMHERST WARD 2,65,0,0,65,1,0,0,61,0,0,0,20,2,0,0,63,0
PORTAGETOWN OF BUENA VISTA WARD 1,59,0,0,86,0,3,0,91,0,0,0,14,0,1,0,100,0
PORTAGETOWN OF BUENA VISTA WARD 2,27,0,0,21,2,2,0,51,0,0,0,7,0,0,0,32,0
PORTAGETOWN OF CARSON WARD 1-2,92,0,0,133,2,0,0,150,3,0,2,29,1,1,1,154,0
PORTAGETOWN OF GRANT WARD 1-4,116,0,0,196,2,5,0,222,0,0,2,35,2,3,0,249,0
PORTAGETOWN OF HULL WARD 8,71,0,0,89,0,0,0,86,0,0,0,31,0,2,0,76,0
PORTAGETOWN OF HULL WARDS 4-7,251,0,1,323,1,5,1,295,0,0,1,85,0,6,1,278,0
PORTAGETOWN OF LANARK WARD 1,55,0,0,106,1,4,0,113,0,0,1,16,0,1,0,58,0
PORTAGETOWN OF LANARK WARD 2,56,0,1,93,2,1,0,70,0,0,0,13,0,3,0,74,0
PORTAGETOWN OF LINWOOD WARD 1-2,84,0,2,127,0,0,0,147,1,0,1,20,0,2,0,127,0
PORTAGETOWN OF PINE GROVE WARD 1-2,52,0,1,64,0,1,0,70,1,0,0,5,0,1,1,65,0
PORTAGETOWN OF SHARON WARD 1-3,197,0,2,211,0,3,1,215,0,0,0,36,0,7,0,239,0
PORTAGETOWN OF STOCKTON WARDS 1-3,155,0,0,224,0,4,0,211,1,0,1,38,0,2,0,205,0
PORTAGETOWN OF STOCKTON WARDS 4-5,69,0,0,126,0,0,0,110,0,0,0,16,0,1,0,103,0
PORTAGEVILLAGE OF PLOVER WARD 1,81,0,1,118,0,2,0,95,1,0,0,37,0,1,0,58,0
PORTAGEVILLAGE OF PLOVER WARD 6,106,0,0,145,1,0,0,147,0,0,1,34,0,1,0,105,0
PORTAGEVILLAGE OF PLOVER WARD 7,42,0,1,98,0,1,0,49,0,0,0,9,0,0,0,40,0
PORTAGEVILLAGE OF PLOVER WARDS 2-3,172,0,1,243,1,0,0,242,1,0,2,58,0,4,0,182,0
PORTAGEVILLAGE OF PLOVER WARDS 4-5,244,0,0,289,3,2,1,224,0,0,1,91,1,5,0,198,0
PORTAGEVILLAGE OF PLOVER WARDS 8-9,114,0,0,222,1,3,0,157,0,0,0,35,1,2,1,131,0
PRICETOWN OF WORCESTER WARD 1-3,95,0,1,157,0,11,2,207,0,1,0,50,0,8,0,189,0
RACINETOWN OF BURLINGTON WARDS 8-11,125,0,0,190,0,1,1,313,0,0,1,70,2,3,1,247,0
RACINETOWN OF NORWAY WARD 1-11,411,0,2,427,9,4,2,1444,2,0,1,284,1,22,0,789,0
"RACINEVILLAGE OF CALEDONIA WARDS 6-8,20",365,0,2,375,7,3,2,544,0,1,0,175,2,8,1,355,0
"RACINEVILLAGE OF MOUNT PLEASANT WARDS 1,17-18,20,23",414,0,3,340,2,8,2,387,1,0,1,115,0,7,0,264,0
RACINEVILLAGE OF MOUNT PLEASANT WARDS 5-8,460,0,2,402,1,6,1,541,1,1,2,212,3,14,0,332,0
RACINEVILLAGE OF WATERFORD WARDS 1-7,308,0,1,343,5,9,4,770,1,0,2,178,2,19,0,442,0
RICHLANDTOWN OF BUENA VISTA WARD 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ROCKCITY OF EVANSVILLE WARD 1-10,496,0,2,873,4,3,3,297,0,0,5,127,2,5,0,297,0
ROCKCITY OF MILTON WARDS 1-8,398,0,3,746,4,2,0,385,1,1,3,170,2,6,0,361,0
ROCKCITY OF MILTON WARDS 9-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROCKTOWN OF BELOIT WARDS 7-11,253,0,0,336,5,6,2,250,0,0,4,157,0,8,0,335,0
ROCKTOWN OF HARMONY WARDS 2-6,145,0,0,201,2,2,0,170,0,1,0,69,1,4,1,187,0
SAUKCITY OF BARABOO WARD 1,35,0,1,87,0,0,0,17,0,0,0,2,0,0,0,24,0
SAUKCITY OF BARABOO WARD 10,112,0,0,203,0,2,1,109,0,0,1,66,0,4,0,71,0
SAUKCITY OF BARABOO WARD 11,89,0,0,118,0,2,0,74,0,0,0,28,0,3,0,54,0
SAUKCITY OF BARABOO WARD 12,77,0,0,89,0,0,0,67,0,0,0,61,0,2,0,55,0
SAUKCITY OF BARABOO WARD 13,50,0,0,94,0,2,0,43,0,0,1,26,0,1,0,48,0
SAUKCITY OF BARABOO WARD 14,75,0,2,47,3,2,1,38,0,0,1,31,0,5,0,50,0
SAUKCITY OF BARABOO WARD 2,65,0,1,86,1,0,0,32,0,0,0,22,0,0,0,46,0
SAUKCITY OF BARABOO WARD 3,111,0,0,203,1,0,0,81,0,0,0,39,2,4,0,63,0
SAUKCITY OF BARABOO WARD 4,42,0,0,68,2,0,0,26,0,0,0,22,0,0,0,43,0
SAUKCITY OF BARABOO WARD 5,38,0,0,94,0,1,0,38,0,0,0,18,0,2,0,37,0
SAUKCITY OF BARABOO WARD 6,85,0,0,111,4,0,0,40,1,0,1,24,0,9,0,50,0
SAUKCITY OF BARABOO WARD 7,85,0,0,156,1,1,0,58,0,0,1,35,0,0,0,65,0
SAUKCITY OF BARABOO WARD 8,39,0,0,94,0,0,0,27,0,0,0,14,0,0,0,40,0
SAUKCITY OF BARABOO WARD 9,37,0,0,85,0,0,0,35,0,0,0,19,1,0,0,31,0
SAUKCITY OF REEDSBURG WARD 1-3,92,0,0,159,1,0,0,100,0,0,0,33,2,3,0,146,0
SAUKCITY OF REEDSBURG WARD 10-12,96,0,0,164,1,3,1,87,0,0,1,35,0,4,0,103,0
SAUKCITY OF REEDSBURG WARD 13,15,0,0,22,1,0,0,7,0,0,0,6,0,1,0,13,0
SAUKCITY OF REEDSBURG WARD 14,38,0,0,68,1,0,0,57,0,0,0,16,0,3,0,47,0
"SAUKCITY OF REEDSBURG WARD 4,6",89,0,0,143,3,1,0,89,0,0,1,61,1,2,0,86,0
SAUKCITY OF REEDSBURG WARD 5,46,0,0,70,0,0,1,33,0,0,0,30,0,1,0,57,0
SAUKCITY OF REEDSBURG WARD 7-9,146,0,2,157,3,1,0,120,1,0,1,77,2,3,0,132,0
"SAUKCITY OF WISCONSIN DELLS WARDS 4,8,10",3,0,0,10,0,0,0,7,0,0,0,2,0,0,0,14,0
SAUKTOWN OF BARABOO WARD 1,39,0,0,98,0,0,2,50,1,0,0,48,0,2,0,53,0
SAUKTOWN OF BARABOO WARD 2,27,0,0,41,0,1,0,21,0,0,0,16,0,0,0,37,0
SAUKTOWN OF BARABOO WARD 3,24,0,0,54,0,0,0,41,0,0,0,19,0,1,0,25,0
SAUKTOWN OF BARABOO WARD 4,43,0,0,75,0,1,0,44,0,0,0,9,0,0,0,55,0
SAUKTOWN OF DELLONA WARD 1-2,95,0,0,165,0,4,0,96,0,0,0,50,0,1,0,207,0
SAUKTOWN OF DELTON WARD 1,24,0,0,35,1,0,0,23,0,0,0,13,0,1,0,53,0
SAUKTOWN OF DELTON WARD 2,34,0,0,50,0,0,0,31,0,0,0,16,0,1,0,52,0
SAUKTOWN OF DELTON WARD 3,38,0,0,72,0,0,0,37,0,0,0,7,0,0,0,40,0
SAUKTOWN OF DELTON WARD 4,51,0,0,110,0,2,0,68,0,0,2,41,0,4,0,70,0
SAUKTOWN OF EXCELSIOR WARD 1-2,93,0,0,146,2,2,1,112,0,0,0,48,0,4,0,133,0
SAUKTOWN OF EXCELSIOR WARD 3,10,0,0,30,0,2,1,23,0,0,0,20,1,3,0,31,0
SAUKTOWN OF FAIRFIELD WARD 1,60,0,1,108,2,2,1,60,0,0,0,33,0,0,0,69,0
SAUKTOWN OF FAIRFIELD WARD 2,57,0,0,47,0,0,0,27,0,0,0,26,0,2,0,34,0
SAUKTOWN OF FRANKLIN WARD 1,16,0,0,28,0,0,0,14,0,0,0,4,0,1,0,14,0
SAUKTOWN OF FRANKLIN WARD 2,32,0,0,66,0,1,0,29,0,0,0,29,0,2,0,50,0
SAUKTOWN OF FRANKLIN WARD 3,2,0,0,5,0,0,0,3,0,0,0,2,0,0,0,4,0
SAUKTOWN OF FREEDOM WARD 1,10,0,0,18,0,0,0,16,0,0,1,5,1,0,0,21,0
SAUKTOWN OF FREEDOM WARD 2,29,0,0,45,0,0,1,28,0,0,0,10,1,0,0,24,0
SAUKTOWN OF LA VALLE WARD 1-2,82,0,0,112,2,1,0,100,0,0,0,49,1,0,0,149,0
SAUKTOWN OF LA VALLE WARD 3,15,0,0,16,0,0,0,9,0,0,0,6,0,0,0,18,0
SAUKTOWN OF PRAIRIE DU SAC WARD 1,43,0,0,49,0,2,0,42,0,0,0,14,0,0,0,35,0
SAUKTOWN OF PRAIRIE DU SAC WARD 2,45,0,0,90,0,0,0,67,0,0,0,28,0,0,0,52,0
SAUKTOWN OF REEDSBURG WARD 1-2,68,0,0,92,0,1,0,71,0,0,0,44,0,0,0,81,0
SAUKTOWN OF REEDSBURG WARD 3,14,0,0,15,0,0,0,19,0,0,0,10,0,0,0,31,0
"SAUKTOWN OF SPRING GREEN WARD 1,4",104,0,1,142,0,1,1,103,0,0,1,44,0,2,0,92,0
SAUKTOWN OF SPRING GREEN WARD 2,31,0,0,49,0,1,0,18,0,0,0,10,1,0,1,15,0
SAUKTOWN OF SPRING GREEN WARD 3,20,0,0,34,0,0,0,8,0,0,0,15,0,0,0,17,0
SAUKTOWN OF SUMPTER WARD 1,12,0,0,20,0,0,0,10,0,0,0,5,0,0,2,13,0
SAUKTOWN OF SUMPTER WARD 2,15,0,0,23,0,0,0,30,0,0,0,10,0,3,0,18,0
SAUKTOWN OF SUMPTER WARD 3,12,0,0,41,0,1,0,16,0,0,0,6,0,2,0,15,0
SAUKTOWN OF WASHINGTON WARD 1,21,0,0,33,0,0,1,36,0,0,0,8,2,2,1,32,0
SAUKTOWN OF WASHINGTON WARD 2,22,0,0,47,0,1,0,31,0,0,1,13,0,1,0,42,0
SAUKTOWN OF WINFIELD WARD 1,21,0,0,50,0,0,0,17,0,0,1,30,0,2,0,44,0
SAUKTOWN OF WINFIELD WARD 2,32,0,0,48,0,0,0,32,0,0,1,23,1,0,0,43,0
SAUKVILLAGE OF LAKE DELTON WARD 1-2,147,0,2,136,0,3,2,65,0,0,0,45,1,3,0,152,0
SAUKVILLAGE OF LAKE DELTON WARD 3,45,0,0,72,0,1,0,28,0,0,0,16,0,2,1,66,0
"SAUKVILLAGE OF PRAIRIE DU SAC WARD 1,4",225,0,1,302,2,2,2,136,1,0,2,87,0,5,0,88,0
SAUKVILLAGE OF PRAIRIE DU SAC WARD 2-3,195,0,2,297,1,3,1,125,0,0,1,91,1,3,0,139,0
"SAUKVILLAGE OF SAUK CITY WARDS 1-2,5",195,0,0,304,0,4,1,88,0,0,0,52,1,2,0,114,0
