precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_KASICH,pri_rep_TRUMP,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_FUENTE,gen_ind_MCMULLIN,gen_ind_RIVA,gen_lib_JOHNSON,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
CURRY4,8,26,3,9,27,0,1,98,0,30,1,0,1,0,19,340,138,34,391
CURRY5,7,19,1,1,5,1,2,42,0,49,0,0,0,0,22,163,52,26,234
CURRY6,22,10,0,0,5,1,0,5,1,100,2,0,0,1,23,47,11,32,174
CURRY7,30,21,1,0,2,0,1,9,3,151,2,0,5,0,25,79,13,51,265
CURRY8,42,21,1,1,13,1,3,39,0,175,3,0,3,0,48,193,58,63,422
CURRY9,43,25,2,3,4,2,3,47,2,167,1,0,7,1,49,182,61,68,409
DE BACA1,5,5,0,0,3,0,1,23,0,7,0,0,0,0,6,68,27,10,81
DE BACA2,34,65,3,7,15,0,8,77,0,59,1,0,1,0,36,335,110,99,432
DE BACA3,32,32,1,3,3,0,4,44,0,65,3,0,1,0,32,178,55,64,279
DE BACA4,25,12,0,0,0,0,0,7,0,62,2,0,0,0,15,39,7,37,118
DONA ANA1,40,21,1,3,4,0,3,31,0,128,0,0,2,0,14,130,42,61,274
DONA ANA10,62,30,0,1,7,0,0,16,3,415,6,0,1,1,19,104,24,92,549
DONA ANA100,50,49,6,3,14,1,6,49,3,186,5,0,8,1,34,243,79,99,480
DONA ANA101,90,65,6,3,15,2,9,51,0,394,5,0,12,1,70,256,86,155,738
DONA ANA102,225,156,12,11,23,7,34,207,3,764,14,2,20,2,111,809,294,381,1725
DONA ANA103,65,75,0,5,8,0,5,41,0,278,11,1,4,1,45,195,59,140,535
DONA ANA104,73,53,0,2,5,2,3,38,0,202,6,0,0,1,23,136,50,126,368
DONA ANA105,144,123,3,4,20,1,8,72,0,667,18,3,14,1,118,545,108,267,1366
DONA ANA106,195,118,5,8,17,5,25,117,2,657,8,1,13,2,95,531,177,313,1309
DONA ANA107,82,57,4,4,6,1,1,126,1,264,2,0,3,0,43,387,142,139,700
DONA ANA108,124,105,5,2,8,0,11,93,0,433,7,0,7,1,46,316,119,229,810
DONA ANA109,139,165,5,8,30,2,11,101,8,670,15,0,16,1,110,570,157,304,1390
DONA ANA11,90,46,0,1,3,0,0,10,3,557,9,2,0,3,25,86,14,136,685
DONA ANA110,133,76,3,5,17,1,18,120,0,447,17,0,5,2,56,456,164,209,983
DONA ANA111,4,8,0,3,4,1,2,16,0,21,2,0,0,2,9,76,26,12,110
DONA ANA112,191,124,4,8,34,4,29,154,3,726,18,1,21,1,109,784,233,315,1663
DONA ANA113,78,82,2,1,5,2,10,57,0,274,8,0,4,0,32,251,77,160,569
DONA ANA114,118,81,3,3,7,1,12,91,1,369,11,0,5,0,45,375,117,199,806
DONA ANA115,45,35,4,4,16,2,16,61,3,148,1,0,7,0,48,273,103,80,480
DONA ANA116,87,58,6,3,14,3,9,57,4,340,6,1,3,0,54,285,92,145,693
DONA ANA117,81,72,5,5,12,0,8,35,2,461,6,0,8,1,87,297,65,153,862
DONA ANA118,71,65,0,4,10,1,6,58,4,340,9,0,6,0,67,297,79,136,723
DONA ANA119,42,36,2,3,6,0,4,30,2,254,3,1,7,0,47,169,45,78,483
DONA ANA12,123,88,1,1,3,0,1,20,2,789,9,1,4,3,53,180,26,211,1041
DONA ANA120,5,7,0,1,2,2,0,4,1,42,2,0,2,0,2,33,9,12,82
DONA ANA13,279,111,0,1,1,0,1,2,2,1211,24,1,2,7,44,100,5,390,1391
DONA ANA14,145,88,3,2,24,0,8,113,1,669,12,1,8,1,60,713,150,233,1465
DONA ANA15,173,129,2,4,10,2,4,54,4,901,18,2,6,5,66,483,76,302,1485
DONA ANA16,80,27,0,1,2,1,1,31,1,315,3,0,2,1,19,147,36,107,488
DONA ANA17,109,62,4,1,9,0,3,25,1,355,2,1,4,0,44,203,42,171,610
DONA ANA18,143,70,3,3,11,0,6,42,1,410,9,0,6,0,31,169,65,213,626
DONA ANA19,108,96,1,1,11,0,6,106,0,378,8,1,8,2,70,458,125,204,925
DONA ANA2,40,32,0,2,6,0,2,26,0,161,0,0,4,0,11,104,36,72,280
DONA ANA20,85,69,2,3,12,1,3,59,1,332,8,0,4,2,43,251,80,154,641
DONA ANA21,106,63,6,3,7,3,24,118,0,300,9,0,7,0,39,390,161,169,745
DONA ANA22,113,99,4,1,13,1,10,53,0,491,16,1,9,0,127,393,82,212,1037
DONA ANA23,73,57,0,2,2,0,1,26,0,264,9,0,2,0,40,123,31,130,438
DONA ANA24,61,56,1,1,4,0,9,29,1,280,7,0,3,0,51,170,44,117,512
DONA ANA25,54,49,1,1,6,0,4,22,0,200,6,0,4,1,24,98,34,103,333
DONA ANA26,117,85,5,7,15,4,10,83,0,399,10,1,9,0,72,360,124,202,851
DONA ANA27,62,43,1,1,6,0,1,13,3,247,7,0,3,1,33,93,22,105,387
DONA ANA28,112,61,1,1,7,1,5,7,3,358,3,0,1,1,46,97,22,173,509
DONA ANA29,41,28,0,2,0,0,0,8,1,134,5,1,2,0,21,47,10,69,211
DONA ANA3,27,17,1,1,1,0,1,21,0,133,2,0,3,0,11,103,25,44,252
DONA ANA30,54,64,1,2,3,1,3,18,0,199,11,1,2,0,51,94,28,118,358
DONA ANA31,69,65,5,4,3,3,0,16,0,250,10,0,3,0,30,131,31,134,424
DONA ANA32,19,14,0,0,1,0,0,0,0,77,5,0,0,0,5,14,1,33,101
DONA ANA33,75,64,0,1,6,0,3,30,2,247,6,0,1,0,33,116,40,139,405
DONA ANA34,104,69,3,1,8,0,4,25,1,420,12,0,4,0,65,187,41,173,689
DONA ANA35,33,53,2,1,0,0,2,5,0,192,6,1,0,2,20,52,10,86,273
DONA ANA36,29,25,0,1,1,0,0,5,1,127,6,1,1,0,15,49,7,54,200
DONA ANA37,82,76,0,1,5,0,3,20,1,247,9,0,1,2,22,79,29,158,361
DONA ANA38,64,45,0,5,0,0,3,15,3,338,4,1,3,0,53,149,23,109,551
DONA ANA39,55,52,3,2,3,0,6,18,0,225,6,0,5,0,36,123,32,107,395
DONA ANA4,131,65,1,1,4,0,2,17,1,364,3,3,3,0,44,129,25,196,547
DONA ANA40,56,73,3,6,5,2,9,36,0,279,7,2,7,1,42,195,61,129,533
DONA ANA41,48,37,2,1,0,0,0,10,2,157,3,0,0,2,22,53,13,85,239
DONA ANA42,35,23,0,0,0,1,0,11,0,133,9,0,3,2,18,40,12,58,205
DONA ANA43,44,37,2,2,3,0,0,8,3,184,9,1,1,2,30,61,15,81,291
DONA ANA44,52,62,0,0,3,0,6,15,0,227,6,0,3,0,15,83,24,114,334
DONA ANA45,48,56,2,0,3,0,1,11,1,208,6,0,1,2,40,83,17,104,341
DONA ANA46,36,40,2,2,3,0,2,17,0,173,6,2,3,0,33,84,26,76,301
DONA ANA47,56,46,0,3,6,0,2,12,0,247,6,0,0,1,34,98,23,102,386
DONA ANA48,61,56,2,0,4,0,4,14,0,307,10,1,2,0,40,126,24,117,486
DONA ANA49,44,51,3,2,4,3,5,33,1,198,6,0,4,0,24,113,50,95,346
DONA ANA5,60,60,0,6,14,1,2,50,1,315,6,1,9,2,70,235,73,120,639
DONA ANA50,32,25,1,1,3,0,3,6,4,128,8,0,3,5,19,49,14,57,216
DONA ANA51,58,54,0,3,9,0,5,17,1,220,8,0,2,0,40,112,34,112,383
DONA ANA52,63,110,4,3,9,2,4,29,0,373,17,1,12,2,91,168,51,173,664
DONA ANA53,32,76,4,0,8,1,6,10,0,253,12,1,5,2,54,111,29,108,438
DONA ANA54,6,35,0,0,5,0,0,2,2,131,17,0,2,0,32,50,7,41,234
DONA ANA55,62,85,6,5,4,1,10,34,5,308,11,1,1,2,75,200,60,147,603
DONA ANA56,159,141,4,8,10,1,14,39,2,459,19,0,6,3,64,296,76,300,849
DONA ANA57,69,74,5,1,9,1,7,33,0,258,15,0,5,1,28,166,56,143,473
DONA ANA58,1,28,1,0,1,0,1,2,2,154,6,0,4,0,46,79,5,29,291
DONA ANA59,159,89,5,5,29,3,15,119,3,576,13,2,11,2,103,599,176,248,1309
DONA ANA6,11,20,1,2,6,1,1,16,1,82,5,0,0,1,18,141,27,31,248
DONA ANA60,10,11,2,0,2,0,0,10,0,67,1,0,1,0,9,59,14,21,137
DONA ANA61,90,100,5,2,17,0,7,57,1,433,25,1,9,2,80,271,88,190,822
DONA ANA62,138,118,3,7,31,2,12,97,1,603,19,1,21,0,129,619,152,256,1393
DONA ANA63,81,54,0,6,14,3,10,94,1,279,3,0,1,0,35,319,127,135,638
DONA ANA64,26,28,1,1,3,0,3,30,1,120,3,0,2,0,28,124,38,54,278
DONA ANA65,27,25,1,0,1,0,0,19,1,213,3,0,2,1,34,85,21,52,339
DONA ANA66,88,99,0,3,15,1,9,89,2,541,13,3,8,1,101,423,117,187,1092
DONA ANA67,143,152,2,7,18,1,15,102,5,692,18,1,13,1,112,486,145,295,1328
DONA ANA68,31,60,2,2,6,0,5,17,1,187,11,0,0,2,37,105,32,91,343
DONA ANA69,59,64,1,2,3,0,3,25,0,238,9,0,1,0,59,151,34,123,458
DONA ANA7,68,64,1,2,16,2,5,45,1,255,6,0,9,0,49,251,71,132,571
DONA ANA70,40,26,2,3,4,1,1,17,1,169,12,0,4,0,34,101,28,66,321
DONA ANA71,79,61,7,2,10,0,10,34,1,268,10,0,5,0,51,186,63,140,521
DONA ANA72,30,45,0,0,8,0,5,31,0,123,2,0,4,1,28,127,44,75,285
DONA ANA73,159,106,13,3,14,2,23,86,2,453,7,0,9,0,59,323,141,265,853
DONA ANA74,20,24,0,2,8,0,0,32,4,168,4,0,6,0,14,175,42,44,371
DONA ANA75,46,46,2,2,22,0,2,50,3,379,5,2,4,1,41,310,78,92,745
DONA ANA76,29,24,1,2,6,0,0,12,0,181,3,0,2,1,25,115,21,53,327
DONA ANA77,70,40,1,1,10,0,6,28,1,206,3,0,5,0,22,129,46,110,366
DONA ANA78,99,87,1,3,10,2,12,47,6,516,15,0,6,1,83,277,75,186,904
DONA ANA79,73,45,2,0,10,0,2,14,0,336,3,1,0,1,28,136,28,118,505
DONA ANA8,63,63,1,1,5,0,1,7,0,523,7,1,1,3,37,104,15,126,676
DONA ANA80,85,32,5,1,2,0,2,2,0,421,3,0,4,1,22,47,12,117,498
DONA ANA81,8,15,0,0,2,0,0,10,1,62,4,0,1,0,7,92,12,23,167
DONA ANA82,90,41,1,1,7,0,1,19,1,282,5,2,4,1,34,111,29,131,440
DONA ANA83,186,170,10,7,27,3,13,124,7,611,13,1,10,1,95,482,184,356,1220
DONA ANA84,75,80,3,5,14,1,4,43,0,224,11,1,7,0,62,238,70,155,543
DONA ANA85,68,61,3,4,16,0,8,50,1,263,12,0,7,0,34,228,81,129,545
DONA ANA86,151,109,2,7,19,3,18,101,2,477,10,2,7,0,94,473,150,260,1065
DONA ANA87,108,81,12,6,18,5,14,129,0,293,4,0,2,0,91,505,184,189,895
DONA ANA88,42,30,0,3,3,0,2,19,0,115,5,0,1,1,22,72,27,72,216
DONA ANA89,93,67,4,5,16,1,8,66,0,261,8,0,5,1,33,228,100,160,536
DONA ANA9,19,18,0,0,0,0,0,9,0,156,2,0,0,1,16,47,9,37,222
DONA ANA90,79,58,2,5,8,1,1,33,2,251,5,0,8,1,49,179,50,137,495
DONA ANA91,63,53,0,2,7,0,3,29,0,228,8,1,1,1,27,140,41,116,406
DONA ANA92,20,11,0,0,3,1,0,2,1,90,2,0,2,1,15,24,6,31,135
DONA ANA93,23,15,0,0,1,0,0,3,0,104,1,1,1,0,8,26,4,38,141
DONA ANA94,22,51,0,0,3,0,2,5,4,195,6,2,2,1,37,68,10,73,315
DONA ANA95,10,1,0,0,0,0,0,11,0,47,0,0,0,0,5,51,11,11,103
DONA ANA96,74,44,1,3,14,0,10,41,2,275,7,1,6,2,50,248,69,118,591
DONA ANA97,199,53,0,0,0,0,1,2,0,701,7,2,2,6,29,82,3,252,829
DONA ANA98,53,40,1,2,8,2,7,30,1,184,3,1,7,0,39,221,50,93,456
DONA ANA99,86,90,4,8,24,2,9,79,2,337,16,0,10,3,81,385,126,176,834
EDDY1,36,32,2,6,31,0,1,119,2,91,2,0,1,2,29,443,159,68,570
EDDY10,70,18,0,1,3,0,1,15,1,234,3,0,2,0,29,126,20,88,395
EDDY11,38,26,0,1,2,0,0,13,0,140,1,1,3,0,19,84,16,64,248
EDDY12,21,8,1,0,2,0,0,7,0,53,0,0,0,0,11,43,10,29,107
EDDY13,69,34,0,0,2,1,2,27,1,216,0,0,3,0,31,183,32,103,434
EDDY14,22,10,0,0,2,0,1,13,1,117,2,0,1,0,26,90,16,32,237
EDDY15,55,33,0,1,8,0,1,32,0,151,3,0,0,0,34,158,42,88,346
EDDY16,48,42,1,9,10,0,5,49,2,160,0,1,2,0,51,294,74,90,510
EDDY17,68,50,3,5,15,0,8,51,1,190,4,0,0,0,41,340,82,118,576
EDDY18,37,48,3,4,17,0,4,78,1,132,5,0,5,0,52,327,106,85,522
EDDY19,35,48,2,6,10,1,7,110,0,120,4,0,2,0,28,293,136,83,447
EDDY2,98,62,1,2,23,0,2,74,3,266,2,1,0,2,63,337,102,160,674
EDDY20,26,37,1,7,6,1,3,55,0,98,1,0,4,0,28,255,73,63,386
EDDY21,24,27,3,2,4,0,2,35,2,74,3,0,0,0,21,152,46,51,252
EDDY23,42,24,2,1,8,0,1,41,0,146,0,0,1,2,28,217,53,66,394
EDDY25,26,23,1,1,4,0,0,51,1,69,4,0,2,0,24,169,57,49,269
EDDY26,37,44,1,2,11,0,0,55,0,123,5,0,3,1,31,263,69,81,426
EDDY27,74,58,6,11,23,1,20,132,1,214,3,0,9,0,57,499,193,132,783
EDDY28,49,44,3,6,25,1,17,126,0,147,1,0,3,0,33,527,178,93,711
EDDY29,1,1,0,1,1,0,0,9,0,1,1,0,0,0,3,27,11,2,32
EDDY3,26,19,1,9,5,0,6,59,0,76,1,0,1,0,23,240,80,45,341
EDDY30,1,6,1,0,4,0,0,11,0,8,0,0,1,0,3,47,16,7,59
EDDY32,115,63,2,0,6,1,2,58,1,325,1,1,1,0,37,375,69,178,741
EDDY33,74,44,1,5,9,1,7,130,0,217,6,0,0,1,53,530,153,118,807
EDDY34,61,52,5,9,18,0,8,150,1,218,2,0,3,0,49,642,190,113,915
EDDY35,36,29,1,3,12,0,5,94,0,111,5,1,1,0,27,344,115,65,489
EDDY36,29,47,2,5,12,0,5,123,1,93,3,0,2,1,32,443,147,76,575
EDDY37,23,30,4,6,19,1,11,133,2,106,3,0,2,0,45,448,174,53,606
EDDY38,5,4,0,2,3,0,1,20,0,16,0,0,0,0,7,82,26,9,105
EDDY39,13,17,3,0,7,1,2,75,0,45,1,0,0,0,7,222,88,30,275
EDDY4,56,47,4,7,42,1,4,235,0,135,0,0,7,2,50,774,293,103,968
EDDY40,1,3,0,0,6,1,2,26,2,5,0,0,1,0,3,106,35,4,117
EDDY41,14,19,5,8,9,1,4,121,0,48,0,0,1,0,20,325,148,33,394
EDDY42,0,1,0,0,0,0,0,8,0,2,0,0,0,0,0,31,8,1,33
EDDY44,58,41,4,2,16,0,12,80,1,206,0,0,2,1,49,494,114,99,753
EDDY45,22,40,6,4,13,2,10,120,0,106,1,0,5,0,37,300,155,62,449
EDDY5,38,42,6,21,25,2,6,247,1,95,3,0,5,0,46,772,307,80,922
EDDY6,18,48,4,5,17,0,6,141,1,104,0,0,3,0,40,575,173,66,723
EDDY7,57,68,12,10,31,1,7,297,1,182,11,1,5,0,56,870,358,125,1126
EDDY8,22,11,4,8,26,0,5,136,0,44,0,0,2,0,19,426,179,33,491
EDDY9,26,41,0,2,9,1,0,59,0,149,3,0,0,0,33,274,71,67,459
GRANT1,21,52,3,2,10,0,2,80,3,63,6,0,2,0,10,273,97,73,357
GRANT10,18,37,1,0,5,0,1,11,0,66,5,0,0,0,8,86,18,55,165
GRANT11,108,109,1,7,22,2,7,113,0,269,7,0,6,0,60,490,152,217,832
GRANT12,146,239,10,8,20,0,21,129,0,523,25,0,4,1,80,503,188,385,1136
GRANT13,169,178,2,1,19,3,13,125,1,445,16,0,9,2,76,462,163,347,1011
GRANT14,94,140,2,4,11,2,4,43,1,298,8,0,9,1,54,183,66,234,554
GRANT15,154,98,1,4,9,2,2,36,0,361,5,0,2,3,55,200,54,252,626
GRANT16,95,77,1,3,14,1,2,42,1,276,5,1,6,3,42,200,63,172,534
GRANT17,30,46,2,4,3,0,1,41,0,92,1,0,2,0,20,134,51,76,249
GRANT18,53,100,1,0,1,0,4,19,3,211,15,0,0,0,30,86,25,153,345
GRANT19,70,58,0,0,2,1,0,10,0,206,7,0,0,1,22,62,13,128,298
GRANT2,32,79,0,1,15,1,1,51,0,133,7,1,2,0,28,204,69,111,375
GRANT20,100,134,3,1,6,0,0,26,0,319,13,1,2,0,36,116,36,234,487
GRANT21,21,44,0,0,0,0,1,2,0,88,10,0,0,0,5,21,3,65,124
GRANT22,108,112,1,1,5,0,0,30,1,328,6,0,0,1,36,143,37,220,515
GRANT23,17,33,1,1,2,0,1,24,3,56,6,0,2,0,10,73,29,50,150
GRANT24,70,38,2,0,1,0,0,10,1,148,1,1,1,0,21,62,13,108,235
GRANT25,129,34,0,1,2,0,0,4,0,230,3,0,6,0,18,54,7,163,311
GRANT26,67,40,0,0,4,0,2,5,1,187,5,0,0,0,23,63,11,107,279
GRANT27,102,42,0,0,0,0,0,6,0,181,3,2,0,1,20,42,6,144,249
GRANT28,119,34,0,2,2,0,0,18,1,256,1,0,4,2,23,80,22,153,367
GRANT29,53,42,2,1,5,0,5,23,2,147,1,0,3,1,19,114,36,95,287
GRANT3,0,5,0,0,0,0,0,6,0,14,1,0,0,0,0,8,6,5,23
GRANT30,32,54,1,2,9,0,3,60,0,113,9,0,5,0,17,241,75,86,385
GRANT31,1,6,0,0,0,0,0,19,0,5,0,0,0,0,3,36,19,7,44
GRANT32,42,20,0,0,0,0,0,3,0,106,6,0,1,0,11,23,3,62,147
GRANT33,37,48,0,2,6,0,1,35,2,116,3,0,4,0,20,179,44,85,324
GRANT34,98,40,1,1,1,0,1,6,0,218,0,0,0,0,24,72,10,138,314
GRANT35,1,10,0,0,3,0,3,10,0,7,5,0,2,0,8,49,16,11,71
GRANT4,10,9,0,2,3,1,2,21,0,30,0,0,1,1,3,46,29,19,81
GRANT5,68,108,4,1,12,0,3,79,2,223,19,0,5,0,33,331,99,176,613
GRANT6,2,5,0,0,1,0,0,19,0,10,2,0,0,0,3,42,20,7,57
GRANT7,47,70,0,2,2,0,5,41,1,133,8,0,2,0,13,129,50,117,286
GRANT8,119,108,5,2,10,2,5,93,2,324,9,0,0,1,56,416,117,227,808
GRANT9,41,21,0,0,2,0,0,14,0,94,0,0,0,1,12,65,16,62,172
GUADALUPE1,99,91,1,2,10,1,1,17,0,246,2,0,0,0,62,171,32,190,481
GUADALUPE2,119,94,0,1,1,0,0,19,1,248,8,0,1,0,54,147,21,213,459
GUADALUPE3,71,65,3,2,8,0,0,12,0,176,0,0,2,0,59,150,25,136,387
GUADALUPE4,36,13,2,0,6,0,0,6,0,88,1,0,0,0,21,50,14,49,160
GUADALUPE5,74,69,1,0,5,0,0,12,0,212,7,0,2,0,42,77,18,143,340
HARDING1,20,14,3,5,9,1,2,55,0,41,0,0,0,0,24,142,75,34,207
HARDING2,55,32,3,6,20,0,5,52,2,115,3,0,0,0,31,169,86,87,320
HIDALGO1,135,98,2,4,11,0,3,46,0,197,2,0,3,2,51,189,66,233,444
HIDALGO2,148,56,0,1,1,0,2,14,0,191,0,1,3,0,36,70,18,204,301
HIDALGO3,186,101,1,4,4,0,0,34,1,268,2,1,0,1,34,157,43,287,464
HIDALGO4,9,22,1,3,8,1,5,47,0,26,0,0,10,0,3,156,65,31,195
HIDALGO5,19,18,0,2,2,0,0,24,0,44,2,0,4,0,4,75,28,37,129
HIDALGO6,20,28,1,5,15,3,1,120,1,58,0,1,7,0,9,263,145,48,339
LEA10,26,20,4,3,17,1,2,162,0,106,0,0,2,0,40,470,189,46,618
LEA11,19,16,2,0,4,1,2,29,1,116,1,0,0,0,16,131,38,35,265
LEA12,12,9,0,3,6,0,3,37,1,68,1,0,0,0,10,149,49,21,229
LEA13,24,25,4,7,19,2,2,135,2,144,4,0,2,0,70,454,169,49,676
LEA14,23,22,4,7,15,1,6,58,0,108,0,2,1,1,34,279,91,45,425
LEA15,31,38,7,10,29,1,9,196,1,109,3,0,8,0,51,691,252,69,863
LEA16,6,16,1,4,8,2,0,20,0,60,0,2,1,0,21,111,35,22,195
LEA17,16,10,4,1,5,0,3,43,2,81,1,0,0,0,17,159,56,26,260
LEA18,2,3,1,3,5,0,1,59,0,29,0,0,1,0,19,209,69,5,258
LEA2,0,2,0,0,3,0,0,9,0,2,0,0,0,0,0,26,12,2,28
LEA20,26,29,1,7,31,2,3,211,1,121,5,0,7,1,41,890,255,55,1066
LEA21,4,5,0,1,8,0,0,48,0,21,1,0,0,0,11,185,57,9,218
LEA22,25,25,5,7,25,0,22,178,0,119,4,0,7,0,48,764,237,50,942
LEA23,24,23,0,5,16,2,7,153,1,135,3,0,6,0,43,541,183,47,729
LEA24,17,15,4,10,18,0,6,89,0,59,0,0,6,1,29,337,127,32,432
LEA25,12,10,8,2,12,1,13,95,0,58,3,0,2,1,12,288,131,22,364
LEA26,13,15,3,6,16,1,2,116,5,94,0,0,2,0,37,556,144,28,694
LEA27,9,6,1,4,10,1,2,103,0,69,1,0,1,0,20,433,121,15,524
LEA28,11,10,0,2,10,0,0,55,2,56,0,0,0,0,18,244,67,21,320
LEA29,10,20,4,3,13,1,6,68,0,88,2,1,2,1,32,354,95,30,480
LEA3,15,25,7,4,27,1,4,140,0,58,1,1,0,0,22,411,183,40,493
LEA30,14,17,1,3,6,0,2,53,1,70,0,0,3,0,22,245,65,31,341
LEA31,30,18,0,6,9,0,0,33,1,154,0,1,0,2,34,239,48,48,431
LEA32,21,11,1,6,5,0,6,79,2,87,0,1,4,0,20,321,97,32,435
LEA33,22,20,2,4,7,1,7,51,0,102,3,0,5,0,41,281,72,42,432
LEA34,10,4,0,1,2,0,0,26,0,57,0,1,1,1,9,84,29,14,153
LEA35,9,2,0,0,0,0,0,9,1,74,0,0,2,1,14,90,9,11,182
LEA36,19,17,1,3,3,0,0,37,0,99,1,0,0,0,20,174,44,36,294
LEA41,25,17,4,8,23,2,4,126,0,171,3,0,9,0,46,499,167,42,728
LEA42,12,21,1,5,10,0,2,50,0,84,2,0,2,1,34,290,68,33,413
LEA43,7,21,2,2,4,0,2,57,0,89,1,0,1,0,28,270,67,28,389
LEA44,11,9,1,6,8,0,1,52,0,74,0,1,0,0,21,229,68,20,325
LEA51,15,6,1,4,0,0,2,16,0,87,1,0,0,1,16,84,23,21,189
LEA52,61,14,6,2,5,0,0,32,0,266,1,0,0,3,37,191,45,75,498
LEA53,34,11,0,0,1,1,0,31,0,228,1,0,2,0,32,149,33,45,412
LEA54,10,6,0,1,1,0,0,9,0,91,1,0,2,0,11,79,11,16,184
LEA55,3,7,1,0,1,0,0,2,0,81,0,0,1,1,5,53,4,10,141
LEA61,21,9,1,0,9,0,0,17,1,124,2,0,0,0,34,132,27,30,293
LEA62,4,11,1,1,4,0,0,53,1,36,0,0,0,0,13,176,59,15,226
LEA71,15,23,5,8,17,0,2,105,0,73,1,0,0,0,20,334,137,38,428
LEA72,23,42,1,8,14,0,3,134,1,77,2,0,0,0,17,437,160,65,534
LEA73,13,13,4,3,18,1,1,94,2,72,7,0,0,1,20,296,121,26,398
LEA74,3,8,2,2,3,1,1,43,0,33,0,0,0,1,13,160,52,11,207
LINCOLN1,17,15,4,3,20,1,4,62,0,45,0,0,2,0,14,161,94,32,222
LINCOLN10,8,11,0,1,3,0,0,27,0,63,2,0,0,0,8,117,31,19,190
LINCOLN11,32,44,6,6,14,3,6,122,2,187,6,0,3,4,39,345,157,76,586
LINCOLN12,14,17,2,3,19,0,1,66,0,70,3,0,0,1,18,202,91,31,294
LINCOLN13,20,19,8,5,17,2,6,114,0,99,1,0,0,1,35,175,152,39,311
LINCOLN14,26,29,3,7,22,3,6,108,0,112,6,0,3,0,27,325,149,55,473
LINCOLN15,10,15,0,1,9,0,4,58,1,49,2,0,0,0,13,146,72,25,211
LINCOLN16,18,9,2,0,6,1,7,30,0,38,0,0,1,0,4,75,46,27,118
LINCOLN17,14,14,4,1,9,1,2,91,0,74,0,0,2,0,22,212,108,28,310
LINCOLN18,5,9,1,4,5,0,2,22,1,48,1,1,2,0,11,67,34,14,131
LINCOLN19,3,11,1,2,9,1,2,54,0,28,3,0,0,0,10,124,69,14,165
LINCOLN2,15,11,4,3,24,0,3,52,0,81,0,1,1,0,28,114,86,26,225
LINCOLN20,9,13,0,0,1,3,3,41,1,53,2,0,0,0,10,146,48,22,212
LINCOLN21,35,30,3,2,8,0,3,126,1,126,5,0,0,0,22,312,142,65,466
LINCOLN22,6,11,4,3,4,0,1,20,0,50,0,0,0,0,13,69,32,17,132
LINCOLN3,39,36,4,11,25,4,9,200,1,143,7,0,5,2,28,537,253,75,723
LINCOLN4,22,18,1,3,9,2,9,80,0,77,2,0,1,1,20,225,104,40,326
LINCOLN5,49,26,3,7,13,4,15,237,0,193,3,0,6,0,43,631,279,75,876
LINCOLN6,36,37,7,7,9,2,12,192,0,146,1,0,3,0,32,479,229,73,661
LINCOLN7,42,51,4,6,17,3,19,172,0,238,7,0,0,0,63,530,221,93,838
LINCOLN8,39,50,4,7,12,1,11,177,0,156,6,0,4,0,43,457,212,89,666
LINCOLN9,58,51,1,1,18,0,7,130,2,255,2,0,3,0,57,447,157,109,766
LOS ALAMOS1,97,72,3,6,18,5,20,50,1,304,5,0,11,1,93,212,102,169,627
LOS ALAMOS10,49,70,4,0,4,1,8,11,0,206,6,0,4,0,42,70,28,119,328
LOS ALAMOS11,106,112,5,3,16,4,21,44,3,434,11,0,14,2,96,213,93,218,773
LOS ALAMOS12,65,94,2,5,12,2,13,45,1,320,12,2,12,0,93,136,79,159,576
LOS ALAMOS13,62,90,4,3,7,1,6,26,0,350,11,0,13,0,68,158,47,152,600
LOS ALAMOS14,76,74,7,6,19,3,25,49,3,295,10,0,27,1,89,195,109,150,620
LOS ALAMOS15,192,155,8,13,22,9,26,109,3,668,12,1,21,1,182,457,187,347,1345
LOS ALAMOS16,164,120,5,8,17,4,46,62,3,613,11,0,23,0,146,272,142,284,1068
LOS ALAMOS17,60,51,7,1,3,1,9,20,3,249,3,0,5,0,64,110,41,111,434
LOS ALAMOS2,57,59,7,5,8,3,21,33,2,212,1,0,10,0,44,136,77,116,405
LOS ALAMOS3,57,53,4,12,20,2,26,55,2,205,3,1,24,1,83,215,119,110,534
LOS ALAMOS4,66,90,4,11,23,1,18,44,2,311,6,0,29,0,115,239,101,156,702
LOS ALAMOS5,54,48,4,7,7,2,11,44,1,171,3,0,13,0,57,172,75,102,417
LOS ALAMOS6,117,136,8,7,23,7,42,112,3,430,13,1,48,1,163,381,199,253,1040
LOS ALAMOS7,61,55,2,5,4,1,7,34,1,232,5,0,6,0,58,167,53,116,469
LOS ALAMOS8,88,74,9,7,11,1,17,30,0,335,7,0,21,0,70,139,75,162,572
LOS ALAMOS9,55,59,6,2,7,1,11,21,1,227,1,0,10,0,49,87,48,114,375
LUNA1,32,28,2,1,6,0,0,27,1,116,3,2,3,0,15,85,36,60,225
LUNA10,120,99,12,2,15,1,13,122,0,326,6,0,8,1,68,415,165,219,824
LUNA11,101,57,2,4,7,1,3,46,0,287,1,1,3,1,32,175,63,158,500
