precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_ind_COLE,pri_ind_HENDRIX,pri_ind_III,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_DAVIS,pri_rep_FIELDS,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_R.KASICH,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_lib_JOHNSON,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
FULTONSS18B,23,0,7,0,0,0,0,1,0,0,9,0,0,0,0,0,6,0,0,0,20,0,29,78,7,98,65,30,183
FULTONSS19A,218,1,170,1,0,0,0,0,4,0,38,0,0,1,0,1,40,0,1,0,122,0,79,1251,77,447,286,390,1775
FULTONSS19B,168,0,108,0,0,0,0,2,5,0,35,0,0,2,0,1,54,0,0,0,128,0,61,909,68,334,288,276,1311
FULTONSS20,146,1,83,0,0,0,0,2,5,0,37,0,0,1,0,0,36,0,1,0,119,0,53,742,45,393,254,230,1180
FULTONSS22,190,0,125,0,0,0,0,6,16,2,63,0,0,1,0,0,73,0,0,0,220,0,133,983,55,655,514,315,1693
FULTONSS25,94,0,55,0,0,0,0,2,10,0,69,0,0,0,0,0,76,0,2,0,215,0,137,453,47,622,511,149,1122
FULTONSS26,259,0,210,1,0,0,0,2,4,0,42,0,0,0,0,0,19,1,3,0,74,0,46,1478,92,332,191,470,1902
FULTONSS29A,206,4,132,0,0,0,0,4,4,0,91,0,0,0,0,1,82,0,1,0,217,0,124,966,86,681,524,342,1733
FULTONSS31,105,0,38,0,0,0,0,3,4,0,21,0,0,0,0,0,41,0,0,0,110,0,86,382,22,333,265,143,737
FULTONUC01A,483,0,125,0,0,0,0,0,7,0,13,0,0,0,0,0,5,0,0,0,6,0,9,1698,40,81,40,608,1819
FULTONUC01B,42,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,204,5,3,3,55,212
FULTONUC01E,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2,2,0,23,73
FULTONUC02A,1222,3,293,2,0,0,0,4,22,0,22,0,0,0,0,1,5,0,0,0,11,0,41,3879,53,167,106,1520,4099
FULTONUC02B,3,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,4,4,16
FULTONUC031,323,2,66,0,0,0,0,1,16,1,50,0,0,1,0,1,9,0,0,0,41,0,60,1019,25,281,180,391,1325
FULTONUC032,13,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,4,77,1,13,10,17,91
GILMERBIG CREEK,34,0,29,0,0,0,0,3,28,0,105,0,0,1,0,4,19,0,1,0,75,0,223,152,22,728,459,63,902
GILMERBOARDTOWN,28,0,31,0,0,0,0,1,31,2,115,0,0,1,0,2,10,0,1,0,100,0,237,136,26,738,500,59,900
GILMERCARTECAY,40,1,33,0,0,0,0,3,20,0,120,0,0,1,0,1,14,0,0,0,109,0,281,124,16,864,549,74,1004
GILMERCHERRY LOG,56,1,14,1,0,0,0,1,17,0,58,0,0,0,0,0,17,0,0,0,67,0,146,129,11,458,306,72,598
GILMEREAST ELLIJAY,28,0,35,1,0,0,0,2,27,0,98,0,0,0,0,3,22,0,0,0,100,1,244,151,23,803,497,64,977
GILMERELLIJAY NORTH,26,0,35,2,0,0,0,6,24,0,108,0,0,0,1,1,19,0,1,0,82,0,250,154,31,763,492,63,948
GILMERELLIJAY NORTHEAST,55,0,31,0,0,0,0,2,25,1,127,0,0,0,0,1,28,0,2,0,119,0,283,207,12,951,588,86,1170
GILMERELLIJAY SOUTH,76,0,69,1,0,0,0,3,38,0,159,0,0,0,0,2,27,0,3,0,146,0,450,306,40,1372,828,146,1718
GILMERLEACHES,56,1,50,3,0,0,0,3,44,0,146,0,0,3,0,1,36,0,2,0,116,1,371,225,39,1235,723,110,1499
GILMERMOUNTAINTOWN,17,0,25,0,0,0,0,5,17,0,91,0,0,0,0,1,7,0,1,0,72,1,175,106,17,576,370,42,699
GILMERTAILS CREEK,25,0,24,0,0,0,0,1,19,0,71,0,0,0,0,1,9,0,2,0,53,1,291,115,18,787,448,49,920
GILMERTOWN CREEK,22,0,24,0,0,0,0,2,15,0,57,0,0,0,0,2,15,0,1,0,52,0,165,82,12,555,309,46,649
GILMERYUKON,27,0,23,1,0,0,0,3,14,0,77,0,0,0,1,2,9,0,0,0,68,0,224,78,26,647,398,51,751
GLASCOCKEDGEHILL,1,0,1,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,14,0,22,6,0,90,50,2,96
GLASCOCKGIBSON,15,2,5,1,0,0,0,5,11,0,38,0,0,2,1,1,5,0,0,0,34,0,140,46,9,410,237,23,465
GLASCOCKMILL,9,0,6,1,0,0,0,4,11,0,51,0,0,0,0,0,1,0,0,0,34,0,146,33,5,473,247,16,511
GLASCOCKMITCHELL,13,0,7,0,0,0,0,1,14,1,32,0,0,1,0,0,4,0,1,0,6,0,97,53,3,262,157,20,318
GLYNNABUNDANT LIFE,194,1,54,0,0,0,0,5,18,1,70,0,0,0,0,2,9,0,0,0,36,1,137,761,27,569,279,249,1357
GLYNNBALLARD COMPLEX,110,1,50,2,0,0,0,6,43,1,126,0,0,1,0,1,23,1,0,0,93,0,274,499,51,1129,569,163,1679
GLYNNBURROUGHS,322,4,49,2,0,0,0,1,9,0,9,0,0,0,0,0,4,0,0,0,4,0,21,1371,21,132,48,377,1524
GLYNNC B GREER SCHOOL,117,1,55,0,0,0,0,6,58,1,179,0,0,1,1,1,34,0,0,0,154,0,328,475,36,1328,763,173,1839
GLYNNCAREER ACADEMY,86,0,63,2,0,0,0,4,57,1,185,0,0,1,0,0,32,0,2,0,107,0,337,396,54,1256,726,151,1706
GLYNNCHRISTIAN RENEWAL,146,1,103,0,0,0,0,16,78,2,199,0,0,1,0,1,127,0,3,0,341,1,389,612,72,1755,1158,250,2439
GLYNNCOLLEGE PLACE,198,0,58,0,0,0,0,1,20,2,43,0,0,0,0,1,20,0,0,0,53,0,142,724,28,488,282,256,1240
GLYNNFIRST BAPTIST,237,1,148,0,0,0,0,18,73,0,215,0,0,1,0,0,155,1,0,0,346,0,550,860,87,1926,1359,386,2873
GLYNNGLYNDALE SCHOOL,34,0,37,0,0,0,0,2,47,1,144,0,0,0,0,1,27,0,1,0,92,1,361,195,33,1302,677,71,1530
GLYNNHOWARD COFFIN PARK,193,1,125,1,0,0,0,2,26,0,78,0,0,1,1,1,29,0,2,0,54,0,124,911,58,513,318,320,1482
GLYNNJEKYLL ISLAND,81,1,25,0,0,0,0,3,12,2,27,0,0,0,0,0,43,0,0,0,63,0,86,200,11,270,236,107,481
GLYNNMARSHES OF GLYNN,145,1,58,0,0,0,0,1,55,1,180,0,0,0,0,3,16,0,2,0,96,0,294,467,23,1312,648,204,1802
GLYNNNORTHSIDE CHURCH,254,2,66,1,0,0,0,2,29,0,81,0,0,0,1,1,19,1,0,0,66,0,176,966,41,689,376,323,1696
GLYNNOGLETHORPE POINT,114,0,53,1,0,0,0,7,53,3,150,0,0,0,0,0,119,0,6,0,251,0,349,450,40,1366,938,168,1856
GLYNNSATILLA MARSH SCHOOL,80,0,43,1,0,0,0,1,61,1,172,0,0,0,0,2,41,0,2,0,100,0,310,381,41,1190,690,124,1612
GLYNNSE BAPTIST BLDG,56,1,30,0,0,0,0,2,26,0,103,0,0,0,0,2,5,0,3,0,57,1,238,262,25,774,437,87,1061
GLYNNSELDEN PARK,77,0,13,1,0,0,0,0,6,0,18,0,0,0,0,0,4,0,0,0,11,1,41,378,7,190,81,91,575
GLYNNST WILLIAMS CHURCH,216,2,139,1,0,0,0,12,74,1,232,0,0,1,1,3,161,1,5,0,400,2,521,856,83,2094,1414,358,3033
GLYNNSTERLING CHURCH OF GOD,119,3,69,0,0,0,0,3,45,1,126,0,0,0,0,3,23,0,1,0,77,1,327,546,44,1313,607,191,1903
GLYNNSTERLING ELEM SCHOOL,102,1,44,0,0,0,0,8,63,1,232,0,0,1,0,1,53,0,4,0,142,0,531,465,43,1916,1036,147,2424
GORDONCALHOUN CITY,252,1,157,3,0,0,0,16,157,5,278,0,0,3,0,4,133,0,5,0,432,1,870,1137,146,3247,1904,413,4530
GORDONFAIRMOUNT,26,0,35,0,0,0,0,2,34,0,113,0,0,0,0,0,12,0,1,0,69,0,318,105,29,967,549,61,1101
GORDONGORDON COUNTY,136,3,91,1,0,0,0,11,113,0,225,0,0,1,0,10,51,0,3,0,192,2,753,589,68,2588,1361,231,3245
GORDONLILY POND,35,1,24,0,0,0,0,5,49,0,100,0,0,0,0,2,19,0,0,0,100,0,241,141,24,847,516,60,1012
GORDONOAKMAN,27,0,35,1,0,0,0,1,28,0,56,0,0,0,0,0,14,0,1,0,41,0,149,95,18,552,290,63,665
GORDONOOSTANAULA,36,0,8,0,0,0,0,1,21,0,31,0,0,0,0,0,8,0,0,0,35,0,102,80,8,315,198,44,403
