precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_ind_COLE,pri_ind_HENDRIX,pri_ind_III,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_DAVIS,pri_rep_FIELDS,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_R.KASICH,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_lib_JOHNSON,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
FULTON10I,115,0,35,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,242,5,10,8,150,257
FULTON10J,163,2,43,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,437,6,13,3,209,456
FULTON10K,410,1,74,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,8,842,11,32,14,487,885
FULTON10M,445,0,127,1,0,0,0,0,2,0,1,0,0,0,0,0,3,1,0,0,9,0,5,1233,20,31,21,573,1284
FULTON10P,288,1,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,715,11,17,2,341,743
FULTON10R,161,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,367,5,8,2,178,380
FULTON11B,1144,1,195,1,0,0,0,1,4,0,9,0,0,0,0,0,2,0,1,0,7,0,10,3038,37,64,34,1341,3139
FULTON11C,861,1,154,0,0,0,0,1,5,0,3,0,0,1,0,0,2,0,0,0,4,0,8,1883,18,33,24,1016,1934
FULTON11E1,207,1,57,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,6,617,12,16,12,265,645
FULTON11E2,250,1,30,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,496,7,6,6,281,509
FULTON11E3,499,0,170,1,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,7,0,3,1711,23,38,15,670,1772
FULTON11G,293,0,38,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,2,0,9,972,14,19,18,331,1005
FULTON11H,160,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,347,4,12,6,185,363
FULTON11J,445,0,76,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,2,0,6,993,6,28,14,522,1027
FULTON11K,483,1,98,0,0,0,0,2,2,0,3,0,0,0,0,0,2,0,0,0,2,0,12,1079,18,27,23,582,1124
FULTON11M,594,0,151,1,0,0,0,2,0,0,3,0,0,0,0,0,8,0,0,0,4,0,9,1574,18,29,26,746,1621
FULTON11N,620,0,118,1,0,0,0,0,5,1,5,0,0,0,0,0,1,0,0,0,9,0,10,1389,15,30,31,739,1434
FULTON11P,458,3,54,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,2,0,2,0,4,1013,14,18,14,515,1045
FULTON11R,211,1,32,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,768,7,16,5,244,791
FULTON12A,807,1,349,0,0,0,0,2,7,0,23,0,0,1,2,0,6,0,2,0,31,0,23,2389,65,111,97,1157,2565
FULTON12D,140,0,45,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,2,579,9,11,7,185,599
FULTON12E1,158,0,25,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,2,0,6,574,8,26,13,183,608
FULTON12F,139,1,27,0,0,0,0,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,1,437,9,10,9,167,456
FULTON12G,188,0,15,1,0,0,0,1,0,0,8,0,0,1,0,0,1,0,0,0,1,0,6,424,9,27,18,204,460
FULTON12H,559,0,87,1,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,6,0,11,1664,22,45,25,647,1731
FULTON12I,143,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,4,7,1,157,436
FULTON12J,415,0,74,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,5,1201,19,26,11,490,1246
FULTON12K,372,3,151,1,0,0,0,0,4,0,7,0,0,0,0,2,1,0,0,0,10,0,10,1299,36,65,34,527,1400
FULTON12L,93,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,252,0,5,2,106,257
FULTON12M,459,2,64,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1243,12,30,6,527,1285
FULTON12N,114,1,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,359,6,8,4,132,373
FULTON12S,303,0,101,1,0,0,0,0,5,0,3,0,0,0,0,0,0,1,0,0,5,0,2,908,12,19,16,405,939
FULTONAP01A,90,1,56,0,0,0,0,2,14,0,70,0,0,0,0,0,53,1,1,0,192,0,136,587,44,732,469,147,1363
FULTONAP01B,49,0,34,0,0,0,0,0,4,0,13,0,0,0,0,0,6,0,0,0,36,0,30,247,30,203,89,83,480
FULTONAP01C,127,0,78,0,0,0,0,4,8,1,92,0,0,2,0,0,56,0,1,0,257,1,140,655,84,831,562,205,1570
FULTONAP01D,53,0,43,1,0,0,0,0,6,0,25,0,0,0,0,1,7,0,0,0,42,0,39,293,29,222,120,97,544
FULTONAP021,156,4,112,1,0,0,0,8,24,0,124,0,0,1,0,0,75,1,2,0,273,0,184,879,118,1010,692,273,2007
FULTONAP022,146,0,86,0,0,0,0,3,19,1,96,0,0,1,0,1,30,0,3,0,147,0,123,706,77,677,424,232,1460
FULTONAP02B,26,1,6,0,0,0,0,2,1,0,12,0,0,0,0,0,10,0,0,0,28,0,12,109,7,122,65,33,238
FULTONAP03,45,0,33,0,0,0,0,0,2,0,12,0,0,0,0,0,2,0,1,0,21,0,19,298,12,96,57,78,406
FULTONAP04A,108,1,51,0,0,0,0,3,25,0,100,0,0,0,0,0,58,0,3,0,200,1,150,439,59,731,540,160,1229
FULTONAP04B,19,0,5,0,0,0,0,0,1,0,9,0,0,0,0,0,12,0,1,0,60,0,34,137,16,165,117,24,318
FULTONAP05,230,0,118,0,0,0,0,3,39,0,211,0,0,0,0,0,118,0,1,0,452,0,383,1275,111,1793,1207,348,3179
FULTONAP06,76,0,68,0,0,0,0,5,17,2,103,0,0,0,0,0,62,0,0,0,232,0,148,485,82,735,569,144,1302
FULTONAP07A,206,1,151,1,0,0,0,4,36,0,142,0,0,1,0,1,68,0,1,0,225,1,258,962,116,1091,737,359,2169
FULTONAP07B,76,1,55,0,0,0,0,2,17,1,65,0,0,2,0,0,45,0,3,0,162,1,111,463,46,604,409,132,1113
FULTONAP09A,228,0,139,0,0,0,0,4,28,1,171,0,0,1,1,0,116,0,1,0,363,2,267,1324,135,1366,955,367,2825
FULTONAP09B,43,0,30,0,0,0,0,0,5,0,9,0,0,0,0,0,10,0,1,0,39,0,38,300,20,224,102,73,544
FULTONAP10,47,0,47,0,0,0,0,2,6,0,74,0,0,0,0,0,27,0,2,0,117,0,72,249,38,421,300,94,708
FULTONAP12A,51,0,38,0,0,0,0,0,5,0,21,0,0,0,0,1,8,0,1,0,33,0,29,257,15,141,98,89,413
FULTONAP12B,37,0,24,0,0,0,0,0,3,0,10,0,0,0,0,0,4,0,0,0,16,0,18,255,14,118,51,61,387
FULTONAP12C,80,0,37,0,0,0,0,1,6,0,36,0,0,0,0,0,28,0,1,0,92,0,101,353,33,472,265,117,858
FULTONAP13,123,0,86,0,0,0,0,0,11,0,98,0,0,1,0,2,36,0,1,0,221,0,144,838,55,915,514,209,1808
FULTONAP14,195,0,111,0,0,0,0,2,17,0,121,0,0,3,1,0,71,0,1,0,358,0,187,942,128,1078,761,306,2148
FULTONCH01,20,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,6,107,6,44,16,28,157
FULTONCH02,55,0,13,0,0,0,0,1,5,0,26,0,0,0,0,1,3,0,0,0,17,0,40,135,3,182,93,68,320
FULTONCH03,21,2,20,0,0,0,0,0,1,0,28,0,0,1,0,0,0,0,2,0,26,0,51,75,10,160,109,43,245
FULTONCH04A,54,0,21,0,0,0,0,0,9,0,28,0,0,0,0,0,13,0,0,0,38,0,55,185,14,204,143,75,403
FULTONCH05,14,0,11,0,0,0,0,2,8,0,31,0,0,0,0,0,4,0,0,0,30,0,68,49,13,211,143,25,273
FULTONCP011,162,1,68,0,0,0,0,1,7,0,16,0,0,0,0,0,8,0,0,0,38,1,28,529,23,126,99,231,678
FULTONCP012,205,0,58,0,0,0,0,2,7,0,24,0,0,0,0,0,13,0,0,0,41,0,33,590,29,163,120,263,782
FULTONCP01B,34,1,14,0,0,0,0,1,2,0,7,0,0,0,0,0,5,0,0,0,18,1,11,157,9,73,45,49,239
FULTONCP02,150,0,35,0,0,0,0,0,2,0,4,0,0,0,0,0,5,0,0,0,24,0,17,445,26,73,52,185,544
FULTONCP04,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,0,17,25
FULTONCP051,416,1,74,0,0,0,0,0,4,0,7,0,0,0,0,0,2,0,0,0,3,0,3,877,10,39,19,491,926
FULTONCP05B,16,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,1,1,18,59
FULTONCP06A,39,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,213,2,12,4,46,227
FULTONCP07A,87,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,441,10,10,2,112,461
FULTONCP081,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,2,4,0,28,139
FULTONCP083,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1,1,0,16,85
FULTONCP08A,37,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,209,3,4,1,41,216
FULTONEP01,855,4,330,1,0,0,0,0,8,0,40,0,0,0,0,1,14,0,0,0,56,0,67,2572,70,266,186,1190,2908
FULTONEP02,815,3,332,1,0,0,0,0,19,0,53,0,0,0,1,0,9,0,0,0,56,0,61,2634,75,275,199,1151,2984
FULTONEP03,1420,1,292,2,0,0,0,1,21,0,25,0,0,0,0,0,6,0,0,0,24,0,45,3314,63,173,122,1715,3550
FULTONEP04-05,795,2,188,2,0,0,0,1,8,0,8,0,0,0,0,0,3,0,0,0,10,0,9,2549,25,84,39,987,2658
FULTONEP04-13,263,0,84,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,1021,11,17,9,347,1049
FULTONFA01A,1299,3,333,1,0,0,0,6,35,1,89,0,0,1,0,2,12,1,0,0,79,0,143,4191,86,598,369,1636,4875
FULTONFA01B,98,1,28,0,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,3,0,0,358,6,20,12,127,384
FULTONHP01,292,2,188,1,0,0,0,1,23,0,82,0,0,1,0,0,16,0,6,0,90,0,136,1205,70,495,355,483,1770
FULTONJC01,248,3,186,0,0,0,0,1,29,2,173,0,0,1,1,3,80,0,4,0,331,0,212,1870,120,1322,837,437,3312
FULTONJC02,116,0,67,0,0,0,0,1,20,0,79,0,0,0,0,0,19,0,0,0,139,0,104,722,35,697,362,183,1454
FULTONJC03A,24,0,25,0,0,0,0,0,2,0,20,0,0,0,0,0,9,0,0,0,61,0,41,196,17,199,133,49,412
FULTONJC03B,91,2,48,0,0,0,0,0,15,0,49,0,0,0,0,2,32,0,1,0,110,0,66,549,38,373,275,141,960
FULTONJC04A,253,2,131,0,0,0,0,4,32,0,148,0,0,0,0,2,100,0,2,0,352,0,206,1410,151,1381,846,386,2942
FULTONJC04B,8,0,15,0,0,0,0,1,0,0,7,0,0,0,0,0,4,0,2,0,19,0,9,91,9,74,42,23,174
FULTONJC05,131,1,95,1,0,0,0,6,17,0,64,0,0,0,0,0,35,0,2,0,152,1,143,736,81,651,420,228,1468
FULTONJC06,119,0,60,0,0,0,0,2,10,0,95,0,0,0,0,0,57,0,0,0,250,0,200,713,55,1025,614,179,1793
FULTONJC07,233,0,146,1,0,0,0,5,14,2,149,0,0,1,0,0,75,0,2,0,318,0,230,1390,107,1207,796,380,2704
FULTONJC08,175,1,114,1,0,0,0,2,23,2,133,0,0,3,0,1,54,0,0,0,265,0,175,872,110,964,658,291,1946
FULTONJC09,217,0,110,1,0,0,0,8,27,1,86,0,0,0,0,0,49,0,4,0,214,2,156,1059,89,806,547,328,1954
FULTONJC10,173,0,92,0,0,0,0,2,18,0,91,0,0,0,1,1,29,0,1,0,149,0,141,800,69,619,433,265,1488
FULTONJC11,164,0,104,0,0,0,0,5,32,0,134,0,0,2,0,0,102,0,2,0,334,0,215,897,77,1224,826,268,2198
FULTONJC12,140,0,58,1,0,0,0,3,29,0,140,0,0,1,0,1,69,1,0,0,355,0,276,579,41,1177,875,199,1797
FULTONJC13A,77,0,49,0,0,0,0,2,18,2,89,0,0,0,0,0,76,0,0,0,324,0,221,449,61,1011,732,126,1521
FULTONJC13B,9,0,7,0,0,0,0,0,1,0,14,0,0,0,0,0,10,0,1,0,56,0,33,38,9,153,115,16,200
FULTONJC14,107,0,53,0,0,0,0,5,11,1,71,0,0,0,0,1,68,0,0,0,297,1,185,708,60,1000,640,160,1768
FULTONJC15,62,0,40,0,0,0,0,0,7,0,24,0,0,1,0,0,3,0,1,0,27,0,49,294,29,202,112,102,525
FULTONJC16,152,2,134,1,0,0,0,0,20,0,137,0,0,1,0,1,65,0,0,0,243,0,182,802,102,907,649,289,1811
FULTONJC19,254,0,179,0,0,0,0,2,30,1,143,0,0,0,0,2,90,0,1,0,328,0,266,1251,143,1239,863,433,2633
FULTONML011,80,0,59,0,0,0,0,1,19,0,96,0,0,0,0,0,56,0,1,0,273,0,189,627,87,985,635,139,1699
FULTONML012,17,0,13,0,0,0,0,0,7,0,19,0,0,0,0,0,10,0,2,0,63,0,62,103,12,232,163,30,347
FULTONML01B,4,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,5,0,10,19,3,37,21,4,59
FULTONML021,52,0,21,0,0,0,0,1,14,0,86,0,0,1,0,2,47,0,0,0,188,0,196,300,65,938,535,73,1303
FULTONML022,9,0,6,0,0,0,0,0,4,0,10,0,0,0,0,0,7,0,0,0,34,0,11,35,17,104,66,15,156
FULTONML023,43,0,23,0,0,0,0,3,12,1,74,0,0,0,0,1,39,0,0,0,167,0,120,266,49,716,417,66,1031
FULTONML024,2,0,1,0,0,0,0,0,2,0,7,0,0,0,0,0,2,0,0,0,11,0,11,16,3,57,33,3,76
FULTONML03,139,0,89,0,0,0,0,6,38,5,189,0,0,2,0,1,97,0,1,0,411,1,286,755,131,1799,1037,228,2685
FULTONML04A,83,0,52,1,0,0,0,5,12,0,75,0,0,1,0,0,43,0,1,0,169,0,124,433,61,738,430,136,1232
FULTONML04B,42,0,35,0,0,0,0,2,10,1,80,0,0,0,0,0,37,0,1,0,130,0,123,250,36,571,384,77,857
FULTONML04C,5,0,3,0,0,0,0,0,0,1,8,0,0,0,0,0,5,0,0,0,4,0,12,18,1,52,30,8,71
FULTONML05A,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,2,18,0,14,8,2,32
FULTONML05B,7,0,8,0,0,0,0,0,3,0,20,0,0,0,0,0,8,0,0,0,31,0,45,84,4,185,107,15,273
FULTONML05C,219,1,117,2,0,0,0,3,22,0,120,0,0,1,0,1,71,0,3,0,361,0,253,1243,116,1414,835,339,2773
FULTONML06A,112,0,73,0,0,0,0,0,6,0,33,0,0,1,0,0,15,0,0,0,70,0,70,687,46,367,195,185,1100
FULTONML06B,206,0,124,0,0,0,0,2,27,1,65,0,0,1,0,0,34,0,3,0,146,1,131,1032,92,710,411,330,1834
FULTONML071,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,11,0,14,32,3,45,35,5,80
FULTONML072,44,0,23,1,0,0,0,0,12,1,73,0,0,0,0,0,17,0,0,0,91,0,113,220,30,546,307,68,796
FULTONML07A,27,0,18,0,0,0,0,3,7,0,45,0,0,0,0,0,27,0,0,0,65,0,67,139,21,330,214,45,490
FULTONMP01,47,0,40,0,0,0,0,0,6,0,7,0,0,0,0,0,22,0,0,0,36,0,36,161,20,151,107,87,332
FULTONPA01,357,2,109,0,0,0,0,1,14,1,51,0,0,1,1,3,7,0,0,0,55,0,90,1077,33,390,224,468,1500
FULTONRW01,287,3,180,1,0,0,0,6,36,2,267,0,0,1,0,1,141,0,1,0,564,0,401,1253,145,2034,1420,471,3432
FULTONRW02,244,0,177,0,0,0,0,5,25,2,164,0,0,1,0,1,129,1,2,0,405,0,308,1232,173,1450,1043,421,2855
FULTONRW03,295,3,245,0,0,0,0,8,38,1,138,0,0,0,0,0,82,0,5,0,293,0,240,1445,150,1189,805,543,2784
FULTONRW04,155,1,116,0,0,0,0,6,10,2,94,0,0,2,0,0,58,0,2,0,235,0,174,599,86,674,583,272,1359
FULTONRW05,140,2,114,1,0,0,0,1,11,1,59,0,0,0,0,1,21,0,1,0,83,0,78,710,72,424,256,257,1206
FULTONRW06,201,1,185,1,0,0,0,4,16,1,140,0,0,2,0,2,83,1,4,0,289,0,171,936,104,921,713,388,1961
FULTONRW07A,105,0,54,0,0,0,0,0,3,0,15,0,0,0,0,0,3,0,0,0,15,0,18,532,40,111,54,159,683
FULTONRW07B,17,1,33,0,0,0,0,0,3,0,20,0,0,0,0,0,3,0,0,0,8,0,16,170,11,63,50,51,244
FULTONRW08,122,0,67,0,0,0,0,8,36,2,120,0,0,1,0,0,67,0,2,0,261,0,188,527,78,960,685,189,1565
FULTONRW09,299,1,182,0,0,0,0,9,65,4,318,0,0,1,1,1,207,1,1,0,734,0,544,1404,190,2761,1886,482,4355
FULTONRW10,175,2,142,0,0,0,0,6,44,0,187,0,0,1,1,0,128,0,2,0,387,0,294,935,123,1361,1050,319,2419
FULTONRW11A,168,0,124,0,0,0,0,5,17,0,88,0,0,1,0,0,56,0,1,0,239,0,186,830,105,819,593,292,1754
FULTONRW12,322,3,222,1,0,0,0,7,60,3,299,0,0,3,0,4,200,0,6,0,677,1,603,1627,192,2555,1863,548,4374
FULTONRW13,219,2,179,0,0,0,0,3,48,2,189,0,0,1,1,1,122,0,1,0,361,0,272,1061,158,1286,1001,400,2505
FULTONRW16,117,1,92,0,0,0,0,1,23,0,91,0,0,1,0,0,51,0,2,0,206,0,153,560,54,747,528,210,1361
FULTONRW17,182,0,203,0,0,0,0,1,21,1,108,0,0,2,0,1,61,0,2,0,176,0,144,972,110,660,517,385,1742
FULTONRW19,117,0,61,1,0,0,0,2,23,0,114,0,0,0,0,0,67,0,1,0,311,2,173,569,76,858,693,179,1503
FULTONRW20,195,2,104,1,0,0,0,1,21,0,106,0,0,0,0,0,67,0,1,0,303,0,239,869,92,1039,738,302,2000
FULTONRW21,171,1,119,0,0,0,0,7,18,1,121,0,0,3,0,0,137,0,1,0,389,0,279,819,112,1327,956,291,2258
FULTONRW22A,261,2,197,0,0,0,0,2,30,1,86,0,0,1,0,2,60,0,1,0,217,0,157,1401,143,940,557,460,2484
FULTONSC01B,1178,0,230,0,0,0,0,0,12,0,15,0,0,0,0,0,10,0,0,0,15,0,21,2710,27,86,73,1408,2823
FULTONSC02,488,2,98,0,0,0,0,0,3,0,2,0,0,0,0,0,5,0,0,0,8,0,9,625,9,20,27,588,654
FULTONSC04,134,0,32,0,0,0,0,0,5,2,56,0,0,0,0,1,3,0,1,0,33,0,57,395,11,222,158,166,628
FULTONSC05A,122,0,30,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,3,424,13,9,8,152,446
FULTONSC05B,667,3,197,0,0,0,0,1,2,1,6,0,0,0,0,0,5,0,0,0,11,0,14,2018,32,67,40,867,2117
FULTONSC05D,492,2,109,2,0,0,0,3,14,0,13,0,0,0,0,1,2,0,0,0,23,0,22,1500,25,135,78,605,1660
FULTONSC07A,992,1,247,1,0,0,0,2,19,1,52,0,0,1,0,1,9,0,0,0,41,0,67,3071,43,350,193,1241,3464
FULTONSC08B,674,1,147,3,0,0,0,1,6,0,8,0,0,0,0,0,3,0,0,0,7,0,10,1915,38,63,35,825,2016
FULTONSC08C,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0,0,27,57
FULTONSC08D,105,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,316,6,7,4,133,329
FULTONSC08E,67,0,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,6,1,1,94,281
FULTONSC08F,115,0,27,0,0,0,0,1,4,0,5,0,0,0,0,0,0,0,0,0,1,0,3,361,6,19,14,142,386
FULTONSC08G,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2
FULTONSC09A,604,1,95,0,0,0,0,0,6,0,12,0,0,1,0,0,3,0,0,0,11,0,11,1752,25,81,44,700,1858
FULTONSC09B,390,0,62,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,3,1038,19,33,20,452,1090
FULTONSC10,215,1,53,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,7,784,14,27,12,269,825
FULTONSC11A,316,1,71,1,0,0,0,0,3,0,4,0,0,0,0,0,1,1,0,0,3,0,6,828,8,23,18,389,859
FULTONSC11B,402,0,50,0,0,0,0,1,4,0,2,0,0,0,1,0,0,0,0,0,2,0,3,930,12,24,13,452,966
FULTONSC14,152,0,39,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,7,528,7,18,12,191,553
FULTONSC16,1157,2,267,0,0,0,0,0,6,0,6,0,0,0,0,0,9,0,1,0,12,0,19,2873,24,63,53,1426,2960
FULTONSC17A,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,12,35
FULTONSC17C,263,0,55,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,7,647,9,28,14,318,684
FULTONSC18A,114,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,305,5,11,4,125,321
FULTONSC18B,1290,2,257,1,0,0,0,2,6,0,12,0,0,0,0,0,12,0,0,0,18,0,28,3184,39,101,78,1550,3324
FULTONSC19A,52,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,113,1,3,2,66,117
FULTONSC19B,284,0,51,2,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,4,0,2,696,1,23,12,337,720
FULTONSC211,224,0,63,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,5,0,5,744,8,30,17,287,782
FULTONSC212,467,0,124,0,0,0,0,0,4,0,6,0,0,0,0,0,5,0,0,0,11,0,22,1744,31,112,48,591,1887
FULTONSC23A,970,1,224,1,0,0,0,1,9,0,11,0,0,0,0,0,0,0,0,0,11,0,20,2951,34,92,52,1196,3077
FULTONSC23B,99,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,294,1,8,11,121,303
FULTONSC27,569,1,74,0,0,0,0,1,4,0,5,0,0,0,0,0,0,1,1,0,3,0,7,1276,11,40,22,644,1327
FULTONSC29A,676,0,115,2,0,0,0,0,3,0,5,0,0,0,0,0,0,0,1,0,5,0,9,1635,21,51,23,793,1707
FULTONSC30A,42,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,2,2,1,49,95
FULTONSC30B,275,0,78,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,1,570,11,10,8,353,591
FULTONSS01,212,0,88,0,0,0,0,5,26,0,137,0,0,1,0,0,180,0,4,0,481,1,252,852,90,1278,1087,300,2220
FULTONSS02A,64,0,81,0,0,0,0,5,6,0,34,0,0,1,0,0,35,0,1,0,101,1,63,414,43,316,247,145,773
FULTONSS02B,93,1,90,0,0,0,0,0,4,0,20,0,0,0,0,0,28,0,0,0,65,2,37,539,43,197,156,184,779
FULTONSS03,114,0,75,0,0,0,0,2,9,0,42,0,0,0,0,0,50,0,2,0,137,0,103,492,61,430,345,189,983
FULTONSS04,264,1,155,0,0,0,0,2,18,0,65,0,0,1,0,0,58,0,3,0,174,0,131,1225,113,675,452,420,2013
FULTONSS05,174,0,90,0,0,0,0,3,12,0,91,0,0,1,0,0,82,0,1,0,272,0,144,652,66,657,606,264,1375
FULTONSS06,107,0,40,0,0,0,0,2,9,2,60,0,0,2,0,0,69,0,1,0,204,1,102,465,44,523,452,147,1032
FULTONSS07A,62,0,26,1,0,0,0,4,6,2,35,0,0,0,0,1,58,0,0,0,119,0,61,265,29,361,286,89,655
FULTONSS07B,41,0,22,0,0,0,0,1,7,1,16,0,0,1,1,1,13,0,0,0,33,0,23,180,28,152,97,63,360
FULTONSS07C,43,0,26,0,0,0,0,1,9,0,19,0,0,0,0,0,24,0,0,0,54,0,40,246,18,234,147,69,498
FULTONSS08A,97,0,59,0,0,0,0,1,7,0,26,0,0,0,0,0,15,0,0,0,62,0,67,502,39,266,178,156,807
FULTONSS08B,39,0,14,0,0,0,0,1,4,0,31,0,0,1,0,0,31,0,1,0,74,0,37,210,18,210,180,53,438
FULTONSS08C,48,0,30,0,0,0,0,1,2,0,10,0,0,1,0,0,8,0,0,0,34,0,27,230,21,133,83,78,384
FULTONSS08D,111,0,52,0,0,0,0,0,7,0,18,0,0,0,0,0,22,0,0,0,63,0,50,431,36,280,160,163,747
FULTONSS09A,244,0,66,0,0,0,0,10,21,0,81,0,0,0,1,0,154,0,1,0,434,0,251,969,92,1122,953,310,2183
FULTONSS09B,260,1,106,0,0,0,0,7,21,1,91,0,0,1,0,1,187,0,1,0,495,1,219,1122,97,1266,1025,367,2485
FULTONSS11A,249,0,194,1,0,0,0,6,14,1,73,0,0,1,0,0,76,0,1,0,326,0,146,1383,124,914,644,444,2421
FULTONSS11B,87,0,69,1,0,0,0,1,4,0,25,0,0,0,0,0,22,0,0,0,54,0,35,489,42,224,141,157,755
FULTONSS11C,24,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,4,0,5,117,6,33,13,36,156
FULTONSS11D,27,0,13,0,0,0,0,1,2,0,10,0,0,0,0,0,11,0,0,0,35,0,21,103,15,130,80,40,248
FULTONSS12,195,1,74,0,0,0,0,3,9,0,74,0,0,1,0,0,99,0,4,0,346,0,123,896,110,837,659,270,1843
FULTONSS13A,103,0,90,0,0,0,0,4,12,2,51,0,0,1,0,0,59,0,0,0,189,0,62,487,49,462,380,193,998
FULTONSS13B,45,0,20,0,0,0,0,1,3,0,22,0,0,0,0,0,23,0,0,0,67,0,35,303,24,237,151,65,564
FULTONSS14,98,1,41,0,0,0,0,2,14,0,61,0,0,1,0,2,82,0,0,0,196,0,86,390,54,578,444,140,1022
FULTONSS15A,168,0,133,1,0,0,0,1,6,0,19,0,0,0,0,1,7,0,1,0,48,0,32,974,71,198,115,302,1243
FULTONSS15B,102,1,108,0,0,0,0,0,8,0,35,0,0,0,0,0,19,0,0,0,65,0,63,608,38,308,190,211,954
FULTONSS16,148,0,63,0,0,0,0,6,19,1,79,0,0,0,0,0,156,0,0,0,382,0,152,655,75,834,795,211,1564
FULTONSS17,219,0,142,0,0,0,0,1,22,0,114,0,0,1,0,1,128,0,1,0,340,0,215,1089,84,1169,823,361,2342
FULTONSS18A,45,0,20,0,0,0,0,2,5,0,38,0,0,0,0,0,30,0,0,0,100,1,48,226,15,247,224,65,488
