precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_dem_FUENTE,gen_grn_STEIN,gen_ind_HOEFLING,gen_ind_MCMULLIN,gen_lib_JOHNSON,gen_rep_TRUMP
FRANKLIND107A,0,154,0,7,0,6,15,104
FRANKLIND108A,0,124,0,4,0,3,6,157
FRANKLIND109A,0,218,0,3,0,2,10,104
FRANKLINE101,0,339,1,3,0,12,25,402
FRANKLINE102,0,464,1,15,0,19,42,674
FRANKLINE108A,0,259,1,5,0,13,18,263
FRANKLINE109A,0,285,1,4,0,6,14,245
FRANKLINE110A,0,221,1,4,0,5,12,213
FRANKLINF101,0,113,0,1,0,4,7,316
FRANKLINF102A,0,183,0,4,0,3,3,70
FRANKLINF103,0,138,0,3,0,5,15,335
FRANKLINF104A,0,271,1,7,0,10,16,270
FRANKLINF105A,0,266,1,13,0,3,12,130
FRANKLINF106,0,144,1,2,0,0,18,263
FRANKLINF108,0,293,4,3,0,13,19,482
FULTONA101,0,104,0,1,0,0,8,115
FULTONA102,0,100,0,0,0,0,3,117
FULTONA103,0,62,0,0,0,0,2,22
FULTONAB,0,34,0,0,0,1,5,108
FULTONB101,0,35,1,1,0,3,3,203
FULTONB102,0,76,0,1,0,2,1,205
FULTONB104,0,34,0,0,0,2,4,178
FULTONC102,0,55,0,0,0,2,2,199
FULTONC103,0,174,0,2,0,2,1,45
FULTOND101,0,58,0,2,0,4,4,149
FULTOND102,0,17,0,0,0,0,2,86
FULTOND103,0,25,0,0,0,0,0,122
GALLATINA101,0,141,0,1,0,1,15,262
GALLATINA102,0,84,0,2,0,2,11,208
GALLATINAB,0,43,0,2,0,1,7,147
GALLATINB101,0,63,1,1,0,4,9,298
GALLATINB102,0,83,0,4,0,5,18,319
GALLATINC101,0,83,1,1,0,3,6,264
GALLATINC102,0,97,0,3,0,3,12,296
GALLATIND101,0,82,0,1,0,1,11,335
GALLATIND102,0,73,1,3,0,4,11,314
GARRARDA101,0,77,0,2,0,1,8,207
GARRARDA103,0,118,2,2,0,7,18,467
GARRARDA104,0,133,2,1,0,5,14,587
GARRARDAB,0,103,0,0,0,3,6,313
GARRARDB101,0,103,0,6,0,3,15,263
GARRARDB102,0,112,1,2,0,7,13,520
GARRARDB103,0,58,0,2,0,0,5,146
GARRARDC102,0,124,0,5,0,10,17,613
GARRARDC103,0,143,1,2,0,3,10,530
GARRARDD101,0,61,0,1,0,3,11,424
GARRARDD102,0,40,0,1,0,0,5,185
GARRARDD103,0,67,0,4,0,1,5,245
GARRARDD104,0,85,0,1,0,5,6,347
GARRARDE101,0,125,0,0,0,7,12,518
GARRARDE103,0,104,0,4,0,11,12,539
GRANTA101,0,99,1,6,0,5,17,364
GRANTA102,0,50,0,0,0,3,6,220
GRANTA103,0,100,0,4,0,6,12,420
GRANTA104,0,70,0,1,0,2,5,226
GRANTA105,0,109,1,4,0,2,8,432
GRANTA106,0,51,0,3,0,2,8,313
GRANTA107,0,119,0,1,0,3,12,293
GRANTAB,0,154,0,5,0,3,14,459
GRANTB101,0,120,1,5,0,5,16,365
GRANTB102,0,22,0,2,0,0,1,136
GRANTB103,0,40,0,2,0,1,7,186
GRANTB104,0,80,0,2,0,3,12,286
GRANTB105,0,121,0,3,0,5,5,387
GRANTB106,0,49,1,3,0,0,6,238
GRANTB107,0,94,1,4,0,5,6,351
GRANTB108,0,68,0,3,0,0,6,249
GRANTC101,0,74,0,4,0,7,9,246
GRANTC102,0,69,0,2,0,4,21,299
GRANTC103,0,125,0,6,0,9,20,441
GRANTC104,0,70,0,4,0,2,4,319
GRANTC106,0,44,0,3,0,2,10,196
GRANTC107,0,114,0,3,0,4,16,523
GRANTC108,0,68,0,1,0,3,5,319
GRAVESA101,0,35,0,0,0,5,12,264
GRAVESA102,0,47,0,0,0,1,2,308
GRAVESA103,0,77,0,1,0,3,12,331
GRAVESA104,0,43,0,1,0,2,7,206
GRAVESA105,0,82,0,3,0,2,17,406
GRAVESA106,0,70,0,6,0,2,18,393
GRAVESA107,0,99,0,2,0,4,14,502
GRAVESA108,0,59,0,5,0,2,13,346
GRAVESA109,0,142,0,6,0,9,16,783
GRAVESA110,0,102,0,3,0,2,15,433
GRAVESA111,0,109,0,1,0,6,13,741
GRAVESAB,0,201,0,1,0,8,24,591
GRAVESB101,0,73,0,3,0,3,8,141
GRAVESB102,0,103,0,0,0,2,6,99
GRAVESB103,0,143,1,4,0,5,11,267
GRAVESB104,0,72,2,0,0,4,9,218
GRAVESB105,0,151,0,4,0,6,8,460
GRAVESB106,0,69,1,2,0,1,6,97
GRAVESB107,0,118,1,1,0,1,10,100
GRAVESB108,0,184,0,5,0,4,19,375
GRAVESB109,0,140,1,3,0,2,11,239
GRAVESB110,0,139,1,4,0,1,16,570
GRAVESB111,0,121,0,5,0,2,17,547
GRAVESC101,0,157,1,4,0,5,27,486
GRAVESC102,0,108,0,5,0,6,21,524
GRAVESC104,0,119,0,3,0,9,13,809
GRAVESC106,0,76,1,1,0,5,10,375
GRAVESC107,0,50,0,0,0,0,4,348
GRAVESC108,0,114,0,1,0,3,14,494
GRAVESC109,0,125,0,2,0,4,17,560
GRAVESC110,0,180,1,4,0,3,21,658
GRAYSONA102,0,82,0,3,0,1,10,224
GRAYSONA103,0,167,0,4,0,8,31,652
GRAYSONA104,0,28,0,0,0,1,4,153
GRAYSONAB,0,160,1,0,0,6,13,481
GRAYSONB101,0,74,0,2,0,4,13,498
GRAYSONB102,0,14,0,0,0,2,4,167
GRAYSONB103,0,56,0,0,0,0,4,167
GRAYSONB104,0,41,0,4,0,1,4,130
GRAYSONB105,0,128,0,2,0,6,11,466
GRAYSONC101,0,44,0,0,0,1,8,184
GRAYSONC102,0,112,0,2,0,10,14,511
GRAYSONC103,0,163,0,6,0,9,27,597
GRAYSOND101,0,167,1,10,0,1,15,480
GRAYSOND102,0,120,1,3,0,6,19,537
GRAYSOND103,0,42,1,0,0,2,5,305
GRAYSONE101,0,71,0,1,0,3,5,322
GRAYSONE102,0,161,2,4,0,3,20,553
GRAYSONE103,0,16,0,1,0,4,7,180
GRAYSONE104,0,49,1,0,0,4,9,230
GRAYSONF101,0,103,0,1,0,2,8,316
GRAYSONF103,0,106,0,1,0,5,18,604
GRAYSONF105,0,31,1,0,0,1,7,209
GRAYSONF106,0,24,0,2,0,1,3,253
GREENA101,0,103,0,1,0,6,9,399
GREENA102,0,68,1,5,0,4,5,227
GREENA103,0,120,0,0,0,2,13,437
GREENA104,0,70,0,2,0,1,8,354
GREENAB,0,90,0,3,0,0,6,379
GREENB101,0,66,1,3,0,1,9,454
GREENB102,0,81,0,3,0,2,12,558
GREENC101,0,72,0,4,0,2,4,374
GREENC102,0,56,0,1,0,0,5,365
GREEND101,0,46,0,1,0,0,7,376
GREEND102,0,60,0,1,0,1,6,449
GREENUPA101,0,137,0,4,0,9,14,430
GREENUPA102,0,153,0,9,0,6,13,410
GREENUPA103,0,203,0,13,0,3,22,462
GREENUPA104,0,88,0,2,0,6,2,352
GREENUPA105,0,91,0,4,0,7,10,270
GREENUPA106,0,132,0,4,0,3,4,216
GREENUPA107,0,70,1,2,0,3,6,280
GREENUPA108,0,132,0,4,0,0,13,201
GREENUPA109,0,249,0,4,0,10,25,587
GREENUPA110,0,164,0,0,0,2,16,576
GREENUPAB,0,375,0,7,0,15,13,837
GREENUPB101,0,119,1,1,0,3,8,280
GREENUPB102,0,129,1,3,0,1,6,335
GREENUPB103,0,137,0,3,0,7,8,459
GREENUPB104,0,83,0,2,0,4,7,313
GREENUPB105,0,98,0,6,0,3,7,417
GREENUPB107,0,118,0,3,0,3,5,319
GREENUPB108,0,183,0,4,0,9,17,596
GREENUPB110,0,64,0,0,0,3,5,264
GREENUPB111,0,113,0,2,0,5,14,463
GREENUPC101,0,156,0,2,0,3,10,286
GREENUPC102,0,88,2,2,0,3,15,485
GREENUPC103,0,106,1,2,0,5,6,259
GREENUPC104,0,150,0,4,0,3,16,364
GREENUPC105,0,142,1,2,0,5,5,415
GREENUPC106,0,146,0,8,0,8,15,352
GREENUPC107,0,152,0,4,0,5,13,282
GREENUPC108,0,140,0,1,0,4,12,382
GREENUPC109,0,99,1,6,0,3,5,323
GREENUPC110,0,129,0,1,0,4,7,331
HANCOCKA101,0,137,0,8,0,8,11,220
HANCOCKA102,0,212,0,4,0,12,26,299
HANCOCKAB,0,77,0,1,0,4,9,136
HANCOCKB101,0,98,0,1,0,7,10,198
HANCOCKB102,0,117,0,5,0,7,10,255
HANCOCKB103,0,82,0,2,0,7,12,194
HANCOCKC101,0,154,0,15,0,14,13,402
HANCOCKC102,0,146,0,1,0,9,8,294
HANCOCKD101,0,70,0,4,0,6,8,269
HANCOCKD102,0,74,0,3,0,10,9,285
HANCOCKD103,0,77,1,0,0,3,13,236
HARDINA001,0,84,0,5,0,0,4,241
HARDINA002,0,287,0,8,0,5,28,283
HARDINA003,0,197,0,6,0,3,12,181
HARDINA004,0,311,1,3,0,11,20,281
HARDINA005,0,271,0,5,0,9,25,324
HARDINA006,0,355,0,3,0,8,25,286
HARDINA007,0,75,0,2,0,3,8,51
HARDINA008,0,294,0,13,0,4,23,344
HARDINA009,0,150,0,7,0,10,22,228
HARDINA010,0,30,0,3,0,0,0,45
HARDINAB,0,850,2,17,0,33,86,1409
HARDINB001,0,170,0,2,0,5,16,264
HARDINB002,0,413,1,10,0,6,35,392
HARDINB003,0,500,0,9,0,2,26,376
HARDINB004,0,360,1,5,0,14,31,306
HARDINB005,0,137,0,5,0,4,11,373
HARDINB006,0,334,1,5,0,3,20,283
HARDINC001,0,177,0,5,0,8,24,398
HARDINC002,0,345,1,9,0,8,30,405
HARDINC003,0,179,0,7,0,9,17,642
HARDINC004,0,309,0,6,0,20,37,831
HARDINC005,0,142,0,6,0,11,29,433
HARDINC006,0,254,0,8,0,5,34,702
HARDINC007,0,261,0,5,0,7,25,274
HARDIND001,0,212,0,6,0,5,32,322
HARDIND002,0,367,1,8,0,6,25,613
HARDIND003,0,284,0,3,0,3,22,499
HARDIND004,0,524,2,6,0,12,34,772
HARDIND005,0,431,2,7,0,12,42,639
HARDIND006,0,183,1,4,0,9,21,297
HARDINE001,0,187,0,8,0,11,18,278
HARDINE002,0,187,0,8,0,4,17,297
HARDINE003,0,335,2,9,0,15,29,662
HARDINE004,0,412,0,8,0,9,39,523
HARDINE005,0,255,0,8,0,12,37,413
HARDINE006,0,138,0,5,0,7,18,264
HARDINF001,0,223,2,5,0,4,23,563
HARDINF002,0,122,0,5,0,4,22,612
HARDINF003,0,251,0,7,0,10,29,870
HARDINF004,0,228,0,10,0,10,38,709
HARDINF005,0,186,0,3,0,5,23,566
HARDINF006,0,132,0,5,0,3,28,547
HARDINF007,0,77,0,4,0,3,20,316
HARDINF008,0,8,0,0,0,1,0,56
HARDING001,0,84,0,3,0,0,9,329
HARDING002,0,98,1,2,0,6,8,403
HARDING003,0,73,0,7,0,4,10,402
HARDING004,0,77,0,4,0,0,8,304
HARDING005,0,14,0,0,0,1,3,67
HARDING006,0,217,1,6,0,15,32,763
HARDING007,0,134,0,4,0,7,5,464
HARDING008,0,144,0,4,0,3,30,769
HARDING009,0,183,1,0,0,8,23,501
HARDINH001,0,226,0,8,0,19,26,665
HARDINH002,0,29,1,0,0,2,8,147
HARDINH003,0,15,0,0,0,0,1,44
HARDINH004,0,213,1,10,0,8,22,612
HARDINH005,0,515,2,10,0,10,29,604
HARDINH006,0,241,2,6,0,8,38,508
HARDINH007,0,297,1,7,0,11,32,711
HARDINH008,0,157,1,2,0,5,24,507
HARLANA101,0,127,0,1,0,5,5,533
HARLANA108,0,83,1,1,0,6,13,666
HARLANA110,0,37,0,0,0,0,0,231
HARLANA111,0,14,0,1,0,1,1,144
HARLANA112,0,34,0,1,0,2,9,352
HARLANAB,0,81,0,2,0,4,8,475
HARLANB102,0,37,0,4,0,0,4,252
HARLANB103,0,36,1,0,0,0,3,256
HARLANB104,0,20,2,0,0,1,10,257
HARLANB105,0,40,1,2,0,0,2,256
HARLANB106,0,44,0,0,0,0,4,316
HARLANB107,0,37,1,1,0,1,2,202
HARLANB109,0,15,1,1,0,1,2,217
HARLANC101,0,16,1,0,0,0,0,209
HARLANC102,0,11,1,1,0,1,2,130
HARLANC103,0,15,0,0,0,0,3,98
HARLANC104,0,64,0,2,0,1,14,183
HARLANC106,0,17,0,0,0,0,1,118
HARLANC107,0,44,0,2,0,1,6,219
HARLANC109,0,60,0,2,0,2,4,239
HARLANC111,0,96,0,2,0,0,5,176
HARLAND101,0,84,1,3,0,2,8,552
HARLAND103,0,30,0,0,0,1,3,93
HARLAND104,0,30,0,2,0,0,7,307
HARLAND106,0,45,2,2,0,1,12,447
HARLAND108,0,6,0,1,0,2,2,149
HARLAND109,0,13,0,0,0,4,4,178
HARLANE102,0,86,0,0,0,3,6,560
HARLANE104,0,28,0,2,0,0,2,272
HARLANE105,0,27,0,3,0,6,5,246
HARLANE106,0,43,0,3,0,1,2,287
HARLANE107,0,23,0,0,0,2,6,325
HARLANE108,0,29,1,0,0,0,1,184
HARRISONA101,0,145,1,4,0,6,10,268
HARRISONA102,0,91,0,3,0,3,5,174
HARRISONA103,0,32,0,1,0,4,1,37
HARRISONAB4,0,79,1,1,0,1,10,144
HARRISONAB6,0,90,1,1,0,4,5,103
HARRISONB101,0,141,0,7,0,3,16,278
HARRISONB102,0,83,0,1,0,6,7,170
HARRISONB103,0,40,0,1,0,1,0,12
HARRISONC101,0,110,0,4,0,6,13,360
HARRISONC102,0,123,0,0,0,10,13,394
HARRISOND101,0,106,0,1,0,2,9,287
HARRISOND102,0,137,0,3,0,10,14,412
HARRISOND103,0,50,0,0,0,1,6,76
HARRISONE101,0,116,2,4,0,2,12,311
HARRISONE102,0,101,0,0,0,3,8,368
HARRISONF101,0,111,0,2,0,6,17,361
HARRISONF102,0,115,0,5,0,2,12,347
HARRISONG101,0,87,0,3,0,3,4,415
HARRISONG102,0,88,0,0,0,1,5,264
HARRISONH101,0,81,0,4,0,3,10,377
HARRISONH102,0,105,1,1,0,1,7,277
HART357,0,32,1,0,0,0,4,121
HARTABSENTEE,0,142,0,2,0,1,8,310
HARTBONNIEVILLE #13,0,80,0,4,0,4,19,459
HARTBONNIEVILLE #14,0,45,0,3,0,1,4,126
HARTCUB RUN,0,119,0,1,0,2,8,397
HARTEUCLID,0,34,0,1,0,1,1,93
HARTHAMMONSVILLE,0,37,0,0,0,3,5,250
HARTHIGH SCHOOL,0,53,0,1,0,2,2,143
HARTHORSE CAVE #6,0,125,0,5,0,1,3,290
HARTHORSE CAVE #7,0,139,0,2,0,3,14,214
HARTHORSE CAVE #8,0,120,0,6,0,4,6,315
HARTLINWOOD,0,35,0,0,0,0,4,162
HARTMEMORIAL,0,145,0,2,0,1,6,493
HARTMUNFORDVILLE #1,0,68,0,0,0,0,2,100
HARTMUNFORDVILLE #2,0,150,0,1,0,1,12,327
HARTPASCAL,0,97,0,1,0,1,9,387
HARTPIKEVIEW,0,69,0,2,0,0,6,287
HARTPRICEVILLE,0,63,0,3,0,4,6,329
HARTROWLETS,0,104,0,5,0,1,12,307
HARTTOTAL,0,1730,2,39,0,32,140,5320
HARTUNO,0,73,1,0,0,2,9,210
HENDERSONA101,0,107,0,9,0,7,6,283
HENDERSONA102,0,86,0,2,0,2,4,218
HENDERSONA108A,0,161,2,3,0,3,14,290
HENDERSONA110A,0,151,0,3,0,8,17,421
HENDERSONA111,0,122,0,1,0,3,9,274
HENDERSONA112A,0,130,0,0,0,4,6,270
HENDERSONA114,0,199,0,1,0,6,26,546
HENDERSONA116A,0,198,0,5,0,3,13,251
HENDERSONAB,0,450,0,7,0,12,32,736
HENDERSONB101C,0,94,0,4,0,3,6,327
HENDERSONB102C,0,49,1,0,0,1,7,188
HENDERSONB103,0,118,0,4,0,4,8,371
HENDERSONB104,0,88,0,3,0,6,11,383
HENDERSONB105,0,96,1,3,0,3,6,330
HENDERSONB106A,0,231,0,1,0,2,11,272
HENDERSONB108A,0,125,1,4,0,5,8,250
HENDERSONB109,0,46,0,0,0,2,10,105
HENDERSONB110A,0,163,0,1,0,7,11,421
HENDERSONB111A,0,158,0,4,0,7,18,394
HENDERSONB112A,0,55,0,3,0,2,6,140
HENDERSONC101AB,0,133,1,2,0,3,11,278
HENDERSONC102,0,80,0,2,0,2,5,191
HENDERSONC103B,0,95,1,3,0,4,7,212
HENDERSONC104B,0,119,1,1,0,3,13,356
HENDERSONC105,0,55,0,2,0,1,4,246
HENDERSONC106A,0,59,0,1,0,2,5,184
HENDERSONC107A,0,183,2,3,0,4,13,294
HENDERSONC109A,0,157,0,4,0,6,10,239
HENDERSONC110,0,47,0,0,0,1,4,200
HENDERSONC111A,0,122,0,3,0,2,7,183
HENDERSOND101A,0,201,0,3,0,3,10,165
HENDERSOND102A,0,193,0,3,0,3,6,68
HENDERSOND103A,0,152,0,5,0,2,13,181
HENDERSOND104A,0,193,0,5,0,0,6,149
HENDERSOND106A,0,240,0,4,0,6,10,190
HENDERSOND109A,0,162,0,5,0,1,9,229
HENDERSOND111A,0,278,0,6,0,7,31,298
HENDERSONE105A,0,295,1,7,0,5,21,261
HENDERSONE106A,0,105,0,3,0,3,10,180
HENDERSONE107A,0,140,0,2,0,2,16,225
HENDERSONE108A,0,169,0,6,0,7,19,263
HENDERSONE109A,0,127,0,3,0,2,9,236
HENDERSONE110A,0,101,0,1,0,1,8,199
HENDERSONE111A,0,141,0,2,0,5,13,162
HENDERSONE112A,0,151,2,2,0,5,6,201
HENDERSONE113A,0,182,0,6,0,7,12,299
HENRYA101,0,170,1,2,0,6,18,338
HENRYA102,0,154,0,1,0,2,11,283
HENRYA103,0,54,0,1,0,2,11,137
HENRYAB,0,94,0,3,0,6,11,194
HENRYB101,0,158,0,1,0,7,18,496
HENRYB102,0,36,1,1,0,1,11,137
HENRYB103,0,92,0,5,0,9,18,329
HENRYC101,0,166,0,10,0,9,21,458
HENRYC102,0,61,0,1,0,4,6,217
HENRYC103,0,50,0,6,0,1,4,138
HENRYD101,0,179,0,7,0,10,22,559
HENRYD102,0,86,0,5,0,9,7,180
HENRYE101,0,22,0,0,0,0,1,58
HENRYE102,0,30,0,2,0,4,3,112
HENRYE103,0,51,0,3,0,6,12,155
HENRYE104,0,41,0,0,0,0,8,137
HENRYE105,0,28,0,2,0,3,5,98
HENRYE106,0,80,0,1,0,3,11,228
HENRYF101,0,85,0,1,0,1,10,175
HENRYF102,0,49,0,2,0,1,5,142
HENRYF103,0,142,1,4,0,4,11,373
HICKMANA101,0,53,0,1,0,0,5,153
HICKMANA102,0,117,0,2,0,1,7,227
HICKMANAB,0,25,0,0,0,1,0,85
HICKMANB101,0,67,0,1,0,9,3,284
HICKMANB102,0,66,0,0,0,2,5,265
HICKMANC101,0,60,0,1,0,2,2,266
HICKMANC102,0,61,0,1,0,4,4,377
HOPKINSA001,0,69,0,2,0,1,6,266
HOPKINSA002,0,44,0,1,0,1,8,301
HOPKINSA003,0,124,1,2,0,11,16,614
HOPKINSA004,0,12,0,0,0,0,3,125
HOPKINSA005,0,29,0,1,0,2,5,244
HOPKINSA006,0,92,0,1,0,0,12,235
HOPKINSA007,0,72,0,2,0,3,3,358
HOPKINSAB,0,349,3,3,0,14,28,869
HOPKINSB008,0,131,0,1,0,0,5,246
HOPKINSB009,0,71,0,6,0,3,9,329
HOPKINSB010,0,36,0,1,0,0,2,226
HOPKINSB011,0,76,0,3,0,0,17,297
HOPKINSB012,0,57,0,2,0,3,4,237
HOPKINSB013,0,23,0,1,0,2,3,172
HOPKINSB014,0,108,0,8,0,2,6,182
HOPKINSB015,0,80,0,1,0,2,10,145
HOPKINSC016,0,92,3,2,0,2,14,409
HOPKINSC017,0,70,0,3,0,4,10,350
HOPKINSC018,0,92,0,2,0,9,11,500
HOPKINSC019,0,73,1,2,0,2,9,333
HOPKINSC020,0,73,0,0,0,2,5,231
HOPKINSC021,0,110,0,5,0,5,16,379
HOPKINSC022,0,155,0,2,0,0,13,96
HOPKINSD023,0,88,0,1,0,7,9,580
HOPKINSD024,0,103,0,3,0,3,10,468
HOPKINSD025,0,186,0,1,0,3,16,173
HOPKINSD026,0,31,0,1,0,0,7,193
HOPKINSD027,0,164,0,2,0,8,32,585
HOPKINSD028,0,124,0,4,0,2,16,354
HOPKINSD029,0,38,0,0,0,1,4,93
HOPKINSE030,0,37,0,2,0,4,9,332
HOPKINSE031,0,63,1,2,0,3,7,341
HOPKINSE032,0,19,1,0,0,1,7,240
HOPKINSE033,0,88,2,0,0,3,12,440
HOPKINSE034,0,134,0,3,0,5,9,420
HOPKINSE035,0,114,0,3,0,4,4,134
HOPKINSE036,0,47,1,0,0,1,7,206
HOPKINSF037,0,28,0,0,0,2,3,145
HOPKINSF038,0,93,1,1,0,6,6,468
HOPKINSF039,0,63,0,2,0,0,7,256
HOPKINSF040,0,58,1,1,0,8,7,372
HOPKINSF041,0,22,0,1,0,0,1,178
HOPKINSF042,0,59,0,1,0,2,10,322
HOPKINSF043,0,118,1,1,0,3,12,363
HOPKINSG044,0,66,0,0,0,7,2,195
HOPKINSG045,0,92,0,5,0,1,8,244
HOPKINSG046,0,80,0,0,0,7,11,168
HOPKINSG047,0,94,0,5,0,1,7,167
HOPKINSG048,0,116,0,4,0,3,18,245
HOPKINSG049,0,87,0,1,0,10,11,301
HOPKINSG050,0,60,0,2,0,0,11,150
JACKSONABSENTEE MACHINE,0,22,0,0,0,0,2,177
JACKSONABSENTEE PAPER,0,21,0,0,0,2,4,136
JACKSONEARLY VOTE PRESIDENT,0,0,0,0,0,0,0,0
JEFFERSONA105,0,577,0,10,0,4,21,538
JEFFERSONA107,0,218,0,6,0,8,12,281
JEFFERSONA108,0,336,0,7,0,14,24,503
JEFFERSONA111,0,270,2,8,0,5,30,403
JEFFERSONA113,0,336,0,4,0,10,17,450
JEFFERSONA114,0,236,2,5,0,5,19,397
JEFFERSONA115,0,241,0,7,0,9,18,413
JEFFERSONA118,0,117,2,3,0,4,10,232
JEFFERSONA119,0,215,0,7,0,9,24,369
JEFFERSONA121,0,275,0,8,0,5,17,417
JEFFERSONA123,0,420,0,3,0,11,18,383
JEFFERSONA124,0,259,1,3,0,5,23,482
JEFFERSONA125,0,268,0,8,0,5,14,517
JEFFERSONA126,0,283,0,3,0,2,16,460
JEFFERSONA127,0,225,0,6,0,7,13,286
JEFFERSONA128,0,219,0,2,0,5,17,354
JEFFERSONA129,0,254,1,13,0,10,15,606
JEFFERSONA130,0,94,0,2,0,1,10,298
JEFFERSONA131,0,291,0,10,0,8,13,399
JEFFERSONA134,0,132,0,7,0,6,9,322
JEFFERSONA135,0,248,1,4,0,1,16,321
JEFFERSONA136,0,164,0,6,0,1,15,209
JEFFERSONA139,0,190,0,8,0,9,12,262
JEFFERSONA140,0,361,0,7,0,12,33,531
JEFFERSONA141,0,5,0,0,0,1,0,8
JEFFERSONA142,0,69,0,3,0,3,7,130
JEFFERSONA143,0,2,0,0,0,0,0,10
JEFFERSONB124,0,268,0,3,0,3,23,376
JEFFERSONB132,0,276,1,5,0,4,23,513
JEFFERSONB133,0,344,0,2,0,13,26,554
JEFFERSONB134,0,538,0,9,0,17,34,728
JEFFERSONB149,0,185,0,4,0,7,23,346
JEFFERSONB151,0,437,0,7,0,11,42,574
JEFFERSONB153,0,21,0,0,0,0,1,37
JEFFERSONB154,0,311,0,9,0,17,35,362
JEFFERSONB155,0,273,0,6,0,5,21,250
JEFFERSONB156,0,412,1,13,0,12,47,520
JEFFERSONB157,0,581,0,3,0,10,39,685
JEFFERSONB158,0,287,0,1,0,4,26,609
JEFFERSONB159,0,564,0,6,0,26,42,826
JEFFERSONB160,0,191,0,4,0,7,23,290
JEFFERSONB161,0,27,0,1,0,0,2,65
JEFFERSONB162,0,281,0,1,0,10,25,625
JEFFERSONB163,0,445,1,11,0,11,25,453
JEFFERSONB166,0,257,1,9,0,9,21,296
JEFFERSONB168,0,375,0,8,0,8,22,501
JEFFERSONB169,0,250,0,7,0,12,25,369
JEFFERSONB170,0,257,0,3,0,8,15,318
JEFFERSONB172,0,471,0,9,0,21,45,709
JEFFERSONB173,0,296,0,7,0,9,29,546
JEFFERSONB175,0,300,0,1,0,7,18,489
JEFFERSONB177,0,264,0,5,0,10,23,572
JEFFERSONB181,0,0,0,0,0,0,0,0
JEFFERSONB181 - JEF,0,46,0,0,0,0,1,69
JEFFERSONB182,0,179,0,0,0,13,13,311
JEFFERSONB183,0,482,0,10,0,23,39,769
JEFFERSONB184,0,1,0,0,0,0,0,19
JEFFERSONB185,0,128,0,2,0,1,11,170
JEFFERSONC101,0,533,0,7,0,4,12,99
JEFFERSONC102,0,324,0,6,0,6,14,117
JEFFERSONC103,0,406,0,4,0,11,13,137
JEFFERSONC104,0,330,0,5,0,2,8,103
JEFFERSONC105,0,320,1,4,0,0,7,4
JEFFERSONC106,0,737,0,8,0,11,20,211
JEFFERSONC108,0,606,0,7,0,4,5,82
JEFFERSONC109,0,259,0,1,0,0,1,36
JEFFERSONC110,0,457,0,4,0,0,5,9
JEFFERSONC111,0,814,0,7,0,2,6,31
JEFFERSONC113,0,197,1,0,0,1,3,79
JEFFERSONC115,0,677,0,10,0,6,11,211
JEFFERSONC122,0,318,0,9,0,11,25,168
JEFFERSONC123,0,209,0,8,0,3,11,144
JEFFERSONC124,0,421,0,4,0,9,24,332
JEFFERSONC125,0,378,0,6,0,7,7,103
JEFFERSONC126,0,519,0,15,0,8,21,93
JEFFERSONC128,0,74,0,3,0,4,4,70
JEFFERSONC129,0,567,1,7,0,14,23,257
JEFFERSONC130,0,35,0,0,0,0,3,20
JEFFERSONC131,0,206,0,5,0,1,8,141
JEFFERSONC133,0,576,0,2,0,5,31,283
JEFFERSONC134,0,336,1,10,0,4,26,239
JEFFERSONC135,0,335,1,3,0,7,17,230
JEFFERSONC136,0,228,0,6,0,8,12,144
JEFFERSONC137,0,314,1,9,0,15,23,220
JEFFERSONC138,0,231,0,4,0,5,29,145
JEFFERSONC139,0,7,0,0,0,0,1,15
JEFFERSONC141,0,275,0,2,0,5,7,134
JEFFERSONC142,0,389,0,4,0,8,10,91
JEFFERSONC143,0,44,0,6,0,0,3,84
JEFFERSONC144,0,26,0,1,0,0,1,36
JEFFERSONC145,0,83,0,2,0,1,6,75
JEFFERSONC146,0,0,0,0,0,0,0,0
JEFFERSONC147,0,1,0,0,0,0,0,0
JEFFERSONC148,0,20,0,1,0,1,0,11
JEFFERSONC149,0,1,0,0,0,0,0,9
JEFFERSONC150,0,3,0,0,0,0,0,6
JEFFERSONC151,0,11,0,0,0,0,1,11
JEFFERSONCUMULATIVE:,0,0,0,0,0,0,0,0
JEFFERSOND101,0,0,0,0,0,0,0,0
JEFFERSOND101 - STM,0,239,1,7,0,7,20,172
JEFFERSOND104,0,316,0,6,0,15,16,190
JEFFERSOND106,0,303,0,6,0,12,17,289
JEFFERSOND108,0,397,0,10,0,17,41,342
JEFFERSOND109,0,192,0,4,0,9,6,109
JEFFERSOND110,0,337,2,8,0,5,13,178
JEFFERSOND113,0,375,0,6,0,2,15,112
JEFFERSOND114,0,351,0,7,0,6,22,319
JEFFERSOND115,0,494,0,8,0,9,29,358
JEFFERSOND116,0,449,0,9,0,15,25,475
JEFFERSOND117,0,0,0,0,0,0,0,0
JEFFERSOND117 - JEF,0,319,0,0,0,13,11,317
JEFFERSOND120,0,0,0,0,0,0,0,0
JEFFERSOND120 - JEF,0,526,0,10,0,14,39,408
JEFFERSOND121,0,266,1,5,0,6,27,293
JEFFERSOND122,0,0,0,0,0,0,0,0
JEFFERSOND122 - JEF,0,306,0,6,0,13,26,377
JEFFERSOND126,0,515,1,9,0,20,48,483
JEFFERSOND129,0,198,0,2,0,5,12,160
