precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_dem_FUENTE,gen_grn_STEIN,gen_ind_HOEFLING,gen_ind_MCMULLIN,gen_lib_JOHNSON,gen_rep_TRUMP
MEADEF102,0,94,0,1,0,4,6,215
MEADEF103,0,121,0,5,0,5,12,409
MEADEF104,0,83,0,2,0,4,12,275
MEADEF105,0,125,0,4,0,5,17,358
MENIFEEABSENTEE MACHINE,0,55,0,0,0,1,3,134
MENIFEEABSENTEE PAPER,0,57,0,0,0,0,1,92
MENIFEEEARLY VOTE PRESIDENT,0,0,0,0,0,0,0,0
MERCERABSENTEE,0,152,0,2,0,4,9,405
MERCERBOHON,0,101,0,6,0,3,18,464
MERCERCHAMBERS HOUSE,0,201,0,5,0,3,16,445
MERCERCORNISHVILLE,0,28,0,2,0,1,5,122
MERCERCOURTHOUSE,0,174,2,3,0,2,23,336
MERCERDIXVILLE,0,33,0,0,0,1,4,135
MERCERDUNCAN,0,38,0,0,0,2,3,152
MERCERMCAFEE,0,118,1,9,0,5,21,651
MERCERNORTH BURGIN,0,241,1,7,0,14,30,810
MERCEROPERA HOUSE,0,233,1,5,0,4,18,396
MERCERPASSMORE HOUSE,0,229,0,4,0,7,29,550
MERCERPERRYVILLE TOLL GATE,0,206,0,6,0,12,16,752
MERCERROBINSON-HOUSE,0,86,0,3,0,3,6,284
MERCERROSE HILL,0,86,0,2,0,3,18,405
MERCERSALVISA,0,161,0,5,0,12,20,539
MERCERSOUTH BURGIN,0,161,0,5,0,5,17,458
MERCERSTRINGTOWN,0,112,0,3,0,16,17,562
MERCERTERRAPIN,0,35,0,1,0,4,5,234
MERCERTOTAL,0,3465,6,104,0,164,411,12201
METCALFEA101,0,159,0,5,0,9,11,444
METCALFEA102,0,139,0,3,0,8,13,398
METCALFEA103,0,95,1,0,0,7,18,524
METCALFEA104,0,67,1,4,0,0,5,183
METCALFEAB,0,86,1,1,0,0,3,197
METCALFEB101,0,76,0,0,0,4,2,197
METCALFEB102,0,11,0,0,0,1,0,80
METCALFEB103,0,43,0,0,0,6,5,246
METCALFEB104,0,71,0,1,0,0,8,198
METCALFEC101,0,87,0,1,0,3,5,346
METCALFEC102,0,42,0,1,0,2,0,162
METCALFED101,0,74,0,1,0,0,8,347
METCALFED102,0,26,0,5,0,1,8,169
MONROEA101,0,17,0,0,0,1,3,138
MONROEA102,0,53,0,5,0,3,11,539
MONROEA103,0,20,0,0,0,0,2,105
MONROEAB,0,31,0,2,0,0,11,270
MONROEB101,0,43,0,2,0,4,7,464
MONROEB102,0,80,0,0,0,2,2,249
MONROEC101,0,41,0,0,0,0,11,440
MONROEC102,0,28,0,1,0,1,2,204
MONROEC103,0,57,0,0,0,2,4,330
MONROED101,0,40,0,1,0,0,4,358
MONROED102,0,74,0,0,0,2,4,431
MONROEE101,0,66,0,2,0,5,8,326
MONROEE102,0,51,0,0,0,3,7,424
MONTGOMERYA101,0,104,0,2,0,7,10,185
MONTGOMERYA102,0,148,0,2,0,7,13,262
MONTGOMERYA103,0,193,0,5,0,8,22,361
MONTGOMERYA104,0,158,1,0,0,7,14,354
MONTGOMERYA105,0,150,0,2,0,1,3,51
MONTGOMERYA106,0,198,0,3,0,1,17,364
MONTGOMERYAB,0,186,1,1,0,6,8,353
MONTGOMERYB101,0,152,1,6,0,4,9,531
MONTGOMERYB102,0,155,1,3,0,5,18,596
MONTGOMERYB103,0,152,0,5,0,3,18,417
MONTGOMERYB104,0,217,0,4,0,4,12,485
MONTGOMERYB105,0,165,1,3,0,5,11,479
MONTGOMERYB107,0,157,0,3,0,3,16,570
MONTGOMERYB108,0,189,0,2,0,8,16,520
MONTGOMERYC101,0,91,0,0,0,1,12,324
MONTGOMERYC102,0,195,1,8,0,9,14,598
MONTGOMERYC103,0,230,1,12,0,5,26,682
MONTGOMERYC104,0,207,0,3,0,6,14,483
MONTGOMERYC105,0,111,0,4,0,1,11,241
MORGANABSENTEE MACHINE,0,62,0,0,0,1,1,175
MORGANABSENTEE PAPER,0,47,0,1,0,0,1,88
MORGANCANEY,0,83,0,0,0,1,10,315
MORGANCHAPEL,0,73,0,1,0,4,5,258
MORGANCROCKETT,0,39,1,2,0,4,5,226
MORGANDINGUS,0,76,1,4,0,3,6,351
MORGANEREL,0,97,0,4,0,6,12,407
MORGANINDEX,0,49,0,2,0,3,2,203
MORGANLACY CREEK,0,58,0,1,0,3,1,189
MORGANSALEM,0,53,0,0,0,2,3,152
MORGANTOTAL,0,1006,4,26,0,43,63,3628
MORGANWARD 1,0,88,0,0,0,5,3,243
MORGANWARD 2,0,84,0,2,0,4,5,266
MORGANWARD 3,0,128,2,8,0,5,4,463
MORGANWRIGLEY,0,69,0,1,0,2,5,294
MUHLENBERGA101,0,72,0,0,0,0,5,77
MUHLENBERGA102,0,143,0,5,0,5,6,195
MUHLENBERGA103,0,68,0,0,0,1,2,196
MUHLENBERGA104,0,99,0,1,0,5,9,199
MUHLENBERGA106,0,88,1,0,0,0,4,233
MUHLENBERGA107,0,102,0,1,0,1,6,273
MUHLENBERGAB,0,280,0,4,0,5,19,550
MUHLENBERGB101,0,147,0,4,0,3,4,262
MUHLENBERGB102,0,103,0,2,0,5,5,419
MUHLENBERGB103,0,80,1,1,0,5,5,348
MUHLENBERGB104,0,197,0,2,0,0,16,594
MUHLENBERGB105,0,64,0,0,0,5,5,220
MUHLENBERGC101,0,192,1,2,0,7,9,657
MUHLENBERGC103,0,123,1,2,0,1,7,294
MUHLENBERGC104,0,157,0,0,0,5,11,463
MUHLENBERGC106,0,147,1,1,0,6,17,500
MUHLENBERGD101,0,198,0,2,0,10,12,576
MUHLENBERGD102,0,87,0,0,0,2,8,307
MUHLENBERGD103,0,177,0,1,0,10,21,616
MUHLENBERGD104,0,84,0,0,0,0,3,349
MUHLENBERGE101,0,87,0,3,0,3,8,184
MUHLENBERGE102,0,124,1,3,0,2,7,117
MUHLENBERGE103,0,180,0,0,0,7,20,682
MUHLENBERGE104,0,150,1,5,0,8,6,455
MUHLENBERGE105,0,94,0,4,0,9,9,455
MUHLENBERGE107,0,29,1,1,0,2,6,172
NELSONA101,0,25,0,0,0,1,3,95
NELSONA102,0,296,0,3,0,5,22,765
NELSONA103,0,334,1,7,0,3,20,332
NELSONA104,0,178,1,5,0,10,23,489
NELSONA105,0,301,0,6,0,16,27,673
NELSONAB,0,447,1,4,0,14,21,638
NELSONB101,0,299,0,8,0,11,45,860
NELSONB102,0,273,0,8,0,3,16,277
NELSONB103,0,251,1,3,0,6,18,706
NELSONB104,0,312,0,8,0,11,31,684
NELSONC101,0,268,0,5,0,4,20,377
NELSONC102,0,318,0,4,0,9,19,413
NELSONC103,0,246,1,6,0,7,22,518
NELSONC104,0,255,0,3,0,8,24,323
NELSONC105,0,188,1,3,0,16,21,556
NELSOND101,0,152,2,3,0,5,19,488
NELSOND102,0,336,0,5,0,12,47,896
NELSOND103,0,311,0,3,0,8,22,612
NELSOND104,0,180,1,8,0,7,19,525
NELSOND105,0,321,0,6,0,12,32,697
NELSONE101,0,145,1,5,0,3,5,408
NELSONE102,0,326,1,7,0,10,34,742
NELSONE103,0,204,0,8,0,11,20,526
NELSONE104,0,100,0,2,0,2,6,538
NELSONE105,0,368,0,11,0,7,29,292
NICHOLASA101,0,109,0,1,0,2,12,319
NICHOLASAB,0,91,0,2,0,3,4,140
NICHOLASB101,0,145,0,3,0,2,11,370
NICHOLASC101,0,115,1,1,0,1,9,395
NICHOLASD101,0,192,1,2,0,9,21,344
NICHOLASE101,0,135,1,0,0,2,8,389
OHIOA101,0,125,0,4,0,6,14,412
OHIOA102,0,94,0,2,0,5,11,317
OHIOA104,0,50,0,1,0,1,5,234
OHIOA105,0,121,0,3,0,3,22,444
OHIOAB,0,151,0,1,0,6,6,391
OHIOB101,0,151,0,4,0,9,11,390
OHIOB102,0,193,0,4,0,8,15,681
OHIOB103,0,74,0,2,0,1,4,314
OHIOC101,0,79,0,1,0,1,6,232
OHIOC102,0,103,0,2,0,6,13,412
OHIOC103,0,167,0,6,0,11,13,582
OHIOC104,0,106,0,1,0,8,17,477
OHIOD101,0,103,0,9,0,8,17,428
OHIOD102,0,132,0,11,0,8,17,533
OHIOD104,0,67,0,1,0,4,6,279
OHIOD106,0,55,0,1,0,5,8,189
OHIOE101,0,127,0,2,0,2,7,610
OHIOE102,0,57,0,2,0,6,8,440
OHIOE103,0,80,0,6,0,3,3,386
OHIOE105,0,45,0,1,0,4,4,191
OLDHAMA101,0,475,0,1,0,22,37,719
OLDHAMA103,0,421,0,5,0,16,48,749
OLDHAMA104,0,447,0,11,0,25,78,681
OLDHAMAB,0,772,0,13,0,33,74,1298
OLDHAMB101,0,179,0,7,0,0,15,273
OLDHAMB102,0,367,0,8,0,11,42,672
OLDHAMB104,0,180,0,2,0,22,24,364
OLDHAMB105,0,368,1,20,0,24,36,857
OLDHAMB106,0,290,0,7,0,9,48,378
OLDHAMC101,0,158,0,4,0,6,15,448
OLDHAMC102,0,239,1,5,0,8,25,698
OLDHAMC103,0,224,1,10,0,11,32,453
OLDHAMC105,0,174,2,8,0,13,20,459
OLDHAMC106,0,142,1,4,0,11,24,303
OLDHAMD101,0,323,0,4,0,15,36,586
OLDHAMD103,0,211,0,4,0,20,23,725
OLDHAMD104,0,127,0,2,0,9,21,389
OLDHAMD106,0,237,2,15,0,16,50,517
OLDHAME101,0,234,0,8,0,9,33,667
OLDHAME102,0,403,0,11,0,26,59,873
OLDHAME103,0,205,0,11,0,14,37,415
OLDHAME104,0,140,0,4,0,2,15,200
OLDHAME105,0,238,0,4,0,13,26,484
OLDHAME106,0,57,0,3,0,3,12,141
OLDHAMF101,0,175,1,1,0,5,19,322
OLDHAMF102,0,232,0,5,0,13,28,555
OLDHAMF103,0,274,1,6,0,11,32,482
OLDHAMF104,0,156,0,7,0,8,19,388
OLDHAMF105,0,306,0,9,0,26,42,711
OLDHAMF106,0,50,0,3,0,4,8,119
OLDHAMG101,0,364,1,7,0,25,31,695
OLDHAMG102,0,399,0,16,0,26,46,771
OLDHAMG103,0,360,0,14,0,39,39,538
OLDHAMG105,0,103,0,3,0,12,9,224
OLDHAMH101,0,445,2,12,0,31,53,727
OLDHAMH103,0,282,2,12,0,18,21,529
OLDHAMH104,0,234,0,6,0,10,29,441
OLDHAMH105,0,166,0,4,0,16,15,311
OLDHAMH106,0,111,0,6,0,8,8,307
OWENA101,0,42,0,0,0,0,4,169
OWENA103,0,58,1,4,0,6,8,286
OWENA104,0,13,0,0,0,0,8,105
OWENA105,0,105,0,2,0,3,9,355
OWENAB,0,89,0,2,0,2,2,227
OWENB102,0,108,0,0,0,7,21,481
OWENB103,0,133,0,2,0,4,12,393
OWENC101,0,76,1,2,0,3,16,323
OWENC103,0,64,0,3,0,2,9,249
OWENC104,0,78,0,2,0,2,9,292
OWEND101,0,126,0,2,0,5,7,324
OWEND102,0,94,0,5,0,2,9,296
OWEND103,0,76,0,1,0,7,8,245
OWSLEYABSENTEE,0,28,0,0,0,1,3,164
OWSLEYCOW CREEK,0,25,0,0,0,0,2,128
OWSLEYELK LICK,0,35,1,0,0,0,6,223
OWSLEYINDIAN CREEK,0,15,1,0,0,0,4,110
OWSLEYISLAND CREEK,0,11,0,0,0,1,2,79
OWSLEYNORTH BOONEVILLE,0,51,0,0,0,1,3,213
OWSLEYNORTH BOONEVILLE EAST,0,24,0,0,0,0,1,118
OWSLEYSOUTH BOONEVILLE,0,45,0,0,0,0,1,225
OWSLEYSTURGEON,0,22,0,0,0,0,2,214
OWSLEYTOTAL,0,256,2,0,0,3,24,1474
PENDLETONABSENTEE MACHINE,0,66,0,1,0,3,5,247
PENDLETONABSENTEE PAPER,0,68,0,0,0,1,4,83
PENDLETONEARLY VOTE PRESIDENT,0,0,0,0,0,0,0,0
PERRYA101,0,52,0,2,0,0,2,233
PERRYA102,0,40,0,0,0,0,4,232
PERRYA103,0,22,0,0,0,0,1,240
PERRYA104,0,11,0,1,0,1,3,81
PERRYA105,0,26,0,0,0,0,11,279
PERRYA107,0,46,0,1,0,0,6,176
PERRYA108,0,26,0,0,0,1,1,92
PERRYA109,0,103,1,0,0,0,6,305
PERRYA110,0,52,0,3,0,2,5,209
PERRYA111,0,39,0,2,0,1,2,76
PERRYA112,0,89,0,2,0,3,9,294
PERRYA113,0,59,0,2,0,0,4,248
PERRYA114,0,86,0,1,0,2,6,401
PERRYAB,0,158,1,3,0,7,11,404
PERRYB101,0,72,0,1,0,1,3,238
PERRYB102,0,49,0,1,0,2,1,178
PERRYB103,0,67,0,0,0,2,8,212
PERRYB104,0,59,0,3,0,0,2,131
PERRYB105,0,89,1,1,0,5,8,292
PERRYB106,0,44,0,1,0,2,5,307
PERRYB107,0,36,0,1,0,1,2,123
PERRYB108,0,42,0,0,0,2,3,87
PERRYB109,0,63,0,3,0,2,4,121
PERRYB110,0,110,0,1,0,2,8,198
PERRYB111,0,57,0,1,0,0,2,111
PERRYB112,0,47,0,1,0,1,2,111
PERRYB113,0,50,0,0,0,2,7,196
PERRYC102,0,56,0,5,0,0,5,260
PERRYC103,0,58,0,1,0,1,3,209
PERRYC104,0,87,0,4,0,1,5,239
PERRYC105,0,57,1,0,0,2,6,192
PERRYC106,0,46,0,0,0,1,8,224
PERRYC107,0,63,1,1,0,5,8,335
PERRYC108,0,30,0,0,0,3,2,165
PERRYC109,0,26,0,2,0,0,1,216
PERRYC110,0,20,0,0,0,0,1,268
PERRYC111,0,31,0,0,0,3,3,158
PERRYC114,0,68,1,3,0,2,0,317
PIKEA101,0,86,0,0,0,3,3,186
PIKEA102,0,95,0,0,0,3,12,363
PIKEA103,0,98,0,3,0,4,11,370
PIKEA104,0,176,0,0,0,5,17,609
PIKEA105,0,117,1,3,0,5,9,195
PIKEA106,0,169,0,0,0,5,15,628
PIKEA107,0,102,0,7,0,3,11,353
PIKEA108,0,77,0,3,0,4,7,400
PIKEA109,0,25,0,1,0,1,7,217
PIKEA110,0,43,0,0,0,3,9,348
PIKEAB,0,267,0,6,0,6,29,780
PIKEB101,0,100,1,0,0,3,16,502
PIKEB102,0,141,0,4,0,1,17,655
PIKEB103,0,82,0,5,0,0,5,538
PIKEB104,0,80,0,1,0,3,10,343
PIKEB105,0,82,1,2,0,4,0,532
PIKEB106,0,75,0,3,0,0,5,398
PIKEB107,0,77,0,1,0,3,9,322
PIKEC101,0,49,0,2,0,2,2,256
PIKEC102,0,72,0,0,0,0,5,136
PIKEC103,0,144,0,0,0,1,4,349
PIKEC104,0,37,0,0,0,4,4,143
PIKEC105,0,72,0,0,0,5,11,318
PIKEC106,0,28,1,1,0,1,1,152
PIKEC107,0,27,0,0,0,1,1,145
PIKEC108,0,81,3,1,0,0,12,282
PIKEC109,0,50,0,1,0,0,2,241
PIKEC110,0,38,0,0,0,1,5,96
PIKEC111,0,96,1,1,0,4,17,515
PIKEC112,0,13,0,1,0,0,3,142
PIKED101,0,111,0,4,0,2,8,531
PIKED102,0,53,0,5,0,1,5,382
PIKED103,0,85,2,4,0,1,15,360
PIKED104,0,23,0,1,0,0,3,205
PIKED105,0,21,0,2,0,3,7,261
PIKED106,0,48,0,0,0,1,4,275
PIKED107,0,21,0,0,0,0,3,151
PIKED108,0,45,0,0,0,1,1,237
PIKED109,0,19,0,0,0,0,2,114
PIKED110,0,47,1,2,0,3,7,166
PIKED111,0,109,0,1,0,2,7,460
PIKEE101,0,57,0,0,0,2,1,357
PIKEE102,0,38,0,0,0,2,3,286
PIKEE103,0,102,0,1,0,1,8,626
PIKEE104,0,49,0,0,0,0,3,282
PIKEE105,0,85,0,0,0,0,0,322
PIKEE106,0,57,0,0,0,1,4,252
PIKEE107,0,78,0,6,0,7,11,497
PIKEE108,0,16,0,0,0,0,1,172
PIKEE109,0,46,0,0,0,2,9,201
PIKEF101,0,33,0,2,0,1,7,220
PIKEF102,0,37,0,0,0,2,6,232
PIKEF103,0,61,0,3,0,0,2,288
PIKEF104,0,132,1,3,0,4,9,701
PIKEF105,0,76,1,3,0,2,5,387
PIKEF106,0,69,0,0,0,0,6,328
PIKEF107,0,48,0,0,0,2,6,284
PIKEF108,0,112,0,3,0,8,9,649
POWELLA101 VIRDEN #1,0,102,0,2,0,0,11,326
POWELLA102 HARDWICKS CREEK #6,0,132,0,2,0,3,9,400
POWELLABSENTEE,0,100,0,1,0,1,5,219
POWELLB101 CLAY CITY #5,0,77,0,6,0,2,6,191
POWELLB102 CLAY CITY #9,0,119,1,4,0,0,13,458
POWELLC101 STANTON #2,0,112,1,0,0,1,12,277
POWELLC102 STANTON #7,0,131,0,3,0,3,16,295
POWELLD101 ROSSLYN #3,0,141,1,3,0,3,11,353
POWELLD102 SOUTH FORK #4,0,75,0,0,0,0,4,135
POWELLD103 SLADE #11,0,40,0,1,0,1,4,78
POWELLE101 STANTON #8,0,123,1,2,0,6,17,416
POWELLE102 STANTON #10,0,120,1,3,0,2,10,365
PULASKIA101,0,46,0,1,0,2,3,160
PULASKIA102,0,106,1,0,0,7,10,659
PULASKIA103,0,111,0,4,0,4,10,763
PULASKIA104,0,28,0,0,0,2,8,224
PULASKIA105,0,68,0,0,0,4,7,164
PULASKIA106,0,199,0,5,0,17,27,1081
PULASKIA108,0,168,0,6,0,11,27,925
PULASKIA110,0,30,0,2,0,3,4,287
PULASKIA111,0,11,0,0,0,0,0,106
PULASKIA112,0,22,0,1,0,2,1,178
PULASKIAB,0,389,0,4,0,16,44,1473
PULASKIB101,0,30,1,3,0,4,11,319
PULASKIB102,0,9,0,0,0,3,0,134
PULASKIB103,0,20,1,0,0,1,1,246
PULASKIB104,0,45,0,2,0,1,4,256
PULASKIB105,0,67,2,1,0,6,14,531
PULASKIB106,0,59,0,3,0,2,12,439
PULASKIB107,0,89,0,1,0,3,11,193
PULASKIB108,0,69,0,0,0,3,5,240
PULASKIB109,0,31,0,4,0,1,3,387
PULASKIB110,0,73,0,1,0,4,10,595
PULASKIB111,0,48,0,0,0,3,4,308
PULASKIB112,0,50,1,1,0,4,5,349
PULASKIB113,0,21,0,0,0,4,2,175
PULASKIC101,0,47,0,0,0,4,6,164
PULASKIC102,0,135,1,5,0,1,17,677
PULASKIC103,0,138,0,3,0,7,21,356
PULASKIC104,0,197,0,7,0,10,21,665
PULASKIC105,0,82,0,5,0,7,18,781
PULASKIC106,0,76,0,2,0,3,17,654
PULASKIC110,0,102,0,2,0,7,18,845
PULASKIC111,0,38,0,5,0,2,7,216
PULASKIC112,0,9,0,0,0,0,2,149
PULASKIC113,0,14,0,1,0,2,0,70
PULASKID101,0,93,1,1,0,3,10,235
PULASKID102,0,36,0,1,0,1,3,237
PULASKID103,0,32,1,2,0,1,7,291
PULASKID104,0,38,1,3,0,4,13,438
PULASKID105,0,110,1,2,0,3,11,465
PULASKID106,0,30,0,2,0,0,6,385
PULASKID107,0,22,0,1,0,3,0,157
PULASKID108,0,53,0,2,0,4,4,293
PULASKID109,0,57,1,0,0,0,11,371
PULASKID110,0,94,3,6,0,10,19,726
PULASKID111,0,63,0,3,0,5,5,241
PULASKID113,0,47,0,0,0,2,7,137
PULASKID115,0,71,0,4,0,1,11,175
PULASKIE101,0,53,0,3,0,1,3,223
PULASKIE103,0,153,2,12,0,8,23,853
PULASKIE104,0,100,0,3,0,2,14,375
PULASKIE105,0,130,0,1,0,9,17,619
PULASKIE107,0,29,0,0,0,1,4,117
PULASKIE108,0,108,1,5,0,2,10,552
PULASKIE109,0,35,0,1,0,0,3,243
PULASKIE110,0,36,0,0,0,1,4,97
PULASKIE111,0,152,0,4,0,3,16,636
PULASKIE112,0,39,1,2,0,4,11,265
ROBERTSONA101 MT. OLIVET,0,42,0,0,0,4,2,144
ROBERTSONABSENTEE,0,28,0,0,0,1,1,48
ROBERTSONB101 PINHOOK,0,42,0,2,0,2,0,117
ROBERTSONC101 KENTONTOWN,0,37,0,2,0,1,6,124
ROBERTSOND101 BURIKA,0,38,0,0,0,0,6,158
ROBERTSONE101 MT. OLIVET,0,35,0,1,0,0,4,168
ROBERTSONTOTAL,0,222,0,5,0,8,19,759
ROCKCASTLEABSENTEE MACHINE,0,45,0,0,0,1,4,150
ROCKCASTLEABSENTEE PAPER,0,36,1,2,0,0,4,116
ROCKCASTLEEARLY VOTE PRESIDENT,0,0,0,0,0,0,0,0
ROWANA101,0,166,0,4,0,2,12,82
ROWANA102,0,190,3,7,0,2,15,425
ROWANA103,0,89,0,2,0,3,4,36
ROWANA105,0,91,0,3,0,0,4,78
ROWANA106,0,269,3,7,0,9,14,505
ROWANAB,0,234,3,3,0,4,11,334
ROWANB102,0,83,0,0,0,3,8,175
ROWANB104,0,295,0,6,0,6,14,305
ROWANB105,0,268,1,10,0,8,23,368
ROWANB106,0,308,0,6,0,8,17,680
ROWANC101,0,228,0,2,0,2,17,433
ROWANC102,0,116,0,2,0,3,9,177
ROWANC103,0,100,0,4,0,2,6,75
ROWANC104,0,96,1,7,0,4,9,213
ROWANC106,0,165,1,5,0,1,11,259
ROWAND101,0,80,1,4,0,2,5,83
ROWAND102,0,161,0,1,0,2,10,330
ROWAND103,0,216,0,4,0,6,11,426
ROWAND104,0,140,0,8,0,1,7,190
RUSSELLA101,0,94,0,2,0,2,7,359
RUSSELLA102,0,87,0,0,0,4,11,358
RUSSELLA103,0,54,0,0,0,2,9,494
RUSSELLAB,0,117,0,1,0,6,9,489
RUSSELLB101,0,51,0,0,0,0,10,368
RUSSELLB102,0,50,1,0,0,1,9,318
RUSSELLB103,0,68,0,1,0,0,12,542
RUSSELLC101,0,75,0,1,0,2,8,533
RUSSELLC102,0,65,1,0,0,1,1,302
RUSSELLC103,0,44,0,1,0,5,9,432
RUSSELLC104,0,29,0,0,0,0,3,201
RUSSELLD101,0,59,0,1,0,7,18,454
RUSSELLD102,0,53,1,1,0,3,9,465
RUSSELLD103,0,40,0,1,0,4,10,394
RUSSELLE101,0,103,0,4,0,5,18,582
RUSSELLE102,0,53,0,0,0,0,5,265
RUSSELLE103,0,51,0,1,0,6,5,307
SCOTTA100,0,128,0,6,0,6,19,420
SCOTTA102,0,65,0,1,0,11,12,293
SCOTTA104,0,93,0,1,0,2,10,245
SCOTTA106,0,251,0,5,0,18,28,565
SCOTTA110,0,127,0,0,0,8,22,341
SCOTTA112,0,62,1,3,0,6,10,260
SCOTTA114,0,26,0,0,0,0,2,47
SCOTTA116,0,148,0,4,0,10,11,220
SCOTTAB,0,497,0,6,0,25,34,803
SCOTTB101,0,216,1,6,0,22,32,399
SCOTTB103,0,123,1,2,0,4,14,370
SCOTTB105,0,122,2,4,0,3,8,318
SCOTTB109,0,125,0,4,0,7,12,181
SCOTTB111,0,98,0,4,0,5,13,369
SCOTTB113,0,154,1,7,0,5,35,331
SCOTTC108,0,156,0,1,0,13,21,420
SCOTTC110,0,152,1,2,0,14,10,276
SCOTTC112,0,208,0,3,0,13,32,403
SCOTTC114,0,161,0,1,0,3,7,244
SCOTTC116,0,197,0,0,0,13,25,426
SCOTTC118,0,252,0,8,0,13,35,449
SCOTTD111,0,206,3,2,0,6,24,451
SCOTTD113,0,278,0,2,0,14,42,755
SCOTTD115,0,172,0,2,0,1,12,323
SCOTTD119,0,227,2,3,0,5,28,399
SCOTTD121,0,131,0,1,0,4,16,337
SCOTTD123,0,227,0,4,0,21,25,393
SCOTTE118,0,103,0,1,0,4,11,205
SCOTTE120,0,90,0,1,0,2,9,161
SCOTTE122,0,246,2,1,0,3,11,123
SCOTTE124,0,172,1,5,0,11,14,171
SCOTTE126,0,160,1,3,0,5,18,232
SCOTTE128,0,99,0,0,0,7,6,179
SCOTTF117,0,210,0,6,0,9,24,431
SCOTTF119,0,129,1,4,0,6,12,173
SCOTTF121,0,185,1,7,0,12,16,333
SCOTTF123,0,187,0,2,0,6,10,235
SCOTTF125,0,87,0,6,0,2,9,107
SCOTTF127,0,206,0,1,0,13,31,470
SCOTTF129,0,158,0,0,0,15,26,307
SCOTTF131,0,127,0,2,0,4,14,187
SCOTTG128,0,140,1,3,0,5,14,174
SCOTTG130,0,159,0,1,0,4,16,224
SCOTTG132,0,233,0,7,0,10,28,425
SCOTTG134,0,202,0,2,0,9,21,434
SCOTTG136,0,218,0,5,0,23,24,443
SCOTTG138,0,0,0,0,0,0,0,0
SHELBYA101,0,195,0,7,0,7,12,492
SHELBYA102,0,259,1,7,0,3,18,242
SHELBYA103,0,112,0,3,0,7,12,314
SHELBYA104,0,103,1,2,0,8,17,348
SHELBYA105,0,161,0,2,0,5,9,313
SHELBYAB,0,400,0,12,0,21,37,679
SHELBYB101,0,146,0,1,0,6,19,486
SHELBYB102,0,161,0,3,0,9,16,557
SHELBYB103,0,82,0,1,0,3,5,194
SHELBYB104,0,305,0,4,0,10,34,617
SHELBYB105,0,156,1,3,0,14,11,392
SHELBYC101,0,222,1,6,0,15,31,480
SHELBYC102,0,146,0,3,0,14,22,417
SHELBYC103,0,203,0,3,0,15,21,347
SHELBYC104,0,161,0,3,0,12,21,422
SHELBYC105,0,219,0,2,0,17,23,349
SHELBYD101,0,95,0,4,0,2,15,300
SHELBYD102,0,160,0,5,0,6,17,460
SHELBYD103,0,205,0,6,0,16,23,334
SHELBYD104,0,106,1,3,0,3,14,327
SHELBYD105,0,164,0,1,0,13,16,363
SHELBYE101,0,339,0,7,0,20,26,460
SHELBYE102,0,153,1,6,0,5,15,391
SHELBYE103,0,209,0,3,0,8,13,421
SHELBYE104,0,104,0,1,0,9,6,280
SHELBYE105,0,22,0,0,0,2,3,107
SHELBYF101,0,217,0,2,0,16,21,524
SHELBYF102,0,253,1,5,0,16,28,523
SHELBYF103,0,129,1,6,0,16,20,304
SHELBYF104,0,94,0,2,0,4,8,216
SHELBYF105,0,117,0,4,0,8,13,482
SHELBYG101,0,239,0,1,0,2,27,280
SHELBYG102,0,139,0,7,0,3,19,202
SHELBYG103,0,259,2,7,0,7,12,378
SHELBYG104,0,241,0,6,0,2,25,195
SIMPSONA101,0,138,0,0,0,4,29,587
SIMPSONA102,0,108,0,1,0,7,15,439
SIMPSONA103,0,131,0,8,0,0,12,282
SIMPSONAB,0,139,1,1,0,3,7,281
SIMPSONB101,0,142,1,8,0,9,27,445
SIMPSONB102,0,136,0,2,0,2,9,160
SIMPSONB103,0,208,0,4,0,6,18,494
SIMPSONC101,0,88,1,1,0,2,3,225
SIMPSONC103,0,117,1,2,0,2,6,247
SIMPSONC104,0,303,1,3,0,12,30,927
SIMPSOND101,0,65,0,2,0,5,7,201
SIMPSOND102,0,101,0,1,0,8,12,296
SIMPSOND103,0,281,0,1,0,1,8,146
SIMPSOND104,0,187,0,4,0,4,17,347
SPENCERA101,0,354,0,12,0,14,30,1189
SPENCERAB2,0,19,1,1,0,1,3,86
SPENCERAB4,0,74,1,1,0,6,11,259
SPENCERB101,0,189,0,1,0,12,25,725
SPENCERB102,0,165,0,4,0,13,24,652
SPENCERC101,0,175,0,3,0,7,37,751
SPENCERC102,0,298,0,5,0,24,30,994
SPENCERD101,0,55,0,0,0,3,6,236
SPENCERD102,0,89,0,3,0,1,8,384
SPENCERD103,0,36,1,0,0,0,8,124
SPENCERD104,0,30,0,0,0,1,3,86
SPENCERD105,0,82,0,6,0,4,8,333
SPENCERD106,0,7,0,0,0,0,1,20
SPENCERE101,0,118,0,4,0,7,14,472
SPENCERE102,0,116,0,2,0,11,20,480
SPENCERE103,0,114,1,2,0,7,9,405
TAYLORA101,0,47,0,2,0,2,0,318
TAYLORA102,0,79,1,0,0,11,12,319
TAYLORA104,0,231,0,3,0,15,33,664
TAYLORAB,0,166,0,3,0,9,6,535
TAYLORB101,0,95,0,2,0,5,7,424
TAYLORB102,0,188,0,5,0,8,18,458
TAYLORB103,0,100,0,2,0,0,1,75
TAYLORB104,0,100,0,2,0,4,6,262
