precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,pri_rep_WILLIAMS,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_KENISTON,gen_ind_KOTLIKOFF,gen_ind_MALDONADO,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_SCHOENKE,gen_ind_SOLTYSIK,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,general_total
JUNEAUVILLAGE OF CAMP DOUGLAS WARD 1,16,0,1,50,0,1,0,34,0,0,1,7,2,0,0,63,0,1,81,0,0,0,0,0,0,0,0,0,0,0,0,7,183,67,272
JUNEAUVILLAGE OF HUSTLER WARD 1,16,0,0,23,0,0,0,11,0,0,0,0,0,0,0,15,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,57,39,102
JUNEAUVILLAGE OF LYNDON STATION WARD 1,35,0,0,32,0,1,0,12,0,0,1,7,0,0,0,43,0,2,90,2,0,0,0,0,0,0,0,0,0,0,0,5,96,67,195
JUNEAUVILLAGE OF NECEDAH WARD 1,49,0,0,52,0,2,1,52,2,0,1,16,0,1,1,91,0,4,138,2,0,1,0,0,0,0,0,0,0,0,0,16,218,101,379
JUNEAUVILLAGE OF UNION CENTER WARD 1,13,0,0,18,0,0,0,13,0,0,0,9,0,0,0,22,0,1,33,1,0,0,0,0,0,0,0,0,0,0,0,3,60,31,98
JUNEAUVILLAGE OF WONEWOC WARD 1,35,0,0,55,0,0,0,33,1,0,0,22,0,0,0,60,0,1,133,7,0,0,0,0,0,0,0,2,0,0,0,13,178,90,334
KENOSHACITY OF KENOSHA WARD 1,93,0,0,133,0,1,0,45,1,0,0,16,0,1,0,51,0,2,331,16,0,0,1,0,0,0,0,2,0,0,0,14,159,226,525
KENOSHACITY OF KENOSHA WARD 10,73,0,0,102,1,1,0,18,0,0,2,2,0,3,0,31,0,2,302,5,0,1,0,0,0,0,0,0,0,0,0,9,93,175,412
KENOSHACITY OF KENOSHA WARD 11,64,0,0,130,0,2,0,29,0,0,0,12,0,0,0,23,0,2,279,10,0,0,0,0,0,0,0,0,0,0,0,11,99,194,401
KENOSHACITY OF KENOSHA WARD 12,105,0,0,152,0,1,0,56,1,0,0,41,0,1,1,53,0,2,330,11,0,0,0,0,0,0,0,0,0,0,0,27,181,257,551
KENOSHACITY OF KENOSHA WARD 13,147,0,0,105,0,1,0,107,0,0,0,53,0,2,0,132,0,0,357,2,0,0,0,0,0,0,0,2,0,0,0,13,319,252,693
KENOSHACITY OF KENOSHA WARD 14,79,0,0,148,1,3,0,70,0,0,0,38,0,2,0,66,0,0,313,10,0,1,1,0,0,0,0,3,0,0,0,19,249,227,596
KENOSHACITY OF KENOSHA WARD 15,210,0,1,134,0,0,0,95,0,0,1,50,0,5,0,112,0,1,548,7,0,0,0,0,0,0,0,2,1,0,0,26,322,345,907
KENOSHACITY OF KENOSHA WARD 16,71,0,0,96,0,0,0,26,0,0,0,19,1,1,0,61,0,3,209,1,0,0,0,0,0,0,0,2,0,0,0,15,126,167,356
KENOSHACITY OF KENOSHA WARD 17,38,0,0,45,0,0,0,29,0,0,0,4,0,0,0,21,0,4,104,3,0,0,0,0,0,0,0,2,1,0,0,4,56,83,174
KENOSHACITY OF KENOSHA WARD 18,138,0,1,141,0,0,0,79,0,0,0,19,1,1,0,77,0,1,392,7,0,0,0,0,0,0,0,1,0,1,0,27,221,280,650
KENOSHACITY OF KENOSHA WARD 19,80,0,1,41,1,0,0,21,0,0,0,3,0,0,0,28,0,2,177,0,0,0,0,0,0,0,0,0,2,0,0,3,99,122,283
