precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,pri_rep_WILLIAMS,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_KENISTON,gen_ind_KOTLIKOFF,gen_ind_MALDONADO,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_SCHOENKE,gen_ind_SOLTYSIK,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,general_total
GREEN LAKECITY OF GREEN LAKE WARDS 1-3,60,0,0,78,1,2,0,137,0,0,1,33,0,3,0,114,0,4,205,1,0,0,0,0,0,0,0,4,0,0,0,15,330,138,559
GREEN LAKECITY OF MARKESAN WARDS 1-3,54,0,0,77,1,3,2,167,0,0,0,31,1,7,1,113,0,6,176,6,0,0,0,0,0,0,0,4,0,0,0,13,479,131,684
GREEN LAKECITY OF PRINCETON WARDS 1-4,59,0,0,83,2,0,0,97,0,0,0,24,0,1,0,131,0,1,181,9,0,1,0,0,0,0,0,1,1,0,0,18,383,142,595
GREEN LAKETOWN OF BROOKLYN WARDS 1-3,114,0,1,154,1,2,2,302,0,0,1,67,1,6,0,246,0,7,327,8,0,0,0,0,0,0,0,14,2,0,0,39,729,269,1126
GREEN LAKETOWN OF GREEN LAKE WARDS 1-2,49,0,0,62,0,1,0,185,1,0,0,48,0,2,0,162,0,4,174,3,0,0,0,0,0,0,0,3,0,0,0,22,506,111,712
GREEN LAKETOWN OF KINGSTON WARDS 1-2,18,0,0,36,0,3,0,73,0,0,1,16,1,3,1,61,0,9,60,3,0,0,0,0,0,0,0,0,0,0,0,14,202,54,288
GREEN LAKETOWN OF MACKFORD WARD 1,12,0,0,26,0,1,1,95,1,0,0,11,0,1,0,52,0,0,42,2,0,0,0,0,0,0,0,0,0,0,0,4,237,38,285
GREEN LAKETOWN OF MANCHESTER WARD 1,24,0,0,44,1,0,1,96,1,0,0,17,0,2,0,76,0,3,87,3,0,0,0,0,0,0,0,1,2,0,0,4,256,68,356
GREEN LAKETOWN OF MARQUETTE WARD 1,28,0,0,28,1,2,0,62,0,0,2,11,1,0,0,63,0,1,73,1,0,0,0,0,0,0,0,1,0,0,0,5,196,56,277
GREEN LAKETOWN OF PRINCETON WARDS 1-4,75,0,1,112,0,3,0,168,0,0,0,36,0,7,0,221,0,2,251,9,0,0,0,0,0,0,0,0,1,0,0,20,580,188,863
GREEN LAKETOWN OF SENECA WARD 1,29,0,0,20,0,0,1,50,0,0,0,10,0,3,0,64,0,0,67,2,0,0,0,0,0,0,0,1,0,0,0,6,152,49,228
GREEN LAKETOWN OF ST. MARIE WARDS 1-2,13,0,1,31,1,1,1,38,0,1,1,7,0,2,0,71,0,1,65,0,0,0,0,0,0,0,0,0,1,0,0,3,159,45,229
GREEN LAKEVILLAGE OF KINGSTON WARD 1,19,0,0,21,1,2,0,33,0,0,1,8,0,0,0,36,0,0,43,4,0,0,0,0,0,0,0,1,0,0,0,6,114,40,168
GREEN LAKEVILLAGE OF MARQUETTE WARD 1,14,0,0,12,0,0,1,16,0,1,0,5,0,0,0,32,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,3,52,26,87
GREENTOWN OF ADAMS WARD 1,56,0,0,56,0,1,0,31,0,0,0,20,0,0,0,60,0,0,137,1,0,0,0,0,0,0,0,0,0,0,0,6,146,112,290
GREENTOWN OF ALBANY WARDS 1-2,101,0,1,156,0,2,0,91,0,0,1,57,0,2,1,122,0,2,275,8,0,0,0,0,0,0,0,0,0,0,0,26,339,258,650
GREENTOWN OF CADIZ WARD 1,49,0,1,66,0,2,1,89,0,0,0,28,0,2,0,77,0,1,161,2,0,0,0,0,0,0,0,0,0,0,0,10,274,116,448
GREENTOWN OF CLARNO WARDS 1-2,63,0,0,123,1,3,1,96,0,0,0,54,1,2,1,112,0,5,232,5,0,0,0,0,0,0,0,0,1,0,0,21,376,186,640
GREENTOWN OF JEFFERSON WARDS 1-2,70,0,0,106,2,3,0,114,0,1,1,41,0,4,0,131,0,3,193,10,0,0,0,0,0,0,0,0,0,0,0,25,395,176,626
GREENTOWN OF JORDAN WARD 1,31,0,0,81,0,0,0,36,0,0,1,34,0,0,0,58,0,2,129,1,0,0,0,0,0,0,0,0,1,0,0,10,174,112,317
GREENTOWN OF MONROE WARDS 1-2,92,0,0,142,2,1,0,114,0,0,0,55,1,2,0,130,0,4,301,5,0,0,0,0,0,0,0,6,1,0,0,22,371,234,710
GREENTOWN OF SPRING GROVE WARD 1,59,0,0,80,0,0,0,82,0,0,1,38,1,2,0,114,0,1,162,3,0,0,0,0,0,0,0,1,0,0,0,23,275,139,465
GREENTOWN OF SYLVESTER WARDS 1-2,65,0,0,106,0,2,0,91,1,0,1,49,1,1,0,93,0,2,225,3,0,0,0,0,0,0,0,0,0,0,0,23,312,171,565
GREENTOWN OF WASHINGTON WARD 1,70,0,0,102,0,1,0,48,0,0,0,27,1,1,0,94,0,2,223,2,0,0,0,0,0,0,0,0,0,0,0,9,212,172,448
GREENTOWN OF YORK WARD 1,86,0,0,161,0,2,1,82,0,0,0,33,0,0,0,64,0,6,294,7,0,0,0,0,0,0,0,4,0,0,0,11,219,247,541
GREENVILLAGE OF ALBANY WARDS 1-2,89,0,0,157,2,1,0,54,0,0,1,30,1,0,0,67,0,2,245,6,0,0,0,0,0,0,0,0,0,0,0,25,198,246,476
GREENVILLAGE OF BELLEVILLE WARD 3,34,0,0,83,0,0,0,28,0,0,0,14,0,2,0,22,0,2,169,7,0,0,0,0,0,0,0,0,0,0,0,11,97,117,286
GREENVILLAGE OF BROOKLYN WARD 2,34,0,0,87,0,0,0,20,0,0,0,5,1,0,0,29,0,2,143,4,0,0,0,0,0,0,0,0,0,0,0,14,87,121,250
GREENVILLAGE OF BROWNTOWN WARD 1,12,0,0,24,0,1,0,19,0,0,1,8,0,0,0,25,0,1,43,1,0,0,0,0,0,0,0,0,0,0,0,5,67,36,117
GREENVILLAGE OF MONTICELLO WARDS 1-2,110,0,1,166,0,0,1,81,0,0,0,42,0,2,0,75,0,3,353,7,0,0,0,0,0,0,0,1,0,0,0,25,239,277,628
IOWACITY OF DODGEVILLE WARDS 1-10,400,0,4,686,5,6,0,316,0,1,2,185,6,8,1,251,0,9,1340,26,0,0,0,0,0,0,0,0,0,0,0,130,842,1090,2347
IOWATOWN OF ARENA WARD 1-2,145,0,0,244,0,2,0,103,0,0,0,37,1,2,0,111,0,3,435,8,0,0,0,0,0,0,0,0,0,0,0,18,325,389,789
IOWATOWN OF BRIGHAM WARDS 1-2,110,0,1,186,0,0,1,87,0,0,1,42,0,0,0,82,1,1,372,3,0,0,0,0,0,0,0,0,0,0,0,24,229,297,629
IOWATOWN OF CLYDE WARD 1,31,0,0,69,0,3,0,18,0,0,1,19,0,1,0,18,0,1,111,7,0,0,0,0,0,0,0,0,0,0,0,9,68,100,196
IOWATOWN OF EDEN WARD 1,38,0,0,44,0,1,0,27,0,0,0,33,0,3,0,30,0,1,93,0,0,0,0,0,0,0,0,0,0,0,0,11,99,82,204
IOWATOWN OF HIGHLAND WARD 1-2,65,0,0,67,1,3,0,58,0,0,0,23,1,1,0,64,0,2,176,3,0,0,0,0,0,0,0,0,1,0,0,10,183,132,375
IOWATOWN OF LINDEN WARD 1-3,53,0,0,72,3,1,1,55,0,1,0,25,0,2,2,74,0,4,157,3,0,0,0,0,0,0,0,0,1,0,0,4,207,125,376
IOWATOWN OF MIFFLIN WARD 1-2,41,0,1,53,0,0,2,46,0,0,0,21,0,1,0,40,0,4,108,4,0,0,0,0,0,0,0,0,1,0,0,8,145,95,270
IOWATOWN OF MINERAL POINT WARD 1-2,67,0,0,90,1,0,1,100,2,0,0,43,0,3,0,87,0,3,215,0,0,1,0,0,0,0,0,2,1,0,0,13,243,157,478
IOWATOWN OF MOSCOW WARD 1-2,57,0,0,100,1,0,0,43,0,0,0,15,0,1,0,42,0,2,185,5,0,0,0,0,0,0,0,0,1,0,0,6,136,157,335
IOWATOWN OF PULASKI WARD 1,25,0,0,35,1,0,1,24,0,0,0,11,0,1,0,28,0,0,79,2,0,0,0,0,0,0,0,0,0,0,0,3,96,60,180
IOWATOWN OF RIDGEWAY WARD 1-2,80,0,1,78,1,0,0,48,2,0,0,23,0,2,0,55,0,3,212,0,0,0,0,0,0,0,0,0,0,0,0,13,126,159,354
IOWATOWN OF WALDWICK WARD 1-2,41,0,1,78,0,0,0,21,0,0,0,22,0,2,0,39,0,0,140,0,0,1,0,0,0,0,0,1,0,0,0,15,98,120,255
IOWATOWN OF WYOMING WARD 1-2,46,0,0,63,0,0,0,21,0,0,0,19,0,1,0,23,0,0,144,5,0,0,0,0,0,0,0,2,0,0,0,7,61,109,219
IOWAVILLAGE OF ARENA WARD 1,59,0,0,129,0,1,0,50,0,0,1,20,1,3,0,35,0,2,223,5,0,1,0,0,0,0,0,0,0,0,0,18,150,188,399
IOWAVILLAGE OF AVOCA WARD 1,43,0,0,58,1,0,1,15,0,0,0,5,0,0,0,53,0,1,105,6,0,0,0,0,0,0,0,0,1,0,0,8,108,101,229
IOWAVILLAGE OF BARNEVELD WARDS 1-2,96,0,0,157,1,1,0,56,1,0,0,44,0,2,0,70,0,4,375,2,0,0,0,0,0,0,0,0,0,0,0,38,215,253,634
IOWAVILLAGE OF BLANCHARDVILLE WARD 2,21,0,0,23,0,0,0,10,0,0,0,3,0,0,0,8,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,4,27,44,84
IOWAVILLAGE OF COBB WARD 1,37,0,1,47,0,2,0,35,0,0,0,28,0,1,0,29,0,4,126,2,0,0,0,0,0,0,0,0,0,0,0,15,96,85,243
IOWAVILLAGE OF HIGHLAND WARD 1,66,0,0,72,0,1,0,51,0,0,0,11,2,4,0,54,0,2,193,2,0,1,0,0,0,0,0,0,1,0,0,10,175,138,384
IOWAVILLAGE OF HOLLANDALE WARD 1,38,0,0,39,0,0,0,5,0,0,0,7,0,0,0,10,0,1,104,1,0,0,0,0,0,0,0,0,0,0,0,3,31,77,140
IOWAVILLAGE OF LINDEN WARD 1,44,0,0,57,0,0,0,23,0,0,0,9,0,2,0,25,0,0,120,2,0,0,0,0,0,0,0,0,1,0,0,11,92,101,226
IOWAVILLAGE OF LIVINGSTON WARD 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
IOWAVILLAGE OF MONTFORT WARD 2,12,0,0,12,0,1,0,7,0,0,0,3,0,0,0,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,22,24,54
IOWAVILLAGE OF MUSCODA WARD 3,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,6,6,14
IOWAVILLAGE OF REWEY WARD 1,12,0,0,27,0,1,0,6,0,0,0,8,0,2,0,13,0,0,55,0,0,0,0,0,0,0,0,0,1,0,0,8,38,39,102
IOWAVILLAGE OF RIDGEWAY WARD 1,57,0,0,113,1,3,0,32,0,1,0,11,1,1,0,46,0,2,155,4,0,0,0,0,0,0,0,0,0,0,0,20,135,170,316
IRONCITY OF MONTREAL WARD 1-2,57,0,1,79,0,0,0,45,0,0,0,24,0,2,1,110,0,1,175,3,0,0,0,0,0,0,0,0,0,0,0,7,232,137,418
IRONTOWN OF ANDERSON WARD 1,7,0,0,4,0,0,0,5,0,0,0,5,1,0,0,14,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,23,11,47
IRONTOWN OF CAREY WARD 1,9,0,0,9,0,0,0,13,0,0,0,7,0,1,0,22,0,0,28,2,0,0,0,0,0,0,0,0,0,0,0,3,62,18,95
IRONTOWN OF GURNEY WARD 1,19,0,0,17,0,0,0,6,0,0,0,2,0,0,0,17,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,41,36,83
IRONTOWN OF KIMBALL WARD 1,39,0,1,30,0,1,0,31,0,0,0,17,1,4,0,62,0,0,112,3,0,0,0,0,0,0,0,0,0,0,0,7,171,70,293
IRONTOWN OF KNIGHT WARD 1,9,0,0,26,0,0,0,9,0,0,0,3,0,0,0,34,0,1,38,6,0,0,0,0,0,0,0,0,0,0,0,0,57,35,102
IRONTOWN OF MERCER WARDS 1-4,105,0,0,148,1,1,3,132,1,0,1,65,0,6,1,305,0,2,307,7,0,0,0,0,0,0,0,1,0,0,0,24,634,253,975
IRONTOWN OF OMA WARD 1,24,0,0,29,0,0,0,35,0,0,0,14,0,0,0,66,0,0,83,1,0,0,0,0,0,0,0,1,0,0,0,1,156,53,242
IRONTOWN OF PENCE WARD 1,18,0,0,21,0,0,0,11,0,0,0,1,0,1,0,27,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,3,50,39,101
IRONTOWN OF SAXON WARD 1,22,0,1,36,0,0,0,22,0,0,0,17,0,2,1,57,0,1,74,3,0,0,0,0,0,0,0,0,0,0,0,6,130,59,214
IRONTOWN OF SHERMAN WARD 1,24,0,0,37,0,1,0,33,0,0,0,13,0,0,0,52,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,3,130,61,199
JACKSONCITY OF BLACK RIVER FALLS WARD 1,77,0,1,101,1,3,0,56,0,0,1,23,0,2,1,76,0,1,237,5,0,0,0,0,0,0,0,1,0,0,0,12,212,179,468
JACKSONCITY OF BLACK RIVER FALLS WARD 2,58,0,0,90,0,3,1,47,0,1,0,17,0,0,0,57,0,2,186,4,0,1,0,0,0,0,0,2,0,0,0,18,152,148,365
JACKSONCITY OF BLACK RIVER FALLS WARD 3,41,0,0,76,0,0,1,22,0,0,1,8,0,0,0,51,0,1,149,7,0,1,0,0,0,0,0,0,0,0,0,11,106,117,275
JACKSONCITY OF BLACK RIVER FALLS WARD 4,68,0,0,86,1,1,0,63,1,0,1,11,0,2,0,88,0,1,179,4,0,0,0,0,0,0,0,1,0,0,0,14,221,154,420
JACKSONTOWN OF ADAMS WARD 1-3,110,0,2,167,2,0,1,102,1,0,0,19,0,3,0,178,0,3,301,15,0,1,0,0,0,0,0,0,1,0,0,22,428,279,771
JACKSONTOWN OF ALBION WARD 1-4,78,0,0,137,1,2,0,79,0,0,4,27,0,2,1,118,0,5,248,7,0,3,0,0,0,0,0,1,1,0,0,16,345,215,626
JACKSONTOWN OF BEAR BLUFF WARD 1,1,0,0,8,0,0,0,23,0,0,1,1,1,3,0,21,0,1,6,0,0,1,0,0,0,0,0,1,0,0,0,3,69,9,81
JACKSONTOWN OF BROCKWAY WARD 1-6,114,0,2,199,1,0,0,68,0,1,2,10,1,3,0,112,0,4,432,10,0,0,0,0,0,0,0,0,1,0,0,27,330,315,804
JACKSONTOWN OF CITY POINT WARD 1,14,0,0,20,1,0,0,20,0,0,0,0,0,1,0,28,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,63,34,99
JACKSONTOWN OF CLEVELAND WARD 1,21,0,0,60,0,1,0,48,0,0,0,4,0,0,0,64,0,0,80,5,0,1,0,0,0,0,0,2,1,0,0,6,154,81,249
JACKSONTOWN OF CURRAN WARD 1,36,0,0,28,0,0,0,15,0,0,0,2,0,0,0,36,0,1,69,0,0,0,0,0,0,0,0,0,0,0,0,5,85,64,160
JACKSONTOWN OF FRANKLIN WARD 1,32,0,0,38,0,0,0,10,1,0,0,8,0,0,0,29,0,0,91,2,0,0,0,0,0,0,0,0,0,0,0,2,100,70,195
JACKSONTOWN OF GARDEN VALLEY WARD 1,28,0,1,29,1,1,0,50,0,0,0,9,0,0,0,59,0,4,74,1,0,1,0,0,0,0,1,0,0,0,0,6,142,58,229
JACKSONTOWN OF GARFIELD WARD 1,46,0,0,49,0,0,1,41,0,0,0,10,0,2,0,75,0,1,97,3,0,0,0,0,0,0,0,2,0,0,0,12,214,95,329
JACKSONTOWN OF HIXTON WARD 1-2,40,0,0,40,0,2,0,41,0,0,1,9,1,0,0,76,0,0,99,2,0,0,0,0,0,0,0,1,1,0,0,9,203,80,315
JACKSONTOWN OF IRVING WARD 1-3,47,0,0,80,0,3,0,30,0,0,0,16,1,1,0,67,0,2,145,2,0,0,0,0,0,0,0,0,0,0,0,16,191,127,356
JACKSONTOWN OF KNAPP WARD 1,23,0,0,23,0,0,0,38,0,0,0,7,0,0,0,43,0,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,141,46,190
JACKSONTOWN OF KOMENSKY WARD 1,24,0,0,73,0,0,0,8,0,0,0,5,0,1,0,7,0,1,114,6,0,0,0,0,0,0,0,0,0,0,0,3,28,97,152
JACKSONTOWN OF MANCHESTER WARD 1,42,0,1,51,1,0,0,60,0,0,1,16,0,2,0,93,0,1,118,7,0,0,0,0,0,0,0,4,0,0,0,16,250,94,396
JACKSONTOWN OF MELROSE WARD 1,31,0,1,33,0,1,1,42,0,0,0,8,0,0,0,34,0,0,81,0,0,0,0,0,0,0,0,1,0,0,0,8,135,65,225
JACKSONTOWN OF MILLSTON WARD 1,7,0,0,25,0,1,0,10,0,0,0,3,0,0,0,29,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,59,32,92
JACKSONTOWN OF NORTH BEND WARD 1,34,0,0,38,0,1,0,40,0,0,1,10,0,0,0,38,0,1,120,3,0,1,0,0,0,0,0,0,0,0,0,9,136,72,270
JACKSONTOWN OF NORTHFIELD WARD 1,53,0,0,41,0,0,0,54,1,0,0,7,1,1,0,80,0,3,129,0,0,2,0,0,0,0,0,0,0,0,0,8,211,94,353
JACKSONTOWN OF SPRINGFIELD WARD 1,50,0,0,29,0,1,0,28,0,0,0,5,0,0,0,41,0,1,94,0,0,0,0,0,0,0,0,1,0,0,0,13,114,79,223
JACKSONVILLAGE OF ALMA CENTER WARD 1,42,0,0,55,0,3,0,38,0,0,0,5,1,2,0,36,0,3,99,1,0,0,0,0,0,0,0,0,0,0,0,12,104,97,219
JACKSONVILLAGE OF HIXTON WARD 1,21,0,0,52,0,0,0,28,0,0,0,3,0,1,0,47,0,2,95,2,0,0,0,0,0,0,0,0,0,0,0,5,110,73,214
JACKSONVILLAGE OF MELROSE WARD 1,36,0,0,61,2,1,0,44,0,0,0,10,0,3,0,33,0,1,129,10,0,0,0,0,0,0,0,0,0,0,0,10,119,97,269
JACKSONVILLAGE OF MERRILLAN WARD 1,38,0,0,56,0,0,0,24,0,0,0,5,1,0,0,41,0,5,116,5,0,0,0,0,0,0,0,0,0,0,0,8,107,94,241
JACKSONVILLAGE OF TAYLOR WARD 1,32,0,2,32,0,0,0,15,0,0,0,5,1,0,0,36,0,3,71,2,0,1,0,0,0,0,0,1,0,0,0,7,97,66,182
JEFFERSONCITY OF WATERLOO WARDS 1-5,184,0,0,352,3,6,1,253,0,0,0,79,2,7,0,213,0,5,711,28,0,2,0,0,0,0,0,5,1,0,0,71,780,536,1603
JEFFERSONCITY OF WATERTOWN WARD 11-12,111,0,0,167,5,0,0,226,1,0,0,59,2,5,1,136,0,6,334,13,0,3,0,0,0,0,0,10,2,0,0,52,625,278,1045
JEFFERSONCITY OF WATERTOWN WARD 13-14,113,0,0,186,3,2,1,318,0,0,0,81,2,5,0,147,0,8,389,10,0,0,0,0,0,0,0,8,2,0,0,42,653,299,1112
JEFFERSONCITY OF WATERTOWN WARD 15-16,133,0,1,206,1,2,1,292,1,0,0,83,0,6,0,168,0,11,458,14,0,0,0,0,0,0,0,22,2,0,0,64,745,340,1316
JEFFERSONCITY OF WATERTOWN WARD 17-18,174,0,1,192,3,6,0,465,0,0,1,118,2,6,0,190,0,6,473,9,0,0,0,0,0,0,0,10,0,0,0,56,949,367,1503
JEFFERSONCITY OF WATERTOWN WARD 9-10,90,0,1,158,0,2,2,481,0,0,0,47,0,8,0,99,0,11,315,18,0,0,0,0,0,0,0,15,1,0,0,50,795,249,1205
JEFFERSONCITY OF WHITEWATER WARD 12,53,0,0,347,0,5,0,136,0,0,0,63,0,11,0,77,0,0,368,14,0,1,0,0,0,0,0,0,0,0,0,53,369,400,805
JEFFERSONCITY OF WHITEWATER WARDS 10-11,22,0,1,49,0,0,1,45,1,0,0,14,0,0,1,18,0,1,288,8,0,0,0,0,0,0,0,6,0,0,0,28,188,72,519
JEFFERSONTOWN OF COLD SPRING WARD 1,51,0,1,80,0,0,0,99,0,0,0,27,0,3,0,78,0,2,167,1,0,1,0,0,0,0,0,1,0,0,0,19,279,132,470
JEFFERSONTOWN OF IXONIA WARDS 1-6,195,0,1,278,3,12,1,887,0,0,2,175,3,12,0,355,0,13,666,21,0,0,0,0,0,0,0,25,4,0,0,114,1875,474,2718
JEFFERSONTOWN OF OAKLAND WARD 1-4,281,0,1,389,0,5,0,301,3,0,1,140,0,9,0,252,0,8,895,27,0,0,0,0,0,0,0,3,0,0,0,55,830,671,1818
JEFFERSONTOWN OF PALMYRA WARD 1-2,66,0,0,112,1,2,0,206,1,0,0,45,0,2,0,137,0,5,234,6,0,0,0,0,0,0,0,4,0,0,0,21,487,178,757
JEFFERSONTOWN OF SUMNER WARD 1,66,0,0,96,0,4,0,87,1,0,0,36,0,3,0,96,0,2,203,4,0,0,0,0,0,0,0,6,0,0,0,14,291,162,520
JEFFERSONTOWN OF WATERLOO WARD 1,40,0,0,117,1,1,0,118,0,0,0,29,2,3,0,84,0,4,189,6,0,0,0,0,0,0,0,0,0,0,0,24,283,157,506
JEFFERSONVILLAGE OF CAMBRIDGE WARD 1,8,0,0,14,0,0,0,4,0,0,0,3,0,0,0,2,0,1,30,1,0,0,0,0,0,0,0,0,0,0,0,1,11,22,44
JEFFERSONVILLAGE OF JOHNSON CREEK WARD 1-3,137,0,0,230,2,0,2,315,0,0,0,85,1,10,0,187,0,11,554,7,0,0,0,0,0,0,0,11,0,0,0,67,844,367,1494
JEFFERSONVILLAGE OF LAC LA BELLE WARD 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEFFERSONVILLAGE OF PALMYRA WARDS 1-2,95,0,1,124,3,2,1,231,1,2,0,40,1,5,0,152,0,2,264,12,0,0,0,0,0,0,0,0,1,0,0,30,581,220,890
JEFFERSONVILLAGE OF SULLIVAN WARD 1,29,0,0,59,0,1,0,108,0,0,1,21,1,3,1,39,0,1,104,5,0,0,0,0,0,0,0,0,0,0,0,25,222,88,357
JUNEAUCITY OF ELROY WARDS 1-7,84,0,0,121,0,2,0,67,0,0,0,38,0,6,0,111,0,1,221,12,0,0,0,0,0,0,0,1,0,0,0,26,288,205,549
JUNEAUCITY OF MAUSTON WARDS 1-7,208,0,1,280,2,4,1,227,0,0,1,77,0,4,0,252,0,4,678,20,0,0,0,0,0,0,0,6,1,0,0,39,838,489,1586
JUNEAUCITY OF NEW LISBON WARDS 1-7,44,0,3,99,1,4,1,79,0,0,1,25,0,6,0,136,0,2,177,10,0,1,0,0,0,0,0,2,1,0,0,19,389,146,601
JUNEAUCITY OF WISCONSIN DELLS WARD 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUNEAUTOWN OF ARMENIA WARD 1,50,0,0,48,1,2,0,47,0,0,0,9,0,0,0,86,0,0,116,3,0,0,0,0,0,0,0,0,0,0,0,8,231,98,358
JUNEAUTOWN OF CLEARFIELD WARD 1,27,0,0,45,0,1,0,37,0,0,0,12,0,1,0,69,0,0,110,4,0,2,0,0,0,0,0,2,1,0,0,10,187,72,316
JUNEAUTOWN OF CLEARFIELD WARD 2,8,0,0,5,0,0,0,10,0,0,0,1,0,0,0,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,58,13,76
JUNEAUTOWN OF CUTLER WARD 1,22,0,0,31,0,1,0,31,0,0,0,4,0,0,0,47,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,5,135,53,202
JUNEAUTOWN OF FINLEY WARD 1,5,0,0,7,0,0,0,13,0,0,0,3,0,0,0,24,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,52,12,65
JUNEAUTOWN OF FOUNTAIN WARDS 1-2,29,0,1,58,2,1,0,43,0,0,0,24,0,0,0,52,0,0,87,4,0,1,0,0,0,0,0,0,0,0,0,7,197,88,296
JUNEAUTOWN OF GERMANTOWN WARD 2,36,0,1,42,0,0,0,49,0,0,0,17,1,1,0,80,0,0,122,2,0,0,1,0,0,0,0,0,1,0,0,1,254,79,381
"JUNEAUTOWN OF GERMANTOWN WARDS 1,3",45,0,0,53,0,1,0,67,0,0,1,28,1,1,0,99,0,2,130,0,1,0,0,0,0,0,0,3,0,0,0,2,296,98,434
JUNEAUTOWN OF KILDARE WARD 1,34,0,1,61,0,0,0,38,0,0,1,18,0,1,0,68,0,4,101,1,0,0,0,0,0,0,0,0,0,0,0,12,189,96,307
JUNEAUTOWN OF KINGSTON WARD 1,2,0,0,2,0,0,0,4,0,0,0,0,1,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,20
JUNEAUTOWN OF LEMONWEIR WARDS 1-4,90,0,0,119,1,1,0,93,0,0,0,47,2,1,0,151,0,0,284,7,0,0,0,0,0,0,0,1,1,0,0,10,473,209,776
JUNEAUTOWN OF LINDINA WARD 1,54,0,0,69,0,0,0,62,0,0,1,34,0,2,0,79,0,1,164,4,0,0,0,0,0,0,0,2,0,0,0,13,214,123,398
JUNEAUTOWN OF LISBON WARD 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
JUNEAUTOWN OF LISBON WARDS 1-2,52,0,1,66,1,1,1,75,0,0,0,29,0,3,1,87,0,1,164,2,0,0,0,0,0,0,0,1,1,0,0,14,300,119,483
JUNEAUTOWN OF LYNDON WARDS 1-3,99,0,1,119,0,0,0,70,0,0,0,25,0,1,0,117,0,3,268,13,0,1,0,0,0,0,0,0,0,0,0,14,327,219,626
JUNEAUTOWN OF MARION WARD 1,19,0,0,32,0,0,1,29,0,0,0,11,0,1,0,88,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,4,178,51,246
JUNEAUTOWN OF NECEDAH WARDS 1-4,102,0,1,123,2,5,0,206,0,0,1,33,4,1,1,273,0,4,296,5,2,2,0,0,0,0,0,0,2,0,0,22,837,226,1170
JUNEAUTOWN OF ORANGE WARD 1,29,0,0,54,0,3,0,44,1,0,0,17,1,0,0,70,0,1,89,1,0,0,0,0,0,0,0,0,0,0,0,2,172,83,265
JUNEAUTOWN OF PLYMOUTH WARD 1,44,0,0,41,0,2,0,56,0,0,0,22,0,5,0,73,0,2,106,1,0,0,0,0,0,0,0,1,0,0,0,4,187,85,301
JUNEAUTOWN OF SEVEN MILE CREEK WARDS 1-2,17,0,0,23,0,0,0,27,0,0,0,18,0,0,0,26,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,5,97,40,168
JUNEAUTOWN OF SUMMIT WARD 1,39,0,0,53,0,3,0,47,0,0,0,20,0,0,0,76,0,3,112,0,0,0,0,0,0,0,0,0,0,0,0,10,202,92,327
JUNEAUTOWN OF WONEWOC WARDS 1-2,51,0,1,58,0,1,0,51,0,1,0,18,2,3,0,65,0,2,105,2,0,0,0,0,0,0,0,0,0,0,0,9,207,110,325
