precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_RUBIO,pri_rep_TRUMP,gen_amd_FUENTA,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
STILLWATERREED POINT PRECINCT 4,15,7,6,12,4,2,67,1,31,4,12,146,91,22,194
SWEET GRASSPRECINCT 1,18,33,0,16,7,6,140,3,85,9,20,343,169,51,460
SWEET GRASSPRECINCT 2,27,29,1,27,23,5,119,0,108,4,23,281,175,56,416
SWEET GRASSPRECINCT 3,16,32,3,17,20,10,178,0,82,5,14,370,228,48,471
SWEET GRASSPRECINCT 4,35,33,7,22,12,8,155,0,96,4,13,364,204,68,477
SWEET GRASSPRECINCT 5,11,5,1,11,6,3,116,0,31,1,7,237,137,16,276
TETONPRECINCT #1,177,255,10,35,25,13,364,8,384,13,91,928,447,432,1424
TETONPRECINCT #11,12,32,2,6,5,4,37,0,27,1,9,113,54,44,150
TETONPRECINCT #17,50,28,4,8,7,0,107,1,100,3,8,213,126,78,325
TETONPRECINCT #6,29,49,1,7,2,0,97,0,79,1,18,210,107,78,308
TETONPRECINCT #7,106,96,8,49,34,11,280,3,218,9,36,706,382,202,972
TOOLEDEVON-GALATA,13,6,1,6,7,6,63,0,25,0,6,101,83,19,132
TOOLEKEVIN,9,5,1,5,2,1,62,0,21,2,1,101,71,14,125
TOOLESHELBY CITY,72,57,30,44,53,28,484,4,258,20,65,838,639,129,1185
TOOLESHELBY RURAL,10,11,1,13,4,5,90,0,24,3,8,142,113,21,177
TOOLESUNBURST,25,28,3,12,14,14,173,2,74,4,16,315,216,53,411
TREASUREPRECINCT # 3,1,2,0,0,1,0,4,0,3,0,0,33,5,3,36
TREASUREPRECINCT # 4,30,35,5,14,6,8,122,1,55,5,22,276,155,65,359
TREASUREPRECINCT # 6,3,6,0,1,0,0,18,0,1,1,4,42,19,9,48
VALLEY1-FORT PECK,63,79,1,18,9,4,196,0,158,5,30,393,228,142,586
VALLEY2-FRAZER,20,20,0,3,1,1,43,3,94,5,8,75,48,40,185
VALLEY3-HINSDALE,11,15,4,21,10,7,157,0,33,4,14,269,199,26,320
VALLEY4-GLASGOW,119,100,16,45,39,28,325,5,319,18,86,800,453,219,1228
VALLEY5-GLASGOW NE,95,80,13,43,25,10,338,6,219,8,72,742,429,175,1047
VALLEY6-NASHUA,23,28,3,8,0,2,73,0,41,2,15,174,86,51,232
VALLEY7-LUSTRE,3,1,3,10,4,3,47,0,3,0,0,94,67,4,97
VALLEY8-OPHEIM,10,15,2,13,8,3,72,0,19,2,9,151,98,25,181
WHEATLANDPRECINCT 1,1,3,2,1,1,2,33,0,5,0,5,61,39,4,71
WHEATLANDPRECINCT 2,23,23,5,20,14,2,153,2,92,8,21,290,194,46,413
WHEATLANDPRECINCT 3,5,2,1,5,2,1,40,0,17,2,1,69,49,7,89
WHEATLANDPRECINCT 4,9,10,0,3,2,2,63,1,27,1,4,102,70,19,135
WHEATLANDPRECINCT 9,10,14,4,7,8,8,92,3,38,3,12,180,119,24,236
WIBAUXPRECINCT #1,36,16,3,26,21,4,231,1,55,0,18,463,285,52,537
YELLOWSTONE39.1,10,6,2,15,4,1,72,0,21,1,4,151,94,16,177
YELLOWSTONE39.2,134,137,19,71,25,12,566,5,296,12,76,1242,693,271,1631
YELLOWSTONE40-45,74,55,5,43,15,11,297,2,188,6,40,626,371,129,862
YELLOWSTONE40.1,111,138,17,86,20,8,623,5,297,13,94,1319,754,249,1728
YELLOWSTONE40.3,20,28,4,15,5,4,122,0,49,1,17,266,150,48,333
YELLOWSTONE40.4,15,19,0,19,7,4,85,0,60,0,13,195,115,34,268
YELLOWSTONE40.5,13,10,0,15,1,3,51,1,28,0,12,150,70,23,191
YELLOWSTONE42.1,9,7,0,4,2,2,38,1,17,1,4,86,46,16,109
YELLOWSTONE42.2,14,16,0,7,5,1,65,0,59,1,8,169,78,30,237
YELLOWSTONE43.1,34,12,4,19,17,1,184,2,86,2,25,399,225,46,514
YELLOWSTONE43.2,88,83,7,33,14,14,270,2,165,11,35,530,338,171,743
YELLOWSTONE43.3,299,267,16,128,70,29,826,10,927,46,224,1941,1069,566,3148
YELLOWSTONE44.1,93,99,7,37,23,9,258,3,266,13,57,596,334,192,935
YELLOWSTONE44.2,222,205,9,83,47,26,509,7,627,37,161,1145,674,427,1977
YELLOWSTONE44.3,193,144,7,61,42,21,447,4,463,18,114,882,578,337,1481
YELLOWSTONE45.2,386,330,45,162,129,61,1107,14,1181,51,285,2408,1504,716,3939
YELLOWSTONE46.1,23,20,4,15,13,5,88,1,71,1,14,165,125,43,252
YELLOWSTONE46.2,837,540,54,168,283,107,1531,11,1971,50,281,3017,2143,1377,5330
YELLOWSTONE47.1,207,229,9,29,27,12,183,7,724,46,94,571,260,436,1442
YELLOWSTONE47.2,430,338,26,68,148,38,583,6,1159,19,152,1165,863,768,2501
YELLOWSTONE48.1,394,421,24,85,57,27,458,10,1159,52,182,1105,651,815,2508
YELLOWSTONE48.2,335,245,27,79,83,31,479,5,866,25,127,1107,699,580,2130
YELLOWSTONE49.1,222,243,3,36,43,12,191,10,726,44,132,584,285,465,1496
YELLOWSTONE49.2,224,292,10,61,34,23,355,7,758,34,139,869,483,516,1807
YELLOWSTONE50.1,240,276,11,61,27,15,303,5,702,59,165,850,417,516,1781
YELLOWSTONE50.2,282,244,12,56,67,27,517,13,751,26,151,1101,679,526,2042
YELLOWSTONE51.1,140,133,8,30,22,6,260,16,425,19,74,652,326,273,1186
YELLOWSTONE51.2,109,97,4,40,30,8,180,2,363,13,54,491,262,206,923
YELLOWSTONE51.3,202,208,8,67,33,28,401,8,613,29,150,984,537,410,1784
YELLOWSTONE52.1,202,216,9,46,26,8,321,8,608,28,140,830,410,418,1614
YELLOWSTONE52.2,311,254,15,81,46,25,589,8,780,34,118,1214,756,565,2154
YELLOWSTONE53.1,405,325,42,182,184,59,1392,13,1232,16,212,2978,1859,730,4451
YELLOWSTONE53.2,84,107,5,78,32,17,460,5,258,14,84,1063,592,191,1424
YELLOWSTONE53.3,112,96,12,34,24,16,388,1,221,8,62,792,474,208,1084
YELLOWSTONE54.1,563,432,41,165,128,66,1286,14,1516,49,276,2806,1686,995,4661
YELLOWSTONE54.2,69,81,6,56,26,15,296,1,200,10,44,616,399,150,871
YELLOWSTONE55.1,37,33,5,12,8,5,133,0,118,4,24,385,163,70,531
YELLOWSTONE55.2,5,1,0,4,3,1,32,0,13,1,5,67,40,6,86
YELLOWSTONE55.3,102,82,9,60,24,21,310,3,234,15,60,743,424,184,1055
YELLOWSTONE55.4,131,134,6,33,12,9,250,4,344,16,87,731,310,265,1182
YELLOWSTONE55.5,199,164,11,82,47,15,421,5,501,11,115,1027,576,363,1659
YELLOWSTONE56.1,22,34,2,15,8,7,106,0,64,5,20,235,138,56,324
YELLOWSTONE56.2,274,318,21,138,63,30,882,14,849,51,150,2144,1134,592,3208
YELLOWSTONE56.3,82,65,10,31,29,10,261,6,215,6,35,523,341,147,785
