precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_grn_CHERNEY,pri_grn_CURRY,pri_grn_KREML,pri_grn_MESPLAY,pri_grn_STEIN,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_dem_KAINE,gen_grn_STEIN,gen_ind_BLUMBERG,gen_ind_FEEGBEH,gen_ind_KASICH,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_ROMNEY,gen_ind_RYAN,gen_ind_SANDERS,gen_ind_SCHOENKE,gen_lib_JOHNSON,gen_lib_JOHNSTON,gen_rep_TRUMP,dem_primary_total,general_total
BILLERICA3,287,3,8,347,0,0,0,0,0,6,13,0,39,0,0,0,47,1,1,67,0,286,957,0,19,0,0,0,0,0,0,0,0,0,0,85,0,929,645,1990
BILLERICA4,234,1,1,269,0,0,0,0,0,3,9,0,32,0,1,0,48,0,2,58,0,287,804,0,24,0,0,0,0,0,0,0,0,0,0,73,0,803,505,1704
BILLERICA5,303,0,2,348,0,0,0,0,0,7,15,2,58,0,0,1,71,0,2,107,0,380,953,0,17,0,0,0,0,0,0,0,0,0,0,93,0,1093,653,2156
BILLERICA6,214,0,3,292,0,0,0,0,0,5,7,2,63,1,0,0,77,0,2,85,0,262,795,0,32,0,0,0,0,0,0,0,0,0,0,81,0,820,509,1728
BILLERICA7,243,2,1,381,0,0,0,0,0,4,9,0,42,0,1,0,48,0,0,86,0,280,979,0,30,0,0,0,0,0,0,0,0,0,0,82,0,876,627,1967
BILLERICA8,277,1,2,348,0,0,0,0,0,11,15,0,50,0,1,0,57,0,4,81,0,339,955,0,17,0,0,0,0,0,0,0,0,0,0,115,0,1065,628,2152
BILLERICA9,217,1,1,294,0,0,0,0,0,5,10,1,56,0,0,0,44,0,3,66,0,349,860,0,17,0,0,0,0,0,0,0,0,0,0,71,0,996,513,1944
BLACKSTONE1,158,0,4,210,0,0,0,0,0,1,9,0,27,0,1,1,26,2,1,42,0,191,578,0,20,0,0,0,0,3,0,0,0,0,0,91,0,734,372,1426
BLACKSTONE2,182,0,3,222,0,0,0,0,0,1,6,2,29,1,1,1,30,0,1,37,0,176,670,0,23,0,0,0,0,1,0,0,0,0,0,83,0,776,407,1553
BLACKSTONE3,148,2,0,186,0,0,0,0,2,0,10,2,38,1,0,1,24,0,0,67,0,233,602,0,16,0,0,0,0,2,0,0,0,0,0,80,0,817,336,1517
BLANDFORD1,65,0,1,130,0,0,0,0,0,1,10,1,20,0,0,1,30,0,0,21,0,115,256,0,8,0,0,0,0,2,0,0,0,0,0,28,0,405,196,699
BOLTON1,528,1,1,580,0,0,0,0,3,5,42,2,115,0,1,0,210,0,3,194,1,299,1891,0,54,0,0,0,0,14,0,0,0,0,0,230,0,1036,1110,3225
BOSTON1,7842,10,49,4888,0,1,1,0,7,11,42,6,157,7,3,2,601,4,3,557,1,759,24040,0,377,0,0,0,0,15,0,0,0,0,0,778,0,3476,12789,28686
BOSTON10,3776,10,35,3335,0,0,2,0,8,18,23,2,125,1,0,0,212,2,5,341,0,529,11933,0,231,0,0,0,0,7,0,0,0,0,0,324,0,2194,7156,14689
BOSTON11,2361,3,14,1761,0,0,0,0,3,8,20,1,66,4,1,0,153,3,3,164,1,352,7147,0,142,0,0,0,0,1,0,0,0,0,0,207,0,1350,4139,8847
BOSTON12,2192,8,24,1688,0,2,0,0,1,6,13,5,59,3,1,1,142,0,3,135,2,481,5925,0,110,0,0,0,0,6,0,0,0,0,0,223,0,1742,3912,8006
BOSTON13,1910,3,23,1485,0,0,0,0,1,3,11,1,49,1,1,0,134,0,2,155,0,330,5587,0,103,0,0,0,0,2,0,0,0,0,0,155,0,1318,3421,7165
BOSTON14,1355,1,12,833,1,0,0,0,0,2,16,0,34,1,0,1,79,1,5,89,0,176,3746,0,57,0,0,0,0,0,0,0,0,0,0,101,0,714,2201,4618
BOSTON15,851,1,7,661,0,0,0,0,1,2,4,0,23,0,1,0,52,0,0,71,0,173,2589,0,42,0,0,0,0,2,0,0,0,0,0,79,0,610,1520,3322
BOSTON16,854,1,10,925,0,1,1,0,3,6,12,2,53,0,0,0,88,1,1,113,0,264,2527,0,64,0,0,0,0,1,0,0,0,0,0,138,0,1021,1790,3751
BOSTON17,788,3,8,458,0,0,0,0,0,2,6,1,22,0,0,1,53,0,1,59,1,184,1965,0,38,0,0,0,0,0,0,0,0,0,0,87,0,659,1257,2749
BOSTON18,661,1,7,397,0,0,0,0,0,0,6,0,22,0,0,0,38,0,1,28,0,96,1670,0,27,0,0,0,0,0,0,0,0,0,0,46,0,379,1066,2122
BOSTON19,695,2,6,473,0,0,0,0,0,3,4,0,28,0,1,0,57,0,0,54,1,124,1990,0,44,0,0,0,0,0,0,0,0,0,0,57,0,506,1176,2597
BOSTON2,6579,8,35,4276,0,1,0,2,7,15,37,2,143,2,1,0,514,2,7,496,1,693,20304,0,352,0,0,0,0,14,0,0,0,0,0,600,0,3073,10898,24343
BOSTON20,707,1,12,554,0,0,0,0,0,2,8,2,37,0,0,1,69,0,1,65,0,234,1987,0,26,0,0,0,0,0,0,0,0,0,0,76,0,793,1274,2882
BOSTON21,533,1,1,143,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,2,1223,0,12,0,0,0,0,0,0,0,0,0,0,7,0,38,678,1280
BOSTON22,340,1,6,300,0,0,0,0,0,2,5,0,12,0,1,0,27,0,0,16,0,89,926,0,20,0,0,0,0,0,0,0,0,0,0,24,0,325,647,1295
BOSTON23,328,0,1,119,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,3,0,20,900,0,5,0,0,0,0,0,0,0,0,0,0,13,0,69,448,987
BOSTON2A,148,0,1,96,0,0,0,0,0,0,2,0,5,0,0,0,13,0,0,14,0,14,507,0,8,0,0,0,0,0,0,0,0,0,0,27,0,76,245,618
BOSTON3,6218,9,42,4159,0,1,0,0,4,22,35,3,133,2,2,0,479,2,6,506,0,716,19652,0,317,0,0,0,0,15,0,0,0,0,0,654,0,3021,10428,23659
BOSTON4,6260,14,48,4395,0,2,0,0,4,17,28,6,128,4,3,1,416,1,8,418,1,547,19660,0,359,0,0,0,0,7,1,0,0,0,0,605,0,2603,10717,23235
BOSTON5,5620,9,34,3987,1,0,1,0,6,14,37,7,136,4,2,1,400,0,2,405,0,653,17847,0,332,0,0,0,0,9,0,0,0,0,0,559,0,2774,9650,21521
BOSTON6,5831,6,36,4250,0,0,0,0,9,24,31,3,116,3,3,3,509,2,13,477,1,721,17817,0,345,0,0,0,0,1,0,0,0,0,0,629,0,3154,10123,21946
BOSTON7,6099,17,49,4397,1,0,0,0,9,18,26,2,144,2,2,1,433,1,8,488,2,616,19147,0,346,0,0,0,0,3,0,0,0,0,0,579,0,2826,10562,22901
BOSTON8,5363,11,34,4338,0,1,1,0,8,20,28,4,137,2,7,0,338,6,4,385,0,669,17732,0,332,0,0,0,0,9,1,0,0,0,0,598,0,2776,9746,21448
BOSTON9,4339,10,32,3863,0,0,0,0,10,10,26,3,130,1,6,2,268,2,7,350,0,635,14272,0,280,0,0,0,0,14,0,0,0,0,0,459,0,2590,8244,17615
BOURNE1,191,2,1,222,0,0,0,0,0,2,7,0,51,1,0,0,47,0,0,57,0,259,687,0,18,0,0,0,0,2,0,0,0,0,0,60,0,829,416,1596
BOURNE2,245,0,3,273,0,0,0,0,0,7,22,5,52,0,0,0,71,0,1,90,0,342,780,0,13,0,0,0,0,2,0,0,0,0,0,68,0,1001,521,1864
BOURNE3,118,1,1,135,0,0,0,0,0,3,15,4,11,2,0,0,36,0,0,33,0,157,435,0,19,0,0,0,0,0,0,0,0,0,0,46,0,542,255,1042
BOURNE4,259,2,0,266,1,0,0,0,1,6,15,1,41,1,0,0,86,0,0,69,0,260,863,0,24,0,0,0,0,0,0,0,0,0,0,74,0,803,527,1764
BOURNE5,252,2,3,286,0,0,0,0,0,3,0,1,34,0,0,10,72,0,2,58,0,302,808,0,18,0,0,0,0,0,0,0,0,0,0,77,0,773,543,1676
BOURNE6,180,0,3,187,0,0,0,0,0,5,8,1,32,1,1,0,88,0,0,61,0,160,627,0,17,0,0,0,0,0,0,0,0,0,0,47,0,485,370,1176
BOURNE7,187,4,3,252,0,0,0,0,0,7,8,2,38,1,0,0,45,0,1,48,0,252,710,0,20,0,0,0,0,0,0,0,0,0,0,70,0,768,446,1568
BOXBOROUGH1,637,0,2,619,0,0,0,0,3,14,15,0,57,0,0,0,203,0,1,192,1,212,1987,0,36,0,0,0,0,18,0,0,0,0,0,159,0,756,1258,2956
BOXFORD1,191,1,2,263,0,0,0,0,0,5,14,1,49,0,0,0,147,0,5,108,0,232,786,0,12,0,0,0,0,0,0,0,0,0,0,114,0,711,457,1623
BOXFORD2,256,0,1,257,0,0,0,0,0,7,15,0,54,3,0,1,128,0,4,95,0,258,852,0,16,0,0,0,0,0,0,0,0,0,0,98,0,776,514,1742
BOXFORD3,211,0,1,231,0,0,0,0,0,2,9,1,52,0,2,0,156,0,0,123,1,261,816,0,7,0,0,0,0,0,0,0,0,0,0,85,0,707,443,1615
BOYLSTON1,375,1,0,469,0,0,0,0,0,8,28,2,97,2,0,0,160,0,3,113,0,339,1424,0,35,0,0,0,0,0,0,0,0,0,0,176,0,1125,845,2760
BRAINTREE1A,272,2,9,302,0,0,0,0,0,8,5,2,38,0,1,0,57,0,1,57,1,257,836,0,17,0,0,0,0,0,0,0,0,0,0,64,0,781,585,1698
BRAINTREE1B,243,0,3,262,0,0,0,0,1,2,10,0,31,2,0,0,51,0,1,49,0,224,827,0,22,0,0,0,0,0,0,0,0,0,0,51,0,663,508,1563
BRAINTREE2A,322,3,6,373,0,0,0,0,0,4,9,2,29,0,0,0,83,1,0,82,0,268,912,0,20,0,0,0,0,0,0,0,0,0,0,63,0,765,704,1760
BRAINTREE2B,300,1,5,343,0,0,0,0,0,8,13,2,29,0,0,0,74,0,1,65,1,219,871,0,10,0,0,0,0,0,0,0,0,0,0,70,0,772,649,1723
BRAINTREE3A,272,1,5,306,0,0,0,0,0,2,5,0,32,1,0,0,35,0,1,47,0,184,831,0,21,0,0,0,0,0,0,0,0,0,0,57,0,594,584,1503
BRAINTREE3B,283,0,3,345,0,0,0,0,1,3,5,0,22,0,0,0,31,0,2,48,0,216,857,0,19,0,0,0,0,0,0,0,0,0,0,58,0,655,631,1589
BRAINTREE4A,245,2,3,281,0,0,0,0,0,9,9,3,21,0,2,0,42,0,1,46,0,198,773,0,27,0,0,0,0,0,0,0,0,0,0,59,0,594,531,1453
BRAINTREE4B,228,1,3,243,0,0,0,0,0,4,6,2,23,1,1,0,38,0,0,49,0,147,882,0,12,0,0,0,0,0,0,0,0,0,0,51,0,506,475,1451
BRAINTREE5A,261,0,1,356,0,0,0,0,0,1,10,2,45,0,2,0,55,0,1,61,0,205,837,0,21,0,0,0,0,0,0,0,0,0,0,60,0,686,618,1604
BRAINTREE5B,322,1,4,304,0,0,0,0,0,8,12,5,45,1,0,0,56,0,3,61,0,221,994,0,22,0,0,0,0,1,0,0,0,0,0,78,0,762,631,1857
BRAINTREE6A,335,0,5,303,0,0,0,0,0,6,5,0,43,0,2,1,88,1,4,86,0,283,960,0,12,0,0,0,0,0,0,0,0,0,0,77,0,864,643,1913
BRAINTREE6B,305,1,6,369,0,0,0,0,0,7,5,1,37,0,0,0,65,1,0,70,0,221,889,0,13,0,0,0,0,0,0,0,0,0,0,78,0,785,681,1765
BREWSTER1,391,1,1,476,1,0,0,0,0,4,20,3,39,0,0,0,114,0,2,85,0,253,1307,0,39,0,0,0,0,0,0,0,0,0,0,101,0,815,869,2262
BREWSTER2,423,0,3,386,0,0,0,0,0,17,18,4,33,1,1,2,104,1,0,78,0,236,1320,0,33,0,0,0,0,0,0,0,0,0,0,94,0,750,812,2197
BREWSTER3,329,3,3,417,0,0,0,0,0,4,20,2,47,2,0,0,89,0,2,89,0,246,1186,0,40,0,0,0,0,0,0,0,0,0,0,102,0,805,752,2133
BRIDGEWATER1,262,0,6,363,1,0,0,0,1,7,15,0,51,1,0,1,100,0,1,110,0,390,1088,0,33,0,0,0,0,0,0,0,0,0,0,122,0,1341,631,2584
BRIDGEWATER2,240,1,2,325,0,0,0,0,2,3,16,2,44,1,0,0,94,0,2,89,0,333,971,0,27,0,0,0,0,0,0,0,0,0,0,111,0,1095,568,2204
BRIDGEWATER3,302,2,5,339,0,1,0,0,0,4,9,1,66,0,1,0,83,1,1,86,0,391,1032,0,23,0,0,0,0,0,0,0,0,0,0,98,0,1350,648,2503
BRIDGEWATER4,129,1,1,188,0,0,0,0,0,1,8,2,31,0,0,1,29,0,1,42,0,143,487,0,6,0,0,0,0,0,0,0,0,0,0,73,0,536,319,1102
BRIDGEWATER5,68,0,1,129,0,0,0,0,0,0,7,0,8,0,0,0,19,0,0,21,0,75,334,0,11,0,0,0,0,0,0,0,0,0,0,32,0,310,198,687
BRIDGEWATER6,183,0,0,272,0,0,0,0,0,3,6,2,35,0,0,1,34,0,3,60,0,179,860,0,21,0,0,0,0,0,0,0,0,0,0,76,0,706,455,1663
BRIDGEWATER7,244,1,2,342,0,0,0,0,0,3,7,1,44,0,0,0,66,0,2,82,0,250,946,0,46,0,0,0,0,0,0,0,0,0,0,112,0,923,589,2027
BRIMFIELD1,209,1,5,260,0,0,0,0,0,2,31,2,89,1,1,0,92,0,1,79,1,316,793,0,34,0,0,0,0,5,0,0,0,0,0,117,0,1113,475,2062
BROCKTONA,1758,4,10,739,0,0,0,0,0,8,17,5,50,2,0,0,35,0,2,68,1,317,6058,0,61,0,0,0,0,0,0,0,0,0,0,134,0,1137,2511,7390
BROCKTONB,2130,4,11,1127,0,0,0,0,1,12,37,2,87,3,1,1,98,0,2,105,0,613,6564,0,108,0,0,0,0,0,0,0,0,0,0,247,0,2148,3272,9067
BROCKTONC,2039,8,17,1116,0,0,0,0,1,16,39,2,85,2,2,1,96,0,3,132,0,680,6496,0,93,0,0,0,0,0,0,0,0,0,0,215,0,2236,3180,9040
BROCKTOND,2131,6,20,1491,0,0,1,0,0,25,39,5,139,2,1,2,184,0,2,195,0,983,6475,0,126,0,0,0,0,0,0,0,0,0,0,324,0,3280,3648,10205
BROOKFIELD1,177,0,4,314,0,0,0,0,0,4,23,3,66,2,0,0,40,0,1,61,0,259,708,0,27,0,0,0,0,0,0,0,0,0,0,102,0,936,495,1773
BROOKLINE1,546,0,2,300,0,0,0,0,0,0,0,0,7,0,0,0,86,0,1,54,0,38,1518,0,21,0,0,0,0,0,0,0,0,0,0,48,0,173,848,1760
BROOKLINE10,544,0,0,327,0,0,0,0,0,0,4,3,12,0,0,0,67,0,0,52,0,49,1538,0,17,0,0,0,0,4,0,0,0,0,0,44,0,191,871,1794
BROOKLINE11,609,0,1,394,0,0,0,0,0,0,1,0,10,1,0,0,36,0,0,43,0,39,1634,0,30,0,0,0,0,1,0,0,0,0,0,24,0,183,1004,1872
BROOKLINE12,746,0,0,426,0,0,0,0,0,1,2,0,15,0,0,0,69,0,0,83,0,44,1868,0,27,0,0,0,0,6,0,0,0,0,0,55,0,204,1172,2160
BROOKLINE13,573,0,4,312,0,0,0,0,1,2,4,0,12,0,0,0,86,0,0,75,0,48,1622,0,25,0,0,0,0,5,0,0,0,0,0,57,0,184,889,1893
BROOKLINE14,574,2,0,337,0,0,0,0,0,0,3,0,9,0,0,0,97,0,0,70,0,48,1590,0,20,0,0,0,0,5,0,0,0,0,0,67,0,252,913,1934
BROOKLINE15,517,0,4,280,0,0,0,0,0,5,3,0,25,1,1,0,94,1,0,80,0,104,1407,0,16,0,0,0,0,0,0,0,0,0,0,66,0,390,801,1879
BROOKLINE16,536,0,0,323,0,0,0,0,0,1,3,0,24,0,0,0,65,0,0,49,0,69,1292,0,25,0,0,0,0,3,0,0,0,0,0,49,0,270,859,1639
BROOKLINE2,319,1,0,284,0,0,0,0,0,0,1,1,8,1,0,0,25,0,0,31,0,26,1070,0,12,0,0,0,0,0,0,0,0,0,0,28,0,121,604,1231
BROOKLINE3,620,0,2,393,0,0,0,0,1,1,2,0,13,0,0,0,65,0,0,70,0,50,1617,0,25,0,0,0,0,4,0,0,0,0,0,42,0,172,1015,1860
BROOKLINE4,522,2,2,351,0,0,0,0,0,1,1,0,12,0,0,0,29,0,1,44,0,55,1429,0,19,0,0,0,0,7,0,0,0,0,0,33,0,221,877,1709
BROOKLINE5,646,2,0,410,0,0,0,0,0,4,1,1,14,1,0,0,49,0,0,35,0,46,1640,0,32,0,0,0,0,8,0,0,0,0,0,40,0,205,1058,1925
BROOKLINE6,697,0,1,433,0,1,0,0,0,0,6,0,11,0,0,0,44,0,0,43,0,25,1711,0,31,0,0,0,0,1,0,0,0,0,0,49,0,151,1131,1943
BROOKLINE7,519,0,3,359,0,0,0,0,0,2,4,0,14,0,0,0,36,0,0,58,0,37,1470,0,35,0,0,0,0,6,0,0,0,0,0,54,0,153,881,1718
BROOKLINE8,620,0,1,420,0,0,0,0,0,1,3,2,15,0,1,0,50,0,0,39,0,30,1626,0,32,0,0,0,0,6,0,0,0,0,0,41,0,146,1041,1851
BROOKLINE9,586,1,3,371,0,0,0,0,0,1,3,0,10,1,0,1,39,0,0,48,1,41,1551,0,31,0,0,0,0,2,0,0,0,0,0,34,0,159,961,1777
BUCKLAND1,132,0,0,380,0,0,0,0,1,2,11,0,9,0,0,3,45,0,1,20,0,53,703,0,39,0,0,0,0,0,0,0,0,0,0,53,0,230,512,1025
BURLINGTON1,371,1,3,338,0,0,0,0,0,6,8,1,54,1,0,0,94,0,4,122,0,339,1188,0,16,0,0,0,0,4,0,0,0,0,0,93,0,946,713,2247
BURLINGTON2,251,0,1,236,0,0,0,0,0,0,10,1,36,1,0,0,52,0,0,76,0,112,863,0,14,0,0,0,0,5,0,0,0,0,0,74,0,495,488,1451
BURLINGTON3,349,0,6,333,0,0,0,0,0,2,11,2,52,0,2,0,85,0,2,102,0,231,1070,0,17,0,0,0,0,5,0,0,0,0,0,79,0,777,688,1948
BURLINGTON4,333,0,2,226,0,0,0,0,0,4,13,2,43,1,0,1,56,0,0,63,0,221,1002,0,18,0,0,0,0,4,0,0,0,0,0,74,0,683,561,1781
BURLINGTON5,353,1,3,366,0,0,0,0,0,5,15,1,53,0,1,0,74,0,0,100,0,340,1161,0,19,0,0,0,0,4,0,0,0,0,0,76,0,902,723,2162
BURLINGTON6,332,1,8,335,0,0,0,0,0,3,4,1,63,1,0,0,72,0,2,103,0,271,1134,0,15,0,0,0,0,3,0,0,0,0,0,81,0,884,676,2117
BURLINGTON7,339,1,4,297,0,1,0,0,0,7,12,1,41,0,1,0,54,0,1,65,1,235,1215,0,24,0,0,0,0,1,0,0,0,0,0,81,0,747,641,2068
CAMBRIDGE1,5848,10,16,4910,0,2,0,1,16,9,21,0,75,1,4,0,396,1,7,286,2,254,17430,0,381,0,0,0,1,38,0,0,0,0,0,449,0,1090,10784,19389
CAMBRIDGE2,5472,6,13,4658,0,2,0,1,14,12,17,0,88,1,4,1,379,2,8,344,0,271,15713,0,336,0,0,0,1,62,0,0,0,0,0,384,0,1164,10149,17660
CAMBRIDGE2A,185,1,0,236,0,0,0,0,1,0,0,0,1,0,0,0,11,0,0,8,0,11,675,0,26,0,0,0,0,2,0,0,0,0,0,22,0,34,422,759
CAMBRIDGE3,4253,5,15,3885,0,2,0,0,9,8,19,2,49,2,3,0,269,1,13,276,1,247,12745,0,289,0,0,0,3,35,0,0,0,0,0,358,0,1035,8158,14465
CANTON1,340,2,6,325,0,0,0,0,0,3,4,2,34,0,0,0,70,0,0,84,1,199,1102,0,12,0,0,0,0,0,0,0,0,0,0,80,0,715,673,1909
CANTON2,505,1,3,347,0,0,0,0,0,5,19,1,50,0,0,0,89,0,1,107,0,246,1255,0,22,0,0,0,0,0,0,0,0,0,0,85,0,831,856,2193
CANTON3,399,2,4,262,0,0,0,0,0,5,6,0,30,1,0,0,71,0,1,77,0,210,1276,0,15,0,0,0,0,0,0,0,0,0,0,81,0,739,667,2111
CANTON4,365,0,3,391,0,0,0,0,0,3,18,1,44,1,0,0,120,0,0,103,0,280,1245,0,29,0,0,0,0,0,0,0,0,0,0,114,0,991,759,2379
CANTON5,417,0,4,314,0,0,0,0,0,5,6,5,34,0,1,0,118,0,0,119,1,264,1248,0,20,0,0,0,0,4,0,0,0,0,0,117,0,801,735,2190
CANTON6,366,0,4,321,0,0,0,0,0,5,7,0,45,0,0,0,86,0,1,70,0,191,1182,0,11,0,0,0,0,0,0,0,0,0,0,97,0,654,691,1944
CARLISLE1,835,2,0,650,0,0,0,0,1,24,13,1,56,0,1,0,258,2,4,163,0,243,2302,0,43,0,0,0,0,31,0,0,0,0,0,192,0,732,1487,3300
CARVER1,194,2,3,333,0,0,0,0,0,4,24,1,44,0,0,1,70,0,2,60,0,303,818,0,24,0,0,0,0,0,0,0,0,0,0,128,0,1051,532,2021
CARVER2,198,1,4,311,0,0,0,0,0,1,12,0,52,1,0,0,48,0,3,59,0,289,763,0,26,0,0,0,0,3,0,0,0,0,0,124,0,1051,514,1967
CARVER3,281,1,1,263,0,0,0,0,0,9,19,1,53,0,1,0,52,0,2,78,0,354,948,0,22,0,0,0,0,2,0,0,0,0,0,112,0,1104,546,2188
CHARLEMONT1,89,0,0,216,0,0,1,0,0,0,8,1,11,1,0,0,20,0,1,25,0,60,407,0,25,0,0,0,0,0,0,0,0,0,0,40,0,228,305,700
CHARLTON1,163,0,4,246,0,0,0,0,1,6,11,2,66,0,2,1,72,0,3,55,0,235,712,0,14,0,0,0,0,4,0,0,0,0,0,113,0,945,413,1788
CHARLTON2,156,0,5,239,0,0,0,0,2,3,12,3,67,1,0,1,66,0,2,72,0,289,652,0,28,0,0,0,0,5,0,0,0,0,0,145,0,1029,400,1859
CHARLTON3,147,1,2,283,0,0,0,0,0,5,10,0,49,0,0,0,51,0,4,73,0,256,701,0,28,0,0,0,0,5,0,0,0,0,0,98,0,1001,433,1833
CHARLTON4,141,0,0,242,0,0,0,0,0,1,12,1,52,2,0,1,63,0,1,73,0,237,644,0,29,0,0,0,0,8,0,0,0,0,0,105,0,881,383,1667
CHATHAM1,669,1,3,661,0,0,0,0,0,23,32,3,78,1,1,1,281,1,0,238,1,528,2398,0,68,0,0,0,0,7,0,0,0,0,0,216,0,1796,1334,4485
CHELMSFORD1,343,0,6,402,0,1,0,0,1,10,7,3,55,2,0,0,122,0,1,94,0,253,2334,0,64,0,0,0,0,0,0,0,0,0,0,232,0,1644,751,4274
CHELMSFORD2,311,1,6,417,0,0,1,0,0,9,9,3,46,1,0,1,71,0,3,91,0,225,2266,0,72,0,0,0,0,0,0,0,0,0,0,218,0,1378,735,3934
CHELMSFORD3,329,1,8,381,0,0,0,0,1,9,16,3,56,1,1,0,137,1,1,99,1,345,2216,0,48,0,0,0,0,0,0,0,0,0,0,220,0,1948,719,4432
CHELMSFORD4,274,0,4,351,0,0,0,0,1,4,9,2,48,0,1,0,89,0,1,77,0,268,2096,0,46,0,0,0,0,0,0,0,0,0,0,158,0,1664,629,3964
CHELMSFORD5,326,3,0,392,0,0,0,0,0,2,12,2,52,2,0,0,99,0,1,84,0,244,2402,0,64,0,0,0,0,0,0,0,0,0,0,286,0,1598,721,4350
CHELMSFORD6,384,0,5,435,0,0,0,0,0,5,7,2,66,0,0,0,125,0,1,106,0,288,2522,0,36,0,0,0,0,0,0,0,0,0,0,274,0,1768,824,4600
CHELMSFORD7,389,0,3,462,0,0,0,0,1,1,16,4,67,5,0,0,173,0,4,150,0,309,2584,0,58,0,0,0,0,0,0,0,0,0,0,310,0,1868,854,4820
CHELMSFORD8,362,1,3,414,0,0,0,0,1,4,12,3,54,3,1,0,103,0,4,121,0,275,2478,0,32,0,0,0,0,0,0,0,0,0,0,216,0,1636,780,4362
CHELMSFORD9,311,3,1,464,0,0,0,0,0,7,13,3,55,1,1,0,117,0,0,138,0,300,2512,0,54,0,0,0,0,0,0,0,0,0,0,272,0,1818,779,4656
CHELSEA1,681,2,3,466,0,0,0,0,0,4,4,3,13,0,1,1,41,0,0,45,0,166,2186,0,29,0,0,0,0,0,0,0,0,0,0,65,0,538,1152,2818
CHELSEA2,573,0,7,405,0,0,0,0,1,2,2,0,25,0,0,0,22,0,0,27,1,112,2032,0,39,0,0,0,0,0,0,0,0,0,0,55,0,426,985,2552
CHELSEA3,502,4,1,285,0,0,0,0,0,3,8,0,11,0,0,0,11,1,1,26,1,84,1560,0,31,0,0,0,0,0,0,0,0,0,0,42,0,330,792,1963
CHELSEA4,514,3,4,379,0,0,0,0,0,0,2,0,14,0,1,1,12,0,2,18,0,104,1722,0,28,0,0,0,0,0,0,0,0,0,0,45,0,293,900,2088
CHESHIRE1,257,1,2,321,0,0,0,0,0,6,17,0,33,1,1,0,28,2,0,30,0,163,978,0,30,0,0,0,0,0,0,0,0,0,0,83,0,741,581,1832
CHESTER1,64,0,1,102,0,0,0,0,0,1,5,0,21,1,1,1,29,0,1,30,0,107,238,0,13,0,0,0,0,2,0,0,0,0,0,55,0,372,167,680
CHESTERFIELD1,90,0,0,225,0,0,0,0,0,1,5,0,16,2,0,0,27,0,1,13,0,68,398,0,39,0,0,0,0,2,0,0,0,0,0,39,0,267,315,745
CHICOPEEA,1547,8,15,1708,0,0,0,2,4,5,52,3,222,4,3,3,241,1,10,215,0,986,5354,0,216,0,0,0,0,0,0,0,0,0,0,471,0,3884,3278,9925
CHICOPEEAN,73,0,0,46,0,0,0,0,0,0,2,0,11,0,0,0,16,0,0,14,0,38,188,0,7,0,0,0,0,0,0,0,0,0,0,13,0,147,119,355
CHICOPEEAS,147,1,0,115,0,0,0,0,0,0,3,1,22,2,1,0,17,0,1,29,0,115,401,0,14,0,0,0,0,0,0,0,0,0,0,22,0,374,263,811
CHICOPEEB,1749,11,20,1770,0,0,0,1,1,12,60,4,208,0,5,5,258,4,10,260,2,1160,5679,0,210,0,0,0,0,0,0,0,0,0,0,471,0,4493,3550,10853
CHICOPEEBE,189,2,3,193,0,0,0,0,0,2,10,0,42,1,0,0,58,1,2,44,0,238,580,0,16,0,0,0,0,0,0,0,0,0,0,57,0,798,387,1451
CHICOPEEBW,36,0,2,61,0,0,0,0,0,0,4,1,7,0,0,0,9,0,0,2,0,44,136,0,9,0,0,0,0,0,0,0,0,0,0,12,0,145,99,302
CHILMARK1,162,0,0,220,0,0,0,0,0,1,1,0,6,0,0,0,25,0,0,9,0,28,617,0,23,0,0,0,0,0,0,0,0,0,0,30,0,94,382,764
CLARKSBURG1,125,1,0,140,0,0,0,0,0,5,5,0,11,0,0,0,19,0,0,29,0,59,510,0,12,0,0,0,0,2,0,0,0,0,0,29,0,327,266,880
CLINTON1,315,2,6,296,0,0,0,0,0,4,16,0,42,0,0,2,52,0,1,85,0,187,1021,0,28,0,0,0,0,0,0,0,0,0,0,115,0,687,619,1851
CLINTON2,228,2,3,335,0,0,0,0,0,10,19,0,26,0,0,0,41,0,1,44,1,141,921,0,30,0,0,0,0,0,0,0,0,0,0,116,0,659,568,1726
CLINTON3,226,1,8,320,0,0,0,0,0,6,13,0,39,5,0,0,44,0,2,63,0,194,930,0,20,0,0,0,0,0,0,0,0,0,0,78,0,718,555,1746
CLINTON4,267,2,7,304,0,0,0,0,0,4,13,0,34,0,1,0,15,0,1,51,0,168,895,0,22,0,0,0,0,0,0,0,0,0,0,87,0,684,580,1688
