precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_grn_CHERNEY,pri_grn_CURRY,pri_grn_KREML,pri_grn_MESPLAY,pri_grn_STEIN,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_dem_KAINE,gen_grn_STEIN,gen_ind_BLUMBERG,gen_ind_FEEGBEH,gen_ind_KASICH,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_ROMNEY,gen_ind_RYAN,gen_ind_SANDERS,gen_ind_SCHOENKE,gen_lib_JOHNSON,gen_lib_JOHNSTON,gen_rep_TRUMP,dem_primary_total,general_total
FRANKLIN8,326,2,1,330,0,0,0,0,0,6,6,4,70,0,0,1,111,0,1,145,1,256,1156,0,26,0,0,0,0,0,0,0,0,0,0,136,0,971,659,2289
FREETOWN1,158,2,2,206,0,0,0,0,0,0,13,0,30,1,2,0,52,2,0,83,0,239,1330,0,36,0,0,0,0,0,0,0,0,0,0,116,0,1820,368,3302
FREETOWN2,207,0,2,268,0,0,0,0,0,2,7,1,31,0,2,0,27,0,2,60,1,231,1414,0,42,0,0,0,0,2,0,0,0,0,0,114,0,1750,477,3322
FREETOWN3,199,0,1,220,0,1,0,0,0,3,17,2,39,1,1,1,45,1,1,48,0,223,1326,0,58,0,0,0,0,0,0,0,0,0,0,126,0,1728,420,3238
GARDNERA,687,0,5,928,0,1,0,0,1,13,46,2,117,5,1,3,121,1,6,135,2,441,2313,0,88,0,0,0,0,7,0,0,0,0,0,269,0,1730,1620,4407
GARDNERB,543,1,8,744,0,0,0,0,2,18,53,10,121,3,0,3,86,0,2,120,2,475,1883,0,69,0,0,0,0,0,0,0,0,0,0,321,0,1812,1296,4085
GEORGETOWN1,232,1,3,281,0,0,0,0,0,9,16,0,51,1,0,0,92,0,0,85,2,284,863,0,18,0,0,0,0,0,0,0,0,0,0,114,0,848,517,1843
GEORGETOWN2,189,1,1,225,0,0,0,0,0,5,17,4,55,0,1,0,85,0,0,91,0,241,727,0,20,0,0,0,0,5,0,0,0,0,0,117,0,725,416,1594
GEORGETOWN3,204,0,2,228,0,0,1,0,0,3,9,1,61,0,0,0,65,0,0,65,0,213,757,0,11,0,0,0,0,6,0,0,0,0,0,100,0,655,434,1529
GILL1,144,0,1,331,0,0,0,0,1,2,8,0,12,0,0,1,41,0,1,25,0,46,579,0,32,0,0,0,0,0,0,0,0,0,0,57,0,259,476,927
GLOUCESTER1,1331,2,7,1799,0,0,0,0,0,15,37,5,138,3,2,0,275,1,0,254,2,823,4891,0,130,0,0,0,0,8,0,0,0,0,0,338,0,2717,3139,8084
GLOUCESTER2,1359,2,6,1922,0,0,0,0,3,13,36,4,126,5,1,5,282,0,3,237,0,707,4917,0,150,0,0,0,0,11,0,0,0,0,0,358,0,2638,3289,8074
GOSHEN1,81,1,1,175,0,0,0,0,0,4,7,0,18,1,0,0,20,0,0,7,0,64,364,0,15,0,0,0,0,0,0,0,0,0,0,28,0,213,258,620
GOSNOLD1,5,0,0,9,0,0,0,0,0,1,0,0,1,0,0,0,9,0,0,2,0,9,36,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,14,65
GRAFTON1,236,0,1,383,0,0,0,0,0,10,13,2,43,0,0,0,84,0,0,83,0,238,1061,0,32,0,0,0,0,4,0,0,0,0,0,130,0,806,620,2033
GRAFTON2,251,0,2,312,0,0,0,0,0,3,12,4,49,3,1,0,84,0,0,97,0,228,1084,0,29,0,0,0,0,7,0,0,0,0,0,127,0,767,565,2014
GRAFTON3,228,1,1,272,0,0,0,0,1,3,13,1,43,0,1,0,116,0,0,99,0,177,1103,0,13,0,0,0,0,11,0,0,0,0,0,100,0,739,502,1966
GRAFTON4,171,0,1,286,0,0,0,0,0,3,17,0,47,0,0,1,59,0,2,69,2,207,901,0,36,0,0,0,0,4,0,0,0,0,0,110,0,743,458,1794
GRAFTON5,328,0,1,343,0,0,0,0,1,3,7,2,50,0,0,0,109,0,2,114,0,207,1223,0,20,0,0,0,0,6,0,0,0,0,0,119,0,828,672,2196
GRANBY1,270,0,3,445,0,0,0,0,1,4,17,0,64,0,1,0,111,1,6,88,1,262,949,0,50,0,0,0,0,0,0,0,0,0,0,98,0,809,718,1906
GRANBY2,222,2,4,373,0,0,0,0,1,5,21,1,62,1,0,0,78,1,4,56,0,313,702,0,43,0,0,0,0,2,0,0,0,0,0,75,0,890,601,1712
GRANVILLE1,87,0,0,135,0,0,0,0,0,1,19,1,35,0,1,0,46,0,0,48,0,140,335,0,20,0,0,0,0,0,0,0,0,0,0,55,0,548,222,958
GREAT BARRINGTONA,206,1,0,236,0,0,0,0,0,0,5,0,6,0,0,0,20,0,0,21,0,32,752,0,31,0,0,0,0,0,0,0,0,0,0,34,0,155,443,972
GREAT BARRINGTONB,190,0,2,290,0,0,0,0,1,1,6,2,11,0,0,0,13,0,0,14,0,40,737,0,31,0,0,0,0,0,0,0,0,0,0,38,0,187,482,993
GREAT BARRINGTONC,133,0,1,204,0,0,0,0,2,3,5,0,1,0,0,0,11,0,2,15,0,13,567,0,35,0,0,0,0,0,0,0,0,0,0,12,0,89,338,703
GREAT BARRINGTOND,248,0,1,305,0,0,0,0,0,1,1,0,3,0,0,0,18,0,1,25,0,35,824,0,31,0,0,0,0,0,0,0,0,0,0,19,0,149,554,1023
GREENFIELD1,98,0,2,290,0,0,0,0,0,2,3,0,17,0,2,0,38,0,1,28,1,68,547,0,23,0,0,0,0,0,0,0,0,0,0,51,0,280,390,901
GREENFIELD2,182,1,1,362,0,0,0,0,2,1,13,0,23,1,0,0,59,1,1,46,0,75,741,0,36,0,0,0,0,0,0,0,0,0,0,52,0,341,546,1170
GREENFIELD3,136,0,2,340,0,0,0,0,0,1,8,0,25,0,1,0,32,0,0,29,1,51,638,0,38,0,0,0,0,0,0,0,0,0,0,36,0,254,478,966
GREENFIELD4,140,0,1,397,0,0,0,0,0,0,6,2,16,1,0,0,38,0,1,27,0,49,736,0,20,0,0,0,0,0,0,0,0,0,0,43,0,257,538,1056
GREENFIELD5,155,0,1,394,0,0,0,0,0,4,9,0,13,0,0,0,34,0,0,20,0,34,718,0,49,0,0,0,0,0,0,0,0,0,0,33,0,175,550,975
GREENFIELD6,158,0,2,437,1,0,0,0,0,0,3,0,5,0,0,0,19,0,0,13,0,38,736,0,53,0,0,0,0,0,0,0,0,0,0,30,0,154,597,973
GREENFIELD7,95,0,1,260,1,1,0,0,1,2,3,1,12,0,1,0,18,0,0,30,0,48,483,0,32,0,0,0,0,0,0,0,0,0,0,54,0,246,356,815
GREENFIELD8,87,0,0,298,0,0,0,0,0,0,5,0,10,0,1,0,9,0,1,6,1,34,515,0,39,0,0,0,0,0,0,0,0,0,0,35,0,170,385,759
GREENFIELD9,91,0,0,227,0,0,0,0,0,0,3,0,16,0,0,0,31,0,1,22,1,42,460,0,19,0,0,0,0,0,0,0,0,0,0,38,0,221,318,738
GROTON1,363,0,4,454,1,0,0,0,0,6,20,2,72,2,1,0,142,0,1,153,1,211,1410,0,29,0,0,0,0,11,0,0,0,0,0,152,0,703,821,2305
GROTON2,305,0,1,431,0,0,0,0,1,7,12,4,52,2,1,0,124,0,6,104,0,214,1247,0,37,0,0,0,0,3,0,0,0,0,0,123,0,765,737,2175
GROTON3,349,0,1,415,0,0,0,0,1,2,9,3,44,0,1,0,138,0,6,144,0,190,1260,0,30,0,0,0,0,6,0,0,0,0,0,125,0,670,765,2091
GROVELAND1,229,0,4,360,0,0,0,0,0,5,17,0,77,1,1,1,85,0,0,78,0,361,913,0,27,0,0,0,0,0,0,0,0,0,0,86,0,968,593,1994
GROVELAND2,230,0,3,355,0,0,0,0,1,5,17,0,57,1,3,0,106,2,2,80,0,316,909,0,25,0,0,0,0,0,0,0,0,0,0,104,0,966,588,2004
HADLEY1,573,2,4,929,0,0,0,0,0,2,10,1,52,0,0,0,139,0,0,82,1,217,2149,0,98,0,0,0,0,5,0,0,0,0,0,105,0,867,1508,3224
HALIFAX1,242,0,2,373,0,0,0,0,0,9,17,2,58,0,0,0,74,1,2,77,0,392,883,0,21,0,0,0,0,0,0,0,0,0,0,113,0,1252,617,2269
HALIFAX2,244,0,1,365,0,0,0,0,0,6,17,3,67,0,0,1,94,0,2,79,1,321,911,0,37,0,0,0,0,0,0,0,0,0,0,115,0,1060,610,2123
HAMILTON1,232,1,3,360,1,0,0,0,1,5,15,2,58,2,0,2,123,0,2,110,0,160,958,0,33,0,0,0,0,1,0,0,0,0,0,88,0,583,596,1663
HAMILTON2,256,1,2,277,0,0,0,0,0,6,3,0,41,0,0,1,141,0,1,128,1,162,953,0,17,0,0,0,0,1,0,0,0,0,0,131,0,542,536,1644
HAMILTON3,206,0,1,204,0,0,0,0,0,5,6,0,35,1,0,1,118,1,3,82,0,113,720,0,19,0,0,0,0,8,0,0,0,0,0,99,0,351,411,1197
HAMPDEN1,319,1,2,375,0,0,0,0,1,8,34,4,105,0,0,1,161,0,3,128,1,437,1188,0,37,0,0,0,0,0,0,0,0,0,0,154,0,1645,697,3024
HANCOCK1,51,0,0,54,0,0,0,0,0,0,8,1,24,0,0,0,12,1,0,14,0,42,189,0,9,0,0,0,0,2,0,0,0,0,0,24,0,159,105,383
HANOVER1,290,0,3,339,0,0,0,0,0,2,13,1,61,1,1,0,96,0,1,100,0,335,885,0,16,0,0,0,0,5,0,0,0,0,0,96,0,1033,632,2035
HANOVER2,282,1,0,317,0,0,0,0,0,2,14,0,58,2,0,1,104,1,3,99,0,361,958,0,20,0,0,0,0,2,0,0,0,0,0,107,0,1125,600,2212
HANOVER3,293,1,6,323,0,0,0,0,0,1,9,3,68,1,1,0,96,0,2,113,0,338,964,0,21,0,0,0,0,4,0,0,0,0,0,106,0,994,623,2089
HANOVER4,274,3,1,264,0,0,0,1,1,6,20,3,76,0,0,1,138,0,1,135,0,361,943,0,14,0,0,0,0,1,0,0,0,0,0,91,0,1115,542,2164
HANSON1,240,0,3,319,0,0,0,0,0,11,9,0,66,0,1,1,71,0,1,80,0,334,829,0,11,0,0,0,0,0,0,0,0,0,0,85,0,1060,562,1985
HANSON2,256,1,2,335,0,0,0,0,0,7,21,1,64,3,0,0,83,0,3,94,0,337,864,0,23,0,0,0,0,4,0,0,0,0,0,131,0,1045,594,2067
HANSON3,196,0,0,343,0,0,0,1,0,5,20,1,64,1,0,2,51,0,1,63,0,330,739,0,24,0,0,0,0,14,0,0,0,0,0,113,0,1019,539,1909
HARDWICK1,164,2,0,283,0,0,0,0,3,4,10,0,36,0,0,0,42,0,2,48,0,178,568,0,28,0,0,0,0,2,0,0,0,0,0,77,0,709,449,1384
HARVARD1,822,1,2,789,0,0,0,0,2,6,34,3,87,0,0,1,227,0,2,189,1,273,2515,0,50,0,0,0,0,2,0,0,0,0,0,182,0,889,1614,3638
HARWICH1,331,1,5,367,0,0,0,0,0,8,20,1,37,1,1,0,111,0,0,82,0,238,1215,0,25,0,0,0,0,0,0,0,0,0,0,90,0,854,704,2184
HARWICH2,332,0,0,361,0,0,0,0,0,10,10,0,37,0,1,0,102,1,1,93,0,264,1145,0,35,0,0,0,0,0,0,0,0,0,0,77,0,843,693,2100
HARWICH3,311,0,1,348,0,0,0,0,0,9,22,3,49,2,0,0,101,0,2,88,1,260,1139,0,37,0,0,0,0,0,0,0,0,0,0,83,0,899,660,2158
HARWICH4,262,0,3,352,0,0,0,0,0,6,16,1,45,2,0,0,66,1,3,56,0,182,1061,0,35,0,0,0,0,0,0,0,0,0,0,90,0,698,617,1884
HATFIELD1,379,2,1,577,0,0,0,0,0,3,12,0,26,0,2,0,70,1,0,33,0,158,1284,0,61,0,0,0,0,0,0,0,0,0,0,77,0,660,959,2082
HAVERHILL1,1409,3,12,1736,0,0,0,0,3,28,35,5,196,5,2,1,246,3,10,248,2,1126,5018,0,136,0,0,0,0,6,0,0,0,0,0,431,0,3445,3160,9036
HAVERHILL2,1498,3,18,1890,0,0,0,0,1,26,74,6,218,7,7,1,283,3,8,339,1,1415,5261,0,162,0,0,0,0,9,0,0,0,0,0,424,0,4286,3409,10142
HAVERHILL3,1478,5,10,1853,0,0,0,0,1,23,66,4,291,10,2,4,340,2,8,372,1,1392,5128,0,120,0,0,0,0,8,0,0,0,0,0,488,0,4319,3346,10063
HAWLEY1,24,0,1,52,0,0,0,0,0,1,2,1,3,0,0,0,9,0,0,13,0,16,105,0,7,0,0,0,0,2,0,0,0,0,0,14,0,67,77,195
HEATH1,44,0,0,136,0,0,0,0,0,0,9,0,16,1,0,0,8,0,1,21,0,41,244,0,12,0,0,0,0,0,0,0,0,0,0,24,0,165,180,445
HINGHAM1,424,2,6,287,0,0,0,0,0,12,12,3,28,1,1,0,152,1,1,130,0,210,1327,0,26,0,0,0,0,7,0,0,0,0,0,114,0,776,719,2250
HINGHAM2,459,1,0,314,0,0,0,0,0,12,11,1,47,0,0,0,168,3,1,159,1,211,1436,0,28,0,0,0,0,5,0,0,0,0,0,113,0,801,774,2383
HINGHAM3,421,1,2,325,0,0,0,0,0,9,11,2,55,3,0,0,205,1,0,137,0,202,1445,0,28,0,0,0,0,6,0,0,0,0,0,123,0,739,749,2341
HINGHAM4,396,0,0,284,0,0,0,0,0,4,13,2,41,1,0,0,227,0,3,169,0,236,1363,0,23,0,0,0,0,4,0,0,0,0,0,128,0,768,680,2286
HINGHAM5,272,0,1,186,0,0,0,0,0,3,11,2,31,1,0,1,140,1,0,112,0,182,922,0,20,0,0,0,0,4,0,0,0,0,0,80,0,645,459,1671
HINGHAM5A,397,3,5,142,0,0,0,0,0,19,7,1,30,1,0,0,117,4,1,69,1,77,717,0,3,0,0,0,0,1,0,0,0,0,0,38,0,267,547,1026
HINGHAM6,398,0,3,288,0,0,0,0,1,7,12,4,53,0,1,0,163,0,1,169,0,276,1300,0,14,0,0,0,0,1,0,0,0,0,0,95,0,814,689,2224
HINSDALE1,184,0,2,226,0,0,0,0,0,4,12,2,21,0,1,0,28,0,0,27,0,108,606,0,37,0,0,0,0,0,0,0,0,0,0,55,0,403,412,1101
HOLBROOK1,247,0,1,217,0,0,0,0,0,4,3,1,27,0,0,2,29,0,1,41,0,176,773,0,22,0,0,0,0,0,0,0,0,0,0,46,0,526,465,1367
HOLBROOK2,214,0,4,256,0,0,0,0,0,0,8,1,39,0,0,0,37,0,1,46,0,226,708,0,25,0,0,0,0,0,0,0,0,0,0,70,0,663,474,1466
HOLBROOK3,241,0,6,212,0,0,0,0,0,2,4,3,31,1,0,1,41,0,0,41,0,216,720,0,21,0,0,0,0,0,0,0,0,0,0,76,0,613,459,1430
HOLBROOK4,212,0,2,225,0,0,0,0,0,1,9,1,30,0,1,0,26,0,0,34,0,174,711,0,22,0,0,0,0,0,0,0,0,0,0,56,0,583,439,1372
HOLDEN1,240,1,3,363,0,0,0,0,0,5,22,0,85,1,0,0,91,1,0,140,1,261,1031,0,28,0,0,0,0,13,0,0,0,0,0,150,0,944,607,2166
HOLDEN2,306,2,1,383,0,0,0,0,0,7,22,3,80,0,0,2,141,1,1,100,2,272,1159,0,26,0,0,0,0,11,0,0,0,0,0,118,0,910,692,2224
HOLDEN3,304,1,3,378,0,1,0,0,2,6,13,2,75,1,1,1,93,1,0,139,0,203,1070,0,37,0,0,0,0,8,0,0,0,0,0,135,0,763,686,2013
HOLDEN4,328,2,2,350,0,0,0,0,1,4,20,4,91,1,1,1,139,0,1,119,0,248,1193,0,31,0,0,0,0,4,0,0,0,0,0,125,0,1025,682,2378
HOLDEN5,314,1,2,444,0,0,0,0,2,9,23,2,103,1,0,1,121,0,1,111,0,258,1152,0,27,0,0,0,0,4,0,0,0,0,0,133,0,970,761,2286
HOLLAND1,106,0,4,194,0,0,0,0,0,0,15,0,53,1,1,0,51,0,2,51,0,160,475,0,33,0,0,0,0,0,0,0,0,0,0,106,0,720,304,1334
HOLLISTON1,400,0,1,427,0,0,0,0,0,2,17,1,53,2,0,0,135,1,1,146,0,213,1394,0,16,0,0,0,0,0,0,0,0,0,0,131,0,744,828,2285
HOLLISTON2,402,1,1,449,0,0,0,0,0,11,11,2,33,1,1,0,123,2,1,110,0,186,1409,0,41,0,0,0,0,0,0,0,0,0,0,125,0,639,853,2214
HOLLISTON3,387,1,1,371,0,0,0,0,1,6,8,1,42,1,0,1,88,0,0,104,0,178,1293,0,18,0,0,0,0,0,0,0,0,0,0,100,0,582,760,1993
HOLLISTON4,312,2,1,345,0,0,0,0,0,5,12,1,32,1,1,1,136,0,0,108,0,157,1195,0,17,0,0,0,0,0,0,0,0,0,0,102,0,598,660,1912
HOLYOKEA,1562,9,16,1543,0,0,0,1,5,9,39,1,129,0,3,1,176,4,4,152,0,500,5764,0,193,0,0,0,0,0,0,0,0,0,0,242,0,2118,3130,8317
HOLYOKEB,1609,9,24,1579,0,1,0,0,5,7,37,6,114,0,2,2,148,0,3,116,0,367,5892,0,199,0,0,0,0,0,0,0,0,0,0,267,0,1904,3221,8262
HOPEDALE1,480,3,3,584,0,0,0,0,0,10,8,7,80,8,1,1,127,1,4,177,0,367,1759,0,49,0,0,0,0,0,0,0,0,0,0,197,0,1375,1070,3380
HOPKINTON1,394,2,3,319,0,0,0,0,0,5,6,1,39,1,0,0,151,1,2,163,0,200,1498,0,29,0,0,0,0,7,0,0,0,0,0,156,0,706,718,2396
HOPKINTON2,356,2,3,340,0,0,0,0,1,0,9,3,54,1,1,0,136,0,1,134,0,193,1342,0,23,0,0,0,0,4,0,0,0,0,0,123,0,777,701,2269
HOPKINTON3,334,1,2,286,0,0,0,0,1,2,12,5,44,1,0,1,137,1,0,149,1,216,1232,0,24,0,0,0,0,11,0,0,0,0,0,146,0,728,623,2141
HOPKINTON4,353,0,1,304,0,0,0,0,0,3,15,1,54,0,0,2,147,0,1,155,1,140,1286,0,24,0,0,0,0,8,0,0,0,0,0,135,0,700,658,2153
HUBBARDSTON1,263,0,1,460,0,0,0,0,1,6,44,3,153,1,3,2,76,0,2,96,0,378,1040,0,36,0,0,0,0,0,0,0,0,0,0,203,0,1376,724,2655
HUDSON1,262,0,1,281,1,0,0,0,0,1,11,1,27,1,0,1,63,0,2,49,1,183,896,0,20,0,0,0,0,5,0,0,0,0,0,75,0,570,544,1566
HUDSON2,209,2,2,263,0,0,0,0,0,0,9,2,30,1,0,0,36,0,2,42,0,143,785,0,20,0,0,0,0,0,0,0,0,0,0,85,0,457,476,1347
HUDSON3,300,0,2,243,0,0,0,0,1,6,7,1,38,1,0,1,75,0,0,59,1,215,827,0,12,0,0,0,0,0,0,0,0,0,0,98,0,658,545,1595
HUDSON4,265,0,3,301,0,0,0,0,2,2,11,2,55,1,0,0,73,0,2,84,1,201,903,0,20,0,0,0,0,0,0,0,0,0,0,107,0,627,569,1657
HUDSON5,326,1,6,309,0,0,0,0,0,8,11,2,38,3,1,0,101,0,1,81,1,206,1109,0,18,0,0,0,0,3,0,0,0,0,0,98,0,664,642,1892
HUDSON6,200,0,2,194,0,1,0,0,0,2,6,0,20,0,1,0,38,0,0,42,0,91,728,0,13,0,0,0,0,3,0,0,0,0,0,57,0,400,396,1201
HUDSON7,203,0,0,254,0,0,0,0,0,2,12,0,23,0,0,0,35,0,0,43,0,98,780,0,15,0,0,0,0,0,0,0,0,0,0,79,0,399,457,1273
HULL1,449,0,2,454,1,0,0,0,0,5,6,0,34,4,0,1,57,0,1,63,0,227,1335,0,22,0,0,0,0,0,0,0,0,0,0,81,0,741,905,2179
HULL2,323,1,4,354,0,0,0,0,2,8,5,1,31,3,1,0,48,0,2,48,0,244,1058,0,28,0,0,0,0,0,0,0,0,0,0,81,0,756,682,1923
HULL3,395,0,4,414,0,0,0,0,0,8,10,4,38,0,0,0,61,0,2,69,0,253,1295,0,16,0,0,0,0,0,0,0,0,0,0,91,0,859,813,2261
HUNTINGTON1,117,0,8,246,0,0,0,0,1,2,11,0,38,1,0,1,41,0,0,43,0,149,460,0,35,0,0,0,0,1,0,0,0,0,0,71,0,611,371,1178
IPSWICH1,407,2,3,483,0,0,0,0,2,4,17,3,46,1,0,2,112,2,0,81,0,203,1337,0,36,0,0,0,0,0,0,0,0,0,0,92,0,605,895,2070
IPSWICH2,402,0,1,525,0,0,0,0,1,5,14,3,49,3,0,1,113,0,2,99,0,255,1354,0,40,0,0,0,0,5,0,0,0,0,0,142,0,770,928,2311
IPSWICH3,244,0,0,350,0,0,0,0,1,9,8,1,40,0,0,1,130,0,2,98,0,260,1029,0,28,0,0,0,0,0,0,0,0,0,0,128,0,867,594,2052
IPSWICH4,328,0,3,404,0,0,0,0,0,2,19,0,48,3,0,0,111,1,1,97,0,224,1219,0,34,0,0,0,0,0,0,0,0,0,0,97,0,771,735,2121
KINGSTON1,214,1,0,291,0,0,0,0,2,4,14,1,41,1,0,0,56,0,2,60,0,219,849,0,24,0,0,0,0,2,0,0,0,0,0,92,0,792,506,1759
KINGSTON2,240,1,3,300,0,0,0,0,0,3,20,1,50,1,1,1,100,0,1,99,0,282,921,0,23,0,0,0,0,0,0,0,0,0,0,84,0,992,544,2020
KINGSTON3,220,0,3,296,0,0,0,0,0,5,10,1,57,2,0,0,68,0,1,84,0,271,897,0,24,0,0,0,1,4,0,0,0,0,0,112,0,985,519,2023
KINGSTON4,247,2,1,287,0,0,0,0,0,4,9,0,59,0,0,0,65,0,0,63,0,236,804,0,13,0,0,0,0,3,0,0,0,0,0,93,0,810,537,1723
LAKEVILLE1,168,2,1,279,0,0,0,0,0,6,13,1,61,1,1,2,65,0,2,98,0,290,783,0,29,0,0,0,0,7,0,0,0,0,0,96,0,1037,450,1952
LAKEVILLE2,210,0,2,276,0,0,0,0,0,8,27,3,76,1,1,2,93,0,2,92,0,366,774,0,30,0,0,0,0,4,0,0,0,0,0,103,0,1158,488,2069
LAKEVILLE3,224,0,0,280,0,0,0,0,0,11,19,0,70,1,3,0,95,0,1,110,0,396,909,0,27,0,0,0,0,6,0,0,0,0,0,116,0,1179,504,2237
LANCASTER1,233,0,3,323,0,0,0,0,1,11,42,1,62,1,0,0,98,0,1,93,0,241,883,0,25,0,0,0,0,6,0,0,0,0,0,156,0,801,559,1871
LANCASTER2,282,0,2,342,0,0,0,0,3,13,37,0,68,0,1,0,102,0,5,113,1,224,967,0,34,0,0,0,0,1,0,0,0,0,0,128,0,850,626,1980
LANESBOROUGH1,245,0,0,356,0,0,0,0,0,4,13,3,27,1,1,0,38,0,5,43,1,133,998,0,32,0,0,0,0,5,0,0,0,0,0,77,0,597,601,1709
LAWRENCE1,1781,5,20,806,0,0,0,0,2,13,19,1,72,5,0,0,57,2,1,104,1,409,5249,0,65,0,0,0,0,0,0,0,0,0,0,152,0,1363,2612,6829
LAWRENCE2,1525,2,13,736,0,0,0,0,0,6,7,0,48,1,0,0,37,0,2,61,0,250,4860,0,54,0,0,0,0,0,0,0,0,0,0,127,0,879,2276,5920
LAWRENCE3,1502,9,11,524,0,0,0,0,0,6,16,0,34,0,1,0,21,1,3,53,0,166,4537,0,59,0,0,0,0,0,0,0,0,0,0,92,0,680,2046,5368
LAWRENCE4,1846,3,9,526,0,0,0,0,0,5,5,0,23,1,0,0,32,0,1,47,0,166,5206,0,42,0,0,0,0,0,0,0,0,0,0,105,0,613,2384,5966
LEE1,515,2,1,587,1,0,0,0,1,1,18,1,40,0,1,0,53,1,1,71,1,133,1969,0,86,0,0,0,0,0,0,0,0,0,0,115,0,852,1105,3022
LEICESTER1,168,0,5,255,0,0,0,0,0,6,5,1,43,0,0,0,38,0,1,67,1,230,619,0,21,0,0,0,0,0,0,0,0,0,0,77,0,775,428,1492
LEICESTER2,173,0,5,229,0,0,0,0,0,5,9,2,53,1,1,0,36,0,0,43,0,174,640,0,17,0,0,0,0,0,0,0,0,0,0,65,0,669,407,1391
LEICESTER3,174,1,4,226,0,0,0,0,0,4,19,0,53,1,0,0,43,0,0,52,0,182,562,0,18,0,0,0,0,0,0,0,0,0,0,86,0,718,405,1384
LEICESTER4,210,0,4,258,0,0,0,0,0,6,12,1,50,1,0,0,42,0,1,62,0,193,602,0,16,0,0,0,0,4,0,0,0,0,0,90,0,663,472,1375
LENOX1,735,3,5,640,2,0,0,0,3,4,21,2,38,2,1,0,88,0,1,73,0,103,2234,0,70,0,0,0,0,0,0,0,0,0,0,116,0,572,1383,2992
LEOMINSTERA,878,3,4,936,0,0,0,0,1,18,52,5,139,3,1,2,152,1,11,210,0,766,3256,0,85,0,0,0,0,0,0,0,0,0,0,368,0,2688,1821,6397
LEOMINSTERB,944,2,10,1118,0,0,0,0,0,18,65,5,172,2,2,3,238,0,2,316,0,874,3557,0,80,0,0,0,0,0,0,0,0,0,0,388,0,3156,2074,7181
LEOMINSTERC,696,1,5,846,0,0,0,0,3,11,38,2,104,2,2,4,135,0,2,199,2,640,3027,0,97,0,0,0,0,1,0,0,0,0,0,320,0,2355,1548,5800
LEVERETT1,269,0,2,526,0,0,0,0,1,0,13,0,7,0,0,1,31,0,1,31,0,23,996,0,56,0,0,0,0,0,0,0,0,0,0,24,0,185,797,1261
LEXINGTON1,509,0,2,367,0,0,0,0,0,2,8,0,17,0,0,0,76,0,3,73,0,92,1334,0,25,0,0,0,0,0,0,0,0,0,0,76,0,298,878,1733
LEXINGTON2,738,1,1,470,0,0,0,0,4,2,7,2,19,0,0,0,115,1,1,76,0,79,1823,0,39,0,0,0,0,0,0,0,0,0,0,60,0,317,1210,2239
LEXINGTON3,625,1,5,271,0,0,0,0,1,2,1,2,15,1,0,1,78,0,0,52,0,77,1393,0,18,0,0,0,0,0,0,0,0,0,0,43,0,280,902,1734
LEXINGTON4,726,0,0,409,0,0,0,0,2,5,9,0,30,0,0,0,118,0,1,107,0,104,1668,0,25,0,0,0,0,0,0,0,0,0,0,67,0,343,1135,2103
LEXINGTON5,625,1,3,373,0,0,0,0,0,7,13,2,26,1,0,1,114,0,2,90,1,156,1571,0,33,0,0,0,0,0,0,0,0,0,0,74,0,471,1002,2149
LEXINGTON6,650,0,1,334,0,0,0,1,0,5,8,1,17,0,0,0,143,0,1,95,0,117,1560,0,20,0,0,0,0,0,0,0,0,0,0,78,0,383,985,2041
LEXINGTON7,667,0,2,363,0,0,0,0,1,7,3,0,36,0,0,1,115,0,1,73,1,128,1546,0,21,0,0,0,0,0,0,0,0,0,0,70,0,415,1032,2052
LEXINGTON8,643,0,2,366,0,0,0,0,1,6,11,0,32,0,0,0,100,0,3,85,1,107,1482,0,29,0,0,0,0,5,0,0,0,0,0,74,0,371,1011,1961
LEXINGTON9,633,0,0,378,0,0,0,0,1,8,9,0,34,2,0,0,103,0,2,120,0,119,1523,0,34,0,0,0,0,0,0,0,0,0,0,68,0,401,1011,2026
LEYDEN1,74,0,1,181,0,0,0,0,1,0,4,0,7,1,0,0,18,0,1,14,0,28,306,0,20,0,0,0,0,0,0,0,0,0,0,23,0,139,256,488
LINCOLN1,751,0,2,474,0,0,0,0,1,7,6,0,20,1,1,0,161,0,0,114,1,93,1873,0,24,0,0,0,0,1,0,0,0,0,0,98,0,334,1227,2330
LINCOLN2,391,0,1,290,0,1,0,0,0,3,11,1,19,0,0,0,84,0,0,66,0,81,1123,0,25,0,0,0,0,7,0,0,0,0,0,80,0,291,682,1526
LITTLETON1,359,1,2,431,0,0,0,0,0,3,12,0,46,1,1,0,112,1,4,85,1,229,1246,0,10,0,0,0,0,0,0,0,0,0,0,136,0,691,793,2083
