precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_con_TRUMP,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_JOHNSON,gen_lib_JOHNSON,gen_rep_TRUMP,gen_wep_CLINTON,gen_wor_CLINTON,dem_primary_total,general_total
"NEW YORK=""13/71""",124,88,0,0,1,0,0,46073,8,1,0,222,0,0,212,46304
"NEW YORK=""13/72""",178,76,0,0,0,2,0,550113,9,1,0,362,0,0,254,550485
"NEW YORK=""13/73""",147,41,0,3,41,15,0,39561,4,5,7,773,0,0,188,40350
"NEW YORK=""13/74""",132,67,0,0,0,1,0,36670,3,2,0,183,0,0,199,36858
"NEW YORK=""13/75""",202,110,1,1,4,9,0,551304,13,3,1,5110,0,0,312,556431
"NEW YORK=""13/76""",234,68,0,8,31,30,0,70072,5,14,4,1524,0,0,302,71619
"NEW YORK=""14/65""",169,57,0,8,33,18,0,520111,10,15,9,11712,0,0,226,531857
"NEW YORK=""14/66""",111,56,1,0,4,5,0,311110,7,3,2,140,0,0,167,311262
"NEW YORK=""14/67""",207,102,1,1,12,11,0,624174,10,10,7,666,0,0,309,624867
"NEW YORK=""14/68""",109,91,0,5,13,8,0,477113,17,5,6,445,0,0,200,477586
"NEW YORK=""14/69""",140,65,0,2,3,8,0,363101,7,1,1,441,0,0,205,363551
"NEW YORK=""14/70""",159,91,0,0,1,1,0,506143,9,2,2,140,0,0,250,506296
"NEW YORK=""14/71""",146,108,1,3,1,5,0,609112,12,2,0,182,0,0,254,609308
"NEW YORK=""14/72""",90,17,0,0,0,0,0,22431,0,0,0,31,0,0,107,22462
"NEW YORK=""14/73""",33,16,0,2,11,7,0,20311,0,6,5,362,0,0,49,20684
"NEW YORK=""14/74""",121,60,0,0,0,0,0,346143,7,2,0,284,0,0,181,346436
"NEW YORK=""14/75""",159,97,1,0,7,5,0,566203,8,2,2,606,0,0,256,566821
"NEW YORK=""14/76""",141,54,0,10,34,31,0,555142,2,3,7,13611,0,0,195,568765
"NEW YORK=""15/65""",140,64,0,4,14,23,0,488126,9,9,5,895,0,0,204,489044
"NEW YORK=""15/66""",116,79,0,1,7,6,0,388212,6,5,3,352,0,0,195,388578
"NEW YORK=""15/67""",207,77,1,9,9,14,0,600123,9,5,7,687,0,0,284,600831
"NEW YORK=""15/68""",212,89,1,4,26,34,0,734154,10,10,11,9511,0,0,301,743696
"NEW YORK=""15/69""",248,105,0,6,13,9,0,587243,13,9,1,386,0,0,353,587652
"NEW YORK=""15/70""",164,95,0,0,1,0,0,412152,11,0,0,110,0,0,259,412273
"NEW YORK=""15/71""",136,74,0,0,0,0,0,48622,6,6,1,41,0,0,210,48676
"NEW YORK=""15/72""",200,101,1,2,0,4,0,656158,3,3,1,404,0,0,301,656569
"NEW YORK=""15/73""",55,25,0,1,5,8,0,20283,2,1,2,474,0,0,80,20762
"NEW YORK=""15/74""",147,138,0,3,3,4,0,556300,20,4,0,383,0,0,285,556707
"NEW YORK=""15/75""",193,98,0,1,8,9,0,497231,10,5,5,431,0,0,291,497682
"NEW YORK=""15/76""",134,37,0,0,17,12,0,318101,3,4,5,552,0,0,171,318665
"NEW YORK=""16/65""",209,106,0,2,31,29,0,668166,11,16,11,13210,0,0,315,681414
"NEW YORK=""16/66""",5,1,0,0,0,1,0,1520,0,0,0,21,0,0,6,1541
"NEW YORK=""16/67""",150,40,0,0,20,12,0,47584,8,4,5,888,0,0,190,48489
"NEW YORK=""16/68""",83,44,0,0,0,2,0,31391,5,0,0,230,0,0,127,31626
"NEW YORK=""16/69""",196,87,0,6,10,7,0,532120,5,9,5,545,0,0,283,532684
"NEW YORK=""16/70""",234,130,0,0,3,5,0,664162,19,3,0,161,0,0,364,664345
"NEW YORK=""16/71""",127,72,0,0,0,0,0,45360,4,3,1,70,0,0,199,45438
"NEW YORK=""16/72""",138,70,0,1,1,5,0,40572,2,3,0,280,0,0,208,40857
"NEW YORK=""16/73""",169,65,0,8,31,44,0,616145,5,11,4,1718,0,0,234,617883
"NEW YORK=""16/74""",89,63,0,0,3,2,0,288151,4,0,0,122,0,0,152,288277
"NEW YORK=""16/75""",304,111,0,2,17,2,0,812295,6,11,6,465,0,0,415,812783
"NEW YORK=""16/76""",243,75,0,7,50,31,0,623132,14,13,10,1235,0,0,318,624404
"NEW YORK=""17/65""",4,3,0,0,0,0,0,1101,0,0,0,10,0,0,7,1111
"NEW YORK=""17/66""",5,1,0,0,0,0,0,1100,0,0,0,0,0,0,6,1100
"NEW YORK=""17/67""",147,45,1,3,9,18,0,51493,6,6,8,847,0,0,192,52360
"NEW YORK=""17/68""",93,50,0,0,1,0,0,27691,1,1,5,100,0,0,143,27798
"NEW YORK=""17/69""",182,66,0,1,1,2,0,44792,8,6,0,301,0,0,248,45107
"NEW YORK=""17/70""",105,71,1,0,7,1,0,336221,7,5,2,31,0,0,176,336266
"NEW YORK=""17/71""",124,86,0,0,0,0,0,44092,6,1,0,60,0,0,210,44159
"NEW YORK=""17/72""",194,91,0,1,1,2,0,515100,7,0,1,333,0,0,285,515441
"NEW YORK=""17/73""",127,72,0,2,13,7,0,389102,10,7,3,477,0,0,199,389599
"NEW YORK=""17/74""",66,69,0,0,1,1,0,271163,11,2,3,161,0,0,135,271340
"NEW YORK=""17/75""",203,70,0,4,11,6,0,661222,10,9,3,482,0,0,273,661726
"NEW YORK=""17/76""",170,61,0,5,15,21,0,43274,4,8,5,987,0,0,231,44278
"NEW YORK=""18/65""",109,53,0,1,1,4,0,328176,5,2,0,223,0,0,162,328406
"NEW YORK=""18/66""",244,157,0,0,16,12,0,671338,14,2,4,632,0,0,401,671990
"NEW YORK=""18/67""",234,82,0,3,10,16,0,580240,11,3,3,698,0,0,316,580955
"NEW YORK=""18/68""",104,68,0,1,1,2,0,33540,7,1,0,170,0,0,172,33718
"NEW YORK=""18/69""",313,122,0,4,13,8,0,625371,16,7,2,425,0,0,435,625821
"NEW YORK=""18/70""",99,88,0,0,3,0,0,348201,8,1,0,121,0,0,187,348331
"NEW YORK=""18/71""",306,117,0,0,0,0,0,71571,4,4,0,70,0,0,423,71649
"NEW YORK=""18/72""",172,140,0,8,6,13,0,513193,20,6,8,11311,0,0,312,524538
"NEW YORK=""18/73""",206,81,1,6,38,40,0,62290,6,4,8,1456,0,0,287,63764
"NEW YORK=""18/74""",46,52,0,1,0,5,0,13381,4,0,1,291,0,0,98,13677
"NEW YORK=""18/75""",127,64,0,1,5,5,0,369131,5,3,2,282,0,0,191,369423
"NEW YORK=""18/76""",177,81,1,6,25,28,0,71866,8,11,11,1176,0,0,258,73072
"NEW YORK=""19/65""",119,54,0,0,0,3,0,356107,4,3,0,451,0,0,173,356565
"NEW YORK=""19/66""",218,135,0,6,10,6,0,651414,9,3,7,503,0,0,353,651936
"NEW YORK=""19/67""",193,68,0,4,5,12,0,534164,16,7,5,736,0,0,261,534928
"NEW YORK=""19/68""",158,99,0,0,3,3,0,618233,15,5,2,442,0,0,257,618697
"NEW YORK=""19/69""",192,48,0,2,9,5,0,40034,7,3,1,210,0,0,240,40255
"NEW YORK=""19/70""",218,135,1,1,5,1,0,706275,17,4,3,150,0,0,353,706449
"NEW YORK=""19/71""",358,162,3,0,3,3,0,717120,14,0,2,130,0,0,520,717266
"NEW YORK=""19/72""",153,111,0,6,7,11,0,391200,5,6,3,683,0,0,264,391897
"NEW YORK=""19/73""",150,49,0,6,19,18,0,45922,10,3,6,943,0,0,199,46884
"NEW YORK=""19/74""",195,187,0,5,6,41,0,544406,24,13,8,17125,0,0,382,561576
"NEW YORK=""19/75""",204,80,0,2,9,8,0,514212,16,3,4,351,0,0,284,514586
"NEW YORK=""19/76""",168,53,0,8,25,55,0,63083,14,7,4,2096,0,0,221,65204
"NEW YORK=""2/65""",149,62,2,8,31,26,0,59263,7,11,10,1106,0,0,211,60397
"NEW YORK=""2/66""",126,62,0,0,17,14,0,426112,8,5,10,706,0,0,188,426841
"NEW YORK=""2/67""",308,173,1,3,14,17,0,0,26,13,8,11213,0,0,481,11260
"NEW YORK=""2/68""",156,89,1,3,5,6,0,413163,10,1,1,465,0,0,245,413640
"NEW YORK=""2/69""",125,60,0,6,10,5,0,38581,8,4,5,323,0,0,185,38921
"NEW YORK=""2/70""",125,78,0,1,3,2,0,396122,8,2,0,113,0,0,203,396245
"NEW YORK=""2/71""",135,99,1,2,0,1,0,46775,14,3,2,251,0,0,234,47045
"NEW YORK=""2/72""",214,156,0,3,1,4,0,685187,5,4,1,334,0,0,370,685531
"NEW YORK=""2/73""",121,55,5,6,24,17,0,47566,9,8,13,12314,0,0,176,59910
"NEW YORK=""2/74""",111,76,0,1,0,2,0,38270,7,0,0,232,0,0,187,38509
"NEW YORK=""2/75""",255,88,1,6,20,9,0,619222,5,12,3,420,0,0,343,619662
"NEW YORK=""2/76""",128,74,0,3,16,21,0,455102,9,6,5,11810,0,0,202,466932
"NEW YORK=""20/65""",123,56,1,2,0,2,0,331105,3,2,1,466,0,0,179,331577
"NEW YORK=""20/66""",126,73,0,0,11,4,0,448251,5,7,3,222,0,0,199,448488
"NEW YORK=""20/67""",91,39,0,1,5,8,0,34852,3,7,4,432,0,0,130,35298
"NEW YORK=""20/68""",40,42,0,3,0,3,0,158102,1,5,2,104,0,0,82,158214
"NEW YORK=""20/69""",278,113,0,1,18,12,0,636243,7,7,3,597,0,0,391,636857
"NEW YORK=""20/70""",123,93,0,0,0,0,0,521232,10,0,1,121,0,0,216,521364
"NEW YORK=""20/71""",339,132,1,0,1,3,0,725124,13,1,0,60,0,0,471,725198
"NEW YORK=""20/72""",222,101,0,2,0,7,0,578150,10,4,0,474,0,0,323,578638
"NEW YORK=""20/73""",7,9,0,0,2,2,0,2801,1,1,0,80,0,0,16,2883
"NEW YORK=""20/74""",166,131,0,4,8,16,0,488306,14,7,1,977,0,0,297,489305
"NEW YORK=""20/75""",309,123,0,5,12,7,0,833316,11,11,5,512,0,0,432,833855
"NEW YORK=""20/76""",185,70,0,9,18,26,0,604105,5,9,3,1306,0,0,255,605428
"NEW YORK=""21/65""",130,75,1,6,0,4,0,402138,9,5,0,544,0,0,205,402696
"NEW YORK=""21/66""",148,98,0,0,9,8,0,478282,6,4,1,363,0,0,246,478656
"NEW YORK=""21/67""",176,80,1,9,35,17,0,72966,8,14,9,1185,0,0,256,74182
"NEW YORK=""21/68""",151,64,0,0,1,0,0,47891,10,2,0,171,0,0,215,48074
"NEW YORK=""21/69""",294,131,0,6,10,8,0,648315,19,3,5,503,0,0,425,648845
"NEW YORK=""21/70""",176,146,1,2,6,4,0,580233,9,1,1,150,0,0,322,580394
"NEW YORK=""21/71""",185,144,1,2,4,6,0,690174,15,5,2,240,0,0,329,690436
"NEW YORK=""21/72""",189,91,0,2,0,4,0,52476,2,4,3,502,0,0,280,52987
"NEW YORK=""21/73""",170,54,1,6,27,26,0,444140,4,2,2,10210,0,0,224,454358
"NEW YORK=""21/74""",155,167,0,0,4,3,0,579483,29,5,5,371,0,0,322,579893
"NEW YORK=""21/75""",154,67,0,3,9,3,0,425162,6,2,2,201,0,0,221,425373
"NEW YORK=""21/76""",234,81,0,9,39,34,0,599110,8,7,1,1517,0,0,315,600643
"NEW YORK=""22/65""",146,86,1,4,9,21,0,445250,9,6,1,12610,0,0,232,457876
"NEW YORK=""22/66""",284,190,0,7,18,20,0,747396,10,18,3,779,0,0,474,748206
"NEW YORK=""22/67""",177,64,0,7,24,14,0,667143,6,8,7,945,0,0,241,668109
"NEW YORK=""22/68""",101,79,1,2,1,2,0,376131,10,1,1,301,0,0,180,376444
"NEW YORK=""22/69""",288,112,0,7,24,7,0,650181,8,6,2,471,0,0,400,650668
"NEW YORK=""22/70""",178,119,0,1,0,2,0,589202,13,2,2,133,0,0,297,589352
"NEW YORK=""22/71""",113,56,0,0,2,2,0,353101,6,0,0,172,0,0,169,353279
"NEW YORK=""22/72""",166,78,0,5,3,5,0,472142,6,4,2,481,0,0,244,472635
"NEW YORK=""22/73""",174,59,0,8,25,22,0,469181,10,10,4,10111,0,0,233,479316
"NEW YORK=""22/74""",129,158,0,2,6,5,0,576245,18,5,7,372,0,0,287,576647
"NEW YORK=""22/75""",143,93,0,3,9,7,0,598156,9,7,2,683,0,0,236,598857
"NEW YORK=""22/76""",152,47,0,8,40,37,0,50552,3,12,4,1438,0,0,199,52009
"NEW YORK=""23/65""",64,51,0,2,3,15,0,26684,8,3,0,726,0,0,115,27421
"NEW YORK=""23/66""",164,132,0,1,1,5,0,379260,13,1,1,170,0,0,296,379445
"NEW YORK=""23/67""",221,59,0,1,24,25,0,563172,9,5,7,10610,0,0,280,573803
"NEW YORK=""23/68""",192,120,1,1,3,3,0,602232,12,4,2,214,0,0,312,602464
"NEW YORK=""23/69""",155,102,1,4,13,8,0,415275,7,6,7,402,0,0,257,415697
"NEW YORK=""23/70""",201,122,1,1,2,2,0,628213,13,0,2,102,0,0,323,628330
"NEW YORK=""23/71""",215,117,1,0,1,1,0,672200,9,2,3,61,0,0,332,672275
"NEW YORK=""23/72""",104,53,0,7,8,0,0,34890,5,1,0,594,0,0,157,35490
"NEW YORK=""23/73""",166,69,1,4,29,36,0,598142,9,9,9,11812,0,0,235,609981
"NEW YORK=""23/74""",150,195,0,3,11,4,0,610382,26,6,5,504,0,0,345,610923
"NEW YORK=""23/75""",381,139,1,4,18,8,0,936335,8,7,4,474,0,0,520,936828
"NEW YORK=""23/76""",113,25,2,6,26,27,0,38241,6,9,4,9710,0,0,138,47970
"NEW YORK=""24/65""",94,81,0,0,3,11,0,342134,7,2,1,623,0,0,175,342767
"NEW YORK=""24/66""",157,78,0,5,11,3,0,441202,5,5,11,231,0,0,235,441454
"NEW YORK=""24/67""",147,75,1,4,19,11,0,477132,9,2,1,795,0,0,222,477939
"NEW YORK=""24/68""",82,60,0,2,1,1,0,279123,2,1,2,122,0,0,142,279250
"NEW YORK=""24/69""",242,101,0,1,11,8,0,546211,11,4,7,424,0,0,343,546657
"NEW YORK=""24/70""",91,57,0,0,0,1,0,30360,8,1,1,70,0,0,148,30440
"NEW YORK=""24/71""",233,152,1,0,2,1,0,747235,21,5,2,270,0,0,385,747533
"NEW YORK=""24/72""",157,62,0,3,1,3,0,43022,4,1,0,341,0,0,219,43368
"NEW YORK=""24/73""",196,117,0,3,6,26,0,515175,11,6,1,12118,0,0,313,527311
"NEW YORK=""24/74""",157,213,0,2,0,4,0,678474,33,3,5,363,0,0,370,678878
"NEW YORK=""24/75""",178,50,0,5,16,10,0,530104,5,4,6,467,0,0,228,530586
"NEW YORK=""24/76""",167,44,0,4,26,22,0,48903,4,3,4,985,0,0,211,49899
"NEW YORK=""25/65""",45,34,0,1,6,33,0,15340,1,2,0,921,0,0,79,16264
"NEW YORK=""25/66""",111,54,0,0,4,1,0,271232,5,3,3,122,0,0,165,271365
"NEW YORK=""25/67""",123,56,0,1,0,1,0,38160,4,3,0,121,0,0,179,38288
"NEW YORK=""25/68""",110,46,0,0,1,1,0,32152,1,2,0,143,0,0,156,32298
"NEW YORK=""25/69""",280,128,0,4,13,12,0,685335,10,15,4,605,0,0,408,685969
"NEW YORK=""25/70""",180,97,3,5,2,4,0,58683,7,1,0,132,0,0,277,58823
"NEW YORK=""25/71""",125,79,0,3,1,1,0,42370,5,0,0,201,0,0,204,42576
"NEW YORK=""25/72""",159,89,0,1,0,3,0,52882,14,4,0,353,0,0,248,53253
"NEW YORK=""25/73""",237,86,1,9,43,22,0,694133,4,9,7,1286,0,0,323,695439
"NEW YORK=""25/74""",186,148,2,2,9,5,0,689314,18,5,3,334,0,0,334,689674
"NEW YORK=""25/75""",252,113,0,3,10,9,0,593311,8,1,2,346,0,0,365,593668
"NEW YORK=""25/76""",206,62,0,3,21,25,0,64052,6,14,3,12312,0,0,268,76387
"NEW YORK=""26/65""",65,35,2,2,3,16,0,19971,2,0,0,655,0,0,100,20628
"NEW YORK=""26/66""",66,65,0,0,8,2,0,284191,5,2,2,225,0,0,131,284425
"NEW YORK=""26/67""",142,98,0,3,5,4,0,49252,15,1,3,401,0,0,240,49672
"NEW YORK=""26/68""",146,50,0,0,6,9,0,37710,2,2,1,294,0,0,196,38009
"NEW YORK=""26/69""",276,105,0,1,10,6,0,548344,6,2,5,291,0,0,381,548648
"NEW YORK=""26/70""",261,141,0,1,3,3,0,755166,15,6,2,212,0,0,402,755401
"NEW YORK=""26/71""",218,153,0,0,0,0,0,675191,12,4,2,232,0,0,371,675441
"NEW YORK=""26/72""",186,113,1,6,8,7,0,533211,19,7,1,484,0,0,299,533722
"NEW YORK=""26/73""",205,66,1,8,32,30,0,532104,6,10,6,1224,0,0,271,533350
"NEW YORK=""26/74""",160,79,1,0,0,1,0,503102,5,1,0,200,0,0,239,503308
"NEW YORK=""26/75""",285,132,0,2,11,7,0,657370,20,7,4,575,0,0,417,657976
"NEW YORK=""26/76""",185,65,1,6,31,29,0,561122,4,13,9,1207,0,0,250,562355
"NEW YORK=""27/65""",103,91,1,3,5,26,0,33060,8,1,1,1507,0,0,194,34577
"NEW YORK=""27/66""",132,145,0,0,5,6,0,509401,16,4,6,312,0,0,277,509739
"NEW YORK=""27/67""",179,112,0,1,3,7,0,49890,10,0,0,491,0,0,291,50391
"NEW YORK=""27/68""",141,54,0,0,5,11,0,407134,6,5,2,352,0,0,195,407499
"NEW YORK=""27/69""",105,63,0,1,6,2,0,331111,7,3,3,303,0,0,168,331427
"NEW YORK=""27/70""",178,125,0,1,3,1,0,483194,17,2,0,173,0,0,303,483386
"NEW YORK=""27/71""",99,64,0,2,0,1,0,299142,4,2,0,81,0,0,163,299229
"NEW YORK=""27/72""",131,63,0,0,0,2,0,39563,5,2,0,180,0,0,194,39750
"NEW YORK=""27/73""",239,65,0,4,32,51,0,600115,4,8,4,15611,0,0,304,615742
"NEW YORK=""27/74""",112,56,0,1,0,1,0,34591,5,2,1,303,0,0,168,34902
"NEW YORK=""27/75""",289,152,1,2,18,8,0,782288,17,3,2,5110,0,0,441,787420
"NEW YORK=""27/76""",178,77,0,7,17,20,0,578180,7,9,1,1026,0,0,255,579223
"NEW YORK=""28/65""",52,55,0,0,1,3,0,20936,5,3,0,571,0,0,107,21515
"NEW YORK=""28/66""",228,185,0,0,12,18,0,694517,17,9,7,815,0,0,413,695365
"NEW YORK=""28/67""",203,107,0,6,16,24,0,656184,8,10,8,908,0,0,310,657118
"NEW YORK=""28/68""",127,40,1,1,6,0,0,34441,1,2,0,61,0,0,167,34505
"NEW YORK=""28/69""",102,64,0,3,3,0,0,28173,5,1,0,181,0,0,166,28360
"NEW YORK=""28/70""",182,143,0,1,2,1,0,609195,10,2,0,160,0,0,325,609367
"NEW YORK=""28/71""",125,90,1,0,3,2,0,394130,10,0,1,132,0,0,215,394273
"NEW YORK=""28/72""",256,111,0,1,0,4,0,63761,14,4,1,463,0,0,367,64243
"NEW YORK=""28/73""",133,46,0,6,12,26,0,37580,5,6,7,9010,0,0,179,46608
"NEW YORK=""28/74""",74,33,0,0,1,4,0,262140,5,1,0,155,0,0,107,262301
"NEW YORK=""28/75""",246,90,1,3,5,15,0,601205,11,4,4,746,0,0,336,601970
"NEW YORK=""28/76""",217,55,0,2,30,34,0,539103,7,9,3,10612,0,0,272,549734
"NEW YORK=""29/65""",50,44,0,2,1,7,0,203122,5,2,0,433,0,0,94,203562
"NEW YORK=""29/66""",198,194,1,5,12,13,0,682418,26,5,16,563,0,0,392,683028
"NEW YORK=""29/67""",153,41,0,11,22,18,0,565102,6,6,5,911,0,0,194,566030
"NEW YORK=""29/68""",51,18,0,1,0,1,0,15110,0,1,0,131,0,0,69,15242
"NEW YORK=""29/69""",315,132,0,4,7,10,0,656523,3,3,4,495,0,0,447,657028
"NEW YORK=""29/70""",213,124,0,0,1,2,0,672233,10,4,0,232,0,0,337,672479
"NEW YORK=""29/71""",134,110,0,0,3,1,0,424164,7,2,2,102,0,0,244,424277
"NEW YORK=""29/72""",176,99,1,1,1,6,0,49751,13,1,0,517,0,0,275,50282
"NEW YORK=""29/73""",173,75,0,9,28,25,0,588115,5,10,3,1359,0,0,248,589492
"NEW YORK=""29/74""",110,74,0,0,0,2,0,335110,5,0,1,188,0,0,184,335304
"NEW YORK=""29/75""",39,17,0,1,3,3,0,42142,9,4,9,492,0,0,56,42656
"NEW YORK=""29/76""",117,37,0,4,19,12,0,35332,5,9,2,664,0,0,154,36012
"NEW YORK=""3/65""",88,39,0,3,12,12,0,42232,5,5,7,525,0,0,127,42774
"NEW YORK=""3/66""",250,73,1,9,32,22,0,734246,4,13,12,1161,0,0,323,735436
"NEW YORK=""3/67""",211,112,0,3,16,21,0,795202,16,10,14,11114,0,0,323,806356
"NEW YORK=""3/68""",136,81,0,6,17,7,0,514124,8,11,4,566,0,0,217,514713
"NEW YORK=""3/69""",218,115,2,0,11,11,0,657134,13,7,3,466,0,0,333,657623
"NEW YORK=""3/70""",211,149,0,1,6,3,0,683165,19,3,0,193,0,0,360,683380
"NEW YORK=""3/71""",174,130,0,1,3,0,0,660131,7,4,2,290,0,0,304,660434
"NEW YORK=""3/72""",185,112,1,0,2,1,0,531191,12,2,3,290,0,0,297,531498
"NEW YORK=""3/73""",187,67,0,10,19,11,0,55792,4,3,6,879,0,0,254,56684
"NEW YORK=""3/74""",181,85,0,5,1,1,0,42150,5,3,0,353,0,0,266,42511
"NEW YORK=""3/75""",136,68,0,0,4,4,0,390153,10,5,5,282,0,0,204,390455
"NEW YORK=""3/76""",109,50,0,2,28,21,0,388143,5,5,3,1064,0,0,159,389220
"NEW YORK=""30/65""",336,159,2,11,8,36,0,328113,9,5,2,1052,0,0,495,329181
"NEW YORK=""30/66""",169,161,0,1,6,3,0,583397,23,6,1,322,0,0,330,583749
"NEW YORK=""30/67""",92,27,0,3,13,13,0,34363,3,5,5,841,0,0,119,35217
"NEW YORK=""30/68""",105,76,0,0,3,2,0,47280,5,6,1,321,0,0,181,47613
"NEW YORK=""30/69""",273,123,0,6,13,7,0,504511,8,4,4,395,0,0,396,504922
"NEW YORK=""30/70""",207,119,0,0,2,0,0,708187,7,5,0,131,0,0,326,708330
"NEW YORK=""30/71""",149,121,0,2,3,1,0,506193,12,5,0,120,0,0,270,506330
"NEW YORK=""30/72""",186,100,0,5,1,6,0,55071,3,4,2,346,0,0,286,55426
"NEW YORK=""30/73""",123,59,0,7,19,18,0,44551,5,6,6,876,0,0,182,45444
"NEW YORK=""30/74""",87,48,0,1,2,3,0,218110,8,2,1,244,0,0,135,218365
"NEW YORK=""30/75""",219,74,1,3,29,18,0,659162,10,10,14,784,0,0,293,659980
"NEW YORK=""30/76""",105,40,0,6,27,15,0,32510,2,6,5,693,0,0,145,33216
"NEW YORK=""31/65""",0,0,0,0,0,0,0,38650,6,4,0,1094,0,0,0,39754
"NEW YORK=""31/66""",165,174,0,1,9,11,0,627456,17,3,2,666,0,0,339,628144
"NEW YORK=""31/67""",280,76,0,5,15,16,0,552142,9,6,2,751,0,0,356,552910
"NEW YORK=""31/68""",149,109,0,1,0,2,0,48993,7,3,1,150,0,0,258,49154
"NEW YORK=""31/69""",222,138,0,6,11,9,0,509172,13,7,3,494,0,0,360,509689
"NEW YORK=""31/70""",136,85,1,0,0,0,0,44462,10,4,0,91,0,0,221,44567
"NEW YORK=""31/71""",204,135,0,1,4,9,0,621162,18,2,1,213,0,0,339,621396
"NEW YORK=""31/72""",215,95,0,3,2,4,0,569123,7,1,0,400,0,0,310,569531
"NEW YORK=""31/73""",232,57,0,8,41,22,0,534160,2,9,2,844,0,0,289,535017
"NEW YORK=""31/74""",172,133,0,2,3,8,0,403382,16,4,1,584,0,0,305,403987
"NEW YORK=""31/75""",163,125,0,2,18,16,0,556112,6,5,6,746,0,0,288,556875
"NEW YORK=""31/76""",156,42,1,10,29,30,0,51551,4,10,10,1414,0,0,198,52989
"NEW YORK=""32/65""",135,120,0,6,5,3,0,472242,11,6,6,741,0,0,255,473006
"NEW YORK=""32/66""",169,145,1,2,7,6,0,596291,18,5,3,395,0,0,314,596712
"NEW YORK=""32/67""",261,87,0,4,20,22,0,657131,7,8,7,867,0,0,348,658020
"NEW YORK=""32/68""",168,77,0,3,0,1,0,534184,3,2,0,211,0,0,245,534400
"NEW YORK=""32/69""",267,167,0,5,4,12,0,573403,16,8,2,408,0,0,434,573837
"NEW YORK=""32/70""",109,66,0,0,2,0,0,39260,5,4,0,50,0,0,175,39319
"NEW YORK=""32/71""",164,168,0,2,3,1,0,648275,10,7,1,121,0,0,332,648414
"NEW YORK=""32/72""",165,101,0,2,4,5,0,462111,15,3,1,974,0,0,266,463104
"NEW YORK=""32/73""",214,78,1,10,26,46,0,635155,9,6,6,1648,0,0,292,636824
"NEW YORK=""32/74""",148,159,0,3,5,5,0,543416,23,5,2,384,0,0,307,543830
"NEW YORK=""32/75""",198,78,1,4,21,13,0,634276,13,7,16,785,0,0,276,635097
"NEW YORK=""32/76""",156,74,0,4,16,16,0,46473,14,7,4,1109,0,0,230,47607
"NEW YORK=""33/65""",161,88,0,5,1,7,0,435142,8,0,0,686,0,0,249,435836
"NEW YORK=""33/66""",88,85,0,2,4,6,0,325171,12,2,3,244,0,0,173,325432
"NEW YORK=""33/67""",159,74,0,2,17,16,0,506140,5,4,5,761,0,0,233,506915
"NEW YORK=""33/68""",166,145,0,2,10,6,0,590320,16,3,2,323,0,0,311,590664
"NEW YORK=""33/69""",311,116,0,8,18,8,0,685271,12,1,5,594,0,0,427,685883
"NEW YORK=""33/70""",150,99,0,0,1,0,0,587142,5,2,0,100,0,0,249,587249
"NEW YORK=""33/71""",162,108,0,0,3,3,0,567240,15,3,2,292,0,0,270,567552
"NEW YORK=""33/72""",122,48,0,1,2,4,0,40641,4,4,0,290,0,0,170,40939
"NEW YORK=""33/73""",220,58,1,7,28,43,0,57571,3,13,4,1626,0,0,278,59217
"NEW YORK=""33/74""",173,194,0,0,10,6,0,635303,16,3,5,385,0,0,367,635712
"NEW YORK=""33/75""",205,67,0,7,32,11,0,739197,9,5,4,1233,0,0,272,740448
"NEW YORK=""33/76""",135,64,0,6,30,31,0,48085,5,3,3,1398,0,0,199,49494
"NEW YORK=""34/65""",128,60,1,0,0,4,0,311174,6,5,0,533,0,0,188,311718
"NEW YORK=""34/66""",180,151,1,1,9,8,0,618392,23,6,8,332,0,0,331,618761
"NEW YORK=""34/67""",109,23,1,2,13,15,0,35963,4,7,8,524,0,0,132,36506
"NEW YORK=""34/68""",154,115,0,0,2,2,0,543110,7,6,2,141,0,0,269,543266
"NEW YORK=""34/69""",260,131,0,6,10,12,0,652400,11,6,3,685,0,0,391,653105
"NEW YORK=""34/70""",177,124,1,2,2,4,0,572190,12,2,0,134,0,0,301,572338
"NEW YORK=""34/71""",132,82,0,0,1,0,0,421141,4,3,1,90,0,0,214,421239
"NEW YORK=""34/72""",199,84,0,0,2,1,0,58763,6,1,1,302,0,0,283,59073
"NEW YORK=""34/73""",159,17,1,5,16,29,0,31671,2,9,2,1051,0,0,176,32735
"NEW YORK=""34/74""",149,189,1,4,9,3,0,572403,34,4,2,255,0,0,338,572698
"NEW YORK=""34/75""",40,26,0,2,2,7,0,391123,7,8,2,775,0,0,66,391915
"NEW YORK=""34/76""",201,77,0,12,23,26,0,571110,5,7,5,1146,0,0,278,572273
"NEW YORK=""35/65""",117,63,0,2,1,4,0,36972,3,4,2,574,0,0,180,37555
"NEW YORK=""35/66""",182,169,0,1,12,7,0,556538,16,4,3,342,0,0,351,556903
"NEW YORK=""35/67""",206,51,0,3,19,16,0,55581,5,5,2,832,0,0,257,56425
"NEW YORK=""35/68""",122,48,0,0,0,4,0,35992,4,1,0,180,0,0,170,36177
