precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_FOX,gen_ind_HARTNELL,gen_ind_HOEFLING,gen_ind_KOTLIKOFF,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_lib_JOHNSON,gen_nlp_SOLTYSIK,gen_rep_TRUMP
KENTLOWELL CITY 2,5,311,11,0,0,0,0,0,0,0,53,1,449
KENTLOWELL TOWNSHIP 1,13,545,19,0,0,0,0,0,0,0,103,0,1109
KENTLOWELL TOWNSHIP 2,10,515,24,0,0,0,0,0,0,0,92,0,793
KENTNELSON TOWNSHIP 1,11,291,15,0,0,0,0,0,0,0,45,3,712
KENTNELSON TOWNSHIP 2,6,287,6,0,0,0,0,0,0,0,52,1,721
KENTNELSON TOWNSHIP 3,0,46,4,0,0,0,0,0,0,0,8,0,154
KENTOAKFIELD TOWNSHIP 1,2,356,16,0,0,0,0,0,0,0,48,0,657
KENTOAKFIELD TOWNSHIP 2,5,334,15,0,0,0,0,0,0,0,44,0,777
KENTOAKFIELD TOWNSHIP 3,3,306,8,0,0,0,0,0,0,0,42,0,540
KENTPLAINFIELD TOWNSHIP 1,8,744,18,0,0,0,0,0,0,0,95,0,1180
KENTPLAINFIELD TOWNSHIP 10,5,478,17,0,0,0,0,0,0,0,52,0,818
KENTPLAINFIELD TOWNSHIP 11,5,510,15,0,0,0,0,0,0,0,81,0,759
KENTPLAINFIELD TOWNSHIP 2,6,538,20,0,0,0,0,0,0,0,75,0,966
KENTPLAINFIELD TOWNSHIP 3,4,529,32,0,0,0,0,0,0,0,78,0,668
KENTPLAINFIELD TOWNSHIP 4,2,652,32,0,0,0,0,0,0,0,100,0,784
KENTPLAINFIELD TOWNSHIP 5,4,626,26,0,0,0,0,0,0,0,84,0,807
KENTPLAINFIELD TOWNSHIP 6,9,709,18,0,0,0,0,0,0,0,98,1,1268
KENTPLAINFIELD TOWNSHIP 7,6,717,16,0,0,0,0,0,0,0,83,0,1113
KENTPLAINFIELD TOWNSHIP 8,7,837,22,0,0,0,0,0,0,0,111,0,1079
KENTPLAINFIELD TOWNSHIP 9,6,619,12,0,0,0,0,0,0,0,71,0,1018
KENTROCKFORD CITY 1,5,587,16,0,0,0,0,0,0,0,68,0,642
KENTROCKFORD CITY 2,7,771,10,0,0,0,0,0,0,0,115,0,993
KENTSOLON TOWNSHIP 1,8,355,9,0,0,0,0,0,0,0,48,2,820
KENTSOLON TOWNSHIP 2,14,455,13,0,0,0,0,0,0,0,93,1,1247
KENTSPARTA TOWNSHIP 1,13,615,26,0,0,0,0,0,0,0,118,0,1014
KENTSPARTA TOWNSHIP 2,7,264,8,0,0,0,0,0,0,0,46,0,686
KENTSPARTA TOWNSHIP 3,4,413,11,0,0,0,0,0,0,0,67,0,863
KENTSPENCER TOWNSHIP 1,6,592,16,0,0,0,0,0,0,0,80,0,1297
KENTTYRONE TOWNSHIP 1,13,299,13,0,0,0,0,0,0,0,51,1,839
KENTTYRONE TOWNSHIP 2,3,254,14,0,0,0,0,0,0,0,43,0,599
KENTVERGENNES TOWNSHIP 1,4,425,16,0,0,0,0,0,0,0,69,1,934
KENTVERGENNES TOWNSHIP 2,6,398,13,0,0,0,0,0,0,0,67,0,741
KENTWALKER CITY 1 WARD 1,6,600,30,0,0,0,0,0,0,0,81,1,487
KENTWALKER CITY 2 WARD 1,3,484,21,0,0,0,0,0,0,0,63,0,685
KENTWALKER CITY 3 WARD 1,4,609,15,0,0,0,0,0,0,0,63,0,702
KENTWALKER CITY 4 WARD 2,5,576,14,0,0,0,0,0,0,0,84,1,1025
KENTWALKER CITY 5 WARD 2,9,528,15,0,0,0,0,0,0,0,53,1,884
KENTWALKER CITY 6 WARD 2,6,447,14,0,0,0,0,0,0,0,52,0,705
KENTWALKER CITY 7 WARD 3,11,536,15,0,0,0,0,0,0,0,75,1,759
KENTWALKER CITY 8 WARD 3,2,406,10,0,0,0,0,0,0,0,60,2,924
KENTWALKER CITY 9 WARD 3,5,542,21,0,0,0,0,0,0,0,85,2,770
KENTWYOMING CITY 1 WARD 1,9,538,13,0,0,0,0,0,0,0,49,1,406
KENTWYOMING CITY 10 WARD 2,7,446,10,0,0,0,0,0,0,0,28,1,293
KENTWYOMING CITY 11 WARD 2,11,405,17,0,0,0,0,0,0,0,34,1,178
KENTWYOMING CITY 12 WARD 2,6,376,12,0,0,0,0,0,0,0,31,0,228
KENTWYOMING CITY 13 WARD 2,10,460,14,0,0,0,0,0,0,0,55,1,475
KENTWYOMING CITY 14 WARD 2,6,277,15,0,0,0,0,0,0,0,38,0,421
KENTWYOMING CITY 15 WARD 2,7,300,12,0,0,0,0,0,0,0,38,0,298
KENTWYOMING CITY 16 WARD 2,2,339,13,0,0,0,0,0,0,0,44,0,444
KENTWYOMING CITY 17 WARD 2,1,632,18,0,0,0,0,0,0,0,41,2,288
KENTWYOMING CITY 18 WARD 2,3,347,8,0,0,0,0,0,0,0,39,2,352
KENTWYOMING CITY 19 WARD 2,7,605,26,0,0,0,0,0,0,0,51,0,538
KENTWYOMING CITY 2 WARD 1,3,334,13,0,0,0,0,0,0,0,18,1,241
KENTWYOMING CITY 20 WARD 2,15,555,20,0,0,0,0,0,0,0,76,0,519
KENTWYOMING CITY 21 WARD 3,7,564,23,0,0,0,0,0,0,0,79,3,787
KENTWYOMING CITY 22 WARD 3,3,397,9,0,0,0,0,0,0,0,40,1,423
KENTWYOMING CITY 23 WARD 3,7,645,25,0,0,0,0,0,0,0,75,0,539
KENTWYOMING CITY 24 WARD 3,5,567,23,0,0,0,0,0,0,0,84,0,666
KENTWYOMING CITY 25 WARD 3,6,399,12,0,0,0,0,0,0,0,58,0,800
KENTWYOMING CITY 26 WARD 3,2,367,14,0,0,0,0,0,0,0,57,1,425
KENTWYOMING CITY 27 WARD 3,4,327,14,0,0,0,0,0,0,0,33,1,480
KENTWYOMING CITY 28 WARD 3,8,525,8,0,0,0,0,0,0,0,73,0,863
KENTWYOMING CITY 29 WARD 3,6,438,9,0,0,0,0,0,0,0,36,0,693
KENTWYOMING CITY 3 WARD 1,4,586,11,0,0,0,0,0,0,0,55,0,435
KENTWYOMING CITY 30 WARD 3,1,402,15,0,0,0,0,0,0,0,49,0,952
KENTWYOMING CITY 4 WARD 1,6,541,12,0,0,0,0,0,0,0,66,1,659
KENTWYOMING CITY 5 WARD 1,3,595,14,0,0,0,0,0,0,0,70,0,531
KENTWYOMING CITY 6 WARD 1,4,383,20,0,0,0,0,0,0,0,61,1,360
KENTWYOMING CITY 7 WARD 1,8,511,14,0,0,0,0,0,0,0,55,0,683
KENTWYOMING CITY 8 WARD 1,2,294,9,0,0,0,0,0,0,0,31,2,352
KENTWYOMING CITY 9 WARD 1,8,596,16,0,0,0,0,0,0,0,72,0,481
LAKECHASE TOWNSHIP 1,3,99,5,0,0,0,0,0,0,0,19,0,401
LAKECHERRY VALLEY TOWNSHIP 2,2,77,4,0,0,0,0,0,0,0,5,1,123
LAKEDOVER TOWNSHIP 3,2,54,1,0,0,0,0,0,0,0,7,1,146
LAKEEDEN TOWNSHIP 4,4,80,3,0,0,0,0,0,0,0,2,0,153
LAKEELK TOWNSHIP 5,2,211,4,0,0,0,0,0,0,0,14,0,351
LAKEELLSWORTH TOWNSHIP 6,2,98,2,0,0,0,0,0,0,0,11,0,259
LAKELAKE TOWNSHIP 7,1,142,3,0,0,0,0,0,0,0,20,0,275
LAKENEWKIRK TOWNSHIP 8,2,82,4,0,0,0,0,0,0,0,1,0,186
LAKEPEACOCK TOWNSHIP 10,1,98,3,0,0,0,0,0,0,0,7,0,137
LAKEPINORA TOWNSHIP 11,3,83,2,0,0,0,0,0,0,0,12,0,225
LAKEPLEASANT PLAINS TOWNSHIP 12,2,283,7,0,0,0,0,0,0,0,30,1,326
LAKESAUBLE TOWNSHIP 15,0,59,1,0,0,0,0,0,0,0,4,1,149
LAKESWEETWATER TOWNSHIP 16,0,36,2,0,0,0,0,0,0,0,5,0,82
LAKEWEBBER TOWNSHIP 17,1,281,4,0,0,0,0,0,0,0,9,0,237
LAKEYATES TOWNSHIP 19,1,256,3,0,0,0,0,0,0,0,6,0,109
LAPEERALMONT TOWNSHIP 1,4,386,15,0,0,0,0,0,0,0,49,1,1033
LAPEERALMONT TOWNSHIP 2,8,518,15,0,0,0,0,0,0,0,78,2,1395
LAPEERARCADIA TOWNSHIP 1,5,378,10,0,0,0,0,0,0,0,47,0,1245
LAPEERATTICA TOWNSHIP 1,5,264,7,0,0,0,0,0,0,0,47,0,879
LAPEERATTICA TOWNSHIP 2,2,353,17,0,0,0,0,0,0,0,55,1,905
LAPEERBURLINGTON TOWNSHIP 1,8,131,8,0,0,0,0,0,0,0,29,0,492
LAPEERBURNSIDE TOWNSHIP 1,4,139,5,0,0,0,0,0,0,0,35,1,730
LAPEERDEERFIELD TOWNSHIP 1,10,375,14,0,0,0,0,0,0,0,52,1,978
LAPEERDEERFIELD TOWNSHIP 2,11,420,10,0,0,0,0,0,0,0,64,1,896
LAPEERDRYDEN TOWNSHIP 1,4,342,10,0,0,0,0,0,0,0,69,0,1056
LAPEERDRYDEN TOWNSHIP 2,7,311,5,0,0,0,0,0,1,0,41,1,1062
LAPEERELBA TOWNSHIP 1,1,270,5,0,0,0,0,0,0,0,27,0,454
LAPEERELBA TOWNSHIP 2,8,314,8,0,0,0,0,0,0,0,31,2,625
LAPEERELBA TOWNSHIP 3,6,315,19,0,0,0,0,0,0,0,43,0,840
LAPEERGOODLAND TOWNSHIP 1,1,216,6,0,0,0,0,0,2,0,31,0,721
LAPEERHADLEY TOWNSHIP 1,3,475,12,0,0,0,0,2,2,0,69,0,1099
LAPEERHADLEY TOWNSHIP 2,4,328,17,0,0,0,0,0,0,0,35,0,714
LAPEERIMLAY CITY 1,1,196,5,0,0,0,0,0,1,0,20,0,351
LAPEERIMLAY CITY 2,5,268,6,0,0,0,0,0,0,0,35,0,402
LAPEERIMLAY TOWNSHIP 1,4,387,6,0,0,0,0,1,3,0,56,1,1121
LAPEERLAPEER CITY 1 WARD 1,4,373,7,0,0,0,0,0,0,0,44,0,551
LAPEERLAPEER CITY 2 WARD 1,4,277,15,0,0,0,0,0,0,0,41,0,435
LAPEERLAPEER CITY 3 WARD 1,6,251,7,0,0,0,0,0,0,0,29,1,410
LAPEERLAPEER CITY 4 WARD 1,5,296,24,0,1,0,0,0,0,0,46,1,419
LAPEERLAPEER TOWNSHIP 1,1,193,5,0,0,0,0,0,4,0,32,0,490
LAPEERLAPEER TOWNSHIP 2,3,321,15,0,0,0,0,0,8,0,45,0,863
LAPEERLAPEER TOWNSHIP 901 AVCB,4,140,1,0,0,0,0,0,6,0,11,0,238
LAPEERLAPEER TOWNSHIP 902 AVCB,1,159,1,0,0,0,0,0,2,0,25,0,265
LAPEERMARATHON TOWNSHIP 1,4,373,16,0,0,0,0,0,0,0,56,2,782
LAPEERMARATHON TOWNSHIP 2,4,347,16,0,0,0,0,0,2,0,31,0,628
LAPEERMAYFIELD TOWNSHIP 1,4,397,8,0,0,0,0,0,5,0,47,1,953
LAPEERMAYFIELD TOWNSHIP 2,3,354,11,0,0,0,0,0,0,0,47,0,680
LAPEERMAYFIELD TOWNSHIP 3,6,490,30,0,0,0,0,2,2,0,47,2,942
LAPEERMETAMORA TOWNSHIP 1,4,346,7,0,0,0,0,0,3,0,52,0,1021
LAPEERMETAMORA TOWNSHIP 2,4,319,11,0,0,0,0,0,0,0,40,0,734
LAPEERNORTH BRANCH TOWNSHIP 1,4,435,9,0,0,0,0,0,0,0,76,0,1174
LAPEEROREGON TOWNSHIP 1,9,504,17,0,0,0,0,0,7,0,67,1,980
LAPEEROREGON TOWNSHIP 2,3,588,22,0,0,0,0,0,3,0,59,2,901
LAPEERRICH TOWNSHIP 1,2,185,4,0,0,0,0,0,0,0,22,2,573
LEELANAUBINGHAM TOWNSHIP 1,2,678,19,0,0,0,0,0,0,0,55,1,926
LEELANAUCENTERVILLE TOWNSHIP 1,0,332,11,0,0,0,0,0,0,0,21,1,400
LEELANAUCLEVELAND TOWNSHIP 1,2,359,8,0,0,0,0,0,0,0,33,0,333
LEELANAUELMWOOD TOWNSHIP 1,5,899,33,0,0,0,0,0,0,0,83,0,1001
LEELANAUELMWOOD TOWNSHIP 2,4,460,10,0,0,0,0,0,0,0,48,0,594
LEELANAUEMPIRE TOWNSHIP 1,2,513,17,0,0,0,0,0,0,0,31,0,349
LEELANAUGLEN ARBOR TOWNSHIP 1,0,353,7,0,0,0,0,0,0,0,16,0,301
LEELANAUKASSON TOWNSHIP 1,4,379,22,0,0,0,0,0,0,0,37,0,511
LEELANAULEELANAU TOWNSHIP 1,4,837,22,0,0,0,0,0,0,0,39,1,635
LEELANAULELAND TOWNSHIP 1,4,625,14,0,0,0,0,0,0,0,48,0,714
LEELANAUSOLON TOWNSHIP 1,1,370,11,0,0,0,0,0,0,0,34,0,583
LEELANAUSUTTONS BAY TOWNSHIP 1,5,872,21,0,0,0,0,0,0,0,56,1,806
LEELANAUTRAVERSE CITY 4,0,97,2,0,0,0,0,0,0,0,9,0,86
LENAWEE9999,0,0,0,0,0,0,0,1,0,0,0,0,0
LENAWEEADRIAN CITY 1,3,727,19,0,0,0,0,0,0,0,58,1,374
LENAWEEADRIAN CITY 2,4,468,15,0,0,0,0,0,0,0,57,0,317
LENAWEEADRIAN CITY 3,6,487,12,0,0,0,0,0,0,0,34,1,314
LENAWEEADRIAN CITY 4,4,744,20,0,0,0,0,0,0,0,66,1,649
LENAWEEADRIAN CITY 5,10,649,26,0,0,0,0,0,1,0,69,1,580
LENAWEEADRIAN CITY 6,1,662,20,0,0,0,0,0,4,0,67,2,656
LENAWEEADRIAN TOWNSHIP 1,5,627,16,0,0,0,0,0,5,0,83,1,1103
LENAWEEADRIAN TOWNSHIP 2,6,649,14,0,0,0,0,0,5,0,93,0,880
LENAWEEBLISSFIELD TOWNSHIP 1,0,94,3,0,0,0,0,0,0,0,15,0,268
LENAWEEBLISSFIELD TOWNSHIP 2,13,576,19,0,0,0,0,0,0,0,78,0,929
LENAWEECAMBRIDGE TOWNSHIP 1,5,345,9,0,0,0,0,0,1,0,54,2,825
LENAWEECAMBRIDGE TOWNSHIP 2,3,414,4,0,0,0,0,0,0,0,38,1,633
LENAWEECAMBRIDGE TOWNSHIP 3,4,318,6,0,0,0,0,0,0,0,28,1,594
LENAWEECLINTON TOWNSHIP 1,3,233,7,0,0,0,0,0,0,0,30,0,448
LENAWEECLINTON TOWNSHIP 2,5,539,11,0,0,0,0,0,1,0,82,0,623
LENAWEEDEERFIELD TOWNSHIP 1,11,207,5,0,0,0,0,0,0,0,33,0,468
LENAWEEDOVER TOWNSHIP 1,4,204,8,0,0,0,0,0,0,0,28,1,495
LENAWEEFAIRFIELD TOWNSHIP 1,4,209,3,0,0,0,0,0,0,0,43,0,527
LENAWEEFRANKLIN TOWNSHIP 1,6,518,13,0,0,0,0,0,0,0,66,0,1103
LENAWEEHUDSON CITY 1,7,247,9,0,0,0,0,0,0,0,49,0,538
LENAWEEHUDSON TOWNSHIP 1,1,231,5,0,0,0,0,0,0,0,30,0,493
LENAWEEMACON TOWNSHIP 1,3,218,3,0,0,0,0,0,1,0,33,0,542
LENAWEEMADISON TOWNSHIP 1,2,435,12,0,0,0,0,0,0,0,48,0,525
LENAWEEMADISON TOWNSHIP 2,5,282,9,0,0,0,0,0,0,0,49,0,651
LENAWEEMADISON TOWNSHIP 3,2,362,8,0,0,0,0,0,0,0,31,1,489
LENAWEEMEDINA TOWNSHIP 1,5,133,6,0,0,0,0,0,0,0,20,0,320
LENAWEEMORENCI CITY 1,3,264,6,0,0,0,0,0,1,0,40,2,528
LENAWEEOGDEN TOWNSHIP 1,2,136,9,0,0,0,0,0,0,0,24,0,380
LENAWEEPALMYRA TOWNSHIP 1,5,310,3,0,1,0,0,0,3,0,50,0,708
LENAWEERAISIN TOWNSHIP 1,9,678,11,0,0,0,0,0,0,0,86,3,1242
LENAWEERAISIN TOWNSHIP 2,10,629,13,0,0,0,0,0,0,0,67,2,1023
LENAWEERIDGEWAY TOWNSHIP 1,2,211,11,0,0,0,0,0,0,0,44,0,490
LENAWEERIGA TOWNSHIP 1,3,204,6,0,0,0,0,0,3,0,26,0,508
LENAWEEROLLIN TOWNSHIP 1,6,471,10,0,0,0,0,0,0,0,63,1,1085
LENAWEEROME TOWNSHIP 1,3,224,7,0,0,0,0,0,1,0,27,1,659
LENAWEESENECA TOWNSHIP 1,2,131,5,0,0,0,0,0,0,0,11,1,334
LENAWEETECUMSEH CITY 1 WARD 1,7,516,9,0,0,0,0,0,2,0,61,0,602
LENAWEETECUMSEH CITY 2 WARD 1,3,502,12,0,0,0,0,0,0,0,37,0,576
LENAWEETECUMSEH CITY 3 WARD 1,6,459,14,0,0,0,0,0,5,0,49,0,516
LENAWEETECUMSEH CITY 4 WARD 1,7,518,15,0,0,0,0,0,1,0,65,0,543
LENAWEETECUMSEH TOWNSHIP 1,4,414,13,0,0,0,0,0,5,0,39,0,701
LENAWEEWOODSTOCK TOWNSHIP 1,4,342,16,0,0,0,0,0,1,0,49,0,807
LENAWEEWOODSTOCK TOWNSHIP 2,3,163,7,0,0,0,0,0,0,0,24,0,384
LIVINGSTONBRIGHTON CITY 1,3,510,18,0,0,0,0,0,0,0,39,2,594
LIVINGSTONBRIGHTON CITY 2,3,411,11,0,0,0,0,0,1,0,45,0,465
LIVINGSTONBRIGHTON CITY 3,5,553,7,0,0,0,0,0,1,0,51,2,634
LIVINGSTONBRIGHTON CITY 4,2,370,6,0,0,0,0,0,5,0,34,0,507
LIVINGSTONBRIGHTON TOWNSHIP 1,0,415,14,0,0,0,0,1,2,0,64,0,906
LIVINGSTONBRIGHTON TOWNSHIP 2,7,310,4,0,0,0,0,0,4,0,46,0,685
LIVINGSTONBRIGHTON TOWNSHIP 3,3,453,11,0,0,0,0,0,2,0,50,0,769
LIVINGSTONBRIGHTON TOWNSHIP 4,4,335,8,0,0,0,0,0,0,0,50,0,659
LIVINGSTONBRIGHTON TOWNSHIP 5,0,232,6,0,0,0,0,0,0,0,44,1,417
LIVINGSTONBRIGHTON TOWNSHIP 6,3,531,8,0,0,0,0,0,12,0,57,1,1026
LIVINGSTONBRIGHTON TOWNSHIP 7,4,451,5,0,0,0,0,0,4,0,53,0,939
LIVINGSTONBRIGHTON TOWNSHIP 8,2,315,5,0,0,0,0,0,3,0,38,0,601
LIVINGSTONBRIGHTON TOWNSHIP 9,5,655,9,0,0,0,0,0,3,0,59,0,1213
LIVINGSTONCOHOCTAH TOWNSHIP 1,10,470,13,0,0,0,0,0,5,0,60,0,1270
LIVINGSTONCONWAY TOWNSHIP 1,8,476,13,0,0,0,0,0,2,0,71,1,1266
LIVINGSTONDEERFIELD TOWNSHIP 1,7,327,13,0,0,0,0,0,3,0,50,0,702
LIVINGSTONDEERFIELD TOWNSHIP 2,5,300,12,0,0,0,0,0,5,0,28,1,937
LIVINGSTONGENOA TOWNSHIP 1,0,445,16,0,0,0,0,0,0,0,58,1,798
LIVINGSTONGENOA TOWNSHIP 10,4,315,15,0,0,0,0,0,9,0,31,0,719
LIVINGSTONGENOA TOWNSHIP 11,2,157,5,0,0,0,0,0,0,0,25,1,303
LIVINGSTONGENOA TOWNSHIP 12,0,29,5,0,0,0,0,0,0,0,2,0,89
LIVINGSTONGENOA TOWNSHIP 13,4,179,8,0,0,0,0,0,0,0,15,0,294
LIVINGSTONGENOA TOWNSHIP 2,2,189,5,0,0,0,0,3,3,0,26,0,362
LIVINGSTONGENOA TOWNSHIP 3,4,407,12,0,0,0,0,0,2,0,54,1,748
LIVINGSTONGENOA TOWNSHIP 4,2,432,9,0,0,0,0,1,4,0,34,2,570
LIVINGSTONGENOA TOWNSHIP 5,3,201,8,0,0,0,0,0,2,0,26,1,540
LIVINGSTONGENOA TOWNSHIP 6,2,535,9,0,0,0,0,0,4,0,55,0,1173
LIVINGSTONGENOA TOWNSHIP 7,2,253,6,0,0,0,0,0,2,0,21,0,414
LIVINGSTONGENOA TOWNSHIP 8,2,330,2,0,0,0,0,0,1,0,32,1,712
LIVINGSTONGENOA TOWNSHIP 9,5,302,9,0,0,0,0,0,1,0,38,0,717
LIVINGSTONGREEN OAK TOWNSHIP 1,3,502,15,0,0,0,0,0,3,0,72,2,803
LIVINGSTONGREEN OAK TOWNSHIP 2,3,410,6,0,0,0,0,0,6,0,53,1,648
LIVINGSTONGREEN OAK TOWNSHIP 3,3,529,15,0,0,0,0,0,5,0,76,0,751
LIVINGSTONGREEN OAK TOWNSHIP 4,8,468,14,0,0,0,0,1,13,0,75,0,997
LIVINGSTONGREEN OAK TOWNSHIP 5,7,422,8,0,0,0,0,0,0,0,47,0,815
LIVINGSTONGREEN OAK TOWNSHIP 6,4,526,5,0,0,0,0,0,0,0,58,0,859
LIVINGSTONGREEN OAK TOWNSHIP 7,4,278,12,0,0,0,0,0,7,0,22,0,411
LIVINGSTONGREEN OAK TOWNSHIP 8,4,378,12,0,0,0,0,1,5,0,48,0,636
LIVINGSTONGREEN OAK TOWNSHIP 9,5,297,9,0,0,0,0,0,1,0,43,1,477
LIVINGSTONHAMBURG TOWNSHIP 1,2,726,19,0,1,0,0,0,9,0,91,1,1267
LIVINGSTONHAMBURG TOWNSHIP 2,4,604,19,0,0,0,0,0,0,0,71,0,896
LIVINGSTONHAMBURG TOWNSHIP 3,5,679,18,0,0,0,1,0,6,0,86,0,1021
LIVINGSTONHAMBURG TOWNSHIP 4,5,692,15,0,0,0,0,0,3,0,65,0,896
LIVINGSTONHAMBURG TOWNSHIP 5,7,500,28,0,0,0,0,0,3,0,74,1,775
LIVINGSTONHAMBURG TOWNSHIP 6,4,769,10,0,0,0,0,0,2,0,67,0,1092
LIVINGSTONHAMBURG TOWNSHIP 7,1,513,9,0,0,0,0,0,1,0,55,0,651
LIVINGSTONHAMBURG TOWNSHIP 8,3,388,17,0,0,0,0,0,1,0,44,0,533
LIVINGSTONHANDY TOWNSHIP 1,2,298,13,0,0,0,0,0,2,0,32,0,699
LIVINGSTONHANDY TOWNSHIP 2,6,375,14,0,0,0,0,0,3,0,68,0,725
LIVINGSTONHANDY TOWNSHIP 3,5,427,6,0,0,0,0,0,2,0,61,1,1062
LIVINGSTONHARTLAND TOWNSHIP 1,17,493,16,0,0,0,0,0,3,0,65,1,1133
LIVINGSTONHARTLAND TOWNSHIP 2,3,503,19,0,0,0,0,0,8,0,70,0,1089
LIVINGSTONHARTLAND TOWNSHIP 3,8,522,21,0,0,0,0,0,5,0,68,0,1230
LIVINGSTONHARTLAND TOWNSHIP 4,0,479,8,0,0,0,0,0,7,0,71,1,1045
LIVINGSTONHARTLAND TOWNSHIP 5,3,357,14,0,0,0,0,0,3,0,42,1,803
LIVINGSTONHOWELL CITY 1,7,584,19,0,0,0,0,0,6,0,68,0,876
LIVINGSTONHOWELL CITY 2,7,453,14,0,0,0,0,0,1,0,82,0,638
LIVINGSTONHOWELL CITY 3,4,603,21,0,0,0,0,1,6,0,86,1,911
LIVINGSTONHOWELL TOWNSHIP 1,7,405,15,0,0,0,0,0,5,0,52,0,880
LIVINGSTONHOWELL TOWNSHIP 2,6,409,11,0,0,0,0,0,9,0,64,0,905
LIVINGSTONHOWELL TOWNSHIP 3,3,353,11,0,0,0,0,0,1,0,37,2,760
LIVINGSTONIOSCO TOWNSHIP 1,0,216,2,0,0,0,0,0,0,0,29,1,618
LIVINGSTONIOSCO TOWNSHIP 2,1,278,9,0,0,0,0,0,3,0,48,1,794
LIVINGSTONMARION TOWNSHIP 1,0,448,10,0,0,0,0,0,0,0,66,0,1095
LIVINGSTONMARION TOWNSHIP 2,8,532,3,0,0,0,0,0,9,0,77,1,1118
LIVINGSTONMARION TOWNSHIP 3,0,378,4,0,0,0,0,0,1,0,53,0,778
LIVINGSTONMARION TOWNSHIP 4,4,398,4,0,0,0,0,0,1,0,61,0,1150
LIVINGSTONOCEOLA TOWNSHIP 1,4,503,10,0,0,0,0,2,8,0,67,1,1073
LIVINGSTONOCEOLA TOWNSHIP 2,2,630,13,0,0,0,0,0,3,0,80,0,1067
LIVINGSTONOCEOLA TOWNSHIP 3,8,474,12,0,0,0,0,0,0,0,80,0,1317
LIVINGSTONOCEOLA TOWNSHIP 4,1,352,14,0,0,0,0,0,4,0,56,0,949
LIVINGSTONOCEOLA TOWNSHIP 5,4,259,5,0,0,0,0,0,0,0,31,0,524
LIVINGSTONPUTNAM TOWNSHIP 1,5,399,18,0,0,0,0,0,1,0,36,0,553
LIVINGSTONPUTNAM TOWNSHIP 2,2,439,9,0,0,0,0,0,0,0,63,2,922
LIVINGSTONPUTNAM TOWNSHIP 3,7,448,12,0,0,0,0,0,5,0,55,0,643
LIVINGSTONPUTNAM TOWNSHIP 4,1,309,12,0,0,0,0,0,0,0,39,0,596
LIVINGSTONTYRONE TOWNSHIP 1,3,500,10,0,0,0,0,1,3,0,53,0,963
LIVINGSTONTYRONE TOWNSHIP 2,6,569,21,0,0,0,0,0,0,0,65,0,1123
LIVINGSTONTYRONE TOWNSHIP 3,1,532,11,0,0,0,0,0,0,0,35,0,1060
LIVINGSTONTYRONE TOWNSHIP 4,10,338,13,0,0,0,0,0,1,0,57,0,929
LIVINGSTONUNADILLA TOWNSHIP 1,9,552,14,0,0,0,0,0,4,0,46,0,1095
MACKINAC9999,0,0,0,0,0,0,0,0,5,0,0,0,0
MACOMB9999,0,0,0,1,1,3,2,25,348,1,0,0,0
MACOMBARMADA TOWNSHIP 1,9,468,16,0,0,0,0,0,0,0,68,0,1187
MACOMBARMADA TOWNSHIP 2,0,286,12,0,0,0,0,0,0,0,29,0,834
MACOMBBRUCE TOWNSHIP 1,1,366,11,0,0,0,0,0,0,0,54,0,562
MACOMBBRUCE TOWNSHIP 2,12,467,10,0,0,0,0,0,0,0,48,0,1285
MACOMBBRUCE TOWNSHIP 3,4,266,9,0,0,0,0,0,0,0,24,0,744
MACOMBBRUCE TOWNSHIP 4,1,312,4,0,0,0,0,0,0,0,32,0,925
MACOMBCENTER LINE CITY 1,7,380,13,0,0,0,0,0,0,0,21,0,427
MACOMBCENTER LINE CITY 2,1,411,9,0,0,0,0,0,0,0,20,1,235
MACOMBCENTER LINE CITY 3,4,645,13,0,0,0,0,0,0,0,36,1,392
MACOMBCENTER LINE CITY 4,2,275,8,0,0,0,0,0,0,0,17,2,221
MACOMBCENTER LINE CITY 5,1,257,8,0,0,0,0,0,0,0,19,0,241
MACOMBCHESTERFIELD TOWNSHIP 1,4,506,9,0,0,0,0,0,0,0,49,1,801
MACOMBCHESTERFIELD TOWNSHIP 10,4,399,9,0,0,0,0,0,0,0,50,0,1151
MACOMBCHESTERFIELD TOWNSHIP 11,7,623,18,0,0,0,0,0,0,0,65,0,1089
MACOMBCHESTERFIELD TOWNSHIP 12,2,525,17,0,0,0,0,0,0,0,61,0,670
MACOMBCHESTERFIELD TOWNSHIP 13,4,631,9,0,0,0,0,0,0,0,52,0,1104
MACOMBCHESTERFIELD TOWNSHIP 14,5,615,15,0,0,0,0,0,0,0,54,0,1264
MACOMBCHESTERFIELD TOWNSHIP 2,2,456,9,0,0,0,0,0,0,0,44,0,890
MACOMBCHESTERFIELD TOWNSHIP 3,1,656,7,0,0,0,0,0,0,0,58,0,1062
MACOMBCHESTERFIELD TOWNSHIP 4,5,527,15,0,0,0,0,0,0,0,46,1,1036
MACOMBCHESTERFIELD TOWNSHIP 5,5,398,20,0,0,0,0,0,0,0,52,1,801
MACOMBCHESTERFIELD TOWNSHIP 6,3,725,19,0,0,0,0,0,0,0,45,0,954
MACOMBCHESTERFIELD TOWNSHIP 7,5,505,10,0,0,0,0,0,0,0,34,0,973
