precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_FOX,gen_ind_HARTNELL,gen_ind_HOEFLING,gen_ind_KOTLIKOFF,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_lib_JOHNSON,gen_nlp_SOLTYSIK,gen_rep_TRUMP
MUSKEGONMUSKEGON CITY 3 WARD 1,3,653,7,0,0,0,0,0,0,0,23,2,137
MUSKEGONMUSKEGON CITY 4 WARD 1,5,611,13,0,0,0,0,0,0,0,37,1,197
MUSKEGONMUSKEGON CITY 5 WARD 2,1,675,5,0,0,0,0,0,0,0,6,0,91
MUSKEGONMUSKEGON CITY 6 WARD 2,5,648,11,0,0,0,0,0,2,0,13,0,123
MUSKEGONMUSKEGON CITY 7 WARD 2,4,708,13,0,0,0,0,0,2,0,38,1,177
MUSKEGONMUSKEGON CITY 8 WARD 3,0,577,14,0,0,0,0,0,0,0,13,1,114
MUSKEGONMUSKEGON CITY 9 WARD 3,1,740,19,0,0,0,0,0,0,0,22,1,136
MUSKEGONMUSKEGON HEIGHTS CITY 1,1,941,7,0,0,0,0,0,0,0,9,1,25
MUSKEGONMUSKEGON HEIGHTS CITY 2,0,819,4,0,0,0,0,0,0,0,5,0,14
MUSKEGONMUSKEGON HEIGHTS CITY 3,0,695,12,0,0,0,0,0,0,0,13,0,58
MUSKEGONMUSKEGON HEIGHTS CITY 4,0,911,8,0,0,0,0,0,0,0,3,1,80
MUSKEGONMUSKEGON TOWNSHIP 1,7,500,20,0,0,0,0,0,3,0,43,0,379
MUSKEGONMUSKEGON TOWNSHIP 2,4,409,14,0,0,0,0,0,2,0,41,1,413
MUSKEGONMUSKEGON TOWNSHIP 3,4,565,18,0,0,0,0,0,1,0,51,0,768
MUSKEGONMUSKEGON TOWNSHIP 4,6,682,22,0,0,0,0,0,1,0,66,3,713
MUSKEGONMUSKEGON TOWNSHIP 5,6,465,14,0,0,0,0,0,0,0,56,1,520
MUSKEGONMUSKEGON TOWNSHIP 6,3,468,13,0,0,0,0,0,0,0,57,2,400
MUSKEGONMUSKEGON TOWNSHIP 7,4,279,4,0,0,0,0,0,2,0,35,0,348
MUSKEGONNORTH MUSKEGON CITY 1,9,455,14,0,0,0,0,0,0,0,49,0,499
MUSKEGONNORTH MUSKEGON CITY 2,1,524,8,0,0,0,0,0,8,0,49,0,676
MUSKEGONNORTON SHORES CITY 1 WARD 1,5,377,16,0,0,0,0,0,0,0,28,1,291
MUSKEGONNORTON SHORES CITY 10 WARD 2,4,727,28,0,0,0,0,0,2,0,76,1,809
MUSKEGONNORTON SHORES CITY 2 WARD 1,5,559,16,0,0,0,0,0,3,0,55,0,594
MUSKEGONNORTON SHORES CITY 3 WARD 1,9,437,17,0,0,0,0,0,5,0,55,0,517
MUSKEGONNORTON SHORES CITY 4 WARD 1,4,490,18,0,0,0,0,1,1,0,59,0,661
MUSKEGONNORTON SHORES CITY 5 WARD 1,7,656,15,0,0,0,0,0,0,0,65,0,779
MUSKEGONNORTON SHORES CITY 6 WARD 2,12,513,15,0,0,0,0,0,3,0,55,0,619
MUSKEGONNORTON SHORES CITY 7 WARD 2,9,670,17,0,0,0,0,0,11,0,52,0,795
MUSKEGONNORTON SHORES CITY 8 WARD 2,5,655,13,0,0,0,0,0,0,0,46,0,736
MUSKEGONNORTON SHORES CITY 9 WARD 2,7,695,14,0,0,0,0,0,1,0,68,1,648
MUSKEGONRAVENNA TOWNSHIP 1,7,325,16,0,0,0,0,0,3,0,56,0,1046
MUSKEGONROOSEVELT PARK CITY 1,3,523,8,0,0,0,0,0,0,0,50,0,438
MUSKEGONROOSEVELT PARK CITY 2,1,491,21,0,0,0,0,0,0,0,50,1,404
MUSKEGONSULLIVAN TOWNSHIP 1,8,429,15,0,0,0,0,0,0,0,66,2,784
MUSKEGONWHITE RIVER TOWNSHIP 1,1,317,10,0,0,0,0,0,0,0,43,0,458
MUSKEGONWHITEHALL CITY 1,7,609,15,0,0,0,0,0,3,0,64,1,688
MUSKEGONWHITEHALL TOWNSHIP 1,3,382,9,0,0,0,0,0,0,0,33,0,518
NEWAYGO9999,0,0,0,0,0,4,0,4,28,0,0,0,0
NEWAYGOASHLAND TOWNSHIP 1,8,304,8,0,0,0,0,0,0,0,52,1,837
NEWAYGOBARTON TOWNSHIP 1,0,83,3,0,0,0,0,0,0,0,9,0,255
NEWAYGOBEAVER TOWNSHIP 1,0,54,1,0,0,0,0,0,0,0,4,0,148
NEWAYGOBIG PRAIRIE TOWNSHIP 1,6,277,17,0,0,0,0,0,0,0,26,0,627
NEWAYGOBRIDGETON TOWNSHIP 1,11,283,7,0,0,0,0,0,0,0,43,1,647
NEWAYGOBROOKS TOWNSHIP 1,0,168,13,0,0,0,0,0,0,0,20,0,439
NEWAYGOBROOKS TOWNSHIP 2,5,338,8,0,0,0,0,0,0,0,45,0,829
NEWAYGOCROTON TOWNSHIP 1,5,476,13,0,0,0,0,0,0,0,65,0,1061
NEWAYGODAYTON TOWNSHIP 1,6,297,6,0,0,0,0,0,0,0,45,1,765
NEWAYGODENVER TOWNSHIP 1,5,279,2,0,0,0,0,0,0,0,43,1,519
NEWAYGOENSLEY TOWNSHIP 1,5,317,8,0,0,0,0,0,0,0,39,0,938
NEWAYGOEVERETT TOWNSHIP 1,10,223,9,0,0,0,0,0,0,0,31,1,514
NEWAYGOFREMONT CITY 1,7,344,13,0,0,0,0,0,0,0,54,2,649
NEWAYGOFREMONT CITY 2,8,323,16,0,0,0,0,0,0,0,53,0,633
NEWAYGOGARFIELD TOWNSHIP 1,8,294,10,0,0,0,0,0,0,0,38,1,755
NEWAYGOGOODWELL TOWNSHIP 1,3,63,2,0,0,0,0,0,0,0,15,0,180
NEWAYGOGRANT CITY 1,0,86,6,0,0,0,0,0,0,0,19,0,234
NEWAYGOGRANT TOWNSHIP 1,10,294,11,0,0,0,0,0,0,0,53,0,1088
NEWAYGOHOME TOWNSHIP 1,0,24,1,0,0,0,0,0,0,0,3,0,94
NEWAYGOLILLEY TOWNSHIP 1,1,108,0,0,0,0,0,0,0,0,9,2,272
NEWAYGOLINCOLN TOWNSHIP 1,1,184,4,0,0,0,0,0,0,0,30,1,378
NEWAYGOMERRILL TOWNSHIP 1,3,126,3,0,0,0,0,0,0,0,7,0,135
NEWAYGOMONROE TOWNSHIP 1,0,31,1,0,0,0,0,0,0,0,3,0,134
NEWAYGONEWAYGO CITY 1,2,242,9,0,0,0,0,0,0,0,42,2,539
NEWAYGONORWICH TOWNSHIP 1,2,82,4,0,0,0,0,0,0,0,15,1,220
NEWAYGOSHERIDAN TOWNSHIP 1,9,328,9,0,0,0,0,0,0,0,52,1,912
NEWAYGOSHERMAN TOWNSHIP 1,6,301,4,0,0,0,0,0,0,0,39,0,670
NEWAYGOTROY TOWNSHIP 1,0,40,0,0,0,0,0,0,0,0,3,0,84
NEWAYGOWHITE CLOUD CITY 1,3,126,5,0,0,0,0,0,0,0,13,0,291
NEWAYGOWILCOX TOWNSHIP 1,5,117,4,0,0,0,0,0,0,0,8,0,326
OAKLAND9999,0,0,0,1,8,5,20,49,1092,4,0,0,0
OAKLANDADDISON TOWNSHIP 1,2,291,13,0,0,0,0,0,0,0,57,1,990
OAKLANDADDISON TOWNSHIP 2,5,380,10,0,0,0,0,0,0,0,44,1,982
OAKLANDADDISON TOWNSHIP 3,0,251,8,0,0,0,0,0,0,0,24,0,604
OAKLANDAUBURN HILLS CITY 1,4,273,8,0,0,0,0,0,0,0,30,0,319
OAKLANDAUBURN HILLS CITY 2,3,662,20,0,0,0,0,0,0,0,32,0,315
OAKLANDAUBURN HILLS CITY 3,3,575,22,0,0,0,0,0,0,0,50,0,473
OAKLANDAUBURN HILLS CITY 4,8,520,11,0,0,0,0,0,0,0,49,0,456
OAKLANDAUBURN HILLS CITY 5,0,461,9,0,0,0,0,0,0,0,41,0,481
OAKLANDAUBURN HILLS CITY 6,5,673,11,0,0,0,0,0,0,0,45,0,746
OAKLANDAUBURN HILLS CITY 7,4,822,16,0,0,0,0,0,0,0,45,0,372
OAKLANDAUBURN HILLS CITY 8,2,600,14,0,0,0,0,0,0,0,41,0,358
OAKLANDAUBURN HILLS CITY 9,2,432,6,0,0,0,0,0,0,0,35,0,306
OAKLANDBERKLEY CITY 1,2,817,20,0,0,0,0,0,0,0,75,0,541
OAKLANDBERKLEY CITY 2,0,808,16,0,0,0,0,0,0,0,60,0,525
OAKLANDBERKLEY CITY 3,5,768,22,0,0,0,0,0,0,0,66,0,433
OAKLANDBERKLEY CITY 4,2,837,14,0,0,0,0,0,0,0,83,0,467
OAKLANDBERKLEY CITY 5,2,689,21,0,0,0,0,0,0,0,57,0,398
OAKLANDBERKLEY CITY 6,4,755,21,0,0,0,0,0,0,0,71,0,465
OAKLANDBERKLEY CITY 7,4,784,21,0,0,0,0,0,0,0,68,2,447
OAKLANDBIRMINGHAM CITY 1,1,717,5,0,0,0,0,0,0,0,53,0,683
OAKLANDBIRMINGHAM CITY 2,1,812,14,0,0,0,0,0,0,0,57,0,622
OAKLANDBIRMINGHAM CITY 3,2,740,16,0,0,0,0,0,0,0,48,1,527
OAKLANDBIRMINGHAM CITY 4,2,771,8,0,0,0,0,0,0,0,63,0,726
OAKLANDBIRMINGHAM CITY 5,1,790,9,0,0,0,0,0,0,0,58,0,634
OAKLANDBIRMINGHAM CITY 6,0,884,7,0,0,0,0,0,0,0,61,0,664
OAKLANDBIRMINGHAM CITY 7,0,908,14,0,0,0,0,0,0,0,51,0,634
OAKLANDBIRMINGHAM CITY 8,2,686,11,0,0,0,0,0,0,0,41,0,530
OAKLANDBIRMINGHAM CITY 9,0,575,11,0,0,0,0,0,0,0,61,1,455
OAKLANDBLOOMFIELD HILLS CITY 1,3,623,10,0,0,0,0,0,0,0,42,0,858
OAKLANDBLOOMFIELD HILLS CITY 2,2,521,3,0,0,0,0,0,0,0,26,0,598
OAKLANDBLOOMFIELD TOWNSHIP 1,0,373,2,0,0,0,0,0,0,0,15,0,374
OAKLANDBLOOMFIELD TOWNSHIP 10,2,733,14,0,0,0,0,0,0,0,29,0,478
OAKLANDBLOOMFIELD TOWNSHIP 11,2,634,8,0,0,0,0,0,0,0,49,0,458
OAKLANDBLOOMFIELD TOWNSHIP 12,1,520,11,0,0,0,0,0,0,0,27,0,419
OAKLANDBLOOMFIELD TOWNSHIP 13,0,420,7,0,0,0,0,0,0,0,38,0,436
OAKLANDBLOOMFIELD TOWNSHIP 14,2,453,8,0,0,0,0,0,0,0,35,0,574
OAKLANDBLOOMFIELD TOWNSHIP 15,0,298,1,0,0,0,0,0,0,0,16,0,292
OAKLANDBLOOMFIELD TOWNSHIP 16,2,508,5,0,0,0,0,0,0,0,40,0,319
OAKLANDBLOOMFIELD TOWNSHIP 17,0,258,5,0,0,0,0,0,0,0,14,0,150
OAKLANDBLOOMFIELD TOWNSHIP 18,1,356,5,0,0,0,0,0,0,0,25,1,317
OAKLANDBLOOMFIELD TOWNSHIP 19,0,440,5,0,0,0,0,0,0,0,34,1,457
OAKLANDBLOOMFIELD TOWNSHIP 2,1,257,2,0,0,0,0,0,0,0,15,0,244
OAKLANDBLOOMFIELD TOWNSHIP 20,2,453,2,0,0,0,0,0,0,0,24,0,305
OAKLANDBLOOMFIELD TOWNSHIP 21,0,359,8,0,0,0,0,0,0,0,24,0,476
OAKLANDBLOOMFIELD TOWNSHIP 22,0,624,6,0,0,0,0,0,0,0,34,0,466
OAKLANDBLOOMFIELD TOWNSHIP 23,0,270,3,0,0,0,0,0,0,0,12,0,449
OAKLANDBLOOMFIELD TOWNSHIP 24,0,349,0,0,0,0,0,0,0,0,21,0,362
OAKLANDBLOOMFIELD TOWNSHIP 25,0,298,4,0,0,0,0,0,0,0,8,0,120
OAKLANDBLOOMFIELD TOWNSHIP 26,0,338,2,0,0,0,0,0,0,0,25,1,406
OAKLANDBLOOMFIELD TOWNSHIP 27,1,332,2,0,0,0,0,0,0,0,10,0,194
OAKLANDBLOOMFIELD TOWNSHIP 28,0,199,0,0,0,0,0,0,0,0,17,0,273
OAKLANDBLOOMFIELD TOWNSHIP 29,0,331,3,0,0,0,0,0,0,0,19,0,383
OAKLANDBLOOMFIELD TOWNSHIP 3,1,601,4,0,0,0,0,0,0,0,43,3,388
OAKLANDBLOOMFIELD TOWNSHIP 30,4,681,2,0,0,0,0,0,0,0,37,0,522
OAKLANDBLOOMFIELD TOWNSHIP 31,0,196,2,0,0,0,0,0,0,0,5,0,333
OAKLANDBLOOMFIELD TOWNSHIP 32,1,456,4,0,0,0,0,0,0,0,14,0,370
OAKLANDBLOOMFIELD TOWNSHIP 4,2,467,8,0,0,0,0,0,0,0,25,0,445
OAKLANDBLOOMFIELD TOWNSHIP 5,0,384,4,0,0,0,0,0,0,0,19,0,337
OAKLANDBLOOMFIELD TOWNSHIP 6,1,413,1,0,0,0,0,0,0,0,25,0,554
OAKLANDBLOOMFIELD TOWNSHIP 7,1,286,4,0,0,0,0,0,0,0,7,1,243
OAKLANDBLOOMFIELD TOWNSHIP 8,3,653,13,0,0,0,0,0,0,0,53,0,1008
OAKLANDBLOOMFIELD TOWNSHIP 9,0,535,2,0,0,0,0,0,0,0,47,1,598
OAKLANDBRANDON TOWNSHIP 1,3,420,19,0,0,0,0,0,0,0,66,1,965
OAKLANDBRANDON TOWNSHIP 2,3,462,13,0,0,0,0,0,0,0,69,0,1057
OAKLANDBRANDON TOWNSHIP 3,5,500,21,0,0,0,0,0,0,0,85,2,1119
OAKLANDBRANDON TOWNSHIP 4,4,526,15,0,0,0,0,0,0,0,98,0,1331
OAKLANDBRANDON TOWNSHIP 5,6,292,13,0,0,0,0,0,0,0,37,0,393
OAKLANDBRANDON TOWNSHIP 6,2,263,14,0,0,0,0,0,0,0,27,0,455
OAKLANDCLARKSTON CITY 1,0,236,5,0,0,0,0,0,0,0,26,0,321
OAKLANDCLAWSON CITY 1,10,918,25,0,0,0,0,0,0,0,83,0,763
OAKLANDCLAWSON CITY 2,4,627,17,0,0,0,0,0,0,0,83,0,502
OAKLANDCLAWSON CITY 3,4,614,25,0,0,0,0,0,0,0,65,0,555
OAKLANDCLAWSON CITY 4,2,512,15,0,0,0,0,0,0,0,66,0,519
OAKLANDCLAWSON CITY 5,3,711,18,0,0,0,0,0,0,0,70,0,682
OAKLANDCOMMERCE TOWNSHIP 1,7,371,5,0,0,0,0,0,0,0,52,1,709
OAKLANDCOMMERCE TOWNSHIP 10,5,550,17,0,0,0,0,0,0,0,41,0,876
OAKLANDCOMMERCE TOWNSHIP 11,1,824,15,0,0,0,0,0,0,0,63,0,1006
OAKLANDCOMMERCE TOWNSHIP 12,3,356,16,0,0,0,0,0,0,0,37,0,550
OAKLANDCOMMERCE TOWNSHIP 13,5,668,19,0,0,0,0,0,0,0,58,2,884
OAKLANDCOMMERCE TOWNSHIP 14,7,360,12,0,0,0,0,0,0,0,38,2,548
OAKLANDCOMMERCE TOWNSHIP 15,3,488,6,0,0,0,0,0,0,0,49,1,811
OAKLANDCOMMERCE TOWNSHIP 2,0,567,16,0,0,0,0,0,0,0,64,0,859
OAKLANDCOMMERCE TOWNSHIP 3,3,888,10,0,0,0,0,0,0,0,56,0,861
OAKLANDCOMMERCE TOWNSHIP 4,1,608,17,0,0,0,0,0,0,0,72,0,954
OAKLANDCOMMERCE TOWNSHIP 5,2,627,10,0,0,0,0,0,0,0,67,1,1078
OAKLANDCOMMERCE TOWNSHIP 6,3,471,15,0,0,0,0,0,0,0,58,0,725
OAKLANDCOMMERCE TOWNSHIP 7,7,566,16,0,0,0,0,0,0,0,84,0,1069
OAKLANDCOMMERCE TOWNSHIP 8,7,611,17,0,0,0,0,0,0,0,77,0,1145
OAKLANDCOMMERCE TOWNSHIP 9,6,696,14,0,0,0,0,0,0,0,61,1,1134
OAKLANDFARMINGTON CITY 1 WARD 1,2,449,7,0,0,0,0,0,0,0,43,0,327
OAKLANDFARMINGTON CITY 2 WARD 1,2,617,11,0,0,0,0,0,0,0,50,0,406
OAKLANDFARMINGTON CITY 3 WARD 1,3,530,10,0,0,0,0,0,0,0,50,0,358
OAKLANDFARMINGTON CITY 4 WARD 1,0,567,8,0,0,0,0,0,0,0,51,0,299
OAKLANDFARMINGTON CITY 5 WARD 1,0,510,2,0,0,0,0,0,0,0,32,0,337
OAKLANDFARMINGTON CITY 6 WARD 1,4,552,8,0,0,0,0,0,0,0,34,1,346
OAKLANDFARMINGTON HILLS CITY 1,3,1083,9,0,0,0,0,0,0,0,37,0,481
OAKLANDFARMINGTON HILLS CITY 10,4,1255,15,0,0,0,0,0,0,0,83,0,733
OAKLANDFARMINGTON HILLS CITY 11,2,1188,13,0,0,0,0,0,0,0,46,1,504
OAKLANDFARMINGTON HILLS CITY 12,2,1028,13,0,0,0,0,0,0,0,32,0,435
OAKLANDFARMINGTON HILLS CITY 13,8,867,13,0,0,0,0,0,0,0,39,0,556
OAKLANDFARMINGTON HILLS CITY 14,5,864,21,0,0,0,0,0,0,0,74,0,791
OAKLANDFARMINGTON HILLS CITY 15,2,515,7,0,0,0,0,0,0,0,28,0,400
OAKLANDFARMINGTON HILLS CITY 16,4,1169,21,0,0,0,0,0,0,0,68,0,768
OAKLANDFARMINGTON HILLS CITY 17,2,1130,15,0,0,0,0,0,0,0,42,0,230
OAKLANDFARMINGTON HILLS CITY 18,4,649,12,0,0,0,0,0,0,0,33,1,479
OAKLANDFARMINGTON HILLS CITY 19,4,1074,11,0,0,0,0,0,0,0,47,0,477
OAKLANDFARMINGTON HILLS CITY 2,2,1211,15,0,0,0,0,0,0,0,45,0,524
OAKLANDFARMINGTON HILLS CITY 20,4,1285,28,0,0,0,0,0,0,0,80,0,593
OAKLANDFARMINGTON HILLS CITY 21,3,1045,32,0,0,0,0,0,0,0,85,0,696
OAKLANDFARMINGTON HILLS CITY 22,3,728,10,0,0,0,0,0,0,0,39,0,555
OAKLANDFARMINGTON HILLS CITY 23,4,726,9,0,0,0,0,0,0,0,41,0,649
OAKLANDFARMINGTON HILLS CITY 24,4,1111,18,0,0,0,0,0,0,0,64,0,914
OAKLANDFARMINGTON HILLS CITY 25,8,1137,14,0,0,0,0,0,0,0,55,2,713
OAKLANDFARMINGTON HILLS CITY 26,4,1026,27,0,0,0,0,0,0,0,73,1,626
OAKLANDFARMINGTON HILLS CITY 27,4,933,28,0,0,0,0,0,0,0,61,1,526
OAKLANDFARMINGTON HILLS CITY 3,6,1269,11,0,0,0,0,0,0,0,58,0,608
OAKLANDFARMINGTON HILLS CITY 4,1,1163,3,0,0,0,0,0,0,0,28,1,626
OAKLANDFARMINGTON HILLS CITY 5,1,757,6,0,0,0,0,0,0,0,28,0,607
OAKLANDFARMINGTON HILLS CITY 6,2,605,9,0,0,0,0,0,0,0,19,1,207
OAKLANDFARMINGTON HILLS CITY 7,4,972,5,0,0,0,0,0,0,0,45,1,689
OAKLANDFARMINGTON HILLS CITY 8,3,903,6,0,0,0,0,0,0,0,36,0,598
OAKLANDFARMINGTON HILLS CITY 9,8,1151,20,0,0,0,0,0,0,0,69,0,761
OAKLANDFENTON CITY 2,0,3,0,0,0,0,0,0,0,0,0,0,9
OAKLANDFERNDALE CITY 1,1,1402,29,0,0,0,0,0,0,0,72,0,365
OAKLANDFERNDALE CITY 2,2,928,32,0,0,0,0,0,0,0,72,2,246
OAKLANDFERNDALE CITY 3,3,996,33,0,0,0,0,0,0,0,42,1,206
OAKLANDFERNDALE CITY 4,0,826,36,0,0,0,0,0,0,0,61,0,290
OAKLANDFERNDALE CITY 5,3,954,31,0,0,0,0,0,0,0,57,1,235
OAKLANDFERNDALE CITY 6,3,738,26,0,0,0,0,0,0,0,62,2,410
OAKLANDFERNDALE CITY 7,0,678,35,0,0,0,0,0,0,0,61,1,284
OAKLANDFERNDALE CITY 8,0,510,14,0,0,0,0,0,0,0,35,0,138
OAKLANDFERNDALE CITY 9,3,1078,34,0,0,0,0,0,0,0,51,0,238
OAKLANDGROVELAND TOWNSHIP 1,11,307,8,0,0,0,0,0,0,0,49,1,874
OAKLANDGROVELAND TOWNSHIP 2,3,267,16,0,0,0,0,0,0,0,29,1,666
OAKLANDGROVELAND TOWNSHIP 3,2,274,4,0,0,0,0,0,0,0,42,1,622
OAKLANDHAZEL PARK CITY 1,3,891,42,0,0,0,0,0,0,0,75,5,517
OAKLANDHAZEL PARK CITY 2,4,535,26,0,0,0,0,0,0,0,41,1,392
OAKLANDHAZEL PARK CITY 3,7,776,38,0,0,0,0,0,0,0,64,2,674
OAKLANDHAZEL PARK CITY 4,3,454,15,0,0,0,0,0,0,0,24,2,349
OAKLANDHAZEL PARK CITY 5,6,809,26,0,0,0,0,0,0,0,50,4,586
OAKLANDHIGHLAND TOWNSHIP 1,3,524,16,0,0,0,0,0,0,0,69,0,1326
OAKLANDHIGHLAND TOWNSHIP 2,5,418,13,0,0,0,0,0,0,0,55,0,1057
OAKLANDHIGHLAND TOWNSHIP 3,4,292,11,0,0,0,0,0,0,0,43,0,583
OAKLANDHIGHLAND TOWNSHIP 4,7,559,16,0,0,0,0,0,0,0,94,1,1028
OAKLANDHIGHLAND TOWNSHIP 5,4,329,4,0,0,0,0,0,0,0,46,0,708
OAKLANDHIGHLAND TOWNSHIP 6,2,427,10,0,0,0,0,0,0,0,48,0,1025
OAKLANDHIGHLAND TOWNSHIP 7,5,247,10,0,0,0,0,0,0,0,61,1,609
OAKLANDHIGHLAND TOWNSHIP 8,3,400,4,0,0,0,0,0,0,0,40,0,633
OAKLANDHOLLY TOWNSHIP 1,3,546,26,0,0,0,0,0,0,0,80,0,737
OAKLANDHOLLY TOWNSHIP 2,7,460,25,0,0,0,0,0,0,0,100,1,739
OAKLANDHOLLY TOWNSHIP 3,3,438,14,0,0,0,0,0,0,0,63,0,887
OAKLANDHOLLY TOWNSHIP 4,1,574,8,0,0,0,0,0,0,0,67,0,957
OAKLANDHUNTINGTON WOODS CITY 1,0,819,4,0,0,0,0,0,0,0,16,0,161
OAKLANDHUNTINGTON WOODS CITY 2,3,603,7,0,0,0,0,0,0,0,22,0,196
OAKLANDHUNTINGTON WOODS CITY 3,3,640,8,0,0,0,0,0,0,0,22,0,204
OAKLANDHUNTINGTON WOODS CITY 4,1,663,5,0,0,0,0,0,0,0,24,0,125
OAKLANDHUNTINGTON WOODS CITY 5,0,633,6,0,0,0,0,0,0,0,33,0,161
OAKLANDINDEPENDENCE TOWNSHIP 1,6,626,14,0,0,0,0,0,0,0,95,0,1262
OAKLANDINDEPENDENCE TOWNSHIP 10,9,535,30,0,0,0,0,0,0,0,82,0,850
OAKLANDINDEPENDENCE TOWNSHIP 11,3,615,17,0,0,0,0,0,0,0,105,0,1084
OAKLANDINDEPENDENCE TOWNSHIP 12,1,293,8,0,0,0,0,0,0,0,33,0,503
OAKLANDINDEPENDENCE TOWNSHIP 13,0,451,15,0,0,0,0,0,0,0,53,1,720
OAKLANDINDEPENDENCE TOWNSHIP 2,1,489,13,0,0,0,0,0,0,0,66,0,881
OAKLANDINDEPENDENCE TOWNSHIP 3,3,529,9,0,0,0,0,0,0,0,82,1,983
OAKLANDINDEPENDENCE TOWNSHIP 4,5,505,19,0,0,0,0,0,0,0,63,0,1020
OAKLANDINDEPENDENCE TOWNSHIP 5,3,596,13,0,0,0,0,0,0,0,51,0,1110
OAKLANDINDEPENDENCE TOWNSHIP 6,6,677,14,0,0,0,0,0,0,0,66,1,934
OAKLANDINDEPENDENCE TOWNSHIP 7,2,766,15,0,0,0,0,0,0,0,86,0,994
OAKLANDINDEPENDENCE TOWNSHIP 8,3,387,7,0,0,0,0,0,0,0,45,0,770
OAKLANDINDEPENDENCE TOWNSHIP 9,3,562,10,0,0,0,0,0,0,0,60,0,1118
OAKLANDKEEGO HARBOR CITY 1,2,620,26,0,0,0,0,0,0,0,44,0,681
OAKLANDLAKE ANGELUS CITY 1,0,46,1,0,0,0,0,0,0,0,13,0,184
OAKLANDLATHRUP VILLAGE CITY 1,3,1177,10,0,0,0,0,0,0,0,21,0,206
OAKLANDLATHRUP VILLAGE CITY 2,2,1204,11,0,0,0,0,0,0,0,25,0,164
OAKLANDLYON TOWNSHIP 1,2,586,12,0,0,0,0,0,0,0,80,1,920
OAKLANDLYON TOWNSHIP 2,2,682,7,0,0,0,0,0,0,0,77,0,1008
OAKLANDLYON TOWNSHIP 3,5,475,12,0,0,0,0,0,0,0,71,0,814
OAKLANDLYON TOWNSHIP 4,4,488,16,0,0,0,0,0,0,0,51,0,846
OAKLANDLYON TOWNSHIP 5,0,565,11,0,0,0,0,0,0,0,57,0,964
OAKLANDLYON TOWNSHIP 6,1,802,10,0,0,0,0,0,0,0,81,0,1506
OAKLANDMADISON HEIGHTS CITY 1,4,528,21,0,0,0,0,0,0,0,61,0,418
OAKLANDMADISON HEIGHTS CITY 10,3,564,12,0,0,0,0,0,0,0,54,0,616
OAKLANDMADISON HEIGHTS CITY 11,4,834,21,0,0,0,0,0,0,0,40,0,408
OAKLANDMADISON HEIGHTS CITY 2,3,505,13,0,0,0,0,0,0,0,30,0,436
OAKLANDMADISON HEIGHTS CITY 3,2,522,13,0,0,0,0,0,0,0,32,0,397
OAKLANDMADISON HEIGHTS CITY 4,4,510,16,0,0,0,0,0,0,0,37,0,495
OAKLANDMADISON HEIGHTS CITY 5,3,470,12,0,0,0,0,0,0,0,44,0,437
OAKLANDMADISON HEIGHTS CITY 6,0,154,0,0,0,0,0,0,0,0,5,0,106
OAKLANDMADISON HEIGHTS CITY 7,2,730,15,0,0,0,0,0,0,0,68,0,712
OAKLANDMADISON HEIGHTS CITY 8,6,827,30,0,0,0,0,0,0,0,81,1,831
OAKLANDMADISON HEIGHTS CITY 9,1,712,22,0,0,0,0,0,0,0,73,1,734
OAKLANDMILFORD TOWNSHIP 1,7,460,8,0,0,0,0,0,0,0,68,0,845
OAKLANDMILFORD TOWNSHIP 2,4,301,17,0,0,0,0,0,0,0,46,1,651
OAKLANDMILFORD TOWNSHIP 3,1,466,10,0,0,0,0,0,0,0,37,0,865
OAKLANDMILFORD TOWNSHIP 4,7,747,12,0,0,0,0,0,0,0,76,0,1279
OAKLANDMILFORD TOWNSHIP 5,0,190,4,0,0,0,0,0,0,0,14,0,212
OAKLANDMILFORD TOWNSHIP 6,2,416,4,0,0,0,0,0,0,0,36,0,505
OAKLANDMILFORD TOWNSHIP 7,4,572,13,0,0,0,0,0,0,0,69,0,792
OAKLANDMILFORD TOWNSHIP 8,0,360,10,0,0,0,0,0,0,0,45,0,509
OAKLANDNORTHVILLE CITY 2,3,1022,11,0,0,0,0,0,0,0,69,0,1001
OAKLANDNOVI CITY 1,8,666,14,0,0,0,0,0,0,0,51,0,725
OAKLANDNOVI CITY 10,3,388,0,0,0,0,0,0,0,0,37,0,446
OAKLANDNOVI CITY 11,3,556,15,0,0,0,0,0,0,0,69,0,610
OAKLANDNOVI CITY 12,2,1072,24,0,0,0,0,0,0,0,71,0,517
OAKLANDNOVI CITY 13,4,551,10,0,0,0,0,0,0,0,26,0,386
OAKLANDNOVI CITY 14,0,536,16,0,0,0,0,0,0,0,38,1,479
OAKLANDNOVI CITY 15,3,696,8,0,0,0,0,0,0,0,42,1,750
OAKLANDNOVI CITY 16,4,866,9,0,0,0,0,0,0,0,61,0,889
OAKLANDNOVI CITY 17,2,814,8,0,0,0,0,0,0,0,72,0,861
OAKLANDNOVI CITY 18,2,762,7,0,0,0,0,0,0,0,65,0,902
OAKLANDNOVI CITY 19,1,461,8,0,0,0,0,0,0,0,31,0,626
OAKLANDNOVI CITY 2,1,910,14,0,0,0,0,0,0,0,65,2,834
OAKLANDNOVI CITY 20,5,474,7,0,0,0,0,0,0,0,44,0,617
