precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,general_total
GILMERELLIJAY NORTH,26,0,35,2,6,24,0,108,0,1,1,19,0,1,82,0,250,154,31,763,63,948
GILMERELLIJAY NORTHEAST,55,0,31,0,2,25,1,127,0,0,1,28,0,2,119,0,283,207,12,951,86,1170
GILMERELLIJAY SOUTH,76,0,69,1,3,38,0,159,0,0,2,27,0,3,146,0,450,306,40,1372,146,1718
GILMERLEACHES,56,1,50,3,3,44,0,146,3,0,1,36,0,2,116,1,371,225,39,1235,110,1499
GILMERMOUNTAINTOWN,17,0,25,0,5,17,0,91,0,0,1,7,0,1,72,1,175,106,17,576,42,699
GILMERNAN,490,3,423,9,35,319,3,1332,6,2,21,232,0,14,1159,4,3340,1965,293,10477,925,12735
GILMERTAILS CREEK,25,0,24,0,1,19,0,71,0,0,1,9,0,2,53,1,291,115,18,787,49,920
GILMERTOWN CREEK,22,0,24,0,2,15,0,57,0,0,2,15,0,1,52,0,165,82,12,555,46,649
GILMERYUKON,27,0,23,1,3,14,0,77,0,1,2,9,0,0,68,0,224,78,26,647,51,751
GLASCOCKEDGEHILL,1,0,1,0,0,6,0,8,0,0,0,0,0,0,14,0,22,6,0,90,2,96
GLASCOCKGIBSON,15,2,5,1,5,11,0,38,2,1,1,5,0,0,34,0,140,46,9,410,23,465
GLASCOCKMILL,9,0,6,1,4,11,0,51,0,0,0,1,0,0,34,0,146,33,5,473,16,511
GLASCOCKMITCHELL,13,0,7,0,1,14,1,32,1,0,0,4,0,1,6,0,97,53,3,262,20,318
GLASCOCKNAN,38,2,19,2,10,42,1,129,3,1,1,10,0,1,88,0,405,138,17,1235,61,1390
GLYNNABUNDANT LIFE,194,1,54,0,5,18,1,70,0,0,2,9,0,0,36,1,137,761,27,569,249,1357
GLYNNBALLARD COMPLEX,110,1,50,2,6,43,1,126,1,0,1,23,1,0,93,0,274,499,51,1129,163,1679
GLYNNBURROUGHS,322,4,49,2,1,9,0,9,0,0,0,4,0,0,4,0,21,1371,21,132,377,1524
GLYNNC B GREER SCHOOL,117,1,55,0,6,58,1,179,1,1,1,34,0,0,154,0,328,475,36,1328,173,1839
GLYNNCAREER ACADEMY,86,0,63,2,4,57,1,185,1,0,0,32,0,2,107,0,337,396,54,1256,151,1706
GLYNNCHRISTIAN RENEWAL,146,1,103,0,16,78,2,199,1,0,1,127,0,3,341,1,389,612,72,1755,250,2439
GLYNNCOLLEGE PLACE,198,0,58,0,1,20,2,43,0,0,1,20,0,0,53,0,142,724,28,488,256,1240
GLYNNFIRST BAPTIST,237,1,148,0,18,73,0,215,1,0,0,155,1,0,346,0,550,860,87,1926,386,2873
GLYNNGLYNDALE SCHOOL,34,0,37,0,2,47,1,144,0,0,1,27,0,1,92,1,361,195,33,1302,71,1530
GLYNNHOWARD COFFIN PARK,193,1,125,1,2,26,0,78,1,1,1,29,0,2,54,0,124,911,58,513,320,1482
GLYNNJEKYLL ISLAND,81,1,25,0,3,12,2,27,0,0,0,43,0,0,63,0,86,200,11,270,107,481
GLYNNMARSHES OF GLYNN,145,1,58,0,1,55,1,180,0,0,3,16,0,2,96,0,294,467,23,1312,204,1802
GLYNNNAN,2881,21,1282,12,100,853,19,2569,8,4,23,944,4,31,2543,8,5536,11775,825,21512,4196,34112
GLYNNNORTHSIDE CHURCH,254,2,66,1,2,29,0,81,0,1,1,19,1,0,66,0,176,966,41,689,323,1696
GLYNNOGLETHORPE POINT,114,0,53,1,7,53,3,150,0,0,0,119,0,6,251,0,349,450,40,1366,168,1856
GLYNNSATILLA MARSH SCHOOL,80,0,43,1,1,61,1,172,0,0,2,41,0,2,100,0,310,381,41,1190,124,1612
GLYNNSE BAPTIST BLDG,56,1,30,0,2,26,0,103,0,0,2,5,0,3,57,1,238,262,25,774,87,1061
GLYNNSELDEN PARK,77,0,13,1,0,6,0,18,0,0,0,4,0,0,11,1,41,378,7,190,91,575
GLYNNST WILLIAMS CHURCH,216,2,139,1,12,74,1,232,1,1,3,161,1,5,400,2,521,856,83,2094,358,3033
GLYNNSTERLING CHURCH OF GOD,119,3,69,0,3,45,1,126,0,0,3,23,0,1,77,1,327,546,44,1313,191,1903
GLYNNSTERLING ELEM SCHOOL,102,1,44,0,8,63,1,232,1,0,1,53,0,4,142,0,531,465,43,1916,147,2424
GORDONCALHOUN CITY,252,1,157,3,16,157,5,278,3,0,4,133,0,5,432,1,870,1137,146,3247,413,4530
GORDONFAIRMOUNT,26,0,35,0,2,34,0,113,0,0,0,12,0,1,69,0,318,105,29,967,61,1101
GORDONGORDON COUNTY,136,3,91,1,11,113,0,225,1,0,10,51,0,3,192,2,753,589,68,2588,231,3245
GORDONLILY POND,35,1,24,0,5,49,0,100,0,0,2,19,0,0,100,0,241,141,24,847,60,1012
GORDONNAN,778,10,554,10,54,736,9,1607,6,0,33,356,1,17,1427,5,4347,3181,507,15191,1352,18879
GORDONOAKMAN,27,0,35,1,1,28,0,56,0,0,0,14,0,1,41,0,149,95,18,552,63,665
GORDONOOSTANAULA,36,0,8,0,1,21,0,31,0,0,0,8,0,0,35,0,102,80,8,315,44,403
GORDONPINE CHAPEL,16,0,8,1,1,14,0,86,0,0,4,11,0,0,36,0,123,63,7,488,25,558
GORDONPLAINVILLE,37,1,34,1,3,53,2,99,0,0,0,12,0,1,61,0,254,131,28,872,73,1031
GORDONRED BUD,56,1,40,2,2,67,0,128,0,0,4,20,1,2,143,1,337,256,44,1283,99,1583
GORDONRESACA,25,0,23,0,1,25,0,92,1,0,4,15,0,0,53,1,197,112,22,669,48,803
GORDONSONORAVILLE,109,3,68,1,9,143,1,311,0,0,4,45,0,3,219,0,761,388,93,2625,181,3106
GORDONSUGAR VALLEY,23,0,31,0,2,32,1,88,1,0,1,16,0,1,46,0,242,84,20,738,54,842
GRADYBLOWING CAVE,18,1,14,2,3,13,0,48,0,0,0,8,0,0,29,0,100,79,5,416,35,500
GRADYCAIRO 4TH DISTRICT,374,3,47,1,2,11,0,24,0,0,0,3,0,0,23,0,52,1096,17,269,425,1382
GRADYCAIRO 5TH DISTRICT,167,1,43,0,7,46,1,114,0,0,1,14,0,1,85,0,187,615,26,846,211,1487
GRADYDUNCANVILLE,42,0,13,0,0,12,0,31,0,0,0,9,0,0,24,0,49,118,7,202,55,327
GRADYHIGDON,67,0,12,1,2,16,0,51,0,0,1,3,0,0,30,0,73,171,9,352,80,532
GRADYLIMESINK,9,0,3,0,0,5,0,26,0,0,1,1,0,0,15,0,45,27,1,165,12,193
GRADYMIDWAY,44,1,32,0,2,29,0,85,0,0,0,9,0,0,65,0,159,177,13,666,77,856
GRADYNAN,887,12,262,8,32,259,3,805,1,0,9,109,0,5,555,1,1422,3013,135,6053,1169,9201
GRADYPINE PARK,36,0,14,0,2,13,1,49,0,0,0,5,0,0,24,0,90,159,8,364,50,531
GRADYRAGAN,32,0,12,1,1,8,0,37,0,0,1,4,0,0,17,0,63,93,3,241,45,337
GRADYSPENCE,13,3,15,0,0,16,0,60,0,0,1,6,0,3,33,0,110,40,10,411,31,461
GRADYSPRING HILL,11,1,8,0,1,15,0,45,0,0,0,8,0,0,43,0,81,43,5,335,20,383
GRADYWHIGHAM,33,1,20,1,2,17,0,66,0,0,0,9,0,0,45,0,124,180,11,543,55,734
GRADYWOODLAND,41,1,29,2,10,58,1,169,1,0,4,30,0,1,122,1,289,215,20,1243,73,1478
GREENEGREENSBORO,441,1,50,0,3,25,1,100,2,1,3,13,1,0,76,0,201,1257,37,708,492,2002
GREENEGRESHAMVILLE,35,1,8,0,0,24,0,65,0,0,0,14,0,0,58,0,106,110,6,420,44,536
GREENENAN,1077,5,169,4,29,181,7,637,4,3,7,364,1,2,982,2,1555,3199,151,5490,1255,8840
GREENEOLD SALEM,128,0,39,0,14,75,4,245,1,2,1,260,0,1,583,1,675,547,59,2386,167,2992
GREENESILOAM,137,0,17,3,5,11,0,37,1,0,0,6,0,0,21,0,72,360,5,296,157,661
GREENEUNION POINT,139,2,26,1,0,9,1,37,0,0,1,7,0,1,30,0,105,386,16,359,168,761
GREENEWALKER,67,0,16,0,4,31,1,111,0,0,0,61,0,0,196,1,301,233,25,1007,83,1265
GREENEWHITE PLAINS,55,0,7,0,3,3,0,11,0,0,0,0,0,0,4,0,44,122,1,125,62,248
GREENEWOODVILLE,75,1,6,0,0,3,0,31,0,0,2,3,0,0,14,0,51,184,2,189,82,375
GWINNETTBAYCREEK A,227,0,83,0,4,52,1,201,1,0,0,39,0,2,250,0,216,755,62,1011,310,1828
GWINNETTBAYCREEK B,591,1,194,1,2,32,0,221,2,0,1,21,0,2,163,0,264,2069,72,1189,787,3330
GWINNETTBAYCREEK C,551,0,192,1,5,58,0,274,0,1,4,36,0,3,275,1,345,2116,104,1562,744,3782
GWINNETTBAYCREEK D,324,2,136,0,4,43,1,337,1,0,2,43,0,0,291,0,316,1262,80,1547,462,2889
GWINNETTBAYCREEK E,203,1,75,1,2,37,0,175,0,0,0,19,0,1,123,0,216,871,57,898,280,1826
GWINNETTBAYCREEK F,390,3,127,0,1,37,0,174,1,0,1,23,0,2,206,0,232,1574,65,989,520,2628
GWINNETTBAYCREEK G,405,3,97,1,3,57,0,242,0,0,0,35,1,0,224,0,251,1634,86,1319,506,3039
GWINNETTBAYCREEK H,266,1,123,1,2,63,1,395,1,0,1,53,0,1,343,0,474,1296,107,2090,391,3493
GWINNETTBAYCREEK I,405,3,183,0,0,46,0,248,0,0,2,34,0,1,214,0,305,1797,97,1343,591,3237
GWINNETTBAYCREEK J,433,1,135,0,0,37,0,191,1,1,0,38,0,3,203,2,216,1578,72,955,569,2605
GWINNETTBAYCREEK K,278,1,114,2,4,34,1,216,1,1,1,36,0,2,211,0,223,1111,54,1158,395,2323
GWINNETTBERKSHIRE A,168,0,92,0,1,8,0,75,0,1,0,13,0,0,71,0,83,839,52,383,260,1274
GWINNETTBERKSHIRE B,410,1,247,1,3,21,0,106,0,0,2,30,0,4,139,0,160,2100,102,709,659,2911
GWINNETTBERKSHIRE D,185,4,138,1,2,43,3,192,0,0,0,49,0,1,261,1,194,837,81,930,328,1848
GWINNETTBERKSHIRE E,126,0,83,0,1,23,1,133,2,0,0,49,0,1,197,1,155,598,60,716,209,1374
GWINNETTBERKSHIRE F,137,0,80,1,5,13,0,70,0,0,0,5,0,6,56,0,102,628,39,410,218,1077
GWINNETTBERKSHIRE G,174,1,131,1,1,27,1,156,0,0,1,38,0,5,197,0,221,695,72,794,307,1561
GWINNETTBERKSHIRE H,105,1,85,0,1,13,0,56,0,0,0,13,0,1,46,0,78,587,38,325,191,950
GWINNETTBERKSHIRE J,181,1,144,1,2,47,1,197,1,1,1,76,1,3,303,0,224,802,95,1030,327,1927
GWINNETTBERKSHIRE L,197,0,114,1,2,16,0,76,0,0,1,17,0,0,68,0,91,1174,59,397,312,1630
GWINNETTBERKSHIRE M,116,0,75,0,3,19,2,139,0,0,1,26,0,1,150,0,148,461,50,605,191,1116
GWINNETTBERKSHIRE N,239,2,103,1,8,49,2,215,4,0,2,56,1,2,339,0,304,836,69,1202,345,2107
GWINNETTBERKSHIRE O,155,2,93,1,5,49,0,182,1,0,0,59,0,1,247,0,216,663,64,986,251,1713
GWINNETTBERKSHIRE P,94,0,53,0,0,15,0,62,0,0,1,9,0,0,41,1,80,416,19,285,147,720
GWINNETTBERKSHIRE Q,99,0,78,1,2,9,0,123,0,0,0,22,1,1,154,0,128,468,56,587,178,1111
GWINNETTCATES A,157,0,66,0,4,26,0,184,1,1,0,15,0,0,140,0,249,520,55,934,223,1509
GWINNETTCATES B,72,1,95,1,1,25,2,141,1,0,0,28,0,0,199,1,158,371,78,679,169,1128
GWINNETTCATES C,262,0,82,0,0,31,0,146,0,0,1,19,0,2,118,0,145,964,37,678,344,1679
GWINNETTCATES D - 04,147,4,119,1,2,22,0,187,0,0,0,30,0,3,157,2,282,191,12,181,271,384
GWINNETTCATES E,199,0,159,1,6,46,1,203,0,0,1,54,0,2,276,1,227,869,80,1010,359,1959
GWINNETTCATES F,88,2,65,0,5,24,0,144,0,0,1,24,0,0,153,1,197,403,59,789,155,1251
GWINNETTCATES G,140,1,92,1,2,59,1,232,2,0,0,78,0,0,347,1,266,644,75,1217,234,1936
GWINNETTCATES H,324,0,119,4,4,26,0,155,2,0,4,8,1,4,86,0,167,1307,54,683,447,2044
GWINNETTCATES I,256,0,145,0,7,34,0,232,0,0,2,52,1,4,277,2,240,1107,89,1111,401,2307
GWINNETTCATES J,235,0,166,0,1,22,0,172,0,0,0,29,0,1,198,0,214,1109,97,910,401,2116
GWINNETTCATES K,118,1,121,0,6,39,1,196,4,0,3,39,0,0,276,1,209,627,102,932,240,1661
GWINNETTCATES L,364,0,146,0,6,34,0,244,0,0,0,35,0,6,201,0,255,1344,74,1076,510,2494
GWINNETTCATES M,222,0,143,0,5,62,2,320,1,0,1,78,0,1,423,0,312,1022,145,1581,365,2748
GWINNETTCATES N,131,0,56,0,3,39,1,207,1,1,1,40,0,0,255,1,289,506,57,1196,187,1759
GWINNETTCATES O,92,0,53,0,0,14,0,98,0,0,0,19,0,1,127,0,99,382,30,488,145,900
GWINNETTDACULA,374,0,123,1,4,43,0,248,0,0,1,36,0,0,219,0,303,1368,109,1303,498,2780
GWINNETTDULUTH A,314,1,164,0,1,44,0,196,2,0,0,74,1,2,331,0,264,1469,138,1309,479,2916
GWINNETTDULUTH B,173,1,140,2,3,38,3,164,1,0,1,35,0,2,209,1,246,867,81,1018,316,1966
GWINNETTDULUTH C,153,0,123,0,3,20,0,94,0,0,2,22,0,2,140,0,168,691,93,625,276,1409
GWINNETTDULUTH D,290,0,195,0,4,30,2,132,0,0,2,35,2,2,185,0,209,1393,121,876,485,2390
GWINNETTDULUTH E,376,2,180,1,7,30,1,110,1,0,1,32,0,1,158,0,156,1665,101,782,559,2548
GWINNETTDULUTH F,340,1,163,0,0,8,0,71,0,0,0,16,0,1,92,0,104,1867,78,581,504,2526
GWINNETTDULUTH G,170,1,114,0,3,32,0,162,2,0,2,35,0,1,230,0,209,761,66,971,285,1798
GWINNETTDULUTH H,160,0,87,0,2,17,0,105,2,0,0,44,0,1,166,0,183,784,58,779,247,1621
GWINNETTDULUTH I,227,1,79,1,3,19,1,165,0,0,1,75,0,0,316,0,315,1216,59,1508,308,2783
GWINNETTDULUTH K,169,0,86,0,1,5,0,21,0,0,0,6,0,1,27,1,37,880,36,248,255,1164
GWINNETTDUNCANS A,200,0,101,0,2,70,2,322,2,0,1,67,1,1,437,0,465,814,108,2109,301,3031
GWINNETTDUNCANS B,134,1,88,2,2,66,2,356,2,0,4,60,0,1,311,0,451,769,108,2119,225,2996
GWINNETTDUNCANS C,115,0,54,0,3,36,0,217,0,0,1,60,0,0,343,0,315,497,78,1509,169,2084
GWINNETTDUNCANS D,190,0,109,3,1,95,2,406,2,0,0,105,0,4,485,0,582,1028,152,2675,302,3855
GWINNETTGARNERS A,208,3,167,0,6,71,3,262,1,1,4,76,0,2,344,0,298,889,121,1325,378,2335
GWINNETTGARNERS B,364,5,160,0,4,30,1,147,1,0,1,32,0,1,167,1,157,1219,55,713,529,1987
GWINNETTGARNERS C,129,1,100,0,4,20,0,98,2,0,3,16,0,1,102,0,126,604,60,552,230,1216
GWINNETTGARNERS D,428,1,175,0,4,19,1,117,0,0,0,23,0,1,111,0,114,1337,45,534,604,1916
GWINNETTGARNERS F,112,2,78,0,0,28,2,116,0,0,1,22,0,2,112,0,119,467,49,523,192,1039
GWINNETTGOODWINS A,282,1,171,2,1,21,2,167,2,2,0,41,0,0,208,1,234,1215,99,940,456,2254
GWINNETTGOODWINS B,221,0,134,2,2,61,2,267,1,0,1,45,0,5,330,1,295,933,120,1419,357,2472
GWINNETTGOODWINS C,376,0,199,3,0,31,0,184,1,0,1,46,0,0,183,0,232,1765,106,1034,578,2905
GWINNETTGOODWINS D,252,0,196,0,1,44,1,228,3,0,3,21,0,0,239,2,267,1165,147,1165,448,2477
GWINNETTGOODWINS E,287,0,180,0,5,41,0,237,1,0,1,62,1,2,359,0,334,1479,148,1506,467,3133
GWINNETTGOODWINS F,190,2,108,0,3,32,0,149,0,0,0,41,0,2,165,0,164,908,102,843,300,1853
GWINNETTGOODWINS G,237,0,114,0,1,12,0,73,0,0,0,15,0,2,81,0,82,936,47,433,351,1416
GWINNETTGOODWINS H,192,0,118,0,3,21,0,158,0,0,1,35,0,5,201,0,171,816,88,794,310,1698
GWINNETTGOODWINS I,184,0,103,0,2,21,0,144,0,1,0,70,0,2,264,1,214,731,78,895,287,1704
GWINNETTHARBINS A,337,0,121,2,1,73,0,390,0,0,2,47,0,6,286,0,467,1470,156,2026,460,3652
GWINNETTHARBINS B,161,1,116,1,6,68,1,293,1,0,3,38,0,2,238,0,377,897,106,1683,279,2686
GWINNETTHARBINS C,84,0,51,1,2,50,0,203,0,0,2,15,0,1,160,0,246,468,58,1076,136,1602
GWINNETTHOG MOUNTAIN A,285,3,175,2,3,40,1,195,1,0,0,30,0,2,201,0,200,1351,119,1177,465,2647
GWINNETTHOG MOUNTAIN B,274,0,115,0,6,69,0,289,1,0,0,53,0,0,338,1,433,1097,107,1767,389,2971
GWINNETTHOG MOUNTAIN C,169,2,124,0,7,45,0,265,0,1,1,36,0,0,207,1,298,910,109,1372,295,2391
GWINNETTHOG MOUNTAIN D,158,1,86,2,3,33,0,231,0,0,0,23,0,3,164,1,232,706,98,1107,247,1911
GWINNETTLAWRENCEVILLE A,224,1,79,0,5,28,1,149,0,0,0,31,0,1,133,1,215,1052,70,891,304,2013
GWINNETTLAWRENCEVILLE B,451,0,160,0,5,29,0,145,0,0,3,27,0,1,163,0,228,1754,71,926,611,2751
GWINNETTLAWRENCEVILLE C,141,0,91,2,7,41,1,194,0,0,0,25,0,3,160,0,271,624,107,1064,234,1795
GWINNETTLAWRENCEVILLE D,333,2,120,1,2,17,1,81,0,0,1,16,0,2,61,0,127,1753,69,548,456,2370
GWINNETTLAWRENCEVILLE E,138,0,67,0,0,36,0,139,2,0,1,51,0,0,157,1,214,633,58,821,205,1512
GWINNETTLAWRENCEVILLE F,399,2,117,0,3,34,0,123,0,0,0,12,0,0,88,0,103,1635,73,607,518,2315
GWINNETTLAWRENCEVILLE G,258,1,108,1,0,19,0,90,2,0,0,13,0,1,76,0,91,1162,52,429,368,1643
GWINNETTLAWRENCEVILLE H,245,3,148,0,5,57,0,277,0,0,2,47,0,4,255,1,265,1072,118,1423,396,2613
GWINNETTLAWRENCEVILLE I,219,1,122,0,3,26,0,137,0,0,3,38,0,3,144,0,128,1077,91,722,342,1890
GWINNETTLAWRENCEVILLE J,180,1,87,1,0,5,0,82,0,0,0,19,0,1,93,0,101,728,60,401,269,1189
GWINNETTLAWRENCEVILLE K,224,2,129,0,0,30,2,193,1,0,0,35,0,2,203,0,233,883,84,1052,355,2019
GWINNETTLAWRENCEVILLE L,387,0,155,0,3,36,0,213,1,0,2,59,0,2,294,0,259,1601,105,1189,542,2895
GWINNETTLAWRENCEVILLE M,573,2,178,0,2,29,0,121,0,0,1,10,0,3,101,0,146,2380,93,698,753,3171
GWINNETTLAWRENCEVILLE N,136,0,90,0,5,31,0,110,0,0,2,22,1,3,95,0,135,652,67,563,226,1282
GWINNETTMARTINS A,272,0,134,1,1,12,0,44,1,0,1,9,0,0,56,0,58,1237,58,364,407,1659
GWINNETTMARTINS B,227,1,123,0,2,31,1,93,1,1,0,22,0,2,87,0,135,1087,50,564,351,1701
GWINNETTMARTINS C,209,1,114,0,0,27,2,85,0,0,3,21,0,0,140,0,159,818,55,611,324,1484
GWINNETTMARTINS D,164,0,88,0,0,1,0,15,0,0,0,5,0,1,33,0,38,803,26,163,252,992
GWINNETTMARTINS E,426,1,195,0,0,12,0,45,0,0,0,5,0,1,41,0,45,2197,66,294,622,2557
GWINNETTMARTINS F,189,0,116,0,0,10,1,51,0,0,2,11,0,1,40,0,76,917,45,308,305,1270
GWINNETTMARTINS G,199,0,86,0,1,7,0,69,0,0,0,5,0,0,48,0,100,863,57,339,285,1259
GWINNETTMARTINS H,412,2,183,0,1,37,0,112,0,0,2,19,0,0,146,0,222,1594,67,821,597,2482
GWINNETTMARTINS I,319,0,123,0,2,15,0,56,0,1,3,13,0,0,78,1,106,1380,43,439,442,1862
GWINNETTMARTINS J,279,1,123,0,0,10,0,60,0,0,1,14,0,1,72,1,61,1533,75,392,403,2000
GWINNETTMARTINS K,486,1,187,0,2,19,0,105,0,1,1,14,0,1,83,0,137,2107,82,614,674,2803
GWINNETTNAN,37881,128,19094,83,401,5053,100,25420,98,16,146,5471,15,233,29800,42,32154,166153,12494,146989,57186,325636
GWINNETTPINCKNEYVILLE A,251,1,115,0,1,14,1,28,0,0,1,6,0,1,41,0,40,992,58,239,367,1289
GWINNETTPINCKNEYVILLE A1,147,2,124,2,2,34,1,172,1,0,0,100,0,0,416,0,233,719,93,1160,275,1972
GWINNETTPINCKNEYVILLE B,211,1,141,0,0,6,1,47,0,0,0,15,0,0,62,0,75,1125,67,365,353,1557
GWINNETTPINCKNEYVILLE C,148,2,83,1,0,21,0,97,0,0,0,59,1,1,174,0,174,623,51,613,234,1287
GWINNETTPINCKNEYVILLE D,160,1,81,0,1,3,0,19,0,0,0,8,0,0,26,0,53,729,39,190,242,958
GWINNETTPINCKNEYVILLE E,142,0,105,2,1,13,0,42,0,0,1,5,0,1,47,0,41,770,46,200,249,1016
GWINNETTPINCKNEYVILLE F,94,1,65,1,1,14,0,46,0,0,0,9,0,2,41,0,57,698,28,295,161,1021
GWINNETTPINCKNEYVILLE H,292,0,184,0,5,31,1,211,0,0,0,71,0,1,314,0,226,1342,114,1165,476,2621
GWINNETTPINCKNEYVILLE I,182,1,102,1,0,12,1,46,1,0,1,10,0,0,52,0,72,988,37,310,286,1335
GWINNETTPINCKNEYVILLE J,169,0,92,0,0,6,0,24,0,0,0,4,0,0,30,1,41,975,30,172,261,1177
GWINNETTPINCKNEYVILLE K,265,1,144,0,0,14,0,58,0,0,0,18,0,0,54,0,81,1327,59,350,410,1736
GWINNETTPINCKNEYVILLE L,135,0,86,0,2,34,1,186,0,0,2,99,0,0,395,0,204,622,107,1040,221,1769
GWINNETTPINCKNEYVILLE M,127,0,80,0,1,33,1,172,4,0,0,102,0,1,395,0,171,650,75,1124,207,1849
GWINNETTPINCKNEYVILLE N,259,1,157,1,1,16,1,42,0,0,0,14,0,2,69,0,64,1412,72,318,418,1802
GWINNETTPINCKNEYVILLE O,271,0,155,0,0,18,1,33,0,0,0,11,0,1,77,1,79,1340,59,350,426,1749
GWINNETTPINCKNEYVILLE P,169,0,90,0,2,29,0,109,0,0,1,56,0,0,185,0,146,673,61,592,259,1326
GWINNETTPINCKNEYVILLE Q,178,1,94,0,1,4,0,14,0,0,0,4,0,1,26,0,30,762,30,128,273,920
GWINNETTPINCKNEYVILLE S,220,0,139,0,1,17,3,93,0,0,0,28,0,1,117,0,140,1007,72,586,359,1665
GWINNETTPINCKNEYVILLE T,187,1,156,1,1,14,0,84,1,0,0,16,0,1,111,0,195,920,75,652,345,1647
GWINNETTPINCKNEYVILLE U,140,2,116,0,3,23,0,80,0,0,0,29,0,0,136,0,135,711,68,462,258,1241
GWINNETTPINCKNEYVILLE V,123,0,61,1,2,16,1,42,0,0,0,14,0,2,49,0,74,548,36,295,185,879
GWINNETTPINCKNEYVILLE W,251,2,146,0,1,26,2,116,0,0,0,44,0,1,214,0,199,1250,97,859,399,2206
GWINNETTPINCKNEYVILLE X,177,0,137,0,5,27,0,141,0,0,3,79,0,4,289,0,198,1029,119,1016,314,2164
GWINNETTPINCKNEYVILLE Y,259,0,120,1,1,6,0,41,0,0,0,3,0,0,32,0,70,1221,40,289,380,1550
GWINNETTPINCKNEYVILLE Z,91,3,77,0,3,19,1,152,1,0,1,62,0,1,332,1,147,481,76,861,171,1418
GWINNETTPUCKETTS A,191,0,101,1,4,86,2,361,4,0,3,43,0,3,348,0,458,881,108,2146,293,3135
GWINNETTPUCKETTS B,158,0,72,1,5,43,0,214,0,0,0,39,0,0,198,0,270,581,57,1282,231,1920
GWINNETTPUCKETTS C,115,0,73,0,2,30,0,201,2,0,1,19,0,4,186,1,265,619,85,1183,188,1887
GWINNETTPUCKETTS D,128,0,93,1,2,47,0,229,1,0,1,43,0,0,211,0,307,616,86,1372,222,2074
GWINNETTPUCKETTS E,263,0,118,0,2,51,2,211,0,1,1,46,0,2,257,0,331,1333,92,1522,381,2947
GWINNETTROCKBRIDGE A,477,0,160,0,4,23,1,99,1,0,0,14,0,1,85,0,114,1705,61,539,637,2305
GWINNETTROCKBRIDGE B,414,1,169,0,2,16,0,111,0,0,0,23,0,0,115,0,142,1631,64,620,584,2315
GWINNETTROCKBRIDGE C,775,0,237,0,0,33,0,99,0,0,3,22,0,2,119,0,153,2307,77,647,1012,3031
GWINNETTROCKBRIDGE D,461,1,148,0,4,32,0,146,0,0,2,24,0,0,125,0,138,1570,51,653,610,2274
GWINNETTROCKBRIDGE E,509,0,180,1,5,23,0,106,1,0,0,19,0,0,92,0,153,1774,70,573,690,2417
GWINNETTROCKBRIDGE F,822,2,239,1,0,33,0,139,0,0,0,25,0,1,145,0,191,2650,69,713,1064,3432
GWINNETTROCKBRIDGE G,684,0,205,0,2,23,1,98,1,0,0,26,0,1,135,0,172,2433,76,678,889,3187
GWINNETTROCKYCREEK A,306,0,158,1,3,72,1,363,0,0,0,55,0,2,314,0,409,1302,128,1934,465,3364
GWINNETTROCKYCREEK B,274,1,156,1,6,60,1,306,2,0,2,41,1,6,338,1,379,1148,148,1802,432,3098
GWINNETTROCKYCREEK C,292,1,156,0,2,44,4,298,2,0,2,54,0,1,361,1,356,1233,118,1782,449,3133
GWINNETTSUGAR HILL A,139,1,79,3,2,43,0,171,0,0,0,24,0,0,165,0,270,803,85,1247,222,2135
GWINNETTSUGAR HILL B,197,3,148,0,3,43,1,249,0,0,1,46,0,0,235,0,345,1048,144,1653,348,2845
GWINNETTSUGAR HILL C,164,0,121,0,1,62,2,294,1,0,3,53,0,2,304,1,365,986,133,1914,285,3033
GWINNETTSUGAR HILL D,188,1,111,2,3,51,1,201,1,0,2,31,0,3,191,0,337,838,92,1412,302,2342
GWINNETTSUGAR HILL E,133,1,75,0,3,42,1,181,0,0,3,22,0,2,190,0,218,671,101,1099,209,1871
GWINNETTSUGAR HILL F,150,4,133,0,6,63,1,240,0,0,2,27,0,2,246,0,277,873,132,1381,287,2386
GWINNETTSUGAR HILL G,133,0,101,1,3,34,0,203,2,0,0,39,0,3,211,2,274,610,96,1136,235,1842
GWINNETTSUWANEE A,85,0,61,1,1,15,1,71,1,0,0,20,0,0,101,0,90,437,46,468,147,951
GWINNETTSUWANEE B,243,0,91,0,6,36,1,229,0,0,2,46,0,5,322,0,253,1078,134,1350,334,2562
GWINNETTSUWANEE C,235,2,148,1,9,59,0,253,2,0,1,60,1,2,344,1,329,1218,116,1509,386,2843
GWINNETTSUWANEE D,171,0,107,2,4,52,0,293,1,0,1,80,0,1,435,0,313,948,126,1894,280,2968
GWINNETTSUWANEE E,200,0,114,0,3,48,0,230,1,0,0,63,0,3,424,0,289,934,117,1601,314,2652
GWINNETTSUWANEE F,260,0,129,0,2,36,1,206,2,0,2,57,0,2,279,0,216,1056,123,1172,389,2351
