precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,general_total
FULTON08B,177,0,78,1,5,17,1,72,0,0,1,92,0,2,317,0,166,982,123,1221,256,2326
FULTON08C,63,1,20,0,3,6,0,36,0,1,0,51,0,0,155,0,91,328,45,607,84,980
FULTON08D,60,2,29,0,4,4,0,33,0,0,1,71,0,1,177,0,82,283,33,436,91,752
FULTON08E,246,0,73,0,10,23,0,79,2,1,0,138,1,4,398,0,173,842,84,966,319,1892
FULTON08F1,149,1,52,0,8,12,1,55,1,1,0,158,0,1,424,0,136,612,88,879,202,1579
FULTON08G,295,0,109,0,7,8,0,49,0,0,3,83,0,1,223,0,164,932,60,673,404,1665
FULTON08H,210,0,70,0,15,9,0,54,2,0,0,132,0,0,392,0,167,849,74,831,280,1754
FULTON08J,221,1,104,0,4,17,0,61,0,0,1,127,0,3,443,0,119,1049,118,855,326,2022
FULTON08K,82,0,43,0,1,7,1,21,0,0,0,38,0,0,135,0,36,397,64,260,125,721
FULTON08L,402,1,192,0,9,7,0,48,0,0,0,87,0,1,244,0,121,1688,182,751,595,2621
FULTON08M,118,0,50,0,8,13,0,37,0,0,0,112,0,1,259,1,110,558,43,693,168,1294
FULTON08N1,53,0,20,0,5,6,1,21,1,0,0,52,0,0,164,0,62,232,32,313,73,577
FULTON08N2,113,1,35,0,7,8,5,23,0,0,0,55,0,0,134,0,79,500,22,402,149,924
FULTON08P,124,0,112,0,0,3,1,24,1,0,0,22,0,1,67,0,21,633,50,168,236,851
FULTON09A,349,0,220,0,0,16,1,52,2,0,0,51,0,4,206,0,85,1504,138,465,569,2107
FULTON09B,59,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,197,2,6,65,205
FULTON09C,686,1,104,0,0,6,0,1,0,0,0,1,0,0,2,0,9,1552,24,33,791,1609
FULTON09D,345,0,42,0,0,3,1,1,0,0,0,1,0,0,3,0,4,910,10,19,387,939
FULTON09E,379,0,109,0,0,4,0,9,0,0,0,2,0,0,21,0,11,1222,35,49,488,1306
FULTON09F,360,0,223,1,10,15,1,102,2,0,0,108,0,1,404,0,200,1489,177,969,584,2635
FULTON09G,300,3,278,0,1,10,0,40,1,0,1,55,0,1,216,0,66,1480,120,399,581,1999
FULTON09H,83,0,107,0,0,4,0,13,0,0,0,8,0,0,36,0,16,466,27,85,190,578
FULTON09I,181,1,19,0,1,1,0,2,0,0,0,0,0,0,2,0,3,518,5,10,201,533
FULTON09K,611,0,121,0,1,4,0,1,0,1,0,2,0,0,13,0,10,1919,30,59,732,2008
FULTON09M,208,2,193,1,2,9,0,33,0,0,2,33,1,1,136,1,45,993,114,288,404,1395
FULTON10A,785,1,109,0,1,3,0,0,0,0,0,0,0,0,4,0,8,1713,25,29,895,1767
FULTON10B,1165,3,229,2,1,7,0,6,0,0,0,2,0,0,4,0,17,2514,32,56,1399,2602
FULTON10C,426,0,70,1,0,1,0,1,0,1,1,0,0,0,2,0,4,1259,9,15,497,1283
FULTON10D,761,6,93,0,1,9,2,3,0,1,0,0,0,0,5,0,5,2057,16,53,860,2126
FULTON10E,257,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,545,9,8,297,562
FULTON10F,292,1,41,0,1,3,0,3,0,1,0,0,0,0,1,0,4,600,7,18,334,625
FULTON10G,399,0,96,2,1,4,0,3,0,0,0,1,0,0,2,0,3,819,2,21,497,842
FULTON10H1,82,0,23,0,0,0,0,0,0,1,0,0,0,0,1,0,0,214,3,3,105,220
FULTON10H2,413,2,66,1,0,4,0,2,0,0,0,2,0,1,4,0,6,1095,23,31,482,1149
FULTON10I,115,0,35,0,2,0,0,1,0,0,0,0,0,0,1,0,4,242,5,10,150,257
FULTON10J,163,2,43,1,0,0,0,0,0,1,0,0,0,0,0,0,2,437,6,13,209,456
FULTON10K,410,1,74,2,0,2,1,2,0,0,0,0,0,0,1,0,8,842,11,32,487,885
FULTON10M,445,0,127,1,0,2,0,1,0,0,0,3,1,0,9,0,5,1233,20,31,573,1284
FULTON10P,288,1,52,0,0,1,0,0,0,0,0,0,0,0,0,0,1,715,11,17,341,743
FULTON10R,161,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,367,5,8,178,380
FULTON11B,1144,1,195,1,1,4,0,9,0,0,0,2,0,1,7,0,10,3038,37,64,1341,3139
FULTON11C,861,1,154,0,1,5,0,3,1,0,0,2,0,0,4,0,8,1883,18,33,1016,1934
FULTON11E1,207,1,57,0,0,0,0,2,0,0,0,2,0,0,2,0,6,617,12,16,265,645
FULTON11E2,250,1,30,0,0,2,0,0,0,0,0,3,0,0,1,0,0,496,7,6,281,509
FULTON11E3,499,0,170,1,1,0,0,2,0,0,0,1,1,0,7,0,3,1711,23,38,670,1772
FULTON11G,293,0,38,0,0,4,0,2,0,0,0,1,0,0,2,0,9,972,14,19,331,1005
FULTON11H,160,0,25,0,1,0,0,0,0,0,0,1,0,0,0,0,4,347,4,12,185,363
FULTON11J,445,0,76,1,0,4,0,1,0,0,0,0,0,1,2,0,6,993,6,28,522,1027
FULTON11K,483,1,98,0,2,2,0,3,0,0,0,2,0,0,2,0,12,1079,18,27,582,1124
FULTON11M,594,0,151,1,2,0,0,3,0,0,0,8,0,0,4,0,9,1574,18,29,746,1621
FULTON11N,620,0,118,1,0,5,1,5,0,0,0,1,0,0,9,0,10,1389,15,30,739,1434
FULTON11P,458,3,54,0,0,4,0,0,0,0,0,1,1,2,2,0,4,1013,14,18,515,1045
FULTON11R,211,1,32,0,0,1,0,0,0,1,0,0,0,0,0,0,3,768,7,16,244,791
FULTON12A,807,1,349,0,2,7,0,23,1,2,0,6,0,2,31,0,23,2389,65,111,1157,2565
FULTON12D,140,0,45,0,0,1,0,3,0,1,0,0,0,0,0,0,2,579,9,11,185,599
FULTON12E1,158,0,25,0,0,1,0,3,0,0,0,1,0,0,2,0,6,574,8,26,183,608
FULTON12F,139,1,27,0,0,4,0,3,0,0,0,1,0,0,0,0,1,437,9,10,167,456
FULTON12G,188,0,15,1,1,0,0,8,1,0,0,1,0,0,1,0,6,424,9,27,204,460
FULTON12H,559,0,87,1,0,5,0,1,0,0,1,1,0,0,6,0,11,1664,22,45,647,1731
FULTON12I,143,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,425,4,7,157,436
FULTON12J,415,0,74,1,0,0,0,1,0,0,0,2,0,0,3,0,5,1201,19,26,490,1246
FULTON12K,372,3,151,1,0,4,0,7,0,0,2,1,0,0,10,0,10,1299,36,65,527,1400
FULTON12L,93,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,252,0,5,106,257
FULTON12M,459,2,64,2,0,2,0,2,0,0,0,0,0,0,0,0,2,1243,12,30,527,1285
FULTON12N,114,1,17,0,1,0,0,1,0,0,0,0,0,0,0,1,1,359,6,8,132,373
FULTON12S,303,0,101,1,0,5,0,3,0,0,0,0,1,0,5,0,2,908,12,19,405,939
FULTONAP01A,90,1,56,0,2,14,0,70,0,0,0,53,1,1,192,0,136,587,44,732,147,1363
FULTONAP01B,49,0,34,0,0,4,0,13,0,0,0,6,0,0,36,0,30,247,30,203,83,480
FULTONAP01C,127,0,78,0,4,8,1,92,2,0,0,56,0,1,257,1,140,655,84,831,205,1570
FULTONAP01D,53,0,43,1,0,6,0,25,0,0,1,7,0,0,42,0,39,293,29,222,97,544
FULTONAP021,156,4,112,1,8,24,0,124,1,0,0,75,1,2,273,0,184,879,118,1010,273,2007
FULTONAP022,146,0,86,0,3,19,1,96,1,0,1,30,0,3,147,0,123,706,77,677,232,1460
FULTONAP02B,26,1,6,0,2,1,0,12,0,0,0,10,0,0,28,0,12,109,7,122,33,238
FULTONAP03,45,0,33,0,0,2,0,12,0,0,0,2,0,1,21,0,19,298,12,96,78,406
FULTONAP04A,108,1,51,0,3,25,0,100,0,0,0,58,0,3,200,1,150,439,59,731,160,1229
FULTONAP04B,19,0,5,0,0,1,0,9,0,0,0,12,0,1,60,0,34,137,16,165,24,318
FULTONAP05,230,0,118,0,3,39,0,211,0,0,0,118,0,1,452,0,383,1275,111,1793,348,3179
FULTONAP06,76,0,68,0,5,17,2,103,0,0,0,62,0,0,232,0,148,485,82,735,144,1302
FULTONAP07A,206,1,151,1,4,36,0,142,1,0,1,68,0,1,225,1,258,962,116,1091,359,2169
FULTONAP07B,76,1,55,0,2,17,1,65,2,0,0,45,0,3,162,1,111,463,46,604,132,1113
FULTONAP09A,228,0,139,0,4,28,1,171,1,1,0,116,0,1,363,2,267,1324,135,1366,367,2825
FULTONAP09B,43,0,30,0,0,5,0,9,0,0,0,10,0,1,39,0,38,300,20,224,73,544
FULTONAP10,47,0,47,0,2,6,0,74,0,0,0,27,0,2,117,0,72,249,38,421,94,708
FULTONAP12A,51,0,38,0,0,5,0,21,0,0,1,8,0,1,33,0,29,257,15,141,89,413
FULTONAP12B,37,0,24,0,0,3,0,10,0,0,0,4,0,0,16,0,18,255,14,118,61,387
FULTONAP12C,80,0,37,0,1,6,0,36,0,0,0,28,0,1,92,0,101,353,33,472,117,858
FULTONAP13,123,0,86,0,0,11,0,98,1,0,2,36,0,1,221,0,144,838,55,915,209,1808
FULTONAP14,195,0,111,0,2,17,0,121,3,1,0,71,0,1,358,0,187,942,128,1078,306,2148
FULTONCH01,20,0,8,0,0,0,0,7,0,0,0,0,0,0,3,0,6,107,6,44,28,157
FULTONCH02,55,0,13,0,1,5,0,26,0,0,1,3,0,0,17,0,40,135,3,182,68,320
FULTONCH03,21,2,20,0,0,1,0,28,1,0,0,0,0,2,26,0,51,75,10,160,43,245
FULTONCH04A,54,0,21,0,0,9,0,28,0,0,0,13,0,0,38,0,55,185,14,204,75,403
FULTONCH05,14,0,11,0,2,8,0,31,0,0,0,4,0,0,30,0,68,49,13,211,25,273
FULTONCP011,162,1,68,0,1,7,0,16,0,0,0,8,0,0,38,1,28,529,23,126,231,678
FULTONCP012,205,0,58,0,2,7,0,24,0,0,0,13,0,0,41,0,33,590,29,163,263,782
FULTONCP01B,34,1,14,0,1,2,0,7,0,0,0,5,0,0,18,1,11,157,9,73,49,239
FULTONCP02,150,0,35,0,0,2,0,4,0,0,0,5,0,0,24,0,17,445,26,73,185,544
FULTONCP04,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,17,25
FULTONCP051,416,1,74,0,0,4,0,7,0,0,0,2,0,0,3,0,3,877,10,39,491,926
FULTONCP05B,16,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,1,1,18,59
FULTONCP06A,39,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,2,213,2,12,46,227
FULTONCP07A,87,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,441,10,10,112,461
FULTONCP081,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,2,4,28,139
FULTONCP083,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1,1,16,85
FULTONCP08A,37,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,209,3,4,41,216
FULTONEP01,855,4,330,1,0,8,0,40,0,0,1,14,0,0,56,0,67,2572,70,266,1190,2908
FULTONEP02,815,3,332,1,0,19,0,53,0,1,0,9,0,0,56,0,61,2634,75,275,1151,2984
FULTONEP03,1420,1,292,2,1,21,0,25,0,0,0,6,0,0,24,0,45,3314,63,173,1715,3550
FULTONEP04-05,795,2,188,2,1,8,0,8,0,0,0,3,0,0,10,0,9,2549,25,84,987,2658
FULTONEP04-13,263,0,84,0,0,0,0,3,0,0,0,0,0,0,3,0,3,1021,11,17,347,1049
FULTONFA01A,1299,3,333,1,6,35,1,89,1,0,2,12,1,0,79,0,143,4191,86,598,1636,4875
FULTONFA01B,98,1,28,0,1,5,0,3,0,0,0,0,0,0,3,0,0,358,6,20,127,384
FULTONHP01,292,2,188,1,1,23,0,82,1,0,0,16,0,6,90,0,136,1205,70,495,483,1770
FULTONJC01,248,3,186,0,1,29,2,173,1,1,3,80,0,4,331,0,212,1870,120,1322,437,3312
FULTONJC02,116,0,67,0,1,20,0,79,0,0,0,19,0,0,139,0,104,722,35,697,183,1454
FULTONJC03A,24,0,25,0,0,2,0,20,0,0,0,9,0,0,61,0,41,196,17,199,49,412
FULTONJC03B,91,2,48,0,0,15,0,49,0,0,2,32,0,1,110,0,66,549,38,373,141,960
FULTONJC04A,253,2,131,0,4,32,0,148,0,0,2,100,0,2,352,0,206,1410,151,1381,386,2942
FULTONJC04B,8,0,15,0,1,0,0,7,0,0,0,4,0,2,19,0,9,91,9,74,23,174
FULTONJC05,131,1,95,1,6,17,0,64,0,0,0,35,0,2,152,1,143,736,81,651,228,1468
FULTONJC06,119,0,60,0,2,10,0,95,0,0,0,57,0,0,250,0,200,713,55,1025,179,1793
FULTONJC07,233,0,146,1,5,14,2,149,1,0,0,75,0,2,318,0,230,1390,107,1207,380,2704
FULTONJC08,175,1,114,1,2,23,2,133,3,0,1,54,0,0,265,0,175,872,110,964,291,1946
FULTONJC09,217,0,110,1,8,27,1,86,0,0,0,49,0,4,214,2,156,1059,89,806,328,1954
FULTONJC10,173,0,92,0,2,18,0,91,0,1,1,29,0,1,149,0,141,800,69,619,265,1488
FULTONJC11,164,0,104,0,5,32,0,134,2,0,0,102,0,2,334,0,215,897,77,1224,268,2198
FULTONJC12,140,0,58,1,3,29,0,140,1,0,1,69,1,0,355,0,276,579,41,1177,199,1797
FULTONJC13A,77,0,49,0,2,18,2,89,0,0,0,76,0,0,324,0,221,487,70,1164,126,1721
FULTONJC14,107,0,53,0,5,11,1,71,0,0,1,68,0,0,297,1,185,708,60,1000,160,1768
FULTONJC16,152,2,134,1,0,20,0,137,1,0,1,65,0,0,243,0,182,802,102,907,289,1811
FULTONJC18A,163,0,92,1,2,26,1,146,2,0,0,102,0,3,363,0,218,791,100,1100,256,1991
FULTONJC19,254,0,179,0,2,30,1,143,0,0,2,90,0,1,328,0,266,1251,143,1239,433,2633
FULTONML011,80,0,59,0,1,19,0,96,0,0,0,56,0,1,273,0,189,627,87,985,139,1699
FULTONML012,17,0,13,0,0,7,0,19,0,0,0,10,0,2,63,0,62,103,12,232,30,347
FULTONML01B,4,0,0,0,0,1,0,5,0,0,0,0,0,0,5,0,10,19,3,37,4,59
FULTONML021,52,0,21,0,1,14,0,86,1,0,2,47,0,0,188,0,196,300,65,938,73,1303
FULTONML022,9,0,6,0,0,4,0,10,0,0,0,7,0,0,34,0,11,35,17,104,15,156
FULTONML023,43,0,23,0,3,12,1,74,0,0,1,39,0,0,167,0,120,266,49,716,66,1031
FULTONML024,2,0,1,0,0,2,0,7,0,0,0,2,0,0,11,0,11,16,3,57,3,76
FULTONML03,139,0,89,0,6,38,5,189,2,0,1,97,0,1,411,1,286,755,131,1799,228,2685
FULTONML04A,83,0,52,1,5,12,0,75,1,0,0,43,0,1,169,0,124,433,61,738,136,1232
FULTONML04B,42,0,35,0,2,10,1,80,0,0,0,37,0,1,130,0,123,250,36,571,77,857
FULTONML04C,5,0,3,0,0,0,1,8,0,0,0,5,0,0,4,0,12,18,1,52,8,71
FULTONML05A,0,0,2,0,0,0,0,4,0,0,0,1,0,0,1,0,2,18,0,14,2,32
FULTONML05B,7,0,8,0,0,3,0,20,0,0,0,8,0,0,31,0,45,84,4,185,15,273
FULTONML05C,219,1,117,2,3,22,0,120,1,0,1,71,0,3,361,0,253,1243,116,1414,339,2773
FULTONML06A,112,0,73,0,0,6,0,33,1,0,0,15,0,0,70,0,70,687,46,367,185,1100
FULTONML06B,206,0,124,0,2,27,1,65,1,0,0,34,0,3,146,1,131,1032,92,710,330,1834
FULTONML071,3,0,2,0,0,0,0,2,0,0,0,8,0,0,11,0,14,32,3,45,5,80
FULTONML072,44,0,23,1,0,12,1,73,0,0,0,17,0,0,91,0,113,220,30,546,68,796
FULTONML07A,27,0,18,0,3,7,0,45,0,0,0,27,0,0,65,0,67,139,21,330,45,490
FULTONMP01,47,0,40,0,0,6,0,7,0,0,0,22,0,0,36,0,36,161,20,151,87,332
FULTONNAN,83457,200,33800,94,553,2772,112,12337,127,39,91,10628,30,229,35325,30,22521,297051,15765,117783,117551,430599
FULTONPA01,357,2,109,0,1,14,1,51,1,1,3,7,0,0,55,0,90,1077,33,390,468,1500
FULTONRW01,287,3,180,1,6,36,2,267,1,0,1,141,0,1,564,0,401,1253,145,2034,471,3432
FULTONRW02,244,0,177,0,5,25,2,164,1,0,1,129,1,2,405,0,308,1232,173,1450,421,2855
FULTONRW03,295,3,245,0,8,38,1,138,0,0,0,82,0,5,293,0,240,1445,150,1189,543,2784
FULTONRW04,155,1,116,0,6,10,2,94,2,0,0,58,0,2,235,0,174,599,86,674,272,1359
FULTONRW05,140,2,114,1,1,11,1,59,0,0,1,21,0,1,83,0,78,710,72,424,257,1206
FULTONRW06,201,1,185,1,4,16,1,140,2,0,2,83,1,4,289,0,171,936,104,921,388,1961
FULTONRW07A,105,0,54,0,0,3,0,15,0,0,0,3,0,0,15,0,18,532,40,111,159,683
FULTONRW07B,17,1,33,0,0,3,0,20,0,0,0,3,0,0,8,0,16,170,11,63,51,244
FULTONRW08,122,0,67,0,8,36,2,120,1,0,0,67,0,2,261,0,188,527,78,960,189,1565
FULTONRW09,299,1,182,0,9,65,4,318,1,1,1,207,1,1,734,0,544,1404,190,2761,482,4355
FULTONRW10,175,2,142,0,6,44,0,187,1,1,0,128,0,2,387,0,294,935,123,1361,319,2419
FULTONRW11A,168,0,124,0,5,17,0,88,1,0,0,56,0,1,239,0,186,830,105,819,292,1754
FULTONRW12,322,3,222,1,7,60,3,299,3,0,4,200,0,6,677,1,603,1627,192,2555,548,4374
FULTONRW13,219,2,179,0,3,48,2,189,1,1,1,122,0,1,361,0,272,1061,158,1286,400,2505
FULTONRW16,117,1,92,0,1,23,0,91,1,0,0,51,0,2,206,0,153,560,54,747,210,1361
FULTONRW17,182,0,203,0,1,21,1,108,2,0,1,61,0,2,176,0,144,972,110,660,385,1742
FULTONRW19,117,0,61,1,2,23,0,114,0,0,0,67,0,1,311,2,173,569,76,858,179,1503
FULTONRW20,195,2,104,1,1,21,0,106,0,0,0,67,0,1,303,0,239,869,92,1039,302,2000
FULTONRW21,171,1,119,0,7,18,1,121,3,0,0,137,0,1,389,0,279,819,112,1327,291,2258
FULTONRW22A,261,2,197,0,2,30,1,86,1,0,2,60,0,1,217,0,157,1401,143,940,460,2484
FULTONSC01B,1178,0,230,0,0,12,0,15,0,0,0,10,0,0,15,0,21,2710,27,86,1408,2823
FULTONSC02,488,2,98,0,0,3,0,2,0,0,0,5,0,0,8,0,9,625,9,20,588,654
FULTONSC04,134,0,32,0,0,5,2,56,0,0,1,3,0,1,33,0,57,395,11,222,166,628
FULTONSC05A,122,0,30,0,1,1,0,1,0,0,0,2,0,0,0,0,3,424,13,9,152,446
FULTONSC05B,667,3,197,0,1,2,1,6,0,0,0,5,0,0,11,0,14,2018,32,67,867,2117
FULTONSC05D,492,2,109,2,3,14,0,13,0,0,1,2,0,0,23,0,22,1500,25,135,605,1660
FULTONSC07A,992,1,247,1,2,19,1,52,1,0,1,9,0,0,41,0,67,3071,43,350,1241,3464
FULTONSC08B,674,1,147,3,1,6,0,8,0,0,0,3,0,0,7,0,10,1915,38,63,825,2016
FULTONSC08C,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0,27,57
FULTONSC08D,105,0,28,0,0,0,0,3,0,0,0,0,0,0,1,0,0,316,6,7,133,329
FULTONSC08E,67,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,274,6,1,94,281
FULTONSC08F,115,0,27,0,1,4,0,5,0,0,0,0,0,0,1,0,3,361,6,19,142,386
FULTONSC08G,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2
FULTONSC09A,604,1,95,0,0,6,0,12,1,0,0,3,0,0,11,0,11,1752,25,81,700,1858
FULTONSC09B,390,0,62,0,0,6,0,5,0,0,0,0,0,0,6,0,3,1038,19,33,452,1090
FULTONSC10,215,1,53,0,1,0,0,1,0,0,0,1,1,0,1,0,7,784,14,27,269,825
FULTONSC11A,316,1,71,1,0,3,0,4,0,0,0,1,1,0,3,0,6,828,8,23,389,859
FULTONSC11B,402,0,50,0,1,4,0,2,0,1,0,0,0,0,2,0,3,930,12,24,452,966
FULTONSC14,152,0,39,0,0,3,0,1,0,0,0,0,0,0,1,0,7,528,7,18,191,553
FULTONSC16,1157,2,267,0,0,6,0,6,0,0,0,9,0,1,12,0,19,2873,24,63,1426,2960
FULTONSC17A,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,12,35
FULTONSC17C,263,0,55,0,0,0,0,2,0,0,0,2,0,0,3,0,7,647,9,28,318,684
FULTONSC18A,114,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,2,305,5,11,125,321
FULTONSC18B,1290,2,257,1,2,6,0,12,0,0,0,12,0,0,18,0,28,3184,39,101,1550,3324
FULTONSC19A,52,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,113,1,3,66,117
FULTONSC19B,284,0,51,2,0,1,0,4,0,0,1,0,0,0,4,0,2,696,1,23,337,720
FULTONSC211,224,0,63,0,0,2,0,5,0,0,0,0,0,0,5,0,5,744,8,30,287,782
FULTONSC212,467,0,124,0,0,4,0,6,0,0,0,5,0,0,11,0,22,1744,31,112,591,1887
FULTONSC23A,970,1,224,1,1,9,0,11,0,0,0,0,0,0,11,0,20,2951,34,92,1196,3077
FULTONSC23B,99,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,5,294,1,8,121,303
FULTONSC27,569,1,74,0,1,4,0,5,0,0,0,0,1,1,3,0,7,1276,11,40,644,1327
FULTONSC29A,676,0,115,2,0,3,0,5,0,0,0,0,0,1,5,0,9,1635,21,51,793,1707
FULTONSC30A,42,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,2,2,49,95
FULTONSC30B,275,0,78,0,0,1,0,1,0,0,0,0,0,0,5,0,1,570,11,10,353,591
FULTONSS01,212,0,88,0,5,26,0,137,1,0,0,180,0,4,481,1,252,852,90,1278,300,2220
FULTONSS02A,64,0,81,0,5,6,0,34,1,0,0,35,0,1,101,1,63,414,43,316,145,773
FULTONSS02B,93,1,90,0,0,4,0,20,0,0,0,28,0,0,65,2,37,539,43,197,184,779
FULTONSS03,114,0,75,0,2,9,0,42,0,0,0,50,0,2,137,0,103,492,61,430,189,983
FULTONSS04,264,1,155,0,2,18,0,65,1,0,0,58,0,3,174,0,131,1225,113,675,420,2013
FULTONSS05,174,0,90,0,3,12,0,91,1,0,0,82,0,1,272,0,144,652,66,657,264,1375
FULTONSS06,107,0,40,0,2,9,2,60,2,0,0,69,0,1,204,1,102,465,44,523,147,1032
FULTONSS07A,62,0,26,1,4,6,2,35,0,0,1,58,0,0,119,0,61,265,29,361,89,655
FULTONSS07B,41,0,22,0,1,7,1,16,1,1,1,13,0,0,33,0,23,180,28,152,63,360
FULTONSS07C,43,0,26,0,1,9,0,19,0,0,0,24,0,0,54,0,40,246,18,234,69,498
FULTONSS08A,97,0,59,0,1,7,0,26,0,0,0,15,0,0,62,0,67,502,39,266,156,807
FULTONSS08B,39,0,14,0,1,4,0,31,1,0,0,31,0,1,74,0,37,210,18,210,53,438
FULTONSS08C,48,0,30,0,1,2,0,10,1,0,0,8,0,0,34,0,27,230,21,133,78,384
FULTONSS08D,111,0,52,0,0,7,0,18,0,0,0,22,0,0,63,0,50,431,36,280,163,747
FULTONSS09A,244,0,66,0,10,21,0,81,0,1,0,154,0,1,434,0,251,969,92,1122,310,2183
FULTONSS09B,260,1,106,0,7,21,1,91,1,0,1,187,0,1,495,1,219,1122,97,1266,367,2485
FULTONSS11A,249,0,194,1,6,14,1,73,1,0,0,76,0,1,326,0,146,1383,124,914,444,2421
FULTONSS11B,87,0,69,1,1,4,0,25,0,0,0,22,0,0,54,0,35,489,42,224,157,755
FULTONSS11C,24,0,12,0,0,0,0,3,0,0,0,1,0,0,4,0,5,117,6,33,36,156
FULTONSS11D,27,0,13,0,1,2,0,10,0,0,0,11,0,0,35,0,21,103,15,130,40,248
FULTONSS12,195,1,74,0,3,9,0,74,1,0,0,99,0,4,346,0,123,896,110,837,270,1843
FULTONSS13A,103,0,90,0,4,12,2,51,1,0,0,59,0,0,189,0,62,487,49,462,193,998
FULTONSS13B,45,0,20,0,1,3,0,22,0,0,0,23,0,0,67,0,35,303,24,237,65,564
FULTONSS14,98,1,41,0,2,14,0,61,1,0,2,82,0,0,196,0,86,390,54,578,140,1022
FULTONSS15A,168,0,133,1,1,6,0,19,0,0,1,7,0,1,48,0,32,974,71,198,302,1243
FULTONSS15B,102,1,108,0,0,8,0,35,0,0,0,19,0,0,65,0,63,608,38,308,211,954
FULTONSS16,148,0,63,0,6,19,1,79,0,0,0,156,0,0,382,0,152,655,75,834,211,1564
FULTONSS17,219,0,142,0,1,22,0,114,1,0,1,128,0,1,340,0,215,1089,84,1169,361,2342
FULTONSS18A,45,0,20,0,2,5,0,38,0,0,0,30,0,0,100,1,48,226,15,247,65,488
FULTONSS18B,23,0,7,0,1,0,0,9,0,0,0,6,0,0,20,0,29,78,7,98,30,183
FULTONSS19A,218,1,170,1,0,4,0,38,1,0,1,40,0,1,122,0,79,1251,77,447,390,1775
FULTONSS19B,168,0,108,0,2,5,0,35,2,0,1,54,0,0,128,0,61,909,68,334,276,1311
FULTONSS20,146,1,83,0,2,5,0,37,1,0,0,36,0,1,119,0,53,742,45,393,230,1180
FULTONSS22,190,0,125,0,6,16,2,63,1,0,0,73,0,0,220,0,133,983,55,655,315,1693
FULTONSS25,94,0,55,0,2,10,0,69,0,0,0,76,0,2,215,0,137,453,47,622,149,1122
FULTONSS26,259,0,210,1,2,4,0,42,0,0,0,19,1,3,74,0,46,1478,92,332,470,1902
FULTONSS29A,206,4,132,0,4,4,0,91,0,0,1,82,0,1,217,0,124,966,86,681,342,1733
FULTONSS31,105,0,38,0,3,4,0,21,0,0,0,41,0,0,110,0,86,382,22,333,143,737
FULTONUC01A,483,0,125,0,0,7,0,13,0,0,0,5,0,0,6,0,9,1698,40,81,608,1819
FULTONUC01B,42,0,13,0,0,2,0,0,0,0,0,0,0,0,1,0,0,204,5,3,55,212
FULTONUC01E,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2,2,23,73
FULTONUC02A,1222,3,293,2,4,22,0,22,0,0,1,5,0,0,11,0,41,3879,53,167,1520,4099
FULTONUC02B,3,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,6,4,16
FULTONUC031,323,2,66,0,1,16,1,50,1,0,1,9,0,0,41,0,60,1019,25,281,391,1325
FULTONUC032,13,0,4,0,0,0,0,1,0,0,0,0,0,0,5,0,4,77,1,13,17,91
GILMERBIG CREEK,34,0,29,0,3,28,0,105,1,0,4,19,0,1,75,0,223,152,22,728,63,902
GILMERBOARDTOWN,28,0,31,0,1,31,2,115,1,0,2,10,0,1,100,0,237,136,26,738,59,900
GILMERCARTECAY,40,1,33,0,3,20,0,120,1,0,1,14,0,0,109,0,281,124,16,864,74,1004
GILMERCHERRY LOG,56,1,14,1,1,17,0,58,0,0,0,17,0,0,67,0,146,129,11,458,72,598
GILMEREAST ELLIJAY,28,0,35,1,2,27,0,98,0,0,3,22,0,0,100,1,244,151,23,803,64,977
