precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP
46NARBERTH3,1,469,2,15,65
46NEWHANOVERDISTRICT1,4,360,14,25,724
46NEWHANOVERDISTRICT2,14,1114,18,77,1526
46NEWHANOVERDISTRICT3,8,858,20,58,1123
46NORRISTOWN11,3,588,7,10,136
46NORRISTOWN12,1,628,15,18,187
46NORRISTOWN13,0,599,10,17,222
46NORRISTOWN21,0,693,14,12,109
46NORRISTOWN22,0,484,6,5,55
46NORRISTOWN23,0,671,2,3,55
46NORRISTOWN31,5,983,11,33,260
46NORRISTOWN32,1,767,2,4,37
46NORRISTOWN33,3,858,7,10,206
46NORRISTOWN41,2,797,13,19,184
46NORRISTOWN42,2,931,6,18,163
46NORRISTOWN43,4,827,15,21,277
46NORTHWALES1,2,323,8,18,192
46NORTHWALES2,1,336,9,18,190
46NORTHWALES3,4,387,12,16,256
46PERKIOMENDISTRICT1A(CONG6),6,1119,11,72,929
46PERKIOMENDISTRICT1B(CONG7),0,4,4,2,12
46PERKIOMENDISTRICT2,3,1036,18,67,994
46PLYMOUTH11,2,576,6,24,443
46PLYMOUTH12,1,753,8,30,418
46PLYMOUTH21,1,309,5,14,263
46PLYMOUTH22,1,438,4,23,370
46PLYMOUTH23A(CONG7),3,350,6,12,333
46PLYMOUTH23B(CONG13),0,156,1,1,84
46PLYMOUTH31,3,634,8,16,466
46PLYMOUTH32,0,623,8,17,247
46PLYMOUTH33,1,548,2,7,210
46PLYMOUTH41,4,408,5,15,295
46PLYMOUTH42,2,803,12,39,504
46POTTSTOWN11,3,412,14,15,108
46POTTSTOWN12,2,349,7,8,83
46POTTSTOWN21,0,359,12,20,163
46POTTSTOWN22,3,403,9,15,200
46POTTSTOWN3,3,719,18,37,573
46POTTSTOWN4,1,628,5,39,573
46POTTSTOWN5,8,625,12,35,492
46POTTSTOWN6,4,724,17,54,526
46POTTSTOWN71,4,637,5,14,168
46POTTSTOWN72,1,304,7,24,359
46ROYERSFORD1,1,467,12,33,463
46ROYERSFORD2,4,666,11,57,490
46SKIPPACK1,5,1077,22,46,961
46SKIPPACK2,9,941,19,71,1002
46SKIPPACK3,2,898,17,67,1085
46SOUDERTON1,6,527,18,59,589
46SOUDERTON2,8,429,22,36,515
46SOUDERTON3,2,398,9,54,425
46SPRINGFIELD11,6,600,7,18,220
46SPRINGFIELD12,4,751,10,40,435
46SPRINGFIELD21,2,631,1,15,130
46SPRINGFIELD22,2,601,9,14,105
46SPRINGFIELD23,0,326,3,16,76
46SPRINGFIELD31,2,587,11,31,329
46SPRINGFIELD32,4,661,4,29,336
46SPRINGFIELD41,2,456,4,6,181
46SPRINGFIELD42,0,704,8,23,259
46SPRINGFIELD51,4,857,13,28,223
46SPRINGFIELD52,0,372,6,16,113
46SPRINGFIELD61,2,383,3,21,275
46SPRINGFIELD62,2,463,4,24,301
46SPRINGFIELD71,1,538,1,2,85
46SPRINGFIELD72,1,500,7,26,318
46TOWAMENCIN11,4,684,14,33,491
46TOWAMENCIN12,3,445,10,25,357
46TOWAMENCIN13,4,620,8,43,556
46TOWAMENCIN21,7,568,11,24,536
46TOWAMENCIN22,4,581,8,31,487
46TOWAMENCIN23,5,512,3,35,581
46TOWAMENCIN31,3,772,7,29,679
46TOWAMENCIN32,3,508,7,18,365
46TOWAMENCIN33,0,663,2,47,448
46UPPERDUBLIN11,0,457,3,12,215
46UPPERDUBLIN12,3,499,3,16,234
46UPPERDUBLIN13,1,495,12,31,259
46UPPERDUBLIN21,4,463,3,26,291
46UPPERDUBLIN22,0,378,6,14,215
46UPPERDUBLIN23,0,702,6,14,271
46UPPERDUBLIN31,2,867,7,19,335
46UPPERDUBLIN32,4,507,4,24,344
46UPPERDUBLIN41,1,346,2,15,242
46UPPERDUBLIN42,1,698,8,16,192
46UPPERDUBLIN43,1,512,6,10,250
46UPPERDUBLIN51,2,496,5,12,182
46UPPERDUBLIN52,4,616,14,16,268
46UPPERDUBLIN53,2,660,3,23,220
46UPPERDUBLIN61,3,989,9,20,401
46UPPERDUBLIN62,4,519,7,21,334
46UPPERDUBLIN71,1,484,6,14,313
46UPPERDUBLIN72,1,483,4,15,311
46UPPERDUBLIN73,1,482,1,13,168
46UPPERGWYNEDD1,0,457,2,27,430
46UPPERGWYNEDD2,2,503,8,30,432
46UPPERGWYNEDD3,3,718,16,34,424
46UPPERGWYNEDD4,8,1041,17,49,704
46UPPERGWYNEDD5,1,480,4,28,446
46UPPERGWYNEDD6,5,836,4,51,464
46UPPERGWYNEDD7,5,1009,16,48,749
46UPPERHANOVER1,5,810,18,66,1199
46UPPERHANOVER2,3,290,3,22,468
46UPPERHANOVER3,0,308,9,14,590
46UPPERMERIONBELMONT1,2,377,8,6,259
46UPPERMERIONBELMONT2,4,827,14,44,541
46UPPERMERIONBELMONT3,3,494,13,15,305
46UPPERMERIONBELMONT4,4,901,9,22,526
46UPPERMERIONBELMONT5,1,617,6,15,273
46UPPERMERIONCANDLEBROOK1,0,498,8,12,257
46UPPERMERIONCANDLEBROOK2,4,804,13,28,503
46UPPERMERIONGULPH027THCONGRESSIONAL,1,962,11,25,526
46UPPERMERIONGULPH1,3,959,12,51,525
46UPPERMERIONKING1,2,311,6,12,180
46UPPERMERIONKING2,2,575,12,16,248
46UPPERMERIONROBERTS,1,996,13,37,634
46UPPERMERIONSWEDELAND,1,236,2,15,137
46UPPERMERIONSWEDESBURG,2,208,5,7,184
46UPPERMORELAND11,5,591,22,30,387
46UPPERMORELAND12,6,499,7,23,349
46UPPERMORELAND21,4,501,11,31,322
46UPPERMORELAND22,8,415,7,19,307
46UPPERMORELAND31,3,617,8,43,357
46UPPERMORELAND32,0,391,3,11,172
46UPPERMORELAND41,4,503,10,32,324
46UPPERMORELAND42,6,575,14,30,301
46UPPERMORELAND51,1,352,6,24,329
46UPPERMORELAND52,2,581,10,25,591
46UPPERMORELAND61,2,499,10,38,382
46UPPERMORELAND62,1,509,7,26,477
46UPPERMORELAND71,3,464,8,29,456
46UPPERMORELAND72,2,476,11,24,521
46UPPERPROVIDENCEMINGO1,14,829,8,46,701
46UPPERPROVIDENCEMINGO2,7,1125,16,65,1044
46UPPERPROVIDENCEMONTCLARE,4,1092,26,59,849
46UPPERPROVIDENCEOAKS,8,1549,15,80,1208
46UPPERPROVIDENCETRAPPE,3,1338,22,77,1332
46WESTNORRITON11,5,747,21,39,692
46WESTNORRITON12,4,406,8,21,320
46WESTNORRITON21,3,562,13,26,408
46WESTNORRITON22,1,414,6,19,286
46WESTNORRITON31,4,933,11,36,569
46WESTNORRITON32,3,518,4,18,367
46WESTNORRITON41,3,582,13,13,463
46WESTNORRITON42,5,699,20,33,287
46WHITEMARSHEAST1,1,516,9,19,347
46WHITEMARSHEAST2,4,566,7,29,498
46WHITEMARSHMIDDLE1,2,745,4,23,407
46WHITEMARSHMIDDLE2,0,324,7,15,246
46WHITEMARSHMIDDLE3,4,855,13,39,477
46WHITEMARSHMIDDLE4,6,826,7,26,419
46WHITEMARSHMIDDLE5,3,423,2,15,312
46WHITEMARSHWEST1,2,702,8,37,380
46WHITEMARSHWEST2,3,1098,9,31,393
46WHITEMARSHWEST3,0,905,8,24,368
46WHITPAIN0192,3,1158,8,26,684
46WHITPAIN0292,2,562,8,24,403
46WHITPAIN0392,2,479,1,31,275
46WHITPAIN0492,1,528,9,19,277
46WHITPAIN0592,3,531,2,13,329
46WHITPAIN0692,0,537,6,31,356
46WHITPAIN10,6,633,8,16,329
46WHITPAIN11,4,620,9,31,392
46WHITPAIN12,2,415,1,11,340
46WHITPAIN7,0,472,8,18,335
46WHITPAIN8,4,385,3,20,278
46WHITPAIN9,2,633,16,20,308
46WORCESTERDISTRICTEAST-1,5,725,16,43,610
46WORCESTERDISTRICTEAST-2,3,832,11,36,866
46WORCESTERDISTRICTEAST-3,2,434,7,23,626
46WORCESTERDISTRICTWEST,7,807,17,51,826
47DANVILLE1,2,232,11,21,236
47DANVILLE2,0,182,6,40,301
47DANVILLE3,3,179,4,6,179
47DANVILLE4,8,201,3,20,253
47MAHONINGDISTRICT1,7,654,6,42,734
47MAHONINGDISTRICT2,4,321,6,19,393
48BANGORWARD1,1,193,3,12,275
48BANGORWARD2,6,165,11,17,279
48BANGORWARD3,0,176,12,25,323
48BANGORWARD4,2,285,10,7,321
48BETHLEHEMTWPWARD4-2,5,528,8,24,704
48BETHLEHEMTWPWARD4-3,1,424,7,35,416
48BETHLEHEMWARD1-1,6,934,15,38,705
48BETHLEHEMWARD1-2,10,1311,30,45,847
48BETHLEHEMWARD1-3,1,179,6,13,283
48BETHLEHEMWARD14-1,2,555,12,36,504
48BETHLEHEMWARD14-2,4,755,13,39,634
48BETHLEHEMWARD14-3,4,587,11,32,423
48BETHLEHEMWARD14-4,1,518,4,5,412
48BETHLEHEMWARD14-5,0,734,17,47,477
48BETHLEHEMWARD14-6,4,830,14,45,562
48BETHLEHEMWARD14-7,1,571,13,35,453
48BETHLEHEMWARD14-8,2,532,11,20,398
48BETHLEHEMWARD15-1,2,421,16,16,359
48BETHLEHEMWARD15-2,2,781,13,18,485
48BETHLEHEMWARD15-3,4,1160,5,21,360
48BETHLEHEMWARD16,0,695,11,28,329
48BETHLEHEMWARD17A(CONG15),0,35,1,1,10
48BETHLEHEMWARD17B(CONG17),0,331,4,5,48
48BETHLEHEMWARD2,6,527,13,22,158
48BETHLEHEMWARD2-1,8,547,15,36,481
48BETHLEHEMWARD2-2,5,419,10,26,488
48BETHLEHEMWARD2-3,2,281,6,9,6
48BETHLEHEMWARD3,1,1108,10,41,217
48BETHLEHEMWARD3-1,3,514,6,20,462
48BETHLEHEMWARD3-2,1,420,7,18,417
48BETHLEHEMWARD3-3,3,165,6,8,222
48BETHLEHEMWARD3-4,4,459,11,13,498
48BETHLEHEMWARD4,4,514,11,9,109
48BETHLEHEMWARD4-1,3,774,11,37,908
48BETHLEHEMWARD5,1,767,7,7,124
48BETHLEHEMWARD6,0,395,6,13,171
48BETHLEHEMWARD7,1,634,18,32,258
48BETHLEHEMWARD8,3,538,19,30,280
48BETHLEHEMWARD9-1,1,427,4,8,128
48BETHLEHEMWARD9-2,7,337,4,28,135
48BETHLEHEMWARD9-3,5,600,16,27,327
48BUSHKILLCENTRE,6,645,10,49,1249
48BUSHKILLCHERRYHILL,2,511,10,43,917
48BUSHKILLCLEARFIELD,4,286,6,25,613
48EASTALLENEAST,5,385,10,36,779
48EASTALLENWEST,4,491,1,50,821
48EASTONWARD10-EAST,4,229,2,4,97
48EASTONWARD10-WEST,0,377,7,20,191
48EASTONWARD11,3,422,8,17,191
48EASTONWARD12,4,251,4,12,128
48EASTONWARD2,3,368,6,20,127
48EASTONWARD3-2,1,628,11,29,274
48EASTONWARD3-3,1,732,5,34,185
48EASTONWARD3-4,2,421,14,17,171
48EASTONWARD4,4,431,14,18,235
48EASTONWARD5,2,219,1,4,58
48EASTONWARD6,0,349,11,7,116
48EASTONWARD7,1,405,3,16,125
48EASTONWARD8-EAST,1,332,9,12,148
48EASTONWARD8-WEST,0,393,9,11,238
48EASTONWARD9,6,869,13,22,340
48FORKSEASTERN1,3,871,12,55,1218
48FORKSEASTERN2,8,1099,18,71,1189
48FORKSWESTERN1,4,795,15,38,730
48FORKSWESTERN2,3,1002,16,55,1016
48HANOVER1,7,728,8,27,660
48HANOVER2,7,700,8,29,696
48HANOVER3,1,332,5,19,399
48HANOVER4,3,610,3,21,624
48HANOVER5,2,563,7,31,556
48HANOVER6,0,408,8,20,440
48HELLERTOWNWARD1,4,440,12,24,458
48HELLERTOWNWARD2,3,321,13,21,370
48HELLERTOWNWARD3,2,523,12,36,527
48LEHIGHDISTRICTCENTRAL,6,400,6,29,838
48LEHIGHDISTRICTDANIELSVILLE,9,476,17,45,997
48LEHIGHDISTRICTNORTHWEST,2,162,3,15,412
48LEHIGHDISTRICTPENN,7,353,9,29,792
48LEHIGHDISTRICTTREICHLERS,4,239,9,14,598
48LOWERMT.BETHELDISTRICTINDEPENDENT,3,76,1,5,132
48LOWERMT.BETHELDISTRICTLOWER,0,122,1,9,220
48LOWERMT.BETHELDISTRICTUPPER,4,291,11,21,661
48LOWERNAZARETH1,6,900,21,62,1353
48LOWERNAZARETH2,4,391,13,29,731
48LOWERSAUCON1,2,446,7,21,512
48LOWERSAUCON2,5,503,3,22,729
48LOWERSAUCON3,1,158,7,12,272
48LOWERSAUCON4,2,362,11,18,438
48LOWERSAUCON5,3,140,4,14,203
48LOWERSAUCON6,3,320,11,22,512
48LOWERSAUCON7,1,283,8,25,319
48LOWERSAUCON8,1,450,1,25,419
48MOOREBEERSVILLE,4,320,12,25,641
48MOOREEASTERN,2,580,9,37,1145
48MOOREKLECKNERSVILLE,2,380,9,39,978
48MOOREPT.PHILLIPS,3,191,4,21,465
48NAZARETHWARD1,6,449,10,27,569
48NAZARETHWARD2,5,408,10,28,438
48NAZARETHWARD3,6,359,15,34,433
48NORTHAMPTONWARD1,3,430,18,38,611
48NORTHAMPTONWARD2,5,377,7,24,564
48NORTHAMPTONWARD3,7,779,22,55,1124
48NORTHAMPTONWARD4,1,206,7,17,248
48NORTHCATASAUQUAWARD1,3,159,5,17,227
48NORTHCATASAUQUAWARD2,4,387,9,29,514
48PALMEREASTERN,4,1002,19,49,904
48PALMERMIDDLE1,6,508,5,29,596
48PALMERMIDDLE2,2,604,11,13,628
48PALMERUPPEREASTERN,5,799,10,41,1005
48PALMERUPPERWESTERN,5,746,9,25,674
48PALMERWESTERN1,1,588,9,38,768
48PALMERWESTERN2,6,302,12,26,390
48PENARGYLWARD1,2,78,3,13,172
48PENARGYLWARD2,0,201,5,15,405
48PENARGYLWARD3,1,162,3,16,257
48PENARGYLWARD4,0,114,4,13,167
48PLAINFIELDBELFAST,6,307,5,29,654
48PLAINFIELDDELABOLE,1,288,4,18,511
48PLAINFIELDKESSLERSVILLE,4,213,9,16,494
48PLAINFIELDPLAINFIELDCHURCH,4,230,8,12,511
48UPPERMT.BETHELCENTERVILLE,6,238,9,16,640
48UPPERMT.BETHELJOHNSONVILLE,2,190,8,18,408
48UPPERMT.BETHELNORTHBANGOR,0,137,6,15,369
48UPPERMT.BETHELSLATEFORD,2,150,2,13,313
48UPPERMT.BETHELWILLIAMSBURG,3,272,12,18,523
48UPPERNAZARETHEAST,2,712,13,48,926
48UPPERNAZARETHWEST,3,563,8,26,723
48WASHINGTONLOWER,11,580,12,43,1260
48WASHINGTONUPPER,0,206,5,12,363
48WILLIAMSEASTERN,2,374,14,34,610
48WILLIAMSMIDDLE,3,323,9,28,533
48WILLIAMSUPPER,3,391,5,20,497
48WILLIAMSWESTERN,0,257,3,17,351
48WILSONWARD1,2,534,16,33,412
48WILSONWARD2,0,390,15,23,333
48WILSONWARD3,3,629,11,33,605
49COALWARD1,0,86,1,8,215
49COALWARD2,3,131,8,12,269
49COALWARD3,1,155,4,12,296
49COALWARD4-1,0,56,0,11,174
49COALWARD4-2,0,107,0,7,195
49COALWARD5,0,168,9,16,465
49COALWARD6,2,227,4,8,501
49DELAWAREDISTRICTEAST,2,72,2,13,423
49DELAWAREDISTRICTSOUTH,6,108,1,15,352
49DELAWAREDISTRICTWEST,6,168,3,20,654
49KULPMONTPRECINCT1,1,100,2,5,263
49KULPMONTPRECINCT2,0,139,2,8,230
49KULPMONTPRECINCT3,1,139,3,11,256
49MILTONWARD1,1,112,3,9,322
49MILTONWARD2,5,173,5,10,288
49MILTONWARD3,2,151,7,17,309
49MILTONWARD4,1,131,0,12,214
49MILTONWARD5,5,177,8,16,427
49MT.CARMELDISTRICTDIAMOND/EXCHANGE,1,119,3,12,257
49MT.CARMELDISTRICTLOCUSTGAP,1,44,1,2,89
49MT.CARMELDISTRICTNATALIE/STRONG,2,56,0,2,159
49MT.CARMELDISTRICTWEST,1,137,3,5,226
49MT.CARMELWARD1,1,127,4,8,211
49MT.CARMELWARD2,1,151,7,13,296
49MT.CARMELWARD3,2,236,8,22,480
49MT.CARMELWARD4,3,213,3,16,340
49NORTHUMBERLANDWARD1,1,133,9,18,274
49NORTHUMBERLANDWARD2,2,228,11,18,407
49NORTHUMBERLANDWARD3,3,179,7,22,361
49POINTDISTRICTEAST,4,181,5,18,512
49POINTDISTRICTWEST,8,281,5,33,798
49RALPHODISTRICT1,5,438,9,55,1293
49RALPHODISTRICT2,1,91,0,19,317
49RIVERSIDEPRECINCTA(CONG10),0,1,0,0,0
49RIVERSIDEPRECINCTB(CONG11),7,356,7,27,583
49SHAMOKINWARD1,0,94,9,6,270
49SHAMOKINWARD2,0,55,2,6,189
49SHAMOKINWARD3,0,41,2,5,98
49SHAMOKINWARD4,3,114,8,13,257
49SHAMOKINWARD5,4,122,3,9,202
49SHAMOKINWARD6,1,72,3,6,166
49SHAMOKINWARD7,1,85,4,4,147
49SHAMOKINWARD8,0,25,1,2,54
49SUNBURYWARD1,1,220,11,8,319
49SUNBURYWARD2,2,194,3,7,303
49SUNBURYWARD3,8,221,17,27,438
49SUNBURYWARD4,5,171,9,21,299
49SUNBURYWARD5,5,170,7,7,239
49SUNBURYWARD6,0,137,4,12,178
49UPPERAUGUSTADISTRICTNORTHEAST,2,183,7,21,559
49UPPERAUGUSTADISTRICTNORTHWEST,2,145,2,10,374
49WATSONTOWNWARD1,1,89,2,9,210
49WATSONTOWNWARD2,2,164,1,18,382
4ALIQUIPPA1,2,99,4,7,117
4ALIQUIPPA2,0,525,2,3,37
4ALIQUIPPA3,0,279,1,0,3
4ALIQUIPPA4,0,156,2,2,47
4ALIQUIPPA5,0,299,1,2,105
4ALIQUIPPA6,3,578,3,23,302
4ALIQUIPPA7,3,383,7,17,359
4ALIQUIPPA8,3,307,1,22,275
4ALIQUIPPA9,6,256,0,1,23
4AMBRIDGE1,4,265,6,9,175
4AMBRIDGE2,3,282,10,16,224
4AMBRIDGE3,4,323,4,20,279
4AMBRIDGE4,1,290,6,13,215
4AMBRIDGE5,0,234,1,10,176
4BADEN1,1,254,3,11,273
4BADEN2,3,326,6,17,411
4BADEN3,7,285,4,24,429
4BEAVERFALLS1,1,376,4,12,181
4BEAVERFALLS2,4,356,3,4,168
4BEAVERFALLS3,6,311,6,13,192
4BEAVERFALLS4,0,215,1,7,146
4BEAVERFALLS5,16,215,7,51,309
4BEAVERFALLS6,9,253,5,18,270
4BEAVERWARD1,3,316,12,17,406
4BEAVERWARD2,3,407,5,38,494
4BEAVERWARD3-1,4,334,6,27,524
4BRIGHTON1,4,318,4,21,498
4BRIGHTON2,9,291,3,29,575
4BRIGHTON3,7,258,3,23,484
4BRIGHTON4,4,266,4,31,517
4BRIGHTON5,1,384,6,44,849
4CENTER1,5,311,3,14,445
4CENTER2,2,207,6,13,272
4CENTER3,4,164,1,7,240
4CENTER4,5,523,3,29,795
4CENTER5,2,431,3,23,663
4CENTER6,3,388,7,22,489
4CENTER7,4,298,2,19,419
4CENTER8,3,244,1,6,382
4CHIPPEWA1,7,418,9,27,874
4CHIPPEWA2,7,317,5,28,599
4CHIPPEWA3,5,432,5,31,794
4CHIPPEWA4,0,277,4,20,553
4CONWAY1,1,170,4,16,218
4CONWAY2,2,268,1,19,395
4DAUGHERTY1,5,266,4,13,581
4DAUGHERTY2,2,278,5,25,577
4ECONOMY1,0,430,6,40,865
4ECONOMY2,2,351,5,35,714
4ECONOMY3,6,396,5,25,594
4ECONOMY4,3,391,8,25,615
4ECONOMY5,2,331,2,20,530
4FRANKLINEAST,4,150,7,10,568
4FRANKLINWEST,6,317,6,23,749
4HANOVEREAST,3,278,3,28,784
4HANOVERWEST,4,153,2,24,450
4HARMONY1,4,327,6,18,431
4HARMONY2,1,146,2,12,194
4HARMONY3,2,220,7,17,287
4HOPEWELL1,1,160,2,7,135
4HOPEWELL2,3,363,5,20,451
4HOPEWELL3,1,237,8,11,296
4HOPEWELL4,6,360,3,23,442
4HOPEWELL5,0,390,4,21,514
4HOPEWELL6,7,423,2,20,472
4HOPEWELL7,4,438,8,34,674
4HOPEWELL8,0,163,2,6,233
4HOPEWELL9,0,325,3,18,476
4MIDLAND1,0,362,2,14,244
4MIDLAND2,0,231,5,0,67
4MIDLAND3,0,105,2,2,84
4MONACAWARD1,0,142,3,6,174
4MONACAWARD2,2,208,5,11,281
4MONACAWARD3,0,260,1,17,347
4MONACAWARD4,0,305,5,18,356
4MONACAWARD5,0,168,5,14,298
4NEWBRIGHTONWARD1,3,302,5,14,245
4NEWBRIGHTONWARD2,0,142,2,18,155
4NEWBRIGHTONWARD3,1,133,1,1,108
4NEWBRIGHTONWARD4,2,192,2,8,180
4NEWBRIGHTONWARD5,3,269,6,20,362
4NEWSEWICKLEYFEAZEL,5,537,6,26,1076
4NEWSEWICKLEYFREEDOM,4,382,8,17,773
4NEWSEWICKLEYUNIONVILLE,5,217,6,18,662
4NORTHSEWICKLEY04ELLWOODCITYBORO,0,94,2,10,121
4NORTHSEWICKLEY1,1,185,4,30,398
4NORTHSEWICKLEY2,1,212,9,13,582
4NORTHSEWICKLEY3,5,212,5,20,464
4NORTHSEWICKLEY5,1,209,3,20,440
4OHIOVILLE1,1,228,4,22,610
4OHIOVILLE2,1,235,2,18,610
4PATTERSON1,0,283,3,14,491
4PATTERSON2,1,269,3,16,470
4RACCOON1,6,297,3,21,558
4RACCOON2,3,185,1,13,495
4ROCHESTER1,1,187,1,11,268
4ROCHESTER2,7,355,6,21,568
4ROCHESTERWARD1,4,186,2,8,100
4ROCHESTERWARD2,0,177,1,8,160
4ROCHESTERWARD3,0,159,4,5,207
4ROCHESTERWARD4,0,177,2,9,128
50TOBOYNE1,3,30,0,1,103
50TOBOYNE2,0,6,0,1,49
51PHILADELPHIAWARD1-1,0,291,12,5,76
51PHILADELPHIAWARD1-10,0,360,7,7,65
51PHILADELPHIAWARD1-11,2,441,5,7,89
51PHILADELPHIAWARD1-12,1,283,5,7,33
51PHILADELPHIAWARD1-13,0,333,4,7,50
51PHILADELPHIAWARD1-14,0,384,14,6,39
51PHILADELPHIAWARD1-15,1,497,13,15,86
51PHILADELPHIAWARD1-16,1,283,5,3,45
51PHILADELPHIAWARD1-17,0,326,6,7,109
51PHILADELPHIAWARD1-18,2,313,9,10,160
51PHILADELPHIAWARD1-19,3,256,6,8,128
51PHILADELPHIAWARD1-2,1,356,8,11,98
51PHILADELPHIAWARD1-20,3,381,8,4,108
51PHILADELPHIAWARD1-21,0,289,5,10,150
51PHILADELPHIAWARD1-3,2,376,10,12,143
51PHILADELPHIAWARD1-4,1,324,4,8,141
51PHILADELPHIAWARD1-5,0,196,2,2,37
51PHILADELPHIAWARD1-6,0,287,9,3,34
51PHILADELPHIAWARD1-7,0,239,6,2,24
51PHILADELPHIAWARD1-8,1,289,12,5,60
51PHILADELPHIAWARD1-9,0,315,6,5,95
51PHILADELPHIAWARD10-1,0,415,4,1,5
51PHILADELPHIAWARD10-10,0,366,0,0,3
51PHILADELPHIAWARD10-11,1,428,5,0,9
51PHILADELPHIAWARD10-12,1,465,2,1,7
51PHILADELPHIAWARD10-13,0,550,3,0,6
51PHILADELPHIAWARD10-14,0,522,7,1,11
51PHILADELPHIAWARD10-15,0,404,2,0,0
51PHILADELPHIAWARD10-16,1,418,2,0,6
51PHILADELPHIAWARD10-17,1,411,1,0,7
51PHILADELPHIAWARD10-18,0,413,0,1,3
51PHILADELPHIAWARD10-19,1,394,3,1,4
51PHILADELPHIAWARD10-2,0,539,1,1,6
51PHILADELPHIAWARD10-20,0,458,3,2,10
51PHILADELPHIAWARD10-21,0,502,4,1,6
51PHILADELPHIAWARD10-22,1,343,1,1,6
51PHILADELPHIAWARD10-23,0,418,5,0,5
51PHILADELPHIAWARD10-24,0,390,3,1,5
51PHILADELPHIAWARD10-25,0,432,2,0,1
51PHILADELPHIAWARD10-26,0,459,4,0,3
51PHILADELPHIAWARD10-27,1,456,2,0,8
51PHILADELPHIAWARD10-28,0,376,4,1,8
51PHILADELPHIAWARD10-29,0,444,3,0,9
51PHILADELPHIAWARD10-3,0,434,3,1,4
51PHILADELPHIAWARD10-4,0,430,3,1,8
51PHILADELPHIAWARD10-5,0,431,7,2,3
51PHILADELPHIAWARD10-6,1,430,5,0,3
51PHILADELPHIAWARD10-7,1,407,4,3,5
51PHILADELPHIAWARD10-8,1,418,3,0,3
51PHILADELPHIAWARD10-9,1,427,2,3,4
51PHILADELPHIAWARD11-1,0,238,5,0,4
51PHILADELPHIAWARD11-10,0,240,2,0,4
51PHILADELPHIAWARD11-11,0,349,2,1,8
51PHILADELPHIAWARD11-12,1,269,4,0,4
51PHILADELPHIAWARD11-13,1,438,5,0,10
51PHILADELPHIAWARD11-14,0,279,3,0,6
51PHILADELPHIAWARD11-15,0,197,0,1,4
51PHILADELPHIAWARD11-16,1,334,0,0,6
51PHILADELPHIAWARD11-17,1,252,1,0,5
51PHILADELPHIAWARD11-18,0,317,3,1,5
51PHILADELPHIAWARD11-19,0,398,2,0,4
51PHILADELPHIAWARD11-2,0,370,3,0,11
51PHILADELPHIAWARD11-20,0,417,2,1,5
51PHILADELPHIAWARD11-3,0,311,0,0,5
51PHILADELPHIAWARD11-4,0,136,2,1,4
51PHILADELPHIAWARD11-5,1,257,3,1,5
51PHILADELPHIAWARD11-6,0,249,1,0,5
51PHILADELPHIAWARD11-7,0,318,0,0,4
51PHILADELPHIAWARD11-8,0,452,0,0,7
51PHILADELPHIAWARD11-9,1,385,5,1,9
51PHILADELPHIAWARD12-1,3,436,3,1,6
51PHILADELPHIAWARD12-10,0,421,1,1,7
51PHILADELPHIAWARD12-11,0,465,9,3,20
51PHILADELPHIAWARD12-12,0,419,4,2,10
51PHILADELPHIAWARD12-13,0,389,3,3,8
51PHILADELPHIAWARD12-14,0,502,6,1,16
51PHILADELPHIAWARD12-15,1,465,6,0,10
51PHILADELPHIAWARD12-16,3,486,11,2,15
51PHILADELPHIAWARD12-17,2,524,11,0,13
51PHILADELPHIAWARD12-18,1,354,9,1,13
51PHILADELPHIAWARD12-19,0,318,5,0,9
51PHILADELPHIAWARD12-2,0,398,2,0,2
51PHILADELPHIAWARD12-20,0,374,3,1,5
51PHILADELPHIAWARD12-21,0,332,2,0,6
51PHILADELPHIAWARD12-22,0,440,6,5,23
51PHILADELPHIAWARD12-23,1,472,18,2,13
51PHILADELPHIAWARD12-24,0,322,3,2,7
51PHILADELPHIAWARD12-3,0,306,2,1,5
51PHILADELPHIAWARD12-4,1,301,1,0,8
51PHILADELPHIAWARD12-5,1,573,3,3,21
51PHILADELPHIAWARD12-6,1,299,4,0,17
51PHILADELPHIAWARD12-7,0,428,8,3,12
51PHILADELPHIAWARD12-8,1,481,2,2,10
51PHILADELPHIAWARD12-9,0,366,7,4,12
51PHILADELPHIAWARD13-1,0,432,5,0,4
51PHILADELPHIAWARD13-10,1,317,3,1,5
51PHILADELPHIAWARD13-11,0,357,1,1,10
51PHILADELPHIAWARD13-12,1,340,4,0,7
51PHILADELPHIAWARD13-13,0,355,1,0,6
51PHILADELPHIAWARD13-14,0,420,3,3,6
51PHILADELPHIAWARD13-15,0,325,3,0,2
51PHILADELPHIAWARD13-16,0,355,0,3,4
51PHILADELPHIAWARD13-17,0,394,4,1,3
51PHILADELPHIAWARD13-18,1,465,3,0,10
51PHILADELPHIAWARD13-19,0,440,1,2,19
51PHILADELPHIAWARD13-2,0,332,3,1,5
51PHILADELPHIAWARD13-20,0,364,2,0,4
51PHILADELPHIAWARD13-21,1,272,2,1,3
51PHILADELPHIAWARD13-22,0,522,4,2,8
51PHILADELPHIAWARD13-23,0,298,2,3,6
51PHILADELPHIAWARD13-24,0,253,1,0,6
51PHILADELPHIAWARD13-25,0,298,2,0,1
51PHILADELPHIAWARD13-3,1,330,7,0,6
