precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP
65GREENSBURGWARD8-2,0,161,4,3,169
65HEMPFIELDALWINE,5,569,7,63,1284
65HEMPFIELDBOVARD,1,117,3,11,266
65HEMPFIELDCARBON,5,649,9,47,1299
65HEMPFIELDEASTADAMSBURG,5,348,5,34,735
65HEMPFIELDEASTVIEW,0,190,1,12,318
65HEMPFIELDFORTALLEN,3,353,4,36,836
65HEMPFIELDFOXHILL,3,389,5,42,890
65HEMPFIELDGAYVILLE,0,66,2,5,129
65HEMPFIELDGRAPEVILLE,0,114,1,10,220
65HEMPFIELDHANNASTOWN,0,60,0,6,141
65HEMPFIELDHAYDENVILLE,2,182,3,20,356
65HEMPFIELDHIGHPARK,0,77,3,2,155
65HEMPFIELDLINCOLNHEIGHTS,3,312,11,17,602
65HEMPFIELDLINCOLNHEIGHTSWEST,0,176,2,17,426
65HEMPFIELDLUXOR,0,86,1,7,181
65HEMPFIELDMAPLEWOOD,3,367,5,24,644
65HEMPFIELDMIDDLETOWN,1,117,2,8,443
65HEMPFIELDNEWSTANTON,0,93,3,9,391
65HEMPFIELDNORTHCARBON,0,117,1,10,215
65HEMPFIELDSIBEL,0,47,2,5,113
65HEMPFIELDTODD,3,362,5,31,733
65HEMPFIELDUNIVERSITY,1,155,4,14,396
65HEMPFIELDVALLEY,2,377,7,14,641
65HEMPFIELDWEAVERSOLDSTAND,3,255,6,25,744
65HEMPFIELDWEGLEY,1,74,0,9,213
65HEMPFIELDWENDELHERM,1,168,2,7,460
65HEMPFIELDWESTHEMPFIELD,5,329,3,22,782
65HEMPFIELDWESTPOINT,2,555,5,42,1095
65IRWINWARD1,0,74,0,8,139
65IRWINWARD2,1,83,2,12,138
65IRWINWARD3,0,109,2,12,185
65IRWINWARD4,1,69,7,5,119
65IRWINWARD5,0,73,2,9,132
65IRWINWARD6,1,140,0,10,214
65IRWINWARD7,1,156,0,9,258
65JEANNETTEWARD1,3,86,0,2,74
65JEANNETTEWARD2-1,0,91,3,2,132
65JEANNETTEWARD2-2,2,168,4,17,210
65JEANNETTEWARD3,3,210,2,16,433
65JEANNETTEWARD4,2,106,0,3,45
65JEANNETTEWARD5-1,0,151,2,11,238
65JEANNETTEWARD5-2,3,265,2,18,553
65JEANNETTEWARD6,5,317,1,23,625
65LATROBEWARD1,6,354,3,28,553
65LATROBEWARD2,3,156,2,13,248
65LATROBEWARD3,2,269,4,27,382
65LATROBEWARD4,0,254,6,18,417
65LATROBEWARD5,0,183,4,23,352
65LATROBEWARD6,3,130,5,5,288
65LIGONIERDISTRICT1,1,164,6,15,267
65LIGONIERDISTRICT2,5,164,2,14,245
65LIGONIERIDLEPARK,5,192,6,19,554
65LIGONIERLAUGHLINSTOWN,0,103,1,9,245
65LIGONIERNORTHLIGONIER,5,343,6,37,828
65LIGONIERSOUTHLIGONIER,0,125,2,12,298
65LIGONIERWATERFORD,1,148,4,12,448
65LIGONIERWILPEN,1,51,2,5,147
65LOWERBURRELLWARD1-1,2,324,7,22,570
65LOWERBURRELLWARD1-2,4,472,6,28,682
65LOWERBURRELLWARD2-1,1,246,2,22,388
65LOWERBURRELLWARD2-2,1,184,2,12,321
65LOWERBURRELLWARD2-3,3,152,4,7,243
65LOWERBURRELLWARD3-1,3,265,4,15,508
65LOWERBURRELLWARD3-2,2,125,2,14,229
65LOWERBURRELLWARD4-1,2,209,4,15,321
65LOWERBURRELLWARD4-2,0,252,4,12,411
65LOYALHANNA1,6,210,3,11,457
65LOYALHANNA2,2,57,3,7,184
65MONESSENWARD1-1,3,166,1,6,132
65MONESSENWARD1-2,1,80,0,9,36
65MONESSENWARD1-3,0,92,1,1,52
65MONESSENWARD1-4,1,190,0,10,188
65MONESSENWARD1-5,1,250,1,11,243
65MONESSENWARD2-1,1,63,0,1,12
65MONESSENWARD2-2,0,97,0,2,45
65MONESSENWARD2-3,0,58,2,0,25
65MONESSENWARD3-2,0,121,1,2,28
65MONESSENWARD3-3,0,124,1,4,64
65MONESSENWARD3-4,0,105,3,3,106
65MONESSENWARD4-2,0,191,1,9,178
65MONESSENWARD4-3,1,307,5,4,321
65MT.PLEASANTBRIDGEPORT,0,42,0,2,97
65MT.PLEASANTDUNCAN,0,127,1,9,303
65MT.PLEASANTHECCLA,3,151,3,9,424
65MT.PLEASANTLAURELRUN,1,116,4,9,443
65MT.PLEASANTMAMMOTH,1,103,0,4,307
65MT.PLEASANTPLEASANTVALLEY,2,140,2,10,377
65MT.PLEASANTRIDGEVIEW,0,87,0,9,315
65MT.PLEASANTSPRINGGARDEN,1,269,4,7,684
65MT.PLEASANTUNITED,1,115,3,15,309
65MT.PLEASANTWARD1,1,237,2,14,404
65MT.PLEASANTWARD2,2,286,1,17,373
65MT.PLEASANTWARD3,3,213,3,12,369
65MT.PLEASANTWESTMORELAND,4,252,3,28,575
65MURRYSVILLEEASTMANORDALE,4,514,6,33,948
65MURRYSVILLEEASTMURRYSVILLE,3,484,8,30,614
65MURRYSVILLEMANORDALE,3,427,7,38,722
65MURRYSVILLENEWLONSBURG,6,892,6,71,1624
65MURRYSVILLESARDIS,9,959,6,47,1554
65MURRYSVILLESOUTHMURRYSVILLE,6,511,8,30,905
65MURRYSVILLEWESTMURRYSVILLE,5,607,9,42,950
65NEWKENSINGTONWARD2,1,127,3,1,49
65NEWKENSINGTONWARD3-1,1,173,7,2,137
65NEWKENSINGTONWARD3-2,0,145,7,17,202
65NEWKENSINGTONWARD3-3,2,135,0,9,229
65NEWKENSINGTONWARD3-4,1,179,3,11,252
65NEWKENSINGTONWARD4-1,2,163,1,15,80
65NEWKENSINGTONWARD4-2,3,372,9,19,357
65NEWKENSINGTONWARD4-3,1,216,8,8,280
65NEWKENSINGTONWARD4-4,4,296,4,10,374
65NEWKENSINGTONWARD4-5,2,167,1,4,209
65NEWKENSINGTONWARD5,0,134,6,6,92
65NEWKENSINGTONWARD6,1,169,2,4,93
65NEWKENSINGTONWARD7-1,0,196,7,11,226
65NEWKENSINGTONWARD7-2,1,172,3,15,333
65NORTHBELLEVERNONDISTRICT1,1,183,2,3,243
65NORTHBELLEVERNONDISTRICT2,0,152,0,2,275
65NORTHHUNTINGDONWARD1-1,7,360,4,28,739
65NORTHHUNTINGDONWARD1-2,1,34,0,7,92
65NORTHHUNTINGDONWARD1-3,5,326,4,23,858
65NORTHHUNTINGDONWARD1-4,4,202,3,12,375
65NORTHHUNTINGDONWARD2-1,2,131,3,10,283
65NORTHHUNTINGDONWARD2-2,3,399,3,31,761
65NORTHHUNTINGDONWARD2-3,1,145,0,11,319
65NORTHHUNTINGDONWARD3-1,4,501,8,23,877
65NORTHHUNTINGDONWARD3-2,9,572,12,33,1072
65NORTHHUNTINGDONWARD4-1,0,234,2,16,471
65NORTHHUNTINGDONWARD4-2,4,359,1,30,878
65NORTHHUNTINGDONWARD4-3,1,137,3,5,292
65NORTHHUNTINGDONWARD4-4,0,52,0,8,132
65NORTHHUNTINGDONWARD5-1,2,121,4,12,273
65NORTHHUNTINGDONWARD5-2,5,356,5,31,744
65NORTHHUNTINGDONWARD5-3,2,260,1,23,431
65NORTHHUNTINGDONWARD6-1,1,92,2,5,193
65NORTHHUNTINGDONWARD6-2,3,145,3,14,323
65NORTHHUNTINGDONWARD6-3,2,331,2,29,697
65NORTHHUNTINGDONWARD6-4,2,155,0,8,267
65NORTHHUNTINGDONWARD7-1,2,119,2,7,307
65NORTHHUNTINGDONWARD7-2,0,145,3,10,386
65NORTHHUNTINGDONWARD7-3,1,168,0,7,275
65NORTHHUNTINGDONWARD7-4,1,178,2,12,273
65PENNWARD1-1,4,253,9,22,834
65PENNWARD1-2,4,347,4,34,682
65PENNWARD2-1,1,274,9,25,635
65PENNWARD2-2,3,400,9,34,866
65PENNWARD3,3,292,2,22,702
65PENNWARD3-2,2,339,1,26,674
65PENNWARD3-3,0,36,0,2,100
65PENNWARD4,2,422,9,42,1070
65PENNWARD4-2,3,322,2,16,599
65PENNWARD5-1,3,254,3,20,609
65PENNWARD5-2,7,331,4,15,682
65PENNWARD5-3,0,116,2,18,298
65ROSTRAVERCOLLINSBURG,3,193,4,11,350
65ROSTRAVERCONCORD,3,346,6,13,861
65ROSTRAVERCROSSROADS,4,396,3,27,763
65ROSTRAVERFELLSBURG,2,457,2,29,957
65ROSTRAVERLYNNWOOD,1,137,0,6,201
65ROSTRAVERPRICEDALE,1,199,3,3,314
65ROSTRAVERVANMETER,0,23,0,1,27
65ROSTRAVERWEBSTER,0,97,1,5,234
65SALEMFIVEPOINTS,4,175,4,27,630
65SALEMHUGUS,0,86,0,3,222
65SALEMMECHLINGS,1,74,0,2,163
65SALEMNEWSALEM,6,344,4,20,672
65SALEMSLICKVILLE,1,78,1,4,250
65SALEMSTEELES,1,99,3,4,271
65SALEMTREESMILLS,1,90,2,9,324
65SCOTTDALEWARD1,3,168,2,13,324
65SCOTTDALEWARD2,4,220,3,22,460
65SCOTTDALEWARD3,2,162,3,17,280
65SCOTTDALEWARD4,1,119,2,11,275
65SEWICKLEYEASTHERMINIE,2,117,3,7,234
65SEWICKLEYLOWBER,2,114,2,11,389
65SEWICKLEYRILLTON,2,178,2,14,420
65SEWICKLEYSEWICKLEY,5,202,3,15,513
65SEWICKLEYWESTHERMINIE,2,136,5,3,364
65SEWICKLEYWHYEL,1,56,0,5,135
65SOUTHGREENSBURGDISTRICT1,2,229,6,13,340
65SOUTHGREENSBURGDISTRICT2,1,193,4,12,346
65SOUTHHUNTINGDONHIXON,0,58,0,4,307
65SOUTHHUNTINGDONJACOBSCREEK,2,30,0,3,65
65SOUTHHUNTINGDONMINERAL,0,82,0,6,193
65SOUTHHUNTINGDONPORTROYAL,0,42,0,1,72
65SOUTHHUNTINGDONSOUTHHUNTINGDON,2,169,1,23,581
65SOUTHHUNTINGDONWAYNE,2,181,5,20,471
65SOUTHHUNTINGDONWYANO,0,42,3,1,182
65SOUTHHUNTINGDONYUKON,1,93,2,7,205
65SOUTHWESTGREENSBURGDISTRICT1,3,305,6,25,400
65SOUTHWESTGREENSBURGDISTRICT2,1,149,5,13,259
65ST.CLAIRSEWARD,0,83,0,5,176
65ST.CLAIRST.CLAIR,3,83,1,8,248
65TRAFFORDDISTRICT1,3,255,10,26,441
65TRAFFORDDISTRICT2,1,282,5,36,508
65UNITYBAGGALEY,1,239,2,15,606
65UNITYBEATTY,5,368,4,26,615
65UNITYCRABTREE,0,84,0,3,221
65UNITYDENNISON,8,740,10,64,1766
65UNITYDOROTHY,0,144,6,10,326
65UNITYGRAVELHILL,4,202,2,21,474
65UNITYKUHNS,4,175,0,15,461
65UNITYLLOYDSVILLE,1,125,0,2,295
65UNITYMARGUERITE,1,375,4,31,991
65UNITYMUTUAL,2,162,0,8,395
65UNITYPLEASANTUNITY,2,153,4,12,409
65UNITYROBLE,3,216,6,25,420
65UNITYWHITNEY,4,297,6,23,885
65UPPERBURRELL1,0,249,9,21,633
65UPPERBURRELL2,0,76,3,8,178
65VANDERGRIFTWARD1,3,85,1,8,85
65VANDERGRIFTWARD2,0,125,2,7,169
65VANDERGRIFTWARD3,2,168,2,7,170
65VANDERGRIFTWARD4,0,79,2,3,143
65VANDERGRIFTWARD5,1,142,4,11,194
65VANDERGRIFTWARD6,0,131,1,12,244
65WASHINGTONBEAMERS,3,371,2,35,1077
65WASHINGTONNORTHWASHINGTON,0,192,2,14,470
65WASHINGTONOAKLANDXROADS,2,210,4,21,591
65WASHINGTONPAULTON,2,195,1,16,463
65WESTNEWTONWARD1,2,183,6,10,313
65WESTNEWTONWARD2,2,138,3,9,159
65WESTNEWTONWARD3,1,162,3,5,272
65YOUNGWOODDISTRICT1,0,192,0,15,402
65YOUNGWOODDISTRICT2,0,78,3,8,208
65YOUNGWOODDISTRICT3,1,174,7,23,318
66FACTORYVILLEWARD1,2,142,5,9,141
66FACTORYVILLEWARD2,0,88,2,10,117
66FALLSWARD1,3,107,7,3,245
66FALLSWARD2,1,167,3,17,382
66NICHOLSONWARD1,1,34,2,6,85
66NICHOLSONWARD2,0,55,3,4,98
66TUNKHANNOCKDISTRICT1,6,420,10,34,857
66TUNKHANNOCKDISTRICT2,2,204,4,17,433
66TUNKHANNOCKWARD1,1,41,3,9,100
66TUNKHANNOCKWARD2,1,125,5,4,173
66TUNKHANNOCKWARD3,2,55,3,7,106
66TUNKHANNOCKWARD4,1,70,1,12,145
67CHANCEFORDDISTRICT1,7,246,7,34,980
67CHANCEFORDDISTRICT2,4,84,0,11,401
67CHANCEFORDDISTRICT3,7,156,1,27,666
67CODORUSDISTRICT1,3,120,14,18,501
67CODORUSDISTRICT2,6,150,7,18,533
67CODORUSDISTRICT3,4,193,5,12,458
67CONEWAGODISTRICT1,7,635,8,64,1312
67CONEWAGODISTRICT2,7,444,11,50,874
67DALLASTOWNDISTRICT1,3,272,12,42,495
67DALLASTOWNDISTRICT2,2,266,15,41,583
67DOVERDISTRICT1,15,848,18,93,1939
67DOVERDISTRICT2,16,808,21,99,2139
67DOVERDISTRICT3,8,511,12,78,1405
67DOVERDISTRICT4,9,491,12,65,1089
67FAIRVIEWDISTRICT1,6,508,13,63,906
67FAIRVIEWDISTRICT2,4,827,21,62,1415
67FAIRVIEWDISTRICT3,16,1219,23,108,2264
67FAIRVIEWDISTRICT4,10,540,11,59,1263
67HANOVERWARD1,6,466,21,55,871
67HANOVERWARD2,3,582,16,38,1223
67HANOVERWARD3,8,349,8,34,692
67HANOVERWARD4,2,374,18,31,611
67HANOVERWARD5,6,332,14,47,643
67HELLAMDISTRICT1,8,361,13,54,973
67HELLAMDISTRICT2,10,464,11,52,1174
67JACKSONPRECINCT1,11,496,5,46,1343
67JACKSONPRECINCT2,6,491,7,50,1334
67LOWERCHANCEFORDDISTRICT1,0,96,2,12,383
67LOWERCHANCEFORDDISTRICT2,5,121,2,18,585
67LOWERWINDSORDISTRICT1,4,136,1,18,404
67LOWERWINDSORDISTRICT2,6,311,12,19,876
67LOWERWINDSORDISTRICT3,4,358,14,41,1350
67MANCHESTERDISTRICT1,2,350,11,24,520
67MANCHESTERDISTRICT2,9,483,12,29,828
67MANCHESTERDISTRICT3,4,636,8,58,1042
67MANCHESTERDISTRICT4,6,389,6,30,784
67MANCHESTERDISTRICT5,5,646,6,70,1063
67MANCHESTERDISTRICT6,5,614,12,57,1117
67MANCHESTERDISTRICT7,5,539,5,38,642
67NEWBERRYDISTRICT1,13,704,20,88,2113
67NEWBERRYDISTRICT2,9,365,8,54,1112
67NEWBERRYDISTRICT3,9,672,17,114,1469
67NORTHCODORUSDISTRICT1,12,783,14,83,1997
67NORTHCODORUSDISTRICT2,6,331,8,37,1354
67PENNDISTRICT1,11,548,13,54,1205
67PENNDISTRICT2,8,446,10,67,1347
67PENNDISTRICT3,1,285,10,36,670
67PENNDISTRICT4,12,747,24,82,1913
67REDLIONDISTRICT1,5,171,3,28,415
67REDLIONDISTRICT2,6,234,19,35,497
67REDLIONDISTRICT3,5,313,15,58,679
67SHREWSBURYDISTRICT1,5,379,18,40,1010
67SHREWSBURYDISTRICT2,11,733,13,78,1577
67SPRINGETTSBURYDISTRICT1,2,441,8,25,322
67SPRINGETTSBURYDISTRICT2,14,883,11,76,1324
67SPRINGETTSBURYDISTRICT3,11,991,21,89,1351
67SPRINGETTSBURYDISTRICT4,7,924,15,50,1002
67SPRINGETTSBURYDISTRICT5,1,358,5,27,429
67SPRINGETTSBURYDISTRICT6,4,469,5,25,498
67SPRINGETTSBURYDISTRICT7,4,429,8,44,533
67SPRINGETTSBURYDISTRICT8,4,776,12,82,1123
67SPRINGGARDENWARD1,4,372,11,32,500
67SPRINGGARDENWARD2,6,396,13,46,372
67SPRINGGARDENWARD3,4,681,8,57,670
67SPRINGGARDENWARD4,8,880,29,76,989
67SPRINGGARDENWARD5,0,598,12,80,644
67WESTMANCHESTERDISTRICT1,4,531,10,45,779
67WESTMANCHESTERDISTRICT2,11,989,16,87,1797
67WESTMANCHESTERDISTRICT3,8,632,9,54,1257
67WESTMANCHESTERDISTRICT4,4,271,10,32,612
67WESTMANCHESTERDISTRICT5,11,970,19,61,1436
67WESTYORKDISTRICT1,2,281,9,31,337
67WESTYORKDISTRICT2,4,500,11,46,427
67WINDSORDISTRICT1,7,825,14,81,1810
67WINDSORDISTRICT2,6,404,12,60,1250
67WINDSORDISTRICT3,13,573,16,71,1343
67WINDSORDISTRICT4,4,716,15,78,1533
67WRIGHTSVILLEWARD1,0,77,2,8,172
67WRIGHTSVILLEWARD2,0,103,4,13,186
67WRIGHTSVILLEWARD3,4,113,2,12,249
67YORKWARD1,0,471,11,9,65
67YORKWARD1-1,6,411,9,26,688
67YORKWARD1-2,1,284,6,42,366
67YORKWARD1-3,8,634,13,53,838
67YORKWARD11,4,812,20,40,273
67YORKWARD12-1,6,700,12,12,151
67YORKWARD12-2,1,426,13,9,139
67YORKWARD12-3,0,408,11,11,187
67YORKWARD12-4,1,598,15,16,240
67YORKWARD13,1,523,6,10,102
67YORKWARD14-1,3,401,4,26,202
67YORKWARD14-2,6,415,4,19,336
67YORKWARD14-3,2,583,6,20,369
67YORKWARD15,2,602,16,30,203
67YORKWARD2-1,8,344,10,36,621
67YORKWARD2-2,8,222,5,29,542
67YORKWARD2-3,2,440,8,44,841
67YORKWARD3-1,3,328,6,15,482
67YORKWARD3-2,4,300,6,31,577
67YORKWARD3-3,5,305,7,20,492
67YORKWARD4-1,4,341,9,30,353
67YORKWARD4-2,5,386,4,36,474
67YORKWARD4-3,6,444,6,31,643
67YORKWARD5,5,745,18,31,201
67YORKWARD5-1,4,383,6,34,580
67YORKWARD5-2,2,271,10,25,448
67YORKWARD5-3,6,425,6,39,800
67YORKWARD6,2,636,1,7,53
67YORKWARD7,0,462,12,10,115
67YORKWARD8,1,810,10,23,119
67YORKWARD9-1,3,615,9,8,112
67YORKWARD9-2,3,489,5,13,111
6ALSACEPRECINCT1,6,320,10,29,639
6ALSACEPRECINCT2,2,300,4,22,590
6AMITYDISTRICT1,0,221,7,15,418
6AMITYDISTRICT2,4,479,9,38,640
6AMITYDISTRICT3,3,411,13,42,637
6AMITYDISTRICT4,5,551,12,51,798
6AMITYDISTRICT5,5,357,9,32,538
6AMITYDISTRICT6,0,398,15,41,650
6BALLYDISTRICT1,3,153,7,28,319
6BECHTELSVILLEDISTRICT1,2,129,3,16,218
6BERNDISTRICT1,5,487,20,51,932
6BERNDISTRICT2,6,248,10,31,568
6BERNDISTRICT3,3,288,5,13,358
6BERNVILLEDISTRICT1,0,133,7,13,221
6BIRDSBORODISTRICT1,2,348,17,33,497
6BIRDSBORODISTRICT2,9,524,23,47,717
6BOYERTOWNDISTRICT1,3,308,14,24,500
6BOYERTOWNDISTRICT2,3,285,9,39,487
6BRECKNOCKDISTRICT1,4,319,8,37,749
6BRECKNOCKDISTRICT2,10,434,19,37,930
6CAERNARVONPRECINCT1,6,300,8,36,648
6CAERNARVONPRECINCT2,5,374,6,46,668
6CENTERPORTDISTRICT1,4,41,2,10,108
6CENTREPRECINCT1,3,303,8,31,815
6CENTREPRECINCT2,8,232,13,21,670
6COLEBROOKDALEDISTRICT1,10,450,18,56,977
6COLEBROOKDALEDISTRICT2,6,327,9,34,556
6CUMRUDISTRICT1A(CONG6),6,566,14,34,732
6CUMRUDISTRICT1B(CONG16),0,0,0,0,0
6CUMRUDISTRICT2,3,405,11,40,684
6CUMRUDISTRICT3,3,385,13,37,630
6CUMRUDISTRICT4,1,655,18,31,652
6CUMRUDISTRICT5,4,412,15,46,685
6CUMRUDISTRICT6,2,392,10,22,439
6CUMRUDISTRICT7,3,467,10,25,435
6DISTRICTDISTRICT1,4,259,10,20,415
6DOUGLASSDISTRICT1,4,322,7,25,545
6DOUGLASSDISTRICT2,2,204,10,24,672
6EARLDISTRICT1,1,240,9,23,506
6EARLDISTRICT2,2,222,10,22,546
6EXETERPRECINCT1,4,242,8,23,478
6EXETERPRECINCT10,5,389,14,25,566
6EXETERPRECINCT11,4,494,11,23,454
6EXETERPRECINCT2,4,320,9,20,556
6EXETERPRECINCT3,4,558,17,47,788
6EXETERPRECINCT4,4,629,13,43,843
6EXETERPRECINCT5,4,429,21,37,499
6EXETERPRECINCT6,5,623,8,44,739
6EXETERPRECINCT7,1,438,8,31,524
6EXETERPRECINCT8,7,699,7,35,995
6EXETERPRECINCT9,5,446,11,44,543
6FLEETWOODDISTRICT1,2,338,8,46,508
6FLEETWOODDISTRICT2,6,376,10,25,615
6GREENWICHDISTRICT1,11,268,6,22,568
6GREENWICHDISTRICT2,5,275,9,23,627
6HAMBURGDISTRICT1,5,343,8,40,682
6HAMBURGDISTRICT2,5,246,13,26,542
6HEIDELBERGDISTRICT1,1,231,6,26,576
6HEREFORDDISTRICT1,2,214,5,17,350
6HEREFORDDISTRICT2,4,262,15,29,455
6JEFFERSONDISTRICT1,7,314,10,35,798
6KENHORSTDISTRICT1,6,326,11,23,360
6KENHORSTDISTRICT2,2,251,8,23,285
6KUTZTOWNDISTRICT1,5,624,31,62,538
6KUTZTOWNDISTRICT2,4,346,15,33,297
6LAURELDALEDISTRICT1A(CONG6),4,501,16,25,405
6LAURELDALEDISTRICT1B(CONG16),1,14,0,0,6
6LAURELDALEDISTRICT2,7,322,9,22,353
6LEESPORTPRECINCT1,4,278,12,30,533
6LENHARTSVILLEDISTRICT1,0,18,0,6,58
6LONGSWAMPDISTRICT1,5,365,9,28,725
6LONGSWAMPDISTRICT2,9,418,17,38,848
6LOWERALSACEDISTRICT1,2,396,17,32,455
6LOWERALSACEDISTRICT2,3,607,37,44,696
6LOWERHEIDELBERGPRECINCT1,5,445,6,33,760
6LOWERHEIDELBERGPRECINCT2,0,258,7,19,457
6LOWERHEIDELBERGPRECINCT3,2,472,6,34,759
6LYONSDISTRICT1,1,70,4,9,91
6MAIDENCREEKPRECINCT1,8,357,15,28,690
6MAIDENCREEKPRECINCT2,1,350,3,30,622
6MAIDENCREEKPRECINCT3,7,549,15,38,767
6MAIDENCREEKPRECINCT4,6,411,8,38,642
6MARIONDISTRICT1,2,191,3,18,540
6MAXATAWNYDISTRICT1,10,185,8,18,421
6MAXATAWNYDISTRICT2,2,105,5,13,142
6MAXATAWNYDISTRICT3,3,761,28,49,560
6MOHNTONDISTRICT1,5,586,19,55,868
6MT.PENNDISTRICT1,8,669,22,37,511
6MUHLENBERGDISTRICT1,5,372,12,14,240
6MUHLENBERGDISTRICT10,7,430,12,11,441
6MUHLENBERGDISTRICT2,6,437,14,34,472
6MUHLENBERGDISTRICT3,4,430,9,20,556
6MUHLENBERGDISTRICT4,2,527,14,33,380
6MUHLENBERGDISTRICT5,5,546,10,31,489
6MUHLENBERGDISTRICT6,3,359,6,13,464
6MUHLENBERGDISTRICT7,2,586,4,27,619
6MUHLENBERGDISTRICT8,3,436,2,27,477
6MUHLENBERGDISTRICT9,3,426,8,36,552
6NORTHHEIDELBERGDISTRICT1,0,216,7,21,485
6OLEYDISTRICT1,5,277,9,25,577
6OLEYDISTRICT2,2,327,9,31,704
6ONTELAUNEEDISTRICT1,3,404,18,36,631
6PIKEDISTRICT1,7,313,15,38,601
6READINGWARD1-1,2,453,7,7,71
6READINGWARD10-1,3,571,10,11,105
6READINGWARD11-2,1,531,3,4,72
6READINGWARD11-3,3,279,6,4,70
6READINGWARD12-1,1,338,4,0,39
6READINGWARD12-3,0,472,4,11,88
6READINGWARD12-5,1,239,3,3,28
6READINGWARD13-1,2,115,0,2,24
6READINGWARD13-2,0,395,4,5,63
6READINGWARD13-5,2,500,4,5,101
6READINGWARD14-1,1,428,10,10,79
6READINGWARD14-4,3,480,6,10,103
6READINGWARD14-5,2,394,1,3,111
6READINGWARD14-6,1,345,6,11,104
6READINGWARD15-1,3,434,9,6,64
6READINGWARD15-2,2,748,10,7,86
6READINGWARD15-6,5,511,6,7,82
6READINGWARD15-7,1,393,2,12,143
6READINGWARD16-1,2,448,17,16,137
6READINGWARD16-2,1,297,4,5,76
6READINGWARD16-4,2,444,5,12,134
6READINGWARD16-5,1,272,7,9,157
6READINGWARD17-1,0,426,3,11,65
6READINGWARD17-2,3,251,3,8,87
6READINGWARD17-5,0,566,16,10,198
6READINGWARD17-7,0,427,7,17,205
6READINGWARD17-8,2,660,16,15,227
6READINGWARD18-1,5,494,7,19,304
6READINGWARD18-2,3,466,8,13,259
6READINGWARD18-3,2,333,6,14,168
6READINGWARD18-4,1,613,9,8,163
6READINGWARD19-1,2,563,5,9,169
6READINGWARD19-2,0,455,3,5,89
6READINGWARD2-1,2,327,3,1,39
6READINGWARD3-1,2,616,5,9,66
6READINGWARD3-2,4,457,2,8,76
6READINGWARD4-1,0,331,2,6,51
6READINGWARD5,2,203,2,4,38
6READINGWARD6-1,0,343,1,1,40
6READINGWARD6-3,1,854,8,6,81
6READINGWARD7,0,449,4,3,99
6READINGWARD8,4,550,5,8,107
6READINGWARD9-2,3,360,2,5,50
6READINGWARD9-5,1,358,5,9,88
6RICHMONDDISTRICT1,12,469,17,32,934
6ROBESONDISTRICT1,4,264,9,26,708
6ROBESONDISTRICT2,2,240,9,26,501
6ROBESONDISTRICT3,7,258,13,24,770
6ROBESONDISTRICT4,2,257,12,24,591
6ROBESONIADISTRICT1,12,342,5,29,580
6ROCKLANDPRECINCT1,4,330,11,30,672
6ROCKLANDPRECINCT2,7,319,8,29,595
6RUSCOMBMANORDISTRICT1,2,246,12,14,572
6RUSCOMBMANORDISTRICT2,5,406,12,36,865
6SHILLINGTONDISTRICT1,4,622,15,56,659
6SHILLINGTONDISTRICT2,7,576,23,56,600
6SHOEMAKERSVILLEDISTRICT1,2,179,4,30,410
6SINKINGSPRINGPRECINCT1,4,425,13,33,454
6SINKINGSPRINGPRECINCT2,3,338,8,27,452
6SOUTHHEIDELBERGPRECINCT1,4,389,14,32,722
6SOUTHHEIDELBERGPRECINCT2,6,544,8,43,831
6SOUTHHEIDELBERGPRECINCT3,5,403,9,56,707
6SPRINGDISTRICT1,7,448,6,31,599
6SPRINGDISTRICT10,7,586,8,38,559
6SPRINGDISTRICT11,4,418,11,36,605
6SPRINGDISTRICT12,5,329,11,27,728
6SPRINGDISTRICT13,2,487,7,33,552
6SPRINGDISTRICT2,5,526,20,48,535
6SPRINGDISTRICT3,3,406,20,42,524
6SPRINGDISTRICT4,9,605,13,40,554
6SPRINGDISTRICT5,6,543,14,35,701
6SPRINGDISTRICT6,5,490,4,33,564
6SPRINGDISTRICT7,1,426,6,29,455
6SPRINGDISTRICT8,1,480,5,24,575
6SPRINGDISTRICT9,0,345,11,30,393
6TULPEHOCKENDISTRICT1,6,154,8,30,657
6TULPEHOCKENDISTRICT2,1,45,2,11,241
6UNIONDISTRICT1,8,451,19,36,875
6UNIONDISTRICT2,1,143,6,12,311
6UPPERBERNDISTRICT1,6,186,5,14,647
6UPPERTULPEHOCKENDISTRICT1,6,167,9,13,650
6WASHINGTONPRECINCT1,6,344,13,27,674
6WASHINGTONPRECINCT2,7,315,6,38,709
6WERNERSVILLEDISTRICT1,7,522,19,38,731
6WESTREADINGDISTRICT1,6,501,14,36,270
6WESTREADINGDISTRICT3,3,501,17,32,327
6WINDSORDISTRICT1,13,317,12,43,925
6WOMELSDORFDISTRICT1,9,425,15,54,787
6WYOMISSINGDISTRICT1,3,726,14,30,583
6WYOMISSINGDISTRICT2,5,496,6,27,500
6WYOMISSINGDISTRICT3,4,383,3,15,490
6WYOMISSINGDISTRICT4,3,642,11,46,640
6WYOMISSINGDISTRICT5,9,686,18,44,764
7ALLEGHENYDISTRICT1,5,252,6,26,854
7ALLEGHENYDISTRICT2,1,222,5,20,813
7ALLEGHENYDISTRICT3,3,69,3,4,144
7ALLEGHENYDISTRICT4,0,117,2,6,396
