precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_HAWES,pri_dem_JUDD,pri_dem_LOCKE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_WILSON,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_GRAY,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP
ANDERSON13,65,0,0,0,0,1,18,0,8,33,0,250,1,1,1,1,15,0,57,0,158
ARMSTRONGMAIL,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,1,0,7
AUSTIN101,22,0,0,0,0,1,12,0,6,16,1,205,1,0,0,0,15,0,62,0,131
AUSTIN102,43,0,0,0,0,2,16,0,8,7,0,235,1,0,1,1,9,0,37,0,114
AUSTIN103,24,0,0,0,0,0,11,1,5,26,0,315,0,0,0,1,25,1,82,0,155
AUSTIN104,10,0,0,0,0,0,7,0,3,9,0,159,1,0,0,0,12,0,30,0,96
AUSTIN205,45,0,0,0,0,0,19,0,12,33,0,332,0,0,0,2,17,1,104,0,190
AUSTIN206,12,0,0,0,0,0,10,0,6,5,0,102,0,0,0,0,7,0,30,1,72
AUSTIN207,2,0,0,0,0,0,1,0,5,4,0,82,0,0,0,1,4,1,21,0,35
AUSTIN208,18,0,0,0,0,0,1,0,1,3,0,167,0,0,0,0,9,1,20,0,54
AUSTIN209,21,0,0,0,0,0,10,0,2,10,0,121,0,0,0,0,5,0,20,0,65
AUSTIN210,12,0,0,1,0,0,8,0,2,9,0,173,0,0,0,0,7,0,37,0,86
AUSTIN211,4,0,0,0,0,1,2,0,3,4,0,65,0,0,0,0,7,1,12,0,50
AUSTIN312,7,0,0,0,0,0,3,0,2,9,0,140,0,0,0,1,7,0,15,0,62
AUSTIN313,55,0,1,0,0,1,11,0,3,3,0,85,0,0,0,0,5,0,14,0,54
AUSTIN314,54,0,0,0,0,0,20,2,3,26,0,339,0,0,0,1,12,2,68,0,193
AUSTIN415,73,1,0,0,0,0,9,0,2,13,1,197,0,0,0,1,3,0,34,0,103
AUSTIN416,33,0,0,0,0,1,9,0,1,6,1,179,0,0,0,0,7,2,27,0,119
AUSTIN417,37,0,0,0,0,0,9,0,0,3,0,62,0,0,0,0,1,2,9,0,40
AUSTIN418,20,1,0,0,0,0,7,0,0,11,0,243,1,0,0,1,8,0,25,0,133
BAYLOREARLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEXAR5555,31,0,0,0,0,0,51,0,0,1,0,45,0,0,0,0,4,0,17,0,18
BEXAR6666,2,0,0,0,0,0,7,0,1,0,1,4,0,0,0,0,1,0,3,0,2
BEXAR7777,2,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BEXAR8888,4,0,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,1,0,0
BEXAR9999,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
BLANCO302 INCLUDES 303 & 304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE10 - 2B/4D/5A,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE11 - 2B/4D/5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE12 - 2B/4D/5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE13,0,0,0,0,0,0,0,0,0,2,0,27,1,0,0,2,1,0,2,0,22
BOWIE13 - 11/30,109,0,0,2,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE13 - 2B/4D/5A,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE14 - 2B/4D/5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE14/18,210,0,0,2,1,3,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE16/12/17,99,0,0,0,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE19/15,22,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE25/20/21/22/24,125,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE28/27/29,26,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE2A/1B,0,0,0,0,0,0,0,0,0,16,0,79,0,1,1,1,6,1,10,0,44
BOWIE30,0,0,0,0,0,0,0,0,6,25,1,238,0,0,1,8,5,0,45,0,147
BOWIE3B/2C,0,0,0,0,0,0,0,0,3,13,0,59,0,0,0,1,7,0,15,0,72
BOWIE4B/3A - 4C/4A/2D/5B,233,0,1,0,0,4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE6B - 5C/6A/10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE6B - 5C/6A/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE6B - 5C/6A/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE6B - 5C/6A/13,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE6B - 5C/6A/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE6B - 5C/6A/15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE6B - 5C/6A/16,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE6B - 5C/6A/17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE7 - 2B/4D/5A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE7/2B/4D/5A,0,0,0,0,0,0,0,0,10,86,1,480,1,0,0,13,33,0,146,0,328
BOWIE8 - 2B/4D/5A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWIE8B/8A,0,0,0,0,0,0,0,0,8,66,0,427,1,0,1,13,14,1,89,2,318
BOWIE9 - 2B/4D/5A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREWSTERPROVISIONAL,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2
CAMERON88,110,2,0,0,0,0,40,0,0,3,0,15,0,0,0,0,1,0,8,0,12
CAMERON89,174,7,1,0,0,0,67,0,2,1,0,9,0,0,0,0,0,0,7,0,14
CAMERON90,112,0,1,0,0,2,44,0,3,0,0,13,0,0,0,0,0,1,4,0,9
CAMERON91,509,11,0,0,0,4,223,3,4,11,0,86,1,0,0,0,3,1,54,0,59
CAMERON92,34,1,0,1,0,0,14,0,0,0,0,7,0,0,0,0,0,0,5,0,10
CAMERON93,440,18,1,0,1,7,215,0,6,6,0,59,1,1,1,0,3,2,60,0,64
CAMERON94,81,3,1,0,0,0,65,2,2,1,0,23,1,0,0,0,5,0,9,0,28
CHILDRESS101.0,6,0,0,0,0,0,4,0,2,12,0,106,0,6,0,1,1,0,22,0,75
CHILDRESS201.0,13,1,0,2,0,0,6,0,2,6,0,110,0,7,0,1,4,2,26,0,74
CHILDRESS301.0,13,0,0,0,0,0,13,0,0,19,0,96,0,10,0,1,6,0,19,0,52
CHILDRESS401.0,16,0,0,0,0,1,11,0,3,21,0,130,0,11,0,1,4,1,53,0,78
CHILDRESSNAN,54,1,0,2,0,1,34,0,7,59,0,444,0,34,0,4,17,3,122,0,285
CLAY1,19,0,0,0,0,2,10,0,5,26,2,138,0,0,0,1,9,1,36,0,91
CLAY10,2,0,0,0,0,0,2,0,0,5,0,68,0,0,0,0,3,0,11,0,24
CLAY11,8,0,0,0,0,1,9,0,2,22,0,173,0,0,0,0,7,0,24,2,93
CLAY12,1,0,0,0,0,0,2,0,1,2,0,65,0,0,0,1,2,1,16,0,33
CLAY13,8,0,0,0,0,0,4,0,0,3,0,39,0,0,0,0,1,1,2,0,13
CLAY14,4,0,0,0,0,0,1,1,0,1,0,52,0,0,0,0,0,0,10,0,13
CLAY15,13,0,0,0,0,1,1,0,0,3,0,73,0,0,0,0,6,0,12,0,46
CLAY17,17,0,0,0,0,0,13,1,1,22,0,151,0,0,1,0,8,0,43,0,103
CLAY20,6,0,0,0,0,0,3,0,1,6,0,114,0,0,0,1,8,0,20,0,49
CLAY24,4,0,0,0,0,0,1,0,4,11,0,65,0,0,0,1,2,0,7,0,44
CLAY26,3,0,0,0,0,0,2,0,1,8,0,35,0,0,0,0,0,0,2,1,27
CLAY27,2,0,0,0,0,0,3,0,2,13,0,76,0,0,0,0,2,1,15,0,61
CLAY32,0,0,0,0,0,0,1,0,1,9,0,56,0,0,0,0,0,0,18,0,33
CLAY6,11,0,0,0,0,0,6,0,1,11,1,70,0,0,0,1,3,0,22,0,62
CLAY8,10,0,0,0,0,0,2,1,5,23,0,151,1,0,1,2,12,2,38,1,99
CLAY9,12,0,0,0,0,0,5,0,5,9,2,102,1,0,0,0,9,1,26,0,53
DALLAM1,18,0,0,0,0,0,1,0,2,9,0,102,1,1,0,1,2,0,36,0,40
DALLAM2,16,1,0,0,0,0,2,0,2,7,1,85,0,0,0,0,3,0,35,0,22
DALLAM3,13,1,0,1,0,0,6,0,0,36,0,193,0,0,1,2,5,0,49,1,92
DALLAM4,4,0,0,0,0,0,9,0,2,25,1,164,1,0,0,0,6,0,64,1,91
DALLAMTOTAL,92,2,0,2,1,0,34,0,52,119,2,943,4,1,1,14,47,5,380,4,516
DALLAS1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DALLAS2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS3076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS3091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS3095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS3096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS4051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS4091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS4118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS4121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS4122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS4123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS4124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS4528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS4539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS4540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS4541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS4542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS4636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS4650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS4663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERATH20,17,1,0,1,0,1,14,0,0,8,1,180,0,0,0,2,5,0,33,0,117
ERATH21,25,0,0,0,0,0,13,0,8,16,0,185,0,0,0,3,7,1,30,0,142
FAYETTE10,5,0,0,0,0,0,12,0,1,6,0,108,0,0,0,0,7,0,36,1,77
FAYETTE11,17,0,0,0,0,0,11,0,1,7,0,79,1,0,0,0,11,1,24,0,56
FAYETTE12,25,0,0,1,0,0,8,0,3,2,0,70,0,0,0,0,1,1,19,0,42
FAYETTE13,18,0,0,0,0,0,11,0,1,8,0,98,1,0,0,1,3,0,18,0,61
FAYETTE14,3,0,0,0,0,0,1,0,0,3,0,64,0,0,0,0,2,0,8,1,37
FAYETTE15,11,0,0,0,0,0,7,0,0,5,0,53,0,0,0,0,0,0,17,0,56
FAYETTE16,62,2,0,1,2,2,25,0,3,17,0,263,0,0,0,1,8,0,81,0,161
FAYETTE17,7,0,0,0,0,0,11,0,0,2,0,100,0,0,0,0,13,0,18,0,76
FAYETTE1E,27,0,0,0,0,0,7,0,5,18,0,153,1,0,0,1,9,2,51,0,120
FAYETTE1N,108,0,2,0,0,2,54,0,9,22,0,313,0,0,0,2,19,2,101,0,203
FAYETTE1W,35,0,0,0,0,0,19,0,2,18,1,121,0,1,0,0,11,2,61,0,89
FAYETTE2,7,0,0,0,0,0,1,0,2,6,0,33,1,0,0,0,1,0,6,0,29
FAYETTE20,22,0,0,0,0,0,11,0,4,13,1,162,0,0,0,0,11,4,57,0,104
FAYETTE21,6,0,0,1,0,0,5,0,1,2,1,54,0,0,0,1,5,1,15,0,37
FAYETTE22,3,0,0,0,0,0,2,0,0,0,0,37,0,0,0,0,6,0,13,0,28
FAYETTE23,12,0,0,0,0,0,9,0,1,0,0,51,0,0,0,0,2,0,10,0,36
FAYETTE24,11,0,0,0,0,0,4,0,0,6,0,63,1,0,0,0,0,0,7,0,43
FAYETTE25,86,0,0,1,0,1,33,0,7,16,0,340,1,0,0,3,14,1,124,1,286
FAYETTE26,26,0,0,1,0,0,9,0,7,6,0,101,0,0,0,0,3,0,27,0,86
FAYETTE3,12,0,0,0,0,0,4,0,3,6,0,74,0,0,0,0,2,0,13,0,54
FAYETTE4,26,0,0,0,0,0,15,0,3,8,0,116,0,0,0,1,12,0,34,0,112
FAYETTE5,5,1,0,0,0,0,18,1,1,2,0,58,0,0,0,0,1,1,13,0,32
FAYETTE6,17,1,0,0,0,0,10,1,0,6,0,84,0,0,0,0,2,0,25,0,71
FAYETTE7,16,0,0,0,0,0,8,0,0,13,0,121,0,0,0,0,9,1,26,0,78
FAYETTE8,7,0,0,0,0,1,9,0,0,2,0,89,0,0,0,0,5,0,21,0,36
FAYETTE9,10,0,0,0,0,0,5,0,1,2,0,48,0,0,0,0,6,0,7,0,40
FISHER12,73,1,0,0,0,2,34,3,1,6,0,70,0,0,10,1,1,0,7,1,25
FORT BEND1001,130,0,1,0,0,0,40,0,14,12,2,245,0,0,1,2,43,0,117,0,172
FORT BEND1002,125,0,0,0,0,0,19,0,0,2,0,9,0,0,0,0,0,0,4,0,6
FORT BEND1003,209,1,0,0,1,1,45,0,2,3,0,50,0,0,1,2,3,0,18,0,29
FORT BEND1007,362,1,0,0,1,0,141,0,5,51,1,501,3,0,0,1,23,3,199,0,303
FORT BEND1008,31,0,0,0,0,0,9,0,0,10,0,113,0,0,0,0,5,0,21,0,94
FORT BEND1010,130,1,0,0,0,0,42,0,12,38,0,630,0,0,0,0,26,0,97,0,334
FORT BEND1012,156,0,0,0,0,0,35,1,8,12,0,198,0,0,0,2,7,1,69,0,97
FORT BEND1013,138,0,0,0,0,1,59,0,12,15,2,277,0,0,0,0,7,3,81,0,152
FORT BEND1015,46,0,0,0,0,0,9,0,6,13,0,200,0,0,0,0,5,1,26,1,87
FORT BEND1018,27,0,0,0,0,0,23,0,6,7,0,280,1,0,0,2,5,0,53,0,140
FORT BEND1021,17,0,0,0,0,0,13,0,2,6,0,189,0,0,0,0,4,1,27,0,79
FORT BEND1024,31,0,0,0,0,0,14,0,3,6,0,137,0,0,0,0,2,1,12,0,85
FORT BEND1025,240,1,1,1,0,0,94,0,16,18,3,465,0,0,0,2,13,0,131,0,222
FORT BEND1037,166,1,0,0,1,1,38,1,12,12,0,261,0,0,0,0,14,1,95,1,130
FORT BEND1040,174,2,0,1,0,0,26,0,5,5,0,40,0,0,0,0,3,0,16,0,24
FORT BEND1048,121,2,4,0,0,2,27,0,9,4,1,66,0,0,1,0,3,1,35,0,51
FORT BEND1054,21,0,0,0,0,0,5,0,0,2,0,49,0,0,1,0,0,0,4,0,27
FORT BEND1058,50,0,0,0,0,0,14,0,0,3,0,33,0,0,0,0,1,1,6,1,8
FORT BEND1067,185,0,2,0,0,0,65,0,0,14,0,162,3,0,0,1,12,1,72,0,97
FORT BEND1068,10,0,0,0,0,0,5,0,3,5,0,78,0,0,0,0,0,0,8,0,44
FORT BEND1072,1,0,0,0,0,0,1,0,1,0,0,21,0,0,0,0,2,0,7,0,11
FORT BEND1073,55,0,0,0,0,0,22,0,6,12,0,160,0,0,0,0,17,1,68,0,87
FORT BEND1074,229,1,0,0,0,0,79,0,3,13,2,264,0,0,1,1,3,2,84,0,116
FORT BEND1076,429,0,0,0,0,0,202,1,7,22,0,298,0,0,0,1,28,2,111,0,170
FORT BEND1085,175,0,0,0,0,1,69,1,4,20,1,255,0,0,0,0,10,2,86,0,142
FORT BEND1087,109,0,0,0,0,0,34,0,8,19,0,276,1,0,0,0,19,4,115,0,116
FORT BEND1094,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FORT BEND1097,322,0,1,0,0,1,128,0,4,19,0,405,1,0,0,1,53,2,207,1,214
FORT BEND1103,164,0,0,0,0,0,80,0,13,38,2,612,1,0,0,3,58,4,209,1,367
FORT BEND1109,76,0,0,0,0,0,19,0,1,3,0,82,0,1,0,0,6,1,26,0,35
FORT BEND1114,1084,3,4,1,0,0,181,3,1,8,1,66,0,0,0,0,2,0,25,0,29
FORT BEND1118,354,0,0,0,0,0,97,0,5,20,0,424,0,0,0,0,66,3,194,0,217
FORT BEND1120,160,0,0,0,0,1,76,0,5,25,4,438,0,0,1,2,68,2,205,0,249
FORT BEND1128,162,0,0,0,0,0,56,0,19,23,0,438,4,1,1,0,51,1,193,0,274
FORT BEND1134,303,0,0,0,0,0,82,0,1,8,0,115,0,0,0,0,6,0,53,0,61
FORT BEND1141,91,0,0,0,0,0,27,0,5,18,1,172,0,0,0,0,50,0,123,0,131
FORT BEND1152,85,1,0,0,0,0,18,1,1,14,0,153,0,0,0,1,6,2,45,0,96
FORT BEND2016,228,0,0,0,0,1,111,1,9,17,1,194,0,0,2,0,17,1,53,0,102
FORT BEND2017,564,0,0,1,0,0,91,1,1,2,0,13,0,0,0,0,4,1,5,0,2
FORT BEND2022,203,0,0,0,0,2,122,0,4,27,0,410,1,0,1,2,44,1,122,0,166
FORT BEND2023,331,0,1,0,0,1,50,1,0,1,0,31,0,0,0,1,0,1,14,0,13
FORT BEND2031,579,1,3,0,0,1,92,1,1,1,0,18,0,0,0,0,0,0,5,0,7
FORT BEND2033,196,0,0,0,0,0,42,0,2,6,0,53,0,0,0,0,7,0,38,0,25
FORT BEND2034,502,0,0,1,0,1,126,1,1,7,0,18,0,0,0,0,2,0,9,0,16
FORT BEND2036,236,0,1,0,0,0,36,1,0,0,0,12,0,0,1,0,2,0,4,0,4
FORT BEND2043,76,0,1,0,0,0,22,0,0,1,0,29,0,0,0,0,2,0,13,0,13
FORT BEND2050,720,0,0,0,1,0,121,1,0,7,0,8,0,0,0,0,1,0,7,0,15
FORT BEND2051,551,0,0,0,1,1,91,2,0,3,0,9,0,0,0,0,0,0,5,0,5
FORT BEND2052,541,1,0,1,0,1,87,0,0,1,0,13,0,0,0,0,2,1,3,0,11
FORT BEND2055,195,0,0,0,0,0,28,0,0,1,0,1,0,0,0,0,0,0,0,0,1
FORT BEND2056,73,0,0,0,0,1,15,0,0,6,0,25,0,0,0,0,1,0,10,0,12
FORT BEND2059,497,0,0,1,0,0,81,0,0,1,0,19,0,0,0,0,1,0,8,0,7
FORT BEND2060,268,0,0,0,0,0,70,1,2,3,0,69,0,0,0,1,4,1,19,0,54
FORT BEND2061,426,0,0,0,0,0,147,1,8,32,2,378,1,0,0,0,60,0,243,0,208
FORT BEND2066,424,0,0,0,0,1,93,0,1,8,0,100,0,0,0,0,6,0,44,0,56
FORT BEND2070,96,0,0,0,0,0,41,0,1,1,1,94,0,0,0,0,7,0,30,0,53
FORT BEND2075,328,1,0,0,0,0,56,0,0,2,0,19,0,0,0,0,1,0,5,0,18
FORT BEND2077,388,1,1,0,0,0,57,0,0,2,0,29,0,0,0,0,1,0,12,0,21
FORT BEND2078,54,0,0,0,0,0,16,0,0,2,0,10,0,0,0,0,0,0,7,0,9
FORT BEND2081,131,0,0,0,0,0,28,0,0,2,0,51,0,0,0,0,2,0,13,0,36
FORT BEND2088,326,2,0,0,0,2,101,0,7,8,0,97,0,0,0,1,5,1,39,0,48
FORT BEND2089,233,0,0,0,0,0,49,0,0,0,0,8,0,0,0,0,0,0,4,0,0
FORT BEND2090,70,0,0,0,0,0,23,0,3,2,0,79,0,0,0,0,13,1,37,0,65
FORT BEND2091,92,0,0,0,0,0,29,1,1,4,0,48,1,0,0,0,4,0,16,0,9
FORT BEND2092,96,0,0,0,0,1,30,0,3,4,0,62,0,0,1,0,6,0,10,0,32
FORT BEND2093,61,0,0,0,0,0,8,0,0,4,0,19,1,0,0,0,3,0,0,0,20
FORT BEND2096,176,0,1,0,0,1,102,1,1,5,1,87,0,0,0,0,17,1,43,0,37
FORT BEND2099,257,1,1,0,0,0,94,0,3,6,0,158,0,0,0,0,14,1,45,0,70
FORT BEND2100,246,0,0,0,0,1,55,0,3,10,0,97,0,0,0,0,7,1,39,0,76
FORT BEND2101,300,1,0,0,0,0,98,0,3,9,0,85,0,0,0,2,5,2,24,0,60
FORT BEND2106,280,0,1,0,0,0,105,0,2,5,1,113,0,0,0,0,8,1,51,0,52
FORT BEND2108,692,0,0,1,0,0,160,0,4,22,0,173,0,0,0,0,28,0,74,0,90
FORT BEND2112,32,2,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,7,0,3
FORT BEND2115,225,0,1,0,0,0,56,0,0,5,0,84,0,0,0,0,4,0,18,0,28
FORT BEND2116,555,1,0,0,0,0,73,0,0,3,1,11,0,0,0,0,1,0,6,0,10
FORT BEND2123,326,0,0,0,0,0,48,0,0,0,0,3,0,0,0,0,0,0,1,0,6
FORT BEND2136,66,0,0,0,0,0,12,0,2,1,0,17,0,0,0,0,0,0,7,0,5
FORT BEND2137,46,0,0,0,0,0,13,0,2,2,0,12,0,0,0,1,4,1,10,0,12
FORT BEND2138,55,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,1,0,4
FORT BEND2139,7,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
FORT BEND2151,260,0,0,0,0,0,52,0,0,7,0,140,0,0,0,0,7,1,51,0,83
FORT BEND3004,208,1,0,0,0,1,114,0,9,30,2,581,1,0,1,0,78,2,285,1,369
FORT BEND3005,223,1,0,0,0,0,98,1,9,56,0,851,4,0,0,0,62,2,293,0,421
FORT BEND3006,126,0,0,0,0,1,62,0,7,44,0,557,0,0,1,0,57,2,261,1,315
FORT BEND3009,130,0,0,0,0,0,55,0,13,22,0,440,2,0,0,1,88,2,221,0,321
FORT BEND3014,183,0,0,0,0,0,100,0,15,56,0,880,2,0,0,1,79,5,358,0,405
FORT BEND3019,16,0,0,0,0,0,8,0,1,15,0,149,0,0,0,0,15,1,26,0,73
FORT BEND3032,204,1,0,0,0,0,69,0,5,4,0,106,0,0,0,1,4,2,33,0,81
FORT BEND3038,181,0,0,0,0,0,81,1,9,33,3,474,0,0,1,0,51,6,250,0,251
FORT BEND3041,66,0,0,0,0,1,44,0,6,19,0,307,0,0,0,0,31,2,126,0,160
FORT BEND3053,0,0,0,0,0,0,0,0,1,1,0,50,0,0,0,0,0,0,12,0,24
FORT BEND3057,8,0,0,0,0,0,3,0,1,2,0,66,0,0,0,0,5,0,36,0,39
FORT BEND3063,92,0,0,0,0,0,58,0,8,36,2,528,1,0,0,1,35,3,151,0,317
FORT BEND3069,40,0,0,0,0,0,6,0,4,5,0,43,0,0,0,0,3,1,13,0,41
FORT BEND3083,259,0,1,0,0,1,91,0,3,16,0,205,0,0,0,1,20,2,94,0,111
FORT BEND3095,84,0,0,0,0,0,36,0,2,17,0,146,0,0,0,0,12,0,66,0,83
FORT BEND3098,159,0,0,0,0,1,79,0,3,6,0,138,0,0,0,1,4,1,30,0,81
FORT BEND3104,115,0,0,0,0,0,79,0,13,33,2,580,0,0,0,1,50,4,260,0,346
FORT BEND3113,363,0,0,0,1,0,94,1,1,9,0,75,0,0,0,0,6,0,30,0,30
FORT BEND3122,141,0,0,0,0,0,81,0,11,31,1,495,0,0,0,0,86,1,308,0,243
FORT BEND3130,152,0,0,0,0,0,104,0,9,31,2,450,0,0,0,1,34,1,171,1,200
FORT BEND3132,175,0,0,0,0,0,108,0,8,38,0,456,1,0,1,0,63,2,247,0,182
FORT BEND3133,125,0,1,0,0,0,75,0,4,25,0,406,1,0,0,0,72,2,276,0,183
FORT BEND3142,146,1,0,0,0,2,76,0,7,25,1,416,1,0,1,1,28,2,180,0,185
FORT BEND3143,251,0,0,0,0,0,117,0,4,43,0,657,1,0,0,0,79,9,328,0,334
FORT BEND3144,182,0,0,0,0,2,76,0,9,25,0,464,1,0,0,0,80,3,253,0,285
FORT BEND3145,65,0,0,0,0,0,55,0,1,6,0,201,0,0,0,0,23,1,93,0,99
FORT BEND3146,206,0,0,0,0,0,119,1,8,37,1,448,0,0,0,3,57,0,244,1,211
FORT BEND3148,123,0,0,0,0,1,58,0,9,42,0,607,0,0,0,0,44,4,225,0,270
FORT BEND3149,116,0,0,0,0,0,80,0,10,44,2,686,2,0,0,1,64,0,220,0,318
FORT BEND3150,391,0,0,0,0,0,176,0,2,16,1,237,1,0,0,0,21,0,104,0,120
FORT BEND4011,99,0,0,1,0,0,21,0,4,14,0,197,2,0,0,0,23,2,91,0,97
FORT BEND4020,110,0,0,0,0,1,74,0,8,32,0,440,1,0,0,1,29,7,152,0,193
FORT BEND4026,191,0,0,0,0,0,92,1,8,26,0,349,0,0,1,1,54,1,153,1,144
FORT BEND4027,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORT BEND4028,257,1,0,1,0,2,76,0,4,17,0,207,0,0,0,0,27,3,114,1,174
