precinct,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_WRITE-INS,gen_lib_JOHNSON,gen_rep_TRUMP,gen_rep_VOTES,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_PLEDGE,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,pri_rep_UNCOMMITTED,pri_rep_VOTES,gen_total,rep_pri_total,dem_pri_total
COOSA_ABSENTEE,44,1,0,4,121,1,5,0,0,0,1,1,0,13,0,0,0,0,0,0,6,0,13,0,0,171,34,5
COOSA_COURTHOUSE BOX 10,142,1,2,8,411,2,75,0,1,14,0,33,0,69,0,0,2,2,0,0,27,1,146,6,3,566,289,90
COOSA_HANOVER BOX 3,33,3,0,1,187,4,19,0,0,5,1,8,0,28,0,0,0,2,0,0,12,0,82,2,1,228,136,24
COOSA_MARBLE VALLEY FIRE BOX 18,12,1,2,1,118,1,3,0,0,4,0,4,0,10,1,0,0,3,0,0,7,0,43,0,1,135,69,7
COOSA_OLD RAILROAD DEPOT BOX 1,665,6,4,5,201,2,411,1,3,27,1,15,0,32,1,0,0,4,0,0,16,0,55,4,3,883,131,442
COOSA_PROVISIONAL,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
COOSA_RICHVILLE FIRE BOX 13,26,0,3,1,219,3,14,0,0,5,1,12,0,38,0,0,0,10,0,0,24,0,89,0,0,252,174,19
COVINGTON_ABSENTEE,86,1,6,7,631,2,12,0,0,3,6,21,0,33,1,0,0,18,1,0,43,1,104,12,9,733,249,15
COVINGTON_ANDALUSIA KIWANIS FAIR BD,1014,13,22,61,2773,27,317,0,2,69,19,330,2,381,1,3,11,118,4,0,390,2,966,55,52,3910,2334,388
COVINGTON_BABBIE FIRE,18,2,2,5,441,1,6,0,0,4,0,38,1,75,0,0,0,6,0,0,30,0,159,1,4,469,314,10
COVINGTON_BEULAH VOTING HOUSE,15,0,1,2,264,1,3,0,1,3,3,21,0,39,0,1,0,6,1,0,17,0,97,1,3,283,189,7
COVINGTON_BLUE SPRINGS HORN HILL,17,0,1,4,327,3,5,0,1,3,0,21,2,40,0,0,0,7,0,0,19,0,128,3,3,352,223,9
COVINGTON_BUCK CREEK FIRE,21,1,0,2,339,0,6,0,0,5,1,40,0,44,0,1,0,1,0,0,20,0,144,3,7,363,261,11
COVINGTON_CAROLINA CITY HALL,20,0,0,1,454,1,2,0,0,3,3,78,0,45,1,0,4,10,0,0,44,0,155,4,6,476,350,5
COVINGTON_GANTT CITY HALL,84,1,3,6,502,3,33,0,0,8,6,35,0,61,0,0,1,10,2,0,39,0,223,2,9,599,388,41
COVINGTON_HARMONY,14,0,1,4,319,2,0,0,0,2,2,28,0,54,0,0,0,10,1,0,29,0,104,3,4,340,235,2
COVINGTON_HEATH CITY HALL,37,1,3,3,384,3,12,0,0,4,1,47,0,52,0,0,0,4,0,0,52,0,141,7,5,431,309,16
COVINGTON_HOPEWELL,13,0,3,4,216,0,0,0,0,6,2,19,1,36,0,0,1,4,0,0,17,0,76,1,4,236,161,6
COVINGTON_LIBERTYVILLE CITY HALL,9,2,0,3,238,0,2,0,0,1,2,11,0,36,0,0,1,4,1,0,21,0,119,3,2,252,200,3
COVINGTON_LOANGO FIRE DEPARTMENT,28,0,1,3,223,4,5,0,0,2,1,14,1,21,0,0,3,1,1,0,20,0,96,1,5,259,164,7
COVINGTON_LOCKHART CITY HALL,65,3,5,2,310,3,19,0,0,7,2,32,1,33,0,0,0,4,0,0,28,1,127,6,2,388,236,26
COVINGTON_MARVIN ODOMS PLACE,13,2,0,5,112,0,5,0,0,4,0,7,2,17,1,0,0,6,0,0,11,0,35,0,0,132,79,9
COVINGTON_PLEASANT HOME/CATOE'S,7,0,0,2,123,0,1,0,0,2,3,9,0,22,0,0,1,2,0,0,14,0,48,2,1,132,102,3
COVINGTON_RED LEVEL FIRE DEPARTMENT,34,0,1,1,368,2,8,0,0,11,0,43,1,41,0,0,2,5,0,0,23,0,137,3,9,406,264,19
COVINGTON_RED OAK,15,0,1,2,227,0,3,0,0,1,0,19,0,25,0,0,1,9,0,0,13,0,125,6,12,245,210,4
COVINGTON_RIVER FALLS CITY HALL,122,0,1,1,234,3,56,0,0,6,2,37,0,16,0,0,0,6,0,0,11,0,97,13,7,361,189,62
COVINGTON_SANFORD CITY HALL,15,0,1,3,463,5,4,0,0,2,2,37,1,82,0,0,2,9,1,0,30,0,189,3,5,487,361,6
COVINGTON_STRAUGHN (AG BUILDING),30,0,1,7,554,1,6,1,0,2,3,73,0,83,0,0,1,16,0,0,55,0,161,8,3,593,403,9
COVINGTON_UNION GROVE FIRE,33,0,0,2,267,2,6,2,0,3,3,19,0,41,0,0,0,8,0,0,19,1,89,1,4,304,185,11
COVINGTON_WING FIRE DEPARTMENT,25,0,1,0,169,0,4,0,0,2,0,14,0,22,0,0,1,5,0,0,5,0,63,1,2,195,113,6
CRENSHAW_ABSENTEE,42,0,1,2,160,1,5,0,0,3,2,4,0,7,0,0,0,4,1,0,1,0,13,0,0,206,32,8
CRENSHAW_BUSH'S GROCERY,11,0,0,1,42,1,8,0,0,1,0,0,0,4,0,0,0,2,0,0,1,0,20,0,2,55,29,9
CRENSHAW_COUNTY COURTHOUSE,172,2,1,10,682,8,71,1,0,24,3,43,1,103,1,1,0,13,1,0,59,1,213,7,3,875,449,96
CRENSHAW_DANIELVILLE SCHOOL HOUSE,24,1,0,2,245,6,17,0,0,3,0,16,1,20,0,0,0,2,0,0,9,0,102,2,0,278,152,20
CRENSHAW_DOZIER CITY HALL,72,1,0,3,176,1,49,0,0,5,0,10,0,18,0,0,0,2,0,0,13,0,63,0,0,253,106,54
CRENSHAW_GLENWOOD CITY HALL,45,0,1,3,140,1,25,0,0,2,0,11,0,23,0,0,0,3,0,0,3,0,51,1,1,190,93,27
CRENSHAW_HARBIN FARM CENTER,333,0,1,2,192,2,191,1,3,7,0,7,0,15,0,0,0,4,0,0,11,0,40,4,0,530,81,202
CRENSHAW_HIGHLAND HOME NEW FIRE,47,1,0,7,392,4,15,0,0,8,1,37,2,51,0,0,0,5,0,0,21,0,129,1,1,451,248,23
CRENSHAW_LILLER'S STORE,15,1,1,1,189,5,7,0,0,3,1,8,0,28,0,1,1,4,0,0,11,0,66,0,0,212,120,10
CRENSHAW_PLEASANT HOME SCHOOL,35,0,1,2,77,1,17,0,0,0,0,3,0,13,0,0,0,0,0,0,5,0,15,0,0,116,36,17
CRENSHAW_PROVISIONAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CRENSHAW_VFD HONORAVILLE,25,1,0,5,221,1,12,0,0,5,0,13,0,26,0,0,0,2,0,0,4,1,72,0,1,253,119,17
CRENSHAW_WEEDS STORE BRANTLEY,21,0,0,2,213,1,12,0,0,3,0,11,0,37,0,0,0,0,0,0,8,0,84,0,1,237,141,15
CULLMAN_ABSENTEE,227,7,22,26,1027,7,11,0,1,18,9,21,0,37,2,0,2,12,0,0,53,0,121,6,2,1316,265,30
CULLMAN_BALDWIN COMMUNITY CENTER,35,0,1,6,421,4,11,0,0,9,0,29,0,76,0,0,0,4,1,0,39,0,145,1,1,467,296,20
CULLMAN_BEAT 8 COMMUNITY CENTER,15,1,0,2,221,3,10,0,0,2,1,9,0,22,0,0,0,1,0,0,16,0,69,1,0,242,119,12
CULLMAN_BERLIN COMMUNITY CENTER,69,3,6,19,744,9,27,0,0,9,1,74,0,92,1,1,2,13,0,0,62,1,255,3,3,850,508,36
CULLMAN_BETHEL COMMUNITY CENTER,31,1,3,6,321,2,5,0,1,10,0,25,2,59,0,0,1,5,0,0,16,0,103,6,5,364,222,16
CULLMAN_BOLTE-WHITE GROVE CHURCH,44,1,2,17,472,3,15,0,1,8,1,29,1,49,0,0,1,7,2,0,43,0,144,4,2,539,283,24
CULLMAN_COLONY TOWN HALL,189,2,1,5,97,3,104,0,0,7,1,4,0,12,0,0,0,0,0,0,4,0,28,3,0,297,52,111
CULLMAN_COURT HOUSE CONF ROOM,73,3,10,11,618,2,16,0,0,16,2,44,0,74,0,0,0,13,1,0,71,1,185,3,3,717,397,32
CULLMAN_CULLMAN CITY HALL,135,3,14,32,854,3,26,0,0,27,2,76,0,102,0,0,0,22,1,0,90,0,255,6,1,1041,555,53
CULLMAN_CULLMAN CIVIC CENTER,478,20,32,89,3077,26,128,2,1,90,9,240,1,388,1,0,7,83,4,0,346,3,934,18,10,3722,2044,221
CULLMAN_CULLMAN CO OFFICE BLDG BA,148,5,11,35,1046,2,37,0,0,26,1,89,1,122,0,0,1,37,0,0,179,2,257,11,5,1247,705,63
CULLMAN_DODGE CITY TOWN HALL,38,4,1,12,558,2,12,0,0,8,2,51,0,66,1,0,0,4,1,0,46,1,209,3,1,615,385,20
CULLMAN_GARDEN CITY TOWN HALL,44,0,6,9,464,3,16,0,0,10,1,13,0,81,0,0,1,2,1,0,40,0,148,1,1,526,289,26
CULLMAN_GOOD HOPE CITY HALL,116,6,5,19,1084,3,32,0,1,31,4,102,0,108,0,0,4,20,2,0,87,0,366,3,4,1233,700,64
CULLMAN_HANCEVILLE CITY HALL,143,1,7,26,1017,5,53,1,1,26,1,63,1,151,0,0,2,9,0,0,53,2,292,9,4,1199,587,81
CULLMAN_KELLEY COMMUNITY CENTER,93,0,7,16,765,7,28,0,0,19,0,48,1,109,0,0,2,24,2,0,106,1,253,12,4,888,562,47
CULLMAN_PROVISIONAL,3,0,0,0,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
CULLMAN_SIMCOE COMMUNITY CENTER,46,1,7,11,596,5,13,0,0,10,1,45,2,74,0,0,0,4,0,0,64,1,210,4,2,666,407,23
CULLMAN_STOUTS MOUNTAIN CHURCH,19,1,2,3,139,4,10,0,0,6,0,6,0,34,0,0,1,0,0,0,7,0,48,0,1,168,97,16
CULLMAN_TRIMBLE FIRE STATION,46,2,5,13,481,1,24,0,0,10,0,34,0,63,0,0,5,16,0,0,23,0,192,2,2,548,337,34
CULLMAN_WALTER COMMUNITY CENTER,54,0,3,11,550,1,19,0,0,15,2,51,0,69,0,0,0,5,2,0,27,1,198,5,0,619,360,34
CULLMAN_WELTI MT_ ZION CHURCH,44,0,1,7,285,3,17,0,0,3,3,29,2,35,0,0,2,2,1,0,32,0,88,1,0,340,195,20
DALE_ABSENTEE,180,1,10,22,613,2,5,0,0,3,4,12,1,40,0,0,4,7,0,0,22,0,61,8,55,828,214,8
DALE_ARITON CITY HALL,82,1,1,7,479,11,35,1,1,4,1,59,1,89,0,1,10,5,0,0,35,1,169,5,9,581,385,41
DALE_BERTHA VOTING HALL,22,0,2,3,228,0,8,0,0,1,2,29,0,41,1,0,0,5,2,0,18,0,77,4,2,255,181,9
DALE_CLAYHATCHEE COMM_ HOUSE,53,3,4,8,376,2,18,0,0,16,1,31,1,62,0,0,0,16,0,0,34,1,119,0,1,446,266,34
DALE_CLOPTON COMMUNITY HOUSE,16,0,1,2,127,1,1,0,0,1,0,15,0,23,1,0,0,3,0,0,10,0,40,2,2,147,96,2
DALE_DALEVILLE CULTURAL & CONV,566,9,16,49,1147,10,190,1,3,82,9,68,0,139,2,0,5,30,2,0,94,2,350,23,4,1797,728,276
DALE_ECHO FIRE/RESCUE COMM_,47,0,1,9,801,4,11,0,0,4,5,86,0,149,0,0,3,14,2,0,72,0,283,8,5,862,627,15
DALE_EWELL FIRE STATION,195,2,7,9,841,9,104,0,1,15,1,68,0,149,0,1,4,14,3,0,64,0,276,10,13,1063,603,120
DALE_LEVEL PLAINS COMM_ CENTER,410,9,9,28,1043,8,120,0,1,51,4,82,4,164,0,0,1,20,3,0,99,0,251,6,1,1507,635,172
DALE_MARLEY MILL FORESTRY,184,1,5,10,750,6,73,0,0,21,2,64,0,87,1,0,2,23,2,0,94,0,260,11,3,956,549,94
DALE_MIDLAND CITY VOTING HALL,282,3,2,17,559,4,99,0,1,23,1,48,1,74,0,0,1,5,2,0,35,0,166,8,6,867,347,123
DALE_NEWTON TOWN HALL,125,2,4,10,789,2,44,0,0,20,4,58,0,109,0,1,6,13,1,0,63,0,253,9,4,932,521,64
DALE_OZARK CIVIC CENTER,1704,15,31,111,3039,29,692,1,1,127,17,258,2,445,4,0,12,126,7,0,306,0,972,61,32,4929,2242,821
DALE_PINCKARD TOWN HALL,142,3,4,20,939,2,48,0,0,16,2,72,0,126,0,0,2,16,1,0,72,0,246,14,2,1110,553,64
DALE_PROVISIONAL,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
DALE_ROCKY HD COMMUNITY HOUSE,35,0,6,8,557,4,10,0,0,1,1,69,1,85,0,0,1,9,3,0,57,1,205,4,8,610,444,11
DALE_ROCKY HEAD FT RUCKER ELEM,74,3,7,20,154,0,4,0,0,8,0,9,0,10,0,0,0,1,0,0,10,0,13,0,0,258,43,12
DALE_SKIPPERVILLE VOTING HALL,80,2,3,6,491,3,23,0,1,5,0,52,0,69,0,0,2,11,1,0,46,0,180,9,8,585,378,29
DALE_SYLVAN GROVE VOTING HALL,18,0,1,0,165,0,7,0,0,2,0,11,0,35,0,0,0,0,0,0,16,0,39,5,2,184,108,9
DALLAS_ABSENTEE,554,1,0,1,299,8,319,2,2,43,2,0,0,6,0,0,0,2,0,0,2,0,9,25,17,863,63,366
DALLAS_BROAD STREET FIRE STATION,556,0,1,4,8,7,381,1,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,576,4,397
DALLAS_CAHABA ROAD FIRE STATION,744,1,3,7,289,5,465,5,9,122,0,5,0,5,0,0,3,1,0,0,3,0,23,53,86,1049,179,601
DALLAS_CARLOWVILLE MINTER VFD,171,0,0,0,58,0,128,1,1,18,0,0,0,2,0,0,0,0,0,0,1,0,14,7,10,229,34,148
DALLAS_CHRISTIAN OUTREACH ALLNCE,519,2,2,7,93,2,301,3,6,74,0,4,0,5,0,0,1,0,0,0,1,0,7,17,19,625,54,384
DALLAS_DALLAS COUNTY COURTHOUSE,175,0,2,2,99,2,92,3,7,50,0,0,0,0,0,0,0,0,0,0,1,0,4,26,18,280,49,152
DALLAS_EASTEND FIRE STATION,587,0,2,1,8,1,427,0,2,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,599,5,444
DALLAS_GOOD HOPE CHURCH,27,0,0,0,49,0,22,0,2,11,0,0,0,1,0,0,0,0,0,0,1,0,4,4,17,76,27,35
DALLAS_MEMORIAL STADIUM,209,1,5,13,409,6,124,1,18,130,0,2,0,2,0,0,0,3,0,0,5,1,17,95,103,643,228,273
DALLAS_OLD NATIONAL GUARD ARMORY,341,3,1,5,485,10,193,5,13,129,0,2,0,7,0,0,0,2,0,0,4,0,25,86,124,845,250,340
DALLAS_PLANTERSVILLE VFD,132,0,2,5,182,1,67,1,4,34,1,2,0,14,0,0,0,1,0,0,2,0,22,19,16,322,77,106
DALLAS_PROVISIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS_QUEEN OF PEACE SCHOOL,368,1,0,0,38,0,246,1,1,24,0,0,0,3,0,0,0,0,0,0,1,0,6,10,10,407,30,272
DALLAS_SELMA MALL,481,0,1,3,33,5,290,0,1,15,0,2,0,0,0,0,0,0,0,0,0,0,4,4,8,523,18,306
DALLAS_SELMONT WATER WORKS,349,1,2,0,64,6,207,1,0,19,0,0,0,2,0,0,0,0,0,0,2,0,9,9,13,422,35,227
DALLAS_SUMMERFIELD VFD,138,2,0,4,382,5,89,5,10,73,0,3,0,19,0,0,0,0,0,0,9,0,49,62,46,531,188,177
DALLAS_TIPTON SCHOOL,1577,0,2,8,78,7,1137,2,7,50,0,2,0,7,0,0,0,1,0,0,1,0,11,4,18,1672,44,1196
DALLAS_UNION NEW NATL GRD ARMORY,245,0,2,4,532,6,175,6,16,130,0,5,0,20,0,0,1,0,0,0,6,0,54,79,80,789,245,327
DALLAS_UNION OLD NATL GRD ARMORY,486,2,3,11,554,6,353,5,15,161,2,1,0,19,0,0,0,2,0,0,5,0,43,124,118,1062,314,534
DEKALB_ABSENTEE,190,2,11,10,711,11,27,1,0,10,1,16,0,44,0,1,1,4,0,0,67,0,130,2,27,935,293,38
DEKALB_ANTIOCH - BARRY'S BBQ,12,0,0,1,87,1,5,0,0,3,1,11,0,16,0,0,2,0,0,0,11,0,32,2,4,101,79,8
DEKALB_CARTERSVILLE FIRE HALL,72,3,0,12,466,6,35,0,1,9,3,36,0,53,0,0,1,8,0,0,65,0,139,6,1,559,312,45
DEKALB_COPELAND BRG-LIBERTY HILL,35,1,1,6,203,2,16,0,0,4,0,5,0,13,0,0,0,2,0,0,12,0,32,1,1,248,66,20
DEKALB_DOGTOWN MASONIC LODGE,58,1,5,14,554,2,19,1,0,8,2,27,1,67,1,0,1,10,0,0,60,0,155,6,3,634,333,28
DEKALB_EAST HIGHLAND PCT 112,11,0,2,4,91,0,7,0,0,0,0,5,0,3,0,0,0,2,0,0,21,0,31,0,1,108,63,7
DEKALB_EAST HIGHLAND PCT 304,45,3,1,5,342,1,11,0,0,14,2,18,0,21,0,0,1,8,0,0,42,0,122,1,2,397,217,25
DEKALB_FORT PAYNE SENIOR CITIZEN 1,121,5,4,12,464,1,82,1,1,26,2,26,0,45,0,0,0,17,0,0,81,0,156,1,0,607,328,110
DEKALB_FORT PAYNE SENIOR CITIZEN 2,85,4,0,6,207,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,305,12,1
DEKALB_FYFFE SENIOR CENTER,80,2,2,4,431,5,27,0,0,11,5,32,0,44,0,0,1,4,0,0,75,0,138,4,0,524,303,38
DEKALB_GERALDINE 1ST BAPTIST,118,5,3,11,752,10,40,0,0,21,1,37,1,90,0,0,1,5,1,0,122,0,198,6,7,899,469,61
DEKALB_GROVE OAK CLUB HOUSE,120,8,8,22,784,12,28,0,2,15,0,24,0,43,0,0,1,6,1,0,46,0,122,6,5,954,254,45
DEKALB_HAMMONDVILLE FIRE STATION,72,4,8,10,320,5,17,0,1,10,0,34,0,21,1,0,0,2,0,0,46,1,97,7,0,419,209,28
DEKALB_HIGH POINT CHURCH,67,3,11,10,446,2,19,0,0,7,1,18,0,52,0,0,1,7,2,0,72,0,145,2,2,539,302,26
DEKALB_IDER SENIOR CENTER,147,3,4,13,919,7,40,0,0,23,4,82,1,91,0,0,3,16,2,0,134,0,274,8,14,1093,629,63
DEKALB_KILPATRICK - FIRE STATION,103,6,2,10,327,9,15,0,0,16,0,16,0,33,0,0,0,4,0,0,24,0,92,4,4,457,177,31
DEKALB_LEBANON CHAPEL,33,5,1,5,88,2,14,0,0,5,0,15,1,15,1,0,1,1,0,0,26,0,71,2,2,134,135,19
DEKALB_MENTONE TOWN HALL,170,11,6,15,679,10,61,0,2,44,1,47,0,67,1,0,1,20,0,0,82,0,200,8,0,891,427,107
DEKALB_PAYNE GAP CHURCH,28,1,3,6,353,2,3,0,1,10,0,16,0,36,1,0,0,3,0,0,20,1,112,4,2,393,195,14
DEKALB_PEA RIDGE CHURCH,23,1,1,2,228,2,12,1,1,6,0,21,0,29,0,0,1,4,1,0,29,0,51,2,1,257,139,20
DEKALB_PINE RIDGE COMM PCT 309,10,0,0,2,104,0,3,0,0,5,0,5,0,6,0,0,1,0,0,0,19,0,27,0,0,116,58,8
DEKALB_PINE RIDGE COMM PCT 410,13,1,1,3,92,3,3,0,0,0,1,6,0,12,0,0,0,4,0,0,9,0,28,0,2,113,62,3
DEKALB_POWELL PARK PAVILLION,85,4,2,9,409,5,37,0,0,13,2,31,0,35,0,0,0,6,1,0,55,0,118,3,9,514,260,50
DEKALB_PROVISIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEKALB_RAINSVILLE 1,123,8,7,17,1013,17,44,0,2,22,1,73,0,121,0,0,4,12,2,0,173,1,350,5,18,1185,760,68
DEKALB_RAINSVILLE 2,131,8,18,19,1070,11,36,0,1,8,3,84,2,124,0,1,3,14,2,0,155,0,304,12,18,1257,722,45
DEKALB_SENIOR CITIZEN FIVE POINT,45,1,7,9,412,0,12,0,0,11,0,13,0,44,0,0,0,9,0,0,39,0,123,7,2,474,237,23
DEKALB_SHILOH TOWN HALL,20,1,0,1,179,2,13,0,0,2,2,16,0,21,0,1,0,3,0,0,38,0,62,1,1,203,145,15
DEKALB_SYLVANIA TOWN HALL,118,1,5,27,976,16,39,1,1,30,1,51,1,112,0,1,6,16,3,0,118,0,285,9,9,1143,612,71
DEKALB_VALLEY HEAD TOWN HALL,53,4,3,8,237,3,27,0,1,10,1,20,0,17,0,0,1,9,1,0,20,0,60,6,2,308,137,38
DEKALB_VFW HALL LOBBY 1,172,10,12,17,468,4,66,0,1,61,0,25,0,28,0,0,3,8,0,0,32,0,71,4,0,683,171,128
DEKALB_VFW HALL LOBBY 2,71,1,6,1,211,3,14,0,0,6,0,19,0,36,0,1,0,6,0,0,41,0,90,3,2,293,198,20
DEKALB_WILLS VALLEY REC CENTER 1,204,6,6,17,884,6,17,0,0,7,0,18,0,10,0,0,1,8,0,0,28,0,49,0,0,1123,114,24
DEKALB_WILLS VALLEY REC CENTER 2,34,3,0,3,214,0,64,0,1,27,1,44,0,84,0,0,2,21,0,0,191,0,265,2,6,254,616,92
ELMORE_BLUE RIDGE BAPTIST,131,3,12,29,801,8,39,0,0,19,3,75,0,134,0,0,0,43,2,0,115,0,289,7,2,984,670,58
ELMORE_COOSADA TOWN HALL,322,2,3,10,402,4,150,1,0,12,2,47,1,40,0,0,0,6,0,0,36,2,126,4,1,743,265,163
ELMORE_CRENSHAW PARK,335,1,2,8,190,9,155,0,0,23,0,17,0,22,0,0,0,2,1,0,8,0,53,4,2,545,109,178
ELMORE_ECLECTIC METHODIST CHURCH,222,0,5,15,623,14,99,0,0,15,4,67,1,59,0,1,1,10,3,0,44,0,230,10,3,879,433,114
ELMORE_GOD'S CONGREGATION CHURCH,170,0,0,6,31,0,105,1,1,9,0,3,0,1,0,0,0,0,0,0,2,0,7,1,0,207,14,116
ELMORE_MULDER METHODIST,773,16,56,97,3091,17,273,1,0,80,10,362,0,422,1,0,7,101,4,0,409,1,1014,22,8,4050,2361,354
ELMORE_NEW HOME BAPTIST CHURCH,253,8,5,14,848,3,93,0,1,20,3,92,0,92,0,0,0,16,1,0,39,0,286,4,0,1131,533,114
ELMORE_NEW HOPE BAPTIST,32,2,3,5,660,5,8,0,0,7,5,68,0,52,0,0,6,5,0,0,45,0,260,4,3,707,448,15
ELMORE_ROCK SPRINGS VOTING HOUSE,107,1,5,3,351,7,48,0,0,8,1,38,0,48,0,0,0,4,1,0,37,0,127,3,3,474,262,56
ELMORE_RUSHENVILLE BAPTIST,55,1,9,14,688,3,20,0,1,5,1,87,0,96,0,0,1,5,1,0,62,0,211,2,0,770,466,26
ELMORE_TALLAWEKA BAPTIST CHURCH,259,3,10,29,1247,16,100,0,0,24,7,123,2,133,0,0,2,31,6,0,110,1,442,6,8,1564,871,124
ELMORE_VICTORY BAPTIST,487,9,21,29,1414,12,167,0,1,54,5,154,0,192,0,2,6,32,1,0,123,0,375,9,3,1972,902,222
ESCAMBIA_1ST UNITED METHODIST,135,0,6,18,466,2,53,0,0,15,0,29,0,51,0,0,0,15,1,0,60,1,146,5,3,627,311,68
ESCAMBIA_ABSENTEE,212,2,8,15,799,6,15,0,0,1,3,4,1,9,0,0,0,1,0,0,8,0,24,3,3,1042,56,16
ESCAMBIA_ALCO J_D_ JC MUSEUM,198,2,2,4,239,3,73,0,0,11,2,12,0,18,1,1,1,3,0,0,31,0,71,3,0,448,143,84
ESCAMBIA_APPLETON VOL_ FIRE,40,6,5,9,467,1,9,0,0,4,1,21,0,56,0,0,4,3,2,0,23,0,135,1,1,528,247,13
ESCAMBIA_ATMORE CITY HALL,819,1,2,2,23,6,390,1,0,15,0,2,0,1,0,0,0,0,0,0,1,0,7,2,1,853,14,406
ESCAMBIA_ATMORE PUBLIC LIBRARY,346,6,6,18,796,26,150,0,0,24,0,58,0,108,0,0,1,17,3,0,86,1,283,12,3,1198,572,174
ESCAMBIA_BARNETTS CROSSROADS/ROBIN,5,0,1,1,127,0,3,0,0,0,0,15,0,15,0,0,0,0,0,0,12,0,50,1,0,134,93,3
ESCAMBIA_BETHEL ROBERTS VOTING,7,0,0,1,81,2,4,0,0,2,0,7,0,6,0,0,0,2,0,0,6,0,21,1,0,91,43,6
ESCAMBIA_BRADLEY VOL_ FIRE DEPT_,3,1,0,1,64,1,0,0,0,0,0,3,2,10,0,0,0,1,0,0,6,0,16,0,0,70,38,0
ESCAMBIA_BREWTON CIVIC CENTER,1056,7,23,39,1630,26,520,1,0,57,2,139,0,183,1,0,7,85,1,0,252,0,391,18,13,2781,1092,578
ESCAMBIA_CANOE CIVIC CLUB,33,0,0,10,295,5,8,0,0,3,3,15,1,26,0,0,0,3,1,0,32,0,121,0,2,343,204,11
ESCAMBIA_COUNTY HWY_ DEPT_,134,0,0,1,110,0,61,0,0,3,2,2,0,7,0,0,0,1,0,0,9,0,39,1,1,245,62,64
ESCAMBIA_DAMASCUS BOYKIN SCHOOL,129,0,0,1,162,1,82,0,0,6,0,6,0,16,0,0,1,1,0,0,15,0,28,0,2,293,69,88
ESCAMBIA_DIXIE VOL_ FIRE DEPT_,6,0,0,0,37,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,21,0,0,43,26,5
ESCAMBIA_EAST BREWTON SAIL SITE,351,1,6,16,719,5,126,0,0,17,0,44,1,79,0,0,1,10,2,0,73,1,199,1,6,1098,417,143
ESCAMBIA_FLOMATON COMMUNITY HOUSE,99,0,1,7,295,5,41,0,0,8,1,16,0,25,0,0,2,6,0,0,36,0,77,1,1,407,165,49
ESCAMBIA_HUXFORD MASONIC LODGE,8,1,1,3,218,1,1,0,0,2,1,12,0,22,0,0,1,1,0,0,21,0,77,3,1,232,139,3
ESCAMBIA_LITTLE ESCAMBIA VOTING,21,0,0,5,338,2,3,0,0,8,0,17,0,32,0,0,0,4,0,0,12,0,96,0,5,366,166,11
ESCAMBIA_LITTLE ROCK STORE,6,0,0,1,118,0,1,0,0,0,0,5,0,9,0,0,2,0,1,0,7,0,53,0,0,125,77,1
ESCAMBIA_MCCALL SCHOOL,25,0,0,5,617,3,10,0,0,3,0,37,0,58,0,0,0,7,0,0,57,0,176,1,2,650,338,13
ESCAMBIA_MCCULLOUGH VOL_ FIRE DEPT,68,0,1,2,248,0,23,1,0,3,3,12,0,20,0,0,0,3,0,0,35,0,83,1,0,319,157,27
ESCAMBIA_NEW ORDER MISSIONARY BAPT,622,1,6,5,390,3,308,0,0,19,0,25,0,31,0,0,0,3,0,0,42,0,126,1,3,1027,231,327
ESCAMBIA_NOKOMIS VOTING HOUSE,60,4,2,7,359,0,23,0,0,6,0,28,0,43,1,0,0,5,0,0,27,0,96,4,0,432,204,29
ESCAMBIA_PINEVIEW VOTING HOUSE,9,0,0,5,198,0,3,0,0,1,1,4,0,23,0,0,1,1,0,0,24,0,54,0,1,212,109,4
ESCAMBIA_POARCH SAIL CENTER,115,1,4,4,238,3,45,0,0,4,2,9,1,17,0,0,0,2,0,0,32,0,68,2,1,365,134,49
ESCAMBIA_POLLARD TOWN HALL,48,2,3,3,231,4,22,0,0,3,1,16,0,25,0,0,0,1,0,0,28,0,62,2,2,291,137,25
