precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_HAWES,pri_dem_JUDD,pri_dem_LOCKE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_WILSON,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_GRAY,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_con_CASTLE,gen_dem_CLINTON,gen_dem_GALLEGO,gen_green_STEIN,gen_grn_BARAKA,gen_grn_STEIN,gen_ind_CASTLE,gen_ind_CUBBLER,gen_ind_FOX,gen_ind_HOEFLING,gen_ind_KOTLIKOFF,gen_ind_LEE,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_MORROW,gen_ind_SOLTYSIK,gen_ind_STEFFES,gen_ind_STEIN,gen_ind_VALDIVIA,gen_lib_CORVALAN,gen_lib_JOHNSON,gen_rep_ARRINGTON,gen_rep_HURD,gen_rep_TRUMP,gen_unk_BARRIERE,gen_unk_CASE,gen_unk_CHRISTIE,gen_unk_CRUZ,gen_unk_ERSKINE,gen_unk_KUSHNER,gen_unk_LEAMER,gen_unk_LILLY,gen_unk_RODRIGUEZ,gen_unk_RUBIO,gen_unk_SANDERS,gen_unk_SCHULIN,gen_unk_WALKER,dem_primary_total,general_total
HARRIS298,175,1,0,0,1,1,82,1,6,11,1,173,1,0,0,0,24,1,73,0,124,0,762,0,0,0,20,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,52,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,261,1461
HARRIS299,89,1,0,0,0,0,50,1,0,5,0,39,0,0,1,0,4,0,10,0,30,0,489,0,0,0,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,20,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,141,717
HARRIS3,203,0,0,0,0,0,142,0,1,6,0,90,0,0,0,0,36,0,95,0,52,0,770,0,0,0,15,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,67,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,345,1193
HARRIS30,309,0,1,1,0,2,137,0,1,2,0,52,0,0,1,0,25,1,71,1,51,0,1296,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,106,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,450,1799
HARRIS300,129,0,0,1,0,0,100,0,12,40,0,815,1,0,0,3,89,2,364,1,345,0,1099,0,0,0,23,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,138,0,0,2744,0,0,0,0,0,0,0,0,0,0,0,0,0,230,4042
HARRIS301,124,2,3,0,0,0,54,0,4,1,0,100,0,0,0,0,1,1,13,0,33,0,684,0,0,0,10,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,41,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,183,1098
HARRIS302,151,1,0,0,0,1,81,0,5,11,0,221,0,0,0,0,8,1,40,1,86,0,831,0,0,0,13,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,50,0,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0,234,1756
HARRIS303,136,0,0,0,0,0,45,0,38,30,4,383,1,0,0,0,146,2,404,2,325,0,740,0,0,0,12,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,58,0,0,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,181,2541
HARRIS304,231,0,0,0,0,0,95,0,12,7,1,233,0,0,0,1,41,3,128,1,141,1,830,0,0,0,18,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,58,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,326,1627
HARRIS305,260,0,2,1,0,0,118,1,2,20,0,163,0,0,0,0,9,1,53,0,80,0,1850,0,0,0,33,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,71,0,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,382,2746
HARRIS306,105,0,0,0,0,0,50,0,6,15,1,285,0,0,0,2,46,2,155,1,156,2,476,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,51,0,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,155,1370
HARRIS307,158,0,0,1,0,0,108,0,18,20,1,388,1,0,0,0,76,0,180,0,269,0,773,0,0,0,20,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,81,0,0,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,267,2221
HARRIS308,113,2,0,0,0,1,40,0,5,1,0,43,0,0,0,0,5,1,8,0,30,0,554,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,156,740
HARRIS309,134,0,0,0,0,1,58,0,25,22,2,551,3,0,0,1,145,1,424,1,253,2,819,0,0,0,9,0,2,0,0,0,0,0,28,0,0,0,0,0,0,0,138,0,0,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,193,2700
HARRIS31,322,1,0,0,1,0,31,0,0,1,0,7,0,0,0,0,0,0,2,0,4,0,1167,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,355,1222
HARRIS310,97,0,0,0,0,0,50,0,5,11,0,194,0,1,0,0,16,0,67,0,89,2,405,0,0,0,10,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,39,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,147,1012
HARRIS311,141,0,1,0,1,4,92,0,9,3,0,178,2,0,0,0,19,1,66,0,111,0,837,0,0,0,15,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,33,0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,239,1551
HARRIS312,193,1,0,0,1,0,115,2,26,14,1,230,3,0,0,0,61,1,182,0,199,1,1082,0,0,0,23,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,98,0,0,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,312,2226
HARRIS313,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30
HARRIS314,264,1,1,0,0,1,149,0,5,40,1,514,0,0,0,1,29,2,172,1,273,1,1640,0,0,0,34,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,115,0,0,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,416,3763
HARRIS315,125,0,0,0,0,0,63,0,15,9,1,188,0,1,0,0,34,1,120,0,79,0,532,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,44,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,188,1136
HARRIS316,132,0,0,0,0,0,83,0,8,5,0,163,1,1,0,0,48,2,90,0,73,0,564,0,0,0,7,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,45,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,215,1070
HARRIS317,136,0,0,0,0,0,73,1,1,3,0,37,0,0,0,1,4,1,26,0,25,0,590,0,0,0,19,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,210,829
HARRIS318,798,3,3,0,1,1,155,2,3,1,0,9,0,0,0,0,3,0,3,0,11,2,2055,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,963,2220
HARRIS319,373,1,3,0,1,0,61,0,1,1,0,20,0,0,0,0,0,0,6,0,5,0,1166,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,439,1247
HARRIS32,176,0,0,0,0,1,131,0,3,13,1,91,1,0,0,0,48,3,131,1,92,1,1038,0,0,0,20,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,134,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,308,1755
HARRIS320,121,0,4,0,1,1,40,0,3,1,0,74,1,0,0,1,0,1,18,0,34,0,492,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,167,781
HARRIS321,166,3,2,1,0,0,84,0,1,5,0,79,0,1,1,0,4,0,25,0,40,0,829,0,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,23,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,256,1201
HARRIS322,89,1,1,0,0,0,28,0,0,1,0,32,0,0,0,0,2,0,9,0,34,0,389,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,119,546
HARRIS323,106,1,1,0,0,1,73,0,2,4,0,106,0,0,0,0,9,0,33,0,57,1,596,0,0,0,19,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,32,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,182,971
HARRIS324,229,0,0,0,0,1,96,2,14,23,0,327,1,0,0,1,48,2,156,0,176,0,803,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,115,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,328,1971
HARRIS325,151,1,0,0,1,0,54,0,3,3,0,42,0,0,0,0,5,1,12,0,20,0,834,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,207,1040
HARRIS326,58,0,0,0,0,0,19,0,0,2,0,38,0,0,0,0,0,0,12,0,12,0,254,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,77,392
HARRIS327,282,1,2,1,0,0,33,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,820,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,323,855
HARRIS328,85,1,0,0,0,1,37,0,1,4,0,47,0,0,0,0,1,0,13,0,21,0,483,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,124,696
HARRIS329,140,1,0,0,0,0,65,0,1,2,0,41,0,0,0,0,6,0,18,0,38,0,583,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,206,839
HARRIS33,446,1,0,1,0,1,291,0,3,4,1,121,1,0,1,0,65,3,155,0,119,0,1705,0,0,0,26,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,171,0,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,740,2602
HARRIS330,113,0,0,1,0,0,63,0,3,7,0,113,0,0,0,1,23,0,53,0,88,0,651,0,0,0,14,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,38,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,177,1166
HARRIS331,30,0,0,0,0,0,33,0,3,9,0,120,0,1,1,0,10,0,48,0,48,0,402,0,0,0,8,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,47,0,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1107
HARRIS332,381,0,1,0,1,1,94,1,3,3,0,23,0,0,0,0,2,0,21,0,13,1,1643,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,479,1832
HARRIS333,85,0,1,0,0,0,109,0,4,26,0,393,1,0,0,0,34,2,126,0,239,0,642,0,0,0,27,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,87,0,0,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,195,2310
HARRIS334,58,0,1,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,4,0,3,0,277,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,67,345
HARRIS335,100,0,0,0,0,1,45,1,0,3,0,31,0,0,1,0,5,0,13,0,35,0,571,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,147,767
HARRIS336,731,0,1,2,2,3,188,2,1,6,0,41,0,0,0,0,3,0,31,0,28,1,2804,0,0,0,34,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,51,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,929,3152
HARRIS337,80,0,1,1,0,0,20,0,1,0,0,7,0,0,0,0,2,0,1,0,15,0,434,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,102,511
HARRIS338,342,2,1,0,0,0,106,3,16,10,0,124,0,0,0,0,10,0,31,0,68,0,1622,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,454,2208
HARRIS339,209,2,1,2,1,1,85,1,1,0,0,39,0,0,0,1,2,1,12,1,18,0,795,0,0,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,19,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,302,981
HARRIS34,354,1,0,0,0,1,302,0,5,7,0,79,0,0,0,1,33,2,81,1,78,0,1638,0,0,0,49,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,80,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,658,2119
HARRIS340,152,0,0,0,0,1,118,0,4,51,1,610,0,0,1,0,43,3,162,1,260,1,772,0,0,0,22,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,93,0,0,1753,0,0,0,0,0,0,0,0,0,0,0,0,0,271,2656
HARRIS341,91,1,0,0,0,1,25,0,1,0,0,39,0,1,0,0,3,0,26,0,14,0,501,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,118,645
HARRIS342,83,0,0,0,0,0,26,0,0,0,0,21,0,1,0,0,1,0,7,0,21,0,403,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,109,522
HARRIS343,290,3,3,1,2,4,128,1,1,2,1,32,0,0,0,0,6,0,29,0,16,0,829,0,0,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,25,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,432,1060
HARRIS344,137,0,1,0,0,1,39,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,543,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,178,580
HARRIS345,125,0,0,0,0,1,79,0,0,1,0,17,0,0,0,0,2,0,13,0,14,0,717,0,0,0,8,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,34,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,205,910
HARRIS346,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HARRIS347,156,1,0,1,0,0,80,0,1,14,0,330,0,0,0,1,7,2,78,0,156,0,865,0,0,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,67,0,0,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,238,2045
HARRIS348,54,0,0,0,0,0,36,0,5,5,0,197,0,0,1,1,16,0,35,0,124,1,333,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1058
HARRIS349,53,0,0,0,0,0,55,0,2,10,0,133,0,0,1,1,5,1,40,0,67,0,317,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,27,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,108,811
HARRIS35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
HARRIS350,317,0,0,0,0,2,184,0,12,8,1,120,0,0,0,0,45,3,129,0,80,1,1509,0,0,0,29,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,108,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,503,2258
HARRIS351,189,0,0,0,0,1,83,0,21,39,4,709,2,0,0,3,85,3,278,0,464,2,857,0,0,0,13,0,0,0,1,1,0,0,18,0,0,0,0,0,0,0,110,0,0,2381,0,0,0,0,0,0,0,0,0,0,0,0,0,273,3383
HARRIS352,114,0,1,0,0,1,89,0,6,21,0,379,0,0,0,1,13,3,113,0,199,2,720,0,0,0,16,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,73,0,0,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,205,2519
HARRIS353,571,4,4,1,0,2,156,3,0,3,0,94,0,1,0,0,1,0,24,0,34,0,1921,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,741,2332
HARRIS354,448,5,1,1,1,3,126,1,5,19,0,99,0,0,0,0,7,0,36,0,47,0,1486,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,29,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,586,1968
HARRIS355,222,0,1,0,0,1,52,0,0,2,0,14,0,0,0,0,0,0,3,0,9,0,922,0,0,0,9,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,276,1043
HARRIS356,143,0,0,0,1,0,90,0,11,31,0,277,2,0,1,1,64,4,196,0,165,1,976,0,0,0,17,0,0,0,0,1,0,0,19,0,0,0,1,0,0,0,104,0,0,963,0,0,0,0,0,0,0,0,0,0,0,0,0,234,2082
HARRIS357,135,0,0,0,1,0,138,0,11,30,1,499,0,0,1,1,41,0,168,0,219,3,672,0,0,0,24,0,0,0,0,3,0,0,27,0,0,0,0,0,0,0,93,0,0,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,274,2402
HARRIS358,204,1,0,1,1,0,60,1,1,1,0,21,0,0,0,0,3,0,5,0,8,0,1004,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,268,1128
HARRIS359,207,0,1,0,0,0,63,0,1,0,0,22,0,0,0,0,1,0,4,0,14,0,1127,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,271,1274
HARRIS36,310,2,0,2,1,1,71,0,1,4,0,64,0,0,0,0,8,1,26,0,33,0,1170,0,0,0,24,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,31,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,387,1515
HARRIS360,311,0,1,0,0,1,169,0,12,18,1,198,1,0,0,0,79,1,195,0,171,0,1418,0,0,0,20,0,0,0,0,0,0,2,13,0,1,0,0,0,0,0,101,0,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,482,2418
HARRIS361,79,0,0,0,0,0,119,0,1,1,0,8,0,0,0,0,11,0,29,0,8,0,882,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,43,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1012
HARRIS362,171,0,1,0,0,0,114,0,10,42,0,614,2,2,0,1,56,1,226,0,285,2,1088,0,0,0,23,0,0,0,2,1,0,0,31,0,0,0,0,0,0,0,102,0,0,2098,0,0,0,0,0,0,0,0,0,0,0,0,0,286,3347
HARRIS363,254,1,0,0,0,0,95,0,4,11,0,196,0,0,0,1,12,0,63,2,91,0,1435,0,0,0,14,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,58,0,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,350,2423
HARRIS364,157,4,0,0,0,0,95,1,4,20,1,216,0,0,0,0,13,0,62,0,125,0,891,0,0,0,19,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,59,0,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,257,1685
HARRIS365,511,0,1,1,0,0,71,1,1,1,0,18,0,0,0,0,5,0,11,0,11,0,865,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,585,985
HARRIS366,185,1,3,1,0,1,59,0,2,1,0,26,0,0,0,0,0,0,16,0,19,1,1146,0,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,30,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1473
HARRIS367,125,1,0,0,0,1,48,2,0,1,1,32,0,0,0,0,2,0,10,0,9,0,494,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,177,651
HARRIS368,123,0,1,0,0,0,24,0,0,3,0,28,0,0,0,0,3,1,10,0,12,0,402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,148,545
HARRIS369,15,0,0,0,0,1,15,0,0,0,0,9,0,0,0,0,0,1,6,0,5,0,96,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,31,165
HARRIS37,333,0,0,0,0,0,221,0,1,6,0,98,1,0,1,1,49,1,104,0,75,0,1333,0,0,0,24,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,100,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,554,1929
HARRIS370,170,0,0,0,0,0,109,0,7,37,0,633,2,1,0,1,38,0,172,0,290,2,877,0,0,0,22,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,110,0,0,2071,0,0,0,0,0,0,0,0,0,0,0,0,0,279,3102
HARRIS371,114,0,0,0,0,1,15,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,266,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,130,284
HARRIS372,189,0,0,0,0,0,40,1,0,5,0,13,0,0,0,0,1,0,0,0,18,0,597,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,230,675
HARRIS373,19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,70
HARRIS374,71,0,0,0,0,0,26,0,0,1,0,21,0,0,0,0,0,0,5,0,7,0,249,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,97,334
HARRIS375,197,3,3,1,0,2,69,3,4,6,0,74,0,0,0,1,2,0,26,0,58,0,774,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,278,1238
HARRIS376,157,4,2,0,0,2,71,2,1,5,0,93,0,0,0,0,2,0,11,0,44,0,643,0,0,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,238,1078
HARRIS377,73,0,0,0,0,0,92,0,16,24,2,349,1,1,1,0,35,2,102,0,232,0,465,0,0,0,18,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,81,0,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,165,1985
HARRIS378,67,0,1,0,0,0,54,0,4,16,1,199,1,0,0,1,12,0,42,0,79,1,375,0,0,0,17,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,43,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,122,1042
HARRIS379,329,0,3,0,0,3,53,0,1,1,0,29,0,0,0,0,0,0,6,0,7,0,1092,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,388,1225
HARRIS38,395,0,0,0,0,0,257,1,5,7,0,127,2,0,0,0,77,2,135,0,128,0,1579,0,0,0,27,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,105,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,653,2285
HARRIS380,362,1,1,2,1,0,141,0,9,40,0,465,0,0,0,0,34,0,180,0,190,1,1588,0,0,0,16,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,119,0,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,508,3263
HARRIS381,185,2,5,0,2,3,72,1,1,10,0,112,0,0,0,3,2,1,33,0,59,0,957,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,28,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,270,1585
HARRIS382,39,0,0,1,0,2,28,2,0,1,0,85,0,0,0,0,0,0,14,0,54,0,220,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,72,629
HARRIS383,196,0,1,0,0,1,64,0,2,7,0,106,0,0,0,0,2,0,22,0,36,0,772,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,23,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,262,1151
HARRIS384,414,1,0,0,0,0,63,1,5,6,0,65,0,0,0,1,15,0,48,0,41,0,1229,0,0,0,7,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,20,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,479,1565
HARRIS385,97,0,0,0,0,0,40,0,12,17,0,299,1,0,0,1,99,1,298,0,198,0,515,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,42,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,137,1660
HARRIS386,159,1,2,0,1,0,70,0,8,19,0,423,0,0,0,1,13,0,92,0,218,0,567,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,31,0,0,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,233,2057
HARRIS387,193,1,3,1,1,1,106,0,4,18,0,422,0,1,0,1,8,2,55,0,236,0,736,0,0,0,13,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,57,0,0,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,306,2447
HARRIS388,338,1,0,0,2,0,112,0,6,37,0,381,1,0,0,0,20,1,159,0,137,3,1852,0,0,0,21,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,103,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,453,3550
