State,Year,Position,Count,Phase,Flag
New Mexico,2012,Senate,775792,General,
New Mexico,2014,Attorney General,506311,General,
New Mexico,2014,Governor,512805,General,
New Mexico,2014,Overall,519436,General,
New Mexico,2014,Overall,202327,Primary,
New Mexico,2014,Senate,515506,General,
New Mexico,2014,Secretary of State,507625,General,
New Mexico,2016,Overall,804073,General,
New Mexico,2016,Overall,328793,Primary,
New Mexico,2016,President,798319,General,
New Mexico,2016,Secretary of State,767960,General,
New Mexico,2018,Attorney General,691810,General,
New Mexico,2018,Governor,696459,General,
New Mexico,2018,Overall,701654,General,
New Mexico,2018,Overall,262357,Primary,
New Mexico,2018,Senate,697012,General,
New Mexico,2018,Secretary of State,690967,General,
New Mexico,2020,Overall,928230,General,
New Mexico,2020,Overall,417538,Primary,
New Mexico,2020,President,923965,General,
New Mexico,2020,Senate,917237,General,
New Mexico,2022,Attorney General,702615,General,
New Mexico,2022,Governor,712256,General,
New Mexico,2022,Overall,714754,General,
New Mexico,2022,Overall,263337,Primary,
New Mexico,2022,Secretary of State,705339,General,
New York,2000,Overall,6960215,General,
New York,2000,President,6821977,General,
New York,2000,Senate,6959662,General,
New York,2002,Attorney General,4690536,General,
New York,2002,Governor,4690968,General,
New York,2002,Overall,4690968,General,
New York,2002,Overall,672648,Primary,
New York,2004,Overall,7448266,General,
New York,2004,Overall,720179,Primary,Presidential Primary
New York,2004,President,7448266,General,
New York,2004,Senate,7447818,General,
New York,2006,Attorney General,4697867,General,
New York,2006,Governor,4697867,General,
New York,2006,Overall,4974114,General,
New York,2006,Overall,954976,Primary,
New York,2006,Senate,4700632,General,
New York,2008,Overall,7722019,General,
New York,2008,Overall,2561221,Primary,Presidential Primary
New York,2008,President,7637318,General,
New York,2010,Attorney General,4441479,General,
New York,2010,Governor,4653119,General,
New York,2010,Overall,4763899,General,
New York,2010,Overall,1477017,Primary,
New York,2010,Senate,4594038,General,
New York,2010,Senate,4505415,General,Special Election
New York,2012,Overall,7072083,General,
New York,2012,President,7071734,General,
New York,2012,Senate,6677666,General,
New York,2014,Attorney General,3714505,General,
New York,2014,Governor,3812708,General,
New York,2014,Overall,3924990,General,
New York,2016,Overall,7793078,General,
New York,2016,Overall,2892671,Primary,Presidential Primary
New York,2016,President,7753119,General,
New York,2016,Senate,7392833,General,
New York,2018,Attorney General,5990559,General,
New York,2018,Governor,6097362,General,
New York,2018,Overall,6356896,General,
New York,2018,Senate,6055151,General,
New York,2020,Overall,8701749,General,
New York,2020,President,8616861,General,
New York,2022,Attorney General,5799557,General,
New York,2022,Governor,5962278,General,
New York,2022,Overall,5965684,General,
New York,2022,Senate,5852707,General,
North Carolina,2000,Attorney General,2825174,General,
North Carolina,2000,Governor,2933958,General,
North Carolina,2000,Overall,2914990,General,
North Carolina,2000,President,2914990,General,
North Carolina,2000,Secretary of State,2777730,General,
North Carolina,2002,Overall,2349966,General,
North Carolina,2002,Overall,1780993,Primary,
North Carolina,2002,Senate,2330454,General,
North Carolina,2004,Attorney General,3366218,General,
North Carolina,2004,Governor,3486688,General,
North Carolina,2004,Overall,3501007,General,
North Carolina,2004,Overall,1651437,Primary,Presidential Primary
North Carolina,2004,President,3501007,General,
North Carolina,2004,Senate,3472082,General,
North Carolina,2004,Secretary of State,3078828,General,
North Carolina,2006,Overall,4092652,General,
North Carolina,2006,Overall,1305700,Primary,
North Carolina,2008,Attorney General,4153940,General,
North Carolina,2008,Governor,4268941,General,
North Carolina,2008,Overall,4310789,General,
North Carolina,2008,Overall,3153408,Primary,
North Carolina,2008,President,4310789,General,
North Carolina,2008,Senate,4271970,General,
North Carolina,2008,Secretary of State,4079831,General,
North Carolina,2010,Overall,2700706,General,
North Carolina,2010,Overall,1885638,Primary,
North Carolina,2010,Senate,2660079,General,
North Carolina,2012,Attorney General,2828941,General,
North Carolina,2012,Governor,4468295,General,
North Carolina,2012,Overall,4539729,General,
North Carolina,2012,Overall,1457685,Primary,
North Carolina,2012,President,4505372,General,
North Carolina,2012,Secretary of State,4334199,General,
North Carolina,2014,Overall,3495866,General,
North Carolina,2014,Overall,1218474,Primary,
North Carolina,2014,Senate,2915281,General,
North Carolina,2016,Attorney General,4582625,General,
North Carolina,2016,Governor,4711014,General,
North Carolina,2016,Overall,4741564,General,
North Carolina,2016,Overall,3275902,Primary,Presidential Primary
North Carolina,2016,President,4741564,General,
North Carolina,2016,Senate,4691133,General,
North Carolina,2016,Secretary of State,4531276,General,
North Carolina,2018,Overall,5012555,General,
North Carolina,2018,Overall,1487124,Primary,
North Carolina,2020,Attorney General,5413178,General,
North Carolina,2020,Governor,5502778,General,
North Carolina,2020,Overall,5527804,General,
North Carolina,2020,Overall,2739007,Primary,
North Carolina,2020,President,5527804,General,
North Carolina,2020,Senate,5474952,General,
North Carolina,2020,Secretary of State,5386130,General,
North Carolina,2022,Overall,3790202,General,
North Carolina,2022,Overall,2583752,Primary,
North Carolina,2022,Senate,3773924,General,
North Dakota,2000,Attorney General,283452,General,
North Dakota,2000,Governor,289412,General,
North Dakota,2000,Overall,292249,General,
North Dakota,2000,Overall,94306,Primary,Statewide Primary
North Dakota,2000,President,288256,General,
North Dakota,2000,Senate,287539,General,
North Dakota,2000,Secretary of State,272974,General,
North Dakota,2002,Overall,237224,General,
North Dakota,2002,Overall,128519,Primary,
North Dakota,2004,Attorney General,301353,General,
North Dakota,2004,Governor,309822,General,
North Dakota,2004,Overall,316016,General,
North Dakota,2004,Overall,92213,Primary,Statewide Primary
North Dakota,2004,President,312785,General,
North Dakota,2004,Senate,310655,General,
North Dakota,2004,Secretary of State,296284,General,
North Dakota,2006,Attorney General,215226,General,
North Dakota,2006,Overall,220479,General,
North Dakota,2006,Overall,111325,Primary,
North Dakota,2006,Senate,218152,General,
North Dakota,2006,Secretary of State,213924,General,
North Dakota,2008,Governor,315692,General,
North Dakota,2008,Overall,321133,General,
North Dakota,2008,Overall,102886,Primary,Statewide Primary
North Dakota,2008,President,316621,General,
North Dakota,2010,Attorney General,235582,General,
North Dakota,2010,Overall,240876,General,
North Dakota,2010,Overall,102066,Primary,
North Dakota,2010,Senate,238812,General,
North Dakota,2010,Secretary of State,233623,General,
North Dakota,2012,Governor,317812,General,
North Dakota,2012,Overall,325564,General,
North Dakota,2012,Overall,175303,Primary,Statewide Primary
North Dakota,2012,President,322627,General,
North Dakota,2012,Senate,320851,General,
North Dakota,2014,Attorney General,245328,General,
North Dakota,2014,Overall,255128,General,
North Dakota,2014,Overall,93624,Primary,
North Dakota,2014,Secretary of State,243757,General,
North Dakota,2016,Governor,339601,General,
North Dakota,2016,Overall,349945,General,
North Dakota,2016,Overall,139957,Primary,Statewide Primary
North Dakota,2016,President,344360,General,
North Dakota,2016,Senate,342501,General,
North Dakota,2018,Attorney General,319217,General,
North Dakota,2018,Overall,330598,General,
North Dakota,2018,Overall,115641,Primary,
North Dakota,2018,Senate,326138,General,
North Dakota,2018,Secretary of State,307277,General,
North Dakota,2020,Governor,357659,General,
North Dakota,2020,Overall,364251,General,
North Dakota,2020,Overall,160114,Primary,Statewide Primary
North Dakota,2020,President,361819,General,
North Dakota,2022,Attorney General,234702,General,
North Dakota,2022,Overall,242526,General,
North Dakota,2022,Overall,106168,Primary,
North Dakota,2022,Senate,240140,General,
North Dakota,2022,Secretary of State,233828,General,
Ohio,2000,Overall,4795989,General,
Ohio,2000,Overall,2526590,Primary,
Ohio,2000,President,4731084,General,
Ohio,2000,Senate,4452136,General,
Ohio,2002,Attorney General,3130729,General,
Ohio,2002,Governor,3228962,General,
Ohio,2002,Overall,3356285,General,
Ohio,2002,Overall,1365753,Primary,
Ohio,2002,Secretary of State,3084423,General,
Ohio,2004,Overall,5722443,General,
Ohio,2004,Overall,2365969,Primary,
Ohio,2004,President,5627908,General,
Ohio,2004,Senate,5426196,General,
Ohio,2006,Attorney General,3869671,General,
Ohio,2006,Governor,4022928,General,
Ohio,2006,Overall,4185597,General,
Ohio,2006,Overall,1866091,Primary,
Ohio,2006,Senate,4019407,General,
Ohio,2006,Secretary of State,3823354,General,
Ohio,2008,Overall,5773777,General,
Ohio,2008,Overall,3603523,Primary,
Ohio,2008,President,5708350,General,
Ohio,2008,Secretary of State,5093207,General,Special Election
Ohio,2010,Attorney General,3831728,General,
Ohio,2010,Governor,3852469,General,
Ohio,2010,Overall,3956045,General,
Ohio,2010,Overall,1814194,Primary,
Ohio,2010,Senate,3815098,General,
Ohio,2010,Secretary of State,3752356,General,
Ohio,2012,Overall,5634017,General,
Ohio,2012,Overall,1970753,Primary,
Ohio,2012,President,5580835,General,
Ohio,2012,Senate,5449018,General,
Ohio,2014,Attorney General,3060474,General,
Ohio,2014,Governor,3055913,General,
Ohio,2014,Overall,3149876,General,
Ohio,2014,Overall,1307351,Primary,
Ohio,2014,Secretary of State,3026787,General,
Ohio,2016,Overall,5607641,General,
Ohio,2016,Overall,3302832,Primary,
Ohio,2016,President,5480173,General,
Ohio,2016,Senate,5374053,General,
Ohio,2018,Attorney General,4357033,General,
Ohio,2018,Governor,4429582,General,
Ohio,2018,Overall,4496834,General,
Ohio,2018,Overall,1673162,Primary,
Ohio,2018,Senate,4410898,General,
Ohio,2018,Secretary of State,4363771,General,
Ohio,2020,Overall,5974121,General,
Ohio,2020,Overall,1834465,Primary,
Ohio,2020,President,5922202,General,
Ohio,2022,Attorney General,4132397,General,
Ohio,2022,Governor,4134877,General,
Ohio,2022,Overall,4201368,General,
Ohio,2022,Overall,1659377,Primary,
Ohio,2022,Senate,4133342,General,
Ohio,2022,Secretary of State,4122959,General,
Oklahoma,2000,Overall,1234229,General,
Oklahoma,2000,President,1234229,General,
Oklahoma,2002,Attorney General,1024765,General,
Oklahoma,2002,Governor,1035620,General,
Oklahoma,2002,Overall,556265,Primary,
Oklahoma,2002,Senate,1018424,General,
Oklahoma,2004,Overall,1474304,General,
Oklahoma,2004,Overall,591187,Primary,Statewide Primary
Oklahoma,2004,President,1463758,General,
Oklahoma,2004,Senate,1446846,General,
Oklahoma,2006,Attorney General,920631,General,
Oklahoma,2006,Governor,926462,General,
Oklahoma,2006,Overall,934329,General,
Oklahoma,2006,Overall,758393,Primary,
Oklahoma,2008,Overall,1474694,General,
Oklahoma,2008,Overall,1079360,Primary,Statewide Primary
Oklahoma,2008,President,1462661,General,
Oklahoma,2008,Senate,1346819,General,
Oklahoma,2010,Attorney General,1023569,General,
Oklahoma,2010,Governor,1034767,General,
Oklahoma,2010,Overall,1043507,General,
Oklahoma,2010,Overall,512757,Primary,
Oklahoma,2010,Senate,1017151,General,
Oklahoma,2012,Overall,1343380,General,
Oklahoma,2012,Overall,286523,Primary,Presidential Primary
Oklahoma,2012,President,1334872,General,
Oklahoma,2014,Governor,824831,General,
Oklahoma,2014,Overall,824831,General,
Oklahoma,2014,Overall,422757,Primary,
Oklahoma,2014,Senate,820733,General,
Oklahoma,2014,Senate,820890,General,Special Election
Oklahoma,2016,Overall,1465505,General,
Oklahoma,2016,Overall,399294,Primary,Presidential Primary
Oklahoma,2016,President,1452992,General,
Oklahoma,2016,Senate,1448047,General,
Oklahoma,2018,Attorney General,1172468,General,
Oklahoma,2018,Governor,1186385,General,
Oklahoma,2018,Overall,1200164,General,
Oklahoma,2018,Overall,848100,Primary,
Oklahoma,2020,Overall,1564886,General,
Oklahoma,2020,Overall,646402,Primary,Statewide Primary
Oklahoma,2020,President,1560699,General,
Oklahoma,2020,Senate,1556361,General,
Oklahoma,2022,Attorney General,1074389,General,
Oklahoma,2022,Governor,1153284,General,
Oklahoma,2022,Overall,1153284,General,
Oklahoma,2022,Overall,708842,Primary,
Oklahoma,2022,Senate,1150732,General,
Oklahoma,2022,Senate,1150481,General,Special Election
Oregon,2000,Attorney General,1436481,General,
Oregon,2000,Overall,1559215,General,
Oregon,2000,Overall,927351,Primary,
Oregon,2000,President,1533968,General,
Oregon,2000,Secretary of State,1467835,General,
Oregon,2002,Governor,1260497,General,
Oregon,2002,Overall,1293756,General,
Oregon,2002,Overall,858524,Primary,
Oregon,2002,Senate,1267221,General,
Oregon,2004,Attorney General,1707998,General,
Oregon,2004,Overall,1851671,General,
Oregon,2004,Overall,864833,Primary,
Oregon,2004,President,1836782,General,
Oregon,2004,Senate,1780550,General,
Oregon,2004,Secretary of State,1752829,General,
Oregon,2006,Governor,1379475,General,
Oregon,2006,Overall,1399650,General,
Oregon,2006,Overall,758393,Primary,
Oregon,2008,Attorney General,1510931,General,
Oregon,2008,Overall,1845251,General,
Oregon,2008,Overall,1170526,Primary,
Oregon,2008,President,1827864,General,
Oregon,2008,Senate,1767504,General,
Oregon,2008,Secretary of State,1713719,General,
Oregon,2010,Governor,1453548,General,
Oregon,2010,Overall,1487210,General,
Oregon,2010,Overall,846515,Primary,
Oregon,2010,Senate,1442588,General,
Oregon,2012,Attorney General,1633603,General,
Oregon,2012,Overall,1820507,General,
Oregon,2012,Overall,787847,Primary,
Oregon,2012,President,1789270,General,
Oregon,2012,Secretary of State,1684115,General,
Oregon,2014,Governor,1469717,General,
Oregon,2014,Overall,1541782,General,
Oregon,2014,Overall,758604,Primary,
Oregon,2014,Senate,1461618,General,
Oregon,2016,Attorney General,1840630,General,
Oregon,2016,Governor,1943046,General,
Oregon,2016,Overall,2051452,General,
Oregon,2016,Overall,1231843,Primary,
Oregon,2016,President,2001336,General,
Oregon,2016,Senate,1952478,General,
Oregon,2016,Secretary of State,1884180,General,
Oregon,2018,Governor,1866997,General,
Oregon,2018,Overall,1873891,General,
Oregon,2018,Overall,903311,Primary,
Oregon,2020,Overall,2413890,General,
Oregon,2020,Overall,1310919,Primary,
Oregon,2020,President,2374321,General,
Oregon,2020,Senate,2321249,General,
Oregon,2020,Secretary of State,2278503,General,
Oregon,2022,Governor,1952883,General,
Oregon,2022,Overall,1997689,General,
Oregon,2022,Overall,1111233,Primary,
Oregon,2022,Senate,1927949,General,
Pennsylvania,2000,Attorney General,4619438,General,
Pennsylvania,2000,Overall,4912185,General,
Pennsylvania,2000,Overall,1347235,Primary,
Pennsylvania,2000,President,4912365,General,
Pennsylvania,2000,Senate,4735116,General,
Pennsylvania,2002,Governor,3581989,General,
Pennsylvania,2002,Overall,3581989,General,
Pennsylvania,2002,Overall,1780993,Primary,
Pennsylvania,2004,Attorney General,5423269,General,
Pennsylvania,2004,Overall,5765764,General,
Pennsylvania,2004,Overall,1651437,Primary,
Pennsylvania,2004,President,5765764,General,
Pennsylvania,2004,Senate,5558525,General,
Pennsylvania,2006,Governor,4092652,General,
Pennsylvania,2006,Overall,4092652,General,
Pennsylvania,2006,Overall,1305700,Primary,
Pennsylvania,2006,Senate,4077762,General,
Pennsylvania,2008,Attorney General,5732574,General,
Pennsylvania,2008,Overall,5995137,General,
Pennsylvania,2008,Overall,3153408,Primary,
Pennsylvania,2008,President,5932248,General,
Pennsylvania,2010,Governor,3987551,General,
Pennsylvania,2010,Overall,3987551,General,
Pennsylvania,2010,Overall,1885638,Primary,
Pennsylvania,2010,Senate,3977661,General,
Pennsylvania,2012,Attorney General,5567203,General,
Pennsylvania,2012,Overall,5742040,General,
Pennsylvania,2012,Overall,1457685,Primary,
Pennsylvania,2012,President,5742040,General,
Pennsylvania,2012,Senate,5621422,General,
Pennsylvania,2014,Governor,3495866,General,
Pennsylvania,2014,Overall,3495866,General,
Pennsylvania,2014,Overall,1218474,Primary,
Pennsylvania,2016,Attorney General,5948335,General,
Pennsylvania,2016,Overall,6115402,General,
Pennsylvania,2016,Overall,3275902,Primary,
Pennsylvania,2016,President,5897144,General,
Pennsylvania,2016,Senate,5816714,General,
Pennsylvania,2018,Governor,5012555,General,
Pennsylvania,2018,Overall,5012555,General,
Pennsylvania,2018,Overall,1487124,Primary,
Pennsylvania,2018,Senate,4927285,General,
Pennsylvania,2020,Attorney General,6806596,General,
Pennsylvania,2020,Overall,6915283,General,
Pennsylvania,2020,Overall,2739007,Primary,
Pennsylvania,2020,President,6915283,General,
Pennsylvania,2022,Governor,5366179,General,
Pennsylvania,2022,Overall,5368021,General,
Pennsylvania,2022,Overall,2583752,Primary,
Pennsylvania,2022,Senate,5368021,General,
Rhode Island,2000,Overall,408783,General,
Rhode Island,2000,President,408783,General,
Rhode Island,2000,Senate,391353,General,
Rhode Island,2002,Attorney General,315562,General,
Rhode Island,2002,Governor,332056,General,
Rhode Island,2002,Overall,337027,General,
Rhode Island,2002,Overall,149359,Primary,
Rhode Island,2002,Senate,323582,General,
Rhode Island,2002,Secretary of State,311205,General,
Rhode Island,2004,Overall,440743,General,
Rhode Island,2004,Overall,38428,Primary,Presidential Primary
Rhode Island,2004,President,437134,General,
Rhode Island,2006,Attorney General,379499,General,
Rhode Island,2006,Governor,387402,General,
Rhode Island,2006,Overall,388339,General,
Rhode Island,2006,Overall,84984,Primary,
Rhode Island,2006,Senate,384993,General,
Rhode Island,2006,Secretary of State,373548,General,
Rhode Island,2008,Overall,475428,General,
Rhode Island,2008,Overall,213435,Primary,Presidential Primary
Rhode Island,2008,President,469767,General,
Rhode Island,2008,Senate,436818,General,
Rhode Island,2010,Attorney General,329604,General,
Rhode Island,2010,Governor,342290,General,
Rhode Island,2010,Overall,346357,General,
Rhode Island,2010,Overall,127621,Primary,
Rhode Island,2010,Secretary of State,328423,General,
Rhode Island,2012,Overall,451593,General,
Rhode Island,2012,Overall,92249,Primary,Statewide Primary
Rhode Island,2012,President,446049,General,
Rhode Island,2012,Senate,418189,General,
Rhode Island,2014,Attorney General,313005,General,
Rhode Island,2014,Governor,324055,General,
Rhode Island,2014,Overall,329687,General,
Rhode Island,2014,Overall,165690,Primary,
Rhode Island,2014,Senate,316898,General,
Rhode Island,2014,Secretary of State,309135,General,
Rhode Island,2016,Overall,469547,General,
Rhode Island,2016,Overall,187291,Primary,Presidential Primary
Rhode Island,2016,President,464144,General,
Rhode Island,2018,Attorney General,343681,General,
Rhode Island,2018,Governor,376401,General,
Rhode Island,2018,Overall,389161,General,
Rhode Island,2018,Overall,154409,Primary,
Rhode Island,2018,Senate,376738,General,
Rhode Island,2018,Secretary of State,367109,General,
Rhode Island,2020,Overall,519412,General,
Rhode Island,2020,Overall,125992,Primary,Presidential Primary
Rhode Island,2020,President,517757,General,
Rhode Island,2020,Senate,494262,General,
Rhode Island,2022,Attorney General,352997,General,
Rhode Island,2022,Governor,357670,General,
Rhode Island,2022,Overall,361449,General,
Rhode Island,2022,Overall,134137,Primary,
Rhode Island,2022,Secretary of State,350965,General,
South Carolina,2000,Overall,1433533,General,
South Carolina,2000,Overall,392719,Primary,
South Carolina,2000,President,1383902,General,
South Carolina,2002,Attorney General,1084989,General,
South Carolina,2002,Governor,1107725,General,
South Carolina,2002,Overall,1116936,General,
South Carolina,2002,Overall,499290,Primary,
South Carolina,2002,Senate,1102912,General,
South Carolina,2002,Secretary of State,1067066,General,
South Carolina,2004,Overall,1631148,General,
South Carolina,2004,Overall,542119,Primary,
South Carolina,2004,President,1617730,General,
South Carolina,2004,Senate,1597221,General,
South Carolina,2006,Attorney General,785546,General,
South Carolina,2006,Governor,1091952,General,
South Carolina,2006,Overall,1104132,General,
South Carolina,2006,Overall,423065,Primary,
South Carolina,2006,Secretary of State,1072342,General,
South Carolina,2008,Overall,1941480,General,
South Carolina,2008,Overall,533612,Primary,Presidential Primary
South Carolina,2008,President,1920969,General,
South Carolina,2008,Senate,1871431,General,
South Carolina,2010,Attorney General,1332806,General,
South Carolina,2010,Governor,1344198,General,
South Carolina,2010,Overall,1365480,General,
South Carolina,2010,Overall,623418,Primary,
South Carolina,2010,Senate,1318794,General,
South Carolina,2010,Secretary of State,1322835,General,
South Carolina,2012,Overall,1981516,General,
South Carolina,2012,Overall,290422,Primary,Presidential Primary
South Carolina,2012,President,1964118,General,
South Carolina,2014,Attorney General,1225371,General,
South Carolina,2014,Governor,1246301,General,
South Carolina,2014,Overall,1261611,General,
South Carolina,2014,Overall,452990,Primary,
South Carolina,2014,Senate,1240075,General,
South Carolina,2014,Senate,1238982,General,Special Election
South Carolina,2014,Secretary of State,1227871,General,
South Carolina,2016,Overall,2123410,General,
South Carolina,2016,Overall,1118468,Primary,Presidential Primary
South Carolina,2016,President,2103027,General,
South Carolina,2016,Senate,2049893,General,
South Carolina,2018,Attorney General,1703834,General,
South Carolina,2018,Governor,1707569,General,
South Carolina,2018,Overall,1726527,General,
South Carolina,2018,Overall,621841,Primary,
South Carolina,2018,Secretary of State,1699496,General,
South Carolina,2020,Overall,2533010,General,
South Carolina,2020,Overall,767187,Primary,Statewide Primary
South Carolina,2020,President,2513329,General,
South Carolina,2020,Senate,2515104,General,
South Carolina,2022,Attorney General,1256789,General,
South Carolina,2022,Governor,1703192,General,
South Carolina,2022,Overall,1718626,General,
South Carolina,2022,Overall,565538,Primary,
South Carolina,2022,Senate,1695702,General,
South Carolina,2022,Secretary of State,1691901,General,
South Dakota,2000,Overall,322159,General,
South Dakota,2000,Overall,68154,Primary,
South Dakota,2000,President,316269,General,
South Dakota,2002,Attorney General,326095,General,
South Dakota,2002,Governor,334559,General,
South Dakota,2002,Overall,337508,General,
South Dakota,2002,Overall,189822,Primary,
South Dakota,2002,Senate,337508,General,
South Dakota,2002,Secretary of State,323335,General,
South Dakota,2004,Overall,394930,General,
South Dakota,2004,Overall,263506,Primary,
South Dakota,2004,President,388215,General,
South Dakota,2004,Senate,391188,General,
South Dakota,2006,Attorney General,320250,General,
South Dakota,2006,Governor,335508,General,
South Dakota,2006,Overall,341105,General,
South Dakota,2006,Overall,92763,Primary,
South Dakota,2006,Secretary of State,217518,General,
South Dakota,2008,Overall,387355,General,
South Dakota,2008,Overall,188032,Primary,
South Dakota,2008,President,381897,General,
South Dakota,2008,Senate,380673,General,
South Dakota,2010,Attorney General,302681,General,
South Dakota,2010,Governor,317083,General,
South Dakota,2010,Overall,323410,General,
South Dakota,2010,Overall,102647,Primary,
South Dakota,2010,Senate,227947,General,
South Dakota,2010,Secretary of State,302434,General,
South Dakota,2012,Overall,368816,General,
South Dakota,2012,Overall,91736,Primary,
South Dakota,2012,President,363815,General,
South Dakota,2014,Attorney General,254704,General,
South Dakota,2014,Governor,277403,General,
South Dakota,2014,Overall,282291,General,
South Dakota,2014,Overall,109004,Primary,
South Dakota,2014,Senate,279412,General,
South Dakota,2014,Secretary of State,258414,General,
South Dakota,2016,Overall,378995,General,
South Dakota,2016,Overall,126128,Primary,
South Dakota,2016,President,370093,General,
South Dakota,2016,Senate,369619,General,
South Dakota,2018,Attorney General,324160,General,
South Dakota,2018,Governor,338715,General,
South Dakota,2018,Overall,341048,General,
South Dakota,2018,Overall,141004,Primary,
South Dakota,2018,Secretary of State,323399,General,
South Dakota,2020,Overall,427529,General,
South Dakota,2020,Overall,154328,Primary,
South Dakota,2020,President,422567,General,
South Dakota,2020,Senate,420178,General,
South Dakota,2022,Attorney General,257419,General,
South Dakota,2022,Governor,350166,General,
South Dakota,2022,Overall,354670,General,
South Dakota,2022,Senate,348020,General,
South Dakota,2022,Secretary of State,332323,General,
Tennessee,2000,Overall,2100241,General,
Tennessee,2000,Overall,503166,Primary,Statewide Primary
Tennessee,2000,President,2076181,General,
Tennessee,2000,Senate,1928613,General,
Tennessee,2002,Governor,1653167,General,
Tennessee,2002,Overall,1687543,General,
Tennessee,2002,Overall,1196804,Primary,
Tennessee,2002,Senate,1642421,General,
Tennessee,2004,Overall,2456610,General,
Tennessee,2004,Overall,521295,Primary,Statewide Primary
Tennessee,2004,President,2437319,General,
Tennessee,2006,Governor,1818549,General,
Tennessee,2006,Overall,1868363,General,
Tennessee,2006,Overall,1064171,Primary,
Tennessee,2006,Senate,1833695,General,
Tennessee,2008,Overall,2618238,General,
Tennessee,2008,Overall,1094942,Primary,Presidential Primary
Tennessee,2008,President,2599749,General,
Tennessee,2008,Senate,2415415,General,
Tennessee,2010,Governor,1596821,General,
Tennessee,2010,Overall,1620542,General,
Tennessee,2010,Overall,1130071,Primary,
Tennessee,2012,Overall,2479733,General,
Tennessee,2012,Overall,727509,Primary,Statewide Primary
Tennessee,2012,President,2458577,General,
Tennessee,2012,Senate,2321625,General,
Tennessee,2014,Governor,1353728,General,
Tennessee,2014,Overall,1430117,General,
Tennessee,2014,Overall,1086057,Primary,
Tennessee,2014,Senate,1374065,General,
Tennessee,2016,Overall,2545271,General,
Tennessee,2016,Overall,1240178,Primary,Presidential Primary
Tennessee,2016,President,2508027,General,
Tennessee,2018,Governor,2243294,General,
Tennessee,2018,Overall,2267428,General,
Tennessee,2018,Overall,1227913,Primary,
Tennessee,2018,Senate,2243740,General,
Tennessee,2020,Overall,3074691,General,
Tennessee,2020,Overall,1032978,Primary,Statewide Primary
Tennessee,2020,President,3053851,General,
Tennessee,2020,Senate,2959761,General,
Tennessee,2022,Governor,1739882,General,
Tennessee,2022,Overall,1756397,General,
Tennessee,2022,Overall,891678,Primary,
Texas,2000,Overall,6407637,General,
Texas,2000,Overall,1913647,Primary,
Texas,2000,President,6407637,General,
Texas,2000,Senate,6276652,General,
Texas,2002,Attorney General,4481983,General,
Texas,2002,Governor,4553987,General,
Texas,2002,Overall,4553979,General,
Texas,2002,Overall,1625811,Primary,
Texas,2002,Senate,4514012,General,
Texas,2004,Overall,7410765,General,
Texas,2004,Overall,1526846,Primary,
Texas,2004,President,7410765,General,
Texas,2006,Attorney General,4294800,General,
Texas,2006,Governor,4399116,General,
Texas,2006,Overall,4399068,General,
Texas,2006,Overall,1164521,Primary,
Texas,2006,Senate,4314663,General,
Texas,2008,Overall,8077795,General,
Texas,2008,Overall,4237308,Primary,
Texas,2008,President,8077795,General,
Texas,2008,Senate,7912075,General,
Texas,2010,Attorney General,4919041,General,
Texas,2010,Governor,4979870,General,
Texas,2010,Overall,4979870,General,
Texas,2010,Overall,2165090,Primary,
Texas,2012,Overall,7993851,General,
Texas,2012,Overall,2039641,Primary,
Texas,2012,President,7993851,General,
Texas,2012,Senate,7864822,General,
Texas,2014,Attorney General,4664511,General,
Texas,2014,Governor,4718268,General,
Texas,2014,Overall,4727208,General,
Texas,2014,Overall,1918107,Primary,
Texas,2014,Senate,4648358,General,
Texas,2016,Overall,8969226,General,
Texas,2016,Overall,4272383,Primary,
Texas,2016,President,8969226,General,
Texas,2018,Attorney General,8292615,General,
Texas,2018,Governor,8343443,General,
Texas,2018,Overall,8371655,General,
Texas,2018,Overall,2618036,Primary,
Texas,2018,Senate,8371655,General,
Texas,2020,Overall,11315056,General,
Texas,2020,Overall,4111595,Primary,
Texas,2020,President,11315056,General,
Texas,2020,Senate,11144040,General,
Texas,2022,Attorney General,8010003,General,
Texas,2022,Governor,8102908,General,
Texas,2022,Overall,8102908,General,
Texas,2022,Overall,3029773,Primary,
Utah,2000,Attorney General,757944,General,
Utah,2000,Governor,761806,General,
Utah,2000,Overall,784582,General,
Utah,2000,Overall,213592,Primary,Statewide Primary
Utah,2000,President,770754,General,
Utah,2000,Senate,769704,General,
Utah,2002,Overall,568290,General,
Utah,2002,Overall,130948,Primary,
Utah,2004,Attorney General,899225,General,
Utah,2004,Governor,919960,General,
Utah,2004,Overall,942010,General,
Utah,2004,Overall,166053,Primary,Statewide Primary
Utah,2004,President,927844,General,
Utah,2004,Senate,911726,General,
Utah,2006,Overall,582561,General,
Utah,2006,Overall,172402,Primary,
Utah,2006,Senate,571252,General,
Utah,2008,Attorney General,937870,General,
Utah,2008,Governor,945525,General,
Utah,2008,Overall,971185,General,
Utah,2008,Overall,428459,Primary,Presidential Primary
Utah,2008,President,952370,General,
Utah,2010,Governor,643306,General,
Utah,2010,Overall,653274,General,
Utah,2010,Overall,240551,Primary,
Utah,2010,Senate,633801,General,
Utah,2012,Attorney General,986827,General,
Utah,2012,Governor,1006524,General,
Utah,2012,Overall,1028786,General,
Utah,2012,Overall,262425,Primary,
Utah,2012,President,1017440,General,
