precinct,gen_con_BRADLEY,gen_dem_KAINE,gen_grn_BARAKA,gen_ind_BAYES,gen_ind_JOHNSON,gen_ind_MONAHAN,gen_lib_WELD,gen_rep_PENCE,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_VALENTINE,pri_dem_WOLFE,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_JINDAL,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
MARION_PRECINCT 0001,0,35,0,0,0,0,0,84,8,0,0,5,0,0,0,1,0,13,0,0,1,0,3,0,6,0,16,119,40,13
MARION_PRECINCT 0002,0,69,2,0,1,2,3,245,21,0,0,19,0,0,0,7,1,48,0,0,3,0,7,0,22,1,80,322,169,40
MARION_PRECINCT 0003,1,70,1,1,3,0,4,192,22,0,0,13,0,0,2,7,2,28,0,0,4,0,10,1,22,0,53,272,129,35
MARION_PRECINCT 0004,0,44,2,1,2,0,2,62,6,0,0,5,0,0,0,8,0,12,0,1,1,0,2,0,13,0,17,113,54,11
MARION_PRECINCT 0005,0,36,1,0,1,1,0,89,11,0,0,10,0,0,0,3,0,17,0,0,0,0,2,0,16,0,35,128,73,21
MARION_PRECINCT 0006,3,236,7,2,3,3,20,597,63,0,2,43,0,1,3,16,0,87,2,0,10,0,22,2,63,1,162,871,368,109
MARION_PRECINCT 0007,0,22,0,1,0,0,2,28,8,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,8,53,16,11
MARION_PRECINCT 0008,0,116,11,2,2,2,15,671,26,0,1,39,0,2,6,40,1,115,1,0,7,0,23,3,69,0,193,819,458,68
MARION_PRECINCT 0009,6,69,4,0,2,2,4,307,21,0,0,17,0,1,1,16,0,56,0,0,3,0,8,2,29,0,101,394,216,39
MARION_PRECINCT 0010,0,20,0,0,5,0,3,100,4,0,0,3,0,1,0,7,0,6,1,0,3,0,1,1,8,0,33,128,60,8
MARION_PRECINCT 0011,0,12,0,1,0,0,4,52,4,0,0,6,0,1,0,1,0,7,0,0,4,0,0,0,4,0,14,69,30,11
MARION_PRECINCT 0012,0,5,0,0,1,0,0,12,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,5,18,10,1
MARION_PRECINCT 0013,0,8,0,0,0,0,1,29,1,0,0,2,0,0,2,1,0,6,0,0,0,0,0,0,2,0,9,38,20,3
MARION_PRECINCT 0014,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,2,0,3,0,0,1,0,1,0,3,0,5,23,15,0
MARION_PRECINCT 0015,1,20,0,1,0,0,2,58,4,0,0,7,0,0,0,1,2,5,1,0,0,0,2,0,8,0,33,82,52,11
MARION_PRECINCT 0016,4,131,6,0,9,2,21,486,36,0,1,26,1,0,0,27,3,86,0,0,15,1,19,2,41,0,163,659,357,64
MARION_PRECINCT 0017,1,84,5,2,3,0,12,352,28,1,0,19,1,1,1,16,1,50,0,0,8,0,7,0,38,0,82,459,203,50
MARION_PRECINCT 0018,0,27,3,0,2,0,2,147,13,0,0,10,0,1,3,6,0,36,0,0,1,0,3,0,15,0,48,181,112,24
MARION_PRECINCT 0019,0,46,1,0,1,2,12,221,18,0,0,3,0,1,1,17,1,37,0,0,1,0,6,2,28,0,71,283,164,22
MARION_PRECINCT 0020,1,49,4,0,7,0,6,216,19,0,0,11,0,0,1,17,0,47,2,0,3,0,8,1,23,0,72,283,174,30
MARION_PRECINCT 0021,0,1,0,1,0,1,2,36,0,0,0,2,0,0,0,3,0,6,0,0,0,0,0,0,3,0,12,41,24,2
MARION_PRECINCT 0022,0,4,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,14,5,1
MARION_PRECINCT 0023,0,39,1,0,3,0,2,121,10,0,0,16,0,0,2,9,0,24,0,0,1,0,3,0,7,0,43,166,89,26
MARION_PRECINCT 0024,3,22,0,0,0,0,5,135,11,0,1,7,0,0,3,20,1,32,0,0,1,0,3,1,10,0,40,165,111,19
MARION_PRECINCT 0025,1,75,1,1,4,0,9,277,33,0,1,9,1,1,1,25,1,47,1,0,1,0,7,3,31,0,93,368,210,45
MARION_PRECINCT 0026,4,68,3,2,5,1,10,342,21,0,0,21,0,0,4,23,1,70,0,0,4,0,6,2,32,0,83,435,225,42
MARION_PRECINCT 0027,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,4,0
MARION_PRECINCT 0028,0,32,0,3,1,1,6,126,12,0,0,7,0,0,1,11,2,18,0,0,2,0,3,1,10,0,32,169,80,19
MARION_PRECINCT 0029,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,6,1
MARION_PRECINCT 0030,0,89,4,3,6,0,10,311,25,1,1,14,0,0,4,34,0,47,1,0,15,0,5,0,42,0,87,423,235,41
MILLER_BRIGHT STAR,0,29,2,0,1,2,3,299,12,0,1,11,0,1,1,6,0,83,0,0,5,0,1,0,15,0,48,336,159,25
MILLER_CENTRAL,3,48,3,2,1,1,8,603,15,0,0,9,0,0,5,25,0,162,1,0,12,0,6,1,35,2,149,669,398,24
MILLER_COLLEGE HILL,7,491,5,7,5,3,11,452,126,0,1,23,2,3,3,12,0,88,0,1,7,0,17,0,27,0,96,981,251,155
MILLER_DODDRIDGE,2,87,1,0,5,0,5,308,37,0,0,9,0,0,1,10,0,101,0,0,4,1,2,0,19,0,66,408,204,46
MILLER_FOUKE,3,122,4,5,6,1,21,1245,41,0,2,24,0,0,6,39,0,390,1,0,20,5,11,2,48,0,248,1407,770,67
MILLER_GARLAND,2,67,0,1,1,0,1,42,21,0,0,5,0,1,1,3,0,9,0,0,3,0,0,0,3,0,15,114,34,27
MILLER_GENOA,7,61,0,2,3,1,12,818,16,0,1,19,0,1,4,30,1,231,0,0,15,1,11,2,36,1,181,904,513,37
MILLER_GREENWICH VLG,3,142,0,1,5,3,16,858,37,0,1,22,1,1,0,28,1,203,0,0,9,0,14,2,65,0,200,1028,522,62
MILLER_HICKORY STREET,5,377,7,4,3,0,17,696,104,0,2,38,2,2,1,24,0,125,0,1,11,1,11,0,40,0,129,1109,343,148
MILLER_HICKORY STREET SOUTH,7,297,5,4,4,0,16,481,88,0,0,30,0,0,2,22,0,84,1,0,5,0,12,1,53,0,101,814,281,118
MILLER_MANDEVILLE,0,165,1,2,1,0,5,276,49,0,0,9,0,1,3,21,0,63,1,0,11,0,10,1,20,1,68,450,199,59
MILLER_NORTH HEIGHTS,6,502,10,1,9,2,27,851,170,0,1,29,1,2,5,49,0,181,0,2,14,0,27,2,108,2,166,1408,556,203
MILLER_OZAN INGHRAM,1,260,3,2,4,0,14,252,88,1,0,14,0,2,2,11,0,52,0,0,8,0,5,0,32,0,46,536,156,105
MILLER_RONDO,0,57,2,4,4,2,4,600,22,1,1,7,1,1,0,28,0,142,0,0,10,0,14,4,44,3,141,673,386,33
MILLER_SANDFLAT,2,228,6,4,4,0,9,166,45,1,1,11,0,1,0,10,0,33,0,0,2,0,3,1,7,1,38,419,95,59
MILLER_SUGAR HILL,6,402,9,5,11,2,24,1219,136,0,3,32,1,1,7,50,4,278,0,1,11,1,43,1,180,0,251,1678,827,173
MILLER_TRICE,2,341,3,5,3,3,21,584,112,0,0,25,0,2,2,28,0,130,0,0,14,0,13,0,51,1,115,962,354,139
MILLER_UNION,5,196,5,4,1,0,20,1501,60,0,5,27,0,3,4,51,1,379,2,0,14,0,11,2,97,0,350,1732,911,95
MILLER_WASHINGTON,4,401,3,3,4,2,3,43,121,0,0,13,0,1,0,1,0,7,0,0,1,1,1,0,1,0,17,463,29,135
MISSISSIPPI_ANC BURDETTE,0,23,0,0,0,0,1,44,9,0,0,2,0,1,1,1,0,5,0,0,0,0,0,0,3,0,2,68,12,12
MISSISSIPPI_BASSETT CH,1,45,0,1,3,0,4,94,19,0,2,5,0,1,0,1,0,8,0,0,0,0,1,0,17,0,26,148,53,27
MISSISSIPPI_BIRDSONG FS,0,49,0,0,1,1,3,61,27,0,0,0,0,0,0,3,1,12,0,0,0,0,1,0,5,0,6,115,28,27
MISSISSIPPI_CHARLES STRONG CC,3,206,0,3,1,2,3,93,90,1,0,8,0,3,0,1,0,8,0,0,1,0,0,0,9,0,15,311,34,102
MISSISSIPPI_DELL COMMUNITY CENTER,1,65,1,3,0,1,0,334,17,0,1,1,0,0,1,8,0,46,0,0,1,0,2,1,25,0,75,405,159,19
MISSISSIPPI_DYESS CC,0,21,1,1,1,1,2,148,2,0,0,1,0,0,0,5,2,25,0,0,1,0,1,0,7,0,31,175,72,3
MISSISSIPPI_ETOWAH FS,0,41,2,0,1,0,13,183,20,1,1,5,0,0,0,5,0,26,0,1,0,0,1,0,13,0,35,240,81,27
MISSISSIPPI_GOSNELL COMM CENTER,2,74,3,0,1,0,1,174,17,1,0,5,0,0,0,10,0,18,0,0,1,0,1,0,17,0,49,255,96,23
MISSISSIPPI_GOSNELL SCHOOL,0,148,3,1,2,3,5,280,32,0,0,11,0,0,2,8,0,31,0,0,5,0,3,1,24,0,51,442,125,43
MISSISSIPPI_JOINER CH,0,149,0,0,2,0,4,75,58,0,0,5,0,1,0,1,0,10,0,0,0,0,1,0,1,0,15,230,28,64
MISSISSIPPI_KEISER FBC,0,74,2,0,1,1,7,267,17,1,1,6,0,0,0,4,0,35,0,0,2,0,4,0,12,0,65,352,122,25
MISSISSIPPI_LEACHVILLE LIBRARY,5,121,7,4,12,6,9,613,22,1,0,12,1,0,9,15,2,63,1,0,9,0,8,1,47,0,140,777,295,36
MISSISSIPPI_MANILA DEPOT,3,237,4,6,5,5,20,1013,74,2,1,25,0,0,9,47,3,136,2,1,26,0,19,2,124,0,310,1293,679,102
MISSISSIPPI_MISS CO ELECTION CENTER,4,870,13,6,13,7,32,1452,317,0,4,89,3,3,18,36,4,178,0,0,6,0,44,1,166,0,324,2397,777,416
MISSISSIPPI_TRINITY BAPTIST,4,867,4,4,11,5,17,381,231,2,8,38,8,12,4,25,6,25,10,19,23,14,15,9,52,16,77,1293,295,299
MISSISSIPPI_WILSON LIBRARY,1,114,2,1,2,1,6,251,52,1,0,9,0,1,0,13,0,21,0,0,2,0,3,0,21,0,55,378,115,63
MONROE_BRINKLEY WARD 1,0,147,0,3,1,1,3,198,71,1,2,32,4,1,0,4,0,28,0,0,1,0,0,0,9,0,23,353,65,111
MONROE_BRINKLEY WARD 2,1,224,2,0,4,2,4,111,120,2,2,26,2,3,0,1,0,15,0,0,1,0,0,1,14,0,13,348,45,155
MONROE_BRINKLEY WARD 3,3,171,3,0,0,0,3,164,90,0,5,32,3,1,0,1,0,18,0,0,0,0,1,0,14,0,36,344,70,131
MONROE_CLARENDON WARD 1,0,107,1,1,1,2,2,68,88,1,2,33,4,4,0,0,0,1,0,0,0,0,0,0,0,0,8,182,9,132
MONROE_CLARENDON WARD 2,1,87,0,0,0,1,5,127,72,2,5,64,0,2,0,1,0,7,0,0,1,0,0,0,0,0,5,221,14,145
MONROE_CLARENDON WARD 3,0,93,0,1,0,0,3,87,64,2,2,32,7,3,0,1,0,1,0,0,0,0,0,0,2,0,2,184,6,110
MONROE_CYPRESS RIDGE,0,13,0,1,0,0,0,96,16,1,2,27,2,5,0,0,0,7,0,0,0,0,0,0,1,0,5,110,13,53
MONROE_DUNCAN TOWNSHIP,0,29,0,1,1,1,1,36,16,0,4,10,0,3,0,0,0,5,0,0,1,0,0,0,0,0,7,69,13,33
MONROE_HOLLY GROVE,0,205,2,0,0,1,0,26,136,1,5,14,0,2,0,0,0,2,0,1,1,0,0,0,4,0,8,234,16,158
MONTGOMERY_ALAMO,0,5,0,0,0,0,2,32,1,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,4,0,7,39,20,1
MONTGOMERY_BLACK SPRINGS,1,47,4,2,1,1,4,169,25,0,0,12,0,1,0,10,1,32,0,0,2,0,4,0,14,0,62,229,125,38
MONTGOMERY_CADDO GAP,1,48,0,3,1,0,7,272,14,0,0,7,1,0,0,7,0,31,1,0,3,0,2,0,32,0,72,332,148,22
MONTGOMERY_CANEY,1,49,1,1,2,0,1,238,18,0,0,3,0,1,1,10,0,64,0,0,3,0,4,0,26,0,37,293,145,22
MONTGOMERY_CENTER,2,138,6,2,4,2,10,368,56,1,1,27,0,1,2,15,1,53,0,0,2,0,21,0,66,0,111,532,271,86
MONTGOMERY_FANNIE,0,19,0,1,0,1,0,64,3,0,0,1,0,0,0,0,0,15,0,0,1,0,3,0,7,0,16,85,42,4
MONTGOMERY_HOPPER,1,9,1,0,1,1,0,69,3,0,1,6,0,2,0,1,0,17,0,0,0,0,2,0,5,0,25,82,50,12
MONTGOMERY_MOUNT IDA - INSIDE,1,92,1,4,1,5,6,232,45,0,0,14,1,0,3,11,0,18,0,0,2,0,2,1,14,0,58,342,109,60
MONTGOMERY_MOUNT IDA - OUTSIDE,0,95,8,2,2,3,9,314,41,0,1,27,0,0,2,5,1,45,0,0,3,0,8,2,26,0,81,433,173,69
MONTGOMERY_NORMAN - INSIDE,1,20,3,1,2,3,4,87,10,0,0,6,1,1,0,8,0,9,0,0,1,0,2,0,4,0,13,121,37,18
MONTGOMERY_NORMAN - OUTSIDE,0,61,1,0,0,2,3,124,30,0,0,5,1,1,0,4,0,12,1,0,3,0,3,2,12,0,35,191,72,37
MONTGOMERY_ODEN - INSIDE,0,22,0,0,1,0,1,73,7,1,0,3,0,0,0,2,0,13,0,0,2,0,1,2,19,1,20,97,60,11
MONTGOMERY_ODEN - OUTSIDE,1,50,3,4,5,2,1,227,22,0,0,12,0,0,1,7,0,47,1,0,3,0,6,0,23,0,56,293,144,34
MONTGOMERY_PENCIL BLUFF,0,25,0,4,0,1,0,143,7,0,0,9,1,1,0,12,0,31,0,0,2,0,3,0,15,0,27,173,90,18
MONTGOMERY_SIMS,1,31,3,0,8,0,2,105,19,0,1,4,0,0,0,5,0,18,0,0,1,0,6,0,9,0,26,150,65,24
MONTGOMERY_WASHITA,0,37,2,0,0,0,2,126,15,0,0,6,0,2,0,1,0,21,0,0,3,0,1,1,11,0,27,167,65,23
NEVADA_GEORGIA,0,8,0,2,1,0,2,74,14,1,1,13,2,1,1,3,0,6,0,0,1,0,1,0,6,0,5,87,23,32
NEVADA_LANEBURG,0,35,0,2,1,0,2,175,24,2,6,23,0,3,1,2,0,26,0,0,0,0,3,1,13,0,15,215,61,58
NEWTON_BIG CREEK,0,11,0,1,1,0,2,62,2,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,4,0,19,77,29,2
NEWTON_BOSTON,0,6,0,0,0,0,0,40,2,0,0,5,0,0,0,2,0,4,0,0,0,0,0,0,8,0,9,46,23,7
NEWTON_DOGPATCH,0,52,4,2,1,0,4,155,16,0,0,15,0,0,0,14,0,38,0,0,4,1,3,0,15,0,38,218,113,31
NEWTON_GROVE,0,64,1,1,2,1,5,306,29,0,0,17,0,1,1,7,2,38,0,0,4,0,3,0,30,0,63,380,148,47
NEWTON_HASTY,0,12,0,1,2,0,0,117,2,0,0,2,0,0,0,2,0,6,0,0,1,0,1,2,11,0,16,132,39,4
NEWTON_HICKORY GROVE,0,5,3,0,1,0,0,33,0,0,0,3,0,0,0,0,0,9,0,0,0,0,1,0,9,1,4,42,24,3
NEWTON_HUDSON,4,26,8,0,0,1,1,99,5,1,0,10,0,0,0,1,0,11,0,0,2,0,0,0,5,0,14,139,33,16
NEWTON_JACKSON,9,352,32,5,7,8,20,1127,67,0,1,74,0,0,4,25,1,109,0,1,5,0,11,4,60,0,197,1560,417,142
NEWTON_JEFFERSON,0,16,6,1,0,0,2,68,3,0,0,17,0,0,0,3,0,10,0,0,0,0,1,0,6,0,18,93,38,20
NEWTON_LINCOLN,0,14,1,0,0,0,2,62,5,0,1,6,0,0,0,4,0,9,0,0,1,0,0,1,4,0,15,79,34,12
NEWTON_LOW GAP,1,21,1,1,0,1,3,68,8,0,0,8,0,0,0,5,0,8,0,0,1,0,0,0,14,0,19,96,47,16
NEWTON_MT. SHERMAN,0,6,0,0,5,0,3,69,0,0,0,7,0,0,0,4,0,18,0,0,0,0,4,0,9,0,18,83,53,7
NEWTON_MURRAY,0,19,4,0,0,0,0,7,6,0,0,14,0,0,0,4,0,1,1,0,0,0,1,1,0,0,0,30,8,20
NEWTON_PLEASANT HILL,0,19,1,0,1,0,0,109,9,0,0,4,0,0,0,3,0,21,0,0,0,0,1,0,11,0,20,130,56,13
NEWTON_POLK,0,12,0,0,1,0,0,71,6,0,0,7,0,0,0,3,0,3,0,0,0,0,0,0,2,0,17,84,25,13
NEWTON_PONCA,0,21,3,0,1,0,1,130,7,0,0,5,0,0,0,10,0,5,0,0,0,0,0,0,4,0,8,156,27,12
NEWTON_RICHLAND,0,5,1,0,0,0,2,102,3,0,0,1,0,0,0,2,0,24,0,0,1,0,2,0,15,0,29,110,73,4
NEWTON_VAN BUREN,0,22,4,0,0,0,2,44,8,0,2,10,0,0,0,2,0,8,0,0,0,0,1,0,1,0,12,72,24,20
NEWTON_WHITE,1,16,0,1,0,0,2,206,12,0,0,5,0,0,0,5,0,33,0,0,0,0,0,0,18,0,45,226,101,17
OUACHITA_BUENA VISTA FIRE STATION,0,39,0,1,0,0,1,92,26,1,0,13,1,2,0,7,0,24,0,0,2,0,2,2,17,0,24,133,78,43
OUACHITA_CALVARY BAPTIST CHURCH EAST CAMDEN,1,62,0,0,2,6,9,319,44,2,6,24,1,7,1,9,0,90,0,0,4,0,1,0,46,0,80,399,231,84
OUACHITA_CAMDEN CUMBERLAND PRESBYTERIAN CHURCH,1,84,1,2,2,1,3,120,67,4,0,20,0,1,0,7,0,15,0,0,6,0,3,0,24,0,41,214,96,92
OUACHITA_CHIDESTER SCHOOL,0,118,0,3,0,2,0,127,81,2,2,16,0,1,0,5,0,27,0,0,3,0,0,0,16,0,34,250,85,102
OUACHITA_CLEVELAND AUDITORIUM,1,141,0,1,0,1,1,43,99,0,2,10,0,0,0,3,0,7,0,0,0,0,1,0,12,0,15,188,38,111
OUACHITA_EARLY VOTE,7,2408,12,21,20,12,47,2356,827,15,38,208,3,15,5,25,1,150,0,0,8,0,19,0,159,1,193,4883,561,1106
OUACHITA_ELLIOTT BAPTIST CHURCH,0,50,0,1,2,2,1,134,49,0,1,13,0,0,0,4,0,34,0,0,0,0,3,0,21,0,30,190,92,63
OUACHITA_FAIRVIEW METHODIST CHURCH,1,107,1,1,4,0,5,198,78,0,2,17,1,1,0,13,1,29,0,0,2,0,4,0,30,0,39,317,118,99
OUACHITA_FORESTRY BUILDING,0,65,4,0,1,1,4,153,55,3,4,25,2,0,1,6,0,40,0,0,1,0,3,0,41,0,37,228,129,89
OUACHITA_FRENCHPORT FIRE STATION,0,51,0,1,3,0,3,188,38,0,1,20,0,1,1,1,0,49,0,0,3,0,1,0,31,0,44,246,130,60
OUACHITA_HARMONY GROVE METHODIST CHURCH,2,95,0,1,2,1,3,223,60,3,2,30,1,1,0,11,1,51,0,0,2,0,1,0,36,0,68,327,170,97
OUACHITA_HOLLY GROVE BAPTIST CHURCH,1,60,1,0,0,0,0,62,32,2,0,8,1,0,0,1,0,4,0,0,0,0,1,0,8,0,27,124,41,43
OUACHITA_NEW STARLIGHT BAPTIST CHURCH,1,131,3,1,1,3,7,337,127,1,1,27,0,2,0,18,0,88,0,0,10,0,9,0,79,0,111,484,315,158
OUACHITA_PAPER BALLOTS,0,133,0,1,5,1,2,112,31,0,1,4,2,0,1,2,0,0,0,0,0,0,2,0,3,0,3,254,11,38
OUACHITA_SILVER SPRINGS METHODIST CHURCH,1,18,0,0,0,0,0,42,16,0,2,2,0,1,0,0,0,12,0,0,1,0,0,0,5,0,13,61,31,21
OUACHITA_ST. JAMES A.M.E. CHURCH EAGLE MILLS,0,20,0,1,0,0,0,29,19,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,1,0,6,50,18,19
OUACHITA_ST. MARKS METHODIST CHURCH,0,208,1,2,5,2,4,262,153,2,2,44,1,4,0,19,2,78,0,0,1,0,8,1,75,0,87,484,271,206
OUACHITA_ST. PAUL BAPTIST CHURCH,0,159,0,1,0,0,1,1,121,0,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,162,2,129
OUACHITA_STANDARD UMPSTEAD FIRE STATION,2,13,0,0,0,0,0,141,5,0,0,3,0,0,1,9,0,18,0,0,2,0,1,0,22,0,46,156,99,8
OUACHITA_STEPHENS LIBRARY,2,191,1,1,0,1,2,146,77,2,3,11,2,2,0,4,0,25,1,0,0,0,1,0,16,1,40,344,88,97
OUACHITA_TOWNSHIP COMMUNITY CENTER,0,9,0,0,0,0,1,80,7,1,1,11,0,2,0,3,0,8,0,0,0,0,0,0,2,0,22,90,35,22
PERRY_01-APLIN,0,21,1,0,1,1,2,100,29,0,4,18,2,1,0,1,0,9,0,0,0,0,0,0,7,0,14,126,31,54
PERRY_02-CASA,0,48,1,1,0,2,3,153,37,4,1,16,3,5,0,1,0,20,0,0,0,0,0,0,8,0,36,208,65,66
PERRY_03-CHERRY HILL,1,21,3,0,1,0,5,78,16,1,4,13,1,1,1,1,0,13,0,0,0,0,0,0,4,0,16,109,35,36
PERRY_04-FOURCHE,4,152,9,2,5,4,16,461,102,3,6,85,6,2,3,9,0,57,0,1,4,0,3,1,31,0,82,653,191,204
PERRY_05-HOUSTON,2,77,1,3,2,1,8,224,37,8,4,30,0,3,0,12,0,29,0,0,0,0,3,0,12,0,25,318,81,82
PERRY_06-KENNEY,0,6,0,0,0,0,2,55,3,0,2,7,1,1,0,1,0,18,0,0,1,0,0,0,4,0,6,63,30,14
PERRY_07-LAKE,0,55,0,0,2,4,5,177,27,0,1,25,4,2,0,6,0,32,0,1,0,0,0,0,7,0,33,243,79,59
PERRY_08-MAUMELLE,1,55,5,0,4,2,9,179,42,2,1,23,2,4,2,3,0,50,0,0,0,0,3,0,14,0,34,255,106,74
PERRY_09-NEW TENNESSEE,0,18,0,2,0,0,0,62,10,3,0,5,1,0,0,1,0,17,0,0,1,0,1,0,8,0,2,82,30,19
PERRY_10-PERRY,0,87,1,1,5,1,14,289,49,4,3,34,4,5,0,9,0,54,0,0,0,0,2,2,20,0,58,398,145,99
PERRY_11-PETIT JEAN,2,34,2,0,1,0,2,118,16,1,2,20,0,2,2,2,0,15,0,0,1,0,1,0,11,0,16,159,48,41
PERRY_12-RANKIN,1,151,6,2,9,1,14,317,93,7,8,51,9,5,2,4,0,52,0,0,0,0,3,0,29,0,67,501,157,173
PERRY_13-ROSE CREEK,1,23,0,0,2,0,0,65,10,0,0,12,2,0,0,1,0,14,0,0,2,0,0,0,8,0,4,91,29,24
PERRY_14-TYLER,0,26,0,1,1,1,1,69,23,0,1,7,0,0,0,2,0,14,0,0,1,0,0,0,4,0,11,99,32,31
PERRY_15-UNION,0,123,3,1,6,3,16,265,79,1,3,27,1,1,0,8,0,69,0,0,2,0,4,1,32,0,47,417,163,112
PERRY_16-UNION VALLEY,1,42,2,0,5,0,0,117,33,0,2,16,0,1,0,2,0,20,0,0,0,0,3,0,16,0,14,167,55,52
PERRY_17-WYE,2,110,4,0,5,1,16,279,42,0,1,39,3,1,1,6,0,61,0,0,3,1,7,3,23,0,57,417,162,86
PHILLIPS_PRECINCT 0001,1,622,1,4,3,3,4,54,369,3,3,29,4,2,2,0,1,5,0,0,3,0,0,0,4,0,10,692,25,410
PHILLIPS_PRECINCT 0002,0,72,0,0,0,2,2,31,40,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,107,9,56
PHILLIPS_PRECINCT 0003,3,484,4,7,7,3,12,464,250,18,19,136,6,7,0,4,0,20,0,0,1,0,5,1,25,0,59,984,115,436
PHILLIPS_PRECINCT 0004,4,526,2,3,2,2,2,80,326,3,5,47,2,0,0,0,0,2,0,0,0,0,0,0,3,0,7,621,12,383
PHILLIPS_PRECINCT 0005,3,535,1,3,4,3,7,141,286,0,5,56,3,3,0,1,0,5,0,0,1,0,1,0,2,0,15,697,25,353
PHILLIPS_PRECINCT 0006,3,622,3,1,2,1,7,119,349,2,7,43,3,0,0,1,0,3,0,0,0,0,0,0,10,0,10,758,24,404
PHILLIPS_PRECINCT 0007,1,179,4,2,2,1,5,327,120,5,8,63,4,4,0,4,0,11,0,0,1,0,3,0,9,0,49,521,77,204
PHILLIPS_PRECINCT 0008,4,140,0,1,2,1,2,116,96,4,1,19,0,3,0,2,0,8,0,0,0,0,0,0,4,0,25,266,39,123
PHILLIPS_PRECINCT 0009,1,153,0,0,1,0,5,148,101,1,5,26,3,3,1,6,0,9,0,0,0,0,0,0,7,0,19,308,42,139
PHILLIPS_PRECINCT 0010,1,70,0,1,1,0,2,290,55,8,6,51,1,2,0,2,0,16,0,0,1,0,1,0,13,0,61,365,94,123
PHILLIPS_PRECINCT 0011,1,104,0,1,6,0,1,99,84,4,2,22,1,1,0,2,0,2,0,0,0,0,0,0,4,0,15,212,23,114
PHILLIPS_PRECINCT 0012,0,67,0,0,1,1,0,28,59,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,97,4,71
PHILLIPS_PRECINCT 0013,2,273,3,4,0,1,3,212,184,6,6,71,3,7,1,1,0,11,0,0,1,0,1,0,12,0,19,498,46,277
PHILLIPS_PRECINCT 0014,0,44,2,2,0,1,2,104,38,3,7,25,1,1,0,2,0,5,0,0,1,0,0,0,5,0,12,155,25,75
PHILLIPS_PRECINCT 0015,2,183,0,1,3,1,5,19,122,1,1,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4,214,5,137
PHILLIPS_PRECINCT 0016,0,206,0,1,4,0,3,181,196,9,1,36,1,4,0,3,0,7,0,0,1,0,0,0,8,0,42,395,61,247
PHILLIPS_PRECINCT 0017,0,30,0,0,0,0,0,33,24,2,1,2,0,1,0,0,0,5,0,0,0,0,0,0,4,0,7,63,16,30
PIKE_ANTOINE,0,82,0,0,2,0,2,45,56,0,0,3,0,2,1,1,0,4,0,0,0,0,2,0,5,0,8,131,21,61
PIKE_DAISY,3,24,1,0,0,0,4,201,17,0,1,6,0,0,0,4,0,23,0,0,3,0,4,0,9,0,42,233,85,24
PIKE_DELIGHT,0,46,2,3,2,1,11,335,30,1,0,15,2,0,0,20,0,62,0,0,4,0,0,0,52,0,54,400,192,48
PIKE_GLENWOOD NORTH,0,80,3,4,8,0,4,295,28,1,1,12,2,0,1,14,0,36,0,0,0,0,2,0,33,0,57,394,143,44
PIKE_GLENWOOD SOUTH,0,99,1,3,4,1,11,415,50,0,4,27,1,2,1,25,0,74,0,0,2,0,2,0,42,0,54,534,200,84
PIKE_KIRBY,1,65,0,2,1,0,9,402,34,0,1,14,2,0,0,9,0,53,1,0,1,0,6,0,45,0,64,480,179,51
PIKE_LANGLEY/LODI,0,14,0,1,2,0,8,177,8,0,2,8,0,0,0,4,0,41,0,0,3,0,3,0,20,1,25,202,97,18
PIKE_MURFREESBORO EAST,4,109,0,3,2,3,8,408,65,1,1,26,1,1,0,10,0,55,0,0,3,0,2,0,42,0,76,537,188,95
PIKE_MURFREESBORO WEST,1,116,0,4,3,1,11,548,60,0,2,39,1,4,0,14,0,94,0,0,3,0,6,0,38,2,83,684,240,106
PIKE_NEWHOPE,0,21,0,1,0,0,3,166,8,0,0,6,0,0,0,5,0,34,0,0,2,0,0,0,18,0,32,191,91,14
PIKE_PISGAH,1,29,1,2,0,2,2,158,11,0,0,15,1,0,1,2,0,25,0,0,0,0,3,0,23,0,16,195,70,27
