precinct,gen_con_BRADLEY,gen_dem_KAINE,gen_grn_BARAKA,gen_ind_BAYES,gen_ind_JOHNSON,gen_ind_MONAHAN,gen_lib_WELD,gen_rep_PENCE,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_VALENTINE,pri_dem_WOLFE,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_JINDAL,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
LAWRENCE_BOAS 3,2,45,1,1,1,1,11,170,27,0,3,24,2,4,1,3,0,7,0,0,0,0,1,0,14,0,21,232,47,60
LAWRENCE_CACHE,0,8,1,1,0,0,0,42,6,2,2,14,1,1,0,0,0,5,0,0,0,0,0,0,1,0,0,52,6,26
LAWRENCE_CAMPBELL 1,5,145,4,2,5,3,17,331,104,5,13,68,3,6,0,6,0,16,0,0,0,0,2,2,27,0,25,512,78,199
LAWRENCE_CAMPBELL 2,2,124,1,4,1,1,14,327,91,4,4,66,5,6,2,10,0,30,0,0,0,0,0,0,10,0,34,474,86,176
LAWRENCE_CAMPBELL 3,2,107,2,3,1,3,14,237,70,5,4,50,3,3,1,5,0,26,0,0,1,0,2,0,13,0,17,369,65,135
LAWRENCE_CAMPBELL 4,2,118,4,4,21,2,23,344,105,2,4,62,6,6,1,13,0,44,0,0,2,0,2,0,22,0,28,518,112,185
LAWRENCE_DENT,1,70,2,0,4,2,9,302,56,3,4,60,1,12,0,8,0,35,0,0,3,0,4,0,13,0,43,390,106,136
LAWRENCE_DOWELL,1,21,0,1,2,0,1,34,5,0,1,3,1,0,0,0,0,5,0,0,0,0,1,0,2,0,5,60,13,10
LAWRENCE_DUTY,1,59,6,2,2,0,3,118,37,0,2,24,0,5,1,2,0,16,0,0,0,0,0,0,10,0,19,191,48,68
LAWRENCE_EATON,3,14,0,0,1,3,1,76,12,0,5,15,1,0,0,1,0,13,0,0,0,0,0,0,2,0,8,98,24,33
LAWRENCE_FLAT CREEK,1,11,0,0,0,0,2,30,13,0,0,8,0,1,0,0,0,4,0,0,0,0,0,0,0,0,3,44,7,22
LAWRENCE_JESUP,0,5,0,0,0,0,0,31,5,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,1,1,36,7,7
LAWRENCE_LAWRENCE,1,16,2,1,0,1,2,57,11,2,1,8,0,3,0,1,0,8,0,0,0,0,0,0,0,0,4,80,13,25
LAWRENCE_MARION,0,25,0,2,1,0,2,43,16,0,0,7,1,0,0,0,0,4,0,0,0,0,0,0,3,0,4,73,11,24
LAWRENCE_MORGAN,1,27,0,2,2,0,14,198,19,1,2,36,0,4,0,5,2,36,0,0,1,0,2,0,12,0,9,244,67,62
LAWRENCE_PROMISED LAND,0,28,1,2,4,1,2,99,14,0,0,18,0,1,0,2,0,11,0,0,2,0,0,0,2,0,17,137,34,33
LAWRENCE_REED'S CREEK SAFFELL,0,11,2,1,0,0,3,103,10,2,0,7,2,1,0,5,0,7,0,0,0,0,0,0,9,0,13,120,34,22
LAWRENCE_REEDS CREEK STRAWBERRY,1,47,0,2,2,2,4,149,34,2,2,12,0,3,1,6,0,21,0,0,1,0,0,0,8,0,24,207,61,53
LAWRENCE_RICHWOODS,0,4,0,0,0,1,0,31,3,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,36,4,13
LAWRENCE_SPRING RIVER,1,20,0,1,0,0,2,101,13,1,0,13,0,1,1,3,0,18,0,0,2,0,0,0,3,0,20,125,47,28
LAWRENCE_STRAWBERRY,3,27,0,1,0,1,5,90,24,1,1,21,3,4,0,2,0,12,0,0,0,0,0,0,6,1,7,127,28,54
LAWRENCE_THACKER,2,27,5,0,0,0,7,98,16,0,2,11,2,1,0,0,0,3,0,0,0,0,0,0,6,0,23,139,32,32
LINCOLN_AUBURN,0,10,1,0,0,0,0,19,6,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,0,3,30,10,8
LINCOLN_BAR/TARRY,2,60,1,0,0,0,1,13,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,77,3,31
LINCOLN_BAR/YORKTOWN,0,127,0,0,0,2,1,47,62,0,0,4,0,0,0,2,0,6,0,0,0,0,0,0,4,0,15,177,27,66
LINCOLN_CANE CREEK 1,0,66,2,1,0,1,7,427,40,3,1,24,1,3,1,13,1,63,0,0,1,0,0,0,46,0,102,504,227,72
LINCOLN_CANE CREEK 2,0,25,0,0,0,0,1,77,12,0,1,4,1,3,0,2,0,12,0,0,0,0,0,0,4,0,28,103,46,21
LINCOLN_CANE CREEK 3,2,9,0,0,0,0,4,162,8,0,0,4,0,0,0,12,0,74,0,0,0,0,0,0,13,0,27,177,126,12
LINCOLN_CHOCTAW,0,36,0,0,0,0,1,29,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,8,66,13,19
LINCOLN_GOULD,0,16,0,0,0,0,0,25,11,0,0,5,1,0,1,0,0,3,0,0,2,0,1,0,4,0,10,41,21,17
LINCOLN_GOULD CITY W1,1,116,0,0,0,1,1,17,48,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,4,0,1,136,8,51
LINCOLN_GOULD CITY W2,0,107,0,0,0,0,0,1,64,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,66
LINCOLN_GOULD CITY W3,0,87,0,0,1,0,0,24,36,0,0,1,0,1,0,2,0,8,0,0,0,0,0,0,0,0,3,112,13,38
LINCOLN_KIMBROUGH,0,23,0,0,0,0,0,6,11,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,29,3,12
LINCOLN_LONE PINE/GARNETT,0,17,0,0,1,0,0,97,8,1,2,9,0,0,0,2,0,6,0,0,0,0,0,0,16,0,25,115,49,20
LINCOLN_LONE PINE/MT. HOME,1,23,0,0,0,0,1,100,10,0,1,2,0,0,0,1,0,14,0,0,1,0,1,0,7,0,21,125,45,13
LINCOLN_MILL CREEK,0,20,1,1,2,0,3,74,5,0,1,8,0,0,0,1,0,14,0,0,0,0,0,0,10,0,16,101,41,14
LINCOLN_OWEN/GLENDALE,1,31,2,1,0,1,2,202,14,0,0,14,0,1,0,3,0,16,0,0,0,0,2,0,11,0,57,240,89,29
LINCOLN_OWEN/PALMYRA,5,33,0,0,1,1,4,159,18,0,1,5,0,3,1,3,0,53,0,0,1,0,0,0,13,0,27,203,98,27
LINCOLN_SE LINCOLN CO FD,1,5,1,0,1,0,2,61,4,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,9,0,18,71,36,8
LINCOLN_SMITH,1,4,3,0,0,0,1,75,4,0,0,7,0,0,0,1,0,7,0,0,0,0,0,0,10,0,24,84,42,11
LINCOLN_SPRING 2,1,37,0,1,0,1,0,15,32,0,0,1,0,1,0,0,0,4,0,0,0,0,2,0,1,0,4,55,11,34
LINCOLN_STAR CITY W1,3,75,0,2,0,1,3,175,38,0,0,9,2,1,0,5,0,22,0,0,0,0,1,0,19,0,42,259,89,50
LINCOLN_STAR CITY W2,2,79,0,0,0,4,5,125,17,0,1,10,0,0,0,0,0,19,0,0,0,0,2,0,14,0,25,215,60,28
LINCOLN_STAR CITY W3,0,64,4,1,1,0,2,246,26,0,0,13,3,0,0,9,0,44,0,0,1,0,3,0,20,0,44,318,121,42
LITTLE RIVER_ARDEN TOWNSHIP,2,39,1,0,1,1,1,128,21,0,0,20,1,2,1,3,0,24,0,0,1,0,0,0,3,0,21,173,53,44
LITTLE RIVER_ARKINDA TOWNSHIP,1,6,0,0,2,0,1,16,6,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,26,5,10
LITTLE RIVER_ASHDOWN WARD 1,1,189,0,2,3,2,12,588,91,10,6,67,5,17,2,8,1,93,0,1,3,1,0,0,40,0,87,797,236,196
LITTLE RIVER_ASHDOWN WARD 2,4,236,1,3,4,3,6,192,110,2,2,33,0,3,0,3,0,39,0,0,2,0,2,0,11,0,27,449,84,150
LITTLE RIVER_ASHDOWN WARD 3,4,212,1,0,6,4,7,229,82,5,3,34,3,9,0,8,0,20,0,0,0,0,0,1,7,0,48,463,84,136
LITTLE RIVER_BURKE TOWNSHIP,15,16,1,1,2,1,2,61,18,1,1,18,0,2,0,1,0,2,0,0,1,0,1,0,2,0,4,99,11,40
LITTLE RIVER_CANEY TOWNSHIP,0,18,0,0,1,0,3,99,13,1,3,7,0,2,0,4,1,11,0,0,0,0,0,0,6,0,20,121,42,26
LITTLE RIVER_CLEVELAND TOWNSHIP,3,102,2,1,2,3,13,247,60,3,1,33,1,11,1,5,0,26,0,0,0,1,1,1,15,0,38,373,88,109
LITTLE RIVER_FOREMAN WARD 1,0,38,1,1,0,0,0,37,23,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3,77,8,26
LITTLE RIVER_FOREMAN WARD 2,0,55,0,0,0,0,1,127,18,0,3,15,2,3,0,1,0,17,0,0,1,0,0,1,7,0,11,183,38,41
LITTLE RIVER_FOREMAN WARD 3,1,42,1,1,0,0,6,118,24,0,1,15,0,3,1,4,0,13,0,0,1,0,1,0,6,0,19,169,45,43
LITTLE RIVER_FRANKLIN TOWNSHIP,3,62,3,3,1,1,5,374,30,4,3,30,3,8,0,11,0,43,0,0,7,0,3,0,18,0,55,452,137,78
LITTLE RIVER_JACKSON TOWNSHIP,1,32,2,1,4,0,2,234,18,1,2,23,0,4,0,3,0,23,0,0,2,0,0,0,11,0,33,276,72,48
LITTLE RIVER_JEFFERSON TOWNSHIP,1,68,0,1,1,3,6,229,39,7,2,24,1,4,0,3,1,32,0,0,1,1,2,1,12,0,32,309,85,77
LITTLE RIVER_JEWELL TOWNSHIP,1,14,0,2,1,1,2,64,14,0,0,5,2,3,0,4,0,11,0,0,0,1,0,0,2,0,12,85,30,24
LITTLE RIVER_JOHNSON TOWNSHIP,0,116,0,3,1,0,4,112,56,4,1,19,0,1,0,2,0,19,0,0,1,0,1,0,2,0,12,236,37,81
LITTLE RIVER_LICK CREEK TOWNSHIP,2,22,0,0,1,1,5,164,18,2,3,15,1,7,0,9,0,29,0,0,2,0,2,0,8,0,20,195,70,46
LITTLE RIVER_LITTLE RIVER TOWNSHIP,0,28,0,1,2,1,1,231,16,1,0,14,0,5,0,13,0,21,1,0,1,0,1,2,13,0,35,264,87,36
LITTLE RIVER_RED RIVER TOWNSHIP,2,38,1,1,1,4,6,222,31,0,3,42,0,8,0,1,0,33,0,0,0,0,1,0,12,0,28,275,75,84
LITTLE RIVER_WALLACE/RICHLAND TOWNSHIP,1,64,0,3,1,1,2,133,33,1,1,21,1,5,2,3,0,30,0,0,0,0,0,0,8,0,14,205,57,62
LOGAN_BARBER,0,21,1,0,0,0,7,104,6,0,0,6,0,0,1,4,0,19,0,0,0,0,2,0,9,0,26,133,61,12
LOGAN_BLUE MTN CITY,1,10,0,0,0,0,1,31,2,0,0,2,1,0,0,0,0,4,0,0,0,0,1,0,3,0,6,43,14,5
LOGAN_BLUE MTN RURAL,0,2,0,0,2,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,5,23,13,0
LOGAN_BOONE WARD 1,1,62,6,6,6,2,11,264,29,0,0,23,0,0,0,7,0,41,0,1,1,0,2,0,32,0,37,358,121,52
LOGAN_BOONE WARD 2,2,76,1,2,7,3,9,289,46,0,0,5,0,2,2,16,1,48,0,2,1,0,1,0,32,0,57,389,160,53
LOGAN_BOONE WARD 3,0,115,3,2,6,3,11,277,57,0,1,21,0,0,0,17,0,45,1,0,1,0,8,0,39,0,56,417,167,79
LOGAN_BOONE WARD 4,10,122,2,1,8,2,10,487,53,0,0,20,1,0,2,22,0,119,1,0,1,0,4,0,60,0,90,642,299,74
LOGAN_CANE CREEK,0,51,0,1,0,0,7,147,30,0,0,15,0,0,0,2,0,33,1,0,2,0,2,2,15,0,27,206,84,45
LOGAN_CAULKSVILLE CITY,1,25,0,0,0,0,3,86,10,0,0,5,0,0,0,1,0,15,0,0,0,0,1,0,11,0,32,115,60,15
LOGAN_CAULKSVILLE RURAL,1,43,0,1,0,1,5,131,18,0,1,10,0,1,0,2,0,31,0,0,2,0,0,0,18,0,40,182,93,30
LOGAN_CAUTHRON,0,19,0,3,1,0,3,89,12,0,0,5,0,0,0,4,0,17,0,0,1,0,0,0,10,0,26,115,58,17
LOGAN_CLARK CITY,1,58,1,3,2,1,7,126,32,0,0,14,0,0,0,5,0,22,0,0,1,0,5,0,26,1,14,199,74,46
LOGAN_CLARK CROSSROADS,0,38,2,2,2,0,4,124,20,0,0,10,1,0,0,1,1,33,0,0,1,0,0,0,13,0,27,172,76,31
LOGAN_CLARK RURAL,1,32,2,1,0,0,0,88,18,0,1,4,0,0,0,0,0,21,0,0,1,0,0,0,12,0,17,124,51,23
LOGAN_DELAWARE,0,66,0,1,2,0,4,180,31,0,1,10,1,0,0,4,0,31,1,0,1,0,3,1,15,0,36,253,92,43
LOGAN_DRIGGS,2,34,1,2,2,1,4,146,17,0,0,10,0,0,0,2,0,39,0,0,1,0,1,0,14,0,35,192,92,27
LOGAN_ELLSWORTH,0,40,4,1,3,2,4,250,17,0,1,13,1,1,0,7,0,78,0,0,2,0,1,1,36,0,35,304,160,33
LOGAN_JOHNSON,0,18,1,2,1,2,0,86,7,0,0,5,0,0,0,6,0,17,0,0,1,0,2,0,10,0,22,110,58,12
LOGAN_LOGAN,0,37,2,0,1,1,5,122,22,0,2,5,0,1,1,5,0,20,0,0,1,0,0,0,14,0,25,168,66,30
LOGAN_MORRISON BLUFF,0,12,0,0,0,0,1,22,6,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,35,6,8
LOGAN_MOUNTAIN,1,17,0,0,1,0,1,49,13,0,0,3,0,0,0,3,0,10,0,0,1,0,0,0,6,0,18,69,38,16
LOGAN_PETIT JEAN,1,27,1,0,2,0,3,90,17,0,0,3,0,0,0,2,0,11,0,0,0,0,0,1,9,0,28,124,51,20
LOGAN_RATCLIFF CITY,0,11,0,0,0,0,2,48,7,0,0,7,0,1,0,1,0,8,0,0,0,0,1,0,4,0,9,61,23,15
LOGAN_RATCLIFF RURAL,1,21,0,2,1,0,2,44,13,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,4,0,8,71,18,15
LOGAN_REVEILLE CITY,0,47,3,0,0,0,2,174,22,0,0,4,0,0,0,12,0,25,0,0,2,0,3,0,24,0,25,226,91,26
LOGAN_REVEILLE RURAL,6,46,3,2,1,0,9,183,26,0,2,12,0,1,0,11,0,35,1,0,1,0,3,0,27,0,32,250,110,41
LOGAN_RIVER CITY,1,17,1,2,0,1,2,52,14,0,0,6,0,0,0,1,0,11,0,0,1,0,0,0,6,0,6,76,25,20
LOGAN_RIVER RURAL,0,44,0,3,0,0,10,94,22,0,0,14,0,0,0,6,0,11,0,0,0,0,3,0,6,0,25,151,51,36
LOGAN_SHOAL CREEK,2,48,4,1,3,4,2,228,25,0,1,17,0,0,0,6,0,37,1,0,1,0,1,1,24,0,61,292,132,43
LOGAN_SHORT MTN WARD 1,5,138,3,3,5,1,21,316,76,1,2,22,1,0,1,14,0,50,0,0,1,0,3,0,48,0,72,492,189,102
LOGAN_SHORT MTN WARD 2,1,88,5,4,2,1,6,273,35,0,3,16,0,0,2,3,0,42,0,0,4,0,1,0,33,0,64,380,149,54
LOGAN_SHORT MTN WARD 3,5,82,0,4,0,0,10,243,39,0,0,14,0,0,0,6,1,26,0,0,1,0,5,0,20,0,62,344,121,53
LOGAN_SHORT MTN WARD 4,0,136,3,11,3,5,10,396,69,0,1,30,0,0,1,17,0,69,0,0,0,0,7,0,55,0,75,564,224,100
LOGAN_SUGAR CREEK,0,38,2,0,1,0,4,133,25,0,0,10,0,0,0,2,0,21,0,0,1,0,0,0,9,0,15,178,48,35
LOGAN_TOMLINSON,0,20,3,1,4,1,2,99,16,0,0,6,1,2,0,4,0,28,0,0,1,0,1,0,4,0,32,130,70,25
LOGAN_WASHBURN,3,54,0,1,4,2,13,256,29,0,0,12,1,1,1,12,1,48,0,0,3,0,1,0,36,0,61,333,163,43
LONOKE_01 - ALLPORT CITY,1,35,0,0,1,1,2,6,20,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,1,22
LONOKE_02 - CAROLINE TWP,1,123,2,6,2,1,19,730,39,0,1,23,0,0,5,26,0,149,0,0,7,0,5,1,89,0,147,884,429,63
LONOKE_03 - AUSTIN CITY,2,147,7,2,16,3,32,764,36,1,0,23,0,0,7,34,1,151,1,0,1,0,5,2,80,0,155,973,437,60
LONOKE_04 - BUTLER TWP,0,174,3,4,4,6,25,827,50,0,2,27,1,1,4,29,1,182,0,0,5,0,4,3,85,0,203,1043,516,81
LONOKE_05 - CABOT CITY W/1,5,398,11,9,18,7,74,1416,91,2,0,71,3,1,10,55,4,255,0,1,8,1,21,4,175,0,253,1938,787,168
LONOKE_06 - CABOT CITY W/2,11,529,15,12,32,3,85,2351,137,0,0,87,3,2,16,83,1,500,1,1,8,0,51,2,380,0,440,3038,1483,229
LONOKE_07 - CABOT CITY W/3,6,411,14,13,35,6,65,1907,95,0,2,83,2,1,9,81,3,401,1,1,15,0,37,5,330,0,341,2457,1224,183
LONOKE_08 - CABOT CITY W/4,4,374,18,9,19,8,93,1536,84,1,1,60,1,2,7,76,2,311,4,0,7,0,21,4,228,0,275,2061,935,149
LONOKE_09 - YORK TWP,2,110,6,5,2,3,21,503,34,0,1,24,0,0,2,30,0,105,0,1,1,0,7,0,64,0,111,652,321,59
LONOKE_10 - CARLISLE CITY W/1,2,86,3,3,4,1,7,302,20,0,0,10,0,0,0,3,1,46,1,1,3,0,5,1,41,0,39,408,141,30
LONOKE_11 - CARLISLE CITY W/2,1,89,1,2,0,2,4,106,20,0,0,6,0,0,1,4,0,15,0,0,2,0,0,0,14,0,13,205,49,26
LONOKE_12 - CARLISLE CITY W/3,0,71,1,0,5,4,9,130,14,0,0,5,0,0,0,6,1,18,0,0,4,0,2,0,17,1,15,220,64,19
LONOKE_13 - CARLISLE TWP,0,12,2,1,0,1,2,140,7,0,1,4,1,0,0,6,0,17,0,0,3,0,0,0,17,0,21,158,64,13
LONOKE_14 - CLEVELAND TWP,0,22,0,0,1,0,1,83,24,0,0,3,0,0,1,9,1,61,0,0,3,0,4,1,20,0,50,107,150,27
LONOKE_15 - DORTCH TWP,0,22,2,1,0,1,3,53,4,0,1,2,0,0,0,0,0,10,0,0,0,0,2,0,9,0,9,82,30,7
LONOKE_16 - EAGLE TWP,3,104,10,2,11,5,25,667,27,0,0,16,0,2,7,21,2,154,0,0,9,0,19,0,88,0,146,827,446,45
LONOKE_17 - ENGLAND CITY W/1,0,66,7,1,0,2,8,217,19,1,0,11,0,0,1,9,0,40,1,0,1,0,2,0,15,0,46,301,115,31
LONOKE_18 - ENGLAND CITY W/2,0,59,2,1,1,0,7,143,33,0,0,4,0,1,0,3,0,22,0,0,1,0,0,1,15,0,16,213,58,38
LONOKE_19 - ENGLAND CITY W/3,0,177,1,1,1,5,5,47,62,0,0,8,0,0,0,1,0,9,0,0,0,0,0,0,2,0,10,237,22,70
LONOKE_20 - ENGLAND CITY W/4,0,68,0,2,1,0,2,84,23,0,0,5,0,0,0,2,0,8,1,0,1,0,0,0,10,0,14,157,36,28
LONOKE_21 - FLETCHER TWP,1,5,0,0,1,1,0,53,4,0,0,1,0,0,0,3,0,20,0,0,0,0,0,0,4,0,16,61,43,5
LONOKE_22 - FURLOW TWP,3,120,0,1,5,3,19,259,58,0,0,14,1,0,2,11,0,54,0,0,1,0,9,1,24,0,73,410,175,73
LONOKE_23 - GOODRUM TWP,2,161,9,3,10,2,26,971,45,0,0,26,0,0,5,28,0,251,0,2,12,1,17,0,134,0,209,1184,659,71
LONOKE_24 - GRAY TWP,7,303,8,5,8,4,31,792,39,0,0,19,0,0,3,7,1,82,0,0,5,0,2,0,41,0,87,1158,228,58
LONOKE_25 - GUMWOOD TWP,1,20,0,1,0,1,1,75,16,0,0,4,0,0,1,2,0,21,0,0,0,0,1,0,30,0,31,99,86,20
LONOKE_26 - HAMILTON TWP,0,3,0,0,0,0,2,45,1,0,0,3,0,0,1,3,0,18,0,0,1,0,0,0,4,0,11,50,38,4
LONOKE_27 - CROOKED CREEK TWP,0,18,0,0,0,0,0,84,5,0,0,4,0,0,0,2,0,42,0,0,0,0,0,0,5,0,9,102,58,9
LONOKE_28 - HUMNOKE CITY,0,9,0,0,0,0,0,83,2,0,0,1,0,0,0,0,0,26,0,0,1,0,0,0,10,0,11,92,48,3
LONOKE_29 - INDIAN BAYOU TWP,0,16,1,1,0,0,0,41,5,0,0,4,0,0,0,1,0,7,0,0,1,0,1,0,9,0,11,59,30,9
LONOKE_30 - COY CITY,0,10,0,0,0,1,1,23,0,0,1,0,0,0,0,1,0,11,0,0,0,0,0,0,8,0,3,35,23,1
LONOKE_31 - ISBELL TWP,0,4,0,1,0,0,0,42,4,0,0,3,0,0,0,4,0,9,0,0,0,0,0,0,5,0,7,47,25,7
LONOKE_32 - LAFAYETTE TWP,0,2,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,15,3,3
LONOKE_33 - KEO CITY,2,42,1,0,2,0,2,91,12,0,0,6,0,0,0,4,0,20,0,0,3,0,1,0,12,0,22,140,62,18
LONOKE_34 - LONOKE CITY W/1,0,76,1,1,11,1,2,144,25,0,1,14,0,0,1,7,0,42,0,0,3,0,2,0,19,0,29,236,103,40
LONOKE_35 - LONOKE CITY W/2,0,38,0,1,1,3,2,112,16,0,0,2,1,0,0,5,0,20,0,0,1,0,3,0,18,0,25,157,72,19
LONOKE_36 - LONOKE CITY W/3,0,68,2,0,0,0,5,94,18,0,1,10,1,1,0,7,0,22,0,0,1,0,0,0,9,0,13,169,52,31
LONOKE_37 - LONOKE CITY W/4,0,69,0,1,0,1,5,144,21,0,0,7,0,0,1,9,0,14,0,0,1,0,3,0,23,0,40,220,91,28
LONOKE_38 - LONOKE TWP,3,88,0,1,2,0,8,281,41,0,0,13,0,0,1,3,0,57,0,0,2,1,8,0,43,0,84,383,199,54
LONOKE_39 - MAGNESS TWP,2,146,14,1,12,4,18,680,52,0,1,41,1,0,2,25,0,149,2,1,6,0,12,2,84,0,161,877,444,95
LONOKE_40 - OAK GROVE TWP,5,302,8,8,12,3,49,1427,101,0,3,44,0,0,12,47,1,323,3,1,9,1,22,1,213,0,305,1814,938,148
LONOKE_41 - PETTUS TWP,2,17,0,0,0,0,1,37,14,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,8,0,6,57,22,15
LONOKE_42 - PRAIRIE TWP,0,41,1,0,1,0,3,178,6,0,0,1,0,0,0,3,0,17,0,0,0,0,1,0,7,0,24,224,52,7
LONOKE_43 - PULASKI TWP,1,137,2,0,0,0,4,42,67,0,0,7,0,0,0,2,0,9,0,0,1,0,0,0,5,0,11,186,28,74
LONOKE_44 - RICHWOOD TWP,0,15,0,1,1,0,2,29,5,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,6,0,2,48,12,5
LONOKE_45 - TOTTEN TWP,1,27,0,2,2,1,8,100,2,0,0,1,0,0,1,3,0,13,0,0,0,0,2,0,7,0,8,141,34,3
LONOKE_47 - WARD CITY W/1,1,86,3,5,5,3,9,319,26,1,0,25,2,0,0,11,0,62,0,1,1,0,3,0,29,0,73,431,180,54
LONOKE_48 - WARD CITY W/2,4,73,3,2,1,4,15,389,23,1,1,19,0,0,0,6,0,61,0,0,6,0,3,0,34,0,69,491,179,44
LONOKE_49 - WARD CITY W/3,1,93,3,4,5,1,25,433,26,0,0,14,0,1,2,13,0,76,1,0,4,0,5,0,35,0,57,565,193,41
LONOKE_50 - WARD TWP,2,60,6,2,5,1,20,415,18,1,0,15,1,0,3,16,1,97,0,0,2,0,5,1,38,0,78,511,241,35
LONOKE_51 - WILLIAMS TWP,0,79,0,1,2,2,8,148,27,0,0,9,0,0,0,3,0,36,0,1,1,0,3,0,16,0,32,240,92,36
LONOKE_53 - LONOKE CITY W/5,0,140,0,1,1,0,4,69,55,0,0,11,0,0,1,0,0,11,0,0,0,0,5,0,4,0,15,215,36,66
LONOKE_54 - LONOKE CITY W/6,1,124,4,0,1,1,1,22,41,0,1,13,0,2,0,0,0,4,0,0,1,0,0,0,0,0,6,154,11,57
LONOKE_55 - LONOKE CITY W/7,0,94,0,1,2,2,5,99,28,0,0,8,1,0,2,3,0,21,0,0,0,0,8,0,13,2,20,203,69,37
LONOKE_56 - LONOKE CITY W/8,1,91,1,1,0,1,1,197,48,0,2,9,1,0,1,9,0,35,1,0,1,0,4,1,37,0,38,293,127,60
MADISON_ALABAM,4,123,4,8,2,1,19,398,101,11,17,91,12,6,1,10,0,46,0,0,2,0,0,1,9,1,48,559,118,238
MADISON_BOSTON,0,54,7,1,2,0,2,112,47,3,2,45,1,2,0,1,0,9,0,0,0,0,0,0,7,1,18,178,36,100
MADISON_BOWEN,2,61,4,1,1,2,9,163,45,2,3,41,3,2,0,1,0,17,0,0,0,0,2,0,9,0,24,243,53,96
MADISON_CALIFORNIA,2,108,4,2,1,3,12,419,66,9,13,72,7,13,2,8,0,62,0,0,1,0,5,0,25,0,81,551,184,180
MADISON_HILBURN,1,73,3,2,7,0,7,127,70,5,5,36,4,4,0,4,0,29,0,0,0,0,0,0,7,0,11,220,51,124
MADISON_JAPTON,1,18,1,1,1,0,3,146,9,1,2,19,1,1,2,3,0,23,0,0,0,0,1,0,10,0,25,171,64,33
MADISON_KINGS RIVER,1,91,3,4,1,0,17,292,60,15,10,59,7,5,0,5,0,31,0,0,3,0,2,0,15,0,51,409,107,156
MADISON_LAMAR,1,152,1,4,3,0,9,375,79,8,9,63,2,3,1,10,0,60,0,0,0,0,1,0,32,1,61,545,166,164
MADISON_LINCOLN,0,43,3,1,2,1,3,124,36,2,3,38,2,1,0,2,0,19,0,0,0,0,0,1,2,0,21,177,45,82
MADISON_MARBLE,1,43,2,1,2,2,5,198,52,11,5,35,1,4,0,1,0,22,0,0,1,0,0,0,7,0,24,254,55,108
MADISON_MILL CREEK,1,61,6,2,1,1,3,151,52,1,6,42,3,3,0,3,0,16,0,0,0,0,2,0,5,0,14,226,40,107
MADISON_PRAIRIE,2,185,1,5,9,1,12,641,99,7,7,112,8,7,2,6,0,99,0,0,4,0,6,0,63,0,100,856,280,240
MADISON_RICHLAND,2,58,1,0,2,1,5,267,22,6,7,73,4,12,0,6,0,33,0,0,0,0,0,0,17,0,36,336,92,124
MADISON_VALLEY,0,88,4,4,2,0,2,192,62,2,6,47,1,1,1,5,0,25,0,0,0,0,2,0,19,0,16,292,68,119
MADISON_WAR EAGLE,4,184,3,1,6,1,17,707,129,22,34,160,7,20,0,12,0,60,1,0,1,0,5,1,36,0,70,923,186,372
MADISON_WARD 1,0,48,3,1,0,0,5,112,32,5,3,29,3,2,0,3,0,7,0,0,1,0,1,0,6,0,16,169,34,74
MADISON_WARD 2,0,36,1,1,2,0,0,67,21,1,1,21,5,4,1,1,0,5,0,0,0,0,0,0,6,0,6,107,19,53
MADISON_WARD 3,0,54,0,1,1,0,5,166,47,7,2,29,0,2,0,4,0,27,0,0,0,1,1,0,11,0,24,227,68,87
MADISON_WARD 4,1,73,2,1,2,0,7,131,37,6,9,38,0,0,0,2,0,17,0,0,0,0,0,0,8,0,13,217,40,90
MADISON_WHARTON,0,35,1,2,0,1,2,140,20,5,4,29,0,0,1,2,0,27,0,0,0,0,1,0,2,0,13,181,46,58
