precinct_code,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Josephine-4103310,44.0,5.0,7.0,99.0,11.0,11.0,10.0,3.0,41.0,155.0,54.0,22.0
Josephine-4103311,67.0,2.0,11.0,121.0,19.0,25.0,14.0,10.0,39.0,201.0,63.0,44.0
Josephine-4103312,66.0,8.0,12.0,175.0,23.0,24.0,13.0,8.0,68.0,261.0,89.0,47.0
Josephine-4103313,75.0,5.0,14.0,131.0,32.0,25.0,12.0,5.0,45.0,225.0,62.0,57.0
Josephine-4103314,33.0,2.0,3.0,69.0,11.0,13.0,4.0,4.0,23.0,107.0,31.0,24.0
Josephine-4103315,247.0,13.0,33.0,712.0,74.0,101.0,54.0,35.0,294.0,1005.0,383.0,175.0
Josephine-4103316,65.0,4.0,11.0,219.0,17.0,18.0,8.0,7.0,97.0,299.0,112.0,35.0
Josephine-4103317,294.0,16.0,36.0,687.0,111.0,107.0,56.0,41.0,293.0,1033.0,390.0,218.0
Josephine-4103318,345.0,25.0,58.0,805.0,97.0,127.0,47.0,46.0,332.0,1233.0,425.0,224.0
Josephine-4103319,351.0,24.0,45.0,1040.0,111.0,152.0,72.0,59.0,393.0,1460.0,524.0,263.0
Josephine-410332,1201.0,76.0,175.0,2581.0,367.0,399.0,165.0,139.0,930.0,4033.0,1234.0,766.0
Josephine-4103320,61.0,5.0,9.0,112.0,26.0,34.0,6.0,2.0,50.0,187.0,58.0,60.0
Josephine-4103321,667.0,42.0,101.0,1631.0,248.0,230.0,107.0,61.0,639.0,2441.0,807.0,478.0
Josephine-4103322,210.0,14.0,37.0,608.0,75.0,82.0,65.0,27.0,243.0,869.0,335.0,157.0
Josephine-4103323,69.0,4.0,8.0,255.0,27.0,26.0,18.0,11.0,116.0,336.0,145.0,53.0
Josephine-4103324,112.0,4.0,6.0,242.0,29.0,28.0,15.0,14.0,100.0,364.0,129.0,57.0
Josephine-4103325,261.0,8.0,35.0,578.0,66.0,88.0,43.0,36.0,242.0,882.0,321.0,154.0
Josephine-4103326,223.0,22.0,18.0,454.0,59.0,86.0,37.0,28.0,204.0,717.0,269.0,145.0
Josephine-4103327,135.0,10.0,27.0,258.0,36.0,75.0,11.0,11.0,83.0,430.0,105.0,111.0
Josephine-4103328,147.0,23.0,17.0,258.0,37.0,65.0,12.0,10.0,91.0,445.0,113.0,102.0
Josephine-4103329,23.0,0.0,4.0,74.0,7.0,11.0,0.0,1.0,28.0,101.0,29.0,18.0
Josephine-410333,451.0,29.0,72.0,806.0,136.0,166.0,80.0,53.0,294.0,1358.0,427.0,302.0
Josephine-4103330,258.0,32.0,49.0,431.0,77.0,114.0,26.0,14.0,129.0,770.0,169.0,191.0
Josephine-4103331,955.0,155.0,87.0,1187.0,246.0,544.0,99.0,42.0,446.0,2384.0,587.0,790.0
Josephine-4103332,88.0,7.0,11.0,124.0,21.0,38.0,11.0,4.0,57.0,230.0,72.0,59.0
Josephine-4103333,176.0,10.0,33.0,385.0,41.0,70.0,41.0,17.0,169.0,604.0,227.0,111.0
Josephine-4103334,85.0,27.0,5.0,154.0,17.0,55.0,14.0,6.0,53.0,271.0,73.0,72.0
Josephine-4103335,191.0,12.0,34.0,477.0,62.0,66.0,29.0,21.0,207.0,714.0,257.0,128.0
Josephine-4103336,490.0,28.0,74.0,1129.0,169.0,188.0,111.0,68.0,467.0,1721.0,646.0,357.0
Josephine-4103337,342.0,31.0,42.0,616.0,89.0,152.0,55.0,13.0,223.0,1031.0,291.0,241.0
Josephine-4103338,613.0,39.0,79.0,1263.0,193.0,233.0,96.0,71.0,508.0,1994.0,675.0,426.0
Josephine-4103339,294.0,18.0,34.0,733.0,110.0,106.0,52.0,30.0,346.0,1079.0,428.0,216.0
Josephine-410334,445.0,34.0,68.0,621.0,142.0,162.0,53.0,43.0,230.0,1168.0,326.0,304.0
Josephine-4103340,316.0,59.0,13.0,341.0,61.0,221.0,13.0,9.0,156.0,729.0,178.0,282.0
Josephine-4103341,33.0,0.0,2.0,65.0,10.0,8.0,3.0,4.0,21.0,100.0,28.0,18.0
Josephine-4103342,345.0,23.0,42.0,984.0,102.0,133.0,65.0,35.0,406.0,1394.0,506.0,235.0
Josephine-4103343,176.0,9.0,33.0,483.0,64.0,74.0,34.0,22.0,178.0,701.0,234.0,138.0
Josephine-4103344,60.0,8.0,6.0,77.0,15.0,32.0,5.0,2.0,31.0,151.0,38.0,47.0
Josephine-4103345,49.0,7.0,5.0,104.0,13.0,24.0,8.0,2.0,48.0,165.0,58.0,37.0
Josephine-4103346,65.0,11.0,7.0,139.0,16.0,34.0,9.0,6.0,47.0,222.0,62.0,50.0
Josephine-4103347,27.0,1.0,6.0,51.0,9.0,8.0,6.0,0.0,19.0,85.0,25.0,17.0
Josephine-410335,441.0,24.0,63.0,659.0,120.0,157.0,51.0,39.0,229.0,1187.0,319.0,277.0
Josephine-410336,251.0,14.0,36.0,560.0,78.0,90.0,47.0,44.0,223.0,861.0,314.0,168.0
Josephine-410337,678.0,47.0,95.0,1011.0,196.0,258.0,70.0,49.0,312.0,1831.0,431.0,454.0
Josephine-410338,739.0,50.0,127.0,1723.0,215.0,292.0,147.0,84.0,650.0,2639.0,881.0,507.0
Josephine-410339,19.0,1.0,8.0,62.0,5.0,8.0,4.0,4.0,27.0,90.0,35.0,13.0
Klamath-410351,340.0,21.0,41.0,0.0,0.0,120.0,51.0,36.0,338.0,402.0,425.0,120.0
Klamath-4103510,261.0,7.0,15.0,368.0,80.0,51.0,43.0,37.0,208.0,651.0,288.0,131.0
Klamath-4103511,184.0,13.0,59.0,769.0,60.0,86.0,65.0,28.0,321.0,1025.0,414.0,146.0
Klamath-4103512,125.0,3.0,17.0,579.0,52.0,49.0,61.0,39.0,299.0,724.0,399.0,101.0
Klamath-4103513,208.0,17.0,66.0,1601.0,63.0,115.0,175.0,68.0,736.0,1892.0,979.0,178.0
Klamath-4103514,33.0,3.0,8.0,117.0,6.0,10.0,15.0,7.0,61.0,161.0,83.0,16.0
Klamath-4103515,82.0,3.0,37.0,710.0,35.0,34.0,70.0,23.0,362.0,832.0,455.0,69.0
Klamath-4103516,53.0,2.0,12.0,123.0,10.0,11.0,6.0,9.0,45.0,190.0,60.0,21.0
Klamath-4103517,52.0,5.0,7.0,189.0,14.0,15.0,16.0,7.0,83.0,253.0,106.0,29.0
Klamath-4103518,161.0,8.0,44.0,749.0,44.0,76.0,87.0,46.0,340.0,962.0,473.0,120.0
Klamath-4103519,71.0,12.0,8.0,120.0,21.0,17.0,12.0,4.0,40.0,211.0,56.0,38.0
Klamath-410352,20.0,0.0,3.0,66.0,5.0,7.0,4.0,0.0,21.0,89.0,25.0,12.0
Klamath-4103520,166.0,16.0,50.0,464.0,50.0,62.0,40.0,17.0,175.0,696.0,232.0,112.0
Klamath-4103521,401.0,24.0,93.0,1126.0,140.0,172.0,105.0,54.0,457.0,1644.0,616.0,312.0
Klamath-4103522,124.0,10.0,20.0,318.0,44.0,37.0,22.0,7.0,122.0,472.0,151.0,81.0
Klamath-4103523,371.0,33.0,92.0,1142.0,123.0,172.0,109.0,44.0,445.0,1638.0,598.0,295.0
Klamath-4103524,113.0,5.0,32.0,323.0,34.0,43.0,24.0,17.0,125.0,473.0,166.0,77.0
Klamath-4103525,199.0,23.0,45.0,603.0,77.0,85.0,53.0,14.0,250.0,870.0,317.0,162.0
Klamath-4103526,205.0,12.0,73.0,739.0,69.0,81.0,77.0,34.0,319.0,1029.0,430.0,150.0
Klamath-4103527,274.0,20.0,77.0,961.0,97.0,129.0,97.0,50.0,415.0,1332.0,562.0,226.0
Klamath-4103528,50.0,1.0,8.0,197.0,18.0,23.0,18.0,11.0,68.0,256.0,97.0,41.0
Klamath-4103529,166.0,13.0,36.0,702.0,66.0,68.0,70.0,53.0,284.0,917.0,407.0,134.0
Klamath-410353,287.0,28.0,42.0,671.0,98.0,111.0,63.0,33.0,288.0,1028.0,384.0,209.0
Klamath-4103530,252.0,19.0,48.0,494.0,70.0,108.0,44.0,30.0,220.0,813.0,294.0,178.0
Klamath-4103531,397.0,21.0,56.0,500.0,97.0,143.0,57.0,58.0,233.0,974.0,348.0,240.0
Klamath-4103532,121.0,4.0,13.0,199.0,34.0,21.0,15.0,17.0,83.0,337.0,115.0,55.0
Klamath-4103533,43.0,6.0,14.0,70.0,10.0,15.0,9.0,8.0,35.0,133.0,52.0,25.0
Klamath-4103534,156.0,5.0,35.0,336.0,52.0,71.0,17.0,19.0,138.0,532.0,174.0,123.0
Klamath-4103535,87.0,9.0,20.0,120.0,16.0,49.0,12.0,5.0,35.0,236.0,52.0,65.0
Klamath-4103536,248.0,30.0,46.0,297.0,66.0,108.0,36.0,12.0,88.0,621.0,136.0,174.0
Klamath-4103537,338.0,10.0,43.0,334.0,91.0,138.0,38.0,40.0,154.0,725.0,232.0,229.0
Klamath-4103538,130.0,7.0,36.0,197.0,36.0,61.0,17.0,4.0,53.0,370.0,74.0,97.0
Klamath-4103539,25.0,3.0,7.0,46.0,5.0,12.0,5.0,0.0,10.0,81.0,15.0,17.0
Klamath-410354,168.0,12.0,29.0,622.0,60.0,57.0,75.0,14.0,240.0,831.0,329.0,117.0
Klamath-4103540,156.0,14.0,34.0,241.0,39.0,62.0,21.0,11.0,73.0,445.0,105.0,101.0
Klamath-4103541,257.0,12.0,50.0,483.0,81.0,82.0,59.0,52.0,190.0,802.0,301.0,163.0
Klamath-4103542,91.0,1.0,27.0,246.0,25.0,35.0,21.0,5.0,86.0,365.0,112.0,60.0
Klamath-4103543,178.0,23.0,21.0,200.0,47.0,76.0,19.0,14.0,68.0,422.0,101.0,123.0
Klamath-410355,71.0,10.0,10.0,88.0,18.0,18.0,5.0,1.0,34.0,179.0,40.0,36.0
Klamath-410356,70.0,4.0,20.0,305.0,27.0,33.0,26.0,7.0,111.0,399.0,144.0,60.0
Klamath-410357,295.0,20.0,86.0,1150.0,116.0,119.0,92.0,47.0,473.0,1551.0,612.0,235.0
Klamath-410358,107.0,11.0,24.0,366.0,31.0,45.0,34.0,14.0,150.0,508.0,198.0,76.0
Klamath-410359,74.0,8.0,21.0,447.0,32.0,35.0,57.0,15.0,221.0,550.0,293.0,67.0
Lake-410371,25.0,3.0,5.0,117.0,0.0,12.0,6.0,5.0,53.0,150.0,64.0,12.0
Lake-4103710,10.0,2.0,7.0,178.0,5.0,9.0,15.0,12.0,82.0,197.0,109.0,14.0
Lake-4103711,44.0,2.0,16.0,201.0,12.0,30.0,19.0,17.0,78.0,263.0,114.0,42.0
Lake-4103712,80.0,5.0,19.0,324.0,23.0,29.0,29.0,22.0,158.0,428.0,209.0,52.0
Lake-4103713,127.0,11.0,17.0,537.0,39.0,39.0,37.0,11.0,206.0,692.0,254.0,78.0
Lake-4103714,17.0,2.0,3.0,92.0,3.0,13.0,7.0,4.0,36.0,114.0,47.0,16.0
Lake-4103715,18.0,0.0,5.0,107.0,6.0,12.0,13.0,6.0,44.0,130.0,63.0,18.0
Lake-4103716,14.0,2.0,0.0,65.0,3.0,14.0,9.0,1.0,24.0,81.0,34.0,17.0
Lake-4103718,1.0,0.0,1.0,35.0,2.0,1.0,0.0,1.0,22.0,37.0,23.0,3.0
Lake-410372,19.0,2.0,5.0,53.0,5.0,7.0,2.0,2.0,24.0,79.0,28.0,12.0
Lake-4103720,28.0,2.0,9.0,155.0,4.0,16.0,17.0,4.0,74.0,194.0,95.0,20.0
Lake-4103721,60.0,0.0,11.0,154.0,22.0,20.0,12.0,7.0,85.0,225.0,104.0,42.0
Lake-410373,29.0,1.0,6.0,178.0,3.0,19.0,14.0,10.0,81.0,214.0,105.0,22.0
Lake-410374,31.0,2.0,12.0,190.0,15.0,12.0,23.0,20.0,96.0,235.0,139.0,27.0
Lake-410375,4.0,0.0,1.0,46.0,1.0,1.0,4.0,5.0,21.0,51.0,30.0,2.0
Lake-410376,5.0,0.0,1.0,60.0,1.0,0.0,1.0,4.0,23.0,66.0,28.0,1.0
Lake-410377,26.0,5.0,9.0,147.0,8.0,19.0,15.0,9.0,67.0,187.0,91.0,27.0
Lake-410378,61.0,1.0,12.0,157.0,21.0,23.0,13.0,14.0,69.0,231.0,96.0,44.0
Lake-410379,40.0,2.0,12.0,226.0,21.0,19.0,24.0,19.0,89.0,280.0,132.0,40.0
Lake-41037Total,0.0,0.0,0.0,0.0,199.0,295.0,260.0,173.0,1332.0,0.0,1765.0,494.0
Lane-410391121,284.0,31.0,12.0,62.0,49.0,154.0,4.0,8.0,11.0,389.0,23.0,203.0
Lane-410391123,1390.0,170.0,48.0,143.0,262.0,867.0,15.0,10.0,34.0,1751.0,59.0,1129.0
Lane-410391125,2739.0,297.0,112.0,349.0,501.0,1702.0,24.0,34.0,106.0,3497.0,164.0,2203.0
Lane-410391127,4764.0,325.0,151.0,627.0,1269.0,2541.0,56.0,106.0,187.0,5867.0,349.0,3810.0
Lane-410391231,2812.0,195.0,86.0,303.0,658.0,1604.0,33.0,54.0,91.0,3396.0,178.0,2262.0
Lane-410391233,2464.0,126.0,90.0,397.0,752.0,1156.0,32.0,106.0,163.0,3077.0,301.0,1908.0
Lane-410391235,5088.0,228.0,192.0,769.0,1588.0,2335.0,94.0,177.0,287.0,6277.0,558.0,3923.0
Lane-410391341,58.0,3.0,1.0,10.0,27.0,17.0,2.0,1.0,7.0,72.0,10.0,44.0
Lane-410391343,3597.0,189.0,149.0,339.0,575.0,1787.0,19.0,47.0,53.0,4274.0,119.0,2362.0
Lane-410391345,3329.0,153.0,125.0,334.0,826.0,1424.0,26.0,61.0,94.0,3941.0,181.0,2250.0
Lane-410391349,1153.0,74.0,67.0,134.0,71.0,643.0,3.0,11.0,13.0,1428.0,27.0,714.0
Lane-410391451,2270.0,73.0,146.0,1349.0,722.0,672.0,142.0,186.0,491.0,3838.0,819.0,1394.0
Lane-410391453,1345.0,59.0,112.0,599.0,394.0,542.0,67.0,89.0,225.0,2115.0,381.0,936.0
Lane-410391455,1044.0,55.0,86.0,332.0,204.0,437.0,22.0,49.0,88.0,1517.0,159.0,641.0
Lane-410391457,1651.0,80.0,100.0,917.0,524.0,546.0,93.0,147.0,353.0,2748.0,593.0,1070.0
Lane-410391561,3363.0,110.0,283.0,2057.0,1009.0,931.0,187.0,307.0,838.0,5813.0,1332.0,1940.0
Lane-410391563,1608.0,74.0,109.0,812.0,492.0,624.0,75.0,106.0,271.0,2603.0,452.0,1116.0
Lane-410391565,1064.0,40.0,69.0,496.0,307.0,345.0,43.0,104.0,215.0,1669.0,362.0,652.0
Lane-410391569,900.0,42.0,91.0,638.0,250.0,289.0,42.0,48.0,203.0,1671.0,293.0,539.0
Lane-410391671,713.0,40.0,72.0,623.0,169.0,296.0,46.0,30.0,198.0,1448.0,274.0,465.0
Lane-410391673,1651.0,108.0,181.0,1172.0,445.0,688.0,94.0,79.0,399.0,3112.0,572.0,1133.0
Lane-410391675,2445.0,97.0,252.0,2074.0,680.0,885.0,187.0,165.0,662.0,4868.0,1014.0,1565.0
Lane-410391781,1068.0,108.0,57.0,466.0,205.0,562.0,30.0,14.0,130.0,1699.0,174.0,767.0
Lane-410391783,1752.0,228.0,78.0,250.0,305.0,1180.0,12.0,16.0,74.0,2308.0,102.0,1485.0
Lane-410391785,1297.0,86.0,98.0,797.0,322.0,547.0,43.0,50.0,236.0,2278.0,329.0,869.0
Lane-410391787,1551.0,53.0,164.0,1320.0,561.0,482.0,119.0,144.0,487.0,3088.0,750.0,1043.0
Lane-410391891,1016.0,84.0,124.0,788.0,213.0,408.0,38.0,36.0,213.0,2012.0,287.0,621.0
Lane-410391893,391.0,48.0,19.0,82.0,75.0,217.0,1.0,2.0,16.0,540.0,19.0,292.0
Lane-410391895,307.0,12.0,22.0,80.0,108.0,119.0,12.0,23.0,36.0,421.0,71.0,227.0
Lane-410391897,1933.0,63.0,114.0,867.0,630.0,663.0,87.0,127.0,342.0,2977.0,556.0,1293.0
Lane-410391899,2536.0,156.0,155.0,962.0,653.0,1136.0,83.0,109.0,309.0,3809.0,501.0,1789.0
Lane-410392122,2036.0,137.0,253.0,1430.0,578.0,702.0,111.0,118.0,441.0,3856.0,670.0,1280.0
Lane-410392234,2387.0,179.0,190.0,1146.0,570.0,1205.0,119.0,95.0,340.0,3902.0,554.0,1775.0
Lane-410392238,63.0,4.0,10.0,58.0,25.0,29.0,1.0,1.0,13.0,135.0,15.0,54.0
Lane-410392340,2063.0,152.0,210.0,1564.0,499.0,843.0,140.0,111.0,436.0,3989.0,687.0,1342.0
Lane-410392344,29.0,0.0,4.0,40.0,8.0,6.0,3.0,6.0,17.0,73.0,26.0,14.0
Lane-410392456,1707.0,123.0,235.0,1642.0,400.0,704.0,118.0,69.0,400.0,3707.0,587.0,1104.0
Lane-410392562,1947.0,132.0,275.0,2016.0,467.0,795.0,120.0,112.0,539.0,4370.0,771.0,1262.0
Lane-410392676,2133.0,91.0,287.0,2570.0,626.0,789.0,180.0,139.0,801.0,5081.0,1120.0,1415.0
Lane-410394200,306.0,15.0,36.0,313.0,102.0,105.0,18.0,28.0,103.0,670.0,149.0,207.0
Lane-410394301,1656.0,149.0,234.0,2099.0,474.0,727.0,179.0,116.0,687.0,4138.0,982.0,1201.0
Lane-410394400,876.0,56.0,151.0,1322.0,213.0,347.0,88.0,59.0,434.0,2405.0,581.0,560.0
Lane-410394500,400.0,17.0,24.0,486.0,148.0,143.0,28.0,29.0,224.0,927.0,281.0,291.0
Lane-410394601,2198.0,105.0,219.0,2280.0,837.0,779.0,144.0,170.0,957.0,4802.0,1271.0,1616.0
Lane-410394700,954.0,66.0,169.0,1610.0,279.0,380.0,130.0,82.0,559.0,2799.0,771.0,659.0
Lane-410394800,519.0,49.0,81.0,640.0,190.0,210.0,43.0,31.0,184.0,1289.0,258.0,400.0
Lane-410394900,793.0,66.0,122.0,1193.0,209.0,354.0,82.0,37.0,378.0,2174.0,497.0,563.0
Lane-41039702,1416.0,57.0,124.0,1545.0,0.0,517.0,107.0,109.0,634.0,3142.0,850.0,517.0
Lane-41039704,357.0,49.0,29.0,391.0,128.0,188.0,19.0,17.0,155.0,826.0,191.0,316.0
Lane-41039706,465.0,41.0,44.0,492.0,136.0,233.0,47.0,34.0,166.0,1042.0,247.0,369.0
Lane-41039708,963.0,67.0,100.0,1181.0,300.0,464.0,97.0,54.0,445.0,2311.0,596.0,764.0
Lane-41039710,571.0,39.0,49.0,626.0,165.0,261.0,75.0,43.0,217.0,1285.0,335.0,426.0
Lane-41039712,736.0,52.0,99.0,1433.0,245.0,317.0,111.0,84.0,569.0,2320.0,764.0,562.0
Lane-41039714,940.0,44.0,89.0,1324.0,310.0,380.0,142.0,81.0,468.0,2397.0,691.0,690.0
Lane-41039716,786.0,25.0,89.0,1055.0,276.0,290.0,79.0,37.0,394.0,1955.0,510.0,566.0
Lane-41039718,707.0,39.0,51.0,540.0,201.0,321.0,38.0,55.0,242.0,1337.0,335.0,522.0
Lane-41039720,1033.0,63.0,51.0,403.0,314.0,437.0,38.0,41.0,147.0,1550.0,226.0,751.0
Lane-41039722,204.0,9.0,21.0,327.0,59.0,84.0,24.0,13.0,107.0,561.0,144.0,143.0
Lane-41039724,118.0,15.0,20.0,244.0,37.0,79.0,18.0,8.0,87.0,397.0,113.0,116.0
Lane-41039726,1968.0,109.0,203.0,1648.0,597.0,759.0,148.0,121.0,547.0,3928.0,816.0,1356.0
Lane-41039728,782.0,49.0,74.0,454.0,200.0,371.0,38.0,37.0,129.0,1359.0,204.0,571.0
Lane-41039730,2328.0,208.0,127.0,730.0,547.0,1310.0,65.0,72.0,256.0,3393.0,393.0,1857.0
Lane-41039732,1256.0,86.0,148.0,1025.0,400.0,524.0,92.0,68.0,333.0,2515.0,493.0,924.0
Lane-41039734,250.0,10.0,29.0,239.0,81.0,88.0,18.0,15.0,86.0,528.0,119.0,169.0
Lane-41039736,360.0,11.0,35.0,472.0,120.0,110.0,42.0,57.0,189.0,878.0,288.0,230.0
Lane-41039738,1188.0,58.0,121.0,1008.0,364.0,464.0,74.0,85.0,335.0,2375.0,494.0,828.0
Lane-41039740,197.0,22.0,21.0,111.0,37.0,104.0,2.0,2.0,29.0,351.0,33.0,141.0
Lane-41039742,563.0,43.0,56.0,432.0,158.0,270.0,29.0,25.0,176.0,1094.0,230.0,428.0
Lane-41039744,274.0,21.0,42.0,426.0,95.0,109.0,36.0,36.0,126.0,763.0,198.0,204.0
Lane-41039746,1035.0,59.0,171.0,1573.0,344.0,502.0,128.0,73.0,599.0,2838.0,800.0,846.0
Lane-41039748,1315.0,72.0,170.0,1783.0,445.0,491.0,140.0,128.0,575.0,3340.0,843.0,936.0
Lane-41039750,273.0,23.0,57.0,469.0,91.0,119.0,38.0,40.0,143.0,822.0,221.0,210.0
Lane-41039752,558.0,49.0,71.0,938.0,185.0,285.0,95.0,43.0,322.0,1616.0,460.0,470.0
Lane-41039754,444.0,31.0,63.0,583.0,140.0,198.0,26.0,36.0,183.0,1121.0,245.0,338.0
Lane-41039756,1118.0,51.0,137.0,1663.0,393.0,412.0,134.0,125.0,594.0,2969.0,853.0,805.0
Lane-41039758,693.0,31.0,95.0,923.0,225.0,281.0,66.0,74.0,340.0,1742.0,480.0,506.0
Lane-41039760,790.0,40.0,84.0,925.0,245.0,341.0,87.0,44.0,298.0,1839.0,429.0,586.0
Lane-41039762,652.0,36.0,42.0,524.0,213.0,254.0,37.0,34.0,178.0,1254.0,249.0,467.0
Lane-41039764,516.0,27.0,74.0,746.0,130.0,259.0,25.0,42.0,245.0,1363.0,312.0,389.0
Lane-41039766,247.0,18.0,25.0,351.0,71.0,107.0,24.0,17.0,125.0,641.0,166.0,178.0
Lincoln-4104101 Waldport,641.0,35.0,44.0,0.0,0.0,250.0,39.0,46.0,164.0,720.0,249.0,250.0
Lincoln-4104102 Alsea,209.0,18.0,16.0,258.0,70.0,81.0,15.0,14.0,88.0,501.0,117.0,151.0
Lincoln-4104103 Seaview,305.0,35.0,30.0,264.0,104.0,138.0,23.0,21.0,80.0,634.0,124.0,242.0
Lincoln-4104104 Tidewater,136.0,19.0,14.0,199.0,45.0,61.0,7.0,7.0,82.0,368.0,96.0,106.0
Lincoln-4104105 Yachats,582.0,40.0,24.0,205.0,200.0,229.0,22.0,22.0,74.0,851.0,118.0,429.0
Lincoln-4104106 Bayview,528.0,18.0,41.0,326.0,192.0,173.0,25.0,34.0,123.0,913.0,182.0,365.0
Lincoln-4104107 Seal Rock,536.0,29.0,27.0,379.0,172.0,238.0,26.0,25.0,133.0,971.0,184.0,410.0
Lincoln-4104108 South Beach,489.0,25.0,34.0,311.0,166.0,180.0,25.0,20.0,103.0,859.0,148.0,346.0
Lincoln-4104109 Nye Creek,513.0,33.0,29.0,247.0,150.0,215.0,17.0,16.0,82.0,822.0,115.0,365.0
Lincoln-4104110 Newport Bay,365.0,22.0,23.0,167.0,95.0,153.0,15.0,13.0,43.0,577.0,71.0,248.0
Lincoln-4104111 Oceanview,370.0,28.0,26.0,240.0,130.0,153.0,13.0,33.0,91.0,664.0,137.0,283.0
Lincoln-4104112 Yaquina,520.0,28.0,43.0,425.0,186.0,202.0,33.0,47.0,149.0,1016.0,229.0,388.0
Lincoln-4104113 Pacific,574.0,21.0,45.0,358.0,202.0,225.0,37.0,48.0,128.0,998.0,213.0,427.0
Lincoln-4104114 Agate Beach,491.0,23.0,44.0,343.0,167.0,172.0,43.0,30.0,115.0,901.0,188.0,339.0
Lincoln-4104115 Otter Rock,150.0,7.0,10.0,89.0,48.0,57.0,1.0,11.0,35.0,256.0,47.0,105.0
Lincoln-4104116 Depoe Bay,467.0,20.0,45.0,389.0,170.0,158.0,22.0,30.0,160.0,921.0,212.0,328.0
Lincoln-4104117 Fogarty,499.0,13.0,34.0,386.0,178.0,148.0,18.0,37.0,141.0,932.0,196.0,326.0
Lincoln-4104118 Kern,441.0,23.0,35.0,296.0,160.0,144.0,11.0,35.0,117.0,795.0,163.0,304.0
Lincoln-4104119 Schooner Ck,542.0,44.0,56.0,467.0,158.0,170.0,34.0,27.0,163.0,1109.0,224.0,328.0
Lincoln-4104120 Delake,681.0,43.0,71.0,529.0,189.0,257.0,28.0,37.0,149.0,1324.0,214.0,446.0
Lincoln-4104121 Oceanlake,550.0,29.0,64.0,411.0,146.0,213.0,21.0,36.0,133.0,1054.0,190.0,359.0
Lincoln-4104122 Sunset West,689.0,23.0,54.0,566.0,230.0,217.0,31.0,64.0,200.0,1332.0,295.0,447.0
Lincoln-4104123 Sunset East,341.0,17.0,42.0,409.0,100.0,126.0,18.0,20.0,130.0,809.0,168.0,226.0
Lincoln-4104124 Rose Lodge,219.0,20.0,31.0,299.0,64.0,86.0,16.0,10.0,71.0,569.0,97.0,150.0
Lincoln-4104125 Big Elk,30.0,3.0,1.0,42.0,6.0,13.0,5.0,6.0,14.0,76.0,25.0,19.0
Lincoln-4104126 Elk City,20.0,2.0,3.0,43.0,6.0,7.0,5.0,0.0,6.0,68.0,11.0,13.0
Lincoln-4104127 Fruitvale,233.0,15.0,37.0,336.0,84.0,92.0,26.0,13.0,112.0,621.0,151.0,176.0
Lincoln-4104128 Eddyville,120.0,16.0,16.0,147.0,29.0,61.0,7.0,10.0,48.0,299.0,65.0,90.0
Lincoln-4104129 SiIetz,460.0,29.0,54.0,453.0,162.0,186.0,24.0,19.0,153.0,996.0,196.0,348.0
Lincoln-4104130 Rock Creek,105.0,10.0,8.0,74.0,32.0,43.0,5.0,6.0,23.0,197.0,34.0,75.0
Lincoln-4104131 East Toledo,372.0,34.0,61.0,476.0,109.0,161.0,21.0,32.0,118.0,943.0,171.0,270.0
Lincoln-4104132 South Toledo,323.0,26.0,68.0,417.0,106.0,148.0,27.0,21.0,106.0,834.0,154.0,254.0
Linn-410431,298.0,19.0,28.0,0.0,0.0,113.0,11.0,22.0,63.0,345.0,96.0,113.0
Linn-41043100,421.0,29.0,109.0,627.0,130.0,179.0,63.0,45.0,208.0,1186.0,316.0,309.0
Linn-41043101,105.0,4.0,18.0,297.0,35.0,35.0,15.0,15.0,103.0,424.0,133.0,70.0
Linn-41043102,412.0,25.0,67.0,570.0,106.0,159.0,34.0,33.0,153.0,1074.0,220.0,265.0
Linn-41043103,93.0,9.0,13.0,314.0,20.0,49.0,30.0,8.0,90.0,429.0,128.0,69.0
Linn-41043104,146.0,11.0,24.0,370.0,39.0,58.0,33.0,15.0,99.0,551.0,147.0,97.0
Linn-41043105,208.0,21.0,39.0,284.0,46.0,94.0,19.0,4.0,64.0,552.0,87.0,140.0
Linn-41043106,209.0,13.0,33.0,348.0,50.0,87.0,17.0,15.0,112.0,603.0,144.0,137.0
Linn-41043107,333.0,20.0,57.0,535.0,99.0,150.0,49.0,42.0,157.0,945.0,248.0,249.0
Linn-41043108,453.0,34.0,132.0,884.0,130.0,185.0,77.0,46.0,196.0,1503.0,319.0,315.0
Linn-4104311,247.0,11.0,46.0,190.0,58.0,84.0,18.0,14.0,45.0,494.0,77.0,142.0
Linn-4104314,261.0,20.0,58.0,271.0,52.0,123.0,24.0,14.0,60.0,610.0,98.0,175.0
Linn-4104315,102.0,12.0,16.0,117.0,23.0,44.0,10.0,3.0,30.0,247.0,43.0,67.0
Linn-4104316,285.0,17.0,53.0,293.0,71.0,97.0,28.0,22.0,84.0,648.0,134.0,168.0
Linn-4104318,797.0,53.0,129.0,919.0,212.0,268.0,77.0,81.0,241.0,1898.0,399.0,480.0
Linn-4104319,247.0,13.0,61.0,387.0,74.0,112.0,41.0,26.0,125.0,708.0,192.0,186.0
