precinct_code,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Multnomah-410513604,101.0,2.0,4.0,41.0,33.0,21.0,1.0,18.0,17.0,148.0,36.0,54.0
Multnomah-410513605,1783.0,54.0,78.0,278.0,646.0,437.0,12.0,139.0,126.0,2193.0,277.0,1083.0
Multnomah-410513606,1356.0,39.0,38.0,166.0,419.0,508.0,10.0,40.0,55.0,1599.0,105.0,927.0
Multnomah-410513607,4430.0,121.0,158.0,539.0,1551.0,1322.0,45.0,180.0,191.0,5248.0,416.0,2873.0
Multnomah-410513608,3263.0,98.0,153.0,520.0,1039.0,841.0,30.0,166.0,181.0,4034.0,377.0,1880.0
Multnomah-410513609,363.0,4.0,16.0,78.0,167.0,72.0,6.0,46.0,29.0,461.0,81.0,239.0
Multnomah-410513610,2715.0,88.0,92.0,408.0,924.0,818.0,30.0,131.0,127.0,3303.0,288.0,1742.0
Multnomah-410513611,3927.0,137.0,175.0,620.0,1264.0,1324.0,53.0,146.0,196.0,4859.0,395.0,2588.0
Multnomah-410513612,4062.0,206.0,148.0,511.0,1058.0,1460.0,24.0,90.0,160.0,4927.0,274.0,2518.0
Multnomah-410513801,59.0,2.0,3.0,12.0,21.0,16.0,3.0,3.0,2.0,76.0,8.0,37.0
Multnomah-410513802,6519.0,194.0,299.0,1133.0,2124.0,2194.0,118.0,270.0,423.0,8145.0,811.0,4318.0
Multnomah-410513803,4455.0,185.0,183.0,590.0,1265.0,1644.0,49.0,126.0,189.0,5413.0,364.0,2909.0
Multnomah-410513804,932.0,30.0,58.0,146.0,290.0,279.0,12.0,37.0,41.0,1166.0,90.0,569.0
Multnomah-410513805,596.0,19.0,28.0,96.0,203.0,191.0,13.0,19.0,40.0,739.0,72.0,394.0
Multnomah-410513806,1271.0,34.0,57.0,442.0,421.0,329.0,25.0,76.0,153.0,1804.0,254.0,750.0
Multnomah-410513807,690.0,13.0,52.0,236.0,227.0,130.0,13.0,89.0,113.0,991.0,215.0,357.0
Multnomah-410513808,197.0,3.0,2.0,10.0,26.0,53.0,0.0,4.0,3.0,212.0,7.0,79.0
Multnomah-410514101,6628.0,247.0,200.0,696.0,1882.0,2653.0,71.0,144.0,223.0,7771.0,438.0,4535.0
Multnomah-410514102,3205.0,174.0,143.0,611.0,710.0,1513.0,56.0,69.0,155.0,4133.0,280.0,2223.0
Multnomah-410514103,2925.0,71.0,122.0,339.0,1089.0,851.0,31.0,159.0,137.0,3457.0,327.0,1940.0
Multnomah-410514203,7055.0,423.0,152.0,345.0,1134.0,3623.0,18.0,46.0,76.0,7975.0,140.0,4757.0
Multnomah-410514204,6810.0,359.0,149.0,362.0,1614.0,3106.0,34.0,69.0,100.0,7680.0,203.0,4720.0
Multnomah-410514205,3419.0,144.0,60.0,220.0,869.0,1517.0,12.0,40.0,68.0,3843.0,120.0,2386.0
Multnomah-410514207,4287.0,203.0,74.0,185.0,894.0,2080.0,13.0,26.0,63.0,4749.0,102.0,2974.0
Multnomah-410514208,2364.0,118.0,73.0,157.0,551.0,1125.0,19.0,19.0,32.0,2712.0,70.0,1676.0
Multnomah-410514209,5486.0,345.0,170.0,460.0,1083.0,2677.0,35.0,71.0,108.0,6461.0,214.0,3760.0
Multnomah-410514210,7466.0,386.0,231.0,846.0,1580.0,3524.0,80.0,110.0,231.0,8929.0,421.0,5104.0
Multnomah-410514301,7484.0,345.0,122.0,373.0,1727.0,3234.0,31.0,39.0,84.0,8324.0,154.0,4961.0
Multnomah-410514302,7840.0,318.0,196.0,466.0,1701.0,3143.0,48.0,96.0,103.0,8820.0,247.0,4844.0
Multnomah-410514304,6186.0,227.0,119.0,330.0,1897.0,2283.0,28.0,56.0,114.0,6862.0,198.0,4180.0
Multnomah-410514305,7202.0,358.0,167.0,713.0,1747.0,3041.0,74.0,71.0,201.0,8440.0,346.0,4788.0
Multnomah-410514306,1519.0,43.0,56.0,94.0,428.0,626.0,2.0,24.0,31.0,1712.0,57.0,1054.0
Multnomah-410514310,6694.0,241.0,131.0,264.0,1808.0,2594.0,30.0,51.0,61.0,7330.0,142.0,4402.0
Multnomah-410514401,6404.0,364.0,262.0,901.0,1271.0,2772.0,76.0,83.0,194.0,7931.0,353.0,4043.0
Multnomah-410514402,6611.0,313.0,243.0,1170.0,1538.0,2613.0,76.0,113.0,321.0,8337.0,510.0,4151.0
Multnomah-410514403,5803.0,253.0,169.0,527.0,1326.0,2608.0,44.0,78.0,130.0,6752.0,252.0,3934.0
Multnomah-410514404,6679.0,274.0,255.0,817.0,1541.0,2722.0,62.0,106.0,228.0,8025.0,396.0,4263.0
Multnomah-410514409,1192.0,78.0,56.0,314.0,250.0,493.0,19.0,10.0,88.0,1640.0,117.0,743.0
Multnomah-410514501,8074.0,210.0,214.0,722.0,3045.0,2610.0,80.0,214.0,279.0,9220.0,573.0,5655.0
Multnomah-410514502,3370.0,111.0,124.0,466.0,816.0,1405.0,32.0,63.0,127.0,4071.0,222.0,2221.0
Multnomah-410514503,3013.0,88.0,78.0,241.0,1015.0,1079.0,28.0,68.0,77.0,3420.0,173.0,2094.0
Multnomah-410514505,5666.0,194.0,175.0,671.0,1537.0,2267.0,55.0,124.0,203.0,6706.0,382.0,3804.0
Multnomah-410514506,2057.0,130.0,98.0,562.0,421.0,846.0,54.0,60.0,147.0,2847.0,261.0,1267.0
Multnomah-410514508,2865.0,180.0,122.0,482.0,599.0,1284.0,46.0,37.0,123.0,3649.0,206.0,1883.0
Multnomah-410514509,1395.0,63.0,84.0,596.0,335.0,471.0,68.0,65.0,147.0,2138.0,280.0,806.0
Multnomah-410514510,1278.0,47.0,71.0,587.0,364.0,395.0,50.0,74.0,198.0,1983.0,322.0,759.0
Multnomah-410514511,1332.0,85.0,89.0,532.0,265.0,499.0,38.0,35.0,135.0,2038.0,208.0,764.0
Multnomah-410514512,354.0,12.0,29.0,97.0,112.0,126.0,7.0,21.0,29.0,492.0,57.0,238.0
Multnomah-410514601,7476.0,319.0,197.0,768.0,2085.0,3181.0,97.0,149.0,229.0,8760.0,475.0,5266.0
Multnomah-410514602,2955.0,81.0,80.0,258.0,1151.0,901.0,30.0,114.0,112.0,3374.0,256.0,2052.0
Multnomah-410514604,3552.0,198.0,164.0,914.0,612.0,1510.0,61.0,71.0,217.0,4828.0,349.0,2122.0
Multnomah-410514605,3531.0,196.0,131.0,515.0,794.0,1615.0,49.0,48.0,147.0,4373.0,244.0,2409.0
Multnomah-410514606,6931.0,434.0,235.0,1074.0,1341.0,3370.0,84.0,92.0,280.0,8674.0,456.0,4711.0
Multnomah-410514607,2057.0,85.0,118.0,753.0,523.0,612.0,94.0,108.0,208.0,3013.0,410.0,1135.0
Multnomah-410514608,811.0,61.0,34.0,186.0,154.0,367.0,16.0,8.0,42.0,1092.0,66.0,521.0
Multnomah-410514701,1410.0,43.0,73.0,631.0,446.0,335.0,67.0,84.0,204.0,2157.0,355.0,781.0
Multnomah-410514702,427.0,17.0,31.0,193.0,116.0,148.0,15.0,9.0,55.0,668.0,79.0,264.0
Multnomah-410514703,1125.0,43.0,93.0,556.0,329.0,391.0,52.0,62.0,190.0,1817.0,304.0,720.0
Multnomah-410514704,1994.0,69.0,137.0,1030.0,638.0,582.0,82.0,126.0,352.0,3230.0,560.0,1220.0
Multnomah-410514705,2997.0,156.0,173.0,1032.0,652.0,1091.0,113.0,87.0,270.0,4358.0,470.0,1743.0
Multnomah-410514706,1550.0,95.0,116.0,927.0,405.0,563.0,63.0,46.0,226.0,2688.0,335.0,968.0
Multnomah-410514707,950.0,45.0,70.0,330.0,223.0,358.0,35.0,44.0,107.0,1395.0,186.0,581.0
Multnomah-410514708,2006.0,101.0,112.0,833.0,461.0,669.0,70.0,61.0,215.0,3052.0,346.0,1130.0
Multnomah-410514709,958.0,59.0,80.0,460.0,243.0,357.0,41.0,37.0,126.0,1557.0,204.0,600.0
Multnomah-410514710,1678.0,93.0,122.0,930.0,327.0,602.0,75.0,54.0,214.0,2823.0,343.0,929.0
Multnomah-410514801,683.0,36.0,47.0,410.0,156.0,262.0,46.0,26.0,99.0,1176.0,171.0,418.0
Multnomah-410514802,29.0,1.0,1.0,3.0,3.0,12.0,0.0,0.0,0.0,34.0,0.0,15.0
Multnomah-410514803,3697.0,292.0,237.0,1197.0,658.0,1647.0,54.0,48.0,233.0,5423.0,335.0,2305.0
Multnomah-410514804,808.0,57.0,50.0,260.0,151.0,316.0,20.0,16.0,48.0,1175.0,84.0,467.0
Multnomah-410514805,413.0,26.0,24.0,201.0,78.0,171.0,11.0,12.0,41.0,664.0,64.0,249.0
Multnomah-410514806,733.0,35.0,60.0,436.0,187.0,260.0,43.0,44.0,127.0,1264.0,214.0,447.0
Multnomah-410514807,1400.0,58.0,98.0,675.0,311.0,495.0,49.0,23.0,154.0,2231.0,226.0,806.0
Multnomah-410514901,15.0,4.0,0.0,29.0,4.0,8.0,3.0,3.0,8.0,48.0,14.0,12.0
Multnomah-410514902,14.0,0.0,2.0,13.0,4.0,3.0,0.0,2.0,3.0,29.0,5.0,7.0
Multnomah-410514903,2065.0,93.0,160.0,1486.0,591.0,574.0,109.0,82.0,425.0,3804.0,616.0,1165.0
Multnomah-410514904,3181.0,185.0,417.0,3083.0,829.0,1057.0,263.0,191.0,797.0,6866.0,1251.0,1886.0
Multnomah-410514905,93.0,1.0,8.0,134.0,24.0,31.0,19.0,5.0,39.0,236.0,63.0,55.0
Multnomah-410514906,541.0,36.0,60.0,405.0,130.0,176.0,28.0,25.0,92.0,1042.0,145.0,306.0
Multnomah-410514907,134.0,6.0,6.0,94.0,60.0,34.0,2.0,11.0,41.0,240.0,54.0,94.0
Multnomah-410514908,864.0,41.0,100.0,779.0,228.0,267.0,59.0,47.0,249.0,1784.0,355.0,495.0
Multnomah-410514909,1897.0,104.0,196.0,1397.0,508.0,605.0,131.0,90.0,326.0,3594.0,547.0,1113.0
Multnomah-410514910,1733.0,82.0,125.0,961.0,424.0,455.0,84.0,72.0,250.0,2901.0,406.0,879.0
Multnomah-410514911,1812.0,96.0,179.0,1316.0,412.0,550.0,95.0,79.0,332.0,3403.0,506.0,962.0
Multnomah-410515001,1786.0,118.0,165.0,1007.0,402.0,582.0,57.0,52.0,262.0,3076.0,371.0,984.0
Multnomah-410515002,2831.0,133.0,327.0,2482.0,658.0,887.0,177.0,161.0,636.0,5773.0,974.0,1545.0
Multnomah-410515003,482.0,27.0,43.0,380.0,148.0,141.0,33.0,30.0,102.0,932.0,165.0,289.0
Multnomah-410515004,2807.0,125.0,241.0,2177.0,791.0,988.0,186.0,196.0,670.0,5350.0,1052.0,1779.0
Multnomah-410515006,1323.0,80.0,167.0,1398.0,376.0,423.0,119.0,115.0,406.0,2968.0,640.0,799.0
Multnomah-410515007,1580.0,89.0,166.0,1218.0,393.0,518.0,86.0,107.0,288.0,3053.0,481.0,911.0
Multnomah-410515008,1483.0,40.0,122.0,1230.0,494.0,432.0,97.0,106.0,424.0,2875.0,627.0,926.0
Multnomah-410515009,448.0,14.0,34.0,325.0,114.0,142.0,9.0,14.0,72.0,821.0,95.0,256.0
Multnomah-410515101,392.0,19.0,27.0,211.0,87.0,126.0,14.0,10.0,38.0,649.0,62.0,213.0
Multnomah-410515102,2024.0,114.0,182.0,1288.0,465.0,765.0,101.0,72.0,296.0,3608.0,469.0,1230.0
Multnomah-410515103,1148.0,62.0,97.0,705.0,271.0,361.0,59.0,49.0,160.0,2012.0,268.0,632.0
Multnomah-410515104,1720.0,80.0,145.0,1164.0,462.0,564.0,70.0,83.0,318.0,3109.0,471.0,1026.0
Multnomah-410515105,123.0,4.0,16.0,179.0,36.0,43.0,14.0,6.0,60.0,322.0,80.0,79.0
Multnomah-410515106,719.0,51.0,60.0,534.0,197.0,240.0,48.0,45.0,130.0,1364.0,223.0,437.0
Multnomah-410515107,329.0,9.0,32.0,352.0,92.0,69.0,23.0,31.0,107.0,722.0,161.0,161.0
Multnomah-410515202,1000.0,50.0,117.0,1133.0,301.0,485.0,119.0,78.0,465.0,2300.0,662.0,786.0
Multnomah-410515203,616.0,27.0,77.0,965.0,198.0,193.0,84.0,54.0,308.0,1685.0,446.0,391.0
Multnomah-410515204,1201.0,63.0,179.0,1307.0,327.0,363.0,123.0,92.0,333.0,2750.0,548.0,690.0
Polk-41053102,261.0,11.0,36.0,394.0,0.0,111.0,41.0,30.0,118.0,702.0,189.0,111.0
Polk-41053106,402.0,30.0,65.0,848.0,109.0,170.0,87.0,32.0,246.0,1345.0,365.0,279.0
Polk-41053110,208.0,20.0,24.0,346.0,49.0,78.0,9.0,7.0,88.0,598.0,104.0,127.0
Polk-41053118,1015.0,53.0,123.0,1285.0,330.0,307.0,149.0,143.0,429.0,2476.0,721.0,637.0
Polk-41053122,517.0,19.0,60.0,652.0,189.0,144.0,60.0,49.0,209.0,1248.0,318.0,333.0
Polk-41053134,2138.0,104.0,266.0,2096.0,690.0,614.0,237.0,203.0,690.0,4604.0,1130.0,1304.0
Polk-41053136,1457.0,48.0,160.0,1381.0,435.0,412.0,185.0,179.0,404.0,3046.0,768.0,847.0
Polk-41053140,817.0,65.0,137.0,673.0,172.0,346.0,69.0,40.0,168.0,1692.0,277.0,518.0
Polk-41053146,1886.0,82.0,219.0,1581.0,503.0,582.0,209.0,181.0,488.0,3768.0,878.0,1085.0
Polk-41053152,1154.0,68.0,204.0,2271.0,357.0,481.0,315.0,161.0,734.0,3697.0,1210.0,838.0
Polk-41053154,1063.0,70.0,168.0,1860.0,379.0,361.0,216.0,159.0,594.0,3161.0,969.0,740.0
Polk-41053156,825.0,62.0,130.0,1158.0,256.0,308.0,132.0,98.0,335.0,2175.0,565.0,564.0
Polk-41053162,750.0,33.0,119.0,1293.0,245.0,249.0,181.0,91.0,435.0,2195.0,707.0,494.0
Polk-41053166,200.0,25.0,47.0,374.0,62.0,95.0,39.0,9.0,96.0,646.0,144.0,157.0
Polk-41053178,2073.0,105.0,286.0,1371.0,413.0,792.0,153.0,105.0,370.0,3835.0,628.0,1205.0
Polk-41053182,1654.0,112.0,210.0,1357.0,330.0,617.0,144.0,64.0,348.0,3333.0,556.0,947.0
Sherman-410551,43.0,3.0,7.0,102.0,18.0,15.0,0.0,1.0,39.0,155.0,40.0,33.0
Sherman-410552,77.0,1.0,15.0,241.0,26.0,26.0,15.0,20.0,87.0,334.0,122.0,52.0
Sherman-410553,56.0,3.0,16.0,222.0,19.0,22.0,16.0,12.0,90.0,297.0,118.0,41.0
Sherman-410554,22.0,3.0,6.0,117.0,4.0,17.0,17.0,5.0,46.0,148.0,68.0,21.0
Sherman-410555,4.0,1.0,0.0,50.0,0.0,2.0,6.0,7.0,17.0,55.0,30.0,2.0
Tillamook-410571,0.0,0.0,0.0,0.0,0.0,131.0,19.0,22.0,116.0,0.0,157.0,131.0
Tillamook-410573,0.0,0.0,0.0,0.0,57.0,87.0,22.0,17.0,120.0,0.0,159.0,144.0
Tillamook-410575,0.0,0.0,0.0,0.0,31.0,29.0,13.0,17.0,65.0,0.0,95.0,60.0
Tillamook-410576,0.0,0.0,0.0,0.0,27.0,57.0,22.0,9.0,50.0,0.0,81.0,84.0
Tillamook-41057Bay,350.0,18.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0
Tillamook-41057Beaver,178.0,11.0,26.0,376.0,0.0,0.0,0.0,0.0,0.0,591.0,0.0,0.0
Tillamook-41057Carnahan,70.0,2.0,18.0,212.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0
Tillamook-41057Cloverdale,106.0,6.0,17.0,155.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0
Tillamook-41057Eastside,38.0,1.0,10.0,68.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0
Tillamook-41057Fairview,307.0,15.0,61.0,642.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0
Tillamook-41057Foley,177.0,13.0,23.0,150.0,0.0,0.0,0.0,0.0,0.0,363.0,0.0,0.0
Tillamook-41057Garibaldi,272.0,17.0,35.0,307.0,0.0,0.0,0.0,0.0,0.0,631.0,0.0,0.0
Tillamook-41057Hebo,105.0,7.0,8.0,167.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,0.0
Tillamook-41057Kilchis,135.0,7.0,31.0,231.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0
Tillamook-41057Mapleleaf,107.0,6.0,32.0,256.0,0.0,0.0,0.0,0.0,0.0,401.0,0.0,0.0
Tillamook-41057Nehalem,214.0,12.0,20.0,155.0,0.0,0.0,0.0,0.0,0.0,401.0,0.0,0.0
Tillamook-41057Neskowin,253.0,17.0,32.0,196.0,0.0,0.0,0.0,0.0,0.0,498.0,0.0,0.0
Tillamook-41057Netarts,327.0,8.0,34.0,292.0,0.0,0.0,0.0,0.0,0.0,661.0,0.0,0.0
Tillamook-41057Oceanside,156.0,10.0,8.0,74.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0
Tillamook-41057Pinegrove,814.0,49.0,49.0,363.0,0.0,0.0,0.0,0.0,0.0,1275.0,0.0,0.0
Tillamook-41057Rockaway,466.0,27.0,31.0,423.0,0.0,0.0,0.0,0.0,0.0,947.0,0.0,0.0
Tillamook-41057South,146.0,11.0,53.0,526.0,0.0,0.0,0.0,0.0,0.0,736.0,0.0,0.0
Tillamook-41057Tillamook,713.0,49.0,140.0,884.0,0.0,0.0,0.0,0.0,0.0,1786.0,0.0,0.0
Tillamook-41057Trask,70.0,4.0,13.0,106.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0
Tillamook-41057Union,446.0,28.0,38.0,394.0,0.0,0.0,0.0,0.0,0.0,906.0,0.0,0.0
Tillamook-41057Westside,114.0,1.0,4.0,95.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0
Tillamook-41057Wheeler,204.0,14.0,18.0,104.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0
Umatilla-41059101,73.0,7.0,27.0,336.0,0.0,25.0,18.0,8.0,83.0,443.0,109.0,25.0
Umatilla-41059102,386.0,21.0,58.0,640.0,79.0,89.0,39.0,27.0,153.0,1105.0,219.0,168.0
Umatilla-41059103,215.0,13.0,50.0,769.0,63.0,71.0,55.0,34.0,233.0,1047.0,322.0,134.0
Umatilla-41059104,256.0,14.0,49.0,983.0,69.0,74.0,73.0,29.0,244.0,1302.0,346.0,143.0
Umatilla-41059105,286.0,13.0,46.0,678.0,54.0,69.0,41.0,14.0,183.0,1023.0,238.0,123.0
Umatilla-41059106,0.0,0.0,0.0,0.0,36.0,42.0,23.0,6.0,130.0,0.0,159.0,78.0
Umatilla-41059106C,177.0,15.0,43.0,440.0,0.0,0.0,0.0,0.0,0.0,675.0,0.0,0.0
Umatilla-41059106R,53.0,1.0,21.0,212.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,0.0
Umatilla-41059107,0.0,0.0,0.0,0.0,18.0,15.0,22.0,10.0,51.0,0.0,83.0,33.0
Umatilla-41059107C,77.0,1.0,18.0,159.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0
Umatilla-41059107R,32.0,0.0,11.0,160.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0
Umatilla-41059108,0.0,0.0,0.0,0.0,17.0,32.0,10.0,8.0,59.0,0.0,77.0,49.0
Umatilla-41059108C,12.0,5.0,8.0,53.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0
Umatilla-41059108R,23.0,1.0,7.0,97.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0
Umatilla-41059109,0.0,0.0,0.0,0.0,6.0,14.0,19.0,9.0,66.0,0.0,94.0,20.0
Umatilla-41059109C,29.0,2.0,6.0,108.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0
Umatilla-41059109R,3.0,0.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0
Umatilla-41059110,190.0,7.0,30.0,584.0,8.0,6.0,4.0,1.0,12.0,811.0,17.0,14.0
Umatilla-41059111,476.0,37.0,54.0,695.0,5.0,9.0,8.0,9.0,39.0,1262.0,56.0,14.0
Umatilla-41059112,18.0,1.0,0.0,77.0,6.0,9.0,7.0,4.0,35.0,96.0,46.0,15.0
Umatilla-41059113,97.0,10.0,36.0,452.0,2.0,1.0,2.0,3.0,22.0,595.0,27.0,3.0
Umatilla-41059114,53.0,5.0,8.0,278.0,54.0,61.0,46.0,35.0,198.0,344.0,279.0,115.0
Umatilla-41059115,38.0,1.0,5.0,175.0,113.0,163.0,60.0,27.0,215.0,219.0,302.0,276.0
Umatilla-41059116,39.0,3.0,7.0,88.0,8.0,11.0,4.0,5.0,37.0,137.0,46.0,19.0
Umatilla-41059117,0.0,0.0,0.0,0.0,36.0,32.0,24.0,15.0,144.0,0.0,183.0,68.0
Umatilla-41059117C,20.0,1.0,4.0,62.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0
Umatilla-41059117R,6.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
Umatilla-41059118,0.0,0.0,0.0,0.0,16.0,18.0,26.0,18.0,101.0,0.0,145.0,34.0
Umatilla-41059119,36.0,3.0,5.0,88.0,12.0,16.0,10.0,3.0,56.0,132.0,69.0,28.0
Umatilla-41059120,187.0,12.0,47.0,698.0,12.0,9.0,9.0,3.0,25.0,944.0,37.0,21.0
Umatilla-41059121,83.0,6.0,24.0,298.0,3.0,7.0,0.0,1.0,20.0,411.0,21.0,10.0
Umatilla-41059122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,7.0,1.0
Umatilla-41059123,130.0,8.0,29.0,400.0,7.0,16.0,6.0,5.0,37.0,567.0,48.0,23.0
Umatilla-41059124,0.0,0.0,0.0,0.0,43.0,75.0,46.0,35.0,250.0,0.0,331.0,118.0
Umatilla-41059124C,137.0,4.0,26.0,401.0,0.0,0.0,0.0,0.0,0.0,568.0,0.0,0.0
Umatilla-41059124R,21.0,3.0,5.0,127.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0
Umatilla-41059125,0.0,0.0,0.0,0.0,35.0,23.0,23.0,16.0,95.0,0.0,134.0,58.0
Umatilla-41059125C,73.0,3.0,19.0,192.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,0.0
Umatilla-41059125R,38.0,5.0,8.0,182.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0
Umatilla-41059126,369.0,16.0,67.0,524.0,36.0,46.0,22.0,25.0,153.0,976.0,200.0,82.0
Umatilla-41059127,142.0,18.0,38.0,278.0,37.0,47.0,45.0,31.0,147.0,476.0,223.0,84.0
Umatilla-41059128,474.0,25.0,84.0,793.0,6.0,8.0,20.0,14.0,56.0,1376.0,90.0,14.0
Umatilla-41059129,264.0,23.0,57.0,515.0,18.0,22.0,10.0,5.0,55.0,859.0,70.0,40.0
Umatilla-41059130,376.0,22.0,90.0,822.0,12.0,15.0,15.0,6.0,58.0,1310.0,79.0,27.0
Umatilla-41059131,133.0,9.0,21.0,244.0,92.0,56.0,38.0,26.0,142.0,407.0,206.0,148.0
Umatilla-41059132,263.0,14.0,47.0,401.0,54.0,38.0,30.0,22.0,77.0,725.0,129.0,92.0
Umatilla-41059133,209.0,21.0,44.0,304.0,97.0,127.0,61.0,33.0,189.0,578.0,283.0,224.0
Umatilla-41059134,0.0,0.0,0.0,0.0,62.0,69.0,25.0,19.0,102.0,0.0,146.0,131.0
Umatilla-41059135,0.0,0.0,0.0,0.0,102.0,103.0,70.0,46.0,242.0,0.0,358.0,205.0
Umatilla-41059136,220.0,29.0,52.0,463.0,39.0,36.0,16.0,6.0,75.0,764.0,97.0,75.0
Umatilla-41059137,348.0,32.0,53.0,578.0,64.0,89.0,42.0,32.0,159.0,1011.0,233.0,153.0
Umatilla-41059138,347.0,20.0,57.0,552.0,52.0,67.0,31.0,22.0,91.0,976.0,144.0,119.0
Umatilla-41059139,406.0,15.0,52.0,481.0,43.0,92.0,30.0,22.0,132.0,954.0,184.0,135.0
Umatilla-41059140,0.0,0.0,0.0,0.0,91.0,131.0,37.0,18.0,139.0,0.0,194.0,222.0
Umatilla-41059141,363.0,17.0,53.0,673.0,91.0,102.0,41.0,59.0,178.0,1106.0,278.0,193.0
Umatilla-41059142,193.0,7.0,31.0,393.0,109.0,136.0,45.0,65.0,162.0,624.0,272.0,245.0
Umatilla-41059143,302.0,19.0,58.0,548.0,123.0,109.0,51.0,51.0,193.0,927.0,295.0,232.0
Umatilla-41059144,0.0,0.0,0.0,0.0,75.0,52.0,12.0,27.0,129.0,0.0,168.0,127.0
Umatilla-41059145,0.0,0.0,0.0,0.0,101.0,96.0,46.0,26.0,155.0,0.0,227.0,197.0
Union-410611,903.0,40.0,96.0,0.0,0.0,366.0,97.0,103.0,322.0,1039.0,522.0,366.0
Union-4106110,24.0,0.0,11.0,159.0,4.0,16.0,17.0,7.0,51.0,194.0,75.0,20.0
Union-4106111,105.0,10.0,28.0,505.0,26.0,70.0,55.0,37.0,202.0,648.0,294.0,96.0
Union-4106112,8.0,0.0,3.0,56.0,1.0,5.0,4.0,2.0,19.0,67.0,25.0,6.0
Union-4106113,9.0,0.0,10.0,82.0,0.0,7.0,12.0,4.0,33.0,101.0,49.0,7.0
Union-4106114,40.0,8.0,14.0,154.0,12.0,24.0,8.0,9.0,51.0,216.0,68.0,36.0
Union-4106115,51.0,5.0,10.0,195.0,19.0,13.0,20.0,19.0,87.0,261.0,126.0,32.0
Union-4106116,217.0,17.0,73.0,813.0,79.0,101.0,63.0,26.0,292.0,1120.0,381.0,180.0
Union-4106117,5.0,0.0,2.0,38.0,2.0,2.0,5.0,1.0,15.0,45.0,21.0,4.0
Union-4106118,141.0,7.0,29.0,441.0,35.0,51.0,50.0,24.0,178.0,618.0,252.0,86.0
Union-4106119,48.0,3.0,13.0,229.0,16.0,24.0,27.0,18.0,104.0,293.0,149.0,40.0
Union-410612,551.0,35.0,103.0,1080.0,155.0,225.0,130.0,78.0,361.0,1769.0,569.0,380.0
Union-410613,443.0,31.0,107.0,1112.0,140.0,193.0,80.0,38.0,342.0,1693.0,460.0,333.0
Union-410614,92.0,3.0,24.0,221.0,25.0,43.0,32.0,17.0,77.0,340.0,126.0,68.0
Union-410615,234.0,12.0,42.0,787.0,75.0,103.0,88.0,38.0,306.0,1075.0,432.0,178.0
Union-410616,83.0,5.0,12.0,231.0,30.0,33.0,28.0,26.0,85.0,331.0,139.0,63.0
Union-410617,124.0,8.0,31.0,390.0,46.0,45.0,52.0,32.0,152.0,553.0,236.0,91.0
Union-410618,104.0,10.0,38.0,554.0,39.0,52.0,50.0,17.0,158.0,706.0,225.0,91.0
Union-410619,67.0,4.0,27.0,466.0,22.0,31.0,51.0,14.0,188.0,564.0,253.0,53.0
Wallowa-410631,174.0,10.0,30.0,395.0,0.0,87.0,40.0,17.0,176.0,609.0,233.0,87.0
Wallowa-4106310,20.0,5.0,2.0,98.0,2.0,5.0,12.0,9.0,33.0,125.0,54.0,7.0
Wallowa-4106311,14.0,0.0,4.0,35.0,6.0,9.0,0.0,3.0,13.0,53.0,16.0,15.0
Wallowa-4106312,12.0,0.0,1.0,26.0,4.0,2.0,2.0,2.0,9.0,39.0,13.0,6.0
Wallowa-410632,116.0,9.0,24.0,274.0,35.0,49.0,37.0,12.0,130.0,423.0,179.0,84.0
Wallowa-410633,61.0,7.0,7.0,197.0,20.0,24.0,25.0,12.0,82.0,272.0,119.0,44.0
