precinct,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FUENTE,gen_ind_JOHNSON,gen_ind_STEIN,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
MONROE_1208709 SR CITIZEN PLAZA AUDITORIUM,817,1,1,36,15,568,222,6,186,8,1,0,22,0,0,0,0,22,2,92,0,136,1438,283,414
MONROE_1208711 STOCK ISLAND FIRE STATION,1075,1,1,51,18,904,255,8,150,13,2,0,35,1,0,0,0,34,2,97,0,200,2050,384,413
MONROE_1208712 BIG COPPITT FIRE STATION,633,2,1,52,10,782,119,7,122,9,3,1,35,1,0,0,0,22,0,85,0,200,1480,356,248
MONROE_1208715 BSA FLORIDA SEA BASE,594,2,0,56,14,1154,149,9,136,9,4,1,67,0,1,0,2,32,1,143,1,331,1820,592,294
MONROE_1208716 FIRST BAPTIST CHURCH,532,2,2,46,11,877,119,7,101,6,5,0,59,1,0,0,1,23,0,96,0,259,1470,450,227
MONROE_1208717 BIG PINE KEY COMM PARK,496,2,1,37,15,663,114,3,108,5,4,1,35,0,0,1,0,26,1,46,0,175,1214,294,225
MONROE_1208718 AMERICAN LEGION MARATHON,370,0,1,28,12,463,80,2,58,3,0,0,27,0,0,0,0,13,1,40,0,122,874,206,140
MONROE_1208719 FIRST BAPTIST CHURCH MARATHON,535,0,1,47,15,885,109,8,94,7,3,2,37,1,0,0,1,47,0,106,1,286,1483,491,211
MONROE_1208720 PRESBYTERIAN KIRK OF THE KEYS,315,1,0,22,5,589,61,8,57,8,2,0,32,1,0,0,1,27,0,71,1,178,932,321,126
MONROE_1208721 MARATHON MOOSE LODGE,302,2,0,21,11,558,63,4,56,4,1,0,25,0,0,0,1,29,0,79,0,175,894,314,123
MONROE_1208722 KEY COLONY BEACH CITY HALL,169,0,0,9,5,431,41,3,26,8,0,0,30,0,0,0,1,28,1,68,1,167,614,304,70
MONROE_1208723 MARATHON MOOSE LODGE,356,0,4,22,11,634,86,7,65,4,4,0,31,0,0,0,0,28,1,66,1,207,1027,342,158
MONROE_1208724 ISLAMORADA BRANCH LIBRARY,395,3,2,37,7,856,86,7,75,11,7,0,32,1,0,0,0,33,0,117,0,275,1300,476,168
MONROE_1208725 PK COURTROOM B,457,1,0,34,8,815,107,6,94,7,5,1,48,0,0,0,0,35,2,96,0,265,1315,459,207
MONROE_1208726 IMMANUEL LUTHERAN CHURCH,536,1,0,39,9,1069,134,7,106,12,0,0,58,2,0,0,0,50,0,145,0,291,1654,558,247
"MONROE_1208727 ELKS CLUB, TAVERNIER",436,0,0,36,9,686,97,3,119,6,4,0,35,0,0,0,0,14,2,103,0,192,1167,356,219
MONROE_1208728 KEY LARGO CIVIC CLUB,472,0,1,29,8,709,126,4,92,6,2,1,41,1,0,0,2,25,0,87,0,185,1219,350,222
MONROE_1208729 KEY LARGO CIVIC CLUB,702,5,4,44,19,1074,158,11,160,8,5,0,56,0,0,0,0,40,0,168,0,292,1848,569,329
"MONROE_1208730 MONROE COUNTY LIBRARY, KL",462,3,2,30,11,565,95,4,91,5,1,0,20,0,0,0,0,11,1,74,2,138,1073,252,190
"MONROE_1208731 MONROE COUNTY LIBRARY, KL",384,1,0,26,9,606,101,5,77,5,2,2,32,0,0,0,0,19,0,56,1,170,1026,287,183
MONROE_1208732 KEY LARGO BAPTIST CHURCH,575,5,1,36,8,910,139,7,118,2,8,0,47,2,0,0,0,29,2,110,0,247,1535,447,264
MONROE_1208733 THE ACADEMY AT OCEAN REEF,284,0,1,20,1,742,77,0,30,13,3,1,30,0,0,0,0,127,0,182,0,257,1048,613,107
OKALOOSA_1209110 10,1344,8,1,238,22,2741,232,14,170,16,22,1,299,2,0,0,5,120,1,344,0,638,4354,1448,416
OKALOOSA_1209111 11,1807,36,8,408,47,3614,213,20,210,54,51,8,363,3,0,0,5,82,15,451,5,564,5920,1601,443
OKALOOSA_1209112 12,422,2,2,22,6,184,127,7,26,3,0,0,23,1,0,1,0,1,1,14,0,27,638,71,160
OKALOOSA_1209113 13,570,13,3,95,29,2090,119,16,102,13,12,1,260,2,0,1,6,86,2,200,2,513,2800,1098,237
OKALOOSA_1209114 14,500,6,2,101,22,1492,68,10,102,15,8,0,196,2,0,0,2,79,2,152,0,335,2123,791,180
OKALOOSA_1209115 15,487,9,3,80,11,1622,114,14,119,12,10,4,216,3,2,0,7,75,9,229,1,408,2212,976,247
OKALOOSA_1209116 16,559,5,2,103,22,1454,112,6,102,8,8,1,158,0,0,0,5,71,2,201,0,371,2145,825,220
OKALOOSA_1209117 17,745,8,3,96,17,1383,132,7,94,12,4,1,131,1,0,1,4,59,3,174,1,319,2252,710,233
OKALOOSA_1209118 18,489,2,0,62,13,1227,79,5,107,10,9,1,96,2,0,0,1,45,2,123,0,297,1793,586,191
OKALOOSA_1209119 19,492,2,0,48,11,662,101,6,65,3,1,0,46,0,0,1,1,21,1,58,1,145,1215,278,172
OKALOOSA_1209120 20,381,5,0,84,10,1424,78,14,111,17,9,0,104,0,0,0,4,55,0,151,0,456,1904,796,203
OKALOOSA_1209121 21,492,2,1,97,11,1436,107,9,96,14,11,1,163,0,0,0,1,64,2,163,1,359,2039,779,212
OKALOOSA_1209122 22,491,3,2,75,11,1045,105,6,66,15,8,1,65,0,0,0,1,36,2,101,1,245,1627,475,177
OKALOOSA_1209123 23,94,2,0,31,5,193,4,0,17,0,0,0,22,0,0,0,0,3,0,16,0,17,325,58,21
OKALOOSA_1209124 24,660,9,2,84,23,1328,132,12,130,10,14,1,110,0,0,0,2,63,2,145,0,329,2106,676,274
OKALOOSA_1209125 25,307,4,1,67,15,970,60,6,46,9,8,0,102,1,0,0,0,50,4,121,0,213,1364,508,112
OKALOOSA_1209126 26,335,7,1,80,5,1712,66,12,64,10,11,0,230,0,0,0,0,81,3,234,0,405,2140,974,142
OKALOOSA_1209127 27,58,0,0,16,1,136,8,0,7,3,1,0,15,0,0,0,0,15,0,23,0,28,211,85,15
OKALOOSA_1209128 28,54,1,0,11,1,206,8,1,15,3,0,0,24,0,0,0,0,6,1,27,0,66,273,127,24
OKALOOSA_1209129 29,368,3,2,87,8,1240,52,3,59,13,11,0,138,0,0,0,2,85,1,224,0,342,1708,816,114
OKALOOSA_1209130 30,274,1,0,45,5,783,50,2,38,7,3,0,72,0,0,0,2,43,0,73,1,237,1108,438,90
OKALOOSA_1209131 31,351,7,1,41,5,1265,90,6,67,14,8,1,182,3,0,0,4,103,3,217,0,394,1670,929,163
OKALOOSA_1209132 32,435,5,5,91,11,1417,83,11,93,8,5,1,137,1,0,0,1,89,5,143,1,448,1964,839,187
OKALOOSA_1209133 33,690,15,1,160,11,2860,121,3,102,9,25,2,466,3,0,0,3,216,3,596,0,710,3737,2033,226
OKALOOSA_1209134 34,707,6,3,124,16,1614,129,4,113,13,5,0,146,1,0,0,3,62,2,145,0,412,2470,789,246
OKALOOSA_1209135 35,481,2,2,69,9,1839,87,8,63,8,7,2,162,1,0,0,7,79,2,229,0,588,2402,1085,158
OKALOOSA_1209136 36,404,15,0,78,9,1580,94,9,61,11,11,2,228,1,0,0,5,94,1,253,0,348,2086,954,164
OKALOOSA_1209137 37,454,1,1,94,10,1700,93,9,52,23,5,0,216,2,0,0,1,141,1,278,1,494,2260,1162,154
OKALOOSA_1209138 38,492,0,0,67,13,1154,103,7,77,15,9,0,117,0,0,0,2,67,3,146,0,308,1726,667,187
OKALOOSA_1209139 39,471,5,0,74,7,1139,96,14,63,7,10,2,128,0,0,4,4,51,1,112,0,280,1696,599,173
OKALOOSA_1209140 40,521,6,2,87,10,1778,82,6,58,13,6,6,259,3,0,0,1,139,1,342,1,479,2404,1250,146
OKALOOSA_1209141 41,253,0,1,52,12,802,44,3,42,4,6,1,84,0,0,0,0,49,1,141,0,224,1120,510,89
OKALOOSA_1209142 42,633,10,2,89,12,896,165,4,67,2,12,0,106,0,0,0,2,47,2,105,1,196,1642,473,236
OKALOOSA_1209143 43,376,10,0,79,18,1278,78,11,76,11,11,0,150,0,0,0,0,39,5,153,1,296,1761,666,165
OKALOOSA_1209144 44,335,2,0,66,15,997,45,5,57,6,8,1,74,0,0,0,1,29,5,97,0,292,1415,513,107
OKALOOSA_1209145 45,884,14,4,152,25,2133,164,12,111,14,17,2,245,1,0,0,3,60,4,229,0,414,3212,989,287
OKALOOSA_1209146 46,781,8,1,139,18,2552,125,11,93,14,14,1,324,0,0,1,2,159,4,455,0,610,3499,1584,229
OKALOOSA_1209147 47,328,12,2,83,4,808,63,4,43,4,8,0,61,1,0,0,0,20,1,80,0,161,1237,336,110
OKALOOSA_1209148 48,21,1,0,1,0,66,9,2,4,8,0,0,7,0,0,0,0,3,0,16,0,15,89,49,15
OKALOOSA_1209149 49,500,10,0,55,12,1891,74,4,57,17,7,1,157,2,0,1,0,98,1,276,1,606,2468,1167,135
OKALOOSA_1209150 50,477,4,1,80,4,1935,108,7,60,13,6,1,161,2,0,0,3,102,1,234,1,646,2501,1170,175
OKALOOSA_1209151 51,214,6,2,34,5,1203,51,5,53,7,4,0,151,1,0,0,2,25,2,121,1,330,1464,644,109
OKALOOSA_1209152 52,632,7,0,143,22,1949,120,7,113,13,12,0,264,0,0,0,2,60,2,197,0,419,2753,969,240
OKEECHOBEE_1209310 10,163,2,1,18,3,552,41,4,25,3,1,2,37,0,0,0,1,7,0,32,0,153,739,236,70
OKEECHOBEE_1209311 11,188,3,0,12,0,534,88,11,37,4,1,0,37,0,0,0,0,13,0,47,0,163,737,265,136
ORANGE_12095101 PCT 101,1995,3,1,65,22,1054,398,3,183,9,5,0,97,1,0,0,0,43,1,152,1,244,3140,553,584
ORANGE_12095102 PCT 102,1174,5,1,64,12,794,222,1,145,9,2,1,81,1,0,0,0,33,1,118,1,158,2050,405,368
ORANGE_12095103 PCT 103,978,1,3,48,11,850,47,0,28,0,0,0,6,0,0,0,0,0,0,6,0,6,1891,18,75
ORANGE_12095104 PCT 104,1651,7,4,65,26,1234,295,9,148,10,6,1,106,0,0,0,0,25,1,177,1,266,2987,593,452
ORANGE_12095105 PCT 105,1287,2,2,29,10,405,280,2,87,0,3,1,32,0,0,0,0,3,0,55,1,86,1735,181,369
ORANGE_12095106 PCT 106,1142,5,2,84,24,1508,220,4,148,10,8,1,204,0,0,0,1,43,3,209,1,254,2765,734,372
ORANGE_12095107 PCT 107,839,12,4,81,11,1406,177,13,119,12,8,1,203,0,1,1,0,39,2,253,0,304,2353,824,309
ORANGE_12095108 PCT 108,1455,11,3,77,18,1213,277,13,133,17,7,0,113,0,0,0,1,29,2,181,0,245,2777,595,423
ORANGE_12095109 PCT 109,1854,12,4,101,21,1612,371,6,145,7,9,1,205,0,0,0,2,47,2,267,0,312,3604,852,522
ORANGE_12095110 PCT 110,1315,5,3,79,8,1405,331,7,140,17,5,1,163,0,0,0,1,96,1,318,0,371,2815,973,478
ORANGE_12095111 PCT 111,902,2,2,63,12,1456,194,3,112,11,3,0,158,0,0,0,0,71,0,274,0,395,2437,912,309
ORANGE_12095112 PCT 112,859,4,0,53,3,1134,190,5,120,4,3,0,138,0,0,0,0,63,3,250,0,261,2053,722,315
ORANGE_12095113 PCT 113,1466,2,2,102,28,1479,331,6,197,11,7,2,137,0,0,0,1,67,2,318,0,377,3079,922,534
ORANGE_12095114 PCT 114,1323,4,1,50,22,673,219,3,150,3,3,1,49,0,0,1,0,26,1,97,0,120,2073,301,372
ORANGE_12095115 PCT 115,1482,3,2,76,25,1176,318,5,150,11,4,0,83,1,0,0,0,43,1,190,1,306,2764,640,473
ORANGE_12095116 PCT 116,1311,2,0,60,20,936,210,1,118,14,8,0,46,0,0,0,0,48,0,184,0,262,2329,562,329
ORANGE_12095117 PCT 117,1407,6,1,84,29,811,282,5,198,13,3,0,66,1,0,0,0,25,0,112,0,187,2338,407,485
ORANGE_12095118 PCT 118,1124,1,2,46,25,905,262,8,155,6,1,0,82,0,0,0,0,29,1,142,0,229,2103,490,425
ORANGE_12095119 PCT 119,1586,3,4,64,17,930,266,6,123,8,2,0,73,2,0,0,0,23,1,164,0,194,2604,467,395
ORANGE_12095120 PCT 120,1232,5,2,45,11,929,217,5,141,11,1,0,80,1,0,0,1,31,1,144,0,224,2224,494,363
ORANGE_12095121 PCT 121,1513,0,2,54,17,775,253,2,144,7,2,1,56,1,0,0,1,31,0,129,0,161,2361,389,399
ORANGE_12095122 PCT 122,1222,4,0,45,19,619,205,0,122,4,5,1,40,0,0,0,0,20,0,91,1,112,1909,274,327
ORANGE_12095123 PCT 123,890,3,3,21,11,633,47,1,54,2,2,0,14,0,0,0,0,6,0,19,0,22,1561,65,102
ORANGE_12095124 PCT 124,2044,4,6,102,42,766,130,0,212,2,2,0,39,0,0,0,0,19,0,74,0,122,2964,258,342
ORANGE_12095125 PCT 125,1382,1,2,75,22,1301,200,4,98,10,2,0,70,0,0,0,0,42,0,213,0,308,2783,645,302
ORANGE_12095126 PCT 126,445,4,1,38,4,584,96,6,71,1,1,0,44,1,0,0,1,13,0,40,0,128,1076,229,173
ORANGE_12095127 PCT 127,721,2,1,41,8,925,152,4,78,8,4,0,70,2,0,0,1,78,0,168,0,265,1698,596,234
ORANGE_12095128 PCT 128,1118,6,2,55,14,1503,235,8,143,11,11,0,136,0,1,0,1,94,0,300,0,412,2698,966,386
ORANGE_12095129 PCT 129,666,2,0,61,5,1634,133,5,59,13,0,0,161,0,1,1,0,93,1,295,0,422,2368,987,197
ORANGE_12095130 PCT 130,1406,5,2,88,13,2105,303,5,121,17,6,0,187,0,0,0,0,85,0,403,0,574,3619,1272,429
ORANGE_12095131 PCT 131,1800,17,0,115,29,1600,365,4,155,13,6,0,149,0,0,0,1,74,0,237,0,290,3561,770,524
ORANGE_12095132 PCT 132,1389,8,7,109,26,1536,272,6,155,5,10,0,166,2,0,0,0,41,1,262,1,313,3075,801,433
ORANGE_12095133 PCT 133,1111,4,3,61,10,919,143,4,109,4,4,0,74,1,0,0,1,19,0,123,0,151,2108,377,256
ORANGE_12095134 PCT 134,1503,5,2,62,19,1433,261,2,133,6,6,4,119,0,0,0,0,48,1,230,0,296,3024,710,396
ORANGE_12095135 PCT 135,1620,7,1,81,16,1439,204,3,168,7,6,2,105,1,0,0,1,56,1,252,0,288,3164,719,375
ORANGE_12095136 PCT 136,716,2,2,53,15,996,154,1,68,6,3,1,107,0,0,0,2,64,1,222,0,256,1784,662,223
ORANGE_12095137 PCT 137,1256,2,4,42,15,487,228,4,112,4,1,0,36,0,0,0,0,16,1,77,0,103,1806,238,344
ORANGE_12095138 PCT 138,694,2,4,45,9,1022,114,5,68,7,8,0,113,0,0,0,0,25,1,151,0,212,1776,517,187
ORANGE_12095139 PCT 139,2070,10,9,149,36,1761,304,9,218,8,8,0,170,1,0,0,0,69,0,254,1,333,4035,844,531
ORANGE_12095140 PCT 140,831,4,1,46,14,619,71,0,64,5,2,0,29,0,0,0,1,16,0,70,0,85,1515,208,135
ORANGE_12095141 PCT 141,2128,7,3,140,25,1561,275,3,208,7,2,1,105,2,0,0,2,41,1,231,0,284,3864,676,486
ORANGE_12095201 PCT 201,361,3,1,30,7,748,90,2,43,12,6,0,60,0,0,0,0,74,2,212,0,186,1150,552,135
ORANGE_12095202 PCT 202,622,4,0,37,14,686,157,6,108,6,7,1,47,1,0,0,2,28,1,113,0,164,1363,370,271
ORANGE_12095203 PCT 203,1002,3,1,20,6,257,7,0,7,0,0,0,1,0,0,0,0,0,0,4,0,5,1289,10,14
ORANGE_12095204 PCT 204,1038,0,0,4,12,58,374,5,80,1,1,0,2,0,0,0,0,0,0,5,0,11,1112,20,459
ORANGE_12095205 PCT 205,138,3,0,11,4,114,30,2,25,1,0,0,20,0,0,0,0,5,0,18,0,33,270,77,57
ORANGE_12095206 PCT 206,1184,3,2,49,15,644,245,8,142,9,4,0,60,0,0,0,1,21,3,72,0,143,1897,313,395
ORANGE_12095207 PCT 207,1352,11,6,77,25,863,305,5,162,15,3,0,102,0,0,1,0,13,4,120,0,181,2334,439,472
ORANGE_12095208 PCT 208,1532,6,3,84,37,1220,325,10,198,12,6,0,138,0,0,0,2,22,0,180,0,253,2882,613,533
ORANGE_12095209 PCT 209,1057,3,0,55,11,679,3,0,1,0,0,0,3,0,0,0,0,0,0,1,0,9,1805,13,4
ORANGE_12095210 PCT 210,960,5,2,27,7,425,260,2,80,1,5,0,39,0,0,0,1,10,2,42,0,65,1426,165,342
ORANGE_12095211 PCT 211,1170,3,0,23,5,279,542,3,151,3,0,0,45,0,0,0,0,15,0,51,0,90,1480,204,696
ORANGE_12095212 PCT 212,1104,0,0,18,13,278,22,0,23,0,1,0,9,0,0,0,0,2,0,9,0,25,1413,46,45
ORANGE_12095213 PCT 213,2384,6,3,31,23,389,567,8,202,5,5,1,35,0,0,0,2,11,0,56,3,67,2836,185,777
ORANGE_12095214 PCT 214,2290,8,4,69,24,590,493,4,178,12,3,0,54,0,0,0,2,20,1,73,0,154,2985,319,675
ORANGE_12095215 PCT 215,2248,9,2,26,14,372,481,8,127,3,5,2,40,0,0,0,0,8,1,48,0,57,2671,164,616
ORANGE_12095216 PCT 216,1364,5,3,18,7,240,592,7,162,5,6,0,60,0,0,0,1,7,1,58,1,86,1637,225,761
ORANGE_12095217 PCT 217,2426,4,2,30,23,395,738,2,150,4,5,0,36,0,0,0,0,5,0,43,0,65,2880,158,890
ORANGE_12095218 PCT 218,1406,13,3,68,15,1066,331,11,165,13,5,0,128,0,0,0,1,32,1,152,1,223,2571,556,507
ORANGE_12095219 PCT 219,1744,13,5,85,21,906,400,2,182,5,7,0,102,0,0,0,1,36,2,139,0,205,2774,497,584
ORANGE_12095220 PCT 220,1250,8,3,82,21,1539,312,17,183,21,16,1,183,1,0,0,0,36,0,201,3,365,2903,827,512
ORANGE_12095221 PCT 221,853,2,1,51,16,1043,151,12,131,11,4,0,121,0,1,0,0,15,4,92,1,198,1966,447,294
ORANGE_12095222 PCT 222,2005,6,4,66,16,1256,479,14,197,8,8,1,146,1,0,0,2,26,1,142,0,241,3353,576,690
ORANGE_12095223 PCT 223,1909,2,2,80,16,880,485,4,197,1,3,1,119,0,0,0,1,31,0,121,0,193,2889,470,686
ORANGE_12095224 PCT 224,471,1,1,23,13,626,121,4,60,3,2,1,65,0,0,0,1,14,1,55,0,146,1135,288,185
ORANGE_12095225 PCT 225,1794,4,2,30,7,290,446,4,114,5,0,0,19,0,0,0,0,4,0,33,2,68,2127,131,564
ORANGE_12095226 PCT 226,946,0,1,21,6,285,228,3,60,1,1,0,26,0,0,0,0,7,0,35,0,52,1259,122,291
ORANGE_12095227 PCT 227,1584,9,4,61,40,1014,370,8,176,5,8,0,113,0,0,1,1,18,1,89,0,184,2712,420,554
ORANGE_12095228 PCT 228,989,5,5,32,18,891,162,5,100,2,6,1,123,1,0,0,0,21,1,121,2,205,1940,483,267
ORANGE_12095229 PCT 229,1213,11,4,89,21,1320,207,5,144,7,10,0,125,1,0,1,1,26,2,132,1,265,2658,571,356
ORANGE_12095230 PCT 230,351,0,2,33,4,365,87,7,45,6,3,0,55,0,0,0,1,9,0,52,0,92,755,218,139
ORANGE_12095231 PCT 231,916,4,4,31,12,553,204,9,86,4,4,0,47,0,0,0,1,16,0,53,1,106,1520,232,299
ORANGE_12095232 PCT 232,1603,7,5,66,15,1908,415,9,163,22,11,4,197,1,0,0,0,86,5,331,2,528,3604,1187,587
ORANGE_12095233 PCT 233,1322,8,6,70,18,920,408,10,139,9,5,0,159,0,1,0,0,30,2,122,0,242,2344,570,557
ORANGE_12095234 PCT 234,1071,6,0,77,21,1819,267,11,135,10,13,0,241,0,0,0,1,43,0,231,0,460,2994,999,413
ORANGE_12095235 PCT 235,1018,8,2,56,13,1685,277,4,116,5,12,0,174,1,0,0,2,68,0,242,1,499,2782,1004,397
ORANGE_12095236 PCT 236,478,4,1,37,13,875,83,7,85,13,3,0,96,0,0,1,0,15,2,72,0,195,1408,397,175
ORANGE_12095237 PCT 237,965,2,2,65,17,1303,447,10,135,12,11,1,247,0,0,0,1,59,1,215,1,446,2354,994,592
ORANGE_12095238 PCT 238,1150,10,4,88,23,1994,300,17,164,16,11,1,239,1,0,0,1,58,2,233,3,519,3269,1084,481
ORANGE_12095239 PCT 239,1113,10,0,61,12,1719,260,11,107,3,5,1,214,0,0,0,1,51,0,184,0,418,2915,877,378
ORANGE_12095240 PCT 240,1899,16,0,66,14,1172,457,3,140,5,4,1,122,0,0,0,1,13,3,142,2,229,3167,522,600
ORANGE_12095301 PCT 301,1097,1,3,78,13,556,289,3,202,5,3,1,49,0,0,0,0,43,2,134,0,114,1748,351,494
ORANGE_12095302 PCT 302,1243,6,1,75,30,899,309,4,236,16,5,3,125,1,0,1,1,59,0,237,0,236,2254,684,549
ORANGE_12095303 PCT 303,1510,6,1,115,32,946,351,3,298,11,9,0,89,1,1,0,1,75,1,222,0,189,2610,599,652
ORANGE_12095304 PCT 304,1479,6,4,90,33,1088,209,7,200,5,9,0,69,0,0,0,0,34,1,125,0,141,2700,384,416
ORANGE_12095305 PCT 305,1475,8,2,60,27,900,479,13,238,24,10,1,182,2,0,0,1,25,0,258,0,295,2472,798,730
ORANGE_12095306 PCT 306,1735,3,8,57,34,692,290,4,117,7,1,0,61,0,0,0,1,11,1,85,0,90,2529,257,411
ORANGE_12095307 PCT 307,2372,7,7,74,48,767,351,5,276,6,8,1,85,0,0,0,0,16,1,106,1,115,3275,339,632
ORANGE_12095308 PCT 308,913,1,5,50,12,494,148,9,128,5,5,0,55,0,0,0,0,12,2,60,0,92,1475,231,285
ORANGE_12095309 PCT 309,1268,5,6,44,19,599,238,7,128,8,1,0,59,0,0,0,1,12,1,117,0,113,1941,312,373
ORANGE_12095310 PCT 310,444,0,2,16,11,156,64,0,48,1,1,0,8,0,0,0,1,4,1,25,0,38,629,79,112
ORANGE_12095311 PCT 311,988,3,4,58,14,1052,231,6,164,6,7,1,119,1,0,0,0,51,0,198,0,278,2119,661,401
ORANGE_12095312 PCT 312,1459,11,4,74,17,1132,327,8,116,5,0,1,112,0,0,0,0,35,1,216,1,225,2697,596,451
ORANGE_12095313 PCT 313,1104,2,4,49,6,526,208,5,114,8,8,0,59,0,0,0,0,11,0,78,2,114,1691,280,327
ORANGE_12095314 PCT 314,2222,13,11,69,27,858,428,8,189,10,4,0,86,1,0,0,0,15,1,88,0,173,3200,378,625
ORANGE_12095315 PCT 315,1360,5,3,52,15,512,367,5,163,13,3,1,60,0,0,0,1,9,2,96,0,129,1947,314,535
ORANGE_12095316 PCT 316,2380,4,8,57,42,746,352,8,220,10,6,1,42,0,0,0,0,9,1,93,1,130,3237,293,580
ORANGE_12095317 PCT 317,1842,5,12,61,17,741,385,6,141,6,2,1,56,0,0,0,0,13,3,118,1,147,2678,347,532
ORANGE_12095318 PCT 318,1608,4,7,45,18,533,294,4,107,8,3,2,48,1,0,0,0,7,0,76,0,85,2215,230,405
ORANGE_12095319 PCT 319,1254,1,4,48,14,591,247,3,96,9,2,0,69,0,1,0,0,17,0,122,0,107,1912,327,346
ORANGE_12095320 PCT 320,1125,7,3,23,11,698,220,5,100,8,5,0,44,0,0,0,0,12,1,97,0,154,1867,321,325
ORANGE_12095321 PCT 321,2251,9,5,58,29,673,343,4,171,5,3,0,55,0,0,0,1,11,1,87,0,92,3025,255,518
ORANGE_12095322 PCT 322,2223,8,5,43,23,703,390,1,143,9,5,0,67,1,0,1,0,9,0,78,1,146,3005,317,534
ORANGE_12095323 PCT 323,1069,4,3,78,19,919,173,0,82,4,2,0,17,0,0,0,0,7,1,43,0,47,2092,121,255
ORANGE_12095324 PCT 324,1209,3,1,66,16,906,431,13,316,22,10,1,121,1,0,0,0,48,3,237,1,292,2201,736,760
ORANGE_12095325 PCT 325,1770,6,6,85,30,1042,260,9,236,8,10,0,149,2,1,0,1,44,1,216,0,292,2939,724,505
ORANGE_12095326 PCT 326,1361,7,4,132,42,1518,251,4,198,10,7,0,165,0,0,1,0,72,2,232,0,283,3064,772,453
ORANGE_12095327 PCT 327,1126,4,2,94,21,864,220,9,199,8,7,0,102,3,0,0,0,38,4,144,0,213,2111,519,428
ORANGE_12095328 PCT 328,829,6,2,39,16,652,159,3,118,10,6,0,75,1,0,1,0,29,1,100,0,144,1544,367,280
ORANGE_12095329 PCT 329,1198,2,4,32,20,451,24,1,14,0,0,0,5,0,0,0,0,1,0,4,0,3,1707,13,39
ORANGE_12095330 PCT 330,734,4,2,43,12,1050,180,3,89,6,6,0,125,1,0,0,0,60,0,176,2,280,1845,656,272
ORANGE_12095331 PCT 331,1393,6,4,42,23,715,248,5,107,7,7,0,61,0,0,0,0,16,0,85,0,157,2183,333,360
ORANGE_12095332 PCT 332,1092,1,2,21,11,330,180,4,68,2,0,0,28,0,0,0,0,5,0,46,1,55,1457,137,252
ORANGE_12095333 PCT 333,672,4,0,49,28,1200,160,9,127,10,2,0,125,1,0,0,1,51,3,182,0,310,1953,685,296
ORANGE_12095334 PCT 334,902,2,3,71,14,1632,264,8,134,17,14,2,183,1,1,0,0,65,2,325,0,445,2624,1055,406
ORANGE_12095335 PCT 335,661,4,0,79,13,1114,178,8,162,7,3,0,122,0,0,0,0,55,2,217,0,270,1871,676,348
ORANGE_12095336 PCT 336,1822,4,6,88,21,1070,297,17,227,12,8,0,104,1,0,0,0,44,2,217,0,229,3011,617,541
ORANGE_12095337 PCT 337,1081,10,2,93,20,1431,301,14,236,10,12,1,223,0,0,0,0,81,1,413,0,421,2637,1162,551
ORANGE_12095338 PCT 338,971,4,2,61,15,979,190,15,117,10,8,3,93,1,1,0,0,22,0,154,0,218,2032,510,322
ORANGE_12095339 PCT 339,808,1,3,19,6,395,139,3,56,5,0,0,33,0,0,0,0,7,0,59,0,72,1232,176,198
ORANGE_12095340 PCT 340,1421,1,5,45,12,367,208,2,127,8,1,0,30,0,0,0,0,3,0,57,0,57,1851,156,337
ORANGE_12095341 PCT 341,1497,5,8,55,28,640,287,6,170,9,2,0,71,0,0,0,1,14,1,81,1,113,2233,293,463
ORANGE_12095342 PCT 342,256,3,0,9,5,171,74,0,30,16,4,0,26,0,0,0,1,12,0,39,0,26,444,124,104
ORANGE_12095401 PCT 401,1516,14,11,73,29,994,275,9,203,10,7,0,91,0,0,0,3,22,1,145,0,201,2637,480,487
ORANGE_12095402 PCT 402,2427,8,3,99,56,813,350,2,342,9,3,2,73,0,0,0,0,17,0,133,0,125,3406,362,694
ORANGE_12095403 PCT 403,1763,1,4,95,25,995,354,2,174,10,9,0,95,2,0,0,3,34,0,169,0,206,2883,528,530
ORANGE_12095404 PCT 404,1210,6,2,52,23,738,154,2,137,8,4,0,59,0,0,0,1,11,1,100,0,127,2031,311,293
ORANGE_12095405 PCT 405,16,0,0,4,0,92,4,0,5,1,0,0,8,0,0,0,0,1,0,2,0,22,112,34,9
ORANGE_12095406 PCT 406,1250,10,2,67,18,713,216,3,127,5,5,0,67,2,0,0,2,11,2,93,0,122,2060,309,346
ORANGE_12095407 PCT 407,856,2,3,51,15,697,177,0,120,8,4,1,90,1,0,0,0,20,0,125,0,156,1624,405,297
ORANGE_12095408 PCT 408,1281,10,2,86,24,1285,264,4,161,12,3,1,192,1,0,0,1,70,0,252,0,242,2688,774,429
ORANGE_12095409 PCT 409,1660,12,7,117,21,1352,348,4,220,13,5,2,160,3,0,0,0,47,0,274,0,279,3169,783,572
