county,precinct,office,district,candidate,party,votes
Richmond,"=""17/61""",President,NYC,Affidavit,,24
Richmond,"=""17/61""",President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,513
Richmond,"=""17/61""",President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,68
Richmond,"=""17/61""",President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,9
Richmond,"=""17/61""",President,NYC,Jill Stein / Ajamu Baraka (Green),Green,13
Richmond,"=""17/61""",President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,14
Richmond,"=""17/61""",President,NYC,Gary Johnson / Bill Weld (Independence),Independence,2
Richmond,"=""17/61""",President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,2
Richmond,"=""17/61""",President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,0
Richmond,"=""17/61""",President,NYC,Scattered,,4
Richmond,"=""18/61""",President,NYC,Manually Counted Emergency,,0
Richmond,"=""18/61""",President,NYC,Absentee / Military,,28
Richmond,"=""18/61""",President,NYC,Federal,,1
Richmond,"=""18/61""",President,NYC,Special Presidential,,0
Richmond,"=""18/61""",President,NYC,Affidavit,,22
Richmond,"=""18/61""",President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,520
Richmond,"=""18/61""",President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,166
Richmond,"=""18/61""",President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,21
Richmond,"=""18/61""",President,NYC,Jill Stein / Ajamu Baraka (Green),Green,13
Richmond,"=""18/61""",President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,16
Richmond,"=""18/61""",President,NYC,Gary Johnson / Bill Weld (Independence),Independence,9
Richmond,"=""18/61""",President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,1
Richmond,"=""18/61""",President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,4
Richmond,"=""18/61""",President,NYC,Scattered,,6
Richmond,"=""19/61""",President,NYC,Manually Counted Emergency,,0
Richmond,"=""19/61""",President,NYC,Absentee / Military,,30
Richmond,"=""19/61""",President,NYC,Federal,,4
Richmond,"=""19/61""",President,NYC,Special Presidential,,0
Richmond,"=""19/61""",President,NYC,Affidavit,,12
Richmond,"=""19/61""",President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,456
Richmond,"=""19/61""",President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,205
Richmond,"=""19/61""",President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,25
Richmond,"=""19/61""",President,NYC,Jill Stein / Ajamu Baraka (Green),Green,18
Richmond,"=""19/61""",President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,18
Richmond,"=""19/61""",President,NYC,Gary Johnson / Bill Weld (Independence),Independence,4
Richmond,"=""19/61""",President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,3
Richmond,"=""19/61""",President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,4
Richmond,"=""19/61""",President,NYC,Scattered,,7
Richmond,"=""20/61""",President,NYC,Manually Counted Emergency,,0
Richmond,"=""20/61""",President,NYC,Absentee / Military,,32
Richmond,"=""20/61""",President,NYC,Federal,,3
Richmond,"=""20/61""",President,NYC,Special Presidential,,0
Richmond,"=""20/61""",President,NYC,Affidavit,,21
Richmond,"=""20/61""",President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,404
Richmond,"=""20/61""",President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,250
Richmond,"=""20/61""",President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,35
Richmond,"=""20/61""",President,NYC,Jill Stein / Ajamu Baraka (Green),Green,8
Richmond,"=""20/61""",President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,16
Richmond,"=""20/61""",President,NYC,Gary Johnson / Bill Weld (Independence),Independence,5
Richmond,"=""20/61""",President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,0
Richmond,"=""20/61""",President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,2
Richmond,"=""20/61""",President,NYC,Scattered,,3
Richmond,"=""21/61""",President,NYC,Manually Counted Emergency,,0
Richmond,"=""21/61""",President,NYC,Absentee / Military,,21
Richmond,"=""21/61""",President,NYC,Federal,,0
Richmond,"=""21/61""",President,NYC,Special Presidential,,0
Richmond,"=""21/61""",President,NYC,Affidavit,,25
Richmond,"=""21/61""",President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,537
Richmond,"=""21/61""",President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,84
Richmond,"=""21/61""",President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,9
